,CTE ? PROSHARES TRUST M,CASH,B 0 04/15/21,B 0 07/15/21,U.S. DOLLAR FOR FUTURES,Russell 2000 Index SWAP Citibank NA,E-MINI RUSS 2000 EQUITY INDEX 19/JUN/2020 RTYM0,USD FUTURES INCOME,CMB,B 0 12/03/20,B 0 11/27/20,B 0 10/29/20,B 0 10/22/20,B 0 07/16/20,E-MINI RUSS 2000 EQUITY INDEX 18/DEC/2020 RTYZ0,B 0 06/18/20,B 0 03/04/21,iShares Russell 2000  IWM  SWAP Morgan Stanley & C,iShares Russell 2000  IWM  SWAP Deutsche Bank AG,US SDOLLAR CALL A/C,E-MINI RUSS 2000 EQUITY INDEX 19/MAR/2021 RTYH1,UNITS,E-MINI RUSS 2000 EQUITY INDEX 18/SEP/2020 RTYU0,U.S. DOLLAR,Russell 2000 Index SWAP Deutsche Bank AG,CMB 0 02/16/21,E-MINI RUSS 2000 EQUITY INDEX 18/JUN/2021 RTYM1,Russell 2000 Index SWAP Goldman Sachs Internationa,Russell 2000 Index SWAP Bank of America NA,Russell 2000 Index SWAP Credit Suisse Internationa,Russell 2000 Index SWAP Societe Generale,Russell 2000 Index SWAP BNP Paribas,Russell 2000 Index SWAP Morgan Stanley & Co. Inter,Russell 2000 Index SWAP UBS AG,SUM
07/09/2021,89.44,48.96,10.15,2.57,1.08,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-0.16,-2.22,-5.8,-6.53,-9.06,-14.86,-19.73,93.92
07/12/2021,89.44,48.96,10.15,2.57,1.08,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-0.16,-2.22,-5.8,-6.53,-9.06,-14.86,-19.73,93.92
07/13/2021,89.44,48.96,10.15,2.57,1.08,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-0.16,-2.22,-5.8,-6.53,-9.06,-14.86,-19.73,93.92
07/14/2021,89.44,48.96,10.15,2.57,1.08,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-0.16,-2.22,-5.8,-6.53,-9.06,-14.86,-19.73,93.92
07/15/2021,89.44,48.96,10.15,2.57,1.08,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-0.16,-2.22,-5.8,-6.53,-9.06,-14.86,-19.73,93.92
07/16/2021,89.44,48.96,10.15,2.57,1.08,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-0.16,-2.22,-5.8,-6.53,-9.06,-14.86,-19.73,93.91999999999999
