,005930.KS,NESN.SW,ASML.AS,ROG.SW,7203.T,MC.PA,NOVN.SW,1299.HK,SAP.DE,ULVR.L,AZN.L,CBA.AX,HSBA.L,NOVO B.CO,SIE.DE,6758.T,SAN.PA,TTE.PA,DGE.L,BHP.AX,ALV.DE,OR.PA,9984.T,CSL.AX,GSK.L,RIO.L,6861.T,BATS.L,BP.L,SU.PA,IBE.MC,388.HK,ENEL.MI,AI.PA,RDSA.AS,DAI.DE,BAS.DE,BNP.PA,8306.T,WBC.AX,AIR.PA,SAN.MC,ADS.DE,4063.T,6098.T,NAB.AX,KER.PA,DTE.DE,DPW.DE,7974.T,8035.T,RYDBF,ABI.BR,ANZ.AX,RITN.,ADYEN.AS,BHP.L,BAYN.DE,ZURN.SW,9433.T,000660.KS,ABBN.SW,VOW3.DE,RKT.L,7267.T,6367.T,PRU.L,INGA.AS,UBSG.SW,6594.T,4502.T,AAL.L,CS.PA,IFX.DE,DG.PA,INVE B.ST,EL.PA,6501.T,PHIA.AS,DSV.CO,8316.T,WES.AX,GLEN.L,005935.KQ,LONN.SW,SAF.PA,7741.T,LLOY.L,REL.L,VOD.L,6954.T,ISP.MI,SIKA.SW,RI.PA,NG.L,035420.KS,PRX.AS,RMS.PA,BARC.L,6981.T,4568.T,8001.T,VOLV B.ST,9983.T,D05.SI,CRH.L,BN.PA,GIVN.SW,BBVA.MC,WOW.AX,UG,ITX.MC,MQG.AX,CPG.L,ERIC B.ST,8411.T,VWS.CO,8031.T,MUV2.DE,ATCO A.ST,051910.KS,BMW.DE,NDA SE.ST,PGHN.SW,6273.T,3382.T,8058.T,LSEG.L,005380.KS,9434.T,9432.T,RIO.AX,EXPN.L,O39.SI,VNA.DE,SGO.PA,AHT.L,6503.T,6702.T,035720.KS,ENI.MI,8766.T,AMS.MC,DSM.AS,6902.T,006400.KS,4503.T,KNEBV.HE,ALC.SW,EVO.ST,FERG.L,AD.AS,DBK.DE,DSY.PA,TCL.AX,4452.T,6301.T,FLTR.L,4661.T,CAP.PA,DB1.DE,HOLN.SW,VIV.PA,2413.T,NOKIA.HE,LR.PA,GMG.AX,4911.T,9022.T,CLNX.MC,HEIA.AS,GEBN.SW,SAND.ST,UCG.MI,ASSA B.ST,NESTE.HE,FMG.AX,5108.T,4543.T,9020.T,ML.PA,SREN.SW,G.MI,068270.KS,U11.SI,6326.T,E.ON SE,ORSTED.CO,AKZA.AS,RACE.MI,WKL.AS,HEXA B.ST,4901.T,MAERSK B.CO,005490.KS,669.HK,2914.T,CSGN.SW,6752.T,4519.T,003000.KS,AP4.SI,DSYA.,ZAL.DE,4523.T,MRK.DE,GMAB.CO,DHER.DE,TEP.PA,4300.SR,CFR.SW,DGCXX,STLA.MI,EOAN.DE,STM.PA,SAMPO.HE,SUM
08/17/2021,1.78,1.82,1.41,1.41,1.13,1.03,1.01,0.79,0.82,0.79,0.82,0.71,0.61,0.7,0.63,0.63,0.6,0.58,0.57,0.57,0.54,0.56,0.5,0.52,0.51,0.47,0.49,0.46,0.45,0.44,0.37,0.4,0.39,0.43,0.43,0.39,0.39,0.36,0.37,0.37,0.38,0.35,0.38,0.36,0.35,0.34,0.34,0.36,0.35,0.33,0.35,0.37,0.32,0.32,0.33,0.38,0.32,0.31,0.3,0.29,0.32,0.31,0.28,0.29,0.3,0.27,0.26,0.28,0.26,0.29,0.28,0.25,0.26,0.28,0.29,0.28,0.29,0.3,0.24,0.25,0.25,0.28,0.28,0.27,0.29,0.26,0.26,0.24,0.26,0.25,0.25,0.25,0.26,0.25,0.23,0.28,0.23,0.25,0.21,0.24,0.22,0.22,0.21,0.21,0.22,0.21,0.22,0.23,0.22,0.2,0.22,0.2,0.22,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.21,0.19,0.19,0.21,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.24,0.18,0.17,0.16,0.17,0.17,0.19,0.19,0.17,0.17,0.15,0.17,0.16,0.14,0.0,0.17,0.16,0.14,0.16,0.16,0.17,0.17,0.16,0.14,0.17,0.16,0.16,0.17,0.16,0.16,0.21,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.14,0.14,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.0,0.18,0.15,0.15,0.14,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.190000000000005
08/18/2021,1.78,1.82,1.41,1.41,1.13,1.03,1.01,0.79,0.82,0.79,0.82,0.71,0.61,0.7,0.63,0.63,0.6,0.58,0.57,0.57,0.54,0.56,0.5,0.52,0.51,0.47,0.49,0.46,0.45,0.44,0.37,0.4,0.39,0.43,0.43,0.39,0.39,0.36,0.37,0.37,0.38,0.35,0.38,0.36,0.35,0.34,0.34,0.36,0.35,0.33,0.35,0.37,0.32,0.32,0.33,0.38,0.32,0.31,0.3,0.29,0.32,0.31,0.28,0.29,0.3,0.27,0.26,0.28,0.26,0.29,0.28,0.25,0.26,0.28,0.29,0.28,0.29,0.3,0.24,0.25,0.25,0.28,0.28,0.27,0.29,0.26,0.26,0.24,0.26,0.25,0.25,0.25,0.26,0.25,0.23,0.28,0.23,0.25,0.21,0.24,0.22,0.22,0.21,0.21,0.22,0.21,0.22,0.23,0.22,0.2,0.22,0.2,0.22,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.21,0.19,0.19,0.21,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.24,0.18,0.17,0.16,0.17,0.17,0.19,0.19,0.17,0.17,0.15,0.17,0.16,0.14,0.0,0.17,0.16,0.14,0.16,0.16,0.17,0.17,0.16,0.14,0.17,0.16,0.16,0.17,0.16,0.16,0.21,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.14,0.14,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.0,0.18,0.15,0.15,0.14,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.190000000000005
08/19/2021,1.78,1.82,1.41,1.41,1.13,1.03,1.01,0.79,0.82,0.79,0.82,0.71,0.61,0.7,0.63,0.63,0.6,0.58,0.57,0.57,0.54,0.56,0.5,0.52,0.51,0.47,0.49,0.46,0.45,0.44,0.37,0.4,0.39,0.43,0.43,0.39,0.39,0.36,0.37,0.37,0.38,0.35,0.38,0.36,0.35,0.34,0.34,0.36,0.35,0.33,0.35,0.37,0.32,0.32,0.33,0.38,0.32,0.31,0.3,0.29,0.32,0.31,0.28,0.29,0.3,0.27,0.26,0.28,0.26,0.29,0.28,0.25,0.26,0.28,0.29,0.28,0.29,0.3,0.24,0.25,0.25,0.28,0.28,0.27,0.29,0.26,0.26,0.24,0.26,0.25,0.25,0.25,0.26,0.25,0.23,0.28,0.23,0.25,0.21,0.24,0.22,0.22,0.21,0.21,0.22,0.21,0.22,0.23,0.22,0.2,0.22,0.2,0.22,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.21,0.19,0.19,0.21,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.24,0.18,0.17,0.16,0.17,0.17,0.19,0.19,0.17,0.17,0.15,0.17,0.16,0.14,0.0,0.17,0.16,0.14,0.16,0.16,0.17,0.17,0.16,0.14,0.17,0.16,0.16,0.17,0.16,0.16,0.21,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.14,0.14,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.0,0.18,0.15,0.15,0.14,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.190000000000005
08/20/2021,1.78,1.82,1.41,1.41,1.13,1.03,1.01,0.79,0.82,0.79,0.82,0.71,0.61,0.7,0.63,0.63,0.6,0.58,0.57,0.57,0.54,0.56,0.5,0.52,0.51,0.47,0.49,0.46,0.45,0.44,0.37,0.4,0.39,0.43,0.43,0.39,0.39,0.36,0.37,0.37,0.38,0.35,0.38,0.36,0.35,0.34,0.34,0.36,0.35,0.33,0.35,0.37,0.32,0.32,0.33,0.38,0.32,0.31,0.3,0.29,0.32,0.31,0.28,0.29,0.3,0.27,0.26,0.28,0.26,0.29,0.28,0.25,0.26,0.28,0.29,0.28,0.29,0.3,0.24,0.25,0.25,0.28,0.28,0.27,0.29,0.26,0.26,0.24,0.26,0.25,0.25,0.25,0.26,0.25,0.23,0.28,0.23,0.25,0.21,0.24,0.22,0.22,0.21,0.21,0.22,0.21,0.22,0.23,0.22,0.2,0.22,0.2,0.22,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.21,0.19,0.19,0.21,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.24,0.18,0.17,0.16,0.17,0.17,0.19,0.19,0.17,0.17,0.15,0.17,0.16,0.14,0.0,0.17,0.16,0.14,0.16,0.16,0.17,0.17,0.16,0.14,0.17,0.16,0.16,0.17,0.16,0.16,0.21,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.14,0.14,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.18,0.15,0.15,0.14,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.190000000000005
08/23/2021,1.78,1.82,1.41,1.41,1.13,1.03,1.01,0.79,0.82,0.79,0.82,0.71,0.61,0.7,0.63,0.63,0.6,0.58,0.57,0.57,0.54,0.56,0.5,0.52,0.51,0.47,0.49,0.46,0.45,0.44,0.37,0.4,0.39,0.43,0.43,0.39,0.39,0.36,0.37,0.37,0.38,0.35,0.38,0.36,0.35,0.34,0.34,0.36,0.35,0.33,0.35,0.37,0.32,0.32,0.33,0.38,0.32,0.31,0.3,0.29,0.32,0.31,0.28,0.29,0.3,0.27,0.26,0.28,0.26,0.29,0.28,0.25,0.26,0.28,0.29,0.28,0.29,0.3,0.24,0.25,0.25,0.28,0.28,0.27,0.29,0.26,0.26,0.24,0.26,0.25,0.25,0.25,0.26,0.25,0.23,0.28,0.23,0.25,0.21,0.24,0.22,0.22,0.21,0.21,0.22,0.21,0.22,0.23,0.22,0.2,0.22,0.2,0.22,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.21,0.19,0.19,0.21,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.24,0.18,0.17,0.16,0.17,0.17,0.19,0.19,0.17,0.17,0.15,0.17,0.16,0.14,0.0,0.17,0.16,0.14,0.16,0.16,0.17,0.17,0.16,0.14,0.17,0.16,0.16,0.17,0.16,0.16,0.21,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.14,0.14,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.18,0.15,0.15,0.14,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.190000000000005
08/24/2021,1.78,1.82,1.41,1.41,1.13,1.03,1.01,0.79,0.82,0.79,0.82,0.71,0.61,0.7,0.63,0.63,0.6,0.58,0.57,0.57,0.54,0.56,0.5,0.52,0.51,0.47,0.49,0.46,0.45,0.44,0.37,0.4,0.39,0.43,0.43,0.39,0.39,0.36,0.37,0.37,0.38,0.35,0.38,0.36,0.35,0.34,0.34,0.36,0.35,0.33,0.35,0.37,0.32,0.32,0.33,0.38,0.32,0.31,0.3,0.29,0.32,0.31,0.28,0.29,0.3,0.27,0.26,0.28,0.26,0.29,0.28,0.25,0.26,0.28,0.29,0.28,0.29,0.3,0.24,0.25,0.25,0.28,0.28,0.27,0.29,0.26,0.26,0.24,0.26,0.25,0.25,0.25,0.26,0.25,0.23,0.28,0.23,0.25,0.21,0.24,0.22,0.22,0.21,0.21,0.22,0.21,0.22,0.23,0.22,0.2,0.22,0.2,0.22,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.21,0.19,0.19,0.21,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.24,0.18,0.17,0.16,0.17,0.17,0.19,0.19,0.17,0.17,0.15,0.17,0.16,0.14,0.0,0.17,0.16,0.14,0.16,0.16,0.17,0.17,0.16,0.14,0.17,0.16,0.16,0.17,0.16,0.16,0.21,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.14,0.14,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.18,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,62.190000000000005
08/25/2021,1.78,1.82,1.41,1.41,1.13,1.03,1.01,0.79,0.82,0.79,0.82,0.71,0.61,0.7,0.63,0.63,0.6,0.58,0.57,0.57,0.54,0.56,0.5,0.52,0.51,0.47,0.49,0.46,0.45,0.44,0.37,0.4,0.39,0.43,0.43,0.39,0.39,0.36,0.37,0.37,0.38,0.35,0.38,0.36,0.35,0.34,0.34,0.36,0.35,0.33,0.35,0.37,0.32,0.32,0.0,0.38,0.32,0.31,0.3,0.29,0.32,0.31,0.28,0.29,0.3,0.27,0.26,0.28,0.26,0.29,0.28,0.25,0.26,0.28,0.29,0.28,0.29,0.3,0.24,0.25,0.25,0.28,0.28,0.27,0.29,0.26,0.26,0.24,0.26,0.25,0.25,0.25,0.26,0.25,0.23,0.28,0.23,0.25,0.21,0.24,0.22,0.22,0.21,0.21,0.22,0.21,0.22,0.23,0.22,0.2,0.22,0.2,0.22,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.21,0.19,0.19,0.21,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.24,0.18,0.17,0.16,0.17,0.17,0.19,0.19,0.17,0.17,0.15,0.17,0.16,0.14,0.18,0.17,0.16,0.14,0.16,0.16,0.17,0.17,0.16,0.14,0.17,0.16,0.16,0.17,0.16,0.16,0.21,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.14,0.14,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.33,0.0,0.0,0.0,0.0,0.0,62.190000000000005
09/28/2021,1.69,1.84,1.55,1.44,1.15,1.05,1.02,0.76,0.83,0.78,0.92,0.69,0.58,0.78,0.61,0.67,0.59,0.55,0.6,0.61,0.54,0.57,0.44,0.51,0.51,0.48,0.53,0.45,0.42,0.46,0.37,0.43,0.39,0.42,0.43,0.39,0.38,0.35,0.36,0.34,0.4,0.33,0.37,0.35,0.37,0.33,0.35,0.35,0.35,0.29,0.33,0.38,0.28,0.31,0.0,0.42,0.35,0.31,0.3,0.28,0.27,0.33,0.27,0.26,0.29,0.3,0.26,0.27,0.28,0.28,0.28,0.28,0.26,0.26,0.28,0.3,0.3,0.29,0.22,0.26,0.25,0.28,0.29,0.26,0.31,0.24,0.28,0.23,0.29,0.24,0.23,0.25,0.28,0.25,0.23,0.29,0.2,0.26,0.22,0.26,0.2,0.22,0.2,0.19,0.23,0.21,0.23,0.25,0.23,0.2,0.0,0.19,0.22,0.2,0.18,0.19,0.2,0.21,0.19,0.22,0.2,0.19,0.22,0.22,0.19,0.19,0.2,0.18,0.17,0.19,0.18,0.19,0.22,0.18,0.19,0.19,0.18,0.16,0.18,0.21,0.17,0.18,0.15,0.18,0.17,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.14,0.2,0.16,0.16,0.14,0.15,0.15,0.18,0.16,0.15,0.14,0.15,0.19,0.17,0.18,0.14,0.15,0.22,0.15,0.18,0.15,0.15,0.16,0.14,0.16,0.15,0.15,0.14,0.16,0.14,0.14,0.0,0.14,0.0,0.0,0.14,0.0,0.15,0.16,0.16,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.15,0.16,0.14,0.0,0.35,1.12,0.21,0.15,0.14,0.14,63.370000000000005
09/29/2021,1.69,1.84,1.55,1.44,1.15,1.05,1.02,0.76,0.83,0.78,0.92,0.69,0.58,0.78,0.61,0.67,0.59,0.55,0.6,0.61,0.54,0.57,0.44,0.51,0.51,0.48,0.53,0.45,0.42,0.46,0.37,0.43,0.39,0.42,0.43,0.39,0.38,0.35,0.36,0.34,0.4,0.33,0.37,0.35,0.37,0.33,0.35,0.35,0.35,0.29,0.33,0.38,0.28,0.31,0.0,0.42,0.35,0.31,0.3,0.28,0.27,0.33,0.27,0.26,0.29,0.3,0.26,0.27,0.28,0.28,0.28,0.28,0.26,0.26,0.28,0.3,0.3,0.29,0.22,0.26,0.25,0.28,0.29,0.26,0.31,0.24,0.28,0.23,0.29,0.24,0.23,0.25,0.28,0.25,0.23,0.29,0.2,0.26,0.22,0.26,0.2,0.22,0.2,0.19,0.23,0.21,0.23,0.25,0.23,0.2,0.0,0.19,0.22,0.2,0.18,0.19,0.2,0.21,0.19,0.22,0.2,0.19,0.22,0.22,0.19,0.19,0.2,0.18,0.17,0.19,0.18,0.19,0.22,0.18,0.19,0.19,0.18,0.16,0.18,0.21,0.17,0.18,0.15,0.18,0.17,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.14,0.2,0.16,0.16,0.14,0.15,0.15,0.18,0.16,0.15,0.14,0.15,0.19,0.17,0.18,0.14,0.15,0.22,0.15,0.18,0.15,0.15,0.16,0.14,0.16,0.15,0.15,0.14,0.16,0.14,0.14,0.0,0.14,0.0,0.0,0.14,0.0,0.15,0.16,0.16,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.15,0.16,0.14,0.0,0.35,1.12,0.21,0.15,0.14,0.14,63.370000000000005
09/30/2021,1.69,1.84,1.55,1.44,1.15,1.05,1.02,0.76,0.83,0.78,0.92,0.69,0.58,0.78,0.61,0.67,0.59,0.55,0.6,0.61,0.54,0.57,0.44,0.51,0.51,0.48,0.53,0.45,0.42,0.46,0.37,0.43,0.39,0.42,0.43,0.39,0.38,0.35,0.36,0.34,0.4,0.33,0.37,0.35,0.37,0.33,0.35,0.35,0.35,0.29,0.33,0.38,0.28,0.31,0.0,0.42,0.35,0.31,0.3,0.28,0.27,0.33,0.27,0.26,0.29,0.3,0.26,0.27,0.28,0.28,0.28,0.28,0.26,0.26,0.28,0.3,0.3,0.29,0.22,0.26,0.25,0.28,0.29,0.26,0.31,0.24,0.28,0.23,0.29,0.24,0.23,0.25,0.28,0.25,0.23,0.29,0.2,0.26,0.22,0.26,0.2,0.22,0.2,0.19,0.23,0.21,0.23,0.25,0.23,0.2,0.0,0.19,0.22,0.2,0.18,0.19,0.2,0.21,0.19,0.22,0.2,0.19,0.22,0.22,0.19,0.19,0.2,0.18,0.17,0.19,0.18,0.19,0.22,0.18,0.19,0.19,0.18,0.16,0.18,0.21,0.17,0.18,0.15,0.18,0.17,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.14,0.2,0.16,0.16,0.14,0.15,0.15,0.18,0.16,0.15,0.14,0.15,0.19,0.17,0.18,0.14,0.15,0.22,0.15,0.18,0.15,0.15,0.16,0.14,0.16,0.15,0.15,0.14,0.16,0.14,0.14,0.0,0.14,0.0,0.0,0.14,0.0,0.15,0.16,0.16,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.15,0.16,0.14,0.0,0.35,1.12,0.21,0.15,0.14,0.14,63.370000000000005
10/01/2021,1.69,1.84,1.55,1.44,1.15,1.05,1.02,0.76,0.83,0.78,0.92,0.69,0.58,0.78,0.61,0.67,0.59,0.55,0.6,0.61,0.54,0.57,0.44,0.51,0.51,0.48,0.53,0.45,0.42,0.46,0.37,0.43,0.39,0.42,0.43,0.39,0.38,0.35,0.36,0.34,0.4,0.33,0.37,0.35,0.37,0.33,0.35,0.35,0.35,0.29,0.33,0.38,0.28,0.31,0.0,0.42,0.35,0.31,0.3,0.28,0.27,0.33,0.27,0.26,0.29,0.3,0.26,0.27,0.28,0.28,0.28,0.28,0.26,0.26,0.28,0.3,0.3,0.29,0.22,0.26,0.25,0.28,0.29,0.26,0.31,0.24,0.28,0.23,0.29,0.24,0.23,0.25,0.28,0.25,0.23,0.29,0.2,0.26,0.22,0.26,0.2,0.22,0.2,0.19,0.23,0.21,0.23,0.25,0.23,0.2,0.0,0.19,0.22,0.2,0.18,0.19,0.2,0.21,0.19,0.22,0.2,0.19,0.22,0.22,0.19,0.19,0.2,0.18,0.17,0.19,0.18,0.19,0.22,0.18,0.19,0.19,0.18,0.16,0.18,0.21,0.17,0.18,0.15,0.18,0.17,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.14,0.2,0.16,0.16,0.14,0.15,0.15,0.18,0.16,0.15,0.14,0.15,0.19,0.17,0.18,0.14,0.15,0.22,0.15,0.18,0.15,0.15,0.16,0.14,0.16,0.15,0.15,0.14,0.16,0.14,0.14,0.0,0.14,0.0,0.0,0.14,0.0,0.15,0.16,0.16,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.15,0.16,0.14,0.0,0.35,1.12,0.21,0.15,0.14,0.14,63.370000000000005
10/04/2021,1.69,1.84,1.55,1.44,1.15,1.05,1.02,0.76,0.83,0.78,0.92,0.69,0.58,0.78,0.61,0.67,0.59,0.55,0.6,0.61,0.54,0.57,0.44,0.51,0.51,0.48,0.53,0.45,0.42,0.46,0.37,0.43,0.39,0.42,0.43,0.39,0.38,0.35,0.36,0.34,0.4,0.33,0.37,0.35,0.37,0.33,0.35,0.35,0.35,0.29,0.33,0.38,0.28,0.31,0.0,0.42,0.35,0.31,0.3,0.28,0.27,0.33,0.27,0.26,0.29,0.3,0.26,0.27,0.28,0.28,0.28,0.28,0.26,0.26,0.28,0.3,0.3,0.29,0.22,0.26,0.25,0.28,0.29,0.26,0.31,0.24,0.28,0.23,0.29,0.24,0.23,0.25,0.28,0.25,0.23,0.29,0.2,0.26,0.22,0.26,0.2,0.22,0.2,0.19,0.23,0.21,0.23,0.25,0.23,0.2,0.0,0.19,0.22,0.2,0.18,0.19,0.2,0.21,0.19,0.22,0.2,0.19,0.22,0.22,0.19,0.19,0.2,0.18,0.17,0.19,0.18,0.19,0.22,0.18,0.19,0.19,0.18,0.16,0.18,0.21,0.17,0.18,0.15,0.18,0.17,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.14,0.2,0.16,0.16,0.14,0.15,0.15,0.18,0.16,0.15,0.14,0.15,0.19,0.17,0.18,0.14,0.15,0.22,0.15,0.18,0.15,0.15,0.16,0.14,0.16,0.15,0.15,0.14,0.16,0.14,0.14,0.0,0.14,0.0,0.0,0.14,0.0,0.15,0.16,0.16,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.15,0.16,0.14,0.0,0.35,1.12,0.21,0.15,0.14,0.14,63.370000000000005
10/05/2021,1.69,1.84,1.55,1.44,1.15,1.05,1.02,0.76,0.83,0.78,0.92,0.69,0.58,0.78,0.61,0.67,0.59,0.55,0.6,0.61,0.54,0.57,0.44,0.51,0.51,0.48,0.53,0.45,0.42,0.46,0.37,0.43,0.39,0.42,0.43,0.39,0.38,0.35,0.36,0.34,0.4,0.33,0.37,0.35,0.37,0.33,0.35,0.35,0.35,0.29,0.33,0.38,0.28,0.31,0.0,0.42,0.35,0.31,0.3,0.28,0.27,0.33,0.27,0.26,0.29,0.3,0.26,0.27,0.28,0.28,0.28,0.28,0.26,0.26,0.28,0.3,0.3,0.29,0.22,0.26,0.25,0.28,0.29,0.26,0.31,0.24,0.28,0.23,0.29,0.24,0.23,0.25,0.28,0.25,0.23,0.29,0.2,0.26,0.22,0.26,0.2,0.22,0.2,0.19,0.23,0.21,0.23,0.25,0.23,0.2,0.0,0.19,0.22,0.2,0.18,0.19,0.2,0.21,0.19,0.22,0.2,0.19,0.22,0.22,0.19,0.19,0.2,0.18,0.17,0.19,0.18,0.19,0.22,0.18,0.19,0.19,0.18,0.16,0.18,0.21,0.17,0.18,0.15,0.18,0.17,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.14,0.2,0.16,0.16,0.14,0.15,0.15,0.18,0.16,0.15,0.14,0.15,0.19,0.17,0.18,0.14,0.15,0.22,0.15,0.18,0.15,0.15,0.16,0.14,0.16,0.15,0.15,0.14,0.16,0.14,0.14,0.0,0.14,0.0,0.0,0.14,0.0,0.15,0.16,0.16,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.15,0.16,0.14,0.0,0.35,1.12,0.21,0.15,0.14,0.14,63.370000000000005
10/06/2021,1.69,1.84,1.55,1.44,1.15,1.05,1.02,0.76,0.83,0.78,0.92,0.69,0.58,0.78,0.61,0.67,0.59,0.55,0.6,0.61,0.54,0.57,0.44,0.51,0.51,0.48,0.53,0.45,0.42,0.46,0.37,0.43,0.39,0.42,0.43,0.39,0.38,0.35,0.36,0.34,0.4,0.33,0.37,0.35,0.37,0.33,0.35,0.35,0.35,0.29,0.33,0.38,0.28,0.31,0.0,0.42,0.35,0.31,0.3,0.28,0.27,0.33,0.27,0.26,0.29,0.3,0.26,0.27,0.28,0.28,0.28,0.28,0.26,0.26,0.28,0.3,0.3,0.29,0.22,0.26,0.25,0.28,0.29,0.26,0.31,0.24,0.28,0.23,0.29,0.24,0.23,0.25,0.28,0.25,0.23,0.29,0.2,0.26,0.22,0.26,0.2,0.22,0.2,0.19,0.23,0.21,0.23,0.25,0.23,0.2,0.0,0.19,0.22,0.2,0.18,0.19,0.2,0.21,0.19,0.22,0.2,0.19,0.22,0.22,0.19,0.19,0.2,0.18,0.17,0.19,0.18,0.19,0.22,0.18,0.19,0.19,0.18,0.16,0.18,0.21,0.17,0.18,0.15,0.18,0.17,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.14,0.2,0.16,0.16,0.14,0.15,0.15,0.18,0.16,0.15,0.14,0.15,0.19,0.17,0.18,0.14,0.15,0.22,0.15,0.18,0.15,0.15,0.16,0.14,0.16,0.15,0.15,0.14,0.16,0.14,0.14,0.0,0.14,0.0,0.0,0.14,0.0,0.15,0.16,0.16,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.15,0.16,0.14,0.0,0.35,1.12,0.21,0.15,0.14,0.14,63.370000000000005
