,AGG,PHB,JNK,Nortonlifelock Inc 3.95%,Teva Pharmaceutical Finance Netherlands III B.V. 2.2%,"T-Mobile US, Inc. 7.25%",Telecom Italia S.p.A. 5.3%,"Aramark Services, Inc. 6.38%",EMC Corporation 3.38%,Ball Corporation 5%,"Netflix, Inc. 5.5%",FirstEnergy Corp. 4.25%,"American Airlines, Inc. 4.95%",FirstEnergy Corp. 2.85%,Deutsche Telekom International Finance B.V. 1.95%,CARLYLE US CLO LTD 3.08%,Steele Creek CLO 2014-1 Ltd./LLC 2.99%,Service Properties Trust 4.65%,Cablevision Systems Corporation 5.88%,Carnival Corporation 7.2%,"Penske Automotive Group, Inc. 3.5%",First Horizon Corporation 3.55%,Us Dollars,"United Air Lines, Inc. 4.62%",GREENWOOD PK CLO LTD 2.68%,Teva Pharmaceutical Finance IV B.V. 3.65%,Dryden 37 Senior Loan Fund 5.33%,Energy Transfer LP 5.2%,Cedar Funding IX CLO 2.79%,Petrobras Global Finance B.V. 4.38%,"T-Mobile USA, Inc. 4%",General Motors Financial Company Inc 4.2%,Ford Motor Credit Company LLC 5.88%,American Airlines Group Inc 5%,Delta Air Lines Inc 2.9%,Graphic Packaging International Inc. 4.88%,"American Airlines, Inc. 4.4%",ENEL Finance International N.V. 2.88%,BBVA Bancomer SA Institucion de Banca Multiple Grupo Financiero BBVA Bancom,Credit Acceptance Corporation of Michigan 5.12%,The Bank of New York Mellon Corporation 3.7%,FS KKR Capital Corp 4.12%,Spectrum Management Holding Company LLC 4%,"CIT Group, Inc. 5.8%",SBA Communications Corporation 4.88%,4733.T,4733.T,Plains All American Pipeline L.P./PAA Finance Corp. 3.65%,SOUND POINT CLO VIII-R LTD 6.78%,American Tower Trust I 3.07%,Imperial Brands Finance Plc 3.5%,Federal Home Loan Mortgage Corporation 6.48%,Ford Motor Credit Company LLC 3.81%,SBA Tower Trust 3.72%,Wells Fargo & Company 2.1%,Continental Airlines Inc 2007-1 5.98%,Puget Energy Inc 5.62%,Puget Energy Inc 6%,Ford Motor Credit Company LLC 3.81%,"CSC Holdings, LLC 6.75%",Federal Home Loan Mortgage Corporation 3.5%,Federal National Mortgage Association 5%,"Marriott International, Inc. 2.12%",Ford Motor Credit Company LLC 3.37%,Imperial Brands Finance Plc 3.75%,Deutsche Bank AG New York Branch 5%,Stellantis N.V 5.25%,Crown Americas LLC / Crown Americas Capital Corp. IV 4.5%,Federal National Mortgage Association 5.5%,Energy Transfer LP 4.25%,Federal National Mortgage Association 6.43%,Citigroup Inc. 5.95%,Ford Motor Credit Company LLC 3.1%,Harley-Davidson Financial Services Inc. 4.05%,"Marriott International, Inc. 2.3%",Ford Motor Credit Company LLC 4.14%,Ford Motor Credit Company LLC 2.75%,Federal National Mortgage Association 5.91%,The Bank of New York Mellon Corporation 3.55%,Ford Motor Credit Company LLC 1.26%,Government National Mortgage Association 5%,Federal National Mortgage Association 5%,Air Liquide Finance 1.75%,Electricite de France SA 5.25%,Energy Transfer LP 3.6%,Monsanto Company 2.75%,Federal National Mortgage Association 4.5%,Federal Home Loan Mortgage Corporation 5.5%,Ford Motor Credit Company LLC 3.35%,"Marriott International, Inc. 3.25%",Federal National Mortgage Association 6.06%,Government National Mortgage Association 3.5%,Federal National Mortgage Association 6.16%,Federal Home Loan Mortgage Corporation 5%,Ford Motor Credit Company LLC 3.38%,Federal National Mortgage Association 5.5%,"Discovery Communications, LLC 3.3%",Teva Pharmaceutical Finance Netherlands III B.V. 6%,Federal National Mortgage Association 6.61%,Ford Motor Credit Company LLC 4.69%,Federal National Mortgage Association 6%,Government National Mortgage Association 6.4%,Pennsylvania Electric Company 4.15%,General Motors Company 1.03%,FEDERAL HOME LN MTG CORP MULTICLASS MTG PARTN CTFS GTD 6.53%,General Motors Financial Company Inc 3.55%,Bausch Health Companies Inc 6.12%,Federal National Mortgage Association 6.67%,Federal National Mortgage Association 6.16%,JPMorgan Chase & Co. 3.98%,4733.T,General Electric Company 3.45%,Government National Mortgage Association 4%,Bpce Sa 2.75%,Federal National Mortgage Association 5.46%,Federal National Mortgage Association 6.43%,Federal Home Loan Mortgage Corporation 5.5%,Federal National Mortgage Association 5%,Engie 2.88%,Government National Mortgage Association 4%,Ally Financial Inc. 4.12%,Safeway Inc. 4.75%,Federal Home Loan Mortgage Corporation 3.5%,Deutsche Bank AG 4.25%,Ford Motor Credit Company LLC 3.65%,Heineken N.V. 3.4%,Zoetis Inc. 0.6%,Federal Home Loan Mortgage Corporation 4%,Office Properties Income Trust 4%,Federal National Mortgage Association 7.66%,"CIT Group, Inc. 5%",Aercap Ireland Capital DAC 4.45%,FirstEnergy Corp. 2.05%,Federal National Mortgage Association 5.5%,Ford Motor Credit Company LLC 3.66%,Federal National Mortgage Association 22.95%,Government National Mortgage Association 5.51%,Federal Home Loan Mortgage Corporation 5.93%,Federal National Mortgage Association 5%,Federal Home Loan Mortgage Corporation 5.93%,Government National Mortgage Association 5.56%,Federal National Mortgage Association 6.46%,Federal Home Loan Mortgage Corporation 5%,Federal National Mortgage Association 5.5%,Federal National Mortgage Association 5.96%,Government National Mortgage Association 7.01%,Federal National Mortgage Association 5.94%,Government National Mortgage Association 5.5%,Federal National Mortgage Association 0.47%,Bayer US Finance II LLC 2.75%,Federal National Mortgage Association 0.48%,Federal Home Loan Mortgage Corporation 4.5%,Government National Mortgage Association 5.53%,Federal National Mortgage Association 5.5%,Fresenius Medical Care US Finance II Inc. 5.88%,Federal National Mortgage Association 4.5%,Federal Home Loan Mortgage Corporation 5.5%,Government National Mortgage Association 4.5%,Ginnie Mae 4%,Federal National Mortgage Association 5.96%,Federal Home Loan Mortgage Corporation 5.98%,Nielsen Company (Luxembourg) 5%,Imperial Brands Finance Plc 3.75%,Federal National Mortgage Association 5.91%,Federal National Mortgage Association 6%,Federal National Mortgage Association 5%,Federal Home Loan Mortgage Corporation 4%,Federal Home Loan Mortgage Corporation 6.63%,Federal National Mortgage Association 6.21%,Government National Mortgage Association 6.62%,Federal Home Loan Mortgage Corporation 6.03%,Federal Home Loan Mortgage Corporation 5.93%,Government National Mortgage Association 4%,Federal National Mortgage Association 5%,Federal Home Loan Mortgage Corporation 6.58%,Federal Home Loan Mortgage Corporation 7.93%,Government National Mortgage Association 6.01%,Federal National Mortgage Association 6.68%,Government National Mortgage Association 4%,Federal Home Loan Mortgage Corporation 5%,Federal Home Loan Mortgage Corporation 5.5%,Federal Home Loan Mortgage Corporation 5.83%,Alternative Loan Trust 4.05%,Federal National Mortgage Association 5.5%,Federal Home Loan Mortgage Corporation 0.1%,Government National Mortgage Association 5.5%,Federal National Mortgage Association 6.56%,Government National Mortgage Association 6.01%,Federal Home Loan Mortgage Corporation 8%,Federal National Mortgage Association 8%,Federal National Mortgage Association 5%,Government National Mortgage Association 3.15%,Government National Mortgage Association 3.5%,Federal National Mortgage Association 4.5%,Government National Mortgage Association 27.13%,Government National Mortgage Association 3.5%,Federal Home Loan Mortgage Corporation 5.98%,Federal National Mortgage Association 6%,Federal Home Loan Mortgage Corporation 6.48%,Federal Home Loan Mortgage Corporation 6.66%,SUM
07/09/2021,4.91,2.52,2.48,2.34,2.28,2.27,2.25,2.14,1.95,1.77,1.74,1.72,1.65,1.57,1.55,1.55,1.51,1.47,1.41,1.29,1.29,1.19,1.19,1.17,1.15,1.12,1.11,1.1,1.08,1.03,0.99,0.98,0.97,0.96,0.93,0.9,0.84,0.83,0.82,0.82,0.81,0.81,0.8,0.8,0.79,0.78,0.77,0.7,0.7,0.66,0.63,0.63,0.61,0.59,0.58,0.57,0.56,0.55,0.54,0.53,0.53,0.49,0.49,0.48,0.48,0.44,0.42,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.37,0.35,0.34,0.33,0.33,0.32,0.32,0.32,0.32,0.28,0.28,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.24,0.23,0.23,0.22,0.22,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,98.53000000000002
