,1109.HK,BEKE,960.HK,688.HK,2007.HK,1918.HK,4.HK,2202 HK,754.HK,813.HK,884.HK,3333.HK,1030.HK,2777.HK,3380.HK,817.HK,1813.HK,123.HK,3383.HK,873.HK,900932 CH,600048 C1,1638.HK,604.HK,3900.HK,3883.HK,1238.HK,601155 C1,000002 C2,001979 C2,6158.HK,6049.HK,600383 C1,600606 C1,000656 C2,000402 C2,002146 C2,600895 C1,600848 C1,600177 C1,2669.HK,600415 C1,600340 C1,000961 C2,000671 C2,000540 C2,001914 C2,1516.HK,CASH,1209 HK,1209.HK,1516 HK,B 08/12/21,n/a,6098.HK,3319.HK,2869.HK,1995.HK,000961,600340,000671,001914,B 0 08/12/21,2202.HK,900932.SZ,600048.SS,000002.SZ,601155.SS,001979.SZ,600383.SS,600606.SS,000656.SZ,600895.SS,000402.SZ,600177.SS,002146.SZ,600415.SS,600848.SS,600340.SS,000671.SZ,000961.SZ,000540.SZ,001914.SZ,SUM
09/03/2021,8.67,4.72,6.42,7.19,6.93,5.32,4.21,3.17,2.47,2.44,2.16,1.19,1.87,1.48,1.66,1.88,1.39,1.39,1.42,1.48,1.09,1.34,1.11,0.96,1.47,0.87,1.27,0.87,0.85,0.88,0.91,0.9,0.64,0.58,0.48,0.47,0.42,0.44,0.39,0.44,0.37,0.39,0.0,0.0,0.32,0.32,0.24,0.77,0.0,0.0,0.54,0.0,0.0,0.32,8.95,1.5,0.94,0.91,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/06/2021,8.67,5.21,6.68,6.94,6.79,5.2,4.13,3.22,2.5,2.44,2.09,1.08,1.9,1.43,1.61,1.84,1.37,1.37,1.31,1.45,1.08,1.42,1.08,0.92,1.41,0.88,1.23,0.93,0.88,0.9,0.9,0.88,0.7,0.59,0.49,0.44,0.43,0.44,0.38,0.43,0.36,0.39,0.0,0.0,0.0,0.38,0.24,0.72,0.0,0.0,0.53,0.0,0.0,0.38,9.09,1.47,0.95,0.91,0.3,0.29,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/08/2021,8.81,4.8,6.67,7.08,6.85,5.31,4.13,3.18,2.52,2.45,2.12,1.03,1.93,1.4,1.62,1.84,1.34,1.37,1.29,1.43,1.09,1.41,1.07,0.93,1.4,0.86,1.23,0.91,0.87,0.91,0.9,0.88,0.69,0.59,0.48,0.49,0.43,0.44,0.39,0.44,0.36,0.39,0.0,0.0,0.0,0.42,0.0,0.73,0.0,0.0,0.52,0.0,0.0,0.38,9.15,1.46,0.94,0.9,0.3,0.3,0.33,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
09/09/2021,8.81,4.8,6.67,7.08,6.85,5.31,4.13,3.18,2.52,2.45,2.12,1.03,1.93,1.4,1.62,1.84,1.34,1.37,1.29,1.43,1.09,1.41,1.07,0.93,1.4,0.86,1.23,0.91,0.87,0.91,0.9,0.88,0.69,0.59,0.48,0.49,0.43,0.44,0.39,0.44,0.36,0.39,0.0,0.0,0.0,0.42,0.0,0.73,0.0,0.0,0.52,0.0,0.0,0.38,9.15,1.46,0.94,0.9,0.3,0.3,0.33,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
09/10/2021,8.67,5.69,6.52,7.1,6.61,5.18,4.08,3.2,2.57,2.42,2.06,0.96,1.88,1.35,1.55,1.86,1.28,1.41,1.23,1.47,1.11,1.41,1.03,0.99,1.43,0.87,1.21,0.94,0.87,0.94,0.89,0.88,0.68,0.61,0.49,0.46,0.45,0.46,0.39,0.45,0.36,0.41,0.0,0.0,0.0,0.4,0.0,0.71,0.0,0.0,0.52,0.0,0.0,0.44,9.08,1.46,0.93,0.86,0.3,0.29,0.34,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/13/2021,8.85,5.4,6.76,7.21,6.81,4.92,4.3,3.16,2.52,2.44,2.06,0.98,1.9,1.29,1.52,1.86,1.24,1.41,1.2,1.4,1.14,1.44,1.0,0.95,1.42,0.79,1.18,0.95,0.88,0.94,0.87,0.85,0.69,0.63,0.52,0.47,0.46,0.47,0.4,0.46,0.36,0.43,0.0,0.0,0.34,0.39,0.0,0.67,0.0,0.0,0.5,0.0,0.0,0.22,9.14,1.52,0.94,0.84,0.31,0.31,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/14/2021,8.85,5.4,6.76,7.21,6.81,4.92,4.3,3.16,2.52,2.44,2.06,0.98,1.9,1.29,1.52,1.86,1.24,1.41,1.2,1.4,1.14,1.44,1.0,0.95,1.42,0.79,1.18,0.95,0.88,0.94,0.87,0.85,0.69,0.63,0.52,0.47,0.46,0.47,0.4,0.46,0.36,0.43,0.0,0.0,0.34,0.39,0.0,0.67,0.0,0.0,0.5,0.0,0.0,0.22,9.14,1.52,0.94,0.84,0.31,0.31,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/15/2021,9.03,4.95,6.89,7.18,6.84,4.97,4.24,3.15,2.47,2.46,2.14,0.98,1.89,1.32,1.54,1.85,1.29,1.4,1.19,1.38,1.12,1.46,1.02,0.95,1.52,0.84,1.18,0.95,0.87,0.92,0.86,0.84,0.71,0.62,0.51,0.46,0.46,0.46,0.39,0.46,0.36,0.42,0.0,0.0,0.34,0.38,0.0,0.67,0.0,0.0,0.5,0.0,0.0,0.21,9.13,1.55,0.95,0.83,0.31,0.31,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/16/2021,9.03,4.96,6.78,7.27,6.72,4.88,4.19,3.2,2.4,2.46,2.15,0.91,1.91,1.4,1.55,1.87,1.32,1.42,1.21,1.41,1.11,1.54,1.0,0.97,1.58,0.84,1.16,0.97,0.91,0.95,0.87,0.85,0.76,0.63,0.51,0.46,0.46,0.46,0.39,0.46,0.35,0.43,0.31,0.31,0.34,0.37,0.27,0.65,0.0,0.0,0.51,0.0,0.0,0.41,8.85,1.5,0.92,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/17/2021,9.1,4.74,6.94,7.45,6.63,4.52,4.42,3.16,2.43,2.49,2.16,0.84,1.86,1.35,1.55,1.87,1.3,1.45,1.2,1.36,1.15,1.59,0.97,0.98,1.61,0.84,1.2,0.97,0.9,0.96,0.89,0.87,0.76,0.63,0.5,0.47,0.46,0.47,0.4,0.47,0.35,0.45,0.0,0.0,0.0,0.39,0.0,0.63,0.0,0.0,0.51,0.0,0.0,0.43,8.8,1.56,0.95,0.8,0.31,0.3,0.34,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/20/2021,9.34,4.84,7.19,7.56,6.14,4.16,4.79,3.22,2.5,2.37,2.07,0.81,1.79,1.24,1.51,1.94,1.21,1.55,1.14,1.27,1.24,1.64,0.98,0.99,1.4,0.82,1.2,0.95,0.93,1.06,0.94,0.87,0.7,0.68,0.51,0.51,0.48,0.5,0.43,0.51,0.36,0.48,0.0,0.0,0.0,0.44,0.0,0.56,0.0,0.0,0.53,0.0,0.0,0.76,8.29,1.52,0.97,0.85,0.32,0.32,0.35,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
09/21/2021,9.34,4.84,7.19,7.56,6.14,4.16,4.79,3.22,2.5,2.37,2.07,0.81,1.79,1.24,1.51,1.94,1.21,1.55,1.14,1.27,1.24,1.64,0.98,0.99,1.4,0.82,1.2,0.95,0.93,1.06,0.94,0.87,0.7,0.68,0.51,0.51,0.48,0.5,0.43,0.51,0.36,0.48,0.0,0.0,0.0,0.44,0.0,0.56,0.0,0.0,0.53,0.0,0.0,0.76,8.29,1.52,0.97,0.85,0.32,0.32,0.35,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
09/22/2021,9.52,5.04,6.97,7.24,6.31,4.32,4.69,3.15,2.52,2.41,2.09,0.77,1.83,1.15,1.47,1.97,1.16,1.55,1.15,1.44,1.21,1.7,0.95,0.93,1.42,0.8,1.2,0.94,0.91,1.06,0.93,0.87,0.71,0.66,0.5,0.49,0.47,0.49,0.42,0.5,0.37,0.47,0.0,0.0,0.0,0.41,0.0,0.59,0.0,0.0,0.54,0.0,0.0,0.7,8.4,1.54,0.96,0.86,0.31,0.31,0.34,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/23/2021,9.75,4.86,7.03,7.55,6.29,4.07,4.64,3.32,2.59,2.41,2.1,0.73,1.82,1.12,1.42,2.02,1.2,1.55,1.13,1.31,1.28,1.79,0.91,0.92,1.39,0.74,1.18,0.99,0.96,1.11,0.97,0.89,0.75,0.7,0.52,0.52,0.49,0.51,0.44,0.53,0.38,0.49,0.0,0.0,0.0,0.43,0.0,0.62,0.0,0.0,0.55,0.0,0.0,0.37,8.0,1.49,0.98,0.86,0.33,0.33,0.36,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/24/2021,9.84,4.99,6.82,7.49,6.59,4.25,4.61,3.32,2.46,2.45,2.14,0.7,1.81,1.21,1.45,1.99,1.23,1.51,1.18,1.31,1.23,1.72,0.91,0.91,1.41,0.75,1.17,0.95,0.92,1.07,0.98,0.88,0.72,0.67,0.5,0.5,0.48,0.49,0.42,0.51,0.37,0.47,0.0,0.0,0.0,0.42,0.0,0.62,0.0,0.0,0.56,0.0,0.0,0.35,8.17,1.44,0.98,0.85,0.31,0.31,0.35,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/27/2021,9.8,4.85,7.0,7.44,6.6,4.34,4.38,3.25,2.38,2.31,2.12,0.77,1.82,1.22,1.44,1.92,1.26,1.46,1.24,1.37,1.18,1.74,0.92,0.88,1.4,0.77,1.19,0.97,0.93,1.16,0.93,0.88,0.74,0.65,0.5,0.47,0.46,0.46,0.41,0.51,0.36,0.49,0.0,0.0,0.33,0.42,0.0,0.62,0.0,0.0,0.56,0.0,0.0,0.27,8.62,1.46,0.96,0.87,0.31,0.31,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/28/2021,9.8,4.85,7.0,7.44,6.6,4.34,4.38,3.25,2.38,2.31,2.12,0.77,1.82,1.22,1.44,1.92,1.26,1.46,1.24,1.37,1.18,1.74,0.92,0.88,1.4,0.77,1.19,0.97,0.93,1.16,0.93,0.88,0.74,0.65,0.5,0.47,0.46,0.46,0.41,0.51,0.36,0.49,0.0,0.0,0.33,0.42,0.0,0.62,0.0,0.0,0.56,0.0,0.0,0.27,8.62,1.46,0.96,0.87,0.31,0.31,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/29/2021,9.8,4.74,6.86,7.5,6.63,4.14,4.25,3.26,2.39,2.28,2.14,0.69,1.85,1.21,1.46,1.93,1.26,1.45,1.26,1.34,1.22,1.75,0.93,0.88,1.45,0.78,1.19,1.02,0.94,1.18,0.92,0.95,0.73,0.65,0.51,0.47,0.46,0.47,0.41,0.52,0.37,0.49,0.0,0.0,0.33,0.43,0.0,0.59,0.0,0.0,0.57,0.0,0.0,0.28,8.77,1.49,0.99,0.87,0.31,0.32,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/30/2021,9.87,5.14,6.78,7.44,6.6,3.83,4.22,3.23,2.43,2.31,2.19,0.77,1.82,1.23,1.48,1.98,1.24,1.47,1.23,1.32,1.23,1.72,0.94,0.89,1.46,0.78,1.18,0.99,0.94,1.18,0.92,0.93,0.72,0.65,0.5,0.48,0.46,0.48,0.42,0.52,0.34,0.5,0.32,0.3,0.32,0.43,0.3,0.57,0.0,0.0,0.58,0.0,0.0,0.29,8.76,1.48,0.98,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/01/2021,8.81,5.37,7.98,7.4,6.97,6.2,6.01,0.0,2.63,2.93,2.68,1.64,2.34,2.27,2.08,2.1,1.97,2.09,1.98,1.61,0.0,0.0,1.23,1.48,1.19,1.2,1.15,0.0,0.0,0.0,1.05,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,3.65,1.84,1.38,1.02,0.98,0.87,0.68,0.63,0.49,0.46,0.46,0.45,0.41,0.4,0.4,0.33,0.33,0.3,0.3,0.27,103.59
10/04/2021,9.99,4.85,6.95,7.24,6.6,4.48,4.21,3.27,2.3,2.2,2.22,0.81,1.74,1.36,1.49,2.11,1.32,1.4,1.16,1.32,1.13,1.69,0.91,0.82,1.45,0.77,1.18,0.97,0.93,1.17,0.88,0.88,0.69,0.62,0.51,0.43,0.43,0.44,0.38,0.46,0.36,0.43,0.0,0.0,0.0,0.38,0.3,0.61,0.0,0.0,0.57,0.0,0.0,0.08,9.37,1.38,0.96,0.88,0.28,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/05/2021,9.99,4.85,6.95,7.24,6.6,4.48,4.21,3.27,2.3,2.2,2.22,0.81,1.74,1.36,1.49,2.11,1.32,1.4,1.16,1.32,1.13,1.69,0.91,0.82,1.45,0.77,1.18,0.97,0.93,1.17,0.88,0.88,0.69,0.62,0.51,0.43,0.43,0.44,0.38,0.46,0.36,0.43,0.0,0.0,0.0,0.38,0.3,0.61,0.0,0.0,0.57,0.0,0.0,0.08,9.37,1.38,0.96,0.88,0.28,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/06/2021,9.98,4.94,6.94,7.23,6.59,4.48,4.2,3.27,2.3,2.19,2.17,0.81,1.74,1.36,1.49,2.11,1.32,1.4,1.16,1.32,1.13,1.69,0.91,0.82,1.45,0.77,1.18,0.97,0.94,1.18,0.88,0.88,0.69,0.62,0.51,0.44,0.43,0.44,0.38,0.46,0.36,0.43,0.0,0.0,0.0,0.38,0.3,0.61,0.0,0.0,0.57,0.0,0.0,0.13,9.36,1.38,0.96,0.88,0.28,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/07/2021,9.99,4.73,6.9,7.3,6.56,4.5,4.25,3.27,2.3,2.12,2.18,0.8,1.73,1.31,1.53,2.17,1.34,1.42,1.15,1.38,1.13,1.69,0.94,0.81,1.44,0.77,1.19,0.97,0.93,1.17,0.87,0.88,0.69,0.62,0.51,0.43,0.43,0.44,0.38,0.46,0.37,0.43,0.0,0.0,0.0,0.38,0.3,0.63,0.0,0.0,0.58,0.0,0.0,0.12,9.37,1.41,0.96,0.89,0.28,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/08/2021,9.99,4.89,6.95,7.38,6.58,4.18,4.38,3.26,2.37,2.01,2.1,0.83,1.67,1.22,1.48,2.2,1.3,1.43,1.14,1.33,1.16,1.74,0.87,0.82,1.44,0.71,1.16,1.0,0.96,1.21,0.87,0.89,0.71,0.64,0.53,0.45,0.45,0.45,0.39,0.47,0.36,0.45,0.0,0.0,0.0,0.39,0.31,0.61,0.0,0.0,0.6,0.0,0.0,0.13,9.35,1.43,0.96,0.91,0.29,0.3,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/11/2021,9.84,5.15,7.01,7.27,6.58,4.18,4.29,3.32,2.33,2.1,2.12,0.82,1.82,1.26,1.57,2.21,1.31,1.43,1.14,1.34,1.14,1.71,0.8,0.83,1.42,0.71,1.15,0.98,0.95,1.19,0.85,0.88,0.7,0.63,0.52,0.44,0.44,0.44,0.38,0.46,0.37,0.44,0.0,0.0,0.0,0.38,0.31,0.62,0.0,0.0,0.61,0.0,0.0,0.25,9.09,1.42,0.98,0.91,0.29,0.3,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/12/2021,9.84,5.15,7.01,7.27,6.58,4.18,4.29,3.32,2.33,2.1,2.12,0.82,1.82,1.26,1.57,2.21,1.31,1.43,1.14,1.34,1.14,1.71,0.8,0.83,1.42,0.71,1.15,0.98,0.95,1.19,0.85,0.88,0.7,0.63,0.52,0.44,0.44,0.44,0.38,0.46,0.37,0.44,0.0,0.0,0.0,0.38,0.31,0.62,0.0,0.0,0.61,0.0,0.0,0.25,9.09,1.42,0.98,0.91,0.29,0.3,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/13/2021,9.83,5.24,6.86,7.24,6.47,4.09,4.39,3.31,2.34,2.17,2.15,0.82,1.81,1.24,1.57,2.02,1.3,1.42,1.11,1.32,1.16,1.66,0.8,0.84,1.42,0.7,1.13,0.94,0.95,1.2,0.86,0.89,0.68,0.63,0.52,0.45,0.44,0.45,0.39,0.47,0.37,0.45,0.33,0.0,0.0,0.39,0.0,0.63,0.0,0.0,0.58,0.0,0.0,0.25,9.45,1.44,0.99,0.92,0.29,0.0,0.31,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/14/2021,9.69,5.54,6.83,7.42,6.26,4.1,4.33,3.38,2.34,2.05,2.08,0.82,1.74,1.22,1.5,1.94,1.23,1.42,1.08,1.35,1.16,1.7,0.8,0.84,1.4,0.67,1.14,0.96,0.99,1.18,0.85,0.94,0.69,0.63,0.51,0.45,0.44,0.45,0.39,0.47,0.38,0.45,0.32,0.0,0.0,0.39,0.0,0.66,0.0,0.0,0.59,0.0,0.0,0.25,9.76,1.41,0.98,0.93,0.29,0.0,0.31,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/15/2021,9.85,5.5,6.84,7.37,6.4,4.25,4.33,3.33,2.28,2.03,2.07,0.81,1.73,1.21,1.51,1.95,1.22,1.41,1.07,1.4,1.15,1.71,0.81,0.82,1.41,0.67,1.14,0.99,0.98,1.17,0.85,0.93,0.71,0.63,0.52,0.44,0.44,0.45,0.38,0.46,0.39,0.44,0.0,0.0,0.31,0.39,0.0,0.63,0.0,0.0,0.58,0.0,0.0,0.24,9.59,1.42,0.99,0.92,0.29,0.31,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/18/2021,9.87,5.59,6.86,7.39,6.42,4.26,4.34,3.34,2.28,2.04,2.07,0.81,1.74,1.21,1.51,1.96,1.23,1.41,1.08,1.4,1.15,1.64,0.81,0.82,1.41,0.67,1.14,0.94,0.94,1.11,0.85,0.93,0.69,0.61,0.49,0.44,0.43,0.45,0.39,0.46,0.39,0.43,0.0,0.0,0.31,0.39,0.0,0.63,0.0,0.0,0.58,0.0,0.0,0.24,9.62,1.43,0.99,0.92,0.28,0.3,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/19/2021,9.87,5.59,6.86,7.39,6.42,4.26,4.34,3.34,2.28,2.04,2.07,0.81,1.74,1.21,1.51,1.96,1.23,1.41,1.08,1.4,1.15,1.64,0.81,0.82,1.41,0.67,1.14,0.94,0.94,1.11,0.85,0.93,0.69,0.61,0.49,0.44,0.43,0.45,0.39,0.46,0.39,0.43,0.0,0.0,0.31,0.39,0.0,0.63,0.0,0.0,0.58,0.0,0.0,0.24,9.62,1.43,0.99,0.92,0.28,0.3,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/21/2021,9.72,5.85,6.88,7.16,6.51,4.57,4.48,3.27,2.29,2.08,2.06,0.82,1.72,1.25,1.52,1.93,1.23,1.33,1.1,1.39,1.16,1.63,0.77,0.82,1.39,0.65,1.11,0.92,0.91,1.1,0.85,0.94,0.68,0.61,0.48,0.44,0.42,0.45,0.39,0.46,0.4,0.43,0.0,0.0,0.0,0.36,0.0,0.63,0.0,0.0,0.57,0.0,0.0,0.3,9.57,1.36,1.01,0.93,0.27,0.29,0.29,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/22/2021,9.71,5.91,6.76,7.22,6.56,4.49,4.48,3.29,2.17,2.06,2.04,0.77,1.74,1.25,1.54,1.91,1.24,1.33,1.11,1.41,1.16,1.6,0.74,0.83,1.46,0.65,1.12,0.93,0.92,1.11,0.85,0.95,0.68,0.61,0.48,0.44,0.43,0.45,0.39,0.47,0.4,0.43,0.0,0.0,0.0,0.37,0.0,0.6,0.0,0.0,0.56,0.0,0.0,0.49,9.46,1.36,1.01,0.93,0.27,0.29,0.29,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/25/2021,9.6,6.46,7.02,7.19,6.44,4.77,4.26,3.18,2.33,2.1,2.03,0.68,1.75,1.25,1.52,1.85,1.29,1.29,1.1,1.22,1.1,1.59,0.71,0.78,1.49,0.63,1.12,0.92,0.9,1.05,0.8,0.9,0.65,0.57,0.47,0.42,0.41,0.43,0.37,0.45,0.38,0.4,0.0,0.0,0.0,0.35,0.0,0.67,0.0,0.0,0.54,0.0,0.0,0.34,9.78,1.42,0.98,0.94,0.26,0.29,0.28,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/26/2021,9.6,6.46,7.02,7.19,6.44,4.77,4.26,3.18,2.33,2.1,2.03,0.68,1.75,1.25,1.52,1.85,1.29,1.29,1.1,1.22,1.1,1.59,0.71,0.78,1.49,0.63,1.12,0.92,0.9,1.05,0.8,0.9,0.65,0.57,0.47,0.42,0.41,0.43,0.37,0.45,0.38,0.4,0.0,0.0,0.0,0.35,0.0,0.67,0.0,0.0,0.54,0.0,0.0,0.34,9.78,1.42,0.98,0.94,0.26,0.29,0.28,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/27/2021,9.71,6.26,7.29,7.18,6.33,5.03,4.18,3.18,2.31,2.13,2.06,0.7,1.85,1.27,1.51,1.89,1.33,1.3,1.09,1.25,1.07,1.58,0.68,0.78,1.47,0.66,1.16,0.98,0.91,1.01,0.79,0.89,0.67,0.57,0.48,0.42,0.4,0.42,0.37,0.45,0.38,0.41,0.28,0.0,0.0,0.34,0.0,0.66,0.0,0.0,0.57,0.0,0.0,0.17,9.48,1.41,0.96,0.94,0.26,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/28/2021,9.88,6.17,7.34,7.22,6.3,4.96,4.25,3.2,2.24,2.02,2.02,0.71,1.86,1.25,1.49,1.86,1.3,1.32,1.07,1.27,1.1,1.6,0.61,0.82,1.49,0.63,1.12,0.98,0.9,1.01,0.79,0.9,0.67,0.58,0.47,0.42,0.4,0.43,0.37,0.46,0.38,0.4,0.28,0.0,0.0,0.34,0.0,0.65,0.0,0.0,0.6,0.0,0.0,0.16,9.62,1.43,0.94,0.89,0.26,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
10/29/2021,9.63,5.6,7.46,7.28,6.3,4.8,4.4,3.18,2.22,2.0,1.99,0.71,1.88,1.26,1.5,1.85,1.24,1.33,1.07,1.29,1.14,1.61,0.65,0.84,1.5,0.62,1.12,1.04,0.9,1.04,0.79,0.91,0.68,0.59,0.48,0.44,0.41,0.45,0.39,0.47,0.39,0.42,0.0,0.0,0.0,0.35,0.29,0.66,0.0,0.0,0.6,0.0,0.0,0.17,9.9,1.44,0.97,0.89,0.26,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97000000000004
