,AAPL,MSFT,AMZN,TSLA,GOOG,NVDA,SHW,ECL,GLW,FB,INTU,UNH,ADBE,V,MCD,JNJ,JPM,ENPH,EW,GOOGL,PLD,SEDG,LLY,HD,NOW,GE,CSCO,SPGI,XYL,ACN,MA,TMO,TXN,INTC,MRK,BXP,ABBV,DIS,AVB,KO,EQIX,ADI,CRM,QCOM,SCHW,BLK,DLR,MDT,BMY,NFLX,CTXS,AMD,MCO,ETN,AFL,ORCL,DRE,JNPR,LOW,O,PSA,NEE,CB,MRVL,ZTS,AMT,VNO,PYPL,LULU,ADP,CCI,ANTM,AXP,SBUX,LBRDK,IBM,CMCSA,MSI,MMC,ITW,PAYX,RUN,CME,SYK,ICE,TJX,SIVB,ISRG,AFG,PLUG,TDY,PKI,BX,FRC,CBRE,ILMN,CHTR,PFE,FAST,USB,Y,F,REGN,CDW,AMGN,AON,PGR,FISV,CL,BSX,ROK,MELI,WELL,EBAY,VRTX,DG,VZ,IDXX,YUM,CTSH,BK,RMD,KEYS,MPW,MKL,GRMN,TRMB,HUM,BRO,PANW,TROW,ROP,EQR,MET,BAC,AVGO,BKNG,ODFL,CINF,LHX,NKE,UHAL,TDG,PNR,ACGL,DXCM,EXR,SPG,BDX,VRSK,ALL,HIG,KLAC,AMAT,PEAK,PNC,TFC,IVZ,WTW,VRSN,TWTR,IEX,FTV,CERN,COO,REG,NTRS,UBER,MRNA,SBAC,FTNT,ETSY,CTAS,ROST,ADSK,NDAQ,GNRC,KEY,FDS,KDP,LSXMK,EFX,AIZ,BF.B,NVR,SEIC,GPN,ZBH,JAZZ,APH,CPRT,VTR,HOLX,DFS,MTB,CTLT,ULTA,SQ,CSGP,BIIB,XTSLA,AGNC,MNST,n/a,SIRI,DHR,TECH,RPRX,ARE,MTD,WST,HEI,ROL,LCID,META,ELV,VEEV,SUM
04/07/2022,8.04,6.34,3.74,3.4,2.42,2.08,1.65,1.64,1.49,1.46,1.22,1.16,1.16,1.14,1.13,1.05,1.02,0.99,0.96,0.94,0.91,0.88,0.88,0.86,0.85,0.83,0.8,0.8,0.79,0.74,0.74,0.73,0.72,0.71,0.7,0.7,0.69,0.68,0.67,0.64,0.6,0.59,0.58,0.54,0.53,0.49,0.49,0.48,0.47,0.47,0.45,0.45,0.43,0.42,0.42,0.42,0.41,0.41,0.4,0.39,0.38,0.38,0.37,0.36,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.43
05/13/2022,8.15,6.33,2.87,2.77,2.26,1.53,2.1,1.77,1.74,1.46,1.05,1.32,1.11,1.15,1.34,1.25,1.09,0.82,0.9,0.88,0.88,0.7,1.04,1.0,0.75,0.78,0.83,0.75,0.92,0.73,0.78,0.76,0.78,0.74,0.87,0.73,0.77,0.63,0.65,0.79,0.61,0.65,0.51,0.56,0.49,0.45,0.53,0.52,0.58,0.25,0.53,0.41,0.43,0.49,0.45,0.42,0.39,0.4,0.46,0.42,0.36,0.37,0.42,0.32,0.37,0.38,0.34,0.27,0.32,0.37,0.38,0.4,0.34,0.33,0.32,0.4,0.32,0.31,0.34,0.36,0.31,0.22,0.3,0.3,0.25,0.3,0.27,0.21,0.31,0.16,0.24,0.24,0.21,0.26,0.24,0.17,0.23,0.26,0.24,0.25,0.26,0.21,0.22,0.24,0.25,0.21,0.23,0.21,0.24,0.2,0.17,0.14,0.21,0.2,0.2,0.23,0.21,0.14,0.21,0.18,0.19,0.17,0.18,0.18,0.19,0.18,0.17,0.2,0.16,0.15,0.16,0.18,0.16,0.19,0.18,0.17,0.16,0.19,0.18,0.18,0.15,0.17,0.15,0.17,0.17,0.11,0.15,0.15,0.17,0.14,0.16,0.17,0.14,0.13,0.14,0.14,0.14,0.12,0.14,0.11,0.15,0.15,0.15,0.16,0.12,0.15,0.14,0.09,0.12,0.13,0.1,0.0,0.12,0.14,0.12,0.11,0.1,0.12,0.11,0.13,0.11,0.11,0.13,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.09,0.1,0.17,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.65
05/27/2022,7.67,6.33,2.8,2.26,2.16,1.49,1.99,1.75,1.65,1.37,1.05,1.37,1.19,1.23,1.35,1.31,1.15,0.9,0.92,0.84,0.81,0.79,1.12,0.98,0.75,0.81,0.76,0.82,0.9,0.73,0.83,0.82,0.81,0.73,0.96,0.69,0.77,0.61,0.66,0.8,0.64,0.71,0.5,0.55,0.5,0.47,0.55,0.56,0.6,0.26,0.54,0.45,0.44,0.45,0.45,0.41,0.42,0.4,0.44,0.46,0.38,0.4,0.43,0.32,0.38,0.43,0.33,0.27,0.28,0.38,0.42,0.42,0.33,0.33,0.34,0.4,0.35,0.34,0.34,0.36,0.31,0.24,0.29,0.31,0.26,0.31,0.25,0.23,0.29,0.15,0.24,0.25,0.24,0.26,0.24,0.19,0.24,0.29,0.24,0.26,0.26,0.2,0.26,0.23,0.26,0.21,0.25,0.23,0.24,0.22,0.17,0.13,0.21,0.18,0.23,0.2,0.23,0.15,0.22,0.17,0.2,0.17,0.19,0.19,0.2,0.18,0.19,0.21,0.16,0.16,0.16,0.18,0.17,0.19,0.18,0.16,0.17,0.17,0.18,0.18,0.15,0.16,0.16,0.16,0.18,0.1,0.15,0.14,0.18,0.13,0.16,0.17,0.15,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.11,0.15,0.15,0.16,0.13,0.14,0.14,0.0,0.12,0.15,0.12,0.0,0.13,0.12,0.12,0.11,0.0,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.12,0.11,0.12,0.1,0.1,0.0,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.55
06/06/2022,7.72,6.26,3.16,2.6,2.25,1.69,1.95,1.79,0.0,1.41,0.66,1.27,0.97,1.22,1.29,1.19,1.13,1.03,0.92,0.88,0.82,0.73,1.03,0.98,0.84,0.68,0.74,0.75,0.83,0.47,0.83,0.8,0.79,0.5,0.85,0.67,0.71,0.62,0.63,0.74,0.62,0.69,0.56,0.58,0.52,0.48,0.56,0.49,0.54,0.28,0.51,0.49,0.42,0.44,0.44,0.41,0.42,0.39,0.44,0.43,0.36,0.0,0.41,0.35,1.28,0.41,0.3,0.24,0.31,0.31,0.38,0.39,0.34,0.33,0.33,0.0,0.33,0.33,0.33,0.34,0.31,0.0,0.29,0.29,0.25,0.31,0.27,0.22,0.29,0.16,0.24,0.25,0.25,0.26,0.24,0.21,0.23,1.04,0.23,0.25,0.25,0.21,0.22,0.24,0.24,0.2,0.25,0.22,0.23,0.21,0.17,0.18,0.2,0.18,0.22,0.22,0.21,0.46,0.22,0.0,0.19,0.18,0.19,0.17,0.19,0.18,0.19,0.2,0.16,0.16,0.16,0.18,0.16,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.15,0.16,0.16,0.17,0.1,0.15,0.14,0.16,0.13,0.16,0.16,0.16,0.14,0.39,0.15,0.14,0.12,0.13,0.12,0.12,0.15,0.15,0.15,0.12,0.14,0.14,0.0,0.12,0.13,0.12,0.0,0.13,0.12,0.13,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.3,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.11,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.53,0.38,0.31,0.3,0.29,0.25,0.22,0.17,0.11,0.0,0.0,0.0,94.83
06/17/2022,7.65,6.3,2.91,2.51,2.32,1.54,1.87,1.75,0.0,0.0,0.64,1.35,0.92,1.24,1.4,1.28,1.1,1.05,0.89,0.89,0.79,0.73,1.12,1.01,0.84,0.67,0.78,0.78,0.83,0.48,0.83,0.8,0.78,0.48,0.91,0.63,0.75,0.59,0.63,0.78,0.62,0.68,0.55,0.59,0.5,0.47,0.57,0.49,0.59,0.26,0.53,0.45,0.41,0.46,0.45,0.45,0.45,0.4,0.45,0.44,0.37,0.0,0.44,0.31,1.32,0.42,0.28,0.22,0.32,0.32,0.37,0.41,0.32,0.34,0.34,0.0,0.34,0.34,0.35,0.34,0.32,0.0,0.31,0.28,0.26,0.31,0.25,0.21,0.3,0.14,0.24,0.25,0.23,0.26,0.23,0.18,0.24,1.07,0.23,0.25,0.28,0.21,0.22,0.25,0.26,0.21,0.26,0.22,0.25,0.2,0.18,0.15,0.2,0.19,0.23,0.25,0.23,0.44,0.23,0.0,0.19,0.19,0.19,0.16,0.2,0.19,0.18,0.22,0.17,0.17,0.15,0.17,0.16,0.19,0.16,0.17,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.16,0.18,0.1,0.15,0.13,0.17,0.13,0.16,0.17,0.15,0.13,0.35,0.15,0.14,0.12,0.14,0.12,0.13,0.16,0.16,0.0,0.13,0.13,0.13,0.0,0.11,0.13,0.12,0.0,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.11,0.1,0.0,0.33,0.13,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.12,0.11,0.12,0.0,0.0,0.11,0.31,0.0,0.11,0.0,0.0,0.53,0.37,0.33,0.28,0.29,0.25,0.23,0.18,0.1,1.31,0.0,0.0,95.09
07/28/2022,8.1,6.13,3.16,2.8,2.15,1.52,1.94,1.74,0.0,0.0,0.68,1.42,0.89,1.26,1.34,1.2,1.02,1.18,0.96,0.83,0.84,0.76,1.17,1.01,0.76,0.62,0.74,0.8,0.84,0.46,0.81,0.82,0.76,0.45,0.89,0.57,0.76,0.59,0.62,0.75,0.6,0.69,0.55,0.63,0.48,0.47,0.54,0.46,0.54,0.31,0.53,0.41,0.43,0.45,0.43,0.43,0.49,0.37,0.45,0.46,0.37,0.0,0.38,0.3,1.34,0.42,0.27,0.23,0.32,0.32,0.36,0.0,0.32,0.36,0.34,0.0,0.34,0.34,0.34,0.33,0.31,0.0,0.3,0.26,0.25,0.31,0.22,0.22,0.28,0.16,0.24,0.25,0.21,0.28,0.25,0.18,0.23,1.06,0.21,0.24,0.26,0.2,0.21,0.24,0.25,0.21,0.24,0.22,0.24,0.2,0.18,0.17,0.2,0.19,0.24,0.25,0.19,0.46,0.22,0.0,0.18,0.2,0.2,0.17,0.18,0.18,0.18,0.23,0.18,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.19,0.16,0.17,0.15,0.16,0.16,0.15,0.17,0.11,0.15,0.13,0.16,0.14,0.14,0.15,0.15,0.12,0.37,0.14,0.14,0.12,0.13,0.12,0.12,0.16,0.15,0.0,0.11,0.14,0.13,0.0,0.14,0.13,0.13,0.0,0.13,0.12,0.12,0.13,0.1,0.11,0.12,0.12,0.11,0.11,0.0,0.33,0.12,0.11,0.1,0.1,0.12,0.11,0.11,0.0,0.11,0.1,0.12,0.1,0.11,0.0,0.0,0.1,0.12,0.0,0.11,0.0,0.0,0.55,0.38,0.34,0.29,0.28,0.26,0.23,0.18,0.11,1.23,0.38,0.1,94.82
