,7203.T,ROG.SW,ASML.AS,NOVO B.CO,NOVN.SW,NESN.SW,GSK.L,ULVR.L,BATS.L,CSL.AX,SAN.PA,BHP.AX,RIO.L,BHP.L,8035.T,7974.T,IBE.MC,9433.T,WES.AX,FMG.AX,REL.L,7741.T,RIO.AX,4063.T,AAL.L,SAN.MC,RMS.PA,6501.T,PGHN.SW,9434.T,9432.T,8001.T,ITX.MC,—,WOW.AX,ATCO A.ST,6981.T,AD.AS,8316.T,ADYEN.AS,GEBN.SW,4503.T,DPW.DE,IMB.L,4452.T,KNEBV.HE,4519.T,FERG.L,2914.T,COLO B.CO,5108.T,BT.A.L,EVO.ST,RACE.MI,BA.L,STLA.MI,LOGN.SW,TEF.MC,ATCOB.ST,8591.T,BBVA.MC,GMAB.CO,PNDORA.CO,UPM.HE,COL.AX,PAH3.DE,SGSN.SW,6857.T,PSN.L,16.HK,3382.T,8411.T,NZYM B.CO,FPH.NZ,1113.HK,KNIN.SW,4507.T,SCMN.SW,Z74.SI,CHKP,NXT.L,BXB.AX,1928.T,NCM.AX,MONC.MI,MNDI.L,TLS.AX,7309.T,6869.T,ITRK.L,EPI A.ST,NN.AS,HFG.DE,9843.T,SHL.AX,TEL.OL,ADM.L,3659.T,ORA.PA,CRDA.L,SPX.L,DIM.PA,6920.T,HLMA.L,SRG.MI,BOL.ST,4684.T,SWMA.ST,1878.T,HL.L,S68.SI,KGF.L,ELISA.HE,1.HK,4307.T,AUTO.L,6.HK,6988.T,EMSN.SW,MAERSK B.CO,KPN.AS,REE.MC,ELE.MC,MPL.AX,MNG.L,PSON.L,SPK.NZ,ORK.OL,BNZL.L,BKG.L,REA.AX,CABK.MC,YAR.OL,2.HK,2127.T,MRW.L,9143.T,KINV B.ST,1997.HK,BLND.L,1801.T,REC.MI,4528.T,LAND.L,868.HK,6178.T,1812.T,EVR.L,EVN.AX,EPIB.ST,KBX.DE,EDV.AX,288.HK,AZJ.AX,2371.T,3064.T,ORNBV.HE,1802.T,MFG.AX,DLG.L,83.HK,4042.T,6823.HK,OMV.VI,ENG.MC,4768.T,HIK.L,DIA.MI,3092.T,RAND.AS,JMT.LS,2269.T,AGL.AX,9697.T,ICL.TA,ICA.ST,V03.SI,LI.PA,ANTO.L,3291.T,COLR.BR,3391.T,1038.HK,ATM.NZ,4732.T,1803.T,S63.SI,BIM.PA,6845.T,FPE3.DE,3003.T,PROX.BR,7956.T,4182.T,7182.T,8308.T,12.HK,6448.T,TIAJF,IPN.PA,4716.T,LXS.DE,2875.T,SUM
07/09/2021,2.21,2.17,2.13,2.06,2.02,2.01,1.99,1.91,1.91,1.89,1.89,1.86,1.8,1.74,1.73,1.67,1.53,1.49,1.47,1.36,1.34,1.32,1.29,1.25,1.25,1.19,1.12,1.1,1.02,1.01,1.0,0.98,0.89,0.83,0.83,0.81,0.8,0.8,0.79,0.77,0.76,0.75,0.75,0.72,0.67,0.67,0.66,0.66,0.65,0.65,0.63,0.6,0.58,0.58,0.57,0.57,0.55,0.52,0.48,0.47,0.46,0.46,0.45,0.44,0.42,0.42,0.41,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.34,0.34,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.0,0.0,0.0,99.23000000000002
07/14/2021,2.19,2.19,2.15,2.11,2.04,2.03,1.99,1.91,1.89,1.88,1.9,1.88,1.87,1.85,1.7,1.59,1.49,1.51,1.47,1.39,1.35,1.3,1.29,1.17,1.29,1.18,1.13,1.1,1.02,1.02,1.0,0.98,0.9,0.86,0.85,0.84,0.8,0.8,0.76,0.78,0.79,0.74,0.75,0.74,0.65,0.69,0.64,0.67,0.65,0.66,0.61,0.59,0.57,0.59,0.58,0.56,0.56,0.51,0.49,0.47,0.46,0.47,0.45,0.46,0.42,0.44,0.41,0.38,0.39,0.38,0.38,0.38,0.39,0.37,0.37,0.37,0.37,0.38,0.35,0.38,0.36,0.33,0.34,0.33,0.31,0.32,0.32,0.32,0.32,0.31,0.32,0.32,0.29,0.29,0.31,0.31,0.29,0.26,0.27,0.28,0.28,0.28,0.27,0.26,0.26,0.27,0.25,0.26,0.24,0.25,0.24,0.24,0.23,0.22,0.24,0.22,0.22,0.22,0.23,0.21,0.22,0.2,0.21,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.0,0.07,0.07,0.0,0.0,99.47
07/15/2021,2.2,2.19,2.16,2.09,2.03,2.02,1.99,1.9,1.88,1.88,1.92,1.92,1.85,1.83,1.71,1.58,1.49,1.51,1.46,1.42,1.36,1.3,1.3,1.2,1.27,1.17,1.14,1.12,1.04,1.02,1.0,0.98,0.89,0.85,0.84,0.83,0.81,0.8,0.76,0.78,0.79,0.75,0.75,0.74,0.66,0.69,0.65,0.67,0.65,0.67,0.6,0.59,0.56,0.59,0.58,0.55,0.55,0.51,0.48,0.47,0.45,0.48,0.45,0.45,0.41,0.44,0.41,0.39,0.38,0.38,0.38,0.38,0.38,0.37,0.38,0.37,0.37,0.38,0.35,0.38,0.35,0.33,0.34,0.33,0.32,0.32,0.32,0.33,0.31,0.31,0.32,0.32,0.3,0.29,0.3,0.3,0.3,0.26,0.27,0.28,0.28,0.28,0.27,0.27,0.26,0.27,0.26,0.26,0.25,0.25,0.24,0.24,0.23,0.22,0.24,0.22,0.22,0.22,0.23,0.2,0.22,0.2,0.21,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.0,0.07,0.07,0.0,0.0,99.53
07/16/2021,2.21,2.18,2.17,2.08,2.02,2.01,1.98,1.91,1.87,1.87,1.9,1.9,1.83,1.81,1.69,1.56,1.48,1.51,1.46,1.44,1.37,1.3,1.3,1.2,1.26,1.14,1.14,1.13,1.03,1.02,1.01,0.99,0.87,0.85,0.84,0.83,0.8,0.8,0.77,0.78,0.79,0.74,0.74,0.73,0.66,0.69,0.65,0.67,0.66,0.67,0.61,0.58,0.56,0.58,0.58,0.54,0.54,0.5,0.48,0.48,0.44,0.48,0.45,0.45,0.41,0.43,0.41,0.38,0.38,0.39,0.38,0.39,0.38,0.37,0.38,0.37,0.37,0.38,0.35,0.38,0.35,0.33,0.34,0.33,0.32,0.32,0.31,0.32,0.32,0.31,0.32,0.32,0.3,0.29,0.31,0.3,0.3,0.26,0.27,0.28,0.28,0.28,0.26,0.27,0.26,0.27,0.25,0.26,0.25,0.25,0.24,0.24,0.23,0.22,0.24,0.22,0.22,0.22,0.23,0.2,0.22,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.16,0.17,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.07,0.07,0.0,0.0,99.23000000000002
09/06/2021,2.12,2.21,2.61,2.41,1.99,1.99,2.01,1.72,1.81,2.0,1.88,1.54,1.62,1.68,1.77,1.36,1.54,1.46,1.42,1.17,1.45,1.6,1.08,1.2,1.3,1.16,1.14,1.01,1.15,1.04,1.04,1.0,0.88,0.88,0.87,0.9,0.83,0.88,0.76,0.98,0.83,0.71,0.75,0.71,0.63,0.68,0.65,0.67,0.65,0.68,0.6,0.5,0.59,0.6,0.6,0.57,0.44,0.56,0.52,0.51,0.48,0.52,0.4,0.47,0.43,0.4,0.42,0.39,0.36,0.36,0.36,0.37,0.4,0.41,0.34,0.39,0.45,0.37,0.37,0.38,0.35,0.34,0.33,0.31,0.3,0.33,0.32,0.37,0.3,0.29,0.3,0.34,0.33,0.3,0.34,0.31,0.32,0.24,0.27,0.33,0.32,0.33,0.3,0.28,0.26,0.24,0.26,0.27,0.23,0.23,0.21,0.22,0.24,0.21,0.27,0.21,0.22,0.22,0.24,0.2,0.22,0.22,0.2,0.2,0.17,0.17,0.19,0.16,0.19,0.19,0.17,0.19,0.16,0.17,0.19,0.18,0.18,0.15,0.13,0.16,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.14,0.12,0.15,0.16,0.15,0.13,0.14,0.14,0.12,0.12,0.13,0.11,0.14,0.11,0.13,0.12,0.13,0.13,0.12,0.12,0.16,0.14,0.1,0.12,0.13,0.08,0.1,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.07,0.09,0.0,0.08,0.1,0.09,0.08,0.08,0.09,0.08,0.0,0.08,0.09,0.08,0.08,0.0,0.07,0.08,0.07,0.07,99.65
