,n/a,FDX,JOBY,JBL,RCAT,BLDE,LMT,TRMB,QCOM,EVTL,UPS,AXON,GPRO,LILM,EADSY,KTOS,ACHR,AMZN,UAVS,LHX,NOC,TDY,EH,GOOG,DPRO.CN,ONDS,NVDA,ESLT.TA,THLLY,TXT,BA,HON,FLT.V,AVAV,ALPP,WKHS,AMBA,SUM
08/05/2022,6.57,6.11,5.98,5.19,5.18,4.79,4.35,4.05,3.98,3.9,3.76,3.25,3.17,3.1,2.94,2.78,2.67,2.27,2.18,2.06,2.03,1.98,1.97,1.96,1.67,1.6,1.57,1.17,1.0,0.99,0.97,0.96,0.93,0.93,0.86,0.63,0.52,100.02000000000001
