,NTLA,AVXL,ALEC,TBIO,MGNX,MNKD,EDIT,BEAM,OCGN,CCXI,NTRA,RCUS,ORGO,APLS,TWST,REGN,VCYT,KOD,IOVA,HALO,KYMR,RLAY,SRNE,ARNA,MRNA,NVTA,MYGN,ALNY,OPK,IRWD,LGND,DNLI,IONS,VRTX,DVAX,UTHR,BMRN,TGTX,ALXO,HZNP,NVAX,ALKS,SWTX,ALXN,PTCT,INCY,BBIO,AMGN,ABBV,EXAS,DCPH,GILD,ARCT,CDNA,AGIO,DRNA,NBIX,BPMC,RCKT,MYOV,MCRB,KPTI,TPTX,SGEN,FATE,BCRX,EBS,CLVS,INO,SESN,IMGN,GTHX,FGEN,ALLO,XLRN,MRTX,RGNX,CLDX,BHVN,DMTK,CHRS,CRIS,VCEL,HRTX,INSM,CYTK,RVMD,ALLK,BLUE,REPL,VIR,SGMO,MDGL,RARE,FMTX,KURA,IBRX,ICPT,SNDX,KRTX,ATRA,ACAD,RUBY,FOLD,ARDX,BIIB,AGEN,IMVT,GBIO,SRPT,VXRT,ZNTL,CDMO,GBT,IGMS,QURE,AMTI,AKBA,EXEL,TVTX,HGEN,ESPR,SRRK,CRTX,CCCC,PRTA,BTAI,CNST,NRIX,ARWR,RIGL,SAGE,PTGX,ATNX,VBIV,MORF,EPZM,SANA,XNCR,RYTM,KDMN,ALT,STRO,NKTX,MRSN,ADVM,KRYS,TCRR,YMAB,PGEN,ALDX,VNDA,KNSA,RDUS,KALV,FLXN,PRLD,ALVR,SPPI,ANAB,CTMX,DTIL,MDXG,AKRO,PCVX,VKTX,PMVP,BCAB,STOK,RNA,ALBO,ENTA,CPRX,KROS,CERE,ARQT,ZIOP,VSTM,CVM,PASG,EGRX,AVRO,GOSS,ORIC,ANIK,CMRX,ISEE,HARP,STTK,ANNX,GERN,CUE,RCEL,PBYI,STATE STREET INSTITUTIONAL LIQ STATE STR,SPRO,KDNY,Neoleukin Therapeutics Inc,ACHILLION PHARMACEUTICALS INC COMMON STO,U.S. Dollar,SUM
07/09/2021,1.11,1.04,0.91,0.85,0.85,0.82,0.81,0.81,0.75,0.73,0.72,0.71,0.71,0.71,0.71,0.7,0.7,0.7,0.69,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.64,0.64,0.64,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.57,0.57,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.55,0.55,0.55,0.55,0.55,0.54,0.54,0.54,0.53,0.53,0.53,0.52,0.52,0.52,0.51,0.51,0.51,0.49,0.49,0.48,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.45,0.44,0.44,0.43,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.37,0.37,0.37,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.33,0.33,0.33,0.31,0.31,0.3,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.19,0.16,0.15,0.14,0.13,0.11,0.09,0.09,0.09,0.08,0.0,0.0,100.06
07/12/2021,1.15,1.07,0.91,0.86,0.83,0.77,0.79,0.71,0.76,0.79,0.72,0.74,0.7,0.68,0.71,0.7,0.67,0.71,0.69,0.67,0.63,0.65,0.64,0.67,0.68,0.64,0.69,0.67,0.67,0.67,0.66,0.63,0.66,0.66,0.65,0.66,0.65,0.66,0.59,0.64,0.58,0.65,0.64,0.65,0.67,0.63,0.64,0.65,0.65,0.61,0.64,0.63,0.6,0.61,0.63,0.65,0.64,0.63,0.62,0.61,0.64,0.63,0.61,0.61,0.62,0.62,0.6,0.6,0.59,0.59,0.61,0.61,0.65,0.58,0.57,0.61,0.6,0.6,0.7,0.53,0.59,0.61,0.61,0.59,0.59,0.6,0.59,0.58,0.57,0.58,0.55,0.54,0.6,0.59,0.57,0.56,0.53,0.56,0.55,0.57,0.56,0.55,0.56,0.57,0.54,0.6,0.57,0.54,0.54,0.54,0.53,0.57,0.53,0.54,0.54,0.5,0.49,0.5,0.5,0.48,0.51,0.46,0.5,0.53,0.48,0.46,0.45,0.46,0.46,0.47,0.42,0.44,0.44,0.43,0.41,0.41,0.42,0.4,0.39,0.4,0.39,0.4,0.4,0.38,0.37,0.38,0.37,0.35,0.36,0.34,0.34,0.35,0.36,0.35,0.34,0.33,0.34,0.32,0.31,0.31,0.29,0.29,0.26,0.28,0.28,0.28,0.27,0.26,0.27,0.29,0.26,0.26,0.26,0.26,0.24,0.24,0.23,0.22,0.24,0.24,0.22,0.22,0.22,0.21,0.21,0.2,0.22,0.2,0.19,0.16,0.15,0.14,0.13,0.1,0.1,0.09,0.09,0.08,0.0,0.0,99.96
07/13/2021,1.15,1.07,0.91,0.86,0.83,0.77,0.79,0.71,0.76,0.79,0.72,0.74,0.7,0.68,0.71,0.7,0.67,0.71,0.69,0.67,0.63,0.65,0.64,0.67,0.68,0.64,0.69,0.67,0.67,0.67,0.66,0.63,0.66,0.66,0.65,0.66,0.65,0.66,0.59,0.64,0.58,0.65,0.64,0.65,0.67,0.63,0.64,0.65,0.65,0.61,0.64,0.63,0.6,0.61,0.63,0.65,0.64,0.63,0.62,0.61,0.64,0.63,0.61,0.61,0.62,0.62,0.6,0.6,0.59,0.59,0.61,0.61,0.65,0.58,0.57,0.61,0.6,0.6,0.7,0.53,0.59,0.61,0.61,0.59,0.59,0.6,0.59,0.58,0.57,0.58,0.55,0.54,0.6,0.59,0.57,0.56,0.53,0.56,0.55,0.57,0.56,0.55,0.56,0.57,0.54,0.6,0.57,0.54,0.54,0.54,0.53,0.57,0.53,0.54,0.54,0.5,0.49,0.5,0.5,0.48,0.51,0.46,0.5,0.53,0.48,0.46,0.45,0.46,0.46,0.47,0.42,0.44,0.44,0.43,0.41,0.41,0.42,0.4,0.39,0.4,0.39,0.4,0.4,0.38,0.37,0.38,0.37,0.35,0.36,0.34,0.34,0.35,0.36,0.35,0.34,0.33,0.34,0.32,0.31,0.31,0.29,0.29,0.26,0.28,0.28,0.28,0.27,0.26,0.27,0.29,0.26,0.26,0.26,0.26,0.24,0.24,0.23,0.22,0.24,0.24,0.22,0.22,0.22,0.21,0.21,0.2,0.22,0.2,0.19,0.16,0.15,0.14,0.13,0.1,0.1,0.09,0.09,0.08,0.0,0.0,99.96
07/14/2021,1.13,1.02,0.85,0.86,0.83,0.75,0.82,0.72,0.73,0.87,0.74,0.74,0.69,0.68,0.71,0.7,0.66,0.72,0.72,0.67,0.66,0.65,0.62,0.66,0.67,0.65,0.7,0.68,0.68,0.68,0.66,0.61,0.65,0.65,0.65,0.66,0.64,0.68,0.6,0.65,0.57,0.64,0.65,0.64,0.65,0.63,0.63,0.64,0.64,0.62,0.62,0.63,0.59,0.61,0.64,0.64,0.63,0.63,0.64,0.59,0.66,0.62,0.63,0.6,0.64,0.62,0.6,0.59,0.58,0.61,0.62,0.6,0.64,0.58,0.57,0.62,0.59,0.62,0.71,0.57,0.59,0.62,0.58,0.58,0.6,0.59,0.6,0.56,0.57,0.58,0.54,0.54,0.6,0.57,0.57,0.56,0.54,0.55,0.56,0.57,0.54,0.55,0.56,0.57,0.55,0.57,0.57,0.55,0.55,0.54,0.53,0.59,0.51,0.54,0.56,0.51,0.5,0.49,0.5,0.48,0.51,0.46,0.51,0.5,0.45,0.49,0.47,0.46,0.47,0.48,0.43,0.44,0.44,0.42,0.4,0.43,0.41,0.41,0.4,0.4,0.4,0.41,0.39,0.38,0.37,0.38,0.37,0.36,0.36,0.34,0.35,0.35,0.36,0.34,0.33,0.33,0.34,0.32,0.31,0.3,0.29,0.28,0.26,0.29,0.29,0.28,0.28,0.26,0.27,0.29,0.26,0.26,0.26,0.26,0.24,0.24,0.24,0.22,0.25,0.23,0.23,0.23,0.22,0.21,0.21,0.2,0.22,0.2,0.18,0.16,0.15,0.14,0.13,0.1,0.09,0.09,0.09,0.08,0.0,0.0,99.99
