,Samsung Electronics Co. Ltd. Sponsored GDR,NESN.SW,ASML.AS,ROG.SW,NOVN.SW,7203.T,MC.PA,Shopify Inc. Class A,AZN.L,SAP.DE,ULVR.L,NOVOB.CO,RY.TO,1299.HK,TD.TO,6758.T,SIE.DE,CBA.AX,SAN.PA,6861.T,DGE.L,HSBA.L,TTE.PA,9984.T,GSK.L,CSL.AX,OR.PA,BHP.AX,SU.PA,SE,ALV.DE,BATS.L,8035.T,BP.L,RIO.L,6098.T,Royal Dutch Shell Plc Class A,BAM.A.TO,DAI.DE,DPW.DE,ENB.TO,AIR.PA,388.HK,BNS.TO,AI.PA,CNR.TO,ADS.DE,Royal Dutch Shell Plc Class B,6594.T,BAS.DE,ABBN.SW,BNP.PA,WBC.AX,KER.PA,6367.T,IBE.MC,RKT.L,BMO.TO,Compagnie Financiere Richemont SA,AAL.L,6501.T,ZURN.SW,ADYEN.AS,000660.KS,4063.T,ANZ.AX,6702.T,DTE.DE,6981.T,SIKA.SW,BHP.L,035420.KS,8306.T,NAB.AX,7974.T,VWS.CO,BAYN.DE,7267.T,INGA.AS,Samsung Electronics Co Ltd Pfd  Non-Voting,6954.T,ABI.BR,9433.T,CP.TO,ENEL.MI,RMS.PA,DG.PA,WES.AX,UBSG.SW,CS.PA,GLEN.L,CM.TO,NG.L,LONN.SW,8031.T,PRU.L,FERG.L,DSV.CO,MQG.AX,VOD.L,SAN.MC,CNQ.TO,8058.T,DSM.AS,SAF.PA,NTR.TO,RI.PA,8316.T,4502.T,PHIA.AS,GIVN.SW,D05.SI,SU.TO,7741.T,ERIC B.ST,TRP.TO,2413.T,LLOY.L,IFX.DE,ISP.MI,EXPN.L,SGO.PA,8001.T,EL.PA,VOW3.DE,ABX.TO,EVO.ST,4901.T,4568.T,CRH Plc,MFC.TO,6902.T,DB1.DE,MRK.DE,MUV2.DE,PRX.AS,4503.T,SLF.TO,4661.T,VOLV B.ST,ITX.MC,BN.PA,AD.AS,ATCO A.ST,VNA.DE,006400.KS,VIV.PA,INVE B.ST,RIO.AX,8411.T,3382.T,ALC.SW,9983.T,CPG.L,4452.T,MG.TO,NDA SE.ST,HOLN.SW,KNIN.SW,051910.KS,8267.T,REL.L,AKZA.AS,SAND.ST,LSEG.L,8766.T,BARC.L,AHT.L,4519.T,6503.T,BMW.DE,SSE.L,AMS.MC,6273.T,TEAM,ALL.AX,WCN.TO,2502.T,9022.T,KNEBV.HE,WKL.AS,4523.T,STMicroelectronics NV,ATD.B.TO,ASSA B.ST,SREN.SW,ENI.MI,CAP.PA,SPOT,005380.KS,FMG.AX,6869.T,RCI.B.TO,9432.T,ORSTED.CO,PGHN.SW,WOW.AX,CSU.TO,LR.PA,GEBN.SW,SSU.,SHOP,NOVO B.CO,RDSA.AS,RYDBF,RITN.,6736.T,005935.KQ,CRH.L,Muenchener Rueckve,ATD/A.NE,STM.PA,RCI/A.NE,7751.T,HEXA B.ST,RELX PLC,6857.T,POSCO Sponsored ADR,SUM
07/09/2021,1.47,1.35,1.22,1.11,0.89,0.84,0.81,0.66,0.66,0.61,0.61,0.59,0.59,0.59,0.56,0.54,0.52,0.52,0.48,0.47,0.46,0.46,0.46,0.45,0.42,0.41,0.41,0.4,0.38,0.38,0.37,0.36,0.35,0.35,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.69
07/12/2021,1.43,1.38,1.21,1.13,0.9,0.85,0.8,0.64,0.65,0.64,0.61,0.61,0.59,0.58,0.54,0.54,0.52,0.52,0.48,0.48,0.46,0.46,0.46,0.46,0.42,0.41,0.4,0.41,0.38,0.37,0.37,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.32,0.32,0.32,0.32,0.33,0.31,0.32,0.31,0.3,0.3,0.3,0.29,0.3,0.27,0.27,0.26,0.28,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.23,0.22,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.79999999999999
07/13/2021,1.43,1.38,1.21,1.13,0.9,0.85,0.8,0.64,0.65,0.64,0.61,0.61,0.59,0.58,0.54,0.54,0.52,0.52,0.48,0.48,0.46,0.46,0.46,0.46,0.42,0.41,0.4,0.41,0.38,0.37,0.37,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.32,0.32,0.32,0.32,0.33,0.31,0.32,0.31,0.3,0.3,0.3,0.29,0.3,0.27,0.27,0.26,0.28,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.23,0.22,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.79999999999999
07/14/2021,0.0,1.37,1.23,1.12,0.91,0.83,0.82,0.0,0.66,0.64,0.63,0.0,0.6,0.58,0.54,0.54,0.52,0.52,0.48,0.47,0.46,0.46,0.46,0.45,0.42,0.41,0.41,0.41,0.39,0.38,0.38,0.36,0.35,0.35,0.36,0.34,0.0,0.33,0.33,0.32,0.32,0.33,0.33,0.31,0.32,0.31,0.31,0.0,0.29,0.3,0.3,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.0,0.27,0.26,0.26,0.26,0.24,0.23,0.0,0.24,0.24,0.24,0.24,0.25,0.23,0.22,0.23,0.22,0.22,0.23,0.22,0.22,0.0,0.21,0.21,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.17,0.17,0.16,0.0,0.17,0.16,0.16,0.17,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.13,0.13,0.12,0.13,0.13,0.0,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.13,1.44,0.65,0.61,0.34,0.3,0.26,0.24,0.21,0.17,0.17,0.13,0.13,0.13,0.12,0.0,0.0,0.0,0.0,52.96
07/15/2021,1.42,1.36,1.24,1.12,0.9,0.84,0.82,0.64,0.66,0.64,0.61,0.61,0.6,0.57,0.54,0.55,0.52,0.52,0.49,0.48,0.46,0.46,0.45,0.46,0.42,0.41,0.41,0.42,0.39,0.38,0.37,0.35,0.35,0.35,0.36,0.34,0.34,0.33,0.33,0.32,0.32,0.32,0.34,0.31,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.23,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.92
07/16/2021,1.42,1.36,1.25,1.12,0.9,0.84,0.82,0.65,0.66,0.64,0.61,0.6,0.6,0.59,0.54,0.56,0.53,0.51,0.49,0.49,0.47,0.45,0.45,0.46,0.42,0.41,0.41,0.41,0.38,0.38,0.37,0.35,0.35,0.34,0.35,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.34,0.31,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.27,0.26,0.27,0.28,0.26,0.26,0.26,0.26,0.26,0.27,0.26,0.26,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.21,0.22,0.22,0.22,0.21,0.21,0.22,0.21,0.22,0.2,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.0,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,52.87
07/19/2021,1.45,1.36,1.26,1.13,0.89,0.85,0.82,0.63,0.64,0.64,0.61,0.62,0.61,0.59,0.54,0.56,0.51,0.52,0.48,0.48,0.47,0.46,0.45,0.46,0.41,0.4,0.41,0.42,0.38,0.37,0.37,0.36,0.35,0.34,0.36,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.34,0.31,0.32,0.31,0.3,0.29,0.3,0.3,0.3,0.27,0.26,0.27,0.28,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.26,0.25,0.23,0.24,0.24,0.24,0.24,0.24,0.25,0.25,0.23,0.23,0.22,0.2,0.22,0.22,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.22,0.21,0.22,0.21,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.2,0.18,0.2,0.19,0.18,0.19,0.18,0.19,0.18,0.17,0.18,0.19,0.19,0.17,0.19,0.18,0.18,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.0,0.12,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,52.900000000000006
08/03/2021,1.41,1.35,1.35,1.1,0.89,0.85,0.84,0.65,0.71,0.62,0.59,0.64,0.59,0.56,0.53,0.56,0.52,0.51,0.48,0.48,0.48,0.45,0.45,0.43,0.41,0.42,0.42,0.43,0.39,0.39,0.37,0.35,0.34,0.34,0.37,0.35,0.34,0.35,0.34,0.32,0.32,0.33,0.34,0.31,0.31,0.31,0.29,0.3,0.28,0.29,0.31,0.28,0.25,0.28,0.29,0.26,0.23,0.26,0.28,0.29,0.25,0.26,0.28,0.22,0.23,0.23,0.23,0.24,0.24,0.25,0.26,0.24,0.22,0.22,0.2,0.2,0.23,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.22,0.22,0.21,0.22,0.23,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.19,0.2,0.18,0.19,0.19,0.18,0.19,0.18,0.2,0.18,0.16,0.19,0.16,0.18,0.16,0.18,0.18,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.17,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.16,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.0,0.13,0.14,0.0,0.14,0.14,0.13,0.13,0.12,0.14,0.0,0.0,0.14,0.13,0.0,0.12,0.13,0.14,0.13,0.13,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.12,52.95
