,AMZN,TSLA,HD,NKE,MCD,LOW,SBUX,TGT,BKNG,TJX,GM,MELI,F,DG,EBAY,LULU,ROST,APTV,ORLY,CMG,MAR,AZO,HLT,YUM,DHI,LEN,VFC,BBY,ETSY,PTON,DLTR,EXPE,BURL,TSCO,KMX,GRMN,W,CVNA,DRI,RCL,POOL,GPC,ULTA,CZR,DPZ,CCL,NVR,LVS,LB,MGM,PHM,LKQ,AAP,WHR,MTN,HAS,WSM,WYNN,BWA,GME,TPR,MHK,DECK,PENN,FIVE,RH,NWL,CHGG,LAD,LEA,NCLH,SCI,FND,KSS,BFAM,ARMK,CROX,CPRI,ALV,TPX,GNTX,PII,PVH,688012.SS,BC,GPS,HOG,MAT,SKX,YETI,TOL,DKS,WH,CHDN,LEG,FOXF,VAC,TXRH,TMX,HBI,BLD,FL,688012.SS.1,AEO,THO,PLNT,HELE,M,RL,AN,GT,TNL,BYD,SGMS,QRTEA,OLLI,SIG,HRB,CRI,WING,CHH,WEN,ADNT,EYE,BBBY,JWN,FTDR,LOPE,UAA,MUSA,MTH,SHOO,UA,LGIH,HGV,DAN,SHAK,ABG,SIX,OSTK,CBRL,KBH,RRR,VC,ANF,SFIX,SONO,TMHC,ELY,STMP,LCII,EVRI,PZZA,SKY,MDC,COLM,DORM,BOOT,KTB,URBN,TPH,SNBR,IBP,GPI,SBH,RVLV,GHC,SEAS,ODP,RCII,SWBI,WWW,EAT,VSTO,PAG,BIG,JACK,CAKE,THRM,TEN,IRBT,CORE,HIBB,DDS,SSTK,MNRO,WW,WGO,BLMN,ATGE,CCS,VNE,GOLF,CVCO,OXM,MHO,BKE,LEVI,RGR,BALY,BBWI WI,n/a,VSCO,LAUR,LRN,SAH,CWH,PLAY,PLCE,LBEUR,TPIXX,MBUU,SUM
07/09/2021,22.89,9.09,6.33,3.63,3.18,2.64,2.47,2.28,1.69,1.51,1.41,1.28,1.1,1.01,0.91,0.85,0.85,0.81,0.79,0.78,0.74,0.68,0.67,0.66,0.61,0.54,0.53,0.51,0.46,0.45,0.45,0.44,0.43,0.43,0.43,0.41,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.3,0.3,0.29,0.28,0.27,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.21,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.72
09/24/2021,23.08,10.22,6.43,3.58,3.27,2.66,2.41,2.18,1.76,1.54,1.2,1.52,0.94,0.97,0.92,0.98,0.76,0.73,0.8,0.96,0.75,0.68,0.68,0.7,0.58,0.52,0.43,0.47,0.52,0.38,0.39,0.41,0.38,0.47,0.44,0.47,0.36,0.4,0.38,0.37,0.37,0.35,0.38,0.38,0.38,0.32,0.34,0.24,0.0,0.33,0.26,0.29,0.28,0.26,0.26,0.25,0.29,0.17,0.21,0.23,0.22,0.22,0.25,0.22,0.22,0.22,0.2,0.19,0.2,0.18,0.18,0.22,0.23,0.18,0.19,0.15,0.22,0.16,0.15,0.2,0.17,0.15,0.17,0.0,0.16,0.12,0.13,0.15,0.14,0.17,0.16,0.2,0.15,0.18,0.14,0.14,0.14,0.14,0.13,0.14,0.16,0.11,0.0,0.1,0.13,0.14,0.13,0.15,0.12,0.15,0.12,0.11,0.12,0.12,0.09,0.09,0.11,0.12,0.1,0.13,0.11,0.1,0.08,0.12,0.07,0.08,0.09,0.09,0.09,0.11,0.1,0.09,0.09,0.08,0.1,0.08,0.07,0.09,0.08,0.07,0.08,0.08,0.09,0.07,0.07,0.0,0.09,0.08,0.08,0.14,0.08,0.07,0.1,0.09,0.08,0.08,0.07,0.09,0.07,0.06,0.08,0.07,0.07,0.09,0.06,0.07,0.07,0.08,0.06,0.08,0.05,0.07,0.06,0.07,0.09,0.05,0.06,0.06,0.07,0.0,0.06,0.0,0.06,0.06,0.08,0.06,0.0,0.06,0.06,0.06,0.06,0.1,0.06,0.07,0.05,0.06,0.0,0.05,0.05,0.0,0.34,0.19,0.11,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.0,98.09
09/27/2021,21.91,9.29,6.5,3.85,3.34,2.63,2.64,2.44,1.66,1.54,1.37,1.31,1.03,1.09,0.89,0.93,0.83,0.86,0.83,0.93,0.77,0.72,0.7,0.75,0.64,0.56,0.51,0.51,0.43,0.44,0.46,0.43,0.44,0.42,0.43,0.44,0.31,0.42,0.38,0.34,0.39,0.37,0.36,0.32,0.41,0.3,0.37,0.29,0.0,0.31,0.3,0.3,0.29,0.28,0.25,0.27,0.24,0.21,0.25,0.2,0.24,0.24,0.24,0.21,0.23,0.22,0.2,0.23,0.23,0.21,0.18,0.23,0.22,0.17,0.19,0.17,0.21,0.18,0.18,0.18,0.18,0.17,0.16,0.0,0.18,0.15,0.14,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.14,0.15,0.14,0.15,0.13,0.0,0.13,0.15,0.14,0.13,0.12,0.13,0.16,0.11,0.11,0.11,0.1,0.11,0.12,0.09,0.12,0.1,0.12,0.11,0.11,0.1,0.11,0.09,0.09,0.1,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.09,0.09,0.08,0.1,0.08,0.07,0.08,0.09,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.14,0.09,0.07,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.09,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.08,0.06,0.07,0.07,0.07,0.08,0.06,0.07,0.06,0.08,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.07,0.06,0.06,0.07,0.09,0.06,0.06,0.05,0.06,0.0,0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.43,0.16,0.06,97.98
09/28/2021,23.06,10.43,6.33,3.37,3.26,2.61,2.39,2.13,1.84,1.54,1.23,1.51,0.99,0.94,0.91,0.98,0.76,0.75,0.8,0.95,0.78,0.68,0.7,0.69,0.56,0.52,0.43,0.45,0.51,0.34,0.37,0.45,0.39,0.46,0.45,0.48,0.35,0.39,0.4,0.4,0.36,0.35,0.39,0.4,0.37,0.35,0.33,0.24,0.0,0.35,0.25,0.3,0.28,0.26,0.28,0.25,0.3,0.17,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.19,0.18,0.21,0.18,0.2,0.21,0.23,0.18,0.18,0.16,0.22,0.16,0.16,0.2,0.17,0.15,0.17,0.0,0.16,0.12,0.13,0.15,0.14,0.16,0.16,0.19,0.16,0.18,0.14,0.14,0.15,0.14,0.13,0.14,0.16,0.11,0.0,0.1,0.13,0.14,0.13,0.16,0.13,0.15,0.13,0.12,0.12,0.13,0.09,0.08,0.11,0.12,0.1,0.12,0.11,0.1,0.09,0.12,0.07,0.08,0.08,0.09,0.1,0.11,0.1,0.09,0.09,0.08,0.1,0.08,0.07,0.09,0.09,0.08,0.08,0.08,0.1,0.07,0.07,0.06,0.08,0.08,0.07,0.14,0.08,0.08,0.1,0.09,0.07,0.08,0.07,0.09,0.07,0.06,0.08,0.07,0.07,0.09,0.06,0.07,0.07,0.08,0.06,0.08,0.05,0.07,0.06,0.07,0.1,0.05,0.06,0.06,0.08,0.0,0.06,0.0,0.0,0.06,0.08,0.06,0.0,0.06,0.06,0.06,0.06,0.09,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.35,0.0,0.11,0.06,0.06,0.05,0.05,0.06,0.0,0.0,0.0,0.0,97.98999999999998
09/29/2021,23.06,10.43,6.33,3.37,3.26,2.61,2.39,2.13,1.84,1.54,1.23,1.51,0.99,0.94,0.91,0.98,0.76,0.75,0.8,0.95,0.78,0.68,0.7,0.69,0.56,0.52,0.43,0.45,0.51,0.34,0.37,0.45,0.39,0.46,0.45,0.48,0.35,0.39,0.4,0.4,0.36,0.35,0.39,0.4,0.37,0.35,0.33,0.24,0.0,0.35,0.25,0.3,0.28,0.26,0.28,0.25,0.3,0.17,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.19,0.18,0.21,0.18,0.2,0.21,0.23,0.18,0.18,0.16,0.22,0.16,0.16,0.2,0.17,0.15,0.17,0.0,0.16,0.12,0.13,0.15,0.14,0.16,0.16,0.19,0.16,0.18,0.14,0.14,0.15,0.14,0.13,0.14,0.16,0.11,0.0,0.1,0.13,0.14,0.13,0.16,0.13,0.15,0.13,0.12,0.12,0.13,0.09,0.08,0.11,0.12,0.1,0.12,0.11,0.1,0.09,0.12,0.07,0.08,0.08,0.09,0.1,0.11,0.1,0.09,0.09,0.08,0.1,0.08,0.07,0.09,0.09,0.08,0.08,0.08,0.1,0.07,0.07,0.06,0.08,0.08,0.07,0.14,0.08,0.08,0.1,0.09,0.07,0.08,0.07,0.09,0.07,0.06,0.08,0.07,0.07,0.09,0.06,0.07,0.07,0.08,0.06,0.08,0.05,0.07,0.06,0.07,0.1,0.05,0.06,0.06,0.08,0.0,0.06,0.0,0.0,0.06,0.08,0.06,0.0,0.06,0.06,0.06,0.06,0.09,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.35,0.0,0.11,0.06,0.06,0.05,0.05,0.06,0.0,0.0,0.0,0.0,97.98999999999998
09/30/2021,22.83,10.62,6.38,3.32,3.27,2.64,2.37,2.1,1.82,1.53,1.25,1.42,1.01,0.93,0.91,0.97,0.76,0.76,0.8,0.93,0.79,0.67,0.72,0.69,0.56,0.51,0.42,0.47,0.51,0.34,0.38,0.44,0.39,0.46,0.45,0.45,0.36,0.39,0.4,0.4,0.35,0.35,0.38,0.41,0.36,0.36,0.34,0.25,0.0,0.35,0.26,0.3,0.29,0.26,0.28,0.24,0.3,0.18,0.22,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.19,0.18,0.21,0.19,0.2,0.21,0.23,0.19,0.18,0.16,0.21,0.16,0.16,0.2,0.17,0.15,0.17,0.0,0.17,0.12,0.13,0.15,0.13,0.15,0.16,0.19,0.16,0.18,0.14,0.14,0.15,0.14,0.12,0.14,0.16,0.11,0.0,0.1,0.14,0.14,0.13,0.17,0.13,0.15,0.13,0.12,0.13,0.13,0.09,0.08,0.12,0.12,0.1,0.12,0.11,0.1,0.09,0.12,0.07,0.08,0.08,0.09,0.09,0.11,0.1,0.09,0.09,0.08,0.1,0.09,0.07,0.1,0.09,0.08,0.08,0.08,0.1,0.07,0.07,0.06,0.08,0.08,0.07,0.14,0.08,0.08,0.1,0.1,0.08,0.08,0.07,0.09,0.07,0.06,0.08,0.07,0.07,0.1,0.06,0.07,0.07,0.08,0.07,0.08,0.05,0.07,0.06,0.07,0.09,0.05,0.06,0.06,0.08,0.0,0.06,0.0,0.05,0.06,0.08,0.06,0.0,0.06,0.06,0.06,0.06,0.09,0.06,0.06,0.06,0.06,0.05,0.05,0.0,0.06,0.35,0.0,0.1,0.06,0.06,0.05,0.05,0.06,0.0,0.0,0.0,0.0,97.96000000000001
