,CUBE,AMH,ATR,ZNGA,RGLD,LSTR,CDK,SCI,MMS,LSI,UTHR,THG,IDA,FLO,DLB,COR,PINC,WSO,POR,ALKS,BJ,FCN,LANC,SXT,SLGN,WTM,AXS,HTA,MUSA,WDFC,TMX,EQC,COLD,NLSN,TTC,NUAN,SFM,AMN,GMED,CVLT,AVA,SHEN,HLI,XTSLA,DORM,HE,CASY,ICUI,JCOM,ALE,NEU,BCPC,LHCG,HALO,FTDR,GHC,CWT,IBKR,NWE,HR,HELE,SIGI,OZK,COLM,SSTK,AM,WERN,OGS,AMEH,HAIN,UPWK,NEOG,SYKE,TWNK,MODV,ESGR,LGF/B,MSGS,VIRT,THS,LOPE,IRWD,SAGE,HRC,SPSC,TDC,MORN,GOLF,MCY,PBH,AWR,CSWI,PRK,SWCH,WWE,SON,RGEN,X,OSIS,SWBI,EWBC,AMCX,GO,EVTC,MAT,CBZ,VRNT,NWN,HLIO,PFPT,WABC,HSKA,PACB,RGR,CSL,NWBI,CORT,OMI,DEA,HRB,CRVL,INOV,FHB,SRNE,BLKB,JW.A,POST,ARNA,OPK,LMNX,CALM,SR,NFG,MGNX,TRS,CLDX,SNDR,GSAT,SEB,BRC,LGF.A,TDS,CBSH,UNF,EIG,BAND,TFSL,VNDA,QTS,CIEN,PRTA,SAFT,IDCC,AMSF,MNRO,IMAX,GGG,ADC,ANGO,TRNO,MLAB,NKTR,BERY,CSGS,UMBF,DFIN,MSGE,MDGL,OBNK,NHC,PSB,RUBY,ATRI,BGS,IART,VIAV,KRNY,HTLD,WMK,BATRK,GABC,VIVO,ETWO,PLYA,SUPN,VCRA,IMKTA,SAFM,JBGS,CLBK,PZZA,ANGI,EME,DVAX,ASIX,PCRX,AMPH,MDP,CORE,ENTA,FWRD,ASH,ARCH,HCC,XEC,NTCT,PACK,MYOV,USD,CFFN,MGEE,JBSS,BCRX,WNC,SRRK,MARA,HSTM,CBB,CSV,HONE,NFBK,PRGS,BISXX,LGF.B,HCI,n/a,GNTX,ZD,TBI,OCGN,FUBO,TCX,WINA,BNL,EBC,CCOI,FIVN,KD WI,NYT,EVBG,FYBR,MGLN,CACI,REYN,PRGO,HUBG,CWST,EXEL,QDEL,IONS,DNB,VIR,VNT,BPMC,QLYS,SCL,BWXT,FRHC,PTCT,XNCR,CHE,BL,VRT,AAON,ALLK,OCDX,AJRD,LAND,SPTN,KD,PRA,MRTX,CPK,CNNE,SUM
08/25/2021,1.84,1.58,1.33,0.99,1.16,1.24,1.0,1.33,1.07,1.14,1.12,1.05,1.13,1.01,0.94,0.97,0.94,0.84,0.94,0.98,1.02,0.82,0.73,0.75,0.75,0.71,0.79,0.76,0.83,0.62,0.57,0.65,0.61,0.58,0.61,0.62,0.6,0.67,0.58,0.57,0.6,0.3,0.63,0.0,0.55,0.62,0.61,0.56,0.55,0.59,0.61,0.57,0.48,0.47,0.46,0.5,0.61,0.51,0.55,0.49,0.49,0.53,0.5,0.48,0.48,0.41,0.49,0.45,0.43,0.46,0.31,0.41,0.43,0.42,0.49,0.46,0.26,0.4,0.37,0.32,0.37,0.41,0.29,0.44,0.45,0.41,0.38,0.39,0.33,0.41,0.41,0.4,0.38,0.4,0.3,0.33,0.44,0.42,0.35,0.27,0.35,0.26,0.25,0.36,0.34,0.33,0.31,0.33,0.34,0.31,0.31,0.35,0.25,0.28,0.32,0.28,0.26,0.26,0.29,0.31,0.32,0.33,0.26,0.24,0.23,0.26,0.27,0.17,0.24,0.0,0.28,0.25,0.26,0.2,0.28,0.38,0.26,0.17,0.24,0.23,0.0,0.21,0.23,0.25,0.24,0.17,0.23,0.18,0.23,0.22,0.25,0.25,0.22,0.22,0.2,0.0,0.22,0.22,0.22,0.22,0.2,0.16,0.2,0.2,0.2,0.2,0.23,0.16,0.19,0.2,0.18,0.0,0.21,0.17,0.19,0.17,0.2,0.18,0.21,0.17,0.2,0.16,0.0,0.0,0.0,0.19,0.19,0.18,0.16,0.19,0.2,0.0,0.18,0.22,0.2,0.0,0.0,0.17,0.16,0.19,0.16,0.16,0.18,0.19,0.0,0.0,0.21,0.16,0.0,0.0,0.17,0.0,0.0,0.16,0.17,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.92
08/26/2021,1.82,1.56,1.31,1.01,1.19,1.26,1.0,1.3,1.07,1.13,1.13,1.04,1.1,0.99,0.95,0.96,0.94,0.83,0.93,0.97,0.98,0.81,0.73,0.75,0.74,0.71,0.79,0.75,0.81,0.61,0.56,0.64,0.58,0.58,0.61,0.62,0.59,0.68,0.58,0.58,0.59,0.3,0.64,0.0,0.55,0.61,0.61,0.55,0.54,0.58,0.61,0.58,0.47,0.48,0.46,0.5,0.6,0.51,0.54,0.48,0.49,0.52,0.5,0.48,0.49,0.41,0.49,0.44,0.43,0.45,0.31,0.41,0.43,0.42,0.5,0.45,0.27,0.41,0.37,0.31,0.37,0.41,0.3,0.43,0.46,0.41,0.38,0.39,0.33,0.4,0.4,0.41,0.38,0.4,0.3,0.33,0.44,0.42,0.34,0.27,0.35,0.27,0.25,0.36,0.34,0.33,0.31,0.32,0.34,0.31,0.31,0.35,0.26,0.28,0.32,0.28,0.26,0.26,0.29,0.31,0.32,0.32,0.26,0.25,0.24,0.26,0.27,0.19,0.25,0.0,0.27,0.25,0.26,0.21,0.27,0.39,0.26,0.17,0.24,0.23,0.0,0.21,0.23,0.25,0.24,0.17,0.23,0.18,0.23,0.22,0.26,0.25,0.22,0.22,0.2,0.0,0.22,0.22,0.21,0.21,0.2,0.17,0.2,0.2,0.2,0.2,0.27,0.0,0.19,0.2,0.18,0.16,0.21,0.16,0.19,0.17,0.2,0.18,0.2,0.17,0.2,0.0,0.17,0.16,0.0,0.19,0.19,0.18,0.16,0.19,0.2,0.0,0.17,0.25,0.2,0.16,0.0,0.17,0.16,0.2,0.16,0.0,0.19,0.2,0.0,0.0,0.21,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.18,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.74000000000001
08/27/2021,1.81,1.55,1.31,1.02,1.18,1.27,1.01,1.29,1.06,1.13,1.12,1.03,1.09,0.97,0.94,0.95,0.94,0.83,0.93,0.98,0.99,0.81,0.72,0.75,0.75,0.71,0.79,0.76,0.81,0.62,0.56,0.64,0.59,0.56,0.61,0.62,0.58,0.66,0.58,0.58,0.58,0.29,0.64,0.0,0.55,0.6,0.61,0.55,0.55,0.56,0.61,0.57,0.48,0.47,0.46,0.5,0.59,0.51,0.54,0.49,0.49,0.52,0.51,0.49,0.52,0.42,0.49,0.45,0.42,0.45,0.32,0.41,0.43,0.41,0.5,0.44,0.27,0.41,0.37,0.31,0.37,0.41,0.3,0.43,0.46,0.41,0.38,0.39,0.33,0.4,0.39,0.4,0.37,0.4,0.31,0.33,0.45,0.43,0.34,0.27,0.35,0.27,0.25,0.35,0.35,0.33,0.32,0.32,0.34,0.31,0.31,0.35,0.27,0.28,0.32,0.27,0.27,0.26,0.29,0.31,0.31,0.32,0.26,0.26,0.24,0.26,0.27,0.19,0.25,0.0,0.28,0.25,0.26,0.21,0.28,0.39,0.26,0.18,0.24,0.23,0.0,0.21,0.23,0.25,0.23,0.17,0.22,0.18,0.23,0.22,0.27,0.24,0.22,0.22,0.2,0.16,0.22,0.21,0.22,0.21,0.2,0.17,0.2,0.2,0.2,0.2,0.27,0.16,0.19,0.2,0.18,0.16,0.21,0.17,0.19,0.17,0.2,0.18,0.2,0.17,0.19,0.0,0.18,0.0,0.0,0.2,0.19,0.18,0.16,0.19,0.2,0.0,0.18,0.28,0.2,0.16,0.0,0.16,0.16,0.2,0.0,0.17,0.2,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.75999999999999
08/30/2021,1.87,1.55,1.32,1.02,1.16,1.3,1.02,1.29,1.06,1.14,1.13,1.03,1.08,0.97,0.95,0.95,0.92,0.84,0.92,0.99,1.0,0.81,0.69,0.74,0.76,0.71,0.77,0.75,0.8,0.62,0.56,0.64,0.6,0.54,0.62,0.62,0.59,0.67,0.6,0.6,0.58,0.28,0.63,0.0,0.54,0.6,0.61,0.55,0.56,0.56,0.6,0.57,0.48,0.47,0.47,0.5,0.59,0.52,0.54,0.49,0.5,0.51,0.5,0.49,0.53,0.42,0.49,0.44,0.42,0.41,0.31,0.4,0.43,0.41,0.5,0.43,0.27,0.44,0.38,0.3,0.38,0.41,0.3,0.43,0.47,0.41,0.38,0.39,0.34,0.39,0.4,0.4,0.37,0.41,0.32,0.33,0.45,0.41,0.34,0.28,0.36,0.25,0.25,0.35,0.35,0.33,0.32,0.31,0.33,0.31,0.3,0.34,0.26,0.28,0.33,0.27,0.27,0.25,0.28,0.31,0.31,0.33,0.27,0.26,0.24,0.25,0.27,0.19,0.25,0.0,0.27,0.24,0.26,0.21,0.28,0.4,0.26,0.19,0.24,0.23,0.0,0.21,0.24,0.25,0.23,0.17,0.23,0.19,0.23,0.23,0.28,0.25,0.22,0.22,0.19,0.16,0.22,0.22,0.21,0.21,0.2,0.17,0.21,0.2,0.21,0.21,0.28,0.0,0.18,0.2,0.18,0.16,0.21,0.17,0.19,0.17,0.21,0.18,0.2,0.17,0.19,0.0,0.18,0.0,0.0,0.19,0.19,0.18,0.16,0.18,0.21,0.0,0.18,0.33,0.2,0.16,0.0,0.16,0.0,0.2,0.16,0.17,0.2,0.21,0.0,0.0,0.21,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.91
08/31/2021,1.87,1.53,1.31,1.03,1.18,1.3,1.02,1.28,1.06,1.13,1.14,1.06,1.07,0.96,0.94,0.94,0.91,0.83,0.92,1.0,1.0,0.79,0.69,0.74,0.75,0.7,0.77,0.76,0.81,0.61,0.55,0.63,0.58,0.55,0.61,0.61,0.58,0.66,0.6,0.6,0.57,0.28,0.63,0.0,0.54,0.6,0.61,0.54,0.57,0.56,0.61,0.58,0.48,0.49,0.48,0.5,0.59,0.52,0.53,0.49,0.49,0.54,0.52,0.49,0.54,0.44,0.49,0.44,0.45,0.4,0.32,0.41,0.42,0.41,0.5,0.43,0.28,0.45,0.38,0.31,0.37,0.4,0.31,0.43,0.48,0.41,0.37,0.39,0.34,0.39,0.4,0.41,0.38,0.4,0.32,0.33,0.46,0.42,0.34,0.27,0.37,0.26,0.24,0.35,0.35,0.33,0.32,0.32,0.34,0.31,0.3,0.34,0.27,0.28,0.33,0.27,0.27,0.25,0.28,0.31,0.32,0.32,0.28,0.26,0.24,0.26,0.27,0.19,0.25,0.0,0.27,0.24,0.26,0.21,0.28,0.4,0.26,0.19,0.24,0.23,0.0,0.21,0.24,0.25,0.24,0.17,0.23,0.19,0.23,0.23,0.28,0.25,0.22,0.23,0.19,0.16,0.21,0.21,0.22,0.21,0.2,0.18,0.2,0.2,0.22,0.22,0.29,0.16,0.19,0.19,0.18,0.17,0.21,0.0,0.19,0.17,0.22,0.18,0.2,0.17,0.2,0.0,0.18,0.17,0.0,0.19,0.19,0.18,0.16,0.19,0.2,0.0,0.18,0.31,0.21,0.16,0.0,0.0,0.0,0.2,0.16,0.17,0.21,0.22,0.0,0.0,0.21,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.18,0.2,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.11000000000001
09/01/2021,1.87,1.53,1.31,1.03,1.18,1.3,1.02,1.28,1.06,1.13,1.14,1.06,1.07,0.96,0.94,0.94,0.91,0.83,0.92,1.0,1.0,0.79,0.69,0.74,0.75,0.7,0.77,0.76,0.81,0.61,0.55,0.63,0.58,0.55,0.61,0.61,0.58,0.66,0.6,0.6,0.57,0.28,0.63,0.0,0.54,0.6,0.61,0.54,0.57,0.56,0.61,0.58,0.48,0.49,0.48,0.5,0.59,0.52,0.53,0.49,0.49,0.54,0.52,0.49,0.54,0.44,0.49,0.44,0.45,0.4,0.32,0.41,0.42,0.41,0.5,0.43,0.28,0.45,0.38,0.31,0.37,0.4,0.31,0.43,0.48,0.41,0.37,0.39,0.34,0.39,0.4,0.41,0.38,0.4,0.32,0.33,0.46,0.42,0.34,0.27,0.37,0.26,0.24,0.35,0.35,0.33,0.32,0.32,0.34,0.31,0.3,0.34,0.27,0.28,0.33,0.27,0.27,0.25,0.28,0.31,0.32,0.32,0.28,0.26,0.24,0.26,0.27,0.19,0.25,0.0,0.27,0.24,0.26,0.21,0.28,0.4,0.26,0.19,0.24,0.23,0.0,0.21,0.24,0.25,0.24,0.17,0.23,0.19,0.23,0.23,0.28,0.25,0.22,0.23,0.19,0.16,0.21,0.21,0.22,0.21,0.2,0.18,0.2,0.2,0.22,0.22,0.29,0.16,0.19,0.19,0.18,0.17,0.21,0.0,0.19,0.17,0.22,0.18,0.2,0.17,0.2,0.0,0.18,0.17,0.0,0.19,0.19,0.18,0.16,0.19,0.2,0.0,0.18,0.31,0.21,0.16,0.0,0.0,0.0,0.2,0.16,0.17,0.21,0.22,0.0,0.0,0.21,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.18,0.2,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.11000000000001
09/02/2021,1.89,1.59,1.33,1.02,1.17,1.33,1.02,1.29,1.07,1.15,1.15,1.04,1.07,0.98,0.94,0.96,0.9,0.85,0.92,1.01,1.0,0.8,0.69,0.74,0.76,0.7,0.75,0.78,0.81,0.62,0.55,0.64,0.59,0.54,0.62,0.61,0.59,0.68,0.61,0.61,0.57,0.28,0.63,0.0,0.53,0.6,0.61,0.56,0.56,0.56,0.61,0.59,0.49,0.49,0.47,0.5,0.6,0.52,0.54,0.49,0.5,0.53,0.5,0.49,0.54,0.44,0.5,0.44,0.43,0.42,0.33,0.41,0.0,0.41,0.51,0.43,0.27,0.44,0.37,0.3,0.38,0.41,0.31,0.47,0.49,0.41,0.38,0.38,0.35,0.39,0.4,0.41,0.37,0.41,0.32,0.33,0.47,0.41,0.34,0.27,0.37,0.26,0.25,0.35,0.34,0.33,0.32,0.32,0.34,0.31,0.3,0.33,0.27,0.28,0.33,0.27,0.27,0.25,0.28,0.31,0.32,0.32,0.28,0.25,0.24,0.26,0.27,0.19,0.25,0.0,0.27,0.24,0.26,0.21,0.28,0.41,0.27,0.32,0.25,0.23,0.0,0.21,0.25,0.25,0.23,0.17,0.24,0.19,0.23,0.23,0.29,0.25,0.22,0.23,0.2,0.16,0.22,0.22,0.22,0.21,0.2,0.18,0.2,0.21,0.22,0.22,0.29,0.16,0.18,0.2,0.18,0.16,0.21,0.17,0.19,0.17,0.22,0.18,0.2,0.17,0.19,0.17,0.18,0.17,0.0,0.19,0.19,0.18,0.16,0.18,0.2,0.0,0.18,0.33,0.21,0.16,0.0,0.0,0.0,0.21,0.0,0.17,0.21,0.22,0.0,0.0,0.21,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.21,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.44999999999999
09/03/2021,1.9,1.59,1.32,1.02,1.17,1.3,1.02,1.29,1.08,1.15,1.16,1.05,1.07,0.98,0.94,0.98,0.92,0.83,0.93,1.0,1.0,0.79,0.69,0.74,0.75,0.7,0.75,0.78,0.81,0.63,0.55,0.64,0.59,0.54,0.61,0.61,0.59,0.69,0.6,0.6,0.57,0.28,0.63,0.0,0.52,0.6,0.61,0.55,0.56,0.55,0.62,0.59,0.5,0.49,0.47,0.5,0.6,0.52,0.53,0.49,0.5,0.53,0.51,0.48,0.53,0.44,0.48,0.44,0.45,0.42,0.33,0.41,0.0,0.42,0.51,0.42,0.28,0.45,0.36,0.32,0.38,0.4,0.32,0.47,0.49,0.42,0.38,0.37,0.35,0.39,0.41,0.4,0.37,0.41,0.32,0.33,0.47,0.41,0.34,0.27,0.37,0.26,0.25,0.35,0.34,0.33,0.32,0.32,0.34,0.31,0.3,0.34,0.28,0.28,0.32,0.27,0.27,0.25,0.28,0.31,0.33,0.33,0.28,0.25,0.24,0.26,0.27,0.19,0.25,0.0,0.27,0.24,0.26,0.21,0.28,0.42,0.26,0.27,0.25,0.23,0.0,0.21,0.25,0.25,0.23,0.0,0.24,0.18,0.23,0.23,0.28,0.24,0.22,0.23,0.2,0.16,0.22,0.22,0.22,0.21,0.2,0.18,0.2,0.2,0.22,0.22,0.29,0.16,0.19,0.19,0.18,0.16,0.2,0.17,0.19,0.16,0.21,0.18,0.2,0.17,0.19,0.17,0.18,0.17,0.0,0.2,0.19,0.18,0.0,0.19,0.21,0.0,0.17,0.36,0.21,0.16,0.0,0.0,0.0,0.21,0.16,0.17,0.21,0.22,0.0,0.0,0.21,0.18,0.0,0.0,0.17,0.0,0.0,0.16,0.17,0.21,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4
09/06/2021,1.92,1.6,1.31,1.0,1.16,1.31,1.0,1.3,1.07,1.17,1.14,1.04,1.08,0.97,0.91,1.0,0.91,0.85,0.94,0.96,1.03,0.78,0.68,0.74,0.75,0.7,0.72,0.79,0.8,0.62,0.55,0.65,0.59,0.53,0.6,0.61,0.58,0.7,0.61,0.6,0.58,0.28,0.63,0.0,0.52,0.59,0.62,0.56,0.56,0.55,0.61,0.59,0.49,0.49,0.47,0.49,0.61,0.52,0.54,0.49,0.5,0.52,0.49,0.48,0.52,0.45,0.49,0.44,0.47,0.42,0.33,0.41,0.0,0.42,0.54,0.41,0.28,0.46,0.36,0.33,0.38,0.4,0.32,0.49,0.48,0.43,0.39,0.36,0.34,0.39,0.41,0.39,0.36,0.43,0.32,0.33,0.47,0.41,0.34,0.25,0.36,0.25,0.25,0.35,0.33,0.33,0.32,0.32,0.34,0.0,0.3,0.34,0.28,0.26,0.32,0.26,0.27,0.26,0.29,0.31,0.33,0.32,0.27,0.25,0.24,0.25,0.26,0.21,0.25,0.0,0.27,0.24,0.26,0.21,0.28,0.43,0.26,0.28,0.24,0.22,0.0,0.21,0.25,0.25,0.23,0.17,0.24,0.18,0.0,0.23,0.3,0.24,0.22,0.23,0.2,0.16,0.22,0.21,0.22,0.22,0.2,0.19,0.21,0.2,0.21,0.22,0.3,0.16,0.19,0.19,0.18,0.17,0.21,0.17,0.19,0.17,0.21,0.18,0.2,0.17,0.2,0.17,0.19,0.17,0.0,0.2,0.2,0.18,0.0,0.18,0.21,0.0,0.17,0.32,0.21,0.16,0.0,0.16,0.0,0.21,0.0,0.17,0.22,0.24,0.0,0.0,0.21,0.2,0.16,0.0,0.17,0.0,0.0,0.16,0.17,0.21,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.19
09/07/2021,1.94,1.6,1.32,1.0,1.18,1.3,1.0,1.3,1.08,1.19,1.14,1.04,1.08,0.97,0.91,1.01,0.91,0.86,0.94,0.95,1.05,0.78,0.68,0.75,0.76,0.7,0.71,0.8,0.81,0.62,0.56,0.64,0.6,0.53,0.6,0.61,0.58,0.71,0.61,0.63,0.58,0.29,0.63,0.0,0.51,0.58,0.62,0.56,0.55,0.55,0.61,0.59,0.48,0.49,0.47,0.49,0.6,0.52,0.54,0.5,0.5,0.53,0.5,0.48,0.53,0.46,0.49,0.44,0.48,0.41,0.33,0.41,0.0,0.42,0.52,0.41,0.27,0.47,0.36,0.33,0.38,0.39,0.32,0.49,0.49,0.43,0.4,0.37,0.35,0.39,0.41,0.39,0.36,0.43,0.31,0.33,0.48,0.4,0.34,0.25,0.36,0.24,0.25,0.35,0.34,0.33,0.32,0.31,0.35,0.0,0.3,0.34,0.28,0.27,0.32,0.26,0.27,0.26,0.29,0.31,0.33,0.32,0.27,0.24,0.25,0.25,0.27,0.22,0.24,0.0,0.27,0.24,0.27,0.2,0.27,0.43,0.26,0.3,0.24,0.22,0.0,0.22,0.25,0.25,0.23,0.17,0.24,0.18,0.0,0.22,0.29,0.24,0.22,0.23,0.2,0.0,0.22,0.21,0.22,0.22,0.2,0.19,0.21,0.21,0.22,0.22,0.29,0.16,0.19,0.19,0.19,0.16,0.21,0.17,0.19,0.17,0.21,0.17,0.2,0.17,0.19,0.17,0.19,0.16,0.0,0.2,0.2,0.18,0.16,0.18,0.21,0.0,0.17,0.32,0.21,0.0,0.0,0.16,0.0,0.22,0.16,0.18,0.22,0.24,0.0,0.0,0.21,0.19,0.0,0.0,0.17,0.0,0.0,0.16,0.16,0.22,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.38
09/08/2021,1.94,1.6,1.32,1.0,1.18,1.3,1.0,1.3,1.08,1.19,1.14,1.04,1.08,0.97,0.91,1.01,0.91,0.86,0.94,0.95,1.05,0.78,0.68,0.75,0.76,0.7,0.71,0.8,0.81,0.62,0.56,0.64,0.6,0.53,0.6,0.61,0.58,0.71,0.61,0.63,0.58,0.29,0.63,0.0,0.51,0.58,0.62,0.56,0.55,0.55,0.61,0.59,0.48,0.49,0.47,0.49,0.6,0.52,0.54,0.5,0.5,0.53,0.5,0.48,0.53,0.46,0.49,0.44,0.48,0.41,0.33,0.41,0.0,0.42,0.52,0.41,0.27,0.47,0.36,0.33,0.38,0.39,0.32,0.49,0.49,0.43,0.4,0.37,0.35,0.39,0.41,0.39,0.36,0.43,0.31,0.33,0.48,0.4,0.34,0.25,0.36,0.24,0.25,0.35,0.34,0.33,0.32,0.31,0.35,0.0,0.3,0.34,0.28,0.27,0.32,0.26,0.27,0.26,0.29,0.31,0.33,0.32,0.27,0.24,0.25,0.25,0.27,0.22,0.24,0.0,0.27,0.24,0.27,0.2,0.27,0.43,0.26,0.3,0.24,0.22,0.0,0.22,0.25,0.25,0.23,0.17,0.24,0.18,0.0,0.22,0.29,0.24,0.22,0.23,0.2,0.0,0.22,0.21,0.22,0.22,0.2,0.19,0.21,0.21,0.22,0.22,0.29,0.16,0.19,0.19,0.19,0.16,0.21,0.17,0.19,0.17,0.21,0.17,0.2,0.17,0.19,0.17,0.19,0.16,0.0,0.2,0.2,0.18,0.16,0.18,0.21,0.0,0.17,0.32,0.21,0.0,0.0,0.16,0.0,0.22,0.16,0.18,0.22,0.24,0.0,0.0,0.21,0.19,0.0,0.0,0.17,0.0,0.0,0.16,0.16,0.22,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.38
