,XEC,GT,AA,AN,SIG,M,DKS,PDCE,LPX,FL,MTDR,CC,SLM,EQT,RRC,SAIA,R,EXP,EVR,SF,MRO,AL,SNX,SM,NAVI,ADS,TKR,SNV,SWN,ANF,CMC,DAN,JBL,IRDM,ENSG,MTG,AR,CRI,WAL,NOV,BKU,BPOP,UMPQ,UFPI,MUR,TRTN,MUSA,UNM,UFS,CBRL,KSS,CPRI,SFBS,GATX,HRI,MTH,WTFC,VSH,AVT,BHF,PRG,NUS,AEO,TPH,RDN,CNO,HP,THG,NSIT,CBT,CPE,PFSI,FNB,MATX,BIG,HTH,AEL,JHG,MTZ,BOH,VSTO,DOOR,SFM,WLL,OMI,UMBF,AX,KMT,SANM,CIT,SCL,BCC,TEX,TDS,VLY,REGI,ATI,AIN,CATY,SHEN,TRN,UNFI,PLXS,MLI,ASB,CCS,WERN,URBN,HXL,IBOC,COOP,ESNT,MGRC,FBC,ETRN,PTEN,SIGI,UCTT,ARNC,VSAT,HIBB,ATKR,THRM,BKD,TBIO,CLH,FBP,PBH,IDCC,HUBG,ARCB,TRGP,AAWW,AMKR,GPI,INT,TCBI,LZB,MHO,DY,UCBI,AXS,LGIH,PIPR,PDCO,WAFD,NPO,KALU,PSMT,MIC,OII,PACW,GDOT,GTN,DDS,BKE,CRS,EGBN,AROC,WWE,SWBI,HCSG,WTM,GNW,WBS,ASTE,NMIH,HNI,CORE,SKYW,CDE,ISBC,SCHN,MYRG,SONO,KFY,ENLC,KFRC,TRMK,BCEI,ABG,FTI,BBBY,SFNC,GBX,OMF,MODV,MBUU,BANR,MGLN,TROX,RCII,CADE,NNI,KOS,IMKTA,TBBK,SUPN,ABCB,OVV,FLO,SAFM,HOME,MCY,HZO,ODP,WD,RGR,MRTN,UNF,AM,FLGT,RIG,QDEL,WIRE,STC,CAL,LKFN,SHYF,TGH,SAH,TMHC,CNX,ATSG,KRA,SYKE,SAGE,PLLDA.AX,MWA,VRTV,PRGO,n/a,CTRA,WGO,HCC,GVA,ASIX,ASO,ARCH,EBS,HEES,CUBI,MGY,APY.UN,PJC,168288,PBF,NEU,COKE,QURE,AGM,INVA,HOG,SUM
08/10/2021,0.81,0.81,0.83,0.87,0.58,0.74,0.77,0.61,0.68,0.62,0.56,0.63,0.61,0.57,0.59,0.69,0.64,0.62,0.53,0.6,0.5,0.59,0.58,0.43,0.63,0.5,0.53,0.53,0.47,0.43,0.57,0.52,0.53,0.58,0.5,0.54,0.49,0.52,0.53,0.44,0.49,0.5,0.53,0.0,0.43,0.49,0.52,0.43,0.44,0.41,0.42,0.0,0.5,0.47,0.49,0.5,0.43,0.44,0.45,0.45,0.4,0.42,0.3,0.46,0.43,0.41,0.33,0.42,0.4,0.38,0.23,0.45,0.38,0.43,0.33,0.34,0.38,0.41,0.34,0.39,0.4,0.39,0.35,0.33,0.34,0.38,0.38,0.37,0.36,0.55,0.34,0.34,0.39,0.3,0.36,0.35,0.32,0.31,0.36,0.21,0.36,0.32,0.33,0.32,0.33,0.34,0.33,0.31,0.17,0.31,0.37,0.33,0.28,0.34,0.29,0.23,0.45,0.27,0.28,0.32,0.26,0.36,0.0,0.24,0.37,0.3,0.29,0.31,0.27,0.25,0.32,0.25,0.29,0.32,0.28,0.29,0.27,0.24,0.28,0.25,0.25,0.41,0.25,0.28,0.0,0.27,0.22,0.0,0.24,0.25,0.2,0.25,0.25,0.23,0.23,0.21,0.23,0.24,0.21,0.2,0.19,0.19,0.23,0.21,0.22,0.21,0.23,0.2,0.21,0.0,0.0,0.22,0.22,0.23,0.2,0.2,0.17,0.19,0.21,0.0,0.22,0.0,0.18,0.2,0.21,0.18,0.0,0.22,0.2,0.0,0.0,0.0,0.23,0.2,0.0,0.21,0.21,0.0,0.3,0.0,0.24,0.31,0.0,0.0,0.2,0.18,0.18,0.18,0.0,0.0,0.2,0.25,0.19,0.0,0.21,0.0,0.0,0.19,0.17,0.19,0.0,0.0,0.25,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.43
08/11/2021,0.81,0.81,0.83,0.87,0.58,0.74,0.77,0.61,0.68,0.62,0.56,0.63,0.61,0.57,0.59,0.69,0.64,0.62,0.53,0.6,0.5,0.59,0.58,0.43,0.63,0.5,0.53,0.53,0.47,0.43,0.57,0.52,0.53,0.58,0.5,0.54,0.49,0.52,0.53,0.44,0.49,0.5,0.53,0.0,0.43,0.49,0.52,0.43,0.44,0.41,0.42,0.0,0.5,0.47,0.49,0.5,0.43,0.44,0.45,0.45,0.4,0.42,0.3,0.46,0.43,0.41,0.33,0.42,0.4,0.38,0.23,0.45,0.38,0.43,0.33,0.34,0.38,0.41,0.34,0.39,0.4,0.39,0.35,0.33,0.34,0.38,0.38,0.37,0.36,0.55,0.34,0.34,0.39,0.3,0.36,0.35,0.32,0.31,0.36,0.21,0.36,0.32,0.33,0.32,0.33,0.34,0.33,0.31,0.17,0.31,0.37,0.33,0.28,0.34,0.29,0.23,0.45,0.27,0.28,0.32,0.26,0.36,0.0,0.24,0.37,0.3,0.29,0.31,0.27,0.25,0.32,0.25,0.29,0.32,0.28,0.29,0.27,0.24,0.28,0.25,0.25,0.41,0.25,0.28,0.0,0.27,0.22,0.0,0.24,0.25,0.2,0.25,0.25,0.23,0.23,0.21,0.23,0.24,0.21,0.2,0.19,0.19,0.23,0.21,0.22,0.21,0.23,0.2,0.21,0.0,0.0,0.22,0.22,0.23,0.2,0.2,0.17,0.19,0.21,0.0,0.22,0.0,0.18,0.2,0.21,0.18,0.0,0.22,0.2,0.0,0.0,0.0,0.23,0.2,0.0,0.21,0.21,0.0,0.3,0.0,0.24,0.31,0.0,0.0,0.2,0.18,0.18,0.18,0.0,0.0,0.2,0.25,0.19,0.0,0.21,0.0,0.0,0.19,0.17,0.19,0.0,0.0,0.25,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.43
08/12/2021,0.79,0.83,0.83,0.88,0.59,0.76,0.77,0.6,0.67,0.63,0.54,0.63,0.61,0.59,0.58,0.7,0.63,0.63,0.53,0.61,0.5,0.58,0.59,0.41,0.63,0.49,0.52,0.53,0.47,0.44,0.59,0.52,0.53,0.58,0.5,0.54,0.48,0.51,0.54,0.44,0.49,0.5,0.53,0.0,0.43,0.49,0.51,0.43,0.44,0.41,0.42,0.0,0.5,0.46,0.49,0.5,0.43,0.44,0.45,0.45,0.39,0.41,0.29,0.46,0.43,0.41,0.33,0.43,0.4,0.38,0.23,0.44,0.38,0.43,0.33,0.34,0.39,0.41,0.33,0.39,0.4,0.39,0.36,0.32,0.34,0.38,0.37,0.37,0.36,0.55,0.35,0.34,0.39,0.31,0.36,0.34,0.32,0.31,0.36,0.21,0.36,0.33,0.33,0.32,0.33,0.34,0.32,0.31,0.17,0.31,0.37,0.33,0.28,0.34,0.29,0.22,0.46,0.27,0.29,0.32,0.27,0.37,0.0,0.24,0.37,0.31,0.29,0.31,0.28,0.24,0.31,0.26,0.29,0.32,0.28,0.29,0.27,0.24,0.27,0.25,0.25,0.41,0.25,0.28,0.0,0.27,0.22,0.0,0.24,0.25,0.19,0.25,0.24,0.23,0.23,0.21,0.23,0.24,0.21,0.2,0.19,0.2,0.24,0.22,0.22,0.21,0.23,0.2,0.21,0.0,0.0,0.21,0.22,0.23,0.2,0.2,0.17,0.19,0.21,0.0,0.22,0.0,0.18,0.2,0.21,0.18,0.0,0.22,0.2,0.0,0.0,0.0,0.23,0.2,0.0,0.21,0.21,0.0,0.3,0.0,0.24,0.34,0.0,0.17,0.19,0.18,0.18,0.18,0.0,0.0,0.21,0.26,0.19,0.0,0.21,0.0,0.0,0.19,0.17,0.18,0.0,0.0,0.25,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.46000000000001
08/13/2021,0.8,0.84,0.88,0.87,0.62,0.77,0.77,0.63,0.68,0.64,0.55,0.63,0.6,0.59,0.58,0.69,0.62,0.64,0.53,0.6,0.51,0.59,0.58,0.43,0.63,0.49,0.52,0.53,0.48,0.46,0.6,0.52,0.52,0.57,0.49,0.54,0.49,0.51,0.53,0.44,0.48,0.49,0.53,0.0,0.44,0.49,0.51,0.43,0.44,0.41,0.43,0.0,0.49,0.46,0.49,0.5,0.43,0.43,0.45,0.44,0.39,0.4,0.3,0.46,0.43,0.41,0.34,0.42,0.39,0.37,0.23,0.43,0.38,0.44,0.34,0.34,0.38,0.41,0.33,0.38,0.41,0.39,0.36,0.33,0.33,0.37,0.37,0.37,0.35,0.55,0.34,0.34,0.39,0.31,0.36,0.33,0.32,0.31,0.35,0.21,0.36,0.33,0.32,0.32,0.33,0.34,0.32,0.31,0.17,0.31,0.37,0.33,0.27,0.34,0.29,0.23,0.45,0.26,0.3,0.33,0.28,0.38,0.0,0.23,0.36,0.3,0.29,0.31,0.28,0.24,0.31,0.26,0.28,0.31,0.29,0.29,0.27,0.25,0.27,0.24,0.25,0.41,0.25,0.28,0.0,0.26,0.22,0.0,0.24,0.25,0.2,0.25,0.24,0.23,0.24,0.22,0.23,0.24,0.21,0.2,0.19,0.19,0.23,0.22,0.22,0.22,0.23,0.2,0.21,0.0,0.0,0.21,0.23,0.23,0.2,0.2,0.18,0.19,0.21,0.0,0.22,0.0,0.19,0.2,0.21,0.18,0.0,0.22,0.2,0.0,0.0,0.0,0.23,0.2,0.0,0.21,0.21,0.0,0.3,0.0,0.24,0.33,0.0,0.0,0.19,0.18,0.18,0.18,0.0,0.0,0.2,0.23,0.19,0.0,0.2,0.0,0.0,0.19,0.18,0.18,0.0,0.0,0.25,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5
08/16/2021,0.79,0.83,0.89,0.85,0.62,0.76,0.77,0.64,0.7,0.64,0.53,0.63,0.59,0.56,0.57,0.7,0.64,0.65,0.54,0.6,0.5,0.59,0.59,0.43,0.63,0.48,0.54,0.53,0.45,0.45,0.62,0.52,0.52,0.56,0.48,0.55,0.47,0.52,0.52,0.44,0.48,0.5,0.54,0.0,0.44,0.5,0.51,0.43,0.43,0.41,0.43,0.0,0.48,0.47,0.52,0.51,0.43,0.43,0.44,0.45,0.4,0.39,0.29,0.47,0.45,0.41,0.34,0.42,0.4,0.38,0.22,0.42,0.38,0.45,0.35,0.33,0.38,0.41,0.33,0.38,0.4,0.41,0.36,0.32,0.34,0.37,0.38,0.37,0.35,0.56,0.33,0.35,0.4,0.31,0.35,0.32,0.32,0.3,0.35,0.2,0.37,0.32,0.31,0.32,0.33,0.35,0.32,0.31,0.17,0.31,0.36,0.32,0.27,0.35,0.29,0.23,0.45,0.24,0.29,0.33,0.28,0.4,0.0,0.23,0.36,0.31,0.29,0.31,0.28,0.25,0.32,0.26,0.29,0.3,0.29,0.29,0.27,0.26,0.29,0.25,0.25,0.41,0.25,0.28,0.0,0.27,0.22,0.0,0.23,0.24,0.19,0.25,0.24,0.22,0.25,0.22,0.23,0.24,0.21,0.2,0.18,0.2,0.23,0.21,0.21,0.22,0.23,0.2,0.22,0.0,0.0,0.22,0.23,0.23,0.21,0.2,0.18,0.19,0.2,0.0,0.22,0.0,0.18,0.2,0.21,0.17,0.0,0.21,0.2,0.0,0.0,0.0,0.23,0.2,0.0,0.21,0.22,0.0,0.3,0.0,0.23,0.33,0.0,0.0,0.19,0.18,0.17,0.18,0.0,0.0,0.2,0.23,0.19,0.0,0.21,0.0,0.0,0.19,0.19,0.19,0.0,0.17,0.25,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.55000000000001
08/17/2021,0.78,0.82,0.9,0.85,0.63,0.75,0.77,0.63,0.69,0.63,0.52,0.64,0.6,0.54,0.54,0.7,0.65,0.65,0.54,0.6,0.49,0.6,0.58,0.41,0.63,0.48,0.54,0.53,0.43,0.44,0.63,0.52,0.53,0.54,0.48,0.56,0.45,0.53,0.52,0.43,0.48,0.5,0.54,0.0,0.43,0.5,0.52,0.43,0.44,0.41,0.42,0.0,0.49,0.47,0.51,0.52,0.43,0.44,0.44,0.46,0.41,0.4,0.28,0.47,0.45,0.41,0.33,0.43,0.4,0.38,0.21,0.43,0.38,0.44,0.35,0.34,0.38,0.41,0.33,0.39,0.39,0.41,0.36,0.32,0.33,0.37,0.38,0.37,0.35,0.55,0.33,0.35,0.4,0.32,0.35,0.31,0.31,0.31,0.35,0.2,0.37,0.32,0.32,0.33,0.33,0.35,0.33,0.3,0.17,0.31,0.37,0.33,0.27,0.35,0.29,0.22,0.45,0.24,0.29,0.33,0.27,0.39,0.0,0.23,0.36,0.3,0.29,0.31,0.28,0.26,0.32,0.25,0.3,0.3,0.29,0.29,0.27,0.26,0.29,0.25,0.25,0.42,0.25,0.28,0.0,0.27,0.22,0.0,0.23,0.24,0.19,0.25,0.24,0.22,0.26,0.22,0.23,0.23,0.21,0.2,0.18,0.2,0.23,0.22,0.21,0.22,0.23,0.2,0.22,0.0,0.0,0.22,0.24,0.23,0.22,0.2,0.17,0.19,0.21,0.0,0.22,0.0,0.18,0.2,0.21,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.23,0.2,0.0,0.21,0.21,0.0,0.3,0.0,0.25,0.33,0.0,0.0,0.19,0.18,0.17,0.17,0.0,0.0,0.2,0.22,0.18,0.0,0.21,0.0,0.0,0.19,0.18,0.19,0.0,0.17,0.24,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.44
08/18/2021,0.78,0.82,0.9,0.85,0.63,0.75,0.77,0.63,0.69,0.63,0.52,0.64,0.6,0.54,0.54,0.7,0.65,0.65,0.54,0.6,0.49,0.6,0.58,0.41,0.63,0.48,0.54,0.53,0.43,0.44,0.63,0.52,0.53,0.54,0.48,0.56,0.45,0.53,0.52,0.43,0.48,0.5,0.54,0.0,0.43,0.5,0.52,0.43,0.44,0.41,0.42,0.0,0.49,0.47,0.51,0.52,0.43,0.44,0.44,0.46,0.41,0.4,0.28,0.47,0.45,0.41,0.33,0.43,0.4,0.38,0.21,0.43,0.38,0.44,0.35,0.34,0.38,0.41,0.33,0.39,0.39,0.41,0.36,0.32,0.33,0.37,0.38,0.37,0.35,0.55,0.33,0.35,0.4,0.32,0.35,0.31,0.31,0.31,0.35,0.2,0.37,0.32,0.32,0.33,0.33,0.35,0.33,0.3,0.17,0.31,0.37,0.33,0.27,0.35,0.29,0.22,0.45,0.24,0.29,0.33,0.27,0.39,0.0,0.23,0.36,0.3,0.29,0.31,0.28,0.26,0.32,0.25,0.3,0.3,0.29,0.29,0.27,0.26,0.29,0.25,0.25,0.42,0.25,0.28,0.0,0.27,0.22,0.0,0.23,0.24,0.19,0.25,0.24,0.22,0.26,0.22,0.23,0.23,0.21,0.2,0.18,0.2,0.23,0.22,0.21,0.22,0.23,0.2,0.22,0.0,0.0,0.22,0.24,0.23,0.22,0.2,0.17,0.19,0.21,0.0,0.22,0.0,0.18,0.2,0.21,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.23,0.2,0.0,0.21,0.21,0.0,0.3,0.0,0.25,0.33,0.0,0.0,0.19,0.18,0.17,0.17,0.0,0.0,0.2,0.22,0.18,0.0,0.21,0.0,0.0,0.19,0.18,0.19,0.0,0.17,0.24,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.44
08/19/2021,0.78,0.82,0.9,0.85,0.63,0.75,0.77,0.63,0.69,0.63,0.52,0.64,0.6,0.54,0.54,0.7,0.65,0.65,0.54,0.6,0.49,0.6,0.58,0.41,0.63,0.48,0.54,0.53,0.43,0.44,0.63,0.52,0.53,0.54,0.48,0.56,0.45,0.53,0.52,0.43,0.48,0.5,0.54,0.0,0.43,0.5,0.52,0.43,0.44,0.41,0.42,0.0,0.49,0.47,0.51,0.52,0.43,0.44,0.44,0.46,0.41,0.4,0.28,0.47,0.45,0.41,0.33,0.43,0.4,0.38,0.21,0.43,0.38,0.44,0.35,0.34,0.38,0.41,0.33,0.39,0.39,0.41,0.36,0.32,0.33,0.37,0.38,0.37,0.35,0.55,0.33,0.35,0.4,0.32,0.35,0.31,0.31,0.31,0.35,0.2,0.37,0.32,0.32,0.33,0.33,0.35,0.33,0.3,0.17,0.31,0.37,0.33,0.27,0.35,0.29,0.22,0.45,0.24,0.29,0.33,0.27,0.39,0.0,0.23,0.36,0.3,0.29,0.31,0.28,0.26,0.32,0.25,0.3,0.3,0.29,0.29,0.27,0.26,0.29,0.25,0.25,0.42,0.25,0.28,0.0,0.27,0.22,0.0,0.23,0.24,0.19,0.25,0.24,0.22,0.26,0.22,0.23,0.23,0.21,0.2,0.18,0.2,0.23,0.22,0.21,0.22,0.23,0.2,0.22,0.0,0.0,0.22,0.24,0.23,0.22,0.2,0.17,0.19,0.21,0.0,0.22,0.0,0.18,0.2,0.21,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.23,0.2,0.0,0.21,0.21,0.0,0.3,0.0,0.25,0.33,0.0,0.0,0.19,0.18,0.17,0.17,0.0,0.0,0.2,0.22,0.18,0.0,0.21,0.0,0.0,0.19,0.18,0.19,0.0,0.17,0.24,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.44
08/20/2021,0.78,0.8,0.84,0.86,0.61,0.74,0.76,0.63,0.67,0.62,0.53,0.64,0.61,0.52,0.54,0.71,0.65,0.66,0.54,0.6,0.48,0.6,0.59,0.38,0.65,0.48,0.54,0.53,0.42,0.43,0.6,0.52,0.53,0.54,0.49,0.56,0.46,0.52,0.51,0.42,0.49,0.5,0.54,0.0,0.43,0.5,0.54,0.43,0.45,0.41,0.41,0.0,0.49,0.47,0.5,0.51,0.43,0.44,0.44,0.46,0.41,0.4,0.27,0.46,0.45,0.42,0.31,0.44,0.41,0.39,0.21,0.44,0.38,0.46,0.34,0.34,0.38,0.41,0.33,0.39,0.39,0.39,0.37,0.31,0.34,0.37,0.38,0.37,0.35,0.55,0.34,0.34,0.39,0.32,0.36,0.31,0.31,0.3,0.36,0.2,0.37,0.34,0.32,0.34,0.34,0.33,0.34,0.29,0.18,0.32,0.37,0.33,0.27,0.35,0.29,0.22,0.47,0.23,0.3,0.32,0.26,0.38,0.0,0.23,0.37,0.31,0.29,0.32,0.27,0.26,0.32,0.25,0.31,0.29,0.28,0.28,0.27,0.25,0.28,0.24,0.26,0.43,0.24,0.29,0.0,0.27,0.22,0.0,0.23,0.25,0.18,0.25,0.24,0.23,0.26,0.21,0.22,0.24,0.2,0.2,0.18,0.19,0.23,0.22,0.21,0.21,0.23,0.21,0.22,0.0,0.0,0.21,0.23,0.23,0.23,0.2,0.0,0.19,0.21,0.0,0.22,0.0,0.17,0.2,0.21,0.17,0.0,0.21,0.21,0.0,0.0,0.0,0.23,0.21,0.0,0.22,0.21,0.0,0.29,0.0,0.27,0.34,0.0,0.0,0.19,0.18,0.17,0.18,0.0,0.0,0.21,0.22,0.0,0.0,0.21,0.0,0.0,0.18,0.17,0.18,0.0,0.0,0.24,0.18,0.18,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.30000000000001
08/23/2021,0.74,0.77,0.77,0.87,0.64,0.9,0.77,0.61,0.7,0.64,0.51,0.61,0.61,0.51,0.53,0.72,0.63,0.66,0.54,0.6,0.45,0.58,0.61,0.36,0.66,0.49,0.53,0.53,0.41,0.46,0.59,0.51,0.53,0.55,0.48,0.57,0.42,0.53,0.5,0.41,0.49,0.51,0.54,0.0,0.4,0.5,0.55,0.42,0.46,0.42,0.45,0.0,0.49,0.45,0.48,0.51,0.43,0.43,0.44,0.45,0.41,0.4,0.29,0.47,0.45,0.43,0.3,0.45,0.41,0.38,0.19,0.44,0.38,0.45,0.34,0.35,0.38,0.41,0.33,0.39,0.38,0.4,0.38,0.3,0.33,0.37,0.38,0.37,0.35,0.56,0.34,0.35,0.39,0.31,0.36,0.29,0.31,0.31,0.36,0.22,0.37,0.33,0.33,0.34,0.34,0.34,0.35,0.3,0.0,0.32,0.37,0.33,0.27,0.35,0.29,0.21,0.48,0.23,0.3,0.31,0.26,0.37,0.0,0.23,0.38,0.32,0.29,0.32,0.28,0.26,0.3,0.25,0.3,0.3,0.28,0.26,0.27,0.26,0.29,0.24,0.25,0.44,0.25,0.29,0.0,0.27,0.22,0.0,0.23,0.25,0.18,0.25,0.25,0.23,0.26,0.22,0.21,0.24,0.2,0.2,0.18,0.19,0.24,0.21,0.21,0.21,0.23,0.2,0.22,0.0,0.0,0.21,0.22,0.23,0.22,0.2,0.19,0.19,0.21,0.0,0.22,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.21,0.0,0.0,0.0,0.24,0.21,0.0,0.22,0.2,0.0,0.29,0.0,0.27,0.35,0.0,0.0,0.19,0.18,0.18,0.18,0.0,0.18,0.2,0.22,0.0,0.0,0.21,0.17,0.0,0.18,0.18,0.18,0.0,0.18,0.24,0.18,0.18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.28999999999999
08/24/2021,0.72,0.74,0.77,0.86,0.67,0.92,0.8,0.59,0.71,0.68,0.5,0.6,0.6,0.5,0.52,0.73,0.63,0.66,0.54,0.6,0.45,0.57,0.61,0.36,0.66,0.49,0.52,0.53,0.4,0.46,0.58,0.51,0.53,0.55,0.49,0.57,0.43,0.55,0.5,0.41,0.49,0.51,0.54,0.0,0.4,0.49,0.55,0.42,0.45,0.42,0.45,0.0,0.49,0.45,0.48,0.52,0.43,0.43,0.44,0.45,0.41,0.4,0.29,0.47,0.45,0.43,0.3,0.44,0.41,0.37,0.2,0.44,0.38,0.46,0.35,0.35,0.39,0.42,0.33,0.39,0.38,0.4,0.38,0.29,0.33,0.37,0.38,0.37,0.35,0.56,0.34,0.35,0.38,0.32,0.36,0.28,0.3,0.31,0.36,0.21,0.37,0.34,0.33,0.34,0.34,0.34,0.35,0.31,0.0,0.32,0.37,0.33,0.27,0.35,0.29,0.2,0.48,0.23,0.3,0.32,0.27,0.37,0.0,0.23,0.38,0.31,0.3,0.32,0.27,0.27,0.31,0.25,0.31,0.3,0.27,0.26,0.28,0.26,0.29,0.24,0.25,0.43,0.25,0.29,0.0,0.28,0.22,0.0,0.23,0.25,0.18,0.25,0.25,0.23,0.27,0.21,0.2,0.24,0.2,0.2,0.18,0.19,0.24,0.2,0.21,0.21,0.23,0.2,0.22,0.0,0.0,0.21,0.21,0.23,0.23,0.2,0.2,0.19,0.21,0.0,0.22,0.0,0.18,0.2,0.2,0.0,0.0,0.2,0.21,0.0,0.0,0.0,0.24,0.21,0.0,0.22,0.21,0.0,0.29,0.0,0.26,0.34,0.0,0.0,0.19,0.18,0.18,0.18,0.0,0.18,0.2,0.22,0.0,0.0,0.21,0.17,0.0,0.18,0.18,0.0,0.0,0.18,0.23,0.18,0.18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.30000000000001
08/25/2021,0.72,0.74,0.77,0.86,0.67,0.92,0.8,0.59,0.71,0.68,0.5,0.6,0.6,0.5,0.52,0.73,0.63,0.66,0.54,0.6,0.45,0.57,0.61,0.36,0.66,0.49,0.52,0.53,0.4,0.46,0.58,0.51,0.53,0.55,0.49,0.57,0.43,0.55,0.5,0.41,0.49,0.51,0.54,0.0,0.4,0.49,0.55,0.42,0.45,0.42,0.45,0.0,0.49,0.45,0.48,0.52,0.43,0.43,0.44,0.45,0.41,0.4,0.29,0.47,0.45,0.43,0.3,0.44,0.41,0.37,0.2,0.44,0.38,0.46,0.35,0.35,0.39,0.42,0.33,0.39,0.38,0.4,0.38,0.29,0.33,0.37,0.38,0.37,0.35,0.56,0.34,0.35,0.38,0.32,0.36,0.28,0.3,0.31,0.36,0.21,0.37,0.34,0.33,0.34,0.34,0.34,0.35,0.31,0.0,0.32,0.37,0.33,0.27,0.35,0.29,0.2,0.48,0.23,0.3,0.32,0.27,0.37,0.0,0.23,0.38,0.31,0.3,0.32,0.27,0.27,0.31,0.25,0.31,0.3,0.27,0.26,0.28,0.26,0.29,0.24,0.25,0.43,0.25,0.29,0.0,0.28,0.22,0.0,0.23,0.25,0.18,0.25,0.25,0.23,0.27,0.21,0.2,0.24,0.2,0.2,0.18,0.19,0.24,0.2,0.21,0.21,0.23,0.2,0.22,0.0,0.0,0.21,0.21,0.23,0.23,0.2,0.2,0.19,0.21,0.0,0.22,0.0,0.18,0.2,0.2,0.0,0.0,0.2,0.21,0.0,0.0,0.0,0.24,0.21,0.0,0.22,0.21,0.0,0.29,0.0,0.26,0.34,0.0,0.0,0.19,0.18,0.18,0.18,0.0,0.18,0.2,0.22,0.0,0.0,0.21,0.17,0.0,0.18,0.18,0.0,0.0,0.18,0.23,0.18,0.18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.30000000000001
