,MSFT,AAPL,AMZN,GOOGL,FB,WMT,BRK.B,CSCO,INTC,HD,V,ORCL,VZ,T,PG,JPM,PFE,PM,LOW,PYPL,MA,TSLA,JNJ,BLK,UPS,IBM,QCOM,AMAT,TGT,MRK,ABBV,MMM,UNH,ADBE,CVS,HON,ACN,NFLX,BAC,CRM,MO,GILD,LMT,XOM,ABT,MDLZ,FDX,DHR,HCA,CSX,UNP,NSC,GM,CAT,KO,ADP,CVX,D,NVDA,EMR,NOC,F,MMC,CHTR,FCX,CL,COF,JCI,TT,KHC,GD,AMT,DOW,MDT,AON,CI,TROW,NOW,DD,PH,ALXN,STZ,DE,HPQ,CMI,PAYX,DIS,CMCSA,GIS,MU,LRCX,HSY,ADM,CCI,SWK,NXPI,CTVA,DFS,GLW,BBY,MCK,OXY,TXN,ANTM,NKE,WLTW,ATVI,CBRE,REGN,TMO,GRMN,ORLY,TSN,ILMN,LH,FITB,LLY,URI,ADSK,WFC,WY,KLAC,ITW,IP,PEP,CDW,MCD,MS,GWW,AJG,TMUS,AVGO,DLTR,DISH,TWTR,DOV,IT,EXPD,HAL,COST,AZO,LB,KMI,ROP,AMGN,OMC,STX,BA,GPC,NTAP,LIN,GS,BMY,First American Government Obligs X,PKI,NEE,CAG,AVY,C,FOXA,AMP,SNPS,EA,SCHW,ULTA,BEN,AXP,SBUX,INTU,MHK,HWM,EMN,VRTX,RTX,CDNS,AAP,LKQ,SJM,CTSH,WRK,GE,SYK,SBAC,WHR,EL,SPGI,AMD,IPG,ISRG,BKNG,CARR,USB,LEN,IVZ,K,AES,ANSS,SNA,MOS,IR,FGXXX,NWL,ZTS,PLD,NUE,NDAQ,MRNA,EOG,HES,TPR,BBWI WI,GE.,SHW,MPC,LYB,YUM,TEL,OKE,LHX,PPL,DGX,HOLX,TXT,PENN,PNR,CF,COP,SIVB,EBAY,BRO,MRO,TAP,J,ARE,SPG,SLB,WBA,PNC,VLO,RJF,WDC,RHI,ETN,CE,APA,FTV,KIM,SUM
08/26/2021,6.76,6.21,4.96,5.13,3.09,1.98,1.68,1.54,1.37,1.3,1.24,1.13,1.08,1.04,0.98,0.98,1.22,0.99,0.96,0.88,0.88,0.98,1.33,0.89,0.77,0.77,0.56,0.75,0.78,0.69,0.91,0.73,1.21,0.79,0.69,0.35,0.56,0.61,0.3,0.6,0.56,0.58,0.59,0.49,0.55,0.49,0.37,0.56,0.55,0.46,0.45,0.4,0.42,0.37,0.56,0.44,0.36,0.4,0.4,0.26,0.36,0.32,0.36,0.37,0.32,0.32,0.35,0.33,0.32,0.28,0.33,0.32,0.29,0.15,0.37,0.36,0.3,0.3,0.24,0.25,0.0,0.26,0.26,0.23,0.16,0.26,0.24,0.24,0.24,0.2,0.21,0.23,0.21,0.21,0.19,0.16,0.19,0.21,0.19,0.19,0.2,0.14,0.39,0.35,0.2,0.17,0.16,0.2,0.2,0.19,0.2,0.26,0.19,0.17,0.18,0.1,0.19,0.17,0.18,0.17,0.16,0.26,0.11,0.15,0.16,0.17,0.15,0.25,0.16,0.17,0.14,0.16,0.15,0.14,0.13,0.09,0.16,0.13,0.11,0.15,0.16,0.0,0.0,0.13,0.11,0.11,0.13,0.11,0.11,0.11,0.12,0.16,0.11,0.0,0.1,0.12,0.1,0.11,0.11,0.13,0.08,0.12,0.1,0.1,0.13,0.1,0.1,0.1,0.11,0.1,0.09,0.09,0.0,0.09,0.11,0.09,0.09,0.09,0.1,0.08,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.07,0.08,0.0,0.08,0.0,0.08,0.07,0.07,0.0,0.17,0.0,0.07,0.07,0.22,0.12,0.12,0.09,0.0,0.07,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.66
08/27/2021,6.7,6.2,5.01,5.16,3.1,1.96,1.68,1.55,1.38,1.28,1.23,1.12,1.07,1.03,0.97,0.98,1.18,0.98,0.95,0.89,0.88,0.98,1.31,0.88,0.77,0.77,0.56,0.74,0.77,0.68,0.91,0.73,1.2,0.78,0.69,0.35,0.56,0.61,0.31,0.6,0.56,0.57,0.6,0.5,0.55,0.49,0.38,0.56,0.55,0.45,0.44,0.39,0.43,0.38,0.55,0.43,0.36,0.4,0.4,0.26,0.36,0.32,0.36,0.37,0.33,0.31,0.35,0.33,0.33,0.28,0.33,0.31,0.3,0.15,0.37,0.37,0.3,0.3,0.24,0.25,0.0,0.26,0.26,0.24,0.16,0.25,0.24,0.24,0.23,0.2,0.21,0.22,0.21,0.21,0.19,0.16,0.19,0.21,0.19,0.2,0.2,0.15,0.39,0.35,0.2,0.17,0.16,0.2,0.2,0.19,0.21,0.26,0.18,0.17,0.18,0.1,0.19,0.17,0.19,0.17,0.16,0.26,0.11,0.15,0.16,0.17,0.15,0.25,0.16,0.17,0.14,0.15,0.15,0.14,0.13,0.09,0.16,0.13,0.11,0.15,0.16,0.0,0.0,0.13,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.16,0.12,0.0,0.1,0.12,0.1,0.11,0.11,0.13,0.08,0.12,0.1,0.1,0.13,0.1,0.1,0.1,0.11,0.1,0.09,0.09,0.0,0.1,0.11,0.09,0.09,0.09,0.1,0.08,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.07,0.08,0.0,0.17,0.0,0.07,0.07,0.23,0.12,0.12,0.09,0.0,0.07,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.54
08/30/2021,6.6,6.04,5.03,5.23,3.09,1.71,1.68,1.57,1.29,1.37,1.22,1.02,1.03,0.95,0.49,0.75,1.5,1.0,0.74,0.88,0.87,0.94,1.5,0.9,0.87,0.75,0.14,0.75,0.77,0.71,1.31,0.73,0.78,0.78,0.68,0.14,0.58,0.6,0.31,0.62,0.57,0.57,0.61,0.67,0.55,0.49,0.0,0.57,0.55,0.46,0.49,0.32,0.45,0.34,0.82,0.51,0.36,0.0,0.41,0.39,0.31,0.33,0.31,0.37,0.33,0.31,0.1,0.34,0.32,0.27,0.31,0.31,0.3,0.16,0.15,0.45,0.3,0.3,0.24,0.25,0.0,0.25,0.2,0.24,0.21,0.25,0.24,0.24,0.09,0.2,0.51,0.22,0.21,0.2,0.19,0.0,0.0,0.21,0.21,0.21,0.2,0.14,0.15,0.51,0.2,0.0,0.16,0.0,0.2,0.19,0.17,0.26,0.18,0.17,0.18,0.0,0.19,0.0,0.17,0.25,0.16,0.28,0.0,0.15,0.16,0.0,0.46,0.54,0.16,0.18,0.14,0.16,0.13,0.14,0.13,0.09,0.16,0.13,0.09,0.15,0.21,0.0,0.15,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.37,0.12,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.09,0.12,0.1,0.24,0.13,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.08,0.47,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.07,0.0,0.0,0.08,0.08,0.07,0.0,0.0,0.0,0.07,0.07,0.23,0.07,0.12,0.24,0.13,0.0,0.12,0.0,0.07,0.23,0.21,0.18,0.15,0.15,0.14,0.14,0.11,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.19
08/31/2021,6.6,6.04,5.03,5.23,3.09,1.71,1.68,1.57,1.29,1.37,1.22,1.02,1.03,0.95,0.49,0.75,1.5,1.0,0.74,0.88,0.87,0.94,1.5,0.9,0.87,0.75,0.14,0.75,0.77,0.71,1.31,0.73,0.78,0.78,0.68,0.14,0.58,0.6,0.31,0.62,0.57,0.57,0.61,0.67,0.55,0.49,0.0,0.57,0.55,0.46,0.49,0.32,0.45,0.34,0.82,0.51,0.36,0.0,0.41,0.39,0.31,0.33,0.31,0.37,0.33,0.31,0.1,0.34,0.32,0.27,0.31,0.31,0.3,0.16,0.15,0.45,0.3,0.3,0.24,0.25,0.0,0.25,0.2,0.24,0.21,0.25,0.24,0.24,0.09,0.2,0.51,0.22,0.21,0.2,0.19,0.0,0.0,0.21,0.21,0.21,0.2,0.14,0.15,0.51,0.2,0.0,0.16,0.0,0.2,0.19,0.17,0.26,0.18,0.17,0.18,0.0,0.19,0.0,0.17,0.25,0.16,0.28,0.0,0.15,0.16,0.0,0.46,0.54,0.16,0.18,0.14,0.16,0.13,0.14,0.13,0.09,0.16,0.13,0.09,0.15,0.21,0.0,0.15,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.37,0.12,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.09,0.12,0.1,0.24,0.13,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.08,0.47,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.07,0.0,0.0,0.08,0.08,0.07,0.0,0.0,0.0,0.07,0.07,0.23,0.07,0.12,0.24,0.13,0.0,0.12,0.0,0.07,0.23,0.21,0.18,0.15,0.15,0.14,0.14,0.11,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.19
09/01/2021,6.55,6.03,5.04,5.28,3.14,1.68,1.67,1.55,1.3,1.36,1.22,1.02,1.02,0.94,0.49,0.75,1.46,1.0,0.74,0.88,0.87,0.95,1.49,0.91,0.86,0.75,0.14,0.77,0.76,0.7,1.29,0.72,0.77,0.78,0.68,0.14,0.58,0.61,0.31,0.61,0.57,0.57,0.61,0.68,0.54,0.49,0.0,0.56,0.55,0.46,0.49,0.32,0.45,0.34,0.81,0.51,0.37,0.0,0.41,0.39,0.3,0.33,0.32,0.37,0.35,0.31,0.1,0.33,0.31,0.27,0.31,0.31,0.31,0.16,0.15,0.45,0.31,0.31,0.24,0.25,0.0,0.25,0.2,0.23,0.21,0.25,0.24,0.24,0.09,0.21,0.53,0.22,0.21,0.2,0.19,0.0,0.0,0.22,0.21,0.21,0.2,0.15,0.15,0.51,0.19,0.0,0.16,0.0,0.2,0.19,0.17,0.25,0.18,0.17,0.18,0.0,0.19,0.0,0.17,0.25,0.17,0.28,0.0,0.15,0.16,0.0,0.46,0.55,0.16,0.18,0.14,0.16,0.13,0.14,0.13,0.09,0.16,0.13,0.09,0.15,0.2,0.0,0.15,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.37,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.1,0.12,0.1,0.25,0.13,0.1,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.08,0.48,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.07,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.07,0.23,0.07,0.12,0.25,0.13,0.07,0.12,0.0,0.0,0.24,0.22,0.18,0.15,0.15,0.14,0.14,0.11,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.19
09/02/2021,6.55,6.03,5.04,5.28,3.14,1.68,1.67,1.55,1.3,1.36,1.22,1.02,1.02,0.94,0.49,0.75,1.46,1.0,0.74,0.88,0.87,0.95,1.49,0.91,0.86,0.75,0.14,0.77,0.76,0.7,1.29,0.72,0.77,0.78,0.68,0.14,0.58,0.61,0.31,0.61,0.57,0.57,0.61,0.68,0.54,0.49,0.0,0.56,0.55,0.46,0.49,0.32,0.45,0.34,0.81,0.51,0.37,0.0,0.41,0.39,0.3,0.33,0.32,0.37,0.35,0.31,0.1,0.33,0.31,0.27,0.31,0.31,0.31,0.16,0.15,0.45,0.31,0.31,0.24,0.25,0.0,0.25,0.2,0.23,0.21,0.25,0.24,0.24,0.09,0.21,0.53,0.22,0.21,0.2,0.19,0.0,0.0,0.22,0.21,0.21,0.2,0.15,0.15,0.51,0.19,0.0,0.16,0.0,0.2,0.19,0.17,0.25,0.18,0.17,0.18,0.0,0.19,0.0,0.17,0.25,0.17,0.28,0.0,0.15,0.16,0.0,0.46,0.55,0.16,0.18,0.14,0.16,0.13,0.14,0.13,0.09,0.16,0.13,0.09,0.15,0.2,0.0,0.15,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.37,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.1,0.12,0.1,0.25,0.13,0.1,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.08,0.48,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.07,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.07,0.23,0.07,0.12,0.25,0.13,0.07,0.12,0.0,0.0,0.24,0.22,0.18,0.15,0.15,0.14,0.14,0.11,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.19
09/03/2021,6.61,6.19,5.12,5.27,3.19,1.69,1.66,1.55,1.29,1.37,1.21,1.02,1.02,0.94,0.49,0.73,1.46,1.0,0.73,0.91,0.86,0.97,1.49,0.9,0.86,0.74,0.14,0.76,0.76,0.7,1.3,0.73,0.77,0.78,0.69,0.14,0.58,0.61,0.31,0.61,0.57,0.57,0.61,0.67,0.55,0.49,0.0,0.57,0.55,0.45,0.48,0.31,0.44,0.34,0.82,0.51,0.36,0.0,0.41,0.39,0.3,0.33,0.31,0.37,0.35,0.31,0.09,0.33,0.31,0.27,0.3,0.32,0.3,0.16,0.15,0.44,0.3,0.31,0.24,0.25,0.0,0.25,0.2,0.24,0.21,0.25,0.24,0.24,0.09,0.2,0.53,0.22,0.21,0.2,0.19,0.0,0.0,0.2,0.2,0.21,0.2,0.15,0.15,0.5,0.19,0.0,0.15,0.0,0.2,0.19,0.17,0.25,0.18,0.16,0.18,0.0,0.19,0.0,0.17,0.24,0.17,0.28,0.0,0.15,0.16,0.0,0.45,0.54,0.16,0.18,0.14,0.16,0.13,0.14,0.13,0.09,0.16,0.13,0.09,0.15,0.2,0.0,0.15,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.36,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.09,0.12,0.1,0.24,0.13,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.08,0.48,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.07,0.0,0.0,0.08,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.23,0.07,0.11,0.24,0.13,0.0,0.12,0.0,0.07,0.23,0.21,0.18,0.15,0.15,0.14,0.14,0.11,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.27
09/06/2021,6.58,6.17,5.22,5.31,3.21,1.69,1.66,1.55,1.29,1.36,1.21,1.03,1.02,0.94,0.49,0.73,1.44,1.01,0.72,0.91,0.85,0.98,1.49,0.89,0.88,0.74,0.14,0.75,0.75,0.7,1.21,0.72,0.77,0.78,0.7,0.14,0.59,0.63,0.3,0.61,0.58,0.57,0.6,0.66,0.55,0.49,0.0,0.58,0.55,0.44,0.47,0.3,0.44,0.33,0.83,0.5,0.35,0.0,0.41,0.38,0.3,0.33,0.32,0.37,0.34,0.31,0.09,0.33,0.31,0.27,0.3,0.32,0.29,0.16,0.15,0.45,0.3,0.31,0.24,0.24,0.0,0.25,0.2,0.24,0.21,0.25,0.24,0.24,0.09,0.2,0.52,0.23,0.21,0.21,0.19,0.0,0.0,0.2,0.2,0.21,0.2,0.15,0.15,0.5,0.19,0.0,0.16,0.0,0.2,0.19,0.17,0.25,0.18,0.17,0.18,0.0,0.18,0.0,0.16,0.22,0.17,0.27,0.0,0.15,0.16,0.0,0.46,0.54,0.15,0.18,0.14,0.16,0.13,0.14,0.13,0.09,0.16,0.13,0.09,0.15,0.2,0.0,0.15,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.36,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.09,0.12,0.1,0.24,0.13,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.08,0.47,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.07,0.08,0.07,0.0,0.0,0.08,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.22,0.08,0.12,0.24,0.13,0.0,0.11,0.0,0.07,0.23,0.2,0.18,0.15,0.14,0.14,0.14,0.11,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.15000000000002
09/07/2021,6.55,6.2,5.18,5.22,3.14,1.7,1.66,1.56,1.29,1.37,1.17,1.02,1.03,0.96,0.49,0.73,1.46,1.03,0.73,0.9,0.83,0.97,1.5,0.9,0.88,0.75,0.14,0.76,0.75,0.7,1.2,0.72,0.78,0.78,0.71,0.14,0.59,0.64,0.3,0.6,0.59,0.57,0.6,0.67,0.56,0.49,0.0,0.58,0.55,0.44,0.48,0.3,0.44,0.34,0.83,0.5,0.36,0.0,0.41,0.39,0.31,0.33,0.32,0.37,0.34,0.31,0.09,0.33,0.31,0.27,0.31,0.33,0.29,0.16,0.15,0.47,0.3,0.32,0.24,0.24,0.0,0.25,0.2,0.24,0.21,0.25,0.24,0.24,0.09,0.2,0.52,0.22,0.21,0.21,0.19,0.0,0.0,0.2,0.2,0.21,0.2,0.16,0.15,0.52,0.19,0.0,0.15,0.0,0.2,0.19,0.17,0.25,0.18,0.17,0.19,0.0,0.19,0.0,0.15,0.22,0.17,0.28,0.0,0.15,0.16,0.0,0.46,0.54,0.16,0.18,0.13,0.16,0.13,0.15,0.13,0.09,0.17,0.13,0.09,0.15,0.2,0.0,0.15,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.36,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.09,0.13,0.1,0.24,0.13,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.09,0.48,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.07,0.08,0.07,0.0,0.0,0.08,0.08,0.07,0.0,0.0,0.0,0.07,0.07,0.22,0.08,0.12,0.24,0.13,0.0,0.11,0.0,0.07,0.23,0.2,0.18,0.15,0.15,0.14,0.14,0.11,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.25
09/08/2021,6.55,6.2,5.18,5.22,3.14,1.7,1.66,1.56,1.29,1.37,1.17,1.02,1.03,0.96,0.49,0.73,1.46,1.03,0.73,0.9,0.83,0.97,1.5,0.9,0.88,0.75,0.14,0.76,0.75,0.7,1.2,0.72,0.78,0.78,0.71,0.14,0.59,0.64,0.3,0.6,0.59,0.57,0.6,0.67,0.56,0.49,0.0,0.58,0.55,0.44,0.48,0.3,0.44,0.34,0.83,0.5,0.36,0.0,0.41,0.39,0.31,0.33,0.32,0.37,0.34,0.31,0.09,0.33,0.31,0.27,0.31,0.33,0.29,0.16,0.15,0.47,0.3,0.32,0.24,0.24,0.0,0.25,0.2,0.24,0.21,0.25,0.24,0.24,0.09,0.2,0.52,0.22,0.21,0.21,0.19,0.0,0.0,0.2,0.2,0.21,0.2,0.16,0.15,0.52,0.19,0.0,0.15,0.0,0.2,0.19,0.17,0.25,0.18,0.17,0.19,0.0,0.19,0.0,0.15,0.22,0.17,0.28,0.0,0.15,0.16,0.0,0.46,0.54,0.16,0.18,0.13,0.16,0.13,0.15,0.13,0.09,0.17,0.13,0.09,0.15,0.2,0.0,0.15,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.36,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.09,0.13,0.1,0.24,0.13,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.09,0.48,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.07,0.08,0.07,0.0,0.0,0.08,0.08,0.07,0.0,0.0,0.0,0.07,0.07,0.22,0.08,0.12,0.24,0.13,0.0,0.11,0.0,0.07,0.23,0.2,0.18,0.15,0.15,0.14,0.14,0.11,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.25
09/09/2021,6.55,6.23,5.2,5.24,3.15,1.71,1.64,1.55,1.28,1.39,1.18,1.02,1.03,0.95,0.49,0.73,1.46,1.03,0.73,0.91,0.83,0.97,1.5,0.89,0.88,0.74,0.14,0.76,0.75,0.71,1.2,0.72,0.78,0.78,0.71,0.14,0.59,0.64,0.3,0.61,0.59,0.57,0.6,0.67,0.56,0.49,0.0,0.58,0.55,0.43,0.47,0.3,0.44,0.34,0.83,0.5,0.36,0.0,0.41,0.39,0.3,0.32,0.32,0.37,0.34,0.31,0.09,0.33,0.31,0.27,0.31,0.33,0.29,0.16,0.16,0.46,0.3,0.33,0.23,0.24,0.0,0.25,0.2,0.24,0.21,0.25,0.24,0.24,0.09,0.2,0.53,0.22,0.21,0.21,0.19,0.0,0.0,0.2,0.2,0.2,0.2,0.15,0.15,0.51,0.19,0.0,0.15,0.0,0.2,0.19,0.17,0.25,0.18,0.17,0.18,0.0,0.19,0.0,0.16,0.22,0.17,0.28,0.0,0.15,0.16,0.0,0.46,0.54,0.15,0.18,0.13,0.16,0.13,0.15,0.13,0.09,0.17,0.13,0.09,0.15,0.2,0.0,0.15,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.36,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.09,0.13,0.1,0.23,0.13,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.09,0.47,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.07,0.08,0.07,0.0,0.0,0.08,0.07,0.07,0.0,0.0,0.0,0.07,0.08,0.22,0.08,0.12,0.24,0.13,0.0,0.11,0.0,0.07,0.23,0.2,0.18,0.14,0.15,0.14,0.14,0.11,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.23000000000002
09/10/2021,6.55,6.35,5.27,5.28,3.21,1.69,1.63,1.55,1.29,1.38,1.19,1.01,1.02,0.95,0.49,0.73,1.46,1.03,0.73,0.93,0.84,1.0,1.48,0.88,0.87,0.74,0.14,0.77,0.74,0.7,1.18,0.69,0.78,0.78,0.71,0.13,0.59,0.66,0.31,0.61,0.59,0.56,0.59,0.67,0.56,0.48,0.0,0.58,0.55,0.43,0.47,0.3,0.44,0.33,0.81,0.49,0.36,0.0,0.41,0.38,0.3,0.33,0.32,0.37,0.34,0.31,0.09,0.33,0.3,0.27,0.31,0.33,0.29,0.16,0.15,0.46,0.3,0.32,0.23,0.24,0.0,0.25,0.19,0.23,0.21,0.25,0.24,0.24,0.09,0.2,0.52,0.22,0.21,0.21,0.18,0.0,0.0,0.2,0.2,0.2,0.2,0.15,0.15,0.51,0.19,0.0,0.15,0.0,0.2,0.2,0.17,0.25,0.18,0.17,0.18,0.0,0.18,0.0,0.16,0.22,0.17,0.28,0.0,0.15,0.16,0.0,0.46,0.54,0.15,0.18,0.13,0.16,0.13,0.15,0.13,0.09,0.17,0.13,0.09,0.15,0.2,0.0,0.15,0.12,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.36,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.09,0.13,0.1,0.23,0.13,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.08,0.47,0.09,0.1,0.08,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.07,0.08,0.07,0.0,0.0,0.08,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.22,0.08,0.13,0.24,0.13,0.0,0.11,0.0,0.07,0.23,0.2,0.18,0.14,0.15,0.14,0.14,0.12,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3
