,BAC,MSFT,NXPI,GM,EXC,JCI,LLY,GLPI,AGO,C,REGN,URI,ABBV,CHTR,APO,FCX,002960.SZ,DOW,NOC,UNP,PEP,COP,AIG,BJ,PG,RDN,ANTM,HLT,TXN,TMO,NRG,ORLY,WMT,AMT,ATVI,LUV,CMCSA,TMUS,VLO,CTVA,BXP,DXC,KEY,301012.SZ,n/a,MCK,PNC,ORCL,VNO,XOM,SUM
09/10/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/13/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/14/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/15/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/16/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/17/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/20/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/21/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/22/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/23/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/24/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/27/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/28/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/29/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/30/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/01/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/04/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/05/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/06/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/07/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/08/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/11/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/12/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/13/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/14/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/15/2021,4.65,4.47,3.68,3.64,3.32,3.3,3.23,3.22,3.18,3.15,3.1,3.07,2.98,2.97,2.71,2.7,0.0,2.42,2.35,2.26,2.24,2.2,2.14,2.09,2.04,2.0,1.98,1.91,1.72,1.69,1.62,1.61,1.5,1.47,1.44,1.41,1.37,1.34,1.34,1.31,0.99,0.91,0.64,0.0,2.63,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/18/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
10/19/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
10/20/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
10/21/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
10/22/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
10/25/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
10/26/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
10/27/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
10/28/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
10/29/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/01/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/02/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/03/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/04/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/05/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/08/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/09/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/10/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/11/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/12/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/15/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/16/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/17/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/18/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/19/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/22/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/23/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
