,MSFT,GOOG,GOOGL,NVDA,TSLA,V,HD,PG,MA,PYPL,DIS,ADBE,VZ,CRM,INTC,CSCO,KO,PEP,ABBV,NKE,MRK,ACN,TXN,MCD,ORCL,UPS,LIN,UNP,BMY,LOW,AMGN,INTU,BLK,SBUX,AMAT,IBM,TGT,AMT,CAT,AXP,AMD,MMM,NOW,DE,SCHW,SPGI,ZTS,BKNG,PLD,LRCX,MDLZ,GILD,ADP,CI,COP,PNC,CME,CSX,EL,TFC,EQIX,CB,BDX,MMC,SHW,ITW,ILMN,NSC,EW,ICE,CL,ADSK,APD,MCO,ADI,ETN,HUM,HCA,PGR,IDXX,ECL,BIIB,VRTX,NEM,ROP,JCI,IQV,TROW,A,KMB,SLB,TEL,TT,ALGN,INFO,WDAY,DLR,CNC,APTV,DXCM,SRE,SPG,XTSLA,ALL,PRU,EA,PPG,BK,MCHP,PH,CDNS,MAR,SYY,MPC,TRV,HPQ,MSI,CTSH,SBAC,RMD,GIS,IFF,PSX,CMI,HLT,FTNT,ROK,SWKS,FRC,ADM,SWK,PXD,MTD,FAST,WLTW,AVB,PCAR,GLW,OKTA,VLO,SIVB,ANSS,AJG,WST,VFC,ES,NUE,EQR,OXY,CBRE,KEYS,WEC,STT,AMP,AWK,ZBRA,CPRT,KSU,WY,BBY,LH,DELL,BLL,KR,KHC,CERN,HES,KDP,ED,OKE,HIG,WORK,EXPD,TRU,DOV,XYL,PPL,TSCO,KMX,MKC,TDOC,WAT,FTV,URI,GRMN,NTRS,CLX,SPLK,DRI,KEY,ALB,PAYC,GWW,COO,FE,HBAN,TRMB,LNG,CMS,AVY,DGX,AMCR,TECH,DVN,OMC,ABC,HOLX,PEAK,DRE,DPZ,ULTA,CAG,RF,CFG,RCL,IEX,MTB,ANSGR.IS,ALLY,USD,PODD,ON,HPE,POOL,PFG,MS,STE,BISXX,BKR,VMW,ANTM,NXPI,SNPS,CARR,HUBS,WELL,WMB,DFS,SYF,CHD,STX,SUM
07/23/2021,9.94,3.84,3.77,2.29,2.52,2.04,1.74,1.71,1.65,1.65,1.59,1.45,1.14,1.09,1.11,1.12,1.13,1.07,1.02,1.01,0.96,0.98,0.86,0.87,0.84,0.76,0.75,0.72,0.74,0.7,0.71,0.69,0.67,0.69,0.6,0.62,0.63,0.62,0.56,0.57,0.52,0.58,0.55,0.51,0.49,0.5,0.47,0.43,0.47,0.43,0.45,0.43,0.43,0.41,0.37,0.38,0.37,0.35,0.37,0.36,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.32,0.33,0.33,0.33,0.32,0.31,0.32,0.29,0.3,0.29,0.34,0.27,0.28,0.27,0.24,0.25,0.24,0.26,0.25,0.23,0.23,0.23,0.23,0.19,0.22,0.23,0.23,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.2,0.12,0.19,0.19,0.2,0.19,0.2,0.18,0.19,0.19,0.18,0.18,0.17,0.19,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.15,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.16,0.14,0.17,0.15,0.14,0.16,0.15,0.15,0.15,0.13,0.16,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.12,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.14,0.15,0.13,0.12,0.1,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.53
07/26/2021,9.92,3.85,3.78,2.37,2.48,2.03,1.73,1.69,1.66,1.65,1.58,1.44,1.14,1.16,1.12,1.12,1.14,1.05,1.02,1.01,0.95,0.98,0.88,0.87,0.84,0.75,0.76,0.72,0.74,0.7,0.7,0.69,0.66,0.69,0.62,0.62,0.63,0.61,0.57,0.58,0.53,0.57,0.55,0.52,0.49,0.49,0.46,0.44,0.46,0.45,0.45,0.42,0.43,0.4,0.38,0.39,0.37,0.36,0.37,0.37,0.36,0.38,0.35,0.36,0.35,0.36,0.35,0.32,0.33,0.33,0.33,0.33,0.31,0.31,0.3,0.3,0.29,0.33,0.27,0.28,0.27,0.24,0.25,0.24,0.25,0.25,0.23,0.23,0.22,0.23,0.2,0.23,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.12,0.19,0.2,0.2,0.19,0.21,0.19,0.19,0.19,0.19,0.18,0.17,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.16,0.15,0.17,0.15,0.14,0.16,0.15,0.15,0.15,0.13,0.16,0.15,0.13,0.13,0.13,0.14,0.14,0.15,0.12,0.14,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.1,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.59
07/27/2021,10.07,3.86,3.79,2.38,2.45,2.03,1.73,1.67,1.66,1.66,1.56,1.47,1.14,1.18,1.12,1.13,1.14,1.05,1.02,1.02,0.95,0.98,0.83,0.87,0.85,0.75,0.76,0.72,0.75,0.71,0.69,0.7,0.65,0.71,0.62,0.62,0.63,0.61,0.56,0.58,0.54,0.57,0.56,0.51,0.48,0.5,0.47,0.44,0.46,0.45,0.44,0.42,0.43,0.4,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.37,0.36,0.36,0.35,0.35,0.35,0.33,0.33,0.33,0.32,0.33,0.31,0.32,0.29,0.3,0.29,0.33,0.27,0.29,0.27,0.24,0.25,0.24,0.25,0.25,0.23,0.23,0.23,0.22,0.19,0.22,0.23,0.23,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.12,0.19,0.19,0.2,0.19,0.2,0.18,0.19,0.2,0.19,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.15,0.17,0.17,0.18,0.17,0.15,0.17,0.16,0.16,0.15,0.17,0.15,0.14,0.15,0.15,0.15,0.15,0.13,0.16,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.12,0.14,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.1,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.69
07/28/2021,10.09,3.95,3.89,2.35,2.4,2.05,1.74,1.67,1.69,1.67,1.55,1.46,1.12,1.17,1.05,1.13,1.13,1.05,1.01,1.03,0.95,0.98,0.84,0.88,0.82,0.74,0.76,0.72,0.74,0.71,0.7,0.7,0.64,0.72,0.62,0.61,0.64,0.62,0.56,0.58,0.54,0.56,0.56,0.51,0.48,0.49,0.47,0.44,0.46,0.45,0.45,0.42,0.43,0.4,0.36,0.38,0.37,0.36,0.37,0.36,0.36,0.36,0.35,0.36,0.36,0.35,0.35,0.32,0.33,0.33,0.33,0.33,0.31,0.31,0.29,0.3,0.3,0.33,0.27,0.29,0.27,0.24,0.25,0.23,0.25,0.25,0.23,0.23,0.23,0.22,0.19,0.22,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.22,0.2,0.2,0.17,0.19,0.19,0.2,0.19,0.2,0.18,0.19,0.2,0.19,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.15,0.17,0.17,0.19,0.17,0.15,0.17,0.16,0.16,0.14,0.17,0.15,0.14,0.15,0.15,0.15,0.15,0.13,0.15,0.15,0.13,0.14,0.13,0.14,0.14,0.15,0.12,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.1,0.12,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7
07/29/2021,10.05,4.0,3.91,2.32,2.45,2.06,1.73,1.68,1.69,1.66,1.57,1.44,1.12,1.17,1.07,1.14,1.13,1.05,1.01,1.02,0.95,0.98,0.84,0.88,0.82,0.73,0.76,0.72,0.74,0.7,0.69,0.7,0.64,0.72,0.62,0.62,0.63,0.61,0.56,0.57,0.54,0.57,0.56,0.51,0.48,0.48,0.46,0.44,0.46,0.44,0.44,0.42,0.43,0.39,0.37,0.38,0.37,0.37,0.37,0.36,0.36,0.37,0.35,0.36,0.35,0.35,0.35,0.32,0.33,0.33,0.33,0.34,0.31,0.31,0.29,0.3,0.29,0.32,0.27,0.28,0.27,0.25,0.25,0.23,0.25,0.25,0.23,0.23,0.22,0.22,0.2,0.22,0.23,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.17,0.19,0.19,0.2,0.19,0.2,0.18,0.19,0.2,0.19,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.17,0.17,0.18,0.17,0.15,0.17,0.16,0.16,0.14,0.17,0.15,0.13,0.15,0.15,0.15,0.15,0.13,0.15,0.15,0.13,0.14,0.13,0.14,0.14,0.15,0.12,0.15,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.1,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.68
07/30/2021,10.02,3.94,3.87,2.32,2.42,2.08,1.72,1.69,1.69,1.63,1.59,1.44,1.13,1.15,1.05,1.14,1.14,1.06,1.02,1.02,0.96,0.99,0.83,0.9,0.82,0.69,0.76,0.71,0.74,0.69,0.69,0.7,0.64,0.72,0.6,0.62,0.63,0.62,0.56,0.58,0.54,0.57,0.56,0.51,0.47,0.49,0.47,0.45,0.47,0.43,0.45,0.42,0.43,0.39,0.37,0.38,0.37,0.36,0.37,0.36,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.32,0.34,0.33,0.33,0.33,0.31,0.31,0.29,0.3,0.29,0.33,0.27,0.29,0.28,0.25,0.26,0.24,0.25,0.25,0.23,0.23,0.22,0.23,0.2,0.22,0.23,0.23,0.21,0.2,0.21,0.2,0.21,0.21,0.21,0.2,0.17,0.19,0.19,0.2,0.19,0.2,0.18,0.2,0.19,0.19,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.19,0.18,0.18,0.16,0.17,0.17,0.18,0.17,0.15,0.17,0.16,0.16,0.14,0.17,0.15,0.13,0.16,0.14,0.15,0.15,0.13,0.15,0.15,0.13,0.14,0.14,0.15,0.15,0.15,0.12,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.1,0.12,0.13,0.11,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.64
08/02/2021,9.96,3.91,3.96,2.36,2.52,2.04,1.71,1.67,1.67,1.53,1.57,1.44,1.12,1.15,1.06,1.13,1.13,1.05,1.02,1.03,0.94,0.98,0.85,0.88,0.81,0.67,0.76,0.71,0.74,0.69,0.68,0.7,0.64,0.7,0.61,0.62,0.64,0.61,0.56,0.57,0.61,0.56,0.56,0.52,0.48,0.5,0.47,0.44,0.46,0.43,0.43,0.43,0.43,0.39,0.37,0.38,0.37,0.36,0.37,0.36,0.34,0.37,0.36,0.36,0.36,0.35,0.35,0.31,0.34,0.33,0.33,0.34,0.31,0.31,0.3,0.3,0.27,0.33,0.27,0.29,0.27,0.24,0.25,0.24,0.25,0.25,0.23,0.23,0.23,0.22,0.2,0.24,0.23,0.25,0.21,0.21,0.2,0.2,0.22,0.21,0.2,0.2,0.17,0.19,0.2,0.2,0.19,0.21,0.18,0.19,0.2,0.2,0.19,0.18,0.18,0.17,0.18,0.19,0.18,0.19,0.17,0.18,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.16,0.15,0.15,0.17,0.15,0.13,0.16,0.14,0.16,0.15,0.13,0.15,0.15,0.13,0.15,0.14,0.14,0.15,0.15,0.12,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.12,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.1,0.12,0.12,0.12,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.61
08/03/2021,9.93,3.88,3.94,2.35,2.57,2.03,1.72,1.7,1.66,1.49,1.55,1.45,1.12,1.14,1.06,1.14,1.14,1.05,1.0,1.04,0.95,0.98,0.85,0.88,0.81,0.67,0.78,0.71,0.74,0.69,0.68,0.71,0.64,0.7,0.62,0.61,0.64,0.61,0.55,0.57,0.63,0.56,0.56,0.52,0.48,0.5,0.47,0.43,0.46,0.44,0.43,0.42,0.44,0.39,0.37,0.38,0.37,0.36,0.37,0.36,0.36,0.37,0.36,0.36,0.36,0.35,0.35,0.32,0.34,0.33,0.31,0.34,0.31,0.31,0.3,0.31,0.27,0.33,0.27,0.28,0.28,0.24,0.25,0.24,0.25,0.25,0.23,0.23,0.23,0.22,0.2,0.24,0.24,0.25,0.21,0.21,0.21,0.19,0.22,0.24,0.2,0.2,0.18,0.19,0.19,0.2,0.19,0.21,0.19,0.2,0.2,0.2,0.18,0.17,0.18,0.18,0.18,0.19,0.18,0.19,0.17,0.18,0.16,0.17,0.18,0.18,0.17,0.15,0.17,0.16,0.15,0.15,0.17,0.15,0.13,0.15,0.14,0.16,0.15,0.13,0.15,0.16,0.13,0.15,0.13,0.14,0.15,0.14,0.12,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.12,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.1,0.12,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.1,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.65
08/04/2021,9.93,3.88,3.94,2.35,2.57,2.03,1.72,1.7,1.66,1.49,1.55,1.45,1.12,1.14,1.06,1.14,1.14,1.05,1.0,1.04,0.95,0.98,0.85,0.88,0.81,0.67,0.78,0.71,0.74,0.69,0.68,0.71,0.64,0.7,0.62,0.61,0.64,0.61,0.55,0.57,0.63,0.56,0.56,0.52,0.48,0.5,0.47,0.43,0.46,0.44,0.43,0.42,0.44,0.39,0.37,0.38,0.37,0.36,0.37,0.36,0.36,0.37,0.36,0.36,0.36,0.35,0.35,0.32,0.34,0.33,0.31,0.34,0.31,0.31,0.3,0.31,0.27,0.33,0.27,0.28,0.28,0.24,0.25,0.24,0.25,0.25,0.23,0.23,0.23,0.22,0.2,0.24,0.24,0.25,0.21,0.21,0.21,0.19,0.22,0.24,0.2,0.2,0.18,0.19,0.19,0.2,0.19,0.21,0.19,0.2,0.2,0.2,0.18,0.17,0.18,0.18,0.18,0.19,0.18,0.19,0.17,0.18,0.16,0.17,0.18,0.18,0.17,0.15,0.17,0.16,0.15,0.15,0.17,0.15,0.13,0.15,0.14,0.16,0.15,0.13,0.15,0.16,0.13,0.15,0.13,0.14,0.15,0.14,0.12,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.12,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.1,0.12,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.1,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.65
08/05/2021,9.93,3.88,3.94,2.35,2.57,2.03,1.72,1.7,1.66,1.49,1.55,1.45,1.12,1.14,1.06,1.14,1.14,1.05,1.0,1.04,0.95,0.98,0.85,0.88,0.81,0.67,0.78,0.71,0.74,0.69,0.68,0.71,0.64,0.7,0.62,0.61,0.64,0.61,0.55,0.57,0.63,0.56,0.56,0.52,0.48,0.5,0.47,0.43,0.46,0.44,0.43,0.42,0.44,0.39,0.37,0.38,0.37,0.36,0.37,0.36,0.36,0.37,0.36,0.36,0.36,0.35,0.35,0.32,0.34,0.33,0.31,0.34,0.31,0.31,0.3,0.31,0.27,0.33,0.27,0.28,0.28,0.24,0.25,0.24,0.25,0.25,0.23,0.23,0.23,0.22,0.2,0.24,0.24,0.25,0.21,0.21,0.21,0.19,0.22,0.24,0.2,0.2,0.18,0.19,0.19,0.2,0.19,0.21,0.19,0.2,0.2,0.2,0.18,0.17,0.18,0.18,0.18,0.19,0.18,0.19,0.17,0.18,0.16,0.17,0.18,0.18,0.17,0.15,0.17,0.16,0.15,0.15,0.17,0.15,0.13,0.15,0.14,0.16,0.15,0.13,0.15,0.16,0.13,0.15,0.13,0.14,0.15,0.14,0.12,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.12,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.12,0.1,0.12,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.1,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.65
08/06/2021,9.96,3.89,3.95,2.37,2.64,1.95,1.73,1.72,1.58,1.47,1.52,1.44,1.12,1.13,1.06,1.15,1.13,1.05,0.99,1.05,0.94,0.98,0.84,0.86,0.83,0.68,0.77,0.71,0.75,0.69,0.68,0.7,0.65,0.68,0.63,0.62,0.64,0.61,0.55,0.56,0.66,0.56,0.56,0.53,0.47,0.51,0.47,0.42,0.46,0.45,0.43,0.42,0.44,0.4,0.37,0.38,0.36,0.36,0.36,0.36,0.35,0.38,0.36,0.37,0.37,0.35,0.35,0.32,0.35,0.32,0.31,0.35,0.31,0.31,0.3,0.31,0.27,0.33,0.27,0.29,0.27,0.25,0.25,0.24,0.25,0.25,0.23,0.23,0.23,0.22,0.2,0.24,0.24,0.25,0.21,0.2,0.21,0.2,0.22,0.24,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.21,0.19,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.16,0.17,0.17,0.2,0.17,0.15,0.17,0.16,0.16,0.15,0.17,0.16,0.13,0.15,0.14,0.15,0.14,0.14,0.15,0.16,0.13,0.15,0.13,0.15,0.16,0.14,0.12,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.12,0.12,0.13,0.14,0.13,0.13,0.15,0.13,0.12,0.1,0.12,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.0,0.0,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.74
08/09/2021,10.02,3.9,3.96,2.47,2.65,1.97,1.73,1.7,1.59,1.51,1.55,1.46,1.11,1.18,1.06,1.14,1.12,1.03,0.98,1.07,0.92,0.98,0.86,0.85,0.83,0.66,0.77,0.71,0.74,0.67,0.65,0.71,0.66,0.68,0.63,0.62,0.63,0.61,0.55,0.56,0.66,0.55,0.56,0.52,0.48,0.51,0.47,0.44,0.47,0.45,0.42,0.42,0.44,0.35,0.37,0.38,0.36,0.36,0.36,0.36,0.36,0.38,0.34,0.37,0.36,0.35,0.36,0.31,0.35,0.32,0.31,0.35,0.31,0.31,0.3,0.31,0.26,0.33,0.27,0.29,0.27,0.25,0.25,0.24,0.25,0.25,0.23,0.23,0.23,0.22,0.19,0.24,0.22,0.25,0.22,0.21,0.21,0.19,0.21,0.24,0.2,0.21,0.11,0.19,0.2,0.19,0.19,0.21,0.19,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.19,0.17,0.18,0.16,0.16,0.17,0.2,0.18,0.15,0.17,0.16,0.15,0.15,0.17,0.15,0.14,0.15,0.13,0.15,0.15,0.13,0.15,0.16,0.13,0.15,0.13,0.15,0.15,0.14,0.12,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.12,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.12,0.1,0.12,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.12,0.11,0.11,0.12,0.11,0.1,0.11,0.0,0.0,0.12,0.11,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.74
08/10/2021,10.02,3.9,3.94,2.44,2.59,1.98,1.72,1.68,1.6,1.5,1.55,1.46,1.1,1.18,1.06,1.13,1.12,1.03,0.98,1.06,0.92,0.99,0.86,0.85,0.83,0.67,0.77,0.71,0.74,0.67,0.64,0.71,0.66,0.68,0.63,0.62,0.63,0.61,0.55,0.57,0.64,0.55,0.56,0.53,0.5,0.51,0.46,0.43,0.46,0.45,0.42,0.42,0.44,0.36,0.37,0.39,0.36,0.36,0.36,0.37,0.35,0.38,0.34,0.37,0.37,0.35,0.35,0.31,0.35,0.33,0.31,0.35,0.31,0.31,0.31,0.31,0.26,0.33,0.27,0.28,0.27,0.25,0.25,0.23,0.25,0.25,0.23,0.24,0.23,0.22,0.19,0.24,0.23,0.25,0.22,0.2,0.21,0.19,0.21,0.24,0.2,0.21,0.0,0.19,0.2,0.19,0.19,0.21,0.19,0.19,0.2,0.19,0.18,0.18,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.18,0.16,0.16,0.17,0.2,0.18,0.15,0.17,0.16,0.15,0.15,0.17,0.15,0.13,0.15,0.13,0.15,0.14,0.13,0.16,0.16,0.13,0.15,0.13,0.15,0.15,0.14,0.12,0.16,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.12,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.12,0.1,0.12,0.12,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.0,0.1,0.13,0.12,0.0,0.1,0.1,0.1,0.11,0.1,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.62
