,UNFI,M,C6M.,PBF,CYH,GPI,SAH,BBBY,ODP,SPTN,ANDE,GNW,NSIT,ABG,OMI,RLGY,SANM,BIG,UFPI,VRTV,SEM,BCC,SIG,ABM,ARNC,OI,REZI,MGLN,COKE,MTH,GME,AXL,CVET,KELYA,UFS,AEL,FDP,MDC,S7V.,HUBG,GVA,ANF,DBD,GMS,COOP,CCS,PBI,PLXS,PSMT,AAWW,BLMN,ARCB,LCII,MHO,GCI,MDP,TSE,EAT,AIT,MTOR,WGO,AMN,PARR,LGIH,AMCX,FUL,RCII,HI,SWN,FIX,MOG.A,MATX,ENSG,GFF,PATK,MANT,ECHO,STC,CNXN,ATI,MLI,DBI,HTH,MYRG,SYKE,CAL,GEO,SCSC,PMT,VSTO,ITRI,CPS,TTEC,AJRD,REGI,TTMI,KTB,VGR,ENDP,GIII,GCO,UVV,RRC,GPRE,GES,SSP,DHR.,FL2P.,SAIA,UIS,CAKE,BHE,GBX,HNI,EPC,HIBB,SNBR,HZO,SCL,CLW,KFY,FN,NBR,RILY,POLY,ACA,TGI,CXW,MD,UNF,IBP,HSC,SKYW,KRA,PLCE,TBI,TUP,SPXC,WWW,AMWD,DHC,JBT,DLX,CBB,RYAM,SENEA,MDRX,KOP,SJI,AAN,ECPG,OII,WTS,SNEX,AEIS,CENX,MODV,AIR,CHS,PLUS,KWR,IRBT,PIPR,DIOD,CENT,FLOW,CNSL,MATW,FOSL,CALM,CENTA,LZB,UCTT,SM,LDL,HMN,USCR,MERC,GDOT,FWRD,FELE,WNC,AVA,CRS,VG,BNED,WIRE,CPE,SPNT,PDCE,CONN,BKE,APOG,NTGR,RDNT,VTOL,GTLS,ZUMZ,MTRN,SCVL,STMP,SGH,AMEH,ASIX,SXC,DORM,CORE,SBH,FBC,BGS,DNOW,CEIX,SHOO,USNA,CVCO,ZEUS,TWI,UNIT,ALG,THRM,ITGR,EXLS,OSIS,CCRN,ROCK,KLIC,AGPXX,n/a,MOG/A,MMSI,PRAA,WD,FIZZ,HCC,INT,THS,HCSG,KALU,CHEF,SCHL,MTDR,MNRO,ABCB,ALGT,SMP,SVC,CN4.,HP,SUM
07/09/2021,3.34,2.29,1.93,1.42,1.39,1.3,1.19,1.08,1.06,1.0,0.99,0.99,0.96,0.94,0.94,0.82,0.78,0.72,0.71,0.7,0.69,0.69,0.67,0.65,0.65,0.63,0.62,0.57,0.56,0.54,0.54,0.52,0.51,0.5,0.5,0.48,0.47,0.47,0.45,0.44,0.44,0.44,0.43,0.42,0.42,0.42,0.41,0.41,0.4,0.38,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.34,0.34,0.34,0.34,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.86
07/12/2021,3.36,2.31,1.94,1.37,1.42,1.49,1.25,1.04,1.08,1.0,0.98,0.95,0.95,0.97,1.0,0.81,0.78,0.72,0.72,0.73,0.68,0.71,0.65,0.64,0.66,0.64,0.62,0.56,0.56,0.53,0.51,0.5,0.51,0.49,0.49,0.47,0.47,0.46,0.44,0.44,0.43,0.43,0.43,0.41,0.43,0.41,0.46,0.41,0.41,0.38,0.37,0.37,0.37,0.36,0.35,0.36,0.36,0.35,0.35,0.35,0.34,0.33,0.35,0.33,0.32,0.33,0.32,0.32,0.32,0.32,0.32,0.33,0.3,0.3,0.3,0.3,0.29,0.29,0.28,0.3,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.26,0.24,0.25,0.24,0.21,0.24,0.25,0.23,0.26,0.25,0.23,0.23,0.24,0.24,0.23,0.23,0.22,0.22,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.22,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.03
07/13/2021,3.36,2.31,1.94,1.37,1.42,1.49,1.25,1.04,1.08,1.0,0.98,0.95,0.95,0.97,1.0,0.81,0.78,0.72,0.72,0.73,0.68,0.71,0.65,0.64,0.66,0.64,0.62,0.56,0.56,0.53,0.51,0.5,0.51,0.49,0.49,0.47,0.47,0.46,0.44,0.44,0.43,0.43,0.43,0.41,0.43,0.41,0.46,0.41,0.41,0.38,0.37,0.37,0.37,0.36,0.35,0.36,0.36,0.35,0.35,0.35,0.34,0.33,0.35,0.33,0.32,0.33,0.32,0.32,0.32,0.32,0.32,0.33,0.3,0.3,0.3,0.3,0.29,0.29,0.28,0.3,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.26,0.24,0.25,0.24,0.21,0.24,0.25,0.23,0.26,0.25,0.23,0.23,0.24,0.24,0.23,0.23,0.22,0.22,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.22,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.03
07/14/2021,3.36,2.31,1.94,1.37,1.42,1.49,1.25,1.04,1.08,1.0,0.98,0.95,0.95,0.97,1.0,0.81,0.78,0.72,0.72,0.73,0.68,0.71,0.65,0.64,0.66,0.64,0.62,0.56,0.56,0.53,0.51,0.5,0.51,0.49,0.49,0.47,0.47,0.46,0.44,0.44,0.43,0.43,0.43,0.41,0.43,0.41,0.46,0.41,0.41,0.38,0.37,0.37,0.37,0.36,0.35,0.36,0.36,0.35,0.35,0.35,0.34,0.33,0.35,0.33,0.32,0.33,0.32,0.32,0.32,0.32,0.32,0.33,0.3,0.3,0.3,0.3,0.29,0.29,0.28,0.3,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.26,0.24,0.25,0.24,0.21,0.24,0.25,0.23,0.26,0.25,0.23,0.23,0.24,0.24,0.23,0.23,0.22,0.22,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.22,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.03
07/15/2021,3.18,2.36,1.93,1.31,1.42,1.46,1.27,1.06,1.08,1.0,0.97,0.95,0.95,0.99,1.0,0.82,0.78,0.69,0.73,0.73,0.68,0.71,0.65,0.65,0.66,0.63,0.62,0.56,0.58,0.53,0.5,0.5,0.52,0.49,0.49,0.48,0.47,0.46,0.44,0.44,0.44,0.43,0.43,0.41,0.43,0.41,0.45,0.41,0.4,0.38,0.38,0.38,0.37,0.36,0.36,0.36,0.36,0.37,0.35,0.35,0.34,0.34,0.35,0.33,0.32,0.33,0.32,0.33,0.32,0.32,0.31,0.32,0.3,0.3,0.31,0.3,0.29,0.3,0.28,0.31,0.28,0.29,0.28,0.29,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.26,0.24,0.25,0.24,0.2,0.24,0.25,0.23,0.25,0.25,0.23,0.23,0.23,0.24,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.22,0.23,0.22,0.21,0.21,0.2,0.19,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.22,0.21,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.00999999999999
07/16/2021,3.2,2.34,1.95,1.27,1.39,1.46,1.29,1.05,1.08,1.01,0.96,0.93,0.94,1.02,0.99,0.79,0.79,0.7,0.72,0.72,0.69,0.72,0.65,0.66,0.64,0.63,0.61,0.57,0.59,0.53,0.49,0.47,0.51,0.49,0.5,0.48,0.47,0.45,0.44,0.44,0.44,0.43,0.42,0.41,0.43,0.4,0.44,0.41,0.41,0.38,0.39,0.38,0.37,0.35,0.35,0.37,0.36,0.37,0.35,0.35,0.33,0.34,0.34,0.32,0.31,0.33,0.32,0.32,0.33,0.32,0.31,0.32,0.31,0.3,0.31,0.31,0.3,0.29,0.28,0.3,0.28,0.28,0.27,0.29,0.28,0.27,0.26,0.26,0.26,0.26,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.24,0.2,0.24,0.25,0.23,0.26,0.24,0.23,0.23,0.23,0.24,0.23,0.22,0.23,0.22,0.23,0.22,0.22,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.21,0.2,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.22,0.21,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.19,0.2,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.0,0.0,0.0,0.16,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.83
07/19/2021,3.2,2.26,1.96,1.14,1.36,1.46,1.33,1.01,1.07,1.05,0.97,0.96,0.96,1.03,0.99,0.81,0.8,0.7,0.72,0.74,0.67,0.64,0.62,0.71,0.64,0.63,0.6,0.58,0.61,0.54,0.46,0.47,0.5,0.49,0.51,0.5,0.48,0.46,0.45,0.46,0.43,0.41,0.42,0.42,0.43,0.4,0.43,0.42,0.4,0.38,0.37,0.39,0.38,0.37,0.36,0.38,0.36,0.35,0.36,0.36,0.33,0.34,0.32,0.33,0.3,0.34,0.32,0.33,0.31,0.32,0.31,0.33,0.31,0.31,0.31,0.31,0.3,0.3,0.29,0.3,0.29,0.27,0.28,0.29,0.28,0.26,0.26,0.26,0.25,0.26,0.25,0.24,0.26,0.25,0.26,0.25,0.25,0.25,0.2,0.23,0.24,0.24,0.24,0.24,0.23,0.23,0.24,0.25,0.23,0.22,0.23,0.22,0.24,0.23,0.22,0.22,0.23,0.23,0.22,0.23,0.22,0.22,0.19,0.2,0.19,0.21,0.2,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.19,0.2,0.19,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.2,0.17,0.2,0.19,0.18,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.18,0.17,0.16,0.16,0.0,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.17,0.15,0.0,0.16,0.0,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8
07/20/2021,3.13,2.22,0.0,1.05,1.39,1.47,1.32,1.01,1.07,1.06,0.95,0.95,0.97,1.03,1.03,0.8,0.79,0.7,0.72,0.73,0.68,0.62,0.6,0.72,0.64,0.62,0.59,0.59,0.63,0.54,0.48,0.46,0.49,0.49,0.52,0.5,0.49,0.47,0.0,0.45,0.43,0.41,0.4,0.42,0.43,0.41,0.43,0.42,0.41,0.38,0.37,0.37,0.39,0.36,0.36,0.37,0.34,0.35,0.36,0.36,0.33,0.34,0.31,0.33,0.3,0.34,0.33,0.33,0.3,0.32,0.32,0.33,0.31,0.31,0.32,0.32,0.31,0.31,0.29,0.29,0.29,0.27,0.28,0.29,0.29,0.25,0.26,0.27,0.26,0.26,0.24,0.24,0.26,0.26,0.27,0.25,0.25,0.25,0.2,0.23,0.23,0.24,0.24,0.24,0.22,0.23,0.0,0.0,0.23,0.21,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.23,0.23,0.22,0.22,0.18,0.2,0.19,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.22,0.19,0.2,0.19,0.22,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.19,0.2,0.18,0.2,0.17,0.2,0.2,0.17,0.18,0.19,0.19,0.17,0.19,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.18,0.17,0.16,0.15,0.0,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.15,0.0,0.16,0.0,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.17,0.16,0.0,0.15,0.0,0.14,1.98,0.45,0.25,0.24,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.63
07/21/2021,3.13,2.21,1.98,1.05,1.38,1.47,1.31,1.01,1.07,1.06,0.95,0.95,0.97,1.03,1.03,0.8,0.79,0.7,0.72,0.73,0.68,0.62,0.61,0.72,0.64,0.62,0.59,0.6,0.63,0.54,0.48,0.47,0.5,0.49,0.52,0.51,0.5,0.48,0.45,0.45,0.43,0.41,0.41,0.43,0.44,0.41,0.44,0.42,0.42,0.38,0.38,0.37,0.39,0.37,0.37,0.38,0.34,0.35,0.37,0.36,0.33,0.34,0.32,0.33,0.3,0.34,0.33,0.33,0.3,0.32,0.32,0.33,0.31,0.31,0.32,0.32,0.31,0.31,0.29,0.29,0.29,0.27,0.28,0.29,0.29,0.25,0.26,0.27,0.26,0.26,0.24,0.24,0.26,0.26,0.27,0.25,0.25,0.25,0.2,0.23,0.23,0.24,0.24,0.24,0.22,0.23,0.24,0.25,0.23,0.21,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.23,0.23,0.22,0.22,0.18,0.2,0.19,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.22,0.19,0.2,0.19,0.22,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.19,0.2,0.18,0.2,0.17,0.2,0.2,0.17,0.18,0.19,0.19,0.17,0.19,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.18,0.17,0.16,0.15,0.0,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.17,0.15,0.0,0.16,0.0,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.17,0.16,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.78999999999999
07/22/2021,3.13,2.22,0.0,1.05,1.39,1.47,1.32,1.01,1.07,1.06,0.95,0.95,0.97,1.03,1.03,0.8,0.79,0.7,0.72,0.73,0.68,0.62,0.6,0.72,0.64,0.62,0.59,0.59,0.63,0.54,0.48,0.46,0.49,0.49,0.52,0.5,0.49,0.47,0.0,0.45,0.43,0.41,0.4,0.42,0.43,0.41,0.43,0.42,0.41,0.38,0.37,0.37,0.39,0.36,0.36,0.37,0.34,0.35,0.36,0.36,0.33,0.34,0.31,0.33,0.3,0.34,0.33,0.33,0.3,0.32,0.32,0.33,0.31,0.31,0.32,0.32,0.31,0.31,0.29,0.29,0.29,0.27,0.28,0.29,0.29,0.25,0.26,0.27,0.26,0.26,0.24,0.24,0.26,0.26,0.27,0.25,0.25,0.25,0.2,0.23,0.23,0.24,0.24,0.24,0.22,0.23,0.0,0.0,0.23,0.21,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.23,0.23,0.22,0.22,0.18,0.2,0.19,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.22,0.19,0.2,0.19,0.22,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.19,0.2,0.18,0.2,0.17,0.2,0.2,0.17,0.18,0.19,0.19,0.17,0.19,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.18,0.17,0.16,0.15,0.0,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.15,0.0,0.16,0.0,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.17,0.16,0.0,0.15,0.0,0.14,1.98,0.45,0.25,0.24,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.63
