,UNFI,M,C6M.,PBF,CYH,GPI,SAH,BBBY,ODP,SPTN,ANDE,GNW,NSIT,ABG,OMI,RLGY,SANM,BIG,UFPI,VRTV,SEM,BCC,SIG,ABM,ARNC,OI,REZI,MGLN,COKE,MTH,GME,AXL,CVET,KELYA,UFS,AEL,FDP,MDC,S7V.,HUBG,GVA,ANF,DBD,GMS,COOP,CCS,PBI,PLXS,PSMT,AAWW,BLMN,ARCB,LCII,MHO,GCI,MDP,TSE,EAT,AIT,MTOR,WGO,AMN,PARR,LGIH,AMCX,FUL,RCII,HI,SWN,FIX,MOG.A,MATX,ENSG,GFF,PATK,MANT,ECHO,STC,CNXN,ATI,MLI,DBI,HTH,MYRG,SYKE,CAL,GEO,SCSC,PMT,VSTO,ITRI,CPS,TTEC,AJRD,REGI,TTMI,KTB,VGR,ENDP,GIII,GCO,UVV,RRC,GPRE,GES,SSP,DHR.,FL2P.,SAIA,UIS,CAKE,BHE,GBX,HNI,EPC,HIBB,SNBR,HZO,SCL,CLW,KFY,FN,NBR,RILY,POLY,ACA,TGI,CXW,MD,UNF,IBP,HSC,SKYW,KRA,PLCE,TBI,TUP,SPXC,WWW,AMWD,DHC,JBT,DLX,CBB,RYAM,SENEA,MDRX,KOP,SJI,AAN,ECPG,OII,WTS,SNEX,AEIS,CENX,MODV,AIR,CHS,PLUS,KWR,IRBT,PIPR,DIOD,CENT,FLOW,CNSL,MATW,FOSL,CALM,CENTA,LZB,UCTT,SM,LDL,HMN,USCR,MERC,GDOT,FWRD,FELE,WNC,AVA,CRS,VG,BNED,WIRE,CPE,SPNT,PDCE,CONN,BKE,APOG,NTGR,RDNT,VTOL,GTLS,ZUMZ,MTRN,SCVL,STMP,SGH,AMEH,ASIX,SXC,DORM,CORE,SBH,FBC,BGS,DNOW,CEIX,SHOO,USNA,CVCO,ZEUS,TWI,UNIT,ALG,THRM,ITGR,EXLS,OSIS,CCRN,ROCK,KLIC,AGPXX,n/a,MOG/A,MMSI,PRAA,WD,FIZZ,HCC,INT,THS,HCSG,KALU,CHEF,SCHL,MTDR,MNRO,ABCB,ALGT,SMP,SVC,CN4.,HP,SUM
07/23/2021,3.15,2.18,1.97,1.03,1.45,1.52,1.36,1.07,1.11,1.08,0.95,0.88,0.97,1.07,1.09,0.8,0.78,0.72,0.73,0.74,0.69,0.62,0.58,0.71,0.63,0.59,0.6,0.59,0.63,0.56,0.53,0.48,0.51,0.48,0.52,0.5,0.49,0.48,0.47,0.44,0.44,0.4,0.4,0.42,0.44,0.42,0.43,0.42,0.41,0.38,0.36,0.37,0.41,0.37,0.39,0.38,0.34,0.35,0.37,0.37,0.36,0.35,0.3,0.34,0.29,0.33,0.34,0.34,0.29,0.32,0.31,0.33,0.31,0.31,0.32,0.31,0.29,0.3,0.29,0.29,0.3,0.25,0.27,0.3,0.29,0.25,0.27,0.27,0.25,0.26,0.25,0.24,0.26,0.26,0.27,0.25,0.25,0.24,0.24,0.23,0.24,0.23,0.23,0.24,0.21,0.22,0.24,0.24,0.23,0.21,0.23,0.22,0.23,0.22,0.22,0.23,0.24,0.24,0.23,0.23,0.22,0.22,0.18,0.19,0.2,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.18,0.2,0.2,0.22,0.2,0.2,0.2,0.21,0.21,0.2,0.18,0.21,0.19,0.19,0.19,0.18,0.2,0.16,0.2,0.2,0.18,0.18,0.19,0.18,0.17,0.19,0.18,0.18,0.17,0.17,0.17,0.21,0.18,0.17,0.16,0.18,0.17,0.16,0.17,0.0,0.17,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.17,0.15,0.0,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.13
07/26/2021,3.07,2.2,0.0,1.0,1.33,1.52,1.36,1.09,1.1,1.06,0.91,0.92,0.97,1.09,1.11,0.82,0.77,0.72,0.75,0.74,0.67,0.63,0.6,0.7,0.63,0.58,0.62,0.59,0.62,0.56,0.5,0.47,0.51,0.48,0.52,0.5,0.47,0.49,0.0,0.44,0.43,0.4,0.41,0.44,0.46,0.42,0.43,0.41,0.4,0.38,0.37,0.37,0.41,0.38,0.39,0.38,0.34,0.35,0.36,0.36,0.35,0.35,0.32,0.34,0.29,0.33,0.34,0.34,0.3,0.32,0.31,0.33,0.3,0.31,0.33,0.31,0.3,0.31,0.29,0.29,0.3,0.26,0.27,0.3,0.29,0.26,0.27,0.27,0.25,0.26,0.25,0.23,0.26,0.26,0.27,0.25,0.25,0.24,0.28,0.23,0.24,0.22,0.24,0.25,0.21,0.22,0.0,0.0,0.23,0.2,0.24,0.21,0.23,0.22,0.22,0.22,0.2,0.25,0.22,0.23,0.22,0.22,0.18,0.19,0.2,0.2,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.19,0.2,0.19,0.22,0.2,0.2,0.19,0.21,0.2,0.2,0.19,0.21,0.19,0.19,0.19,0.18,0.19,0.17,0.2,0.2,0.18,0.2,0.19,0.18,0.17,0.19,0.18,0.18,0.17,0.17,0.17,0.21,0.17,0.17,0.16,0.17,0.16,0.15,0.17,0.0,0.17,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.15,0.0,0.15,0.0,0.15,0.14,0.15,0.0,0.15,0.15,0.16,0.0,0.0,0.14,0.17,0.15,0.18,0.15,0.0,0.0,1.94,0.47,0.24,0.23,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.92
07/27/2021,3.08,2.15,1.94,0.96,1.31,1.5,1.36,1.05,1.12,1.07,0.9,0.89,0.98,1.09,1.08,0.83,0.78,0.72,0.74,0.75,0.68,0.62,0.6,0.71,0.64,0.58,0.63,0.59,0.63,0.58,0.5,0.47,0.51,0.48,0.52,0.51,0.48,0.5,0.48,0.45,0.44,0.39,0.41,0.45,0.45,0.43,0.43,0.42,0.41,0.38,0.37,0.37,0.41,0.39,0.39,0.38,0.34,0.34,0.37,0.36,0.36,0.35,0.32,0.35,0.28,0.33,0.35,0.34,0.3,0.32,0.31,0.33,0.31,0.31,0.33,0.31,0.3,0.32,0.3,0.29,0.3,0.26,0.26,0.31,0.29,0.26,0.27,0.26,0.25,0.26,0.26,0.23,0.26,0.26,0.26,0.25,0.25,0.24,0.28,0.23,0.24,0.23,0.24,0.25,0.22,0.23,0.23,0.24,0.24,0.2,0.23,0.21,0.23,0.22,0.22,0.23,0.2,0.26,0.22,0.23,0.22,0.22,0.18,0.2,0.2,0.21,0.21,0.2,0.21,0.21,0.22,0.2,0.2,0.22,0.19,0.2,0.19,0.22,0.21,0.2,0.19,0.21,0.2,0.2,0.19,0.21,0.19,0.19,0.19,0.17,0.19,0.17,0.2,0.2,0.18,0.19,0.19,0.18,0.17,0.19,0.18,0.18,0.17,0.17,0.17,0.21,0.17,0.17,0.16,0.17,0.17,0.15,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.17,0.15,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.16,0.15,0.15,0.0,0.0,0.0,0.16,0.15,0.21,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.03
07/28/2021,3.08,2.15,1.94,0.96,1.31,1.5,1.36,1.05,1.12,1.07,0.9,0.89,0.98,1.09,1.08,0.83,0.78,0.72,0.74,0.75,0.68,0.62,0.6,0.71,0.64,0.58,0.63,0.59,0.63,0.58,0.5,0.47,0.51,0.48,0.52,0.51,0.48,0.5,0.48,0.45,0.44,0.39,0.41,0.45,0.45,0.43,0.43,0.42,0.41,0.38,0.37,0.37,0.41,0.39,0.39,0.38,0.34,0.34,0.37,0.36,0.36,0.35,0.32,0.35,0.28,0.33,0.35,0.34,0.3,0.32,0.31,0.33,0.31,0.31,0.33,0.31,0.3,0.32,0.3,0.29,0.3,0.26,0.26,0.31,0.29,0.26,0.27,0.26,0.25,0.26,0.26,0.23,0.26,0.26,0.26,0.25,0.25,0.24,0.28,0.23,0.24,0.23,0.24,0.25,0.22,0.23,0.23,0.0,0.24,0.2,0.23,0.21,0.23,0.22,0.22,0.23,0.2,0.26,0.22,0.23,0.22,0.22,0.18,0.2,0.2,0.21,0.21,0.2,0.21,0.21,0.22,0.2,0.2,0.22,0.19,0.2,0.19,0.22,0.21,0.2,0.19,0.21,0.2,0.2,0.19,0.21,0.19,0.19,0.19,0.17,0.19,0.17,0.2,0.2,0.18,0.19,0.19,0.18,0.17,0.19,0.18,0.18,0.17,0.17,0.17,0.21,0.17,0.17,0.16,0.17,0.17,0.15,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.17,0.15,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.16,0.15,0.15,0.0,0.0,0.0,0.16,0.15,0.21,0.15,0.0,0.14,0.0,0.0,0.24,0.0,0.15,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.03
07/29/2021,3.1,2.22,0.0,1.01,1.34,1.46,1.36,1.08,1.12,1.07,0.91,0.9,0.98,1.08,1.08,0.82,0.77,0.72,0.74,0.75,0.66,0.62,0.6,0.7,0.65,0.58,0.62,0.58,0.62,0.57,0.5,0.47,0.5,0.48,0.51,0.51,0.48,0.49,0.0,0.44,0.43,0.39,0.42,0.44,0.45,0.42,0.44,0.41,0.4,0.38,0.38,0.37,0.41,0.38,0.41,0.37,0.35,0.35,0.36,0.36,0.35,0.34,0.34,0.33,0.29,0.33,0.35,0.33,0.32,0.32,0.31,0.32,0.3,0.3,0.33,0.31,0.29,0.31,0.3,0.29,0.3,0.26,0.26,0.3,0.28,0.27,0.26,0.26,0.25,0.25,0.25,0.24,0.26,0.25,0.25,0.24,0.25,0.24,0.28,0.23,0.24,0.22,0.25,0.26,0.22,0.23,0.0,0.0,0.23,0.2,0.24,0.21,0.24,0.21,0.22,0.23,0.2,0.26,0.22,0.23,0.22,0.22,0.18,0.19,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.19,0.2,0.19,0.22,0.21,0.19,0.19,0.21,0.2,0.2,0.2,0.21,0.19,0.19,0.19,0.17,0.19,0.17,0.2,0.2,0.17,0.2,0.18,0.18,0.18,0.19,0.18,0.18,0.17,0.17,0.17,0.22,0.18,0.17,0.16,0.17,0.16,0.15,0.17,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.15,0.0,0.15,0.0,0.15,0.14,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.16,0.0,0.2,0.15,0.0,0.0,1.92,0.49,0.24,0.23,0.15,0.15,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.92
07/30/2021,3.12,2.19,0.0,0.94,1.33,1.47,1.4,1.06,1.13,1.07,0.91,0.89,0.97,1.09,1.09,0.82,0.78,0.71,0.74,0.75,0.67,0.63,0.58,0.7,0.65,0.58,0.63,0.59,0.61,0.58,0.49,0.46,0.51,0.49,0.51,0.51,0.47,0.5,0.0,0.44,0.43,0.39,0.42,0.44,0.46,0.42,0.43,0.42,0.4,0.38,0.38,0.37,0.42,0.39,0.42,0.38,0.34,0.36,0.36,0.36,0.36,0.35,0.33,0.34,0.29,0.33,0.35,0.34,0.31,0.32,0.31,0.33,0.3,0.3,0.33,0.31,0.29,0.32,0.3,0.29,0.3,0.26,0.26,0.3,0.28,0.26,0.27,0.27,0.25,0.25,0.25,0.23,0.25,0.25,0.25,0.24,0.25,0.24,0.28,0.23,0.24,0.23,0.23,0.24,0.22,0.23,0.0,0.0,0.23,0.21,0.25,0.21,0.24,0.21,0.22,0.22,0.2,0.25,0.22,0.23,0.22,0.21,0.18,0.19,0.19,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.19,0.21,0.19,0.22,0.21,0.19,0.19,0.2,0.2,0.2,0.2,0.21,0.19,0.19,0.2,0.19,0.2,0.17,0.2,0.2,0.17,0.21,0.19,0.18,0.17,0.19,0.18,0.18,0.17,0.17,0.17,0.23,0.18,0.17,0.16,0.17,0.16,0.15,0.16,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.15,0.0,0.14,0.0,0.15,0.0,0.16,0.15,0.14,0.0,0.0,0.0,0.16,0.0,0.18,0.16,0.14,0.0,1.94,0.48,0.24,0.23,0.15,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.99
08/02/2021,3.15,2.1,0.0,0.97,1.22,1.48,1.46,1.03,1.12,1.06,0.92,0.89,0.98,1.1,1.04,0.84,0.79,0.68,0.74,0.79,0.66,0.63,0.57,0.71,0.69,0.58,0.63,0.58,0.6,0.63,0.45,0.48,0.51,0.49,0.5,0.51,0.46,0.51,0.0,0.44,0.44,0.38,0.38,0.46,0.47,0.46,0.42,0.42,0.4,0.39,0.35,0.37,0.42,0.42,0.41,0.39,0.35,0.34,0.36,0.37,0.36,0.35,0.35,0.35,0.27,0.33,0.35,0.34,0.3,0.31,0.32,0.32,0.29,0.31,0.35,0.31,0.32,0.32,0.3,0.3,0.3,0.25,0.26,0.31,0.28,0.26,0.27,0.27,0.25,0.26,0.26,0.24,0.26,0.24,0.25,0.24,0.24,0.24,0.28,0.23,0.24,0.22,0.23,0.25,0.21,0.23,0.0,0.0,0.25,0.21,0.21,0.22,0.24,0.21,0.22,0.22,0.21,0.26,0.22,0.23,0.22,0.22,0.18,0.19,0.18,0.21,0.21,0.21,0.21,0.21,0.22,0.21,0.2,0.22,0.18,0.21,0.19,0.22,0.21,0.19,0.19,0.22,0.2,0.2,0.2,0.21,0.18,0.19,0.19,0.18,0.19,0.18,0.2,0.2,0.18,0.22,0.19,0.18,0.18,0.19,0.19,0.17,0.17,0.18,0.16,0.22,0.15,0.17,0.15,0.17,0.16,0.15,0.17,0.0,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.17,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.16,0.0,0.18,0.16,0.17,0.0,1.92,0.43,0.25,0.22,0.16,0.16,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
08/03/2021,3.14,2.15,1.93,0.96,1.21,1.52,1.49,1.03,1.1,1.07,0.92,0.89,0.98,1.12,1.05,0.8,0.8,0.67,0.74,0.74,0.67,0.63,0.56,0.7,0.68,0.59,0.63,0.58,0.59,0.65,0.44,0.48,0.51,0.49,0.51,0.51,0.46,0.52,0.4,0.45,0.43,0.37,0.37,0.45,0.48,0.47,0.4,0.43,0.41,0.38,0.35,0.37,0.42,0.42,0.43,0.39,0.35,0.32,0.37,0.37,0.37,0.35,0.35,0.36,0.27,0.33,0.35,0.34,0.29,0.31,0.3,0.33,0.3,0.29,0.35,0.31,0.32,0.31,0.31,0.29,0.3,0.26,0.25,0.31,0.28,0.26,0.27,0.28,0.25,0.26,0.26,0.24,0.26,0.25,0.25,0.25,0.24,0.24,0.28,0.23,0.23,0.23,0.24,0.26,0.22,0.22,0.22,0.26,0.25,0.21,0.2,0.22,0.23,0.2,0.22,0.22,0.2,0.26,0.22,0.23,0.22,0.22,0.17,0.19,0.17,0.21,0.21,0.21,0.21,0.21,0.22,0.22,0.2,0.22,0.18,0.21,0.19,0.22,0.21,0.19,0.19,0.22,0.2,0.2,0.2,0.21,0.18,0.19,0.19,0.18,0.2,0.17,0.2,0.2,0.18,0.22,0.19,0.18,0.18,0.2,0.19,0.17,0.17,0.18,0.16,0.22,0.15,0.17,0.16,0.17,0.16,0.15,0.18,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.17,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.15,0.0,0.0,0.0,0.16,0.0,0.16,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.00999999999999
08/04/2021,3.14,2.15,1.93,0.96,1.21,1.52,1.49,1.03,1.1,1.07,0.92,0.89,0.98,1.12,1.05,0.8,0.8,0.67,0.74,0.74,0.67,0.63,0.56,0.7,0.68,0.59,0.63,0.58,0.59,0.65,0.44,0.48,0.51,0.49,0.51,0.51,0.46,0.52,0.4,0.45,0.43,0.37,0.37,0.45,0.48,0.47,0.4,0.43,0.41,0.38,0.35,0.37,0.42,0.42,0.43,0.39,0.35,0.32,0.37,0.37,0.37,0.35,0.35,0.36,0.27,0.33,0.35,0.34,0.29,0.31,0.3,0.33,0.3,0.29,0.35,0.31,0.32,0.31,0.31,0.29,0.3,0.26,0.25,0.31,0.28,0.26,0.27,0.28,0.25,0.26,0.26,0.24,0.26,0.25,0.25,0.25,0.24,0.24,0.28,0.23,0.23,0.23,0.24,0.26,0.22,0.22,0.22,0.26,0.25,0.21,0.2,0.22,0.23,0.2,0.22,0.22,0.2,0.26,0.22,0.23,0.22,0.22,0.17,0.19,0.17,0.21,0.21,0.21,0.21,0.21,0.22,0.22,0.2,0.22,0.18,0.21,0.19,0.22,0.21,0.19,0.19,0.22,0.2,0.2,0.2,0.21,0.18,0.19,0.19,0.18,0.2,0.17,0.2,0.2,0.18,0.22,0.19,0.18,0.18,0.2,0.19,0.17,0.17,0.18,0.16,0.22,0.15,0.17,0.16,0.17,0.16,0.15,0.18,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.17,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.15,0.0,0.0,0.0,0.16,0.0,0.16,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.00999999999999
08/05/2021,3.11,2.18,1.92,0.95,1.21,1.51,1.54,1.03,1.1,1.06,0.92,0.9,0.98,1.12,1.07,0.8,0.79,0.65,0.73,0.75,0.67,0.61,0.58,0.69,0.67,0.61,0.63,0.58,0.58,0.65,0.43,0.48,0.51,0.49,0.51,0.51,0.46,0.52,0.4,0.45,0.43,0.37,0.4,0.44,0.48,0.48,0.41,0.42,0.4,0.38,0.36,0.38,0.42,0.42,0.42,0.39,0.35,0.32,0.36,0.37,0.37,0.35,0.35,0.36,0.27,0.33,0.36,0.33,0.28,0.31,0.3,0.34,0.3,0.29,0.35,0.31,0.32,0.31,0.31,0.28,0.3,0.27,0.26,0.3,0.28,0.26,0.27,0.28,0.25,0.27,0.26,0.24,0.26,0.25,0.24,0.25,0.24,0.24,0.28,0.23,0.24,0.22,0.23,0.27,0.21,0.22,0.22,0.26,0.25,0.21,0.2,0.22,0.23,0.21,0.21,0.22,0.21,0.26,0.22,0.22,0.22,0.22,0.17,0.19,0.17,0.21,0.21,0.21,0.21,0.21,0.21,0.22,0.2,0.22,0.19,0.21,0.2,0.22,0.21,0.19,0.19,0.22,0.2,0.2,0.2,0.21,0.19,0.19,0.19,0.18,0.19,0.17,0.2,0.2,0.18,0.22,0.2,0.17,0.18,0.19,0.19,0.17,0.18,0.18,0.16,0.22,0.16,0.17,0.16,0.17,0.16,0.16,0.18,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0.15,0.16,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.03999999999999
08/09/2021,3.23,2.25,1.89,0.98,1.18,1.47,1.44,1.01,1.08,1.07,0.95,0.95,1.0,1.08,0.9,0.82,0.8,0.64,0.74,0.76,0.67,0.66,0.55,0.71,0.63,0.6,0.66,0.59,0.58,0.65,0.0,0.47,0.51,0.5,0.51,0.5,0.47,0.51,0.4,0.43,0.44,0.36,0.42,0.45,0.5,0.48,0.39,0.42,0.4,0.41,0.37,0.42,0.42,0.41,0.41,0.4,0.33,0.33,0.35,0.37,0.39,0.38,0.33,0.34,0.27,0.34,0.36,0.34,0.3,0.32,0.3,0.36,0.3,0.29,0.36,0.31,0.33,0.32,0.31,0.28,0.3,0.26,0.27,0.32,0.29,0.25,0.31,0.29,0.26,0.28,0.2,0.2,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.24,0.23,0.22,0.24,0.25,0.21,0.23,0.22,0.27,0.28,0.23,0.2,0.22,0.24,0.2,0.23,0.22,0.21,0.26,0.22,0.23,0.22,0.22,0.16,0.19,0.18,0.2,0.2,0.21,0.22,0.21,0.22,0.2,0.2,0.22,0.19,0.2,0.23,0.22,0.22,0.19,0.19,0.22,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.15,0.22,0.21,0.16,0.17,0.2,0.17,0.17,0.21,0.2,0.18,0.19,0.19,0.16,0.22,0.17,0.17,0.15,0.17,0.16,0.16,0.16,0.0,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.18,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.16,0.15,0.17,0.0,0.0,0.0,0.16,0.15,0.17,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
08/10/2021,3.16,2.36,1.86,0.98,1.16,1.47,1.44,0.99,1.05,1.06,0.96,0.97,0.96,1.06,0.89,0.79,0.8,0.63,0.73,0.78,0.63,0.66,0.55,0.71,0.64,0.6,0.68,0.58,0.58,0.65,0.0,0.46,0.45,0.5,0.5,0.52,0.47,0.5,0.4,0.43,0.45,0.36,0.41,0.45,0.5,0.47,0.4,0.42,0.39,0.42,0.36,0.43,0.42,0.4,0.47,0.39,0.34,0.33,0.36,0.38,0.39,0.38,0.34,0.33,0.28,0.34,0.36,0.34,0.3,0.32,0.3,0.36,0.3,0.29,0.37,0.3,0.33,0.32,0.31,0.28,0.3,0.27,0.27,0.32,0.29,0.26,0.3,0.29,0.25,0.28,0.21,0.21,0.27,0.25,0.25,0.25,0.26,0.26,0.24,0.23,0.23,0.22,0.23,0.26,0.21,0.22,0.22,0.27,0.28,0.23,0.19,0.22,0.24,0.21,0.23,0.21,0.2,0.25,0.22,0.24,0.22,0.22,0.16,0.19,0.18,0.2,0.21,0.21,0.23,0.21,0.22,0.2,0.2,0.22,0.2,0.2,0.22,0.22,0.22,0.19,0.19,0.22,0.19,0.2,0.21,0.2,0.19,0.19,0.19,0.17,0.2,0.16,0.22,0.21,0.16,0.18,0.2,0.17,0.18,0.21,0.2,0.17,0.19,0.2,0.16,0.21,0.17,0.17,0.16,0.17,0.16,0.16,0.15,0.0,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.15,0.18,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.17,0.15,0.17,0.0,0.15,0.0,0.16,0.15,0.0,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.88999999999999
