,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,2330.TW,NVDA,TSLA,JNJ,JPM,9988.HK,V,700.HK,UNH,005930.KS,NESN.SW,PG,BRK.B,HD,MA,PYPL,DIS,BAC,ASML.AS,ROG.SW,ADBE,CMCSA,NFLX,KO,INTC,VZ,CSCO,CRM,MC.PA,PFE,T,ABT,ABBV,WMT,PEP,7203.T,MRK,TMO,ACN,AVGO,NKE,COST,LLY,NOVN.SW,DHR,WFC,MDT,TXN,SHOP,QCOM,ULVR.L,MCD,HON,6758.T,ORCL,PM,BMY,1299.HK,SAP.DE,PXD,C,SBUX,AZN.L,UPS,NOVO B.CO,UNP,RTX,KMI,AMAT,XTSLA,SIE.DE,IBM,LOW,AMGN,ENB.TO,GS,NEE,INTU,BA,3690.HK,8031.T,DGE.L,AMT,MS,SLB,LIN,OR.PA,CBA.AX,VALE3.SA,CAT,AMD,AXP,TGT,ALV.DE,GE,ISRG,BLK,RY.TO,SAN.PA,HSBA.L,CVS,SU.PA,MMM,BKNG,NOW,9984.T,TD.TO,7741.T,SQ,BATS.L,ZTS,GSK.L,CSL.AX,MDLZ,SCHW,SPGI,DE,FIS,HAL,MO,RIO.L,AWK,6861.T,4063.T,TMUS,GILD,6594.T,CHTR,LRCX,ES,ADP,SYK,ANTM,PLD,CCI,ZM,AIR.PA,BAM.A.TO,SHW,DG.PA,LMT,PNC,TJX,939.HK,DAI.DE,NPN.JO,EL,MU,MMC,FCX,RELIANCE.NS,8306.T,USB,ECL,6098.T,INFY.NS,CI,SIKA.SW,TFC,NIO,CB,EQIX,BNS.TO,ADI,SAN.MC,NSC,BX,NESTE.HE,ADS.DE,GM,NXPI,ITW,PPG,KER.PA,FISV,MELI,CME,PPL.TO,MRNA,INVE B.ST,UBER,WBC.AX,ILMN,WTRG,EW,CSX,BDX,EMR,CL,BSX,DTE.DE,6981.T,WMB,BMO.TO,NG.L,JCI,ABI.BR,WES.AX,BAS.DE,000660.KS,SNAP,388.HK,JD,2881.TW,ETN,ADSK,CS.PA,NAB.AX,USD,SBER.ME,HCA,TWLO,ABBN.SW,RKT.L,EL.PA,RITN.,6201.T,ADYEN.AS,GE.,BAYN.DE,COF,IFX.DE,PRX.AS,1180.SR,CNR.TO,SRT3.,BAM,ALA.TO,PRU.L,6501.T,2269.HK,IQV,BNP.PA,TEL,601985.SS,CFR.SW,KLAC,9020.T,REL.L,4568.T,SUM
08/11/2021,3.64,3.05,2.14,1.29,1.27,1.16,0.81,0.76,0.81,0.7,0.69,0.59,0.6,0.48,0.58,0.54,0.53,0.55,0.54,0.52,0.5,0.46,0.47,0.46,0.49,0.41,0.43,0.39,0.35,0.37,0.33,0.33,0.35,0.35,0.35,0.38,0.31,0.33,0.32,0.34,0.33,0.32,0.3,0.33,0.32,0.31,0.33,0.32,0.32,0.28,0.3,0.3,0.27,0.26,0.25,0.25,0.23,0.25,0.26,0.24,0.26,0.24,0.24,0.22,0.24,0.22,0.24,0.24,0.26,0.2,0.25,0.21,0.22,0.2,0.21,0.19,0.22,0.22,0.2,0.2,0.2,0.21,0.21,0.21,0.19,0.14,0.2,0.19,0.19,0.21,0.17,0.2,0.21,0.18,0.17,0.17,0.21,0.18,0.19,0.17,0.0,0.2,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.16,0.17,0.15,0.16,0.18,0.16,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.14,0.13,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.12,0.12,0.13,0.14,0.14,0.12,0.12,0.13,0.13,0.12,0.14,0.12,0.14,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.21,0.12,0.0,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.31000000000001
08/13/2021,3.63,3.01,2.12,1.28,1.27,1.17,0.81,0.75,0.82,0.7,0.7,0.59,0.59,0.52,0.57,0.52,0.53,0.56,0.55,0.53,0.49,0.45,0.47,0.47,0.5,0.42,0.42,0.39,0.34,0.37,0.33,0.34,0.35,0.34,0.35,0.4,0.31,0.33,0.32,0.34,0.33,0.32,0.3,0.33,0.32,0.31,0.33,0.32,0.33,0.28,0.3,0.31,0.26,0.26,0.25,0.25,0.23,0.24,0.27,0.24,0.26,0.24,0.24,0.23,0.24,0.22,0.24,0.23,0.26,0.2,0.25,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.22,0.21,0.21,0.2,0.16,0.2,0.19,0.18,0.22,0.17,0.2,0.2,0.19,0.17,0.17,0.2,0.17,0.19,0.17,0.0,0.19,0.18,0.19,0.18,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.18,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.16,0.15,0.14,0.12,0.13,0.14,0.14,0.15,0.14,0.15,0.15,0.13,0.14,0.15,0.12,0.11,0.13,0.14,0.14,0.12,0.12,0.13,0.14,0.12,0.13,0.13,0.14,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.11,0.23,0.12,0.0,0.11,0.12,0.12,0.12,0.11,0.0,0.12,0.0,0.11,0.11,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.18,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.33000000000001
08/16/2021,3.69,3.04,2.1,1.28,1.27,1.16,0.8,0.74,0.83,0.7,0.7,0.58,0.58,0.51,0.56,0.49,0.52,0.56,0.55,0.53,0.48,0.45,0.48,0.48,0.49,0.42,0.43,0.39,0.34,0.37,0.33,0.34,0.36,0.35,0.35,0.39,0.31,0.33,0.32,0.34,0.33,0.32,0.3,0.33,0.32,0.31,0.33,0.32,0.32,0.29,0.31,0.32,0.27,0.25,0.25,0.25,0.23,0.25,0.27,0.24,0.26,0.24,0.24,0.22,0.24,0.22,0.25,0.23,0.26,0.2,0.26,0.22,0.22,0.21,0.19,0.2,0.22,0.21,0.2,0.2,0.2,0.22,0.22,0.21,0.2,0.16,0.2,0.19,0.18,0.22,0.17,0.2,0.21,0.18,0.16,0.18,0.2,0.17,0.19,0.17,0.0,0.19,0.18,0.19,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.14,0.16,0.18,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.14,0.15,0.15,0.15,0.14,0.12,0.13,0.14,0.14,0.15,0.13,0.15,0.15,0.14,0.13,0.15,0.12,0.11,0.13,0.14,0.14,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.11,0.11,0.12,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.11,0.19,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.32000000000001
08/17/2021,3.69,3.06,2.09,1.28,1.27,1.17,0.79,0.75,0.83,0.7,0.69,0.56,0.58,0.5,0.57,0.47,0.53,0.56,0.54,0.52,0.48,0.45,0.48,0.47,0.49,0.42,0.43,0.39,0.34,0.37,0.33,0.34,0.36,0.35,0.35,0.4,0.31,0.33,0.32,0.34,0.33,0.32,0.31,0.33,0.32,0.31,0.33,0.32,0.32,0.29,0.31,0.31,0.27,0.26,0.25,0.26,0.24,0.25,0.26,0.24,0.26,0.24,0.24,0.22,0.24,0.22,0.24,0.23,0.27,0.2,0.26,0.22,0.22,0.22,0.19,0.21,0.22,0.21,0.2,0.2,0.2,0.22,0.22,0.21,0.19,0.16,0.2,0.19,0.19,0.22,0.17,0.2,0.21,0.18,0.16,0.18,0.21,0.17,0.19,0.17,0.0,0.19,0.18,0.19,0.18,0.17,0.16,0.17,0.16,0.16,0.17,0.14,0.16,0.19,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.14,0.16,0.15,0.15,0.15,0.12,0.13,0.14,0.14,0.15,0.13,0.16,0.15,0.14,0.13,0.15,0.12,0.11,0.13,0.14,0.14,0.13,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.11,0.19,0.12,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.42
08/18/2021,3.69,3.06,2.09,1.28,1.27,1.17,0.79,0.75,0.83,0.7,0.69,0.56,0.58,0.5,0.57,0.47,0.53,0.56,0.54,0.52,0.48,0.45,0.48,0.47,0.49,0.42,0.43,0.39,0.34,0.37,0.33,0.34,0.36,0.35,0.35,0.4,0.31,0.33,0.32,0.34,0.33,0.32,0.31,0.33,0.32,0.31,0.33,0.32,0.32,0.29,0.31,0.31,0.27,0.26,0.25,0.26,0.24,0.25,0.26,0.24,0.26,0.24,0.24,0.22,0.24,0.22,0.24,0.23,0.27,0.2,0.26,0.22,0.22,0.22,0.19,0.21,0.22,0.21,0.2,0.2,0.2,0.22,0.22,0.21,0.19,0.16,0.2,0.19,0.19,0.22,0.17,0.2,0.21,0.18,0.16,0.18,0.21,0.17,0.19,0.17,0.0,0.19,0.18,0.19,0.18,0.17,0.16,0.17,0.16,0.16,0.17,0.14,0.16,0.19,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.14,0.16,0.15,0.15,0.15,0.12,0.13,0.14,0.14,0.15,0.13,0.16,0.15,0.14,0.13,0.15,0.12,0.11,0.13,0.14,0.14,0.13,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.11,0.19,0.12,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.42
08/19/2021,3.75,3.09,2.1,1.3,1.28,1.17,0.79,0.74,0.79,0.71,0.68,0.55,0.59,0.48,0.58,0.47,0.54,0.56,0.55,0.53,0.48,0.46,0.47,0.47,0.49,0.42,0.43,0.39,0.34,0.37,0.33,0.34,0.35,0.35,0.35,0.41,0.31,0.34,0.33,0.35,0.33,0.32,0.31,0.33,0.33,0.31,0.33,0.33,0.33,0.29,0.31,0.31,0.27,0.26,0.25,0.25,0.24,0.25,0.27,0.24,0.26,0.25,0.25,0.23,0.24,0.21,0.24,0.23,0.27,0.2,0.26,0.22,0.22,0.22,0.2,0.26,0.22,0.21,0.21,0.2,0.2,0.22,0.22,0.21,0.19,0.15,0.19,0.19,0.19,0.22,0.17,0.21,0.2,0.18,0.16,0.18,0.2,0.17,0.19,0.17,0.0,0.19,0.19,0.19,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.14,0.16,0.19,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.13,0.16,0.14,0.15,0.14,0.12,0.13,0.14,0.13,0.15,0.13,0.16,0.15,0.14,0.14,0.15,0.12,0.11,0.13,0.14,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.0,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.18,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.55
08/20/2021,3.75,3.09,2.08,1.28,1.27,1.17,0.79,0.73,0.77,0.72,0.68,0.53,0.59,0.46,0.59,0.47,0.55,0.57,0.55,0.51,0.49,0.45,0.47,0.47,0.49,0.43,0.43,0.39,0.34,0.37,0.33,0.34,0.36,0.35,0.35,0.42,0.32,0.34,0.34,0.35,0.34,0.32,0.32,0.34,0.33,0.31,0.33,0.33,0.33,0.3,0.32,0.3,0.27,0.25,0.25,0.25,0.24,0.25,0.27,0.23,0.26,0.25,0.25,0.24,0.24,0.21,0.24,0.23,0.27,0.21,0.27,0.22,0.22,0.22,0.19,0.13,0.22,0.21,0.19,0.2,0.19,0.22,0.22,0.21,0.18,0.14,0.19,0.19,0.19,0.22,0.17,0.21,0.21,0.17,0.16,0.17,0.2,0.17,0.18,0.17,0.0,0.2,0.18,0.19,0.19,0.16,0.17,0.18,0.16,0.15,0.17,0.14,0.16,0.18,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.13,0.16,0.14,0.16,0.14,0.12,0.13,0.15,0.13,0.15,0.13,0.16,0.15,0.14,0.14,0.16,0.13,0.11,0.13,0.14,0.14,0.12,0.12,0.13,0.13,0.12,0.13,0.0,0.13,0.12,0.13,0.11,0.12,0.12,0.12,0.13,0.13,0.14,0.11,0.12,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.2,0.12,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.1,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.38000000000001
08/23/2021,3.71,3.17,2.07,1.28,1.28,1.17,0.77,0.75,0.79,0.73,0.68,0.5,0.59,0.45,0.61,0.47,0.55,0.58,0.55,0.52,0.49,0.45,0.47,0.47,0.49,0.43,0.44,0.4,0.37,0.37,0.33,0.34,0.37,0.36,0.31,0.41,0.31,0.35,0.33,0.35,0.34,0.31,0.32,0.34,0.34,0.31,0.32,0.33,0.33,0.29,0.32,0.3,0.27,0.26,0.25,0.25,0.24,0.25,0.27,0.23,0.26,0.25,0.25,0.24,0.24,0.21,0.24,0.23,0.28,0.21,0.27,0.22,0.21,0.21,0.2,0.13,0.21,0.21,0.22,0.2,0.19,0.21,0.22,0.22,0.18,0.14,0.19,0.19,0.19,0.21,0.16,0.21,0.2,0.17,0.14,0.17,0.2,0.17,0.18,0.17,0.0,0.2,0.19,0.19,0.19,0.16,0.17,0.18,0.16,0.15,0.17,0.14,0.16,0.18,0.15,0.14,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.13,0.13,0.16,0.14,0.16,0.14,0.12,0.13,0.14,0.13,0.15,0.13,0.16,0.15,0.14,0.14,0.16,0.13,0.0,0.12,0.14,0.14,0.13,0.12,0.13,0.14,0.12,0.13,0.0,0.14,0.12,0.13,0.0,0.12,0.12,0.12,0.13,0.13,0.14,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.13,0.0,0.11,0.19,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.17,0.0,0.1,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.390000000000015
08/24/2021,3.74,3.24,2.07,1.29,1.29,1.18,0.76,0.79,0.8,0.73,0.68,0.49,0.58,0.46,0.61,0.47,0.55,0.57,0.55,0.53,0.48,0.45,0.47,0.47,0.5,0.43,0.44,0.4,0.37,0.37,0.33,0.34,0.37,0.36,0.31,0.41,0.31,0.35,0.34,0.35,0.34,0.29,0.32,0.34,0.34,0.31,0.33,0.34,0.33,0.29,0.32,0.3,0.28,0.25,0.24,0.25,0.24,0.25,0.26,0.23,0.26,0.25,0.25,0.24,0.24,0.21,0.24,0.23,0.28,0.2,0.28,0.22,0.21,0.21,0.19,0.14,0.21,0.21,0.22,0.2,0.19,0.21,0.23,0.22,0.18,0.13,0.18,0.19,0.19,0.22,0.16,0.21,0.2,0.17,0.14,0.17,0.2,0.17,0.19,0.17,0.0,0.2,0.19,0.19,0.19,0.16,0.17,0.18,0.16,0.15,0.17,0.13,0.16,0.18,0.16,0.14,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.16,0.14,0.16,0.14,0.12,0.13,0.15,0.13,0.15,0.13,0.16,0.15,0.14,0.14,0.16,0.13,0.0,0.12,0.14,0.14,0.12,0.12,0.13,0.14,0.12,0.13,0.0,0.14,0.12,0.13,0.0,0.12,0.12,0.12,0.13,0.13,0.14,0.11,0.12,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.13,0.0,0.11,0.19,0.11,0.0,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.17,0.0,0.1,0.1,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.570000000000014
08/25/2021,3.74,3.24,2.07,1.29,1.29,1.18,0.76,0.79,0.8,0.73,0.68,0.49,0.58,0.46,0.61,0.47,0.55,0.57,0.55,0.53,0.48,0.45,0.47,0.47,0.5,0.43,0.44,0.4,0.37,0.37,0.33,0.34,0.37,0.36,0.31,0.41,0.31,0.35,0.34,0.35,0.34,0.29,0.32,0.34,0.34,0.31,0.33,0.34,0.33,0.29,0.32,0.3,0.28,0.25,0.24,0.25,0.24,0.25,0.26,0.23,0.26,0.25,0.25,0.24,0.24,0.21,0.24,0.23,0.28,0.2,0.28,0.22,0.21,0.21,0.19,0.14,0.21,0.21,0.22,0.2,0.19,0.21,0.23,0.22,0.18,0.13,0.18,0.19,0.19,0.22,0.16,0.21,0.2,0.17,0.14,0.17,0.2,0.17,0.19,0.17,0.17,0.2,0.19,0.19,0.19,0.16,0.17,0.18,0.16,0.15,0.17,0.13,0.16,0.18,0.16,0.14,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.16,0.14,0.16,0.14,0.12,0.13,0.15,0.13,0.15,0.13,0.16,0.15,0.14,0.14,0.16,0.13,0.0,0.12,0.0,0.14,0.12,0.12,0.13,0.14,0.12,0.13,0.0,0.14,0.12,0.13,0.0,0.12,0.12,0.12,0.13,0.13,0.14,0.11,0.12,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.13,0.0,0.11,0.19,0.11,0.0,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.1,0.12,0.0,0.0,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.570000000000014
08/26/2021,3.73,3.21,2.09,1.29,1.3,1.19,0.77,0.82,0.82,0.72,0.68,0.47,0.59,0.46,0.59,0.47,0.54,0.56,0.54,0.52,0.48,0.46,0.47,0.47,0.51,0.43,0.44,0.4,0.37,0.37,0.33,0.34,0.37,0.37,0.32,0.42,0.31,0.34,0.33,0.35,0.33,0.3,0.31,0.33,0.34,0.31,0.33,0.33,0.33,0.29,0.31,0.3,0.27,0.26,0.25,0.25,0.23,0.25,0.26,0.24,0.26,0.24,0.25,0.23,0.24,0.21,0.24,0.23,0.27,0.2,0.27,0.21,0.21,0.21,0.2,0.13,0.21,0.21,0.22,0.2,0.19,0.21,0.22,0.22,0.18,0.13,0.18,0.19,0.19,0.22,0.17,0.21,0.2,0.17,0.14,0.17,0.2,0.17,0.18,0.17,0.17,0.2,0.19,0.19,0.19,0.16,0.17,0.17,0.15,0.15,0.18,0.13,0.16,0.18,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.13,0.13,0.16,0.14,0.16,0.15,0.12,0.13,0.14,0.13,0.15,0.13,0.16,0.15,0.14,0.14,0.15,0.13,0.11,0.12,0.0,0.14,0.12,0.12,0.13,0.14,0.12,0.13,0.0,0.14,0.12,0.13,0.11,0.12,0.12,0.12,0.13,0.14,0.14,0.11,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.13,0.11,0.11,0.2,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.1,0.12,0.0,0.0,0.1,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.47000000000001
08/27/2021,3.71,3.17,2.1,1.29,1.31,1.2,0.77,0.81,0.82,0.7,0.68,0.51,0.58,0.5,0.59,0.48,0.54,0.56,0.54,0.51,0.48,0.46,0.47,0.47,0.5,0.42,0.44,0.39,0.36,0.36,0.33,0.33,0.37,0.36,0.31,0.4,0.3,0.34,0.33,0.34,0.33,0.3,0.31,0.33,0.33,0.31,0.32,0.32,0.32,0.29,0.31,0.3,0.28,0.25,0.25,0.25,0.23,0.25,0.26,0.24,0.25,0.24,0.24,0.23,0.24,0.21,0.24,0.23,0.27,0.2,0.26,0.21,0.21,0.22,0.2,0.13,0.21,0.21,0.22,0.19,0.19,0.22,0.22,0.22,0.18,0.15,0.18,0.18,0.19,0.22,0.17,0.21,0.2,0.17,0.15,0.17,0.2,0.17,0.18,0.17,0.18,0.2,0.19,0.19,0.18,0.16,0.16,0.17,0.15,0.16,0.18,0.13,0.16,0.18,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.15,0.16,0.13,0.14,0.15,0.14,0.15,0.15,0.12,0.13,0.14,0.13,0.15,0.13,0.16,0.14,0.14,0.14,0.15,0.12,0.0,0.13,0.0,0.14,0.12,0.12,0.13,0.14,0.12,0.13,0.0,0.14,0.12,0.13,0.11,0.12,0.11,0.12,0.13,0.14,0.13,0.11,0.12,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.13,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.13,0.0,0.11,0.2,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.1,0.12,0.0,0.0,0.1,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25000000000001
