,688202.SS,688202.SS.1,Cash,688202.SS.2,688202.SS.3,688202.SS.4,688202.SS.5,JNJ,688202.SS.6,UNH,PFE,ABT,ABBV,TMO,MRK,LLY,DHR,MDT,BMY,688202.SS.7,AMGN,CVS,ISRG,ANTM,ZTS,GILD,SYK,CI,MRNA,BDX,ILMN,EW,BSX,REGN,HUM,HCA,IDXX,VRTX,BIIB,IQV,A,ALGN,CNC,DXCM,ALXN,BAX,RMD,ZBH,MTD,MCK,LH,WST,TDOC,EXAS,WAT,HZNP,STE,SGEN,ALNY,COO,NVCR,TFX,CRL,CTLT,AVTR,PODD,688202.SS.8,TECH,VTRS,DGX,HOLX,ELAN,INCY,BMRN,MOH,TXG,NVAX,ABMD,BIO,XRAY,MASI,UHS,GH,JAZZ,HSIC,RGEN,PEN,NBIX,SYNH,DVA,UTHR,AMED,EHC,BRKR,OGN,HRC,CHE,THC,HQY,XLRN,LHCG,SRPT,PRGO,TNDM,RARE,GMED,EXEL,ACHC,IONS,BPMC,PPD,QDEL,NEOG,IART,MRVI,ICUI,ALKS,RPRX,NUVA,HAE,NKTR,VIR,EBS,ACAD,AGIO,CVET,ONEM,PINC,GDRX,FGEN,BLUE,SHC,ALLO,OSH,AMWL,SGFY,BLI,AVIR,688202.SS.9,688202.SS.10,688202.SS.11,688202.SS.12,688202.SS.13,688202.SS.14,688202.SS.15,688202.SS.16,688202.SS.17,Dj U.S. Health Care Index Swap Ubs Ag,Dj U.S. Health Care Index Swap Societe Generale,Dj U.S. Health Care Index Swap Goldman Sachs International,Dj U.S. Health Care Index Swap Citibank Na,Ishares U.S. Healthcare (Iyh) Swap Goldman Sachs International,Dj U.S. Health Care Index Swap Bank Of America Na,Ishares U.S. Healthcare (Iyh) Swap Bank Of America Na,Ishares U.S. Healthcare (Iyh) Swap Morgan Stanley & Co. International Plc,Dj U.S. Health Care Index Swap Morgan Stanley & Co. International Plc,Maravai LifeSciences Holdings Inc Ordinary Shares - Class A,Dj U.S. Health Care Index Swap Morgan Stanley & Co. International Plc - Cas,Ishares U.S. Healthcare (Iyh) Swap Morgan Stanley & Co. International Plc -,Ishares U.S. Healthcare (Iyh) Swap Bank Of America Na - Cash Offset,Dj U.S. Health Care Index Swap Bank Of America Na - Cash Offset,Ishares U.S. Healthcare (Iyh) Swap Goldman Sachs International - Cash Offse,Dj U.S. Health Care Index Swap Citibank Na - Cash Offset,Dj U.S. Health Care Index Swap Goldman Sachs International - Cash Offset,Dj U.S. Health Care Index Swap Societe Generale - Cash Offset,Dj U.S. Health Care Index Swap Ubs Ag - Cash Offset,SUM
07/09/2021,29.56,23.5,18.74,17.65,15.51,13.13,10.33,6.73,6.26,5.86,3.4,3.2,3.09,3.07,3.05,2.83,2.64,2.59,2.32,2.19,2.17,1.7,1.69,1.45,1.37,1.34,1.32,1.26,1.11,1.1,1.07,1.0,0.94,0.91,0.89,0.84,0.84,0.81,0.81,0.72,0.7,0.68,0.66,0.64,0.63,0.63,0.56,0.52,0.5,0.47,0.42,0.41,0.34,0.33,0.33,0.33,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.27,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.19,0.18,0.17,0.17,0.16,0.16,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.0,-0.28,-2.19,-6.26,-10.33,-13.13,-15.51,-17.65,-23.5,-29.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
07/12/2021,0.0,0.0,18.74,0.0,0.0,0.0,0.0,6.73,0.0,5.86,3.4,3.2,3.09,3.07,3.05,2.83,2.64,2.59,2.32,0.0,2.17,1.7,1.69,1.45,1.37,1.34,1.32,1.26,1.11,1.1,1.07,1.0,0.94,0.91,0.89,0.84,0.84,0.81,0.81,0.72,0.7,0.68,0.66,0.64,0.63,0.63,0.56,0.52,0.5,0.47,0.42,0.41,0.34,0.33,0.33,0.33,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.0,0.27,0.27,0.27,0.27,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.19,0.18,0.17,0.17,0.16,0.16,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.0,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.56,23.5,17.65,15.51,13.13,10.33,6.26,2.19,0.28,0.06,-0.28,-2.19,-6.26,-10.33,-13.13,-15.51,-17.65,-23.5,-29.56,99.97999999999998
07/13/2021,0.0,0.0,18.74,0.0,0.0,0.0,0.0,6.73,0.0,5.86,3.4,3.2,3.09,3.07,3.05,2.83,2.64,2.59,2.32,0.0,2.17,1.7,1.69,1.45,1.37,1.34,1.32,1.26,1.11,1.1,1.07,1.0,0.94,0.91,0.89,0.84,0.84,0.81,0.81,0.72,0.7,0.68,0.66,0.64,0.63,0.63,0.56,0.52,0.5,0.47,0.42,0.41,0.34,0.33,0.33,0.33,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.0,0.27,0.27,0.27,0.27,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.19,0.18,0.17,0.17,0.16,0.16,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.0,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.56,23.5,17.65,15.51,13.13,10.33,6.26,2.19,0.28,0.06,-0.28,-2.19,-6.26,-10.33,-13.13,-15.51,-17.65,-23.5,-29.56,99.97999999999998
07/14/2021,0.0,0.0,18.74,0.0,0.0,0.0,0.0,6.73,0.0,5.86,3.4,3.2,3.09,3.07,3.05,2.83,2.64,2.59,2.32,0.0,2.17,1.7,1.69,1.45,1.37,1.34,1.32,1.26,1.11,1.1,1.07,1.0,0.94,0.91,0.89,0.84,0.84,0.81,0.81,0.72,0.7,0.68,0.66,0.64,0.63,0.63,0.56,0.52,0.5,0.47,0.42,0.41,0.34,0.33,0.33,0.33,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.0,0.27,0.27,0.27,0.27,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.19,0.18,0.17,0.17,0.16,0.16,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.0,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.56,23.5,17.65,15.51,13.13,10.33,6.26,2.19,0.28,0.06,-0.28,-2.19,-6.26,-10.33,-13.13,-15.51,-17.65,-23.5,-29.56,99.97999999999998
07/15/2021,0.0,0.0,18.74,0.0,0.0,0.0,0.0,6.73,0.0,5.86,3.4,3.2,3.09,3.07,3.05,2.83,2.64,2.59,2.32,0.0,2.17,1.7,1.69,1.45,1.37,1.34,1.32,1.26,1.11,1.1,1.07,1.0,0.94,0.91,0.89,0.84,0.84,0.81,0.81,0.72,0.7,0.68,0.66,0.64,0.63,0.63,0.56,0.52,0.5,0.47,0.42,0.41,0.34,0.33,0.33,0.33,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.0,0.27,0.27,0.27,0.27,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.19,0.18,0.17,0.17,0.16,0.16,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.0,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.56,23.5,17.65,15.51,13.13,10.33,6.26,2.19,0.28,0.06,-0.28,-2.19,-6.26,-10.33,-13.13,-15.51,-17.65,-23.5,-29.56,99.97999999999998
07/16/2021,0.0,0.0,18.74,0.0,0.0,0.0,0.0,6.73,0.0,5.86,3.4,3.2,3.09,3.07,3.05,2.83,2.64,2.59,2.32,0.0,2.17,1.7,1.69,1.45,1.37,1.34,1.32,1.26,1.11,1.1,1.07,1.0,0.94,0.91,0.89,0.84,0.84,0.81,0.81,0.72,0.7,0.68,0.66,0.64,0.63,0.63,0.56,0.52,0.5,0.47,0.42,0.41,0.34,0.33,0.33,0.33,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.0,0.27,0.27,0.27,0.27,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.19,0.18,0.17,0.17,0.16,0.16,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.0,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.56,23.5,17.65,15.51,13.13,10.33,6.26,2.19,0.28,0.06,-0.28,-2.19,-6.26,-10.33,-13.13,-15.51,-17.65,-23.5,-29.56,99.97999999999998
