,FTSL,FPE,FEMB,LMBS,FPEI,EMB,EPD,LGOV,MMP,TRP.TO,IDA,AVB,NEP,FAST,EMR,TXN,SNA,WSO,FCPT,NVO,INFY,LCII,US Dollar,NEE,PEG,SRE,ES,PNW,SWX,CQP,WMB,MDU,EVRG,ALA.TO,HE,TRV,STT,GTY,SLF.TO,ENB.TO,CFFN,PAA,PQ3.,MGEE,ERIE,FIBK,FULT,UBSI,ATO,CVBF,NBTB,WLKP,OTTR,OGS,BUSE,PRK,TRMK,LNT,WASH,AEP,CNP,LNG,OKE,UGI,XEL,D,SO,HESM,HEP,NJR,SHLX,CMS,PWR,FLIC,WABC,KMI,PPL,EXC,KEY.TO,FTS.TO,ET,CTBI,NPK,FISI,FHR 2669 LL,WEC,FG A80290,FN 724888,TGP,ACO/X.NE,BKH,FNR 2007-32 KT,FG A47829,FN AU4726,FNR 1997-22 PC,G2 3975,GNR 2004-47 PD,FN 995700,FN AL1024,FG A94951,FG G07286,GN 609116,TBF,FN AK3103,SPH,FNGT 2004-T2 1PO,FN AJ5300,DUK,CPK,ETRN,DTE,FN AI7800,FG A97601,FG G06501,FG Q05201,FHR 4619 IB,FG G15725,GNR 2010-111 JA,GNR 2003-52 AP,G2 3555,FN AJ5299,FG G13844,FG A95134,FN AB2265,FN 977130,GNR 2003-7 TA,G2 4230,G2 3500,FHR 3114 GI,FG G13790,FG G03523,FAMLT 1999-1 A1,FNR 2015-14 IK,FNR 2007-42 AO,FN 888112,FNW 2003-W2 1A1,FG G13124,SASC 2003-37A 3A7,GNR 2010-84 YB,GNR 2005-17 AD,G2 MA2293,G2 3513,FHR 3200 PO,FG O20138,FG G14184,FG G13465,FHR 3373 TO,FNS 409 C17,FN 995400,FNS 339 12,DTM WI,FN 889780,FN 983629,FN AI1191,FN AL6304,FNR 1993-176 E,FNR 2006-125 FA,FNR 2008-44 PO,GNR 2013-20 KI,RALI 2003-QS5 A2,RALI 2003-QS20 CB,RALI 2003-QS14 A1,GNR 2013-67 PI,GNR 2013-31 TH,FN 923171,FHS 192 IO,FHR 3917 AI,FNS 247 2,FNR 2002-1 HC,FNR 1992-205 Z,"Fannie Mae FN 897936, 5.50%, due 08/01/2021",FN 890206,US 5YR NOTE (CBT) Sep21,US 10yr Ultra Fut Sep21,US 10YR NOTE (CBT)Sep21,n/a,PFS,DTM,ACO.X.TO,CWEN.A,SUM
07/09/2021,18.63,12.13,10.08,5.05,4.04,3.41,1.6,1.35,1.3,1.12,1.09,0.95,0.95,0.93,0.92,0.92,0.91,0.91,0.9,0.9,0.87,0.86,0.85,0.76,0.75,0.75,0.7,0.69,0.68,0.66,0.65,0.65,0.65,0.63,0.62,0.6,0.59,0.58,0.58,0.56,0.55,0.55,0.53,0.53,0.53,0.49,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.42,0.42,0.41,0.39,0.38,0.38,0.38,0.38,0.37,0.31,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.23,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.13,0.12,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.02999999999996
07/12/2021,18.55,12.11,10.08,5.02,4.03,3.39,1.59,1.34,1.28,1.13,1.11,0.98,0.92,0.95,0.93,0.91,0.92,0.93,0.91,0.91,0.88,0.88,0.86,0.76,0.75,0.75,0.72,0.69,0.7,0.66,0.66,0.65,0.65,0.63,0.62,0.6,0.6,0.59,0.58,0.56,0.55,0.55,0.53,0.54,0.53,0.5,0.49,0.48,0.48,0.47,0.47,0.46,0.46,0.46,0.46,0.43,0.42,0.41,0.4,0.38,0.39,0.38,0.1,0.37,0.32,0.29,0.28,0.27,0.28,0.28,0.28,0.29,0.23,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.17,0.17,0.13,0.12,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.23,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.09,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,99.31000000000002
07/13/2021,18.55,12.11,10.08,5.02,4.03,3.39,1.59,1.34,1.28,1.13,1.11,0.98,0.92,0.95,0.93,0.91,0.92,0.93,0.91,0.91,0.88,0.88,0.86,0.76,0.75,0.75,0.72,0.69,0.7,0.66,0.66,0.65,0.65,0.63,0.62,0.6,0.6,0.59,0.58,0.56,0.55,0.55,0.53,0.54,0.53,0.5,0.49,0.48,0.48,0.47,0.47,0.46,0.46,0.46,0.46,0.43,0.42,0.41,0.4,0.38,0.39,0.38,0.1,0.37,0.32,0.29,0.28,0.27,0.28,0.28,0.28,0.29,0.23,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.17,0.17,0.13,0.12,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.23,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.09,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,99.31000000000002
08/03/2021,18.53,12.13,10.03,5.03,4.05,3.42,1.47,1.35,1.24,1.1,1.18,1.01,0.95,0.97,0.96,0.91,0.89,0.9,0.91,0.98,0.91,0.96,0.85,0.79,0.78,0.74,0.75,0.69,0.72,0.62,0.62,0.67,0.69,0.63,0.64,0.59,0.63,0.57,0.6,0.55,0.53,0.49,0.52,0.56,0.52,0.49,0.48,0.47,0.48,0.45,0.47,0.46,0.48,0.46,0.45,0.42,0.41,0.42,0.38,0.39,0.39,0.36,0.09,0.37,0.32,0.28,0.3,0.29,0.25,0.27,0.26,0.29,0.23,0.2,0.19,0.18,0.19,0.2,0.19,0.19,0.17,0.17,0.17,0.13,0.12,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.07,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.24,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.1,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,99.15
08/04/2021,18.53,12.13,10.03,5.03,4.05,3.42,1.47,1.35,1.24,1.1,1.18,1.01,0.95,0.97,0.96,0.91,0.89,0.9,0.91,0.98,0.91,0.96,0.85,0.79,0.78,0.74,0.75,0.69,0.72,0.62,0.62,0.67,0.69,0.63,0.64,0.59,0.63,0.57,0.6,0.55,0.53,0.49,0.52,0.56,0.52,0.49,0.48,0.47,0.48,0.45,0.47,0.46,0.48,0.46,0.45,0.42,0.41,0.42,0.38,0.39,0.39,0.36,0.09,0.37,0.32,0.28,0.3,0.29,0.25,0.27,0.26,0.29,0.23,0.2,0.19,0.18,0.19,0.2,0.19,0.19,0.17,0.17,0.17,0.13,0.12,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.07,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.24,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.1,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,99.15
08/05/2021,18.52,12.14,10.01,5.04,4.04,3.41,1.46,1.36,1.25,1.09,1.19,1.02,0.97,0.97,0.95,0.91,0.89,0.9,0.91,0.98,0.92,0.96,0.87,0.8,0.78,0.74,0.76,0.69,0.73,0.61,0.61,0.67,0.7,0.63,0.65,0.59,0.63,0.57,0.6,0.55,0.52,0.48,0.51,0.56,0.52,0.49,0.48,0.46,0.48,0.45,0.48,0.46,0.49,0.47,0.44,0.42,0.41,0.43,0.38,0.39,0.39,0.36,0.09,0.37,0.32,0.29,0.3,0.28,0.25,0.28,0.25,0.3,0.23,0.2,0.19,0.18,0.19,0.2,0.18,0.19,0.17,0.16,0.16,0.13,0.12,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.07,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.24,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.1,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,99.16
09/07/2021,18.36,12.0,9.9,5.22,4.0,3.39,1.47,1.1,1.31,1.08,1.18,1.02,0.98,0.98,1.0,0.9,0.91,0.91,0.9,1.05,0.98,0.89,0.0,0.86,0.79,0.74,0.79,0.63,0.73,0.61,0.61,0.67,0.72,0.6,0.63,0.62,0.66,0.57,0.59,0.55,0.54,0.47,0.0,0.57,0.5,0.5,0.48,0.48,0.47,0.47,0.47,0.45,0.52,0.45,0.45,0.42,0.42,0.44,0.41,0.39,0.39,0.38,0.09,0.37,0.32,0.29,0.3,0.29,0.23,0.26,0.23,0.3,0.29,0.19,0.19,0.17,0.2,0.21,0.17,0.19,0.17,0.17,0.14,0.14,0.1,0.1,0.09,0.08,0.1,0.0,0.1,0.07,0.0,0.06,0.06,0.06,0.06,0.0,0.05,0.05,0.05,0.05,0.0,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.24,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.01,0.0,0.02,0.02,0.02,0.01,0.0,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.52,0.11,0.09,0.0,100.0
09/08/2021,18.36,12.0,9.9,5.22,4.0,3.39,1.47,1.1,1.31,1.08,1.18,1.02,0.98,0.98,1.0,0.9,0.91,0.91,0.9,1.05,0.98,0.89,0.0,0.86,0.79,0.74,0.79,0.63,0.73,0.61,0.61,0.67,0.72,0.6,0.63,0.62,0.66,0.57,0.59,0.55,0.54,0.47,0.0,0.57,0.5,0.5,0.48,0.48,0.47,0.47,0.47,0.45,0.52,0.45,0.45,0.42,0.42,0.44,0.41,0.39,0.39,0.38,0.09,0.37,0.32,0.29,0.3,0.29,0.23,0.26,0.23,0.3,0.29,0.19,0.19,0.17,0.2,0.21,0.17,0.19,0.17,0.17,0.14,0.14,0.1,0.1,0.09,0.08,0.1,0.0,0.1,0.07,0.0,0.06,0.06,0.06,0.06,0.0,0.05,0.05,0.05,0.05,0.0,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.24,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.01,0.0,0.02,0.02,0.02,0.01,0.0,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.52,0.11,0.09,0.0,100.0
09/23/2021,18.83,12.3,9.91,5.35,4.11,3.44,1.52,1.09,1.44,1.04,1.04,0.99,0.92,0.95,0.92,0.93,0.87,0.88,0.87,1.07,0.95,0.84,0.0,0.69,0.65,0.72,0.73,0.61,0.7,0.62,0.64,0.63,0.69,0.54,0.61,0.61,0.6,0.55,0.58,0.45,0.53,0.67,0.0,0.55,0.52,0.45,0.46,0.44,0.48,0.45,0.46,0.44,0.53,0.46,0.43,0.43,0.42,0.4,0.39,0.36,0.37,0.36,0.09,0.36,0.3,0.09,0.32,0.27,0.27,0.28,0.27,0.28,0.23,0.19,0.19,0.27,0.18,0.18,0.18,0.09,0.36,0.17,0.14,0.13,0.1,0.09,0.09,0.08,0.09,0.0,0.09,0.07,0.0,0.06,0.06,0.06,0.06,0.0,0.04,0.05,0.05,0.05,0.0,0.04,0.05,0.05,0.04,0.05,0.05,0.04,0.18,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.01,0.0,0.02,0.02,0.02,0.01,0.0,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.53,0.09,0.09,0.09,99.94
