,2319.HK,600519 C1,291.HK,000858 C2,6186.HK,168 HK,6969.HK,1044.HK,322.HK,603288 C1,600809 C1,151.HK,000568 C2,002304 C2,1579.HK,002714 C2,600887 C1,600438 C1,220.HK,200596 CH,3799.HK,6808.HK,002311 C2,9633.HK,3331.HK,300498 C2,000895 C2,600132 C1,000596 C2,RLX,000876 C2,600600 C1,600779 C1,603369 C1,601933 C1,300999 C2,002385 C2,603517 C1,300146 C2,600298 C1,603589 C1,000799 C2,600315 C1,603939 C1,002157 C2,600872 C1,603605 C1,002511 C2,000860 C2,002507 C2,600598 C1,002568 C2,002299 C2,603866 C1,000998 C2,000729 C2,603883 C1,603345 C1,603233 C1,002557 C2,603027 C1,600827 C1,CASH,002727 C2,n/a,MVRXX,600519.SS,000858.SZ,168.HK,603288.SS,600809.SS,002304.SZ,000568.SZ,002714.SZ,600438.SS,600887.SS,200596.SZ,002311.SZ,300498.SZ,000895.SZ,600132.SS,000596.SZ,000876.SZ,002385.SZ,600600.SS,300999.SZ,601933.SS,603369.SS,600779.SS,300146.SZ,603517.SS,600298.SS,603939.SS,600315.SS,603589.SS,000799.SZ,600872.SS,603605.SS,002157.SZ,600598.SS,000998.SZ,002507.SZ,000860.SZ,002511.SZ,002568.SZ,603866.SS,002299.SZ,000729.SZ,603883.SS,603233.SS,002557.SZ,603345.SS,603027.SS,600827.SS,002727.SZ,SUM
08/19/2021,11.77,8.57,9.01,6.74,4.63,3.76,4.53,3.26,3.02,3.16,3.18,2.88,2.22,2.17,2.45,2.0,1.83,1.92,1.28,1.28,1.16,1.15,1.06,1.15,0.88,0.91,0.85,0.85,0.8,0.42,0.63,0.6,0.59,0.54,0.54,0.56,0.61,0.44,0.5,0.4,0.32,0.35,0.34,0.37,0.28,0.3,0.31,0.27,0.24,0.25,0.27,0.26,0.21,0.25,0.28,0.18,0.2,0.18,0.19,0.19,0.15,0.1,0.0,0.11,-14.56,14.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/20/2021,11.96,8.46,9.1,6.61,4.74,3.74,4.54,3.26,3.03,3.15,3.04,2.95,2.17,2.14,2.41,1.97,1.82,2.02,1.3,1.3,1.16,1.14,1.05,1.17,0.93,0.91,0.87,0.81,0.78,0.43,0.63,0.61,0.58,0.53,0.54,0.56,0.6,0.43,0.5,0.4,0.32,0.34,0.34,0.38,0.28,0.29,0.32,0.26,0.24,0.24,0.27,0.26,0.21,0.25,0.27,0.19,0.2,0.17,0.19,0.19,0.14,0.1,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/23/2021,12.19,8.44,9.41,6.44,4.8,3.77,4.74,3.01,2.98,3.12,3.0,2.89,2.13,2.21,2.31,1.96,1.79,2.07,1.28,1.3,1.15,1.06,1.02,1.17,0.93,0.92,0.78,0.77,0.78,0.4,0.63,0.63,0.6,0.53,0.54,0.56,0.59,0.42,0.47,0.39,0.32,0.34,0.36,0.39,0.27,0.28,0.33,0.26,0.25,0.25,0.27,0.26,0.21,0.25,0.27,0.19,0.22,0.17,0.2,0.18,0.12,0.1,0.0,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/24/2021,12.19,8.44,9.41,6.44,4.8,3.77,4.74,3.01,2.98,3.12,3.0,2.89,2.13,2.21,2.31,1.96,1.79,2.07,1.28,1.3,1.15,1.06,1.02,1.17,0.93,0.92,0.78,0.77,0.78,0.4,0.63,0.63,0.6,0.53,0.54,0.56,0.59,0.42,0.47,0.39,0.32,0.34,0.36,0.39,0.27,0.28,0.33,0.26,0.25,0.25,0.27,0.26,0.21,0.25,0.27,0.19,0.22,0.17,0.2,0.18,0.12,0.1,0.0,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/25/2021,12.25,8.34,9.6,6.18,4.96,3.81,4.44,3.12,3.06,3.08,2.82,2.99,2.03,2.14,2.29,2.0,1.85,2.14,1.31,1.3,1.18,1.12,1.04,1.21,0.94,0.94,0.82,0.72,0.78,0.39,0.64,0.62,0.58,0.52,0.55,0.57,0.59,0.41,0.48,0.4,0.31,0.32,0.35,0.4,0.29,0.27,0.33,0.26,0.25,0.25,0.28,0.25,0.21,0.24,0.27,0.19,0.21,0.17,0.2,0.18,0.11,0.11,0.0,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/26/2021,12.43,8.4,9.61,6.13,4.81,3.84,4.02,3.18,3.12,3.05,2.79,2.97,2.1,2.24,2.32,2.0,1.84,2.19,1.3,1.3,1.19,1.11,1.06,1.22,0.93,0.96,0.81,0.69,0.81,0.37,0.64,0.63,0.6,0.53,0.55,0.57,0.59,0.42,0.49,0.4,0.31,0.31,0.37,0.42,0.28,0.27,0.32,0.26,0.26,0.25,0.28,0.25,0.21,0.23,0.28,0.19,0.22,0.17,0.21,0.19,0.11,0.11,0.0,0.12,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/27/2021,12.28,8.52,9.63,6.12,4.9,3.92,4.03,3.15,3.18,3.13,2.81,2.93,2.13,2.23,2.35,1.98,1.8,2.16,1.27,1.28,1.18,1.12,1.02,1.22,0.91,0.95,0.8,0.73,0.79,0.39,0.63,0.64,0.59,0.53,0.54,0.57,0.57,0.42,0.48,0.39,0.32,0.33,0.37,0.41,0.28,0.26,0.31,0.25,0.26,0.24,0.27,0.26,0.21,0.23,0.27,0.19,0.21,0.16,0.2,0.18,0.11,0.1,0.0,0.12,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/30/2021,12.78,8.37,9.62,6.04,4.83,3.81,4.45,3.16,3.22,3.04,2.79,2.95,2.09,2.23,2.07,1.92,1.79,2.31,1.27,1.27,1.21,1.13,0.98,1.2,0.93,0.94,0.78,0.7,0.81,0.49,0.6,0.64,0.58,0.53,0.53,0.55,0.56,0.4,0.47,0.37,0.33,0.34,0.35,0.38,0.27,0.26,0.29,0.24,0.25,0.23,0.27,0.25,0.2,0.22,0.27,0.2,0.21,0.16,0.19,0.18,0.11,0.1,0.0,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,12.78,8.37,9.62,6.04,4.83,3.81,4.45,3.16,3.22,3.04,2.79,2.95,2.09,2.23,2.07,1.92,1.79,2.31,1.27,1.27,1.21,1.13,0.98,1.2,0.93,0.94,0.78,0.7,0.81,0.49,0.6,0.64,0.58,0.53,0.53,0.55,0.56,0.4,0.47,0.37,0.33,0.34,0.35,0.38,0.27,0.26,0.29,0.24,0.25,0.23,0.27,0.25,0.2,0.22,0.27,0.2,0.21,0.16,0.19,0.18,0.11,0.1,0.0,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/01/2021,13.02,8.37,9.63,6.0,4.71,3.63,4.5,3.19,3.11,3.02,2.84,2.95,2.08,2.22,2.13,1.89,1.81,2.44,1.28,1.28,1.23,1.17,0.98,1.19,0.95,0.93,0.77,0.71,0.79,0.52,0.6,0.62,0.58,0.53,0.53,0.54,0.56,0.4,0.46,0.36,0.31,0.35,0.34,0.36,0.27,0.25,0.28,0.24,0.24,0.23,0.27,0.25,0.2,0.22,0.27,0.2,0.21,0.16,0.18,0.17,0.1,0.1,0.0,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/02/2021,12.97,8.32,9.37,6.04,4.52,3.63,4.63,3.24,3.12,3.01,2.83,2.96,2.17,2.22,2.15,1.85,1.79,2.58,1.29,1.3,1.25,1.16,0.98,1.2,1.0,0.91,0.76,0.69,0.84,0.49,0.58,0.6,0.59,0.53,0.5,0.55,0.56,0.41,0.44,0.35,0.3,0.36,0.33,0.37,0.25,0.26,0.28,0.25,0.24,0.22,0.28,0.24,0.2,0.21,0.29,0.2,0.21,0.15,0.18,0.17,0.1,0.11,0.0,0.11,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/03/2021,9.66,8.74,9.24,5.62,4.71,3.63,6.72,3.31,3.08,2.71,2.75,2.89,2.08,2.2,2.21,1.86,1.84,2.44,1.3,1.26,1.27,1.19,1.0,1.34,0.99,0.91,0.76,0.7,0.84,2.09,0.59,0.61,0.58,0.53,0.51,0.54,0.57,0.39,0.43,0.34,0.29,0.34,0.34,0.37,0.26,0.25,0.29,0.22,0.25,0.21,0.27,0.24,0.19,0.22,0.29,0.2,0.21,0.16,0.18,0.16,0.1,0.1,0.0,0.11,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/06/2021,9.3,9.0,9.4,5.56,4.9,3.66,6.31,3.2,3.05,2.54,2.62,2.89,2.19,2.19,2.37,1.88,1.93,2.46,1.29,1.29,1.23,1.12,0.98,1.3,0.95,0.92,0.77,0.67,0.88,2.38,0.61,0.61,0.6,0.55,0.52,0.54,0.56,0.36,0.42,0.36,0.3,0.33,0.33,0.4,0.26,0.26,0.27,0.21,0.25,0.22,0.27,0.23,0.2,0.22,0.28,0.2,0.21,0.16,0.18,0.16,0.1,0.11,0.0,0.11,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/08/2021,9.43,9.16,9.12,5.65,4.93,3.55,6.38,3.18,3.04,2.53,2.59,2.87,2.24,2.14,2.29,1.99,1.93,2.31,1.29,1.28,1.23,1.12,0.99,1.3,0.96,0.93,0.78,0.64,0.87,2.43,0.62,0.61,0.6,0.54,0.53,0.54,0.6,0.38,0.42,0.37,0.3,0.32,0.32,0.4,0.26,0.27,0.27,0.21,0.26,0.23,0.28,0.23,0.19,0.22,0.3,0.2,0.2,0.16,0.18,0.17,0.1,0.11,0.0,0.11,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/09/2021,9.43,9.16,9.12,5.65,4.93,3.55,6.38,3.18,3.04,2.53,2.59,2.87,2.24,2.14,2.29,1.99,1.93,2.31,1.29,1.28,1.23,1.12,0.99,1.3,0.96,0.93,0.78,0.64,0.87,2.43,0.62,0.61,0.6,0.54,0.53,0.54,0.6,0.38,0.42,0.37,0.3,0.32,0.32,0.4,0.26,0.27,0.27,0.21,0.26,0.23,0.28,0.23,0.19,0.22,0.3,0.2,0.2,0.16,0.18,0.17,0.1,0.11,0.0,0.11,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/10/2021,9.43,9.06,8.82,5.76,4.62,3.62,6.74,3.1,2.98,2.49,2.75,2.83,2.23,2.17,2.33,1.99,1.92,2.22,1.27,1.3,1.18,1.06,0.98,1.28,0.95,0.93,0.78,0.69,0.89,2.78,0.62,0.62,0.65,0.56,0.52,0.55,0.58,0.39,0.44,0.36,0.3,0.36,0.32,0.4,0.26,0.27,0.3,0.2,0.26,0.23,0.27,0.24,0.2,0.23,0.28,0.2,0.2,0.18,0.2,0.19,0.1,0.11,0.0,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/13/2021,9.67,8.95,8.84,5.68,4.46,3.64,6.96,3.03,2.97,2.51,2.68,2.88,2.18,2.12,2.34,1.96,1.92,2.23,1.27,1.35,1.2,1.0,0.94,1.25,0.96,0.94,0.79,0.66,0.91,2.76,0.63,0.62,0.63,0.55,0.54,0.55,0.6,0.38,0.45,0.36,0.31,0.36,0.32,0.38,0.26,0.27,0.29,0.2,0.26,0.23,0.28,0.23,0.21,0.23,0.31,0.2,0.19,0.18,0.19,0.18,0.1,0.11,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/14/2021,9.67,8.95,8.84,5.68,4.46,3.64,6.96,3.03,2.97,2.51,2.68,2.88,2.18,2.12,2.34,1.96,1.92,2.23,1.27,1.35,1.2,1.0,0.94,1.25,0.96,0.94,0.79,0.66,0.91,2.76,0.63,0.62,0.63,0.55,0.54,0.55,0.6,0.38,0.45,0.36,0.31,0.36,0.32,0.38,0.26,0.27,0.29,0.2,0.26,0.23,0.28,0.23,0.21,0.23,0.31,0.2,0.19,0.18,0.19,0.18,0.1,0.11,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/15/2021,9.77,9.1,8.94,5.85,4.42,3.61,6.56,3.02,3.06,2.53,2.81,2.86,2.25,2.18,2.4,1.95,1.94,2.29,1.28,1.35,1.21,0.98,0.93,1.23,0.97,0.94,0.79,0.67,0.9,2.29,0.64,0.61,0.64,0.56,0.54,0.54,0.59,0.38,0.45,0.36,0.3,0.37,0.31,0.37,0.26,0.27,0.3,0.2,0.26,0.23,0.28,0.22,0.21,0.23,0.3,0.2,0.19,0.17,0.18,0.18,0.1,0.11,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/16/2021,10.1,9.31,8.61,5.85,4.55,3.66,5.72,3.07,3.18,2.54,2.93,2.93,2.28,2.26,2.3,1.93,1.96,2.23,1.31,1.37,1.25,0.96,0.94,1.24,0.99,0.95,0.8,0.67,0.91,2.1,0.65,0.62,0.63,0.55,0.55,0.55,0.62,0.38,0.47,0.37,0.3,0.37,0.32,0.37,0.27,0.26,0.31,0.21,0.26,0.23,0.29,0.22,0.21,0.23,0.32,0.21,0.19,0.17,0.18,0.18,0.1,0.11,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
09/17/2021,9.95,9.44,8.57,5.86,4.6,3.55,5.67,3.1,3.29,2.55,3.03,3.0,2.27,2.29,2.25,1.93,1.96,2.12,1.33,1.37,1.24,0.96,0.95,1.25,1.01,0.95,0.8,0.67,0.9,2.09,0.64,0.62,0.62,0.56,0.54,0.55,0.61,0.38,0.47,0.37,0.3,0.38,0.32,0.38,0.26,0.26,0.31,0.21,0.26,0.23,0.29,0.22,0.21,0.24,0.31,0.2,0.2,0.18,0.18,0.19,0.1,0.11,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/20/2021,10.26,9.43,8.45,5.68,4.58,3.51,5.64,3.14,3.25,2.61,3.04,3.04,2.2,2.32,2.19,2.0,1.96,2.04,1.34,1.35,1.25,0.97,0.94,1.27,1.0,0.98,0.83,0.63,0.88,2.09,0.71,0.59,0.6,0.55,0.55,0.57,0.64,0.38,0.45,0.37,0.3,0.37,0.32,0.37,0.28,0.26,0.31,0.21,0.27,0.23,0.3,0.22,0.22,0.23,0.33,0.2,0.19,0.19,0.19,0.19,0.1,0.11,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/21/2021,10.26,9.43,8.45,5.68,4.58,3.51,5.64,3.14,3.25,2.61,3.04,3.04,2.2,2.32,2.19,2.0,1.96,2.04,1.34,1.35,1.25,0.97,0.94,1.27,1.0,0.98,0.83,0.63,0.88,2.09,0.71,0.59,0.6,0.55,0.55,0.57,0.64,0.38,0.45,0.37,0.3,0.37,0.32,0.37,0.28,0.26,0.31,0.21,0.27,0.23,0.3,0.22,0.22,0.23,0.33,0.2,0.19,0.19,0.19,0.19,0.1,0.11,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/22/2021,10.43,9.48,8.48,5.68,4.78,3.5,5.68,3.05,3.23,2.55,3.16,3.03,2.25,2.32,2.19,1.97,1.94,1.99,1.33,1.32,1.22,0.93,0.93,1.27,0.98,0.97,0.82,0.66,0.88,1.98,0.72,0.59,0.61,0.55,0.52,0.56,0.61,0.38,0.44,0.36,0.3,0.4,0.32,0.36,0.27,0.25,0.32,0.21,0.26,0.23,0.29,0.22,0.21,0.23,0.32,0.2,0.19,0.19,0.19,0.19,0.1,0.1,0.0,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
09/23/2021,10.31,9.53,8.43,5.71,4.7,3.47,5.91,2.99,3.26,2.56,3.18,3.07,2.26,2.33,2.16,1.98,1.95,2.0,1.32,1.33,1.22,0.93,0.94,1.24,0.97,0.97,0.82,0.67,0.89,1.86,0.72,0.59,0.62,0.55,0.53,0.56,0.61,0.38,0.45,0.36,0.3,0.4,0.32,0.36,0.27,0.25,0.32,0.21,0.26,0.24,0.29,0.22,0.21,0.23,0.32,0.2,0.19,0.19,0.19,0.19,0.1,0.1,0.0,0.1,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/24/2021,10.2,9.53,8.48,5.71,4.64,3.56,5.79,3.03,3.3,2.56,3.18,3.09,2.26,2.33,2.13,1.98,1.95,2.0,1.32,1.33,1.27,0.91,0.94,1.23,0.98,0.97,0.82,0.67,0.89,1.88,0.72,0.59,0.62,0.55,0.53,0.56,0.61,0.38,0.45,0.36,0.3,0.4,0.32,0.37,0.27,0.25,0.32,0.21,0.26,0.24,0.29,0.22,0.21,0.23,0.32,0.2,0.19,0.19,0.19,0.19,0.1,0.1,0.0,0.1,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,10.62,9.37,8.25,5.57,4.52,3.43,5.87,3.07,3.27,2.67,3.17,3.12,2.23,2.2,2.22,1.99,1.99,2.02,1.33,1.31,1.28,0.93,0.93,1.23,0.97,0.98,0.83,0.66,0.86,1.95,0.74,0.58,0.61,0.55,0.54,0.56,0.6,0.37,0.47,0.37,0.3,0.41,0.32,0.37,0.27,0.25,0.31,0.23,0.26,0.24,0.3,0.23,0.22,0.24,0.33,0.21,0.19,0.18,0.19,0.2,0.1,0.11,0.0,0.1,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/28/2021,10.62,9.37,8.25,5.57,4.52,3.43,5.87,3.07,3.27,2.67,3.17,3.12,2.23,2.2,2.22,1.99,1.99,2.02,1.33,1.31,1.28,0.93,0.93,1.23,0.97,0.98,0.83,0.66,0.86,1.95,0.74,0.58,0.61,0.55,0.54,0.56,0.6,0.37,0.47,0.37,0.3,0.41,0.32,0.37,0.27,0.25,0.31,0.23,0.26,0.24,0.3,0.23,0.22,0.24,0.33,0.21,0.19,0.18,0.19,0.2,0.1,0.11,0.0,0.1,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
