,Option on S&P 500 PR Jun22,Option on S&P 500 PR Jun22,Option on S&P 500 PR Jun22,Option on S&P 500 PR Jun22,Option on S&P 500 PR Jun22,Us Dollars,Option on S&P 500 PR Jun22,Option on S&P 500 PR Jun22,Option on S&P 500 PR Jun22,Option on iShares Core S&P 500 ETF (CAD-Hedged) Jun22,Option on S&P 500 PR Jun22,Option on S&P 500 PR Jun22,Option on S&P 500 PR Jun22,Option on S&P 500 PR Jun22,Option on S&P 500 PR Jun22,SUM
07/09/2021,70.97,29.08,6.76,0.85,0.35,0.24,0.08,0.0,-0.02,-0.02,-0.05,-0.14,-1.99,-2.05,-4.06,100.00000000000001
