,NESN.SW,ASML.AS,ROG.SW,NOVN.SW,MC.PA,AZN.L,ULVR.L,SAP.DE,NOVO B.CO,SIE.DE,HSBA.L,SAN.PA,TTE.PA,DGE.L,OR.PA,ALV.DE,GSK.L,BATS.L,RIO.L,SU.PA,BP.L,RDSA.AS,AI.PA,AIR.PA,ADYEN.AS,IBE.MC,RYDBF,ENEL.MI,DAI.DE,BAS.DE,BNP.PA,DTE.DE,ADS.DE,DPW.DE,ABBN.SW,RKT.L,SAN.MC,KER.PA,RITN.,BHP.L,ABI.BR,ZURN.SW,BAYN.DE,UBSG.SW,REL.L,AAL.L,DG.PA,CS.PA,EL.PA,LONN.SW,IFX.DE,INGA.AS,RMS.PA,PRU.L,NG.L,BN.PA,SAF.PA,DSV.CO,ISP.MI,GLEN.L,SIKA.SW,LLOY.L,STLA.MI,VOD.L,RI.PA,VOW3.DE,PHIA.AS,INVE B.ST,BBVA.MC,PRX.AS,ITX.MC,ATCO A.ST,VWS.CO,CRH.L,CPG.L,VOLV B.ST,VNA.DE,MUV2.DE,BARC.L,NDA SE.ST,GIVN.SW,EXPN.L,CLNX.MC,LSEG.L,SGO.PA,ALC.SW,ERIC B.ST,DSY.PA,AHT.L,DB1.DE,DSM.AS,KNEBV.HE,BMW.DE,FERG.L,AMS.MC,NOKIA.HE,ASSA B.ST,CAP.PA,ENI.MI,AD.AS,HOLN.SW,HEXA B.ST,VIV.PA,LR.PA,PGHN.SW,SAND.ST,GEBN.SW,HEIA.AS,ML.PA,FLTR.L,WKL.AS,EVO.ST,GMAB.CO,ORSTED.CO,NESTE.HE,DHER.DE,RACE.MI,EOAN.DE,SREN.SW,RWE.DE,MRK.DE,DBK.DE,KBC.BR,UCG.MI,TSCO.L,EUR,CSGN.SW,ENGI.PA,G.MI,STM.PA,BA.L,TEF.MC,AKZA.AS,SAMPO.HE,BT.A.L,GLE.PA,TEP.PA,ORA.PA,EQNR.OL,AV.L,DWNI.DE,LGEN.L,LOGN.SW,FRE.DE,WLN.PA,KRZ.IR,SSE.L,MT.AS,UPM.HE,SOON.SW,IMB.L,SEB A.ST,ESSITY B.ST,ZAL.DE,ATCOB.ST,HEN3.DE,SN.L,COLO B.CO,DNB.OL,SGRO.L,SRT3.,CARL B.CO,STMN.SW,MAERSK B.CO,SY1.DE,HM B.ST,ACA.PA,SHL.DE,REP.MC,SHB A.ST,SWED A.ST,KNIN.SW,PAH3.DE,SLHN.SW,SGSN.SW,NZYM B.CO,FME.DE,OCDO.L,ARGX.BR,CNHI.MI,III.L,VIE.PA,WPP.L,STAN.L,BAER.SW,BNR.DE,EPI A.ST,NWG.L,CRDA.L,EDEN.PA,PUB.PA,HLMA.L,CON.DE,NXT.L,NIBE B.ST,FER.MC,ENT.L,NN.AS,EDP.LS,KRX.IR,DSYA.,ERF.PA,HFG.DE,SCMN.SW,SPX.L,PNDORA.CO,MONC.MI,127.HK,SWMA.ST,SK3.IR,GBLB.BR,DNB,CHF,UCB.BR,RTO.L,MNDI.L,ASM.AS,UMI.BR,GBP,CFR.SW,DIM.PA,UMG.AS,RR.L,n/a,XTSLA,EQT.ST,SUM
09/01/2021,3.3,3.13,2.54,2.05,1.77,1.64,1.31,1.46,1.5,1.2,1.01,1.07,1.0,1.0,1.01,0.87,0.91,0.76,0.72,0.87,0.75,0.74,0.75,0.75,0.88,0.65,0.67,0.63,0.63,0.64,0.65,0.63,0.6,0.61,0.64,0.51,0.58,0.52,0.0,0.6,0.47,0.6,0.49,0.58,0.53,0.52,0.47,0.53,0.51,0.57,0.5,0.48,0.46,0.49,0.44,0.45,0.39,0.45,0.44,0.45,0.47,0.39,0.4,0.41,0.38,0.39,0.37,0.39,0.39,0.66,0.35,0.4,0.36,0.38,0.33,0.33,0.35,0.37,0.37,0.37,0.36,0.36,0.35,0.32,0.35,0.37,0.29,0.35,0.31,0.3,0.34,0.31,0.27,0.29,0.25,0.31,0.29,0.33,0.28,0.32,0.27,0.3,0.3,0.28,0.3,0.25,0.28,0.23,0.27,0.27,0.28,0.24,0.28,0.26,0.23,0.24,0.25,0.26,0.24,0.24,0.27,0.23,0.26,0.24,0.25,0.2,0.23,0.23,0.22,0.26,0.23,0.23,0.21,0.24,0.18,0.23,0.23,0.21,0.21,0.2,0.2,0.2,0.16,0.2,0.18,0.2,0.21,0.22,0.19,0.19,0.18,0.19,0.18,0.17,0.2,0.15,0.15,0.19,0.17,0.19,0.2,0.16,0.2,0.16,0.16,0.14,0.17,0.18,0.15,0.16,0.16,0.17,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.0,0.17,0.0,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.17,0.53,0.0,0.0,0.0,0.0,0.0,0.0,85.85
09/02/2021,3.3,3.16,2.52,2.03,1.77,1.64,1.31,1.47,1.5,1.21,1.01,1.07,1.0,1.0,1.02,0.87,0.91,0.76,0.72,0.87,0.75,0.74,0.76,0.75,0.89,0.65,0.67,0.64,0.63,0.65,0.64,0.63,0.59,0.62,0.64,0.51,0.58,0.52,0.0,0.6,0.47,0.59,0.49,0.58,0.53,0.52,0.47,0.53,0.51,0.57,0.51,0.48,0.46,0.49,0.44,0.45,0.39,0.46,0.44,0.45,0.46,0.39,0.4,0.41,0.38,0.39,0.37,0.39,0.39,0.65,0.35,0.4,0.37,0.38,0.33,0.33,0.35,0.37,0.37,0.37,0.36,0.36,0.34,0.32,0.35,0.37,0.29,0.35,0.31,0.3,0.34,0.3,0.27,0.29,0.24,0.31,0.29,0.33,0.28,0.32,0.26,0.31,0.3,0.28,0.3,0.26,0.28,0.23,0.27,0.27,0.28,0.24,0.28,0.26,0.23,0.23,0.25,0.26,0.24,0.24,0.28,0.23,0.25,0.23,0.25,0.0,0.23,0.23,0.22,0.26,0.23,0.23,0.21,0.24,0.18,0.22,0.23,0.21,0.21,0.2,0.2,0.2,0.16,0.2,0.18,0.2,0.21,0.22,0.19,0.19,0.18,0.19,0.18,0.17,0.2,0.16,0.15,0.19,0.17,0.19,0.2,0.16,0.2,0.17,0.17,0.14,0.16,0.18,0.15,0.16,0.16,0.17,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.17,0.52,0.14,0.0,0.0,0.0,0.0,0.0,85.81
09/03/2021,3.28,3.15,2.54,2.06,1.78,1.63,1.32,1.48,1.46,1.21,0.99,1.07,0.99,1.01,1.02,0.88,0.91,0.77,0.72,0.87,0.74,0.73,0.76,0.76,0.89,0.65,0.66,0.64,0.64,0.64,0.66,0.62,0.59,0.62,0.64,0.51,0.58,0.53,0.0,0.59,0.47,0.6,0.49,0.58,0.53,0.52,0.48,0.52,0.53,0.57,0.5,0.49,0.46,0.49,0.44,0.45,0.39,0.46,0.45,0.44,0.46,0.38,0.4,0.41,0.38,0.39,0.38,0.39,0.39,0.69,0.35,0.4,0.37,0.38,0.33,0.32,0.35,0.37,0.37,0.36,0.36,0.37,0.34,0.32,0.35,0.37,0.28,0.35,0.32,0.29,0.34,0.3,0.27,0.3,0.25,0.31,0.28,0.33,0.28,0.32,0.26,0.31,0.3,0.28,0.3,0.25,0.28,0.23,0.26,0.27,0.28,0.23,0.28,0.26,0.24,0.24,0.25,0.27,0.24,0.24,0.28,0.23,0.26,0.24,0.25,0.0,0.23,0.23,0.23,0.26,0.23,0.23,0.21,0.24,0.18,0.23,0.23,0.21,0.21,0.2,0.2,0.2,0.16,0.19,0.18,0.2,0.21,0.21,0.19,0.19,0.18,0.19,0.18,0.17,0.2,0.15,0.15,0.19,0.17,0.19,0.2,0.16,0.2,0.16,0.16,0.14,0.17,0.18,0.14,0.16,0.16,0.17,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.0,0.18,0.0,0.14,0.15,0.14,0.16,0.0,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.2,0.52,0.0,0.0,0.0,0.0,0.0,0.0,85.88
09/06/2021,3.23,3.2,2.5,2.02,1.82,1.64,1.28,1.45,1.47,1.21,0.99,1.07,0.99,1.02,1.02,0.86,0.91,0.76,0.72,0.88,0.74,0.74,0.76,0.76,0.86,0.66,0.66,0.64,0.62,0.63,0.66,0.61,0.59,0.61,0.64,0.51,0.58,0.54,0.0,0.55,0.46,0.59,0.5,0.58,0.54,0.51,0.48,0.52,0.53,0.56,0.51,0.49,0.47,0.49,0.44,0.44,0.39,0.47,0.45,0.44,0.46,0.38,0.4,0.4,0.4,0.39,0.39,0.4,0.39,0.72,0.35,0.4,0.38,0.37,0.33,0.32,0.33,0.36,0.37,0.38,0.35,0.37,0.34,0.32,0.35,0.38,0.29,0.35,0.32,0.29,0.33,0.3,0.27,0.3,0.25,0.31,0.29,0.32,0.28,0.31,0.26,0.31,0.3,0.28,0.3,0.25,0.28,0.23,0.26,0.27,0.28,0.25,0.28,0.25,0.24,0.26,0.25,0.26,0.23,0.24,0.28,0.23,0.26,0.24,0.25,0.0,0.23,0.23,0.23,0.26,0.23,0.23,0.2,0.24,0.17,0.23,0.23,0.21,0.21,0.2,0.2,0.2,0.16,0.19,0.18,0.2,0.21,0.21,0.19,0.19,0.18,0.2,0.18,0.17,0.2,0.15,0.15,0.19,0.17,0.19,0.21,0.16,0.2,0.16,0.16,0.14,0.17,0.18,0.14,0.16,0.16,0.17,0.14,0.15,0.15,0.15,0.14,0.16,0.16,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.0,0.18,0.0,0.14,0.15,0.14,0.16,0.0,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.53,0.14,0.0,0.0,0.0,0.0,0.0,85.82
09/07/2021,3.24,3.21,2.51,2.01,1.8,1.63,1.29,1.46,1.46,1.22,0.99,1.07,0.99,1.02,1.01,0.86,0.92,0.77,0.72,0.88,0.74,0.73,0.76,0.75,0.86,0.66,0.66,0.63,0.62,0.63,0.66,0.61,0.59,0.61,0.64,0.52,0.57,0.53,0.0,0.56,0.45,0.59,0.5,0.58,0.54,0.52,0.48,0.52,0.53,0.56,0.52,0.49,0.46,0.5,0.44,0.45,0.39,0.47,0.45,0.45,0.46,0.38,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.71,0.35,0.4,0.38,0.37,0.33,0.32,0.33,0.36,0.37,0.38,0.36,0.37,0.33,0.32,0.34,0.38,0.29,0.36,0.32,0.29,0.33,0.3,0.27,0.3,0.25,0.31,0.28,0.33,0.28,0.31,0.26,0.31,0.3,0.28,0.3,0.25,0.28,0.23,0.26,0.27,0.28,0.25,0.28,0.25,0.24,0.26,0.25,0.27,0.23,0.24,0.28,0.23,0.26,0.24,0.25,0.0,0.23,0.23,0.23,0.26,0.23,0.23,0.21,0.24,0.17,0.23,0.23,0.21,0.22,0.2,0.2,0.21,0.16,0.19,0.17,0.2,0.22,0.21,0.19,0.19,0.18,0.2,0.18,0.17,0.2,0.15,0.15,0.19,0.17,0.19,0.21,0.15,0.2,0.17,0.16,0.14,0.17,0.17,0.14,0.16,0.16,0.17,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.0,0.0,0.16,0.0,0.14,0.14,0.0,0.0,0.18,0.0,0.14,0.15,0.14,0.15,0.0,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.24,0.52,0.14,0.0,0.0,0.0,0.0,0.0,85.82000000000001
09/08/2021,3.24,3.21,2.51,2.01,1.8,1.63,1.29,1.46,1.46,1.22,0.99,1.07,0.99,1.02,1.01,0.86,0.92,0.77,0.72,0.88,0.74,0.73,0.76,0.75,0.86,0.66,0.66,0.63,0.62,0.63,0.66,0.61,0.59,0.61,0.64,0.52,0.57,0.53,0.0,0.56,0.45,0.59,0.5,0.58,0.54,0.52,0.48,0.52,0.53,0.56,0.52,0.49,0.46,0.5,0.44,0.45,0.39,0.47,0.45,0.45,0.46,0.38,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.71,0.35,0.4,0.38,0.37,0.33,0.32,0.33,0.36,0.37,0.38,0.36,0.37,0.33,0.32,0.34,0.38,0.29,0.36,0.32,0.29,0.33,0.3,0.27,0.3,0.25,0.31,0.28,0.33,0.28,0.31,0.26,0.31,0.3,0.28,0.3,0.25,0.28,0.23,0.26,0.27,0.28,0.25,0.28,0.25,0.24,0.26,0.25,0.27,0.23,0.24,0.28,0.23,0.26,0.24,0.25,0.0,0.23,0.23,0.23,0.26,0.23,0.23,0.21,0.24,0.17,0.23,0.23,0.21,0.22,0.2,0.2,0.21,0.16,0.19,0.17,0.2,0.22,0.21,0.19,0.19,0.18,0.2,0.18,0.17,0.2,0.15,0.15,0.19,0.17,0.19,0.21,0.15,0.2,0.17,0.16,0.14,0.17,0.17,0.14,0.16,0.16,0.17,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.0,0.0,0.16,0.0,0.14,0.14,0.0,0.0,0.18,0.0,0.14,0.15,0.14,0.15,0.0,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.24,0.52,0.14,0.0,0.0,0.0,0.0,0.0,85.82000000000001
09/09/2021,3.25,3.29,2.52,2.01,1.84,1.65,1.3,1.48,1.48,1.25,0.99,1.07,1.0,1.02,1.01,0.87,0.92,0.77,0.71,0.88,0.74,0.73,0.76,0.75,0.87,0.65,0.66,0.63,0.62,0.63,0.66,0.61,0.59,0.62,0.64,0.52,0.57,0.54,0.0,0.55,0.45,0.59,0.5,0.58,0.54,0.52,0.47,0.52,0.53,0.57,0.52,0.49,0.47,0.5,0.44,0.45,0.38,0.47,0.45,0.45,0.46,0.38,0.4,0.4,0.4,0.39,0.39,0.4,0.39,0.73,0.35,0.4,0.38,0.37,0.33,0.32,0.33,0.36,0.37,0.38,0.36,0.38,0.34,0.33,0.35,0.39,0.29,0.36,0.32,0.29,0.33,0.3,0.27,0.31,0.25,0.31,0.29,0.33,0.28,0.31,0.25,0.31,0.31,0.28,0.3,0.26,0.28,0.23,0.26,0.27,0.28,0.25,0.29,0.25,0.25,0.26,0.25,0.26,0.23,0.24,0.28,0.24,0.26,0.25,0.25,0.0,0.23,0.23,0.23,0.26,0.23,0.23,0.21,0.24,0.18,0.23,0.24,0.21,0.22,0.2,0.2,0.21,0.16,0.19,0.17,0.2,0.21,0.21,0.2,0.19,0.19,0.2,0.18,0.17,0.2,0.15,0.15,0.19,0.17,0.19,0.21,0.15,0.2,0.17,0.16,0.0,0.17,0.17,0.14,0.16,0.16,0.17,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.0,0.18,0.0,0.14,0.15,0.14,0.16,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.24,0.52,0.14,0.0,0.0,0.0,0.0,0.0,86.26000000000002
09/10/2021,3.24,3.24,2.48,1.98,1.85,1.61,1.29,1.46,1.48,1.25,0.98,1.06,0.99,1.01,1.0,0.87,0.91,0.76,0.71,0.88,0.74,0.73,0.75,0.74,0.86,0.64,0.66,0.62,0.62,0.63,0.66,0.61,0.59,0.62,0.63,0.53,0.58,0.55,0.0,0.55,0.45,0.58,0.49,0.58,0.54,0.52,0.47,0.52,0.53,0.56,0.51,0.49,0.48,0.5,0.43,0.44,0.38,0.47,0.44,0.45,0.46,0.38,0.4,0.4,0.4,0.39,0.4,0.39,0.39,0.74,0.35,0.4,0.38,0.37,0.33,0.32,0.32,0.36,0.37,0.38,0.35,0.37,0.33,0.33,0.34,0.38,0.29,0.36,0.32,0.29,0.33,0.29,0.27,0.3,0.25,0.31,0.28,0.33,0.28,0.31,0.24,0.31,0.3,0.28,0.3,0.26,0.28,0.22,0.26,0.28,0.28,0.25,0.27,0.25,0.25,0.26,0.25,0.26,0.23,0.24,0.28,0.24,0.26,0.24,0.25,0.0,0.23,0.23,0.23,0.26,0.22,0.23,0.2,0.24,0.18,0.23,0.24,0.21,0.22,0.2,0.2,0.2,0.16,0.19,0.17,0.21,0.21,0.21,0.2,0.19,0.18,0.2,0.18,0.17,0.2,0.15,0.15,0.19,0.17,0.19,0.21,0.15,0.2,0.18,0.16,0.14,0.17,0.18,0.14,0.16,0.16,0.17,0.14,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.0,0.18,0.0,0.14,0.15,0.14,0.16,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.25,0.53,0.14,0.0,0.0,0.0,0.0,0.0,85.78
09/13/2021,3.26,3.24,2.41,1.94,1.88,1.59,1.31,1.44,1.48,1.24,0.98,1.02,0.99,1.02,1.03,0.86,0.9,0.76,0.7,0.88,0.75,0.73,0.76,0.76,0.87,0.64,0.66,0.62,0.61,0.63,0.66,0.61,0.59,0.61,0.63,0.53,0.57,0.55,0.0,0.54,0.45,0.59,0.48,0.58,0.54,0.52,0.47,0.52,0.54,0.57,0.52,0.49,0.48,0.49,0.45,0.44,0.39,0.47,0.45,0.45,0.46,0.38,0.39,0.4,0.41,0.38,0.39,0.39,0.39,0.69,0.36,0.4,0.37,0.37,0.32,0.32,0.32,0.37,0.37,0.38,0.36,0.38,0.34,0.33,0.35,0.39,0.29,0.36,0.32,0.29,0.34,0.29,0.27,0.31,0.26,0.31,0.29,0.33,0.28,0.32,0.24,0.31,0.3,0.28,0.29,0.25,0.28,0.22,0.26,0.28,0.28,0.25,0.27,0.25,0.25,0.26,0.26,0.27,0.23,0.24,0.28,0.24,0.26,0.25,0.25,0.0,0.23,0.23,0.23,0.26,0.23,0.23,0.2,0.24,0.17,0.23,0.24,0.21,0.22,0.2,0.2,0.21,0.16,0.19,0.17,0.21,0.21,0.21,0.19,0.19,0.18,0.2,0.18,0.18,0.2,0.15,0.15,0.19,0.18,0.19,0.21,0.15,0.2,0.18,0.17,0.14,0.17,0.17,0.14,0.16,0.16,0.17,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.17,0.15,0.14,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.0,0.18,0.0,0.14,0.15,0.14,0.16,0.0,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.25,0.54,0.0,0.0,0.0,0.0,0.0,0.0,85.78999999999999
09/14/2021,3.27,3.3,2.39,1.92,1.9,1.59,1.31,1.44,1.48,1.27,0.98,1.01,0.98,1.03,1.03,0.86,0.89,0.76,0.72,0.89,0.75,0.73,0.76,0.75,0.88,0.63,0.67,0.61,0.62,0.63,0.65,0.6,0.59,0.61,0.64,0.53,0.57,0.55,0.0,0.55,0.45,0.59,0.48,0.58,0.54,0.52,0.47,0.52,0.55,0.57,0.53,0.49,0.49,0.49,0.45,0.44,0.39,0.47,0.44,0.46,0.45,0.38,0.4,0.39,0.41,0.38,0.39,0.39,0.39,0.69,0.36,0.4,0.36,0.36,0.33,0.32,0.32,0.36,0.36,0.38,0.35,0.39,0.33,0.33,0.35,0.38,0.29,0.36,0.33,0.29,0.33,0.29,0.27,0.31,0.25,0.31,0.29,0.33,0.28,0.31,0.24,0.31,0.31,0.28,0.29,0.25,0.28,0.22,0.26,0.28,0.28,0.25,0.26,0.24,0.25,0.26,0.26,0.27,0.23,0.24,0.28,0.24,0.26,0.24,0.25,0.0,0.23,0.23,0.23,0.27,0.23,0.23,0.2,0.24,0.17,0.23,0.24,0.21,0.22,0.2,0.2,0.21,0.16,0.19,0.17,0.2,0.21,0.21,0.2,0.19,0.18,0.2,0.18,0.18,0.2,0.15,0.15,0.19,0.17,0.19,0.22,0.15,0.2,0.18,0.17,0.14,0.17,0.17,0.14,0.16,0.16,0.17,0.14,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.16,0.17,0.15,0.14,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.0,0.19,0.0,0.0,0.15,0.14,0.16,0.0,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.25,0.55,0.14,0.0,0.0,0.0,0.0,0.0,85.85
09/15/2021,3.27,3.3,2.39,1.92,1.9,1.59,1.31,1.44,1.48,1.27,0.98,1.01,0.98,1.03,1.03,0.86,0.89,0.76,0.72,0.89,0.75,0.73,0.76,0.75,0.88,0.63,0.67,0.61,0.62,0.63,0.65,0.6,0.59,0.61,0.64,0.53,0.57,0.55,0.0,0.55,0.45,0.59,0.48,0.58,0.54,0.52,0.47,0.52,0.55,0.57,0.53,0.49,0.49,0.49,0.45,0.44,0.39,0.47,0.44,0.46,0.45,0.38,0.4,0.39,0.41,0.38,0.39,0.39,0.39,0.69,0.36,0.4,0.36,0.36,0.33,0.32,0.32,0.36,0.36,0.38,0.35,0.39,0.33,0.33,0.35,0.38,0.29,0.36,0.33,0.29,0.33,0.29,0.27,0.31,0.25,0.31,0.29,0.33,0.28,0.31,0.24,0.31,0.31,0.28,0.29,0.25,0.28,0.22,0.26,0.28,0.28,0.25,0.26,0.24,0.25,0.26,0.26,0.27,0.23,0.24,0.28,0.24,0.26,0.24,0.25,0.0,0.23,0.23,0.23,0.27,0.23,0.23,0.2,0.24,0.17,0.23,0.24,0.21,0.22,0.2,0.2,0.21,0.16,0.19,0.17,0.2,0.21,0.21,0.2,0.19,0.18,0.2,0.18,0.18,0.2,0.15,0.15,0.19,0.17,0.19,0.22,0.15,0.2,0.18,0.17,0.14,0.17,0.17,0.14,0.16,0.16,0.17,0.14,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.16,0.17,0.15,0.14,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.0,0.19,0.0,0.0,0.15,0.14,0.16,0.0,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.25,0.55,0.14,0.0,0.0,0.0,0.0,0.0,85.85
09/16/2021,3.26,3.3,2.36,1.91,1.88,1.57,1.32,1.43,1.48,1.27,0.99,1.0,1.01,1.03,1.03,0.86,0.89,0.76,0.72,0.89,0.76,0.75,0.76,0.76,0.86,0.64,0.68,0.62,0.64,0.64,0.66,0.6,0.59,0.61,0.64,0.53,0.58,0.53,0.0,0.55,0.45,0.59,0.48,0.58,0.54,0.53,0.47,0.52,0.54,0.56,0.52,0.5,0.48,0.48,0.46,0.44,0.4,0.47,0.45,0.46,0.45,0.39,0.4,0.4,0.41,0.38,0.39,0.39,0.4,0.67,0.36,0.4,0.38,0.37,0.33,0.32,0.32,0.37,0.37,0.38,0.35,0.38,0.33,0.33,0.35,0.39,0.29,0.35,0.33,0.29,0.33,0.28,0.28,0.31,0.25,0.3,0.29,0.33,0.29,0.31,0.24,0.31,0.3,0.28,0.29,0.25,0.28,0.22,0.26,0.27,0.28,0.24,0.26,0.25,0.25,0.26,0.25,0.27,0.23,0.24,0.28,0.24,0.26,0.25,0.25,0.0,0.23,0.23,0.23,0.27,0.23,0.23,0.2,0.24,0.17,0.23,0.23,0.21,0.23,0.2,0.2,0.21,0.15,0.19,0.17,0.2,0.21,0.21,0.19,0.19,0.19,0.2,0.18,0.17,0.2,0.15,0.15,0.19,0.17,0.19,0.21,0.15,0.2,0.17,0.17,0.14,0.17,0.17,0.15,0.16,0.16,0.17,0.14,0.15,0.15,0.14,0.0,0.14,0.15,0.15,0.16,0.17,0.15,0.15,0.0,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.0,0.0,0.18,0.0,0.14,0.15,0.14,0.16,0.0,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.24,0.55,0.14,0.0,0.0,0.0,0.0,0.0,85.84
09/17/2021,3.25,3.38,2.4,1.91,1.85,1.58,1.32,1.44,1.48,1.28,0.97,1.0,1.01,1.02,1.03,0.85,0.89,0.76,0.7,0.89,0.76,0.75,0.75,0.74,0.87,0.63,0.68,0.62,0.65,0.64,0.66,0.6,0.58,0.62,0.64,0.54,0.58,0.52,0.0,0.54,0.44,0.59,0.48,0.58,0.54,0.51,0.47,0.52,0.54,0.57,0.53,0.49,0.47,0.48,0.46,0.44,0.39,0.47,0.45,0.46,0.46,0.39,0.4,0.39,0.41,0.39,0.39,0.39,0.4,0.66,0.36,0.41,0.38,0.37,0.32,0.32,0.32,0.36,0.36,0.38,0.36,0.39,0.33,0.33,0.35,0.39,0.28,0.36,0.33,0.29,0.35,0.28,0.28,0.31,0.25,0.3,0.29,0.33,0.29,0.32,0.24,0.31,0.3,0.28,0.29,0.25,0.28,0.22,0.26,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.27,0.23,0.24,0.28,0.24,0.26,0.24,0.25,0.0,0.23,0.23,0.23,0.28,0.22,0.23,0.21,0.24,0.17,0.22,0.24,0.21,0.23,0.2,0.21,0.21,0.15,0.19,0.17,0.2,0.22,0.2,0.19,0.2,0.18,0.2,0.18,0.17,0.21,0.15,0.15,0.19,0.17,0.19,0.21,0.15,0.21,0.18,0.17,0.14,0.16,0.17,0.15,0.15,0.16,0.17,0.14,0.15,0.15,0.14,0.0,0.0,0.15,0.15,0.16,0.17,0.15,0.14,0.14,0.14,0.0,0.14,0.17,0.0,0.14,0.14,0.0,0.14,0.19,0.0,0.14,0.15,0.14,0.16,0.0,0.16,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.24,0.53,0.14,0.0,0.0,0.0,0.0,0.0,85.87
