,EMD,ARDC,ISD,GHY,VTA,EDD,JFR,NEA,BWG,NSL,NAD,JSD,TEI,FRA,IIM,EIM,MVF,MMU,MAV,NLY,AGNC,NXJ,NMCO,DLY,MYI,SINA,IHIT,BlackRock Credit Allocation Inc,SINA,SINA,SINA,SINA,SUM
07/09/2021,7.88,6.56,6.1,5.77,5.73,5.47,4.88,4.68,4.65,4.63,4.43,4.1,3.83,3.79,3.57,3.3,3.29,2.68,2.54,2.48,2.39,2.33,2.2,2.13,1.57,1.39,1.16,1.1,0.12,0.05,-0.02,-4.78,100.0
