,NTLA,CROX,LSCC,SGMS,IIVI,DNLI,FATE,STAA,TXRH,UPWK,TTEK,SLAB,HQY,EGP,RDFN,ARWR,VRNS,FOXF,SWAV,OMCL,HALO,LHCG,PFGC,BL,JCOM,TWST,APPS,FFIN,HELE,QTWO,AEO,SYNA,SAIA,RPD,BEAM,NVRO,APPN,MMS,MEDP,WSC,NEO,WK,POWI,INSP,NOVT,MSTR,TGTX,SSD,BJ,CRNC,BPMC,ENSG,CDNA,SEM,NEOG,AMN,ASAN,BBIO,WING,SAIL,EXPO,KBR,TRUP,APLS,ACIW,ASGN,SONO,SMTC,LPRO,AEIS,EYE,ALRM,ALKS,CCMP,BCPC,JBT,SPT,DDD,CNMD,SHAK,LPSN,UFPI,ONEM,MTDR,OSTK,FUBO,AQUA,RLI,CDLX,BOX,PGNY,TENB,ITRI,QLYS,NSA,BE,AMBA,MGNI,FELE,BCO,GKOS,BLKB,HLI,RHP,DEN,SPSC,KNSL,ENV,SFIX,SHOO,NUVA,PZZA,HGV,CBRL,EXLS,WDFC,BHVN,VG,SAVA,IRDM,ATRC,SWN,LGIH,VIAV,CVLT,MUSA,CSOD,MED,CELH,VC,ABG,NSP,ARVN,PD,KLIC,SDGR,AIT,NGVT,LANC,ALTR,ATKR,RETA,SIG,KWR,RXN,HLNE,LIVN,BAND,LCII,RCII,CCOI,EDIT,NARI,SAFM,MIME,GTLS,ROG,WBT,NKLA,CBT,PTCT,APAM,MXL,TEX,MTSI,KOD,BIGC,BMI,TNET,AJRD,ACAD,CWST,INSM,MMSI,ALGT,ITCI,ENR,PACB,EGHT,KTB,FN,RCM,RIOT,ALLK,ACCD,DIOD,AMEH,DOOR,FIX,MP,SFBS,HRI,MNTV,GRWG,SKY,EAT,IBP,LTHM,DORM,NSTG,AXNX,PRFT,KRTX,STMP,WWW,OMI,FOCS,TWOU,EVTC,PSB,DRNA,IIPR,CARG,HCAT,APPF,AAON,YELP,INOV,PHR,PCRX,HLIO,THRM,EXPI,CYRX,FOLD,SI,RRR,SITM,FSR,VIR,HSKA,VICR,CVA,WTS,SSTK,DOMO,VCEL,FORM,USD,XTSLA,DOCN,BOOT,CWK,IGT,ZD,MGY,CYTK,ZNTL,CALX,LOB,FWRD,AMRC,OCGN,IRTC,FSS,TBK,COKE,KAI,NMRK,VCRA,OCDX,WGO,UCTT,WHD,BECN,JJSF,OAS,EVRI,JOE,TREE,MC,EAF,IRWD,INFN,KFRC,HMHC,KOS,CVCO,OM,FOE,TNC,SFM,OI,DY,SBH,PLXS,HI,VRTS,ZUO,GBT,CAKE,CRVL,AVYA,PATK,CYH,CWH,DVAX,PJT,VRRM,CPE,TTGT,ACLS,TSE,SUM
08/30/2021,0.71,0.63,0.54,0.47,0.4,0.31,0.39,0.43,0.44,0.33,0.5,0.48,0.36,0.46,0.34,0.44,0.45,0.43,0.47,0.45,0.38,0.37,0.41,0.39,0.4,0.34,0.29,0.39,0.39,0.31,0.32,0.42,0.42,0.43,0.32,0.27,0.27,0.35,0.35,0.36,0.36,0.39,0.43,0.4,0.35,0.37,0.22,0.33,0.39,0.27,0.34,0.28,0.26,0.25,0.29,0.35,0.34,0.24,0.34,0.29,0.4,0.32,0.23,0.28,0.25,0.35,0.33,0.3,0.25,0.23,0.32,0.26,0.33,0.25,0.29,0.29,0.35,0.22,0.26,0.22,0.27,0.28,0.19,0.2,0.21,0.23,0.3,0.27,0.19,0.25,0.22,0.27,0.21,0.26,0.3,0.2,0.23,0.21,0.26,0.25,0.0,0.22,0.27,0.26,0.24,0.32,0.25,0.27,0.0,0.22,0.21,0.28,0.24,0.23,0.26,0.22,0.31,0.22,0.18,0.24,0.22,0.19,0.23,0.22,0.23,0.26,0.24,0.18,0.22,0.2,0.24,0.27,0.25,0.22,0.28,0.0,0.23,0.22,0.2,0.23,0.28,0.0,0.21,0.22,0.26,0.2,0.23,0.0,0.24,0.27,0.21,0.3,0.18,0.23,0.28,0.27,0.23,0.21,0.0,0.2,0.19,0.2,0.24,0.24,0.2,0.21,0.18,0.21,0.25,0.0,0.0,0.22,0.18,0.21,0.19,0.0,0.18,0.0,0.0,0.19,0.21,0.0,0.21,0.2,0.0,0.21,0.0,0.2,0.18,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.2,0.24,0.0,0.0,0.2,0.25,0.0,0.27,0.2,0.0,0.18,0.0,0.19,0.0,0.0,0.2,0.18,0.0,0.0,0.19,0.0,0.21,0.18,0.0,0.0,0.19,0.18,0.0,0.19,0.0,0.19,0.18,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3
08/31/2021,0.71,0.62,0.55,0.47,0.41,0.32,0.38,0.44,0.44,0.34,0.5,0.47,0.35,0.46,0.34,0.44,0.46,0.43,0.47,0.45,0.39,0.36,0.43,0.39,0.4,0.35,0.29,0.39,0.38,0.32,0.33,0.42,0.42,0.43,0.33,0.27,0.28,0.35,0.34,0.36,0.36,0.39,0.43,0.39,0.35,0.37,0.23,0.33,0.38,0.28,0.34,0.28,0.26,0.25,0.29,0.34,0.35,0.24,0.34,0.29,0.4,0.32,0.23,0.28,0.25,0.35,0.32,0.3,0.26,0.23,0.31,0.26,0.33,0.26,0.29,0.3,0.36,0.22,0.26,0.22,0.27,0.28,0.19,0.21,0.21,0.23,0.3,0.27,0.19,0.25,0.23,0.27,0.21,0.26,0.29,0.2,0.24,0.21,0.26,0.25,0.0,0.22,0.27,0.27,0.24,0.32,0.26,0.26,0.0,0.22,0.2,0.27,0.24,0.23,0.26,0.21,0.31,0.22,0.0,0.24,0.22,0.2,0.23,0.22,0.22,0.26,0.24,0.18,0.23,0.2,0.24,0.26,0.25,0.22,0.28,0.0,0.23,0.22,0.2,0.22,0.28,0.0,0.21,0.23,0.26,0.2,0.23,0.0,0.24,0.26,0.2,0.29,0.19,0.22,0.27,0.27,0.23,0.2,0.0,0.2,0.19,0.2,0.24,0.24,0.2,0.21,0.18,0.21,0.24,0.0,0.0,0.22,0.18,0.22,0.19,0.0,0.18,0.18,0.0,0.19,0.21,0.0,0.21,0.2,0.0,0.22,0.18,0.2,0.18,0.0,0.2,0.22,0.0,0.0,0.23,0.0,0.2,0.24,0.0,0.0,0.2,0.25,0.0,0.26,0.2,0.0,0.18,0.0,0.18,0.0,0.0,0.2,0.19,0.0,0.0,0.19,0.0,0.2,0.18,0.0,0.0,0.19,0.18,0.0,0.19,0.0,0.19,0.0,0.0,0.2,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.35
09/01/2021,0.71,0.62,0.55,0.47,0.41,0.32,0.38,0.44,0.44,0.34,0.5,0.47,0.35,0.46,0.34,0.44,0.46,0.43,0.47,0.45,0.39,0.36,0.43,0.39,0.4,0.35,0.29,0.39,0.38,0.32,0.33,0.42,0.42,0.43,0.33,0.27,0.28,0.35,0.34,0.36,0.36,0.39,0.43,0.39,0.35,0.37,0.23,0.33,0.38,0.28,0.34,0.28,0.26,0.25,0.29,0.34,0.35,0.24,0.34,0.29,0.4,0.32,0.23,0.28,0.25,0.35,0.32,0.3,0.26,0.23,0.31,0.26,0.33,0.26,0.29,0.3,0.36,0.22,0.26,0.22,0.27,0.28,0.19,0.21,0.21,0.23,0.3,0.27,0.19,0.25,0.23,0.27,0.21,0.26,0.29,0.2,0.24,0.21,0.26,0.25,0.0,0.22,0.27,0.27,0.24,0.32,0.26,0.26,0.0,0.22,0.2,0.27,0.24,0.23,0.26,0.21,0.31,0.22,0.0,0.24,0.22,0.2,0.23,0.22,0.22,0.26,0.24,0.18,0.23,0.2,0.24,0.26,0.25,0.22,0.28,0.0,0.23,0.22,0.2,0.22,0.28,0.0,0.21,0.23,0.26,0.2,0.23,0.0,0.24,0.26,0.2,0.29,0.19,0.22,0.27,0.27,0.23,0.2,0.0,0.2,0.19,0.2,0.24,0.24,0.2,0.21,0.18,0.21,0.24,0.0,0.0,0.22,0.18,0.22,0.19,0.0,0.18,0.18,0.0,0.19,0.21,0.0,0.21,0.2,0.0,0.22,0.18,0.2,0.18,0.0,0.2,0.22,0.0,0.0,0.23,0.0,0.2,0.24,0.0,0.0,0.2,0.25,0.0,0.26,0.2,0.0,0.18,0.0,0.18,0.0,0.0,0.2,0.19,0.0,0.0,0.19,0.0,0.2,0.18,0.0,0.0,0.19,0.18,0.0,0.19,0.0,0.19,0.0,0.0,0.2,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.35
09/02/2021,0.69,0.62,0.56,0.46,0.4,0.32,0.38,0.47,0.43,0.34,0.51,0.47,0.35,0.47,0.33,0.45,0.48,0.43,0.47,0.44,0.39,0.37,0.42,0.39,0.4,0.34,0.29,0.38,0.39,0.32,0.32,0.44,0.43,0.44,0.33,0.27,0.28,0.35,0.35,0.36,0.37,0.4,0.44,0.4,0.35,0.36,0.23,0.33,0.38,0.28,0.34,0.28,0.27,0.25,0.29,0.35,0.35,0.23,0.34,0.28,0.4,0.32,0.24,0.28,0.25,0.35,0.31,0.3,0.26,0.23,0.32,0.26,0.33,0.26,0.3,0.3,0.36,0.22,0.25,0.21,0.27,0.28,0.19,0.21,0.21,0.24,0.3,0.27,0.19,0.25,0.23,0.27,0.21,0.26,0.3,0.2,0.24,0.2,0.26,0.25,0.0,0.22,0.27,0.26,0.23,0.33,0.26,0.26,0.0,0.22,0.2,0.27,0.24,0.22,0.27,0.21,0.32,0.22,0.0,0.28,0.22,0.2,0.23,0.22,0.23,0.26,0.24,0.18,0.24,0.19,0.24,0.27,0.25,0.23,0.28,0.18,0.23,0.22,0.2,0.22,0.29,0.0,0.21,0.23,0.26,0.2,0.23,0.0,0.23,0.27,0.21,0.28,0.18,0.22,0.27,0.27,0.23,0.2,0.0,0.2,0.19,0.2,0.24,0.24,0.2,0.21,0.19,0.21,0.24,0.0,0.0,0.22,0.19,0.22,0.19,0.0,0.18,0.18,0.0,0.19,0.22,0.0,0.21,0.2,0.0,0.22,0.0,0.2,0.18,0.0,0.2,0.22,0.0,0.0,0.22,0.0,0.2,0.24,0.0,0.0,0.2,0.26,0.0,0.26,0.2,0.0,0.18,0.0,0.0,0.18,0.0,0.2,0.19,0.0,0.0,0.19,0.0,0.2,0.18,0.0,0.0,0.19,0.18,0.0,0.2,0.0,0.19,0.18,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.56
09/03/2021,0.72,0.61,0.56,0.46,0.4,0.32,0.39,0.48,0.44,0.34,0.51,0.46,0.35,0.47,0.33,0.45,0.48,0.43,0.48,0.44,0.39,0.38,0.44,0.39,0.39,0.35,0.33,0.38,0.39,0.32,0.31,0.44,0.42,0.44,0.34,0.28,0.28,0.35,0.35,0.36,0.36,0.39,0.43,0.4,0.36,0.36,0.23,0.32,0.38,0.27,0.34,0.28,0.24,0.25,0.29,0.35,0.34,0.24,0.34,0.28,0.4,0.32,0.23,0.28,0.25,0.34,0.31,0.3,0.25,0.23,0.32,0.26,0.33,0.26,0.3,0.3,0.35,0.22,0.25,0.21,0.27,0.27,0.19,0.21,0.2,0.25,0.3,0.27,0.19,0.25,0.23,0.27,0.21,0.26,0.3,0.2,0.24,0.2,0.26,0.25,0.18,0.22,0.27,0.27,0.23,0.32,0.26,0.26,0.0,0.22,0.21,0.28,0.25,0.22,0.27,0.22,0.31,0.22,0.0,0.26,0.22,0.2,0.23,0.22,0.23,0.26,0.24,0.18,0.24,0.19,0.24,0.26,0.25,0.23,0.28,0.18,0.23,0.21,0.19,0.22,0.29,0.0,0.21,0.23,0.25,0.19,0.23,0.0,0.23,0.26,0.2,0.29,0.18,0.23,0.27,0.27,0.23,0.2,0.0,0.2,0.2,0.2,0.24,0.23,0.2,0.21,0.0,0.21,0.25,0.0,0.0,0.22,0.19,0.22,0.19,0.0,0.18,0.18,0.0,0.18,0.22,0.0,0.21,0.2,0.0,0.21,0.18,0.19,0.18,0.0,0.2,0.22,0.0,0.0,0.22,0.0,0.19,0.24,0.0,0.0,0.21,0.26,0.0,0.26,0.19,0.0,0.18,0.0,0.0,0.18,0.0,0.2,0.19,0.0,0.0,0.19,0.0,0.2,0.18,0.0,0.0,0.19,0.19,0.0,0.2,0.0,0.19,0.18,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.49
09/06/2021,0.76,0.58,0.55,0.44,0.39,0.33,0.39,0.48,0.43,0.34,0.52,0.45,0.35,0.47,0.34,0.45,0.49,0.42,0.49,0.44,0.39,0.37,0.44,0.4,0.39,0.36,0.35,0.37,0.38,0.32,0.27,0.43,0.42,0.44,0.35,0.28,0.27,0.35,0.36,0.36,0.37,0.39,0.43,0.41,0.35,0.35,0.25,0.32,0.39,0.28,0.35,0.28,0.25,0.25,0.29,0.35,0.39,0.24,0.34,0.28,0.4,0.32,0.22,0.26,0.25,0.34,0.32,0.33,0.28,0.22,0.31,0.26,0.32,0.25,0.3,0.31,0.35,0.23,0.25,0.21,0.27,0.26,0.18,0.21,0.2,0.25,0.29,0.26,0.2,0.25,0.23,0.27,0.2,0.26,0.3,0.2,0.3,0.21,0.26,0.25,0.0,0.22,0.27,0.26,0.24,0.32,0.26,0.26,0.0,0.21,0.2,0.28,0.25,0.22,0.26,0.21,0.33,0.23,0.0,0.27,0.22,0.21,0.23,0.22,0.22,0.25,0.23,0.18,0.25,0.19,0.23,0.27,0.25,0.23,0.29,0.19,0.22,0.21,0.19,0.22,0.28,0.18,0.22,0.23,0.26,0.19,0.24,0.0,0.23,0.26,0.21,0.32,0.0,0.22,0.27,0.28,0.22,0.2,0.0,0.2,0.2,0.2,0.25,0.22,0.2,0.2,0.0,0.2,0.24,0.0,0.0,0.22,0.2,0.22,0.19,0.0,0.18,0.0,0.18,0.0,0.22,0.0,0.2,0.21,0.0,0.21,0.19,0.19,0.18,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.19,0.24,0.0,0.0,0.21,0.25,0.18,0.26,0.19,0.0,0.18,0.0,0.0,0.18,0.0,0.2,0.18,0.0,0.0,0.19,0.0,0.2,0.0,0.0,0.0,0.19,0.2,0.0,0.2,0.18,0.19,0.18,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.65
09/07/2021,0.78,0.59,0.56,0.44,0.39,0.32,0.38,0.48,0.43,0.34,0.53,0.45,0.34,0.48,0.34,0.44,0.5,0.42,0.5,0.44,0.39,0.36,0.42,0.41,0.38,0.35,0.35,0.37,0.38,0.32,0.27,0.44,0.43,0.45,0.34,0.28,0.29,0.35,0.37,0.36,0.38,0.41,0.43,0.41,0.35,0.36,0.25,0.32,0.39,0.27,0.35,0.28,0.25,0.25,0.29,0.36,0.41,0.24,0.34,0.28,0.39,0.32,0.23,0.27,0.26,0.34,0.32,0.33,0.28,0.22,0.32,0.26,0.31,0.25,0.3,0.3,0.37,0.23,0.24,0.21,0.28,0.26,0.18,0.2,0.19,0.26,0.29,0.26,0.2,0.25,0.24,0.28,0.2,0.27,0.3,0.2,0.31,0.21,0.26,0.25,0.0,0.22,0.27,0.26,0.24,0.32,0.26,0.26,0.0,0.21,0.2,0.28,0.24,0.22,0.26,0.21,0.32,0.23,0.0,0.27,0.22,0.22,0.23,0.23,0.23,0.26,0.23,0.18,0.26,0.19,0.23,0.27,0.24,0.25,0.29,0.19,0.22,0.21,0.19,0.22,0.28,0.0,0.22,0.23,0.26,0.19,0.23,0.0,0.22,0.26,0.21,0.3,0.18,0.22,0.27,0.28,0.22,0.2,0.0,0.19,0.2,0.2,0.25,0.22,0.2,0.2,0.0,0.2,0.24,0.0,0.0,0.22,0.19,0.22,0.19,0.0,0.18,0.18,0.0,0.18,0.22,0.0,0.19,0.22,0.0,0.21,0.19,0.19,0.18,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.19,0.24,0.0,0.0,0.21,0.26,0.0,0.26,0.19,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.18,0.18,0.2,0.0,0.2,0.18,0.19,0.19,0.0,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.77
09/08/2021,0.78,0.59,0.56,0.44,0.39,0.32,0.38,0.48,0.43,0.34,0.53,0.45,0.34,0.48,0.34,0.44,0.5,0.42,0.5,0.44,0.39,0.36,0.42,0.41,0.38,0.35,0.35,0.37,0.38,0.32,0.27,0.44,0.43,0.45,0.34,0.28,0.29,0.35,0.37,0.36,0.38,0.41,0.43,0.41,0.35,0.36,0.25,0.32,0.39,0.27,0.35,0.28,0.25,0.25,0.29,0.36,0.41,0.24,0.34,0.28,0.39,0.32,0.23,0.27,0.26,0.34,0.32,0.33,0.28,0.22,0.32,0.26,0.31,0.25,0.3,0.3,0.37,0.23,0.24,0.21,0.28,0.26,0.18,0.2,0.19,0.26,0.29,0.26,0.2,0.25,0.24,0.28,0.2,0.27,0.3,0.2,0.31,0.21,0.26,0.25,0.0,0.22,0.27,0.26,0.24,0.32,0.26,0.26,0.0,0.21,0.2,0.28,0.24,0.22,0.26,0.21,0.32,0.23,0.0,0.27,0.22,0.22,0.23,0.23,0.23,0.26,0.23,0.18,0.26,0.19,0.23,0.27,0.24,0.25,0.29,0.19,0.22,0.21,0.19,0.22,0.28,0.0,0.22,0.23,0.26,0.19,0.23,0.0,0.22,0.26,0.21,0.3,0.18,0.22,0.27,0.28,0.22,0.2,0.0,0.19,0.2,0.2,0.25,0.22,0.2,0.2,0.0,0.2,0.24,0.0,0.0,0.22,0.19,0.22,0.19,0.0,0.18,0.18,0.0,0.18,0.22,0.0,0.19,0.22,0.0,0.21,0.19,0.19,0.18,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.19,0.24,0.0,0.0,0.21,0.26,0.0,0.26,0.19,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.18,0.18,0.2,0.0,0.2,0.18,0.19,0.19,0.0,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.77
09/09/2021,0.78,0.59,0.56,0.44,0.39,0.32,0.38,0.48,0.43,0.34,0.53,0.45,0.34,0.48,0.34,0.44,0.5,0.42,0.5,0.44,0.39,0.36,0.42,0.41,0.38,0.35,0.35,0.37,0.38,0.32,0.27,0.44,0.43,0.45,0.34,0.28,0.29,0.35,0.37,0.36,0.38,0.41,0.43,0.41,0.35,0.36,0.25,0.32,0.39,0.27,0.35,0.28,0.25,0.25,0.29,0.36,0.41,0.24,0.34,0.28,0.4,0.32,0.23,0.27,0.26,0.34,0.32,0.33,0.28,0.22,0.32,0.26,0.31,0.25,0.3,0.3,0.37,0.23,0.24,0.21,0.28,0.26,0.18,0.2,0.19,0.26,0.29,0.26,0.2,0.25,0.24,0.28,0.2,0.27,0.3,0.2,0.31,0.21,0.26,0.25,0.0,0.22,0.27,0.26,0.24,0.32,0.26,0.26,0.0,0.21,0.2,0.28,0.24,0.22,0.26,0.21,0.32,0.23,0.0,0.27,0.22,0.22,0.23,0.23,0.23,0.26,0.23,0.18,0.26,0.19,0.23,0.27,0.24,0.25,0.29,0.19,0.22,0.21,0.19,0.22,0.28,0.0,0.22,0.23,0.26,0.19,0.23,0.0,0.22,0.26,0.21,0.3,0.18,0.22,0.27,0.28,0.22,0.2,0.0,0.19,0.2,0.2,0.25,0.22,0.2,0.2,0.0,0.2,0.24,0.0,0.0,0.22,0.19,0.22,0.19,0.0,0.18,0.18,0.0,0.18,0.22,0.0,0.19,0.22,0.0,0.21,0.19,0.19,0.18,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.19,0.24,0.0,0.0,0.21,0.26,0.0,0.26,0.19,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.18,0.18,0.2,0.0,0.2,0.18,0.19,0.19,0.0,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.78
09/10/2021,0.73,0.58,0.57,0.46,0.39,0.32,0.39,0.5,0.43,0.35,0.52,0.43,0.35,0.47,0.34,0.44,0.51,0.42,0.52,0.45,0.4,0.36,0.42,0.42,0.38,0.35,0.35,0.36,0.38,0.32,0.26,0.43,0.43,0.44,0.35,0.28,0.29,0.35,0.37,0.36,0.38,0.41,0.43,0.42,0.34,0.33,0.25,0.32,0.39,0.27,0.34,0.28,0.24,0.26,0.29,0.35,0.42,0.25,0.35,0.28,0.39,0.32,0.21,0.24,0.25,0.34,0.31,0.33,0.29,0.23,0.31,0.26,0.31,0.26,0.29,0.31,0.38,0.24,0.25,0.21,0.28,0.26,0.19,0.21,0.2,0.26,0.29,0.26,0.19,0.25,0.24,0.28,0.2,0.26,0.3,0.2,0.31,0.21,0.26,0.25,0.0,0.21,0.27,0.26,0.24,0.32,0.24,0.25,0.0,0.21,0.2,0.28,0.25,0.22,0.26,0.21,0.32,0.24,0.0,0.29,0.22,0.23,0.23,0.22,0.23,0.25,0.24,0.0,0.26,0.19,0.22,0.27,0.26,0.25,0.3,0.19,0.22,0.21,0.19,0.22,0.28,0.18,0.21,0.23,0.26,0.19,0.24,0.0,0.22,0.25,0.21,0.3,0.18,0.22,0.27,0.28,0.22,0.2,0.0,0.19,0.2,0.19,0.25,0.22,0.2,0.22,0.19,0.2,0.25,0.0,0.0,0.22,0.19,0.21,0.19,0.0,0.0,0.18,0.0,0.18,0.22,0.0,0.18,0.23,0.0,0.21,0.2,0.19,0.0,0.0,0.2,0.22,0.18,0.0,0.22,0.0,0.19,0.25,0.0,0.0,0.22,0.25,0.18,0.26,0.19,0.0,0.18,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.18,0.0,0.21,0.0,0.2,0.18,0.19,0.19,0.0,0.2,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.85
