,PYPL,ACN,UPS,HON,UNP,RTX,BA,CAT,MMM,GE,DE,SQ,LMT,FIS,ADP,CSX,FDX,NSC,SHW,FISV,ITW,ETN,EMR,GPN,WM,NOC,ROP,JCI,LHX,TEL,TT,GD,APH,CARR,PH,TDG,PAYX,CMI,CTAS,OTIS,ROK,GLW,AME,FAST,PCAR,EFX,ZBRA,VRSK,KEYS,GNRC,BLL,KSU,ODFL,IP,RSG,FTV,VMC,URI,FLT,EXPD,DOV,TRU,XYL,MLM,TRMB,TDY,GWW,BR,IR,AMCR,PKI,AVY,J,IEX,TXT,CGNX,MAS,WAB,XPO,CCK,WRK,JBHT,FBHS,LDOS,PKG,HWM,GGG,ALLE,CHRW,PWR,JKHY,SNA,LII,BAH,TTC,NDSN,TREX,AXON,PNR,XTSLA,OC,HUBB,CSL,WSO,WU,HEI.A,AOS,MIDD,RHI,ATR,ACM,ST,SEE,WEX,BERY,NLSN,OSK,ARW,AGCO,LECO,G,ITT,HII,DCI,JBL,SITE,IPGP,EEFT,WWD,CLVT,TTEK,COHR,MAN,CNXC,EME,SRCL,SON,LPX,KNX,HEI,EXP,MTZ,LSTR,CACI,LFUS,AYI,MSA,TKR,MMS,KBR,RBC,CFX,VNT,BWXT,NATI,AWI,HXL,FLS,NVT,SAIC,GPK,ASGN,CW,VMI,MSM,ALSN,AL,ITRI,CLH,FCN,CR,ENS,UNVR,AVT,MRCY,KEX,AIT,AFRM,NSP,MIC,TNET,DNB,SHLS,SLGN,NKLA,CMPR,ARRY,ADT,GTES,WFFUT,IXTU1,IXIU1,USD,GE.,GXO WI,GXO,IXTZ1,V,MA,AXP,COF,INFO,DD,MTD,PPG,SWK,SYF,WAT,BILL,FICO,BLDR,PCTY,MHK,RPM,STNE,MKSI,BLD,BC,WMS,MDU,AXTA,ADS,AZEK,SPCE,SPR,R,FOUR,PSFE,TSP,SNDR,CNM,HAYW,DSEY,LZ,ARD,IXIZ1,RRX,AMBP,LYLTV,SUM
09/28/2021,5.74,3.79,2.39,2.67,2.33,2.32,2.08,1.89,1.84,1.99,1.73,1.82,1.52,1.33,1.51,1.21,0.98,1.06,1.25,1.15,1.19,1.09,1.01,0.83,0.0,0.94,0.0,0.92,0.79,0.0,0.77,0.86,0.0,0.81,0.65,0.58,0.62,0.57,0.61,0.64,0.62,0.0,0.52,0.0,0.48,0.56,0.52,0.58,0.58,0.48,0.52,0.43,0.54,0.0,0.0,0.42,0.41,0.45,0.38,0.37,0.41,0.39,0.43,0.38,0.39,0.35,0.33,0.0,0.38,0.32,0.0,0.0,0.31,0.29,0.28,0.26,0.24,0.28,0.15,0.23,0.23,0.26,0.22,0.0,0.23,0.21,0.22,0.22,0.2,0.28,0.22,0.2,0.18,0.18,0.18,0.25,0.22,0.2,0.22,0.12,0.16,0.17,0.18,0.16,0.15,0.17,0.15,0.17,0.2,0.14,0.16,0.15,0.15,0.13,0.15,0.0,0.13,0.0,0.14,0.13,0.16,0.13,0.14,0.13,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.1,0.15,0.11,0.1,0.09,0.11,0.0,0.12,0.11,0.09,0.0,0.0,0.0,0.1,0.1,0.1,0.09,0.0,0.08,0.0,0.08,0.1,0.0,0.1,0.0,0.09,0.09,0.06,0.07,0.07,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.14,0.0,6.88,5.5,1.99,1.29,0.82,0.63,0.63,0.62,0.52,0.5,0.42,0.38,0.2,0.19,0.2,0.18,0.18,0.15,0.15,0.13,0.13,0.12,0.1,0.11,0.09,0.07,0.08,0.08,0.08,0.07,0.06,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,100.0
09/30/2021,5.65,3.74,2.38,2.66,2.34,2.33,2.11,1.93,1.85,2.02,1.75,1.8,1.54,1.35,1.51,1.22,0.98,1.06,1.23,1.15,1.2,1.09,1.01,0.84,0.0,0.95,0.0,0.9,0.79,0.0,0.75,0.86,0.0,0.8,0.66,0.59,0.62,0.58,0.61,0.64,0.62,0.0,0.52,0.0,0.49,0.56,0.51,0.57,0.58,0.48,0.51,0.44,0.54,0.0,0.0,0.42,0.41,0.46,0.39,0.37,0.41,0.39,0.42,0.39,0.38,0.35,0.33,0.0,0.38,0.32,0.0,0.0,0.31,0.29,0.29,0.26,0.24,0.29,0.15,0.23,0.24,0.26,0.23,0.0,0.24,0.22,0.22,0.22,0.21,0.28,0.22,0.2,0.18,0.19,0.18,0.25,0.22,0.2,0.22,0.12,0.16,0.18,0.19,0.16,0.15,0.17,0.15,0.17,0.2,0.14,0.16,0.16,0.15,0.14,0.15,0.0,0.13,0.0,0.14,0.14,0.16,0.13,0.14,0.13,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.1,0.11,0.15,0.11,0.1,0.09,0.11,0.0,0.12,0.11,0.09,0.0,0.0,0.0,0.11,0.1,0.1,0.09,0.0,0.09,0.0,0.08,0.1,0.0,0.1,0.0,0.09,0.09,0.06,0.07,0.07,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.13,0.0,6.83,5.49,2.0,1.32,0.8,0.64,0.6,0.62,0.53,0.52,0.41,0.37,0.2,0.2,0.19,0.19,0.18,0.15,0.15,0.13,0.14,0.12,0.11,0.11,0.09,0.08,0.08,0.08,0.08,0.06,0.06,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,100.16
10/01/2021,5.51,3.69,2.42,2.67,2.34,2.35,2.09,1.96,1.86,2.06,1.78,1.72,1.56,1.35,1.5,1.23,0.97,1.08,1.22,1.17,1.2,1.1,1.02,0.85,0.0,0.97,0.0,0.9,0.79,0.0,0.75,0.88,0.0,0.81,0.66,0.59,0.61,0.59,0.6,0.64,0.62,0.0,0.52,0.0,0.49,0.56,0.51,0.57,0.56,0.47,0.52,0.44,0.54,0.0,0.0,0.42,0.42,0.47,0.39,0.36,0.41,0.39,0.41,0.4,0.38,0.35,0.33,0.0,0.37,0.32,0.0,0.0,0.31,0.29,0.29,0.25,0.24,0.29,0.14,0.23,0.24,0.26,0.22,0.0,0.24,0.22,0.22,0.22,0.21,0.29,0.22,0.2,0.18,0.19,0.19,0.25,0.21,0.21,0.22,0.12,0.16,0.18,0.19,0.16,0.15,0.17,0.15,0.17,0.2,0.14,0.16,0.16,0.15,0.14,0.15,0.0,0.13,0.0,0.14,0.14,0.15,0.13,0.14,0.13,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.15,0.11,0.1,0.09,0.11,0.0,0.12,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.1,0.09,0.0,0.08,0.0,0.08,0.1,0.0,0.1,0.0,0.09,0.09,0.06,0.07,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.13,0.0,6.83,5.49,1.99,1.32,0.78,0.65,0.58,0.62,0.52,0.51,0.4,0.36,0.2,0.2,0.19,0.19,0.18,0.14,0.15,0.12,0.14,0.12,0.11,0.11,0.09,0.07,0.07,0.08,0.08,0.06,0.06,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,100.03
10/20/2021,5.48,3.78,2.44,2.67,2.55,2.39,2.02,1.9,1.83,1.98,1.63,1.71,1.57,1.34,1.57,1.34,0.98,1.18,1.26,1.14,1.22,1.12,0.99,0.82,0.0,1.04,0.0,0.89,0.83,0.0,0.72,0.9,0.0,0.81,0.67,0.57,0.67,0.59,0.63,0.63,0.63,0.0,0.51,0.0,0.51,0.56,0.48,0.58,0.54,0.48,0.51,0.47,0.54,0.0,0.0,0.41,0.41,0.44,0.39,0.34,0.41,0.38,0.39,0.39,0.37,0.34,0.35,0.0,0.37,0.32,0.0,0.0,0.3,0.28,0.29,0.25,0.25,0.29,0.14,0.23,0.21,0.28,0.23,0.0,0.22,0.21,0.21,0.21,0.22,0.27,0.22,0.2,0.18,0.19,0.18,0.25,0.19,0.2,0.21,0.08,0.16,0.18,0.19,0.16,0.15,0.17,0.15,0.16,0.21,0.15,0.15,0.16,0.15,0.15,0.15,0.0,0.12,0.0,0.14,0.14,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.1,0.11,0.14,0.11,0.1,0.08,0.11,0.0,0.12,0.13,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.09,0.0,0.08,0.0,0.08,0.09,0.0,0.1,0.0,0.09,0.09,0.07,0.06,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.03,0.0,0.0,0.14,0.0,6.8,5.41,1.97,1.3,0.8,0.66,0.57,0.66,0.51,0.5,0.37,0.4,0.2,0.2,0.18,0.18,0.18,0.14,0.14,0.13,0.14,0.12,0.11,0.11,0.09,0.07,0.06,0.08,0.08,0.06,0.06,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.17,0.01,0.0,100.09
10/21/2021,5.51,3.78,2.43,2.66,2.55,2.39,2.01,1.88,1.82,1.97,1.62,1.73,1.57,1.32,1.57,1.34,0.97,1.18,1.26,1.14,1.21,1.11,0.99,0.81,0.0,1.03,0.0,0.89,0.83,0.0,0.73,0.89,0.0,0.81,0.66,0.57,0.67,0.59,0.64,0.62,0.63,0.0,0.52,0.0,0.51,0.56,0.49,0.58,0.55,0.5,0.5,0.47,0.54,0.0,0.0,0.41,0.41,0.44,0.38,0.35,0.41,0.39,0.39,0.4,0.37,0.34,0.35,0.0,0.37,0.32,0.0,0.0,0.3,0.28,0.29,0.25,0.26,0.29,0.14,0.22,0.22,0.27,0.23,0.0,0.22,0.21,0.21,0.21,0.22,0.27,0.22,0.21,0.18,0.19,0.18,0.25,0.19,0.2,0.21,0.08,0.16,0.18,0.19,0.16,0.15,0.17,0.15,0.16,0.21,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.12,0.0,0.14,0.14,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.1,0.11,0.14,0.11,0.1,0.08,0.11,0.0,0.12,0.13,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.09,0.0,0.08,0.0,0.08,0.09,0.0,0.1,0.0,0.09,0.09,0.07,0.06,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.03,0.0,0.0,0.14,0.0,6.77,5.44,1.98,1.3,0.8,0.65,0.56,0.65,0.51,0.5,0.37,0.4,0.2,0.2,0.19,0.18,0.19,0.14,0.14,0.13,0.14,0.12,0.11,0.11,0.09,0.07,0.06,0.08,0.08,0.06,0.06,0.02,0.02,0.01,0.02,0.01,0.01,0.0,0.0,0.17,0.01,0.0,100.02
10/22/2021,5.5,3.83,2.42,2.65,2.54,2.38,1.99,1.9,1.82,1.97,1.67,1.73,1.58,1.32,1.57,1.33,0.97,1.17,1.25,1.15,1.21,1.11,0.99,0.81,0.0,1.04,0.0,0.89,0.83,0.0,0.72,0.89,0.0,0.81,0.66,0.58,0.68,0.59,0.64,0.62,0.63,0.0,0.52,0.0,0.51,0.57,0.48,0.58,0.56,0.49,0.5,0.46,0.54,0.0,0.0,0.42,0.41,0.44,0.39,0.34,0.41,0.39,0.39,0.4,0.38,0.35,0.35,0.0,0.37,0.32,0.0,0.0,0.3,0.28,0.28,0.25,0.25,0.29,0.14,0.22,0.22,0.28,0.23,0.0,0.21,0.21,0.21,0.21,0.22,0.27,0.22,0.21,0.18,0.19,0.18,0.25,0.19,0.21,0.21,0.08,0.16,0.18,0.19,0.16,0.14,0.16,0.15,0.16,0.21,0.14,0.15,0.15,0.15,0.15,0.15,0.0,0.12,0.0,0.14,0.14,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.1,0.14,0.11,0.1,0.08,0.11,0.0,0.12,0.13,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.09,0.0,0.08,0.0,0.08,0.09,0.0,0.1,0.0,0.09,0.09,0.07,0.06,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.14,0.0,6.81,5.46,1.97,1.29,0.81,0.65,0.56,0.65,0.51,0.51,0.37,0.4,0.2,0.2,0.19,0.18,0.18,0.14,0.14,0.13,0.14,0.12,0.11,0.11,0.09,0.07,0.06,0.08,0.08,0.06,0.06,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.17,0.01,0.0,100.07
10/25/2021,4.93,3.81,2.49,2.69,2.6,2.39,1.98,1.91,1.82,1.94,1.67,1.81,1.59,1.33,1.57,1.37,0.98,1.2,1.29,1.14,1.22,1.11,0.99,0.81,0.0,1.05,0.0,0.91,0.83,0.0,0.74,0.89,0.0,0.81,0.66,0.58,0.68,0.6,0.64,0.63,0.64,0.0,0.52,0.0,0.51,0.53,0.49,0.58,0.56,0.5,0.52,0.47,0.56,0.0,0.0,0.42,0.42,0.46,0.39,0.35,0.42,0.38,0.4,0.41,0.38,0.35,0.35,0.0,0.38,0.32,0.0,0.0,0.3,0.29,0.29,0.25,0.26,0.29,0.14,0.23,0.22,0.28,0.23,0.0,0.22,0.2,0.22,0.2,0.22,0.28,0.22,0.19,0.18,0.19,0.18,0.25,0.19,0.21,0.21,0.08,0.16,0.18,0.19,0.17,0.14,0.17,0.15,0.17,0.21,0.15,0.16,0.15,0.15,0.15,0.15,0.0,0.12,0.0,0.14,0.14,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.11,0.16,0.11,0.1,0.09,0.11,0.0,0.12,0.13,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.08,0.0,0.08,0.09,0.0,0.1,0.0,0.09,0.08,0.06,0.06,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.14,0.0,6.72,5.37,1.97,1.26,0.8,0.65,0.57,0.67,0.52,0.48,0.38,0.41,0.19,0.21,0.19,0.19,0.19,0.15,0.14,0.13,0.13,0.11,0.11,0.12,0.08,0.07,0.06,0.08,0.08,0.06,0.06,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.17,0.01,0.0,99.97
10/26/2021,4.86,3.87,2.54,2.6,2.66,2.39,1.96,1.89,1.8,1.95,1.65,1.72,1.59,1.33,1.59,1.38,0.98,1.21,1.29,1.13,1.21,1.11,0.99,0.8,0.0,1.05,0.0,0.91,0.84,0.0,0.74,0.9,0.0,0.82,0.66,0.58,0.68,0.59,0.64,0.63,0.63,0.0,0.52,0.0,0.51,0.56,0.48,0.58,0.56,0.5,0.51,0.48,0.56,0.0,0.0,0.42,0.42,0.46,0.39,0.36,0.42,0.38,0.4,0.41,0.37,0.35,0.35,0.0,0.38,0.32,0.0,0.0,0.3,0.29,0.29,0.25,0.26,0.29,0.14,0.23,0.22,0.28,0.23,0.0,0.22,0.2,0.22,0.21,0.23,0.28,0.22,0.19,0.18,0.19,0.18,0.25,0.19,0.2,0.21,0.08,0.16,0.18,0.2,0.16,0.14,0.17,0.15,0.17,0.21,0.14,0.16,0.15,0.15,0.15,0.15,0.0,0.12,0.0,0.14,0.14,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.11,0.15,0.11,0.1,0.09,0.11,0.0,0.12,0.12,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.08,0.0,0.08,0.1,0.0,0.1,0.0,0.09,0.08,0.06,0.06,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.03,0.0,0.0,0.14,0.0,6.73,5.39,2.07,1.28,0.8,0.65,0.58,0.66,0.52,0.48,0.38,0.41,0.19,0.21,0.19,0.19,0.19,0.14,0.14,0.14,0.13,0.11,0.11,0.12,0.08,0.07,0.06,0.08,0.08,0.06,0.06,0.02,0.02,0.01,0.02,0.01,0.01,0.0,0.0,0.17,0.01,0.0,100.0
10/27/2021,4.86,3.87,2.54,2.6,2.66,2.39,1.96,1.89,1.8,1.95,1.65,1.72,1.59,1.33,1.59,1.38,0.98,1.21,1.29,1.13,1.21,1.11,0.99,0.8,0.0,1.05,0.0,0.91,0.84,0.0,0.74,0.9,0.0,0.82,0.66,0.58,0.68,0.59,0.64,0.63,0.63,0.0,0.52,0.0,0.51,0.56,0.48,0.58,0.56,0.5,0.51,0.48,0.56,0.0,0.0,0.42,0.42,0.46,0.39,0.36,0.42,0.38,0.4,0.41,0.37,0.35,0.35,0.0,0.38,0.32,0.0,0.0,0.3,0.29,0.29,0.25,0.26,0.29,0.14,0.23,0.22,0.28,0.23,0.0,0.22,0.2,0.22,0.21,0.23,0.28,0.22,0.19,0.18,0.19,0.18,0.25,0.19,0.2,0.21,0.08,0.16,0.18,0.2,0.16,0.14,0.17,0.15,0.17,0.21,0.14,0.16,0.15,0.15,0.15,0.15,0.0,0.12,0.0,0.14,0.14,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.11,0.15,0.11,0.1,0.09,0.11,0.0,0.12,0.12,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.08,0.0,0.08,0.1,0.0,0.1,0.0,0.09,0.08,0.06,0.06,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.03,0.0,0.0,0.14,0.0,6.73,5.39,2.07,1.28,0.8,0.65,0.58,0.66,0.52,0.48,0.38,0.41,0.19,0.21,0.19,0.19,0.19,0.14,0.14,0.14,0.13,0.11,0.11,0.12,0.08,0.07,0.06,0.08,0.08,0.06,0.06,0.02,0.02,0.01,0.02,0.01,0.01,0.0,0.0,0.17,0.01,0.0,100.0
10/28/2021,4.96,3.88,2.52,2.59,2.68,2.37,1.95,1.9,1.8,1.97,1.7,1.77,1.59,1.3,1.59,1.38,0.99,1.21,1.29,1.14,1.21,1.11,0.99,0.79,0.0,1.05,0.0,0.91,0.84,0.0,0.73,0.88,0.0,0.81,0.67,0.56,0.68,0.59,0.64,0.6,0.63,0.0,0.51,0.0,0.51,0.57,0.48,0.58,0.56,0.49,0.48,0.47,0.57,0.0,0.0,0.42,0.43,0.45,0.39,0.35,0.41,0.39,0.4,0.42,0.37,0.35,0.35,0.0,0.38,0.32,0.0,0.0,0.31,0.29,0.29,0.25,0.26,0.29,0.14,0.22,0.22,0.28,0.23,0.0,0.21,0.2,0.22,0.2,0.22,0.28,0.22,0.19,0.17,0.19,0.18,0.25,0.19,0.2,0.22,0.08,0.16,0.18,0.2,0.16,0.14,0.17,0.15,0.17,0.21,0.14,0.16,0.15,0.15,0.15,0.15,0.0,0.13,0.0,0.14,0.14,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.1,0.11,0.15,0.11,0.1,0.09,0.11,0.0,0.12,0.13,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.09,0.0,0.08,0.0,0.08,0.09,0.0,0.1,0.0,0.09,0.08,0.06,0.06,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.14,0.0,6.77,5.4,2.01,1.28,0.79,0.64,0.58,0.65,0.52,0.47,0.38,0.4,0.19,0.21,0.19,0.19,0.19,0.14,0.14,0.14,0.13,0.11,0.11,0.11,0.08,0.07,0.06,0.08,0.08,0.06,0.05,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.18,0.0,0.0,99.95
10/29/2021,4.92,3.9,2.72,2.61,2.7,2.33,1.93,1.88,1.81,2.02,1.66,1.8,1.42,1.31,1.6,1.39,1.0,1.22,1.33,1.13,1.21,1.11,1.0,0.79,0.0,1.03,0.0,0.9,0.8,0.0,0.74,0.88,0.0,0.8,0.67,0.57,0.68,0.59,0.65,0.59,0.63,0.0,0.52,0.0,0.51,0.56,0.48,0.58,0.57,0.5,0.49,0.47,0.57,0.0,0.0,0.42,0.43,0.44,0.39,0.36,0.41,0.37,0.39,0.42,0.37,0.35,0.34,0.0,0.38,0.32,0.0,0.0,0.31,0.29,0.28,0.26,0.26,0.29,0.14,0.22,0.22,0.28,0.23,0.0,0.22,0.2,0.22,0.2,0.22,0.28,0.22,0.19,0.17,0.19,0.18,0.25,0.19,0.2,0.21,0.08,0.16,0.18,0.2,0.16,0.14,0.17,0.15,0.17,0.21,0.14,0.16,0.15,0.15,0.15,0.16,0.0,0.12,0.0,0.14,0.14,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.1,0.1,0.15,0.11,0.1,0.09,0.11,0.0,0.12,0.13,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.09,0.0,0.08,0.0,0.08,0.1,0.0,0.1,0.0,0.09,0.08,0.06,0.06,0.08,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.15,0.0,6.76,5.38,2.01,1.26,0.82,0.65,0.58,0.66,0.52,0.48,0.38,0.39,0.19,0.21,0.19,0.19,0.19,0.14,0.14,0.14,0.12,0.11,0.11,0.11,0.08,0.07,0.06,0.08,0.08,0.06,0.05,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.18,0.0,0.0,99.99
11/01/2021,4.87,3.96,2.71,2.65,2.76,2.36,1.95,1.96,1.82,2.01,1.72,1.81,1.44,1.21,1.66,1.43,1.01,1.26,1.37,1.03,1.25,1.15,1.02,0.73,0.0,0.95,0.0,0.92,0.78,0.0,0.76,0.88,0.0,0.83,0.68,0.57,0.69,0.61,0.65,0.6,0.65,0.0,0.53,0.0,0.53,0.58,0.49,0.58,0.58,0.54,0.52,0.49,0.6,0.0,0.0,0.43,0.44,0.46,0.36,0.36,0.42,0.38,0.41,0.43,0.38,0.36,0.35,0.0,0.39,0.33,0.0,0.0,0.31,0.3,0.29,0.26,0.28,0.29,0.15,0.23,0.23,0.29,0.25,0.0,0.23,0.2,0.22,0.2,0.23,0.29,0.21,0.19,0.17,0.19,0.18,0.25,0.21,0.2,0.21,0.09,0.17,0.19,0.2,0.16,0.13,0.17,0.16,0.17,0.22,0.14,0.16,0.15,0.15,0.13,0.16,0.0,0.13,0.0,0.14,0.14,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.1,0.1,0.16,0.11,0.11,0.09,0.12,0.0,0.12,0.13,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.08,0.1,0.0,0.1,0.0,0.09,0.09,0.07,0.06,0.08,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.15,0.0,6.21,5.1,1.97,1.18,0.84,0.64,0.59,0.67,0.52,0.47,0.39,0.4,0.19,0.21,0.2,0.2,0.2,0.13,0.14,0.15,0.13,0.12,0.11,0.11,0.08,0.07,0.06,0.08,0.08,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.18,0.0,0.0,100.06
11/02/2021,4.79,4.0,2.71,2.66,2.76,2.36,1.94,1.96,1.81,2.01,1.69,1.76,1.44,1.2,1.67,1.43,1.01,1.26,1.35,1.03,1.25,1.15,1.01,0.73,0.0,0.94,0.0,0.92,0.81,0.0,0.76,0.88,0.0,0.79,0.67,0.56,0.69,0.6,0.66,0.6,0.65,0.0,0.53,0.0,0.53,0.59,0.5,0.58,0.58,0.53,0.51,0.49,0.61,0.0,0.0,0.43,0.44,0.48,0.35,0.36,0.42,0.39,0.41,0.43,0.38,0.36,0.38,0.0,0.38,0.33,0.0,0.0,0.32,0.3,0.29,0.26,0.28,0.29,0.15,0.23,0.22,0.29,0.24,0.0,0.22,0.2,0.22,0.2,0.22,0.29,0.21,0.19,0.17,0.2,0.18,0.26,0.21,0.2,0.21,0.09,0.17,0.19,0.2,0.16,0.13,0.17,0.17,0.18,0.22,0.14,0.16,0.15,0.15,0.12,0.15,0.0,0.13,0.0,0.13,0.14,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.1,0.1,0.16,0.11,0.11,0.09,0.12,0.0,0.12,0.13,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.08,0.1,0.0,0.1,0.0,0.09,0.09,0.07,0.06,0.08,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.03,0.0,0.0,0.15,0.0,6.28,5.14,1.96,1.17,0.85,0.64,0.59,0.66,0.51,0.46,0.39,0.4,0.19,0.21,0.2,0.17,0.19,0.13,0.14,0.15,0.13,0.12,0.11,0.11,0.07,0.07,0.06,0.08,0.08,0.05,0.06,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.18,0.0,0.0,99.92
