,ABBV,PM,IBM,IP,GILD,PFE,VZ,MO,IPG,DOW,KHC,SO,PFG,OMC,DHR.,XRX,UNM,SJI,ORI,FHN,NYCB,NAVI,APAM,ASB,MC,CWEN,Cash&Other,CFFI,SPKE,UNB,MCY,SGU,EBF,UBFO,SXC,NWFL,FNLC,UVV,PWOD,UVE,FRG,VGR,RGP,SPTN,ATLO,CIZN,VLGEA,ETH,SAFT,PFBI,SWM,KMI,WBA,HBAN,WU,HRB,ETRN,PBCT,OMF,KEY,VIRT,GLT,ISBC,FNB,ACNB,AGM,FFBC,FULT,n/a,BGS,ETD,SLVM WI,LYB,CAH,NEM,BG3.,CWH,HESM,CO2A.,PETS,RGR,KD WI,BGFV,CATO,KD,4I1.,PG4.,DOUG WI,SUM
10/21/2021,5.9,5.9,4.85,2.99,0.0,0.0,5.98,0.0,0.0,6.01,4.84,4.82,1.5,1.88,0.0,1.6,2.5,0.83,1.41,1.46,0.0,1.31,0.67,0.0,0.0,0.81,0.97,0.0,0.0,0.0,0.67,0.86,0.0,0.0,0.85,0.0,0.69,0.84,0.0,0.67,0.86,0.83,0.0,0.0,0.68,0.0,0.0,0.0,0.67,0.0,0.83,0.0,0.0,0.0,2.58,1.33,1.11,1.75,2.29,0.0,1.01,0.87,0.0,0.89,0.69,0.0,0.68,0.68,0.0,0.0,0.86,0.0,4.89,4.79,4.77,1.44,1.31,0.84,0.86,0.85,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
10/22/2021,5.9,5.79,4.83,2.94,0.0,0.0,6.03,0.0,0.0,6.02,4.82,4.86,1.5,1.88,0.0,1.62,2.53,0.85,1.42,1.49,0.0,1.29,0.69,0.0,0.0,0.82,0.96,0.0,0.0,0.0,0.68,0.85,0.0,0.0,0.83,0.0,0.69,0.84,0.0,0.68,0.86,0.83,0.0,0.0,0.68,0.0,0.0,0.0,0.67,0.0,0.83,0.0,0.0,0.0,2.44,1.33,1.11,1.76,2.29,0.0,1.04,0.85,0.0,0.9,0.68,0.0,0.68,0.67,0.0,0.0,0.87,0.0,4.89,4.88,4.81,1.4,1.3,0.85,0.84,0.85,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/25/2021,5.98,5.85,4.38,3.01,0.0,0.0,6.16,0.0,0.0,6.04,4.78,4.96,1.51,1.79,0.0,1.66,2.53,0.87,1.43,1.48,0.0,1.29,0.7,0.0,0.0,0.82,0.96,0.0,0.0,0.0,0.69,0.87,0.0,0.0,0.83,0.0,0.68,0.84,0.0,0.69,0.87,0.84,0.0,0.0,0.69,0.0,0.0,0.0,0.68,0.0,0.83,0.0,0.0,0.0,2.39,1.35,1.08,1.85,2.14,0.0,1.03,0.88,0.0,0.88,0.68,0.0,0.69,0.7,0.0,0.0,0.88,0.0,4.8,4.93,4.84,1.43,1.27,0.85,0.88,0.84,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/26/2021,6.01,5.88,4.37,3.0,0.0,0.0,6.11,0.0,0.0,5.96,4.78,4.87,1.52,1.75,0.0,1.65,2.53,0.87,1.44,1.49,0.0,1.29,0.72,0.0,0.0,0.83,0.96,0.0,0.0,0.0,0.7,0.88,0.0,0.0,0.84,0.0,0.69,0.85,0.0,0.68,0.87,0.83,0.0,0.0,0.69,0.0,0.0,0.0,0.69,0.0,0.84,0.0,0.0,0.0,2.37,1.33,1.08,1.85,2.08,0.0,1.05,0.88,0.0,0.89,0.69,0.0,0.71,0.71,0.0,0.0,0.88,0.0,4.85,4.99,4.88,1.43,1.26,0.85,0.88,0.85,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/27/2021,6.01,5.88,4.37,3.0,0.0,0.0,6.11,0.0,0.0,5.96,4.78,4.87,1.52,1.75,0.0,1.65,2.53,0.87,1.44,1.49,0.0,1.29,0.72,0.0,0.0,0.83,0.96,0.0,0.0,0.0,0.7,0.88,0.0,0.0,0.84,0.0,0.69,0.85,0.0,0.68,0.87,0.83,0.0,0.0,0.69,0.0,0.0,0.0,0.69,0.0,0.84,0.0,0.0,0.0,2.37,1.33,1.08,1.85,2.08,0.0,1.05,0.88,0.0,0.89,0.69,0.0,0.71,0.71,0.0,0.0,0.88,0.0,4.85,4.99,4.88,1.43,1.26,0.85,0.88,0.85,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/28/2021,5.96,5.84,4.35,2.99,0.0,0.0,6.06,0.0,0.0,5.98,4.75,4.85,1.52,1.73,0.0,1.63,2.51,0.86,1.44,1.48,0.0,1.28,0.73,0.0,0.0,0.87,0.95,0.0,0.0,0.0,0.7,0.89,0.0,0.0,0.87,0.0,0.69,0.85,0.0,0.69,0.89,0.86,0.0,0.0,0.69,0.0,0.0,0.0,0.69,0.0,0.85,0.0,0.0,0.0,2.37,1.34,1.1,1.84,2.09,0.0,1.04,0.89,0.0,0.88,0.68,0.0,0.72,0.71,0.0,0.0,0.89,0.0,4.85,4.89,4.9,1.56,1.27,0.84,0.91,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/29/2021,6.04,5.85,4.35,3.01,0.0,0.0,6.15,0.0,0.0,6.01,4.8,4.91,1.52,1.76,0.0,1.45,2.53,0.86,1.43,1.47,0.0,1.27,0.74,0.0,0.0,0.88,0.95,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.86,0.0,0.7,0.84,0.0,0.69,0.86,0.85,0.0,0.0,0.7,0.0,0.0,0.0,0.7,0.0,0.84,0.0,0.0,0.0,2.35,1.33,1.08,1.81,2.16,0.0,1.04,0.88,0.0,0.88,0.69,0.0,0.71,0.7,0.0,0.0,0.87,0.0,4.87,4.92,4.9,1.47,1.25,0.82,0.89,0.89,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/01/2021,6.15,5.93,4.38,2.87,0.0,0.0,6.21,0.0,0.0,5.88,4.88,4.95,1.49,1.74,0.0,1.46,2.48,0.86,1.53,1.53,0.0,1.28,0.71,0.0,0.0,0.92,1.03,0.0,0.0,0.0,0.72,0.91,0.0,0.0,0.87,0.0,0.7,0.84,0.0,0.75,0.86,0.85,0.0,0.0,0.73,0.0,0.0,0.0,0.69,0.0,0.83,0.0,0.0,0.0,2.29,1.29,1.08,1.74,2.08,0.0,1.04,0.9,0.0,0.88,0.7,0.0,0.7,0.7,0.0,0.0,0.85,0.0,4.89,4.89,4.74,1.44,1.28,0.82,0.91,0.9,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/02/2021,6.46,5.87,4.37,2.88,0.0,0.0,6.26,0.0,0.0,5.85,4.83,4.93,1.5,1.72,0.0,1.45,2.37,0.88,1.52,1.52,0.0,1.31,0.73,0.0,0.0,0.94,1.07,0.0,0.0,0.0,0.69,0.94,0.0,0.0,0.9,0.0,0.71,0.84,0.0,0.76,0.86,0.83,0.0,0.0,0.74,0.0,0.0,0.0,0.69,0.0,0.83,0.0,0.0,0.0,2.26,1.28,1.02,1.74,2.07,0.0,1.01,0.91,0.0,0.87,0.71,0.0,0.7,0.7,0.0,0.0,0.87,0.0,4.73,4.92,4.68,1.45,1.3,0.82,0.92,0.91,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/03/2021,6.46,5.87,4.37,2.88,0.0,0.0,6.26,0.0,0.0,5.85,4.83,4.93,1.5,1.72,0.0,1.45,2.37,0.88,1.52,1.52,0.0,1.31,0.73,0.0,0.0,0.94,1.07,0.0,0.0,0.0,0.69,0.94,0.0,0.0,0.9,0.0,0.71,0.84,0.0,0.76,0.86,0.83,0.0,0.0,0.74,0.0,0.0,0.0,0.69,0.0,0.83,0.0,0.0,0.0,2.26,1.28,1.02,1.74,2.07,0.0,1.01,0.91,0.0,0.87,0.71,0.0,0.7,0.7,0.0,0.0,0.87,0.0,4.73,4.92,4.68,1.45,1.3,0.82,0.92,0.91,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/04/2021,6.38,5.72,4.35,2.8,0.0,0.0,6.17,0.0,0.0,5.92,4.87,4.88,1.49,1.72,0.0,1.49,2.41,0.9,1.53,1.53,0.0,1.33,0.72,0.0,0.0,0.95,1.06,0.0,0.0,0.0,0.69,0.92,0.0,0.0,0.89,0.0,0.71,0.84,0.0,0.75,0.88,0.85,0.0,0.0,0.72,0.0,0.0,0.0,0.68,0.0,0.86,0.0,0.0,0.0,2.3,1.26,1.02,1.77,2.08,0.0,1.01,0.93,0.0,0.9,0.7,0.0,0.72,0.71,0.0,0.0,0.9,0.0,4.74,4.94,4.64,1.52,1.31,0.83,0.92,0.92,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/05/2021,6.46,5.74,4.34,2.79,0.0,0.0,6.11,0.0,0.0,6.01,4.91,4.87,1.5,1.69,0.0,1.54,2.39,0.87,1.51,1.5,0.0,1.27,0.72,0.0,0.0,0.92,1.07,0.0,0.0,0.0,0.69,0.9,0.0,0.0,0.85,0.0,0.7,0.84,0.0,0.74,0.89,0.85,0.0,0.0,0.72,0.0,0.0,0.0,0.68,0.0,0.87,0.0,0.0,0.0,2.23,1.24,1.04,1.78,2.05,0.0,1.04,0.93,0.0,0.89,0.7,0.0,0.7,0.7,0.0,0.0,0.9,0.0,4.73,4.96,4.67,1.64,1.33,0.81,0.92,0.93,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/08/2021,6.48,5.71,4.15,2.77,0.0,0.0,6.02,0.0,0.0,5.86,4.91,4.86,1.5,1.68,0.0,1.51,2.37,0.85,1.49,1.51,0.0,1.26,0.73,0.0,0.0,0.96,1.07,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.84,0.0,0.71,0.86,0.0,0.75,1.01,0.85,0.0,0.0,0.71,0.0,0.0,0.0,0.68,0.0,0.75,0.0,0.0,0.0,2.18,1.34,0.99,1.78,2.05,0.0,1.12,0.95,0.0,0.89,0.7,0.0,0.71,0.7,0.0,0.0,0.89,0.0,4.56,4.97,4.67,1.88,1.45,0.79,0.95,0.98,0.82,0.18,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
11/09/2021,6.41,5.68,4.19,2.75,0.0,0.0,5.99,0.0,0.0,5.91,4.94,4.85,1.5,1.69,0.0,1.55,2.38,0.85,1.48,1.51,0.0,1.27,0.72,0.0,0.0,0.96,1.06,0.0,0.0,0.0,0.68,0.89,0.0,0.0,0.84,0.0,0.71,0.87,0.0,0.76,1.02,0.87,0.0,0.0,0.7,0.0,0.0,0.0,0.69,0.0,0.79,0.0,0.0,0.0,2.18,1.36,0.98,1.77,2.05,0.0,1.1,0.96,0.0,0.9,0.7,0.0,0.72,0.71,0.0,0.0,0.9,0.0,4.6,4.95,4.74,1.77,1.39,0.79,0.98,0.96,0.8,0.16,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/10/2021,6.41,5.68,4.19,2.75,0.0,0.0,5.99,0.0,0.0,5.91,4.94,4.85,1.5,1.69,0.0,1.55,2.38,0.85,1.48,1.51,0.0,1.27,0.72,0.0,0.0,0.96,1.06,0.0,0.0,0.0,0.68,0.89,0.0,0.0,0.84,0.0,0.71,0.87,0.0,0.76,1.02,0.87,0.0,0.0,0.7,0.0,0.0,0.0,0.69,0.0,0.79,0.0,0.0,0.0,2.18,1.36,0.98,1.77,2.05,0.0,1.1,0.96,0.0,0.9,0.7,0.0,0.72,0.71,0.0,0.0,0.9,0.0,4.6,4.95,4.74,1.77,1.39,0.79,0.98,0.96,0.8,0.16,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/11/2021,6.33,5.58,4.16,2.77,0.0,0.0,5.99,0.0,0.0,5.92,4.84,4.8,1.49,1.69,0.0,1.54,2.35,0.86,1.46,1.5,0.0,1.31,0.74,0.0,0.0,0.94,1.11,0.0,0.0,0.0,0.67,0.9,0.0,0.0,0.86,0.0,0.71,0.85,0.0,0.76,1.01,0.87,0.0,0.0,0.71,0.0,0.0,0.0,0.68,0.0,0.79,0.0,0.0,0.0,2.19,1.32,1.01,1.78,2.05,0.0,1.09,0.97,0.0,0.9,0.69,0.0,0.73,0.71,0.0,0.0,0.9,0.0,4.6,4.95,4.72,2.04,1.41,0.8,1.0,0.98,0.79,0.16,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/12/2021,6.29,5.62,4.08,2.76,0.0,0.0,5.97,0.0,0.0,5.93,4.85,4.85,1.47,1.68,0.0,1.56,2.31,0.86,1.46,1.5,0.0,1.29,0.73,0.0,0.0,0.94,1.1,0.0,0.0,0.0,0.66,0.9,0.0,0.0,0.84,0.0,0.71,0.85,0.0,0.76,1.02,0.96,0.0,0.0,0.71,0.0,0.0,0.0,0.68,0.0,0.79,0.0,0.0,0.0,2.16,1.33,1.02,1.75,2.05,0.0,1.07,0.97,0.0,0.9,0.69,0.0,0.73,0.71,0.0,0.0,0.9,0.0,4.57,4.91,4.76,2.26,1.43,0.8,0.99,0.93,0.8,0.14,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/15/2021,6.28,5.64,4.02,2.75,0.0,0.0,5.93,0.0,0.0,5.96,4.79,4.72,1.48,1.68,0.0,1.56,2.34,0.88,1.45,1.49,0.0,1.3,0.72,0.0,0.0,0.95,1.17,0.0,0.0,0.0,0.65,0.89,0.0,0.0,0.82,0.0,0.72,0.84,0.0,0.77,0.99,0.9,0.0,0.0,0.7,0.0,0.0,0.0,0.69,0.0,0.78,0.0,0.0,0.0,2.14,1.31,0.98,1.78,2.06,0.0,1.08,0.96,0.0,0.9,0.68,0.0,0.73,0.7,0.0,0.0,0.89,0.0,4.61,4.91,4.88,2.55,1.4,0.79,0.97,0.91,0.78,0.14,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/16/2021,6.3,5.62,3.97,2.73,0.0,0.0,5.91,0.0,0.0,5.99,4.78,4.68,1.49,1.66,0.0,1.57,2.36,0.9,1.46,1.47,0.0,1.3,0.7,0.0,0.0,0.94,1.18,0.0,0.0,0.0,0.64,0.89,0.0,0.0,0.81,0.0,0.71,0.84,0.0,0.77,0.98,0.91,0.0,0.0,0.71,0.0,0.0,0.0,0.69,0.0,0.79,0.0,0.0,0.0,2.17,1.3,1.0,1.79,2.03,0.0,1.09,0.95,0.0,0.9,0.69,0.0,0.72,0.7,0.0,0.0,0.89,0.0,4.64,5.06,4.87,2.53,1.38,0.78,0.95,0.91,0.78,0.14,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/17/2021,6.3,5.62,3.97,2.73,0.0,0.0,5.91,0.0,0.0,5.99,4.78,4.68,1.49,1.66,0.0,1.57,2.36,0.9,1.46,1.47,0.0,1.3,0.7,0.0,0.0,0.94,1.18,0.0,0.0,0.0,0.64,0.89,0.0,0.0,0.81,0.0,0.71,0.84,0.0,0.77,0.98,0.91,0.0,0.0,0.71,0.0,0.0,0.0,0.69,0.0,0.79,0.0,0.0,0.0,2.17,1.3,1.0,1.79,2.03,0.0,1.09,0.95,0.0,0.9,0.69,0.0,0.72,0.7,0.0,0.0,0.89,0.0,4.64,5.06,4.87,2.53,1.38,0.78,0.95,0.91,0.78,0.14,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/18/2021,6.31,5.68,3.98,2.75,0.0,0.0,5.94,0.0,0.0,6.0,4.85,4.72,1.54,1.67,0.0,1.55,2.37,0.91,1.46,1.48,0.0,1.29,0.71,0.0,0.0,0.96,1.51,0.0,0.0,0.0,0.63,0.89,0.0,0.0,0.79,0.0,0.71,0.85,0.0,0.76,1.01,1.01,0.0,0.0,0.71,0.0,0.0,0.0,0.68,0.0,0.82,0.0,0.0,0.0,2.12,1.31,1.0,1.8,2.01,0.0,1.11,0.93,0.0,0.91,0.69,0.0,0.72,0.7,0.0,0.0,0.9,0.0,4.65,4.72,4.9,1.98,1.41,0.79,0.97,0.91,0.8,0.14,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/19/2021,6.36,5.6,4.01,2.77,0.0,0.0,5.96,0.0,0.0,5.96,4.83,4.76,1.56,1.67,0.0,1.56,2.36,0.92,1.47,1.5,0.0,1.28,0.71,0.0,0.0,0.97,1.53,0.0,0.0,0.0,0.64,0.88,0.0,0.0,0.78,0.0,0.72,0.84,0.0,0.77,1.04,1.0,0.0,0.0,0.71,0.0,0.0,0.0,0.68,0.0,0.8,0.0,0.0,0.0,2.1,1.31,1.02,1.82,1.97,0.0,1.13,0.95,0.0,0.91,0.7,0.0,0.72,0.7,0.0,0.0,0.92,0.0,4.59,4.73,4.89,1.74,1.47,0.79,0.97,0.95,0.82,0.13,0.0,0.0,0.0,0.0,0.0,0.0,99.97
11/22/2021,6.45,5.67,4.02,2.76,0.0,0.0,5.96,0.0,0.0,5.94,4.79,4.8,1.56,1.7,0.0,1.56,2.4,0.93,1.48,1.5,0.0,1.3,0.71,0.0,0.0,0.99,1.54,0.0,0.0,0.0,0.64,0.89,0.0,0.0,0.77,0.0,0.72,0.86,0.0,0.77,1.03,1.01,0.0,0.0,0.72,0.0,0.0,0.0,0.68,0.0,0.78,0.0,0.0,0.0,2.07,1.32,1.03,1.84,1.97,0.0,1.15,0.94,0.0,0.91,0.71,0.0,0.72,0.7,0.0,0.0,0.89,0.0,4.57,4.73,4.9,1.68,1.46,0.78,0.79,0.94,0.82,0.13,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
11/23/2021,6.45,5.67,4.02,2.76,0.0,0.0,5.96,0.0,0.0,5.94,4.79,4.8,1.56,1.7,0.0,1.56,2.4,0.93,1.48,1.5,0.0,1.3,0.71,0.0,0.0,0.99,1.54,0.0,0.0,0.0,0.64,0.89,0.0,0.0,0.77,0.0,0.72,0.86,0.0,0.77,1.03,1.01,0.0,0.0,0.72,0.0,0.0,0.0,0.68,0.0,0.78,0.0,0.0,0.0,2.07,1.32,1.03,1.84,1.97,0.0,1.15,0.94,0.0,0.91,0.71,0.0,0.72,0.7,0.0,0.0,0.89,0.0,4.57,4.73,4.9,1.68,1.46,0.78,0.79,0.94,0.82,0.13,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
11/24/2021,6.52,5.58,4.04,2.74,0.0,0.0,5.98,0.0,0.0,5.96,4.73,4.94,1.58,1.69,0.0,1.56,2.34,0.94,1.5,1.5,0.0,1.31,0.72,0.0,0.0,1.02,1.57,0.0,0.0,0.0,0.65,0.89,0.0,0.0,0.77,0.0,0.73,0.85,0.0,0.79,1.05,1.03,0.0,0.0,0.73,0.0,0.0,0.0,0.68,0.0,0.77,0.0,0.0,0.0,2.06,1.35,1.02,1.83,1.95,0.0,1.15,0.96,0.0,0.92,0.72,0.0,0.73,0.72,0.0,0.0,0.89,0.0,4.53,4.7,4.88,1.54,1.47,0.77,0.79,0.94,0.83,0.13,0.0,0.0,0.0,0.0,0.0,0.0,100.04
11/25/2021,6.41,5.48,4.0,2.76,0.0,0.0,5.99,0.0,0.0,6.04,4.69,4.92,1.59,1.69,0.0,1.59,2.33,0.93,1.5,1.5,0.0,1.32,0.7,0.0,0.0,1.01,1.55,0.0,0.0,0.0,0.64,0.83,0.0,0.0,0.79,0.0,0.74,0.85,0.0,0.79,1.15,1.01,0.0,0.0,0.72,0.0,0.0,0.0,0.68,0.0,0.76,0.0,0.0,0.0,2.08,1.38,1.01,1.87,1.94,0.0,1.12,0.95,0.0,0.93,0.72,0.0,0.74,0.72,0.0,0.0,0.9,0.0,4.65,4.63,4.76,1.64,1.51,0.78,0.85,0.91,0.81,0.13,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/26/2021,6.54,5.44,3.99,2.73,0.0,0.0,5.97,0.0,0.0,6.04,4.65,4.87,1.6,1.71,0.0,1.61,2.35,0.93,1.5,1.52,0.0,1.33,0.71,0.0,0.0,1.01,1.6,0.0,0.0,0.0,0.65,0.86,0.0,0.0,0.8,0.0,0.76,0.85,0.0,0.79,1.15,1.01,0.0,0.0,0.72,0.0,0.0,0.0,0.69,0.0,0.74,0.0,0.0,0.0,2.05,1.37,1.03,1.86,1.98,0.0,1.14,0.95,0.0,0.93,0.72,0.0,0.74,0.73,0.0,0.0,0.88,0.0,4.65,4.68,4.7,1.55,1.48,0.8,0.87,0.89,0.79,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
11/29/2021,6.55,5.48,4.0,2.7,0.0,0.0,5.98,0.0,0.0,6.0,4.64,4.9,1.62,1.71,0.0,1.61,2.33,0.94,1.49,1.52,0.0,1.34,0.71,0.0,0.0,1.01,1.64,0.0,0.0,0.0,0.65,0.85,0.0,0.0,0.79,0.0,0.75,0.85,0.0,0.79,1.12,1.02,0.0,0.0,0.72,0.0,0.0,0.0,0.68,0.0,0.74,0.0,0.0,0.0,2.02,1.39,1.05,1.86,1.99,0.0,1.15,0.94,0.0,0.93,0.73,0.0,0.73,0.73,0.0,0.0,0.87,0.0,4.53,4.66,4.72,1.51,1.55,0.81,0.86,0.9,0.79,0.12,0.0,0.0,0.0,0.0,0.0,0.0,99.97
11/30/2021,6.54,5.49,4.03,2.75,0.0,0.0,6.1,0.0,0.0,5.93,4.67,4.9,1.58,1.71,0.0,1.57,2.27,0.94,1.48,1.48,0.0,1.32,0.69,0.0,0.0,1.0,1.75,0.0,0.0,0.0,0.66,0.85,0.0,0.0,0.77,0.0,0.73,0.84,0.0,0.79,1.1,1.0,0.0,0.0,0.72,0.0,0.0,0.0,0.69,0.0,0.75,0.0,0.0,0.0,2.03,1.39,1.03,1.8,1.98,0.0,1.18,0.95,0.0,0.9,0.74,0.0,0.7,0.7,0.0,0.0,0.87,0.0,4.54,4.63,4.84,1.55,1.59,0.8,0.86,0.93,0.8,0.11,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/01/2021,6.59,5.43,4.15,2.74,0.0,0.0,6.11,0.0,0.0,5.95,4.68,4.98,1.57,1.71,0.0,1.57,2.23,0.93,1.47,1.49,0.0,1.32,0.7,0.0,0.0,1.0,1.83,0.0,0.0,0.0,0.66,0.86,0.0,0.0,0.76,0.0,0.72,0.84,0.0,0.79,1.11,0.98,0.0,0.0,0.73,0.0,0.0,0.0,0.67,0.0,0.72,0.0,0.0,0.0,2.01,1.36,1.01,1.8,2.01,0.0,1.15,0.95,0.0,0.9,0.74,0.0,0.69,0.7,0.0,0.0,0.85,0.0,4.55,4.63,4.81,1.48,1.56,0.8,0.88,0.92,0.8,0.11,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/02/2021,6.59,5.43,4.15,2.74,0.0,0.0,6.11,0.0,0.0,5.95,4.68,4.98,1.57,1.71,0.0,1.57,2.23,0.93,1.47,1.49,0.0,1.32,0.7,0.0,0.0,1.0,1.83,0.0,0.0,0.0,0.66,0.86,0.0,0.0,0.76,0.0,0.72,0.84,0.0,0.79,1.11,0.98,0.0,0.0,0.73,0.0,0.0,0.0,0.67,0.0,0.72,0.0,0.0,0.0,2.01,1.36,1.01,1.8,2.01,0.0,1.15,0.95,0.0,0.9,0.74,0.0,0.69,0.7,0.0,0.0,0.85,0.0,4.55,4.63,4.81,1.48,1.56,0.8,0.88,0.92,0.8,0.11,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/06/2021,6.78,5.62,4.2,2.73,0.0,0.0,6.15,0.0,0.0,5.61,4.58,4.8,1.57,1.77,0.0,1.65,2.19,0.94,1.42,1.45,0.0,1.34,0.66,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.66,0.85,0.0,0.0,0.8,0.0,0.73,0.87,0.0,0.81,1.16,1.0,0.0,0.0,0.73,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,2.17,1.31,0.98,1.75,2.04,0.0,1.14,0.98,0.0,0.89,0.74,0.0,0.7,0.7,2.12,0.0,0.89,0.0,4.51,4.64,4.8,1.28,1.46,0.82,0.88,0.88,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/07/2021,6.78,5.62,4.2,2.73,0.0,0.0,6.15,0.0,0.0,5.61,4.58,4.8,1.57,1.77,0.0,1.65,2.19,0.94,1.42,1.45,0.0,1.34,0.66,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.66,0.85,0.0,0.0,0.8,0.0,0.73,0.87,0.0,0.81,1.16,1.0,0.0,0.0,0.73,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,2.17,1.31,0.98,1.75,2.04,0.0,1.14,0.98,0.0,0.89,0.74,0.0,0.7,0.7,2.12,0.0,0.89,0.0,4.51,4.64,4.8,1.28,1.46,0.82,0.88,0.88,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/08/2021,6.78,5.62,4.2,2.73,0.0,0.0,6.15,0.0,0.0,5.61,4.58,4.8,1.57,1.77,0.0,1.65,2.19,0.94,1.42,1.45,0.0,1.34,0.66,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.66,0.85,0.0,0.0,0.8,0.0,0.73,0.87,0.0,0.81,1.16,1.0,0.0,0.0,0.73,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,2.17,1.31,0.98,1.75,2.04,0.0,1.14,0.98,0.0,0.89,0.74,0.0,0.7,0.7,2.12,0.0,0.89,0.0,4.51,4.64,4.8,1.28,1.46,0.82,0.88,0.88,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/09/2021,6.78,5.62,4.2,2.73,0.0,0.0,6.15,0.0,0.0,5.61,4.58,4.8,1.57,1.77,0.0,1.65,2.19,0.94,1.42,1.45,0.0,1.34,0.66,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.66,0.85,0.0,0.0,0.8,0.0,0.73,0.87,0.0,0.81,1.16,1.0,0.0,0.0,0.73,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,2.17,1.31,0.98,1.75,2.04,0.0,1.14,0.98,0.0,0.89,0.74,0.0,0.7,0.7,2.12,0.0,0.89,0.0,4.51,4.64,4.8,1.28,1.46,0.82,0.88,0.88,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/10/2021,6.78,5.62,4.2,2.73,0.0,0.0,6.15,0.0,0.0,5.61,4.58,4.8,1.57,1.77,0.0,1.65,2.19,0.94,1.42,1.45,0.0,1.34,0.66,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.66,0.85,0.0,0.0,0.8,0.0,0.73,0.87,0.0,0.81,1.16,1.0,0.0,0.0,0.73,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,2.17,1.31,0.98,1.75,2.04,0.0,1.14,0.98,0.0,0.89,0.74,0.0,0.7,0.7,2.12,0.0,0.89,0.0,4.51,4.64,4.8,1.28,1.46,0.82,0.88,0.88,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/13/2021,6.78,5.62,4.2,2.73,0.0,0.0,6.15,0.0,0.0,5.61,4.58,4.8,1.57,1.77,0.0,1.65,2.19,0.94,1.42,1.45,0.0,1.34,0.66,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.66,0.85,0.0,0.0,0.8,0.0,0.73,0.87,0.0,0.81,1.16,1.0,0.0,0.0,0.73,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,2.17,1.31,0.98,1.75,2.04,0.0,1.14,0.98,0.0,0.89,0.74,0.0,0.7,0.7,2.12,0.0,0.89,0.0,4.51,4.64,4.8,1.28,1.46,0.82,0.88,0.88,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0,100.0
