,PLD,PSA,DLR,SPG,Vonovia SE,EQIX,WELL,AVB,EQR,ARE,O,EXR,INVH,8801.T,VTR,DWNI.DE,16.HK,823.HK,ESS,MAA,SUI,SGRO.L,8802.T,PEAK,BXP,DRE,1113.HK,VICI,UDR,8830.T,WPC,ELS,CPT,URW.AS,MPW,HST,AMH,LEG.DE,REG,SCG.AX,VER,GLPI,US Dollar,1997.HK,COLD,CUBE,8951.T,Aroundtown S.A.,CONE,FRT,Dexus / New,OHI,STOR,MGR.AX,LSI,KIM,CAR.UN.TO,8952.T,NNN,GFC.PA,KRC,SGP.AX,VNO,AIRC,REXR,SPSN.SW,8953.T,New World Development Company Limited,A17U.SI,C31.SI,CAST.ST,3283.T,3462.T,C38U.SI,GLP J-REIT,GPT.AX,FR,ACC,BRX,EGP,Fastighets AB Balder (Class B),LAND.L,BLND.L,Daiwa House Residential Investment Corporation,12.HK,STAG,HTA,REI.UN.TO,COR,SLG,Warehouses De Pauw Comm. VA,SRC,CUZ,83.HK,DEI,PSPN.SW,H78.SI,QTS,Sagax AB (Class B),"ORIX JREIT, Inc.",AED.BR,LI.PA,UTG.L,101.HK,ADC,Derwent London Plc,IIPR,BBOX.L,M44U.SI,SBB B.ST,PK,KOJAMO.HE,AP.UN.TO,HIW,COFB.BR,Advance Residence Investment Corporation,Covivo,Fabege AB,HR,TRNO,United Urban Investment Corporation,VCX.AX,TEG.DE,3003.T,GRT.UN.TO,HPP,JBGS,DOC,RHP,SBRA,Industrial & Infrastructure Fund Investment Corporation,WRI,ME8U.SI,EPR,HR.UN.TO,ENTRA.OL,DBRG,MRL.MC,NSA,N2IU.SI,8955.T,"Sekisui House Reit, Inc.",MAC,"Inmobiliaria Colonial, S.A.",BNL,AOX.DE,CAI.VI,OFC,EPRT,LXP,Activia Properties Inc.,3231.T,Wihlborgs Fastigheter AB,1972.HK,SRU.UN.TO,PSB,FCR.UN.TO,Nippon Accommodations Fund Inc.,EQC,CHP.UN.TO,BYG.L,APLE,3466.T,NHI,8804.T,SAFE.L,Primary Health Properties Plc,PEB,Kenedix Office Investment Corporation,LondonMetric Property Plc,Japan Hotel REIT Investment Corporation,ICAD.PA,BUOU.SI,ALLN.SW,WALL B.ST,U14.SI,SITC,3471.T,Japan Logistics Fund Inc.,Assura Plc,GRI.L,KLED.ST,SHO,RPAI,NYF.ST,Mori Hills REIT Investment Corp.,14.HK,Great Portland Estates Plc,GYC.DE,C09.SI,AZRG.TA,ADO Properties SA,KW,T82U.SI,SMU.UN.TO,Shaftesbury Plc,RLJ,AJBU.SI,PDM,Japan Rental Housing Investments Inc.,MOBN.SW,VNA.DE,AT1.DE,DXS.AX,3281.T,17.HK,BALD B.ST,8984.T,WDP.BR,SAGAB.ST,8954.T,MISXX,DLN.L,COV.PA,FABG.ST,8960.T,3269.T,3249.T,COL.MC,3309.T,3279.T,WIHL.ST,3226.T,LMP.L,PHP.L,8972.T,AGR.L,8985.T,GPOR.L,8967.T,ADJ.DE,3234.T,SHB.L,BDN,CSH.UN.TO,3292.T,8964.T,Morgan Stanley Instl Lqudty Trs Instl,CTRE,DIR-U.NE,TCN.TO,AEON REIT Investment Corporation,n/a,777.DE,8986.T,CXP,SCP.AX,WRE,CLI.SI,IRT,UE,9CI.SI,DIR.UN.TO,ROIC,FCPT,KRG,COREB.ST,XHR,SKT,NSR.AX,HMSO.L,DRH,GPE.L,CLW.AX,NWH.UN.TO,IVT,SUM
08/26/2021,5.11,2.52,2.36,2.19,0.0,1.94,1.83,1.62,1.58,1.57,1.38,1.21,1.19,1.06,1.06,1.11,1.07,1.02,1.07,1.12,1.13,1.1,0.92,0.98,0.92,0.98,0.81,0.82,0.81,0.64,0.71,0.74,0.71,0.59,0.6,0.56,0.59,0.61,0.57,0.5,0.59,0.55,0.0,0.43,0.47,0.53,0.49,0.0,0.48,0.47,0.0,0.4,0.45,0.46,0.48,0.65,0.42,0.4,0.42,0.41,0.4,0.42,0.38,0.41,0.43,0.42,0.35,0.0,0.39,0.4,0.4,0.4,0.36,0.35,0.0,0.35,0.37,0.35,0.35,0.36,0.0,0.36,0.34,0.0,0.3,0.34,0.33,0.28,0.32,0.26,0.0,0.29,0.3,0.28,0.28,0.3,0.25,0.28,0.0,0.0,0.27,0.23,0.27,0.27,0.26,0.0,0.29,0.29,0.23,0.28,0.22,0.24,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.24,0.0,0.23,0.22,0.22,0.21,0.2,0.19,0.2,0.21,0.17,0.0,0.0,0.21,0.18,0.19,0.21,0.17,0.2,0.22,0.17,0.17,0.0,0.16,0.0,0.2,0.19,0.0,0.17,0.18,0.19,0.0,0.14,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.16,0.18,0.16,0.16,0.13,0.15,0.17,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.0,0.15,0.14,0.12,0.14,0.14,0.0,0.0,0.0,0.14,0.12,0.17,0.0,0.13,0.12,0.14,0.0,0.12,0.12,0.12,0.0,0.12,2.04,0.0,0.43,0.39,0.35,0.37,0.31,0.33,0.33,0.25,0.31,0.27,0.24,0.24,0.22,0.22,0.19,0.18,0.18,0.15,0.17,0.14,0.16,0.16,0.14,0.15,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.18
08/27/2021,5.02,2.49,2.36,2.25,0.0,1.91,1.84,1.61,1.57,1.56,1.38,1.21,1.18,1.08,1.06,1.11,1.06,1.01,1.06,1.1,1.13,1.09,0.92,0.99,0.93,0.97,0.8,0.82,0.8,0.65,0.7,0.74,0.7,0.6,0.61,0.58,0.58,0.6,0.58,0.53,0.59,0.55,0.0,0.43,0.48,0.53,0.49,0.0,0.48,0.47,0.0,0.41,0.45,0.46,0.48,0.65,0.42,0.4,0.42,0.41,0.4,0.42,0.38,0.4,0.42,0.42,0.35,0.0,0.39,0.41,0.4,0.4,0.36,0.35,0.0,0.36,0.36,0.35,0.35,0.35,0.0,0.36,0.34,0.0,0.3,0.34,0.33,0.29,0.32,0.26,0.0,0.3,0.3,0.28,0.28,0.3,0.26,0.28,0.0,0.0,0.27,0.23,0.27,0.27,0.25,0.0,0.29,0.29,0.23,0.28,0.23,0.23,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.23,0.0,0.24,0.22,0.22,0.21,0.2,0.19,0.21,0.22,0.18,0.0,0.0,0.21,0.19,0.19,0.21,0.17,0.2,0.22,0.18,0.17,0.0,0.17,0.0,0.2,0.19,0.0,0.16,0.19,0.19,0.0,0.15,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.18,0.16,0.16,0.14,0.15,0.17,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.0,0.0,0.15,0.14,0.13,0.14,0.14,0.0,0.12,0.0,0.14,0.12,0.17,0.0,0.13,0.12,0.14,0.0,0.12,0.12,0.0,0.0,0.12,2.02,0.0,0.43,0.38,0.35,0.37,0.31,0.32,0.33,0.25,0.32,0.27,0.24,0.24,0.22,0.22,0.19,0.18,0.18,0.15,0.17,0.14,0.16,0.16,0.15,0.15,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.17
08/30/2021,5.02,2.48,2.32,2.23,0.0,1.92,1.84,1.63,1.59,1.56,1.38,1.24,1.19,1.08,1.06,1.11,1.05,1.0,1.07,1.12,1.14,1.08,0.92,0.99,0.91,0.98,0.8,0.84,0.81,0.66,0.7,0.74,0.72,0.61,0.6,0.58,0.59,0.6,0.59,0.54,0.59,0.55,0.0,0.42,0.48,0.54,0.5,0.0,0.47,0.48,0.0,0.4,0.45,0.46,0.48,0.65,0.43,0.41,0.42,0.41,0.39,0.42,0.38,0.41,0.42,0.42,0.36,0.0,0.39,0.41,0.4,0.4,0.36,0.35,0.0,0.35,0.37,0.36,0.35,0.35,0.0,0.36,0.35,0.0,0.3,0.34,0.33,0.29,0.32,0.26,0.0,0.3,0.3,0.28,0.28,0.3,0.26,0.28,0.0,0.0,0.27,0.23,0.27,0.26,0.26,0.0,0.29,0.29,0.23,0.28,0.23,0.24,0.22,0.24,0.24,0.0,0.0,0.0,0.22,0.23,0.0,0.24,0.22,0.22,0.22,0.2,0.19,0.2,0.22,0.18,0.0,0.0,0.21,0.19,0.19,0.21,0.17,0.19,0.23,0.17,0.17,0.0,0.17,0.0,0.2,0.19,0.0,0.16,0.19,0.19,0.0,0.15,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.16,0.18,0.16,0.16,0.14,0.15,0.17,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.0,0.15,0.14,0.13,0.14,0.14,0.0,0.12,0.0,0.14,0.12,0.17,0.0,0.13,0.12,0.14,0.0,0.12,0.12,0.0,0.0,0.12,2.0,0.0,0.42,0.37,0.35,0.37,0.3,0.32,0.32,0.25,0.32,0.27,0.24,0.24,0.22,0.22,0.19,0.18,0.18,0.15,0.16,0.14,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.24
08/31/2021,4.98,2.46,2.31,2.24,0.0,1.9,1.84,1.62,1.58,1.54,1.37,1.24,1.18,1.06,1.07,1.1,1.03,0.98,1.07,1.11,1.13,1.09,0.92,0.98,0.91,0.97,0.79,0.84,0.8,0.65,0.7,0.74,0.71,0.61,0.6,0.59,0.58,0.6,0.59,0.55,0.59,0.55,0.0,0.42,0.48,0.54,0.51,0.0,0.47,0.48,0.0,0.4,0.45,0.46,0.48,0.65,0.43,0.41,0.42,0.41,0.39,0.41,0.38,0.41,0.42,0.42,0.36,0.0,0.38,0.4,0.41,0.41,0.37,0.34,0.0,0.36,0.37,0.36,0.35,0.36,0.0,0.36,0.35,0.0,0.29,0.34,0.33,0.29,0.31,0.26,0.0,0.3,0.3,0.26,0.28,0.3,0.25,0.27,0.0,0.0,0.27,0.23,0.28,0.26,0.25,0.0,0.29,0.29,0.22,0.29,0.23,0.24,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.23,0.0,0.24,0.22,0.22,0.21,0.2,0.19,0.2,0.23,0.18,0.0,0.0,0.21,0.19,0.19,0.22,0.17,0.2,0.23,0.17,0.18,0.0,0.17,0.0,0.19,0.19,0.0,0.16,0.19,0.19,0.0,0.15,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.15,0.18,0.16,0.17,0.13,0.15,0.17,0.0,0.15,0.0,0.0,0.0,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.0,0.15,0.14,0.13,0.14,0.14,0.0,0.11,0.0,0.14,0.12,0.17,0.0,0.13,0.12,0.14,0.0,0.12,0.12,0.0,0.0,0.12,2.01,0.0,0.42,0.38,0.35,0.37,0.31,0.32,0.33,0.25,0.3,0.27,0.24,0.24,0.22,0.23,0.19,0.18,0.18,0.15,0.17,0.14,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.00999999999999
09/01/2021,4.98,2.46,2.31,2.24,0.0,1.9,1.84,1.62,1.58,1.54,1.37,1.24,1.18,1.06,1.07,1.1,1.03,0.98,1.07,1.11,1.13,1.09,0.92,0.98,0.91,0.97,0.79,0.84,0.8,0.65,0.7,0.74,0.71,0.61,0.6,0.59,0.58,0.6,0.59,0.55,0.59,0.55,0.0,0.42,0.48,0.54,0.51,0.0,0.47,0.48,0.0,0.4,0.45,0.46,0.48,0.65,0.43,0.41,0.42,0.41,0.39,0.41,0.38,0.41,0.42,0.42,0.36,0.0,0.38,0.4,0.41,0.41,0.37,0.34,0.0,0.36,0.37,0.36,0.35,0.36,0.0,0.36,0.35,0.0,0.29,0.34,0.33,0.29,0.31,0.26,0.0,0.3,0.3,0.26,0.28,0.3,0.25,0.27,0.0,0.0,0.27,0.23,0.28,0.26,0.25,0.0,0.29,0.29,0.22,0.29,0.23,0.24,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.23,0.0,0.24,0.22,0.22,0.21,0.2,0.19,0.2,0.23,0.18,0.0,0.0,0.21,0.19,0.19,0.22,0.17,0.2,0.23,0.17,0.18,0.0,0.17,0.0,0.19,0.19,0.0,0.16,0.19,0.19,0.0,0.15,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.15,0.18,0.16,0.17,0.13,0.15,0.17,0.0,0.15,0.0,0.0,0.0,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.0,0.15,0.14,0.13,0.14,0.14,0.0,0.11,0.0,0.14,0.12,0.17,0.0,0.13,0.12,0.14,0.0,0.12,0.12,0.0,0.0,0.12,2.01,0.0,0.42,0.38,0.35,0.37,0.31,0.32,0.33,0.25,0.3,0.27,0.24,0.24,0.22,0.23,0.19,0.18,0.18,0.15,0.17,0.14,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.00999999999999
09/02/2021,5.06,2.48,2.34,2.23,0.0,1.93,1.84,1.63,1.59,1.54,1.38,1.25,1.2,1.08,1.06,1.09,1.04,0.99,1.09,1.12,1.15,1.08,0.93,0.99,0.9,0.99,0.8,0.85,0.81,0.66,0.7,0.75,0.72,0.61,0.6,0.59,0.6,0.59,0.59,0.56,0.59,0.55,0.0,0.41,0.47,0.55,0.5,0.0,0.48,0.48,0.0,0.4,0.45,0.46,0.49,0.65,0.43,0.41,0.42,0.41,0.39,0.41,0.37,0.41,0.43,0.42,0.35,0.0,0.39,0.4,0.41,0.41,0.36,0.35,0.0,0.35,0.37,0.36,0.35,0.36,0.0,0.36,0.34,0.0,0.3,0.35,0.34,0.29,0.32,0.25,0.0,0.3,0.3,0.26,0.28,0.3,0.25,0.0,0.0,0.0,0.27,0.23,0.27,0.25,0.25,0.0,0.29,0.29,0.22,0.29,0.23,0.25,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.23,0.0,0.24,0.22,0.22,0.21,0.2,0.19,0.2,0.22,0.17,0.0,0.0,0.21,0.19,0.19,0.2,0.17,0.2,0.23,0.17,0.17,0.0,0.17,0.0,0.2,0.19,0.0,0.16,0.19,0.19,0.0,0.15,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.15,0.18,0.16,0.16,0.13,0.16,0.17,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.0,0.15,0.15,0.13,0.14,0.14,0.0,0.0,0.0,0.13,0.12,0.17,0.0,0.14,0.12,0.14,0.0,0.12,0.12,0.0,0.0,0.12,1.99,0.0,0.42,0.38,0.34,0.37,0.33,0.32,0.33,0.24,0.0,0.27,0.24,0.24,0.22,0.23,0.19,0.18,0.18,0.15,0.17,0.14,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.12,0.12,0.0,0.29,0.47,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13
09/06/2021,5.17,2.52,2.39,2.25,0.0,1.98,1.85,1.64,1.6,1.54,1.37,1.27,1.22,1.08,1.07,1.09,1.02,0.97,1.1,1.13,1.17,1.1,0.91,1.0,0.91,1.02,0.78,0.86,0.83,0.66,0.71,0.78,0.73,0.59,0.63,0.58,0.6,0.57,0.59,0.56,0.59,0.57,0.0,0.42,0.48,0.55,0.49,0.0,0.49,0.48,0.0,0.4,0.45,0.46,0.49,0.65,0.43,0.41,0.42,0.4,0.39,0.42,0.38,0.41,0.43,0.41,0.35,0.0,0.38,0.4,0.4,0.41,0.35,0.34,0.0,0.36,0.37,0.36,0.35,0.37,0.0,0.36,0.35,0.0,0.31,0.35,0.34,0.29,0.33,0.25,0.0,0.3,0.29,0.26,0.28,0.29,0.25,0.0,0.0,0.0,0.27,0.23,0.27,0.25,0.25,0.0,0.3,0.29,0.23,0.3,0.23,0.24,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.24,0.0,0.25,0.21,0.22,0.21,0.2,0.19,0.21,0.22,0.18,0.0,0.0,0.21,0.19,0.19,0.2,0.17,0.2,0.23,0.17,0.17,0.0,0.17,0.0,0.2,0.18,0.0,0.16,0.19,0.19,0.0,0.15,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.16,0.18,0.16,0.16,0.14,0.15,0.17,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.0,0.15,0.14,0.13,0.15,0.14,0.0,0.0,0.0,0.13,0.12,0.18,0.0,0.13,0.12,0.14,0.0,0.12,0.12,0.11,0.0,0.12,1.88,0.0,0.43,0.38,0.34,0.36,0.32,0.33,0.33,0.24,0.0,0.27,0.24,0.23,0.21,0.22,0.19,0.18,0.17,0.15,0.16,0.14,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.12,0.12,0.13,0.12,0.11,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.46,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.28
09/09/2021,5.19,2.52,2.38,2.24,0.0,2.0,1.83,1.64,1.6,1.54,1.37,1.29,1.21,1.11,1.07,1.08,1.01,0.97,1.1,1.13,1.17,1.09,0.93,0.99,0.9,1.02,0.77,0.87,0.83,0.68,0.71,0.77,0.73,0.57,0.63,0.57,0.6,0.57,0.59,0.57,0.59,0.57,0.0,0.43,0.48,0.56,0.5,0.0,0.5,0.48,0.0,0.4,0.45,0.46,0.5,0.65,0.43,0.41,0.42,0.4,0.39,0.42,0.37,0.41,0.43,0.41,0.35,0.0,0.38,0.39,0.39,0.41,0.35,0.34,0.0,0.37,0.37,0.36,0.35,0.37,0.0,0.37,0.35,0.0,0.3,0.35,0.34,0.29,0.33,0.25,0.0,0.3,0.29,0.26,0.28,0.29,0.25,0.0,0.0,0.0,0.26,0.23,0.28,0.25,0.25,0.0,0.3,0.29,0.23,0.3,0.22,0.24,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.24,0.0,0.25,0.21,0.22,0.22,0.2,0.19,0.21,0.22,0.18,0.0,0.0,0.2,0.19,0.19,0.2,0.16,0.2,0.23,0.17,0.17,0.0,0.17,0.0,0.2,0.18,0.0,0.16,0.19,0.19,0.0,0.15,0.0,0.14,0.16,0.16,0.16,0.0,0.16,0.16,0.18,0.16,0.16,0.13,0.16,0.17,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.0,0.17,0.14,0.13,0.15,0.14,0.0,0.0,0.0,0.13,0.12,0.18,0.0,0.13,0.11,0.14,0.0,0.12,0.12,0.11,0.0,0.12,1.86,0.0,0.43,0.38,0.34,0.36,0.33,0.33,0.33,0.23,0.0,0.27,0.23,0.23,0.21,0.22,0.19,0.17,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.13,0.12,0.11,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.46,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.24
09/10/2021,5.19,2.52,2.39,2.24,0.0,2.02,1.82,1.62,1.57,1.54,1.36,1.28,1.2,1.15,1.07,1.09,1.02,0.97,1.09,1.12,1.17,1.09,0.95,0.99,0.91,1.01,0.75,0.87,0.81,0.71,0.71,0.76,0.73,0.57,0.64,0.58,0.59,0.56,0.6,0.57,0.58,0.57,0.0,0.44,0.48,0.56,0.51,0.0,0.5,0.48,0.0,0.4,0.44,0.46,0.5,0.65,0.42,0.42,0.41,0.4,0.39,0.42,0.38,0.41,0.43,0.4,0.35,0.0,0.39,0.4,0.4,0.42,0.35,0.35,0.0,0.37,0.36,0.36,0.35,0.37,0.0,0.37,0.35,0.0,0.3,0.35,0.34,0.29,0.33,0.25,0.0,0.3,0.29,0.25,0.29,0.28,0.28,0.0,0.0,0.0,0.26,0.23,0.27,0.25,0.25,0.0,0.3,0.28,0.23,0.29,0.23,0.23,0.22,0.24,0.24,0.0,0.0,0.0,0.22,0.24,0.0,0.25,0.21,0.23,0.21,0.21,0.19,0.2,0.22,0.18,0.0,0.0,0.2,0.19,0.18,0.2,0.16,0.2,0.23,0.17,0.17,0.0,0.17,0.0,0.2,0.18,0.0,0.16,0.19,0.19,0.0,0.16,0.0,0.14,0.16,0.16,0.16,0.0,0.16,0.16,0.18,0.16,0.16,0.13,0.16,0.17,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.0,0.17,0.14,0.13,0.15,0.14,0.0,0.11,0.0,0.13,0.12,0.18,0.0,0.13,0.11,0.13,0.0,0.12,0.12,0.11,0.0,0.12,1.84,0.0,0.44,0.38,0.34,0.36,0.34,0.32,0.34,0.24,0.0,0.27,0.23,0.23,0.22,0.22,0.19,0.17,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.14,0.14,0.13,0.11,0.11,0.13,0.12,0.11,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.21
09/13/2021,5.14,2.53,2.29,2.2,0.0,1.98,1.86,1.63,1.57,1.53,1.35,1.27,1.21,1.17,1.09,1.11,1.04,0.97,1.1,1.13,1.17,1.1,0.97,0.99,0.9,0.99,0.76,0.83,0.82,0.74,0.71,0.77,0.74,0.57,0.65,0.58,0.59,0.57,0.6,0.56,0.58,0.55,0.0,0.46,0.47,0.55,0.51,0.0,0.49,0.48,0.0,0.41,0.44,0.45,0.5,0.64,0.43,0.42,0.42,0.4,0.39,0.41,0.38,0.41,0.43,0.4,0.35,0.0,0.38,0.4,0.39,0.41,0.35,0.34,0.0,0.37,0.36,0.36,0.35,0.36,0.0,0.36,0.35,0.0,0.3,0.35,0.34,0.29,0.33,0.25,0.0,0.3,0.29,0.26,0.28,0.29,0.29,0.0,0.0,0.0,0.26,0.22,0.27,0.24,0.25,0.0,0.3,0.29,0.23,0.3,0.23,0.23,0.22,0.24,0.24,0.0,0.0,0.0,0.22,0.24,0.0,0.25,0.21,0.23,0.22,0.2,0.19,0.2,0.21,0.18,0.0,0.0,0.2,0.19,0.19,0.2,0.16,0.19,0.23,0.17,0.17,0.0,0.18,0.0,0.2,0.18,0.0,0.16,0.19,0.19,0.0,0.17,0.0,0.14,0.16,0.16,0.16,0.0,0.16,0.16,0.17,0.16,0.17,0.13,0.17,0.16,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.0,0.17,0.14,0.13,0.14,0.14,0.0,0.11,0.0,0.13,0.12,0.18,0.0,0.13,0.11,0.14,0.0,0.12,0.12,0.0,0.0,0.11,1.85,0.0,0.44,0.38,0.34,0.35,0.34,0.32,0.33,0.24,0.0,0.27,0.23,0.23,0.22,0.23,0.19,0.17,0.18,0.15,0.16,0.14,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.0,0.12,0.12,0.12,0.11,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.12,0.46,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.18
09/15/2021,5.16,2.55,2.28,2.18,0.0,1.98,1.89,1.63,1.57,1.53,1.33,1.28,1.2,1.19,1.1,1.12,1.06,0.98,1.09,1.13,1.16,1.1,0.99,1.0,0.88,0.99,0.78,0.84,0.82,0.75,0.7,0.76,0.74,0.55,0.64,0.58,0.59,0.57,0.59,0.56,0.57,0.55,0.0,0.46,0.47,0.56,0.51,0.0,0.49,0.48,0.0,0.41,0.44,0.45,0.5,0.64,0.43,0.42,0.41,0.39,0.39,0.41,0.37,0.41,0.42,0.4,0.35,0.0,0.39,0.4,0.4,0.42,0.35,0.35,0.0,0.37,0.36,0.36,0.35,0.36,0.0,0.36,0.34,0.0,0.3,0.35,0.34,0.29,0.33,0.25,0.0,0.3,0.29,0.26,0.28,0.29,0.29,0.0,0.0,0.0,0.26,0.22,0.27,0.24,0.25,0.0,0.29,0.29,0.23,0.31,0.23,0.24,0.22,0.23,0.24,0.0,0.0,0.0,0.22,0.23,0.0,0.25,0.21,0.24,0.22,0.2,0.19,0.2,0.21,0.18,0.0,0.0,0.21,0.18,0.19,0.2,0.16,0.19,0.24,0.18,0.17,0.0,0.17,0.0,0.19,0.17,0.0,0.16,0.19,0.19,0.0,0.17,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.16,0.17,0.16,0.17,0.13,0.17,0.16,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.0,0.0,0.17,0.14,0.13,0.14,0.14,0.0,0.12,0.0,0.13,0.12,0.18,0.0,0.13,0.12,0.14,0.0,0.12,0.12,0.0,0.0,0.11,1.84,0.0,0.44,0.37,0.34,0.35,0.35,0.32,0.33,0.24,0.0,0.27,0.23,0.23,0.22,0.23,0.19,0.17,0.18,0.15,0.16,0.14,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.11,0.46,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.23999999999998
