,T,T.1,T.2,T.3,JPMORGAN US GOVT MMKT FUN,T.4,T.5,T.6,T.7,T.8,T.9,T.10,T.11,T.12,T.13,T.14,T.15,T.16,T.17,T.18,T.19,T.20,T.21,G2SF,T.22,FN,T.23,MO,T.24,FNCL,FN.1,FN.2,T.25,T.26,T.27,T.28,FN.3,T.29,SO,T.30,G2,T.31,T.32,T.33,CHTR,T.34,T.35,T.36,T.37,T.38,T.39,T.40,SYF,T.41,G2.1,HES,G2.2,FN.4,G2.3,T.42,FN.5,T.43,T.44,FN.6,FN.7,VALEBZ,RY,FR,FN.8,G2SF.1,T.45,T.46,DVN,SUCN,FNCL.1,T.47,CNQCN,FR.1,EIB,SCHW,JEF,HAS,GOOGL,T.48,CNQCN.1,FR.2,SCCO,T.49,ALLY,FN.9,FN.10,VALEBZ.1,FR.3,FN.11,DVN.1,FN.12,RIOLN,T.50,DB,FN.13,T.51,PEG,HPQ,FN.14,T.52,T.53,T.54,BIIB,T.55,FN.15,FN.16,G2.4,FR.4,T.56,FN.17,BIIB.1,G2SF.2,G2.5,T.57,T.58,G2.6,BGCP,GS,BABA,G2.7,JNJ,TRICN,T.59,T.60,AAP,FN.18,SIVB,FG,FN.19,MO.1,T.61,FR.5,DB.1,FN.20,IPG,TXN,FN.21,FR.6,FN.22,TRICN.1,T.62,HES.1,ALLY.1,GOOGL.1,G2.8,LEA,FN.23,NEE,G2.9,FR.7,INTU,T.63,NVDA,FN.24,RIOLN.1,FHLB,COP,FR.8,FN.25,REGN,FHLMC,EXC,FN.26,DG,ZTS,FN.27,JNJ.1,LAZ,ICE,NDAQ,FN.28,T.64,G2.10,T.65,VZ,G2.11,FN.29,CNQCN.2,SYF.1,FR.9,FR.10,FHLMC.1,G2.12,PHIANA,EIB.1,AMTD,BLK,FR.11,CHD,FR.12,SCCO.1,FR.13,AXP,FN.30,T.66,n/a,T 0.25 11.15.23,T 0.5 02.28.26,T 1.25 05.15.50,T 1.375 09.30.23,T 0.25 10.31.25,T 0.125 02.15.24,T 2.5 05.15.46,T 1.125 05.15.40,T 1.75 11.15.29,T 0.25 03.15.24,FNCL 2.5 4.11,T 0.375 01.31.26,T 0.375 07.31.27,T 1.5 02.15.30,T 0.625 05.15.30,T 1.5 11.30.24,T 0.75 01.31.28,T 2.875 05.31.25,FNCL 2 4.13,T 0.5 03.31.25,T 0.25 09.30.25,T 1.875 02.15.41,T 1.625 08.15.29,T 0.5 05.31.27,T 0.25 06.15.23,T 5 05.15.37,RIOLN 4.125 08.21.42,T 6.375 08.15.27,T 1.625 11.15.50,FN MA4255,T 3.5 02.15.39,T 0.5 10.31.27,T 0.125 04.30.23,SYF 5.15 03.19.29,T 4.5 02.15.36,T 0.125 09.30.22,T 1 07.31.28,T 5.375 02.15.31,FN FM6537,FN FM6241,T 2 05.31.24,T 2.375 02.29.24,G2SF 2.5 4.13,T 7.625 11.15.22,FNCL 3 4.11,G2SF 3 4.11,ICE 0.7 06.15.23,SO 3.7 04.30.30 A,FNCL 3.5 4.11,T 4.625 02.15.40,T 6.125 11.15.27,T 0.625 11.30.27,T 2.625 12.31.25,T 1.375 12.31.28,T 1.25 08.31.24,G2 MA7417,T 2.5 02.15.45,T 0.25 08.31.25,ATVI 1.35 09.15.30,T 1.125 02.28.27,T 0.625 07.31.26,DVN 4.5 01.15.30,T 1.625 10.31.26,VALEBZ 3.75 07.08.30,G2 MA7311,T 2.375 08.15.24,FN MA4183,T 1.375 08.15.50,EXC 4.7 04.15.50,G2 MA7135,GS 3.85 07.08.24 MTN,AMXLMM 3.625 04.22.29,T 0.375 11.30.25,FN BQ5160,GOOGL 0.45 08.15.25,G2 MA7471,EIB 0.375 03.26.26,T 1.25 05.31.28,HES 5.6 02.15.41,FN MA4497,T 6.125 08.15.29,GOOGL 1.998 08.15.26,T 1.75 12.31.26,T 2.5 01.31.24,CSCO 3.625 03.04.24,G2 MA7051,T 2.25 08.15.49,AXP 4.05 12.03.42,TXN 2.7 09.15.51,FN BP6626,G2 MA7766,T 5.25 11.15.28,FN MA4325,VALEBZ 5.625 09.11.42,MS V0.529 01.25.24 MTN,RY 2.25 11.01.24 GMTN,T 0.25 04.15.23,T 0.25 05.15.24,T 1.5 02.29.24,FN FM2363,LAZ 3.75 02.13.25,T 2 02.15.50,CME 4.15 06.15.48,SCCO 5.875 04.23.45,FN MA4378,T 0.625 03.31.27,FN CB1917,T 3.125 02.15.42,FR RA3727,G2 785881,FR QD3500,FN FM4883,T 0.25 06.30.25,HES 7.3 08.15.31,SHW 4.5 06.01.47,T 2.25 08.15.27,JEF 6.25 01.15.36,FN AW6233,T 1.75 06.30.24,T 3 02.15.49,T 1.125 02.29.28,CSCO 3.5 06.15.25,ABXCN 6.45 10.15.35,FN MA4182,FR QA7554,G2 MA7418,DVN 5.6 07.15.41,COST 1.75 04.20.32,JD 3.875 04.29.26,FN FM6037,NFG 5.2 07.15.25,FR SD8089,SIVB 1.8 10.28.26,FR QC2565,DB V2.129 11.24.26,FN MA4158,CNQCN 2.05 07.15.25,JNJ 3.7 03.01.46,FCX 4.375 08.01.28,BABA 4.4 12.06.57,G2 MA7367,CTVA 2.3 07.15.30,T 1.5 11.30.28,FNCL 4 4.11,STE 3.75 03.15.51,SO 1.45 09.15.30 20-A,FR QC3259,PHM 6 02.15.35,T 2.25 08.15.46,FR RB5145,CNQCN 5.85 02.01.35,G2 MA6994,FN MA4210,HPQ 3 06.17.27,T 1.375 11.15.31,T 0.25 07.31.25,ICE 3 09.15.60,RIOLN 7.25 03.15.31,AAP 3.9 04.15.30,PXD 0.55 05.15.23,FN BR3349,FN MA4399,FN CB0727,TXN 4.15 05.15.48,GS V4.223 05.01.29,DB 4.1 01.13.26,FNMA 0.875 08.05.30,FG Q14694,JD 4.125 01.14.50,FN FM6073,G2 MA6818,G2SF 2 4.13,TRICN 5.65 11.23.43,FN CA8222,FN CA2709,ZTS 3 09.12.27,FN CA7497,FN MA4128,FHLB 3.25 11.16.28,T 0.125 07.15.23,TRICN 3.35 05.15.26,FN BR2807,FR SD8155,FN FM7099,NVDA 3.7 04.01.60,FN BQ0723,FR SD8083,SCCO 3.875 04.23.25,CNQCN 4.95 06.01.47 GMTN,T 2.25 02.15.27,NDAQ 3.85 06.30.26,G2 BI6473,HPQ 1.45 06.17.26,DOX 2.538 06.15.30,FN MA4465,T 4.5 08.15.39,SCHW 3.25 05.22.29,DFS 3.95 11.06.24,ALLY 3.875 05.21.24,SUM
07/09/2021,3.39,2.04,1.62,1.59,1.58,1.46,1.39,1.15,1.04,0.95,0.93,0.86,0.8,0.74,0.7,0.68,0.66,0.66,0.65,0.63,0.54,0.54,0.52,0.51,0.51,0.51,0.5,0.48,0.46,0.44,0.41,0.4,0.39,0.38,0.36,0.35,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.29,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.03
03/25/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,2.51,2.04,1.44,1.4,1.37,1.01,0.96,0.94,0.89,0.88,0.81,0.8,0.8,0.77,0.77,0.75,0.75,0.63,0.62,0.61,0.59,0.57,0.53,0.53,0.52,0.47,0.45,0.45,0.45,0.45,0.44,0.4,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,63.739999999999995
