,2330.TW,700.HK,005930.KS,BABA,3690.HK,939.HK,VALE3.SA,INFY.NS,RELIANCE.NS,000660.KS,2318.HK,2609.TW,HDFC.NS,NTES,JD,2002.TW,ICICIBANK.NS,2014.TW,1398.HK,2317.TW,PETR4.SA,TCS.NS,NIO,2883.TW,9988.HK,BIDU,2882.TW,2886.TW,PETR3.SA,005490.KS,1180.SR,YUMC,2308.TW,3988.HK,000270.KS,6098.HK,2269.HK,2382.HK,175.HK,005380.KS,3231.TW,035420.KS,066570.KS,000858.SZ,PDD,AXISBANK.NS,M4B.,1120.SR,BBDC4.SA,2881.TW,950.HK,5347,1109.HK,1301.TW,1303.TW,2891.TW,3260,009540.KS,105560.KS,051910.KS,055550.KS,MTN.JO,2409.TW,2313.HK,ITC.NS,2303.TW,SSW.JO,AMXL.MX,1919.HK,1177.HK,IMP.JO,316140.KS,5483,960.HK,SBRCY,HINDUNILVR.NS,006400.KS,LUKOY,603288.SS,2884.TW,PVWIF,096770.KS,2331.HK,2319.HK,2377.TW,OGZD.L,HCLTECH.NS,1216.TW,TCOM,7010.SR,1093.HK,3998.HK,068270.KS,086790.KS,6030.HK,1368.HK,QNBK.QA,2010.SR,2899.HK,BBCA.JK,1101.TW,2371.TW,1402.TW,2328.HK,2408.TW,1150.SR,6505.TW,6269.TW,1907.TW,TATASTEEL.NS,867.HK,6257.TW,2105.TW,SBK.JO,1609.TW,2351.TW,035720.KS,HDFCBANK.NS,WIPRO.NS,SOL.JO,FSR.JO,GFNORTEO.MX,051900.KS,GFI.JO,3045.TW,2618.TW,CEMEXCPO.MX,586.HK,2412.TW,2601.HK,028050.KS,PBBANK.KL,2007.HK,KOTAKBANK.NS,881.HK,ASIANPAINT.NS,036570.KS,992.HK,ZTO,GMEXICOB.MX,B3SA3.SA,601888.SS,2610.TW,WALMEX.MX,1102.TW,017670.KS,JSWSTEEL.NS,1020.SR,3711.TW,TATAMOTORS.NS,SLM.JO,LT.NS,300595.SZ,BGNE,6147,ULTRACEMCO.NS,ANG.JO,968.HK,009150.KS,BBRI.JK,DEEPAKNTR.NS,2688.HK,HTHT,1513.TW,UPL.NS,884.HK,AUROPHARMA.NS,4904.TW,1211.SR,4.HK,EMBR3.SA,241.HK,PTT-R.BK,2340.TW,034730.KS,384.HK,ABEV3.SA,2018.HK,1717.TW,601012.SS,JBSS3.SA,SNP.L,SUZB3.SA,1918.HK,2607.TW,TLEVISACPO.MX,CPI.JO,033780.KS,OTP.BD,161390.KS,FEMSAUBD.MX,VIPS,1030.HK,071050.KS,1044.HK,GNDI3.SA,042670.KS,ABG.JO,916.HK,2312.TW,033320.KQ,189.HK,TBIG.JK,788.HK,002304.SZ,GRASIM.NS,2382.TW,268.HK,MPHASIS.NS,002568.SZ,1088.HK,034020.KS,KCE-R.BK,PERSISTENT.NS,GGBR4.SA,DRREDDY.NS,6005.TW,BHARTIARTL.NS,SUNPHARMA.NS,HINDALCO.NS,TECHM.NS,9618.HK,4190.SR,BJFIN.NS,BAJFINANCE.NS,058630.KQ,BAJAJFINSV.NS,1658.HK,9999.HK,OMU.JO,CMIG4.SA,n/a,TITAN.NS,267.HK,3323.HK,002128.SZ,2380.HK,AQE.,APN.JO,TLKM.JK,FAB.,MARICO.NS,CROMPTON.NS,SUM
08/30/2021,5.55,3.92,3.75,2.57,1.05,0.96,0.82,0.99,0.89,0.7,0.59,0.42,0.5,0.36,0.44,0.44,0.52,0.35,0.44,0.44,0.4,0.47,0.34,0.45,0.85,0.27,0.42,0.38,0.34,0.34,0.35,0.33,0.32,0.34,0.29,0.25,0.28,0.31,0.36,0.26,0.27,0.32,0.26,0.24,0.25,0.3,0.32,0.33,0.26,0.32,0.0,0.35,0.25,0.27,0.28,0.28,0.22,0.23,0.26,0.25,0.25,0.32,0.22,0.24,0.29,0.3,0.23,0.3,0.23,0.21,0.2,0.22,0.24,0.21,0.25,0.24,0.24,0.21,0.2,0.24,0.22,0.19,0.22,0.22,0.17,0.22,0.27,0.2,0.16,0.21,0.19,0.21,0.21,0.19,0.21,0.18,0.2,0.19,0.19,0.21,0.18,0.21,0.16,0.19,0.16,0.2,0.15,0.17,0.15,0.22,0.15,0.2,0.15,0.19,0.17,0.2,0.16,0.16,0.21,0.16,0.18,0.16,0.13,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.14,0.16,0.16,0.14,0.15,0.16,0.16,0.14,0.12,0.14,0.11,0.14,0.14,0.17,0.14,0.14,0.16,0.14,0.16,0.13,0.15,0.18,0.0,0.0,0.15,0.16,0.0,0.16,0.13,0.14,0.15,0.13,0.0,0.13,0.13,0.12,0.0,0.12,0.15,0.0,0.16,0.0,0.13,0.17,0.12,0.13,0.12,0.0,0.12,0.14,0.13,0.0,0.13,0.0,0.0,0.0,0.13,0.11,0.13,0.0,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.13,0.14,0.0,0.0,0.32,0.12,0.12,0.0,0.12,0.0,0.13,0.14,0.0,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.12,0.12,0.0,0.13,0.14,0.11,0.0,0.12,0.29,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.260000000000005
08/31/2021,5.55,3.92,3.75,2.57,1.05,0.96,0.82,0.99,0.89,0.7,0.59,0.42,0.5,0.36,0.44,0.44,0.52,0.35,0.44,0.44,0.4,0.47,0.34,0.45,0.85,0.27,0.42,0.38,0.34,0.34,0.35,0.33,0.32,0.34,0.29,0.25,0.28,0.31,0.36,0.26,0.27,0.32,0.26,0.24,0.25,0.3,0.32,0.33,0.26,0.32,0.0,0.35,0.25,0.27,0.28,0.28,0.22,0.23,0.26,0.25,0.25,0.32,0.22,0.24,0.29,0.3,0.23,0.3,0.23,0.21,0.2,0.22,0.24,0.21,0.25,0.24,0.24,0.21,0.2,0.24,0.22,0.19,0.22,0.22,0.17,0.22,0.27,0.2,0.16,0.21,0.19,0.21,0.21,0.19,0.21,0.18,0.2,0.19,0.19,0.21,0.18,0.21,0.16,0.19,0.16,0.2,0.15,0.17,0.15,0.22,0.15,0.2,0.15,0.19,0.17,0.2,0.16,0.16,0.21,0.16,0.18,0.16,0.13,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.14,0.16,0.16,0.14,0.15,0.16,0.16,0.14,0.12,0.14,0.11,0.14,0.14,0.17,0.14,0.14,0.16,0.14,0.16,0.13,0.15,0.18,0.0,0.0,0.15,0.16,0.0,0.16,0.13,0.14,0.15,0.13,0.0,0.13,0.13,0.12,0.0,0.12,0.15,0.0,0.16,0.0,0.13,0.17,0.12,0.13,0.12,0.0,0.12,0.14,0.13,0.0,0.13,0.0,0.0,0.0,0.13,0.11,0.13,0.0,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.13,0.14,0.0,0.0,0.32,0.12,0.12,0.0,0.12,0.0,0.13,0.14,0.0,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.12,0.12,0.0,0.13,0.14,0.11,0.0,0.12,0.29,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.260000000000005
09/01/2021,5.67,3.86,3.67,2.34,1.04,0.97,0.83,0.99,0.9,0.69,0.6,0.42,0.23,0.35,0.42,0.45,0.54,0.36,0.44,0.43,0.41,0.49,0.33,0.46,0.89,0.26,0.43,0.39,0.35,0.33,0.34,0.32,0.33,0.34,0.29,0.25,0.27,0.3,0.36,0.25,0.27,0.31,0.26,0.22,0.25,0.31,0.31,0.33,0.25,0.33,0.0,0.36,0.27,0.27,0.28,0.28,0.22,0.23,0.26,0.25,0.25,0.31,0.22,0.23,0.29,0.31,0.23,0.31,0.23,0.2,0.21,0.23,0.23,0.21,0.25,0.25,0.24,0.21,0.2,0.24,0.24,0.18,0.23,0.23,0.17,0.22,0.28,0.2,0.15,0.21,0.18,0.22,0.22,0.19,0.21,0.17,0.21,0.19,0.19,0.21,0.18,0.22,0.17,0.19,0.16,0.2,0.16,0.16,0.15,0.22,0.13,0.2,0.15,0.19,0.17,0.19,0.16,0.15,0.21,0.17,0.19,0.16,0.13,0.17,0.15,0.16,0.16,0.16,0.16,0.15,0.13,0.16,0.16,0.14,0.15,0.16,0.12,0.14,0.11,0.13,0.11,0.13,0.14,0.16,0.14,0.14,0.16,0.15,0.17,0.12,0.15,0.19,0.0,0.0,0.16,0.16,0.0,0.16,0.14,0.14,0.16,0.13,0.0,0.13,0.14,0.12,0.0,0.13,0.15,0.0,0.16,0.0,0.13,0.18,0.12,0.12,0.12,0.0,0.12,0.14,0.13,0.0,0.12,0.0,0.0,0.0,0.13,0.11,0.13,0.0,0.13,0.0,0.12,0.12,0.0,0.11,0.0,0.14,0.13,0.0,0.0,0.32,0.11,0.12,0.0,0.12,0.0,0.13,0.14,0.0,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.12,0.12,0.11,0.13,0.16,0.11,0.0,0.0,0.29,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.870000000000005
09/02/2021,5.67,3.86,3.67,2.34,1.04,0.97,0.83,0.99,0.9,0.69,0.6,0.42,0.23,0.35,0.42,0.45,0.54,0.36,0.44,0.43,0.41,0.49,0.33,0.46,0.89,0.26,0.43,0.39,0.35,0.33,0.34,0.32,0.33,0.34,0.29,0.25,0.27,0.3,0.36,0.25,0.27,0.31,0.26,0.22,0.25,0.31,0.31,0.33,0.25,0.33,0.0,0.36,0.27,0.27,0.28,0.28,0.22,0.23,0.26,0.25,0.25,0.31,0.22,0.23,0.29,0.31,0.23,0.31,0.23,0.2,0.21,0.23,0.23,0.21,0.25,0.25,0.24,0.21,0.2,0.24,0.24,0.18,0.23,0.23,0.17,0.22,0.28,0.2,0.15,0.21,0.18,0.22,0.22,0.19,0.21,0.17,0.21,0.19,0.19,0.21,0.18,0.22,0.17,0.19,0.16,0.2,0.16,0.16,0.15,0.22,0.13,0.2,0.15,0.19,0.17,0.19,0.16,0.15,0.21,0.17,0.19,0.16,0.13,0.17,0.15,0.16,0.16,0.16,0.16,0.15,0.13,0.16,0.16,0.14,0.15,0.16,0.12,0.14,0.11,0.13,0.11,0.13,0.14,0.16,0.14,0.14,0.16,0.15,0.17,0.12,0.15,0.19,0.0,0.0,0.16,0.16,0.0,0.16,0.14,0.14,0.16,0.13,0.0,0.13,0.14,0.12,0.0,0.13,0.15,0.0,0.16,0.0,0.13,0.18,0.12,0.12,0.12,0.0,0.12,0.14,0.13,0.0,0.12,0.0,0.0,0.0,0.13,0.11,0.13,0.0,0.13,0.0,0.12,0.12,0.0,0.11,0.0,0.14,0.13,0.0,0.0,0.32,0.11,0.12,0.0,0.12,0.0,0.13,0.14,0.0,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.12,0.12,0.11,0.13,0.16,0.11,0.0,0.0,0.29,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.870000000000005
09/03/2021,5.72,3.83,3.68,2.37,1.05,0.95,0.83,0.98,0.92,0.69,0.58,0.42,0.0,0.33,0.42,0.45,0.55,0.36,0.44,0.44,0.41,0.48,0.32,0.47,0.9,0.26,0.44,0.4,0.35,0.35,0.34,0.32,0.33,0.34,0.3,0.25,0.28,0.31,0.38,0.25,0.27,0.32,0.26,0.23,0.24,0.32,0.3,0.33,0.25,0.34,0.0,0.36,0.26,0.28,0.29,0.28,0.22,0.23,0.25,0.24,0.25,0.32,0.22,0.23,0.3,0.32,0.23,0.31,0.24,0.21,0.21,0.22,0.24,0.2,0.25,0.25,0.24,0.21,0.2,0.24,0.23,0.18,0.24,0.23,0.18,0.22,0.28,0.2,0.15,0.21,0.18,0.23,0.22,0.19,0.21,0.17,0.2,0.2,0.2,0.21,0.18,0.22,0.17,0.19,0.16,0.2,0.16,0.16,0.15,0.23,0.14,0.2,0.14,0.2,0.17,0.19,0.16,0.15,0.21,0.17,0.19,0.16,0.13,0.16,0.15,0.16,0.16,0.16,0.16,0.14,0.14,0.16,0.16,0.14,0.15,0.17,0.12,0.15,0.12,0.14,0.11,0.13,0.14,0.16,0.15,0.14,0.16,0.14,0.17,0.13,0.16,0.19,0.0,0.0,0.16,0.17,0.0,0.17,0.14,0.14,0.17,0.14,0.0,0.13,0.14,0.11,0.0,0.13,0.15,0.11,0.16,0.0,0.13,0.18,0.12,0.12,0.12,0.0,0.12,0.15,0.13,0.0,0.12,0.0,0.0,0.0,0.13,0.11,0.13,0.0,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.13,0.15,0.0,0.0,0.33,0.12,0.12,0.0,0.12,0.0,0.12,0.14,0.0,0.12,0.0,0.11,0.14,0.0,0.0,0.0,0.12,0.12,0.12,0.13,0.16,0.12,0.0,0.0,0.29,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.1
09/06/2021,5.68,3.93,3.73,2.47,1.14,0.95,0.8,0.95,0.9,0.71,0.55,0.38,0.0,0.35,0.43,0.45,0.54,0.35,0.44,0.44,0.39,0.47,0.33,0.46,0.92,0.27,0.43,0.39,0.33,0.35,0.34,0.32,0.31,0.33,0.3,0.25,0.27,0.31,0.38,0.25,0.26,0.32,0.25,0.22,0.27,0.32,0.3,0.32,0.25,0.33,0.0,0.36,0.26,0.27,0.28,0.28,0.22,0.22,0.25,0.22,0.25,0.32,0.21,0.23,0.29,0.32,0.23,0.3,0.22,0.21,0.21,0.22,0.23,0.2,0.25,0.25,0.24,0.21,0.17,0.24,0.22,0.18,0.24,0.22,0.18,0.23,0.27,0.2,0.16,0.21,0.18,0.23,0.21,0.19,0.21,0.19,0.2,0.19,0.19,0.2,0.18,0.23,0.16,0.19,0.16,0.2,0.16,0.16,0.14,0.22,0.14,0.2,0.14,0.19,0.17,0.19,0.16,0.15,0.21,0.16,0.19,0.16,0.13,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.18,0.12,0.15,0.12,0.13,0.12,0.13,0.14,0.16,0.15,0.14,0.16,0.14,0.16,0.13,0.16,0.19,0.0,0.0,0.16,0.16,0.0,0.16,0.14,0.14,0.17,0.14,0.0,0.13,0.14,0.11,0.0,0.12,0.15,0.0,0.15,0.0,0.12,0.18,0.12,0.12,0.12,0.0,0.12,0.13,0.13,0.0,0.12,0.0,0.0,0.0,0.13,0.11,0.13,0.0,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.13,0.14,0.0,0.0,0.34,0.11,0.11,0.0,0.12,0.0,0.12,0.14,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.12,0.12,0.13,0.16,0.11,0.0,0.0,0.29,0.13,0.0,0.13,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.860000000000014
09/07/2021,5.63,4.0,3.68,2.46,1.15,0.95,0.8,0.96,0.91,0.7,0.55,0.38,0.0,0.34,0.43,0.44,0.54,0.34,0.44,0.44,0.38,0.49,0.34,0.45,0.95,0.27,0.43,0.38,0.32,0.35,0.34,0.32,0.31,0.33,0.29,0.26,0.26,0.32,0.39,0.25,0.26,0.32,0.25,0.21,0.26,0.32,0.3,0.32,0.24,0.32,0.0,0.36,0.27,0.26,0.28,0.28,0.22,0.22,0.25,0.22,0.25,0.31,0.2,0.24,0.29,0.32,0.22,0.3,0.21,0.21,0.19,0.22,0.23,0.2,0.25,0.25,0.23,0.21,0.16,0.24,0.21,0.18,0.23,0.22,0.18,0.23,0.27,0.2,0.16,0.21,0.18,0.23,0.21,0.19,0.21,0.18,0.2,0.19,0.19,0.2,0.18,0.22,0.16,0.19,0.16,0.2,0.16,0.16,0.14,0.23,0.13,0.2,0.14,0.19,0.17,0.18,0.16,0.15,0.21,0.16,0.19,0.16,0.13,0.15,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.18,0.11,0.14,0.12,0.13,0.11,0.12,0.13,0.16,0.14,0.14,0.16,0.14,0.16,0.12,0.15,0.19,0.0,0.0,0.16,0.17,0.0,0.17,0.14,0.13,0.17,0.14,0.0,0.13,0.14,0.11,0.0,0.12,0.15,0.0,0.15,0.0,0.13,0.18,0.12,0.12,0.12,0.0,0.11,0.14,0.13,0.0,0.12,0.0,0.0,0.0,0.13,0.11,0.13,0.0,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.13,0.15,0.0,0.0,0.37,0.11,0.11,0.0,0.12,0.0,0.13,0.14,0.0,0.13,0.0,0.11,0.14,0.0,0.0,0.0,0.13,0.12,0.12,0.13,0.16,0.11,0.0,0.0,0.0,0.13,0.0,0.13,0.11,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.67
09/08/2021,5.63,4.0,3.68,2.46,1.15,0.95,0.8,0.96,0.91,0.7,0.55,0.38,0.0,0.34,0.43,0.44,0.54,0.34,0.44,0.44,0.38,0.49,0.34,0.45,0.95,0.27,0.43,0.38,0.32,0.35,0.34,0.32,0.31,0.33,0.29,0.26,0.26,0.32,0.39,0.25,0.26,0.32,0.25,0.21,0.26,0.32,0.3,0.32,0.24,0.32,0.0,0.36,0.27,0.26,0.28,0.28,0.22,0.22,0.25,0.22,0.25,0.31,0.2,0.24,0.29,0.32,0.22,0.3,0.21,0.21,0.19,0.22,0.23,0.2,0.25,0.25,0.23,0.21,0.16,0.24,0.21,0.18,0.23,0.22,0.18,0.23,0.27,0.2,0.16,0.21,0.18,0.23,0.21,0.19,0.21,0.18,0.2,0.19,0.19,0.2,0.18,0.22,0.16,0.19,0.16,0.2,0.16,0.16,0.14,0.23,0.13,0.2,0.14,0.19,0.17,0.18,0.16,0.15,0.21,0.16,0.19,0.16,0.13,0.15,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.18,0.11,0.14,0.12,0.13,0.11,0.12,0.13,0.16,0.14,0.14,0.16,0.14,0.16,0.12,0.15,0.19,0.0,0.0,0.16,0.17,0.0,0.17,0.14,0.13,0.17,0.14,0.0,0.13,0.14,0.11,0.0,0.12,0.15,0.0,0.15,0.0,0.13,0.18,0.12,0.12,0.12,0.0,0.11,0.14,0.13,0.0,0.12,0.0,0.0,0.0,0.13,0.11,0.13,0.0,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.13,0.15,0.0,0.0,0.37,0.11,0.11,0.0,0.12,0.0,0.13,0.14,0.0,0.13,0.0,0.11,0.14,0.0,0.0,0.0,0.13,0.12,0.12,0.13,0.16,0.11,0.0,0.0,0.0,0.13,0.0,0.13,0.11,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.67
09/09/2021,5.74,3.92,3.71,2.42,1.1,0.95,0.8,0.96,0.95,0.7,0.54,0.36,0.0,0.34,0.43,0.44,0.54,0.34,0.44,0.44,0.37,0.49,0.34,0.45,0.92,0.27,0.43,0.39,0.32,0.36,0.34,0.32,0.31,0.33,0.3,0.26,0.26,0.32,0.38,0.25,0.26,0.33,0.28,0.22,0.26,0.32,0.3,0.32,0.24,0.33,0.0,0.38,0.27,0.27,0.28,0.28,0.21,0.22,0.25,0.22,0.25,0.31,0.2,0.24,0.29,0.35,0.22,0.3,0.21,0.22,0.2,0.22,0.23,0.2,0.25,0.25,0.23,0.21,0.16,0.24,0.21,0.19,0.23,0.22,0.18,0.23,0.27,0.2,0.16,0.21,0.18,0.23,0.21,0.19,0.21,0.18,0.2,0.19,0.19,0.2,0.18,0.21,0.16,0.19,0.15,0.2,0.16,0.16,0.14,0.23,0.14,0.21,0.14,0.19,0.17,0.18,0.17,0.15,0.21,0.16,0.19,0.16,0.13,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.18,0.11,0.14,0.13,0.13,0.11,0.13,0.13,0.16,0.14,0.14,0.16,0.14,0.16,0.13,0.15,0.19,0.0,0.0,0.16,0.17,0.0,0.16,0.14,0.14,0.17,0.14,0.0,0.13,0.14,0.12,0.0,0.12,0.15,0.0,0.15,0.0,0.12,0.18,0.12,0.12,0.11,0.0,0.12,0.13,0.13,0.0,0.12,0.0,0.0,0.0,0.13,0.11,0.13,0.0,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.13,0.15,0.0,0.0,0.36,0.12,0.12,0.0,0.12,0.0,0.12,0.14,0.0,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.12,0.12,0.13,0.16,0.11,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.27,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.78
09/10/2021,5.74,3.92,3.71,2.42,1.1,0.95,0.8,0.96,0.95,0.7,0.54,0.36,0.0,0.34,0.43,0.44,0.54,0.34,0.44,0.44,0.37,0.49,0.34,0.45,0.92,0.27,0.43,0.39,0.32,0.36,0.34,0.32,0.31,0.33,0.3,0.26,0.26,0.32,0.38,0.25,0.26,0.33,0.28,0.22,0.26,0.32,0.3,0.32,0.24,0.36,0.0,0.38,0.27,0.27,0.28,0.28,0.21,0.22,0.25,0.22,0.25,0.31,0.2,0.24,0.29,0.35,0.22,0.3,0.21,0.22,0.2,0.22,0.23,0.2,0.25,0.25,0.23,0.21,0.16,0.24,0.21,0.19,0.23,0.22,0.18,0.23,0.27,0.2,0.16,0.21,0.18,0.23,0.21,0.19,0.21,0.18,0.2,0.19,0.19,0.2,0.18,0.21,0.16,0.19,0.15,0.2,0.16,0.16,0.14,0.23,0.14,0.21,0.14,0.19,0.17,0.18,0.17,0.15,0.21,0.16,0.19,0.16,0.13,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.18,0.11,0.14,0.13,0.13,0.11,0.13,0.13,0.16,0.14,0.14,0.16,0.14,0.16,0.13,0.15,0.19,0.0,0.0,0.16,0.17,0.0,0.16,0.14,0.14,0.17,0.14,0.0,0.13,0.14,0.12,0.0,0.12,0.15,0.0,0.15,0.0,0.12,0.18,0.12,0.12,0.11,0.0,0.11,0.13,0.13,0.0,0.12,0.0,0.0,0.0,0.13,0.11,0.13,0.0,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.13,0.15,0.0,0.0,0.36,0.12,0.12,0.0,0.12,0.0,0.12,0.14,0.0,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.12,0.12,0.13,0.16,0.11,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.27,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.8
09/13/2021,5.75,4.12,3.66,2.48,1.15,0.95,0.78,0.95,0.96,0.68,0.55,0.36,0.0,0.34,0.44,0.45,0.53,0.34,0.44,0.43,0.37,0.48,0.34,0.45,0.94,0.27,0.43,0.39,0.32,0.37,0.34,0.32,0.31,0.33,0.3,0.25,0.27,0.31,0.39,0.25,0.26,0.32,0.26,0.22,0.27,0.31,0.3,0.32,0.24,0.33,0.0,0.41,0.26,0.27,0.28,0.28,0.2,0.22,0.24,0.23,0.24,0.31,0.21,0.24,0.29,0.34,0.21,0.3,0.22,0.22,0.19,0.22,0.22,0.19,0.24,0.25,0.24,0.2,0.16,0.24,0.21,0.18,0.24,0.22,0.18,0.24,0.27,0.19,0.16,0.21,0.18,0.24,0.2,0.18,0.22,0.18,0.2,0.19,0.19,0.2,0.18,0.21,0.16,0.2,0.15,0.2,0.16,0.15,0.14,0.22,0.13,0.2,0.14,0.19,0.17,0.18,0.16,0.15,0.21,0.16,0.18,0.16,0.13,0.15,0.15,0.14,0.15,0.16,0.15,0.16,0.14,0.15,0.15,0.14,0.15,0.17,0.11,0.14,0.13,0.13,0.11,0.13,0.13,0.16,0.14,0.14,0.16,0.14,0.15,0.12,0.15,0.19,0.0,0.11,0.15,0.17,0.0,0.16,0.14,0.14,0.17,0.14,0.0,0.12,0.14,0.11,0.0,0.12,0.16,0.0,0.14,0.0,0.12,0.18,0.12,0.12,0.12,0.0,0.12,0.13,0.13,0.0,0.12,0.0,0.0,0.0,0.13,0.11,0.13,0.0,0.13,0.0,0.11,0.0,0.0,0.11,0.0,0.13,0.15,0.0,0.0,0.36,0.11,0.11,0.0,0.12,0.0,0.12,0.14,0.0,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.12,0.12,0.13,0.16,0.11,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.28,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.83
09/14/2021,5.75,4.23,3.68,2.44,1.18,0.95,0.76,0.95,0.96,0.69,0.55,0.37,0.0,0.33,0.44,0.45,0.54,0.34,0.44,0.42,0.35,0.48,0.32,0.45,0.95,0.27,0.42,0.39,0.3,0.37,0.35,0.32,0.31,0.34,0.31,0.26,0.28,0.31,0.38,0.25,0.26,0.3,0.26,0.22,0.26,0.32,0.31,0.33,0.22,0.33,0.0,0.38,0.27,0.27,0.28,0.28,0.2,0.22,0.25,0.23,0.24,0.3,0.21,0.24,0.29,0.33,0.2,0.3,0.23,0.22,0.18,0.22,0.22,0.19,0.25,0.25,0.24,0.21,0.17,0.24,0.22,0.19,0.24,0.23,0.18,0.24,0.27,0.2,0.16,0.21,0.17,0.24,0.2,0.19,0.22,0.18,0.2,0.19,0.19,0.2,0.18,0.2,0.16,0.2,0.15,0.21,0.16,0.15,0.14,0.23,0.13,0.2,0.13,0.19,0.16,0.17,0.15,0.15,0.21,0.16,0.19,0.16,0.13,0.15,0.15,0.14,0.15,0.16,0.16,0.16,0.14,0.16,0.15,0.14,0.15,0.18,0.11,0.14,0.13,0.13,0.0,0.13,0.13,0.16,0.14,0.14,0.16,0.14,0.15,0.13,0.15,0.19,0.0,0.11,0.15,0.17,0.0,0.16,0.14,0.13,0.17,0.14,0.0,0.12,0.14,0.11,0.0,0.12,0.16,0.0,0.14,0.0,0.12,0.18,0.12,0.12,0.11,0.0,0.11,0.13,0.13,0.0,0.12,0.0,0.0,0.0,0.13,0.11,0.14,0.0,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.16,0.0,0.0,0.34,0.11,0.12,0.0,0.13,0.0,0.12,0.14,0.0,0.13,0.0,0.11,0.14,0.0,0.0,0.0,0.13,0.12,0.12,0.13,0.17,0.11,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.26,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,61.93
