,16.HK,BXP,URW.AS,8951.T,BKG.L,8952.T,3281.T,3283.T,C38U.SI,GFC.PA,8953.T,KRC,VNO,12.HK,3462.T,CUZ,DEI,LI.PA,COV.PA,HIW,FABG.ST,VCX.AX,MTH,MRL.MC,KBH,JBGS,3309.T,N2IU.SI,1972.HK,COL.MC,3466.T,BUOU.SI,813.HK,3099.T,BDN,PDM,8964.T,3234.T,T82U.SI,C09.SI,3295.T,3292.T,CAI.VI,CXP,J69U.SI,3481.T,RW0U.SI,8987.T,PGRE,ESRT,FCR.UN.TO,HMSO.L,3333.HK,K71U.SI,PLAZ B.ST,DEQ.DE,2778.HK,BTOU.SI,8958.T,8968.T,BEFB.BR,3487.T,2979.T,CY6U.SI,CMW.AX,GOZ.AX,410.HK,405.HK,3493.T,MERY.PA,TS0U.SI,3290.T,P40U.SI,SK6U.SI,WHA.AS,CTY1S.HE,GDI.AX,OXMU.SI,LRE,ARE,LAND.L,8954.T,3298.T,16 HK,URW,8951 JP,BKG LN,8952 JP,3281 JP,3283 JP,LAND LN,CICT SP,8953 JP,GFC FP,12 HK,3462 JP,VCX,LI FP,COV FP,FABG SS,8954 JP,MRL,3309 JP,MCT SP,3466 JP,1972 HK,FLT SP,COL,813 HK,3099 JP,3234 JP,SUN SP,CIT SP,3295 JP,3292 JP,8964 JP,CAI AV,FCT SP,3481 JP,MAGIC SP,8987 JP,HMSO LN,FCR-U,KREIT SP,PLAZB SS,2778 HK,DEQ,8958 JP,MUST SP,GOZ,3333 HK,8968 JP,CMW,3487 JP,2979 JP,BEFB,AIT SP,410 HK,405 HK,3493 JP,MERY FP,OUECT SP,SPHREIT SP,SGREIT SP,3298 JP,CTY1S FH,WHA,3290 JP,GDI,PRIME SP,LRE.MC,FLT.SI,2777.HK,ECMPA.AS,SUM
09/07/2021,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,2.21,0.0,0.0,1.88,1.9,0.0,0.0,1.56,0.0,0.0,1.34,0.0,1.16,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.5,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,9.48,0.0,0.0,0.0,5.87,3.37,3.2,2.6,2.5,2.46,2.41,2.33,2.29,2.29,2.28,2.15,2.15,1.66,1.63,1.56,1.52,1.49,1.34,1.11,1.09,1.04,1.03,0.95,0.95,0.86,0.78,0.72,0.7,0.68,0.66,0.62,0.61,0.61,0.59,0.57,0.54,0.52,0.51,0.49,0.48,0.38,0.38,0.37,0.36,0.34,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.29,0.28,0.27,0.26,0.23,0.22,0.22,0.21,0.18,0.18,0.17,0.14,0.13,0.0,0.0,0.0,0.0,100.02
09/08/2021,5.87,5.48,3.37,3.2,2.6,2.5,2.46,2.41,2.29,2.28,2.29,2.26,2.21,2.15,2.15,1.88,1.9,1.63,1.56,1.56,1.52,1.66,1.34,1.34,1.16,1.17,1.11,1.09,1.03,0.95,1.04,0.95,0.86,0.78,0.78,0.72,0.61,0.72,0.7,0.68,0.66,0.62,0.61,0.62,0.59,0.57,0.54,0.52,0.5,0.48,0.49,0.51,0.32,0.48,0.38,0.37,0.38,0.34,0.36,0.32,0.31,0.32,0.31,0.31,0.32,0.33,0.29,0.28,0.27,0.26,0.23,0.17,0.22,0.22,0.18,0.18,0.14,0.13,0.0,9.48,2.33,1.49,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.02
09/10/2021,5.92,5.5,3.39,3.28,0.0,2.56,2.43,2.44,2.29,2.27,2.3,2.28,2.23,2.14,2.15,1.88,1.92,1.65,1.55,1.56,1.51,1.65,1.34,1.33,1.17,1.18,1.11,1.08,1.01,0.94,1.04,0.94,0.84,0.79,0.77,0.72,0.6,0.72,0.7,0.67,0.66,0.63,0.6,0.72,0.58,0.57,0.56,0.52,0.53,0.48,0.49,0.5,0.3,0.48,0.39,0.37,0.39,0.34,0.36,0.32,0.31,0.32,0.31,0.3,0.3,0.32,0.28,0.28,0.27,0.26,0.23,0.17,0.22,0.23,0.17,0.18,0.14,0.13,0.0,9.43,2.33,1.51,0.21,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.02
09/14/2021,6.19,5.36,3.28,3.27,2.38,2.6,2.42,2.45,2.32,2.25,2.3,2.23,2.19,2.19,2.15,1.84,1.91,1.56,1.54,1.5,1.52,1.63,1.33,1.28,1.15,1.16,1.15,1.12,1.04,0.93,1.08,0.96,0.86,0.8,0.76,0.7,0.63,0.75,0.72,0.68,0.68,0.64,0.61,0.73,0.59,0.58,0.57,0.53,0.51,0.48,0.5,0.48,0.31,0.5,0.35,0.36,0.38,0.34,0.37,0.33,0.32,0.32,0.31,0.31,0.3,0.33,0.31,0.29,0.27,0.26,0.24,0.17,0.23,0.23,0.17,0.18,0.14,0.14,0.0,9.36,2.27,1.53,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.03
09/16/2021,6.11,5.47,3.31,3.24,0.0,2.57,2.41,2.42,2.28,2.25,2.29,2.27,2.24,2.19,2.12,1.86,1.95,1.58,1.56,1.53,1.52,1.6,1.32,1.29,1.14,1.18,1.15,1.11,1.02,0.96,1.08,0.93,0.86,0.84,0.77,0.71,0.63,0.74,0.71,0.71,0.67,0.64,0.62,0.73,0.58,0.58,0.57,0.53,0.51,0.49,0.5,0.49,0.29,0.49,0.34,0.37,0.38,0.34,0.37,0.32,0.32,0.32,0.3,0.3,0.3,0.32,0.2,0.28,0.27,0.26,0.24,0.17,0.23,0.22,0.17,0.18,0.14,0.14,0.0,9.35,2.3,1.53,0.21,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.01000000000002
09/17/2021,6.0,5.46,3.29,3.28,0.0,2.62,2.46,2.45,2.28,2.25,2.33,2.29,2.23,2.15,2.16,1.85,1.93,1.57,1.56,1.52,1.51,1.62,1.3,1.3,1.13,1.16,1.17,1.12,1.03,0.97,1.09,0.95,0.83,0.85,0.76,0.7,0.64,0.75,0.71,0.72,0.68,0.65,0.62,0.73,0.58,0.58,0.56,0.54,0.51,0.49,0.5,0.49,0.25,0.49,0.34,0.37,0.38,0.34,0.37,0.33,0.31,0.32,0.3,0.3,0.31,0.33,0.2,0.28,0.27,0.26,0.24,0.17,0.23,0.22,0.17,0.18,0.14,0.14,0.0,9.33,2.27,1.56,0.21,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.06
09/20/2021,5.88,5.55,3.28,3.31,0.0,2.6,2.41,2.53,2.28,2.23,2.32,2.31,2.27,2.14,2.15,1.86,1.92,1.55,1.55,1.56,1.49,1.63,1.34,1.29,1.17,1.19,1.18,1.12,1.01,0.96,1.07,0.95,0.73,0.85,0.77,0.72,0.64,0.74,0.7,0.73,0.67,0.64,0.62,0.73,0.58,0.58,0.56,0.53,0.51,0.48,0.5,0.48,0.22,0.48,0.34,0.36,0.37,0.34,0.37,0.33,0.32,0.36,0.3,0.3,0.31,0.33,0.18,0.27,0.28,0.26,0.24,0.22,0.23,0.23,0.17,0.18,0.14,0.14,0.0,9.34,2.25,1.59,0.21,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.04
09/23/2021,5.47,5.56,3.22,3.37,0.0,2.66,2.55,2.58,2.28,2.26,2.34,2.33,2.3,1.85,2.17,1.88,1.92,1.58,1.56,1.56,1.45,1.62,1.32,1.3,1.16,1.21,1.2,1.15,0.98,0.98,1.12,0.97,0.73,0.85,0.78,0.73,0.65,0.74,0.71,0.74,0.69,0.65,0.62,0.75,0.58,0.61,0.55,0.54,0.51,0.49,0.5,0.48,0.2,0.48,0.34,0.36,0.35,0.35,0.37,0.33,0.32,0.34,0.31,0.31,0.3,0.33,0.17,0.26,0.29,0.26,0.24,0.17,0.23,0.23,0.18,0.18,0.14,0.14,0.0,9.39,2.3,1.61,0.22,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.0
09/24/2021,5.54,5.51,3.23,3.43,0.0,2.67,2.5,2.56,2.32,2.27,2.29,2.36,2.3,1.88,2.15,1.88,1.92,1.6,1.58,1.56,1.47,1.6,1.3,1.32,1.15,1.22,1.19,1.16,0.99,1.0,1.09,0.98,0.77,0.84,0.77,0.73,0.65,0.74,0.71,0.74,0.69,0.65,0.63,0.75,0.59,0.59,0.55,0.53,0.52,0.49,0.51,0.48,0.2,0.47,0.34,0.36,0.36,0.35,0.37,0.32,0.32,0.33,0.3,0.31,0.29,0.33,0.18,0.27,0.28,0.27,0.24,0.17,0.23,0.23,0.17,0.18,0.14,0.14,0.0,9.31,2.31,1.6,0.22,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.03000000000002
09/27/2021,5.64,5.64,3.29,3.29,0.0,2.57,2.42,2.46,2.38,2.25,2.23,2.44,2.38,1.88,2.08,1.9,1.95,1.62,1.57,1.57,1.48,1.63,1.29,1.32,1.16,1.22,1.16,1.16,1.01,0.99,1.07,0.98,0.77,0.82,0.79,0.74,0.64,0.73,0.72,0.73,0.67,0.64,0.63,0.74,0.6,0.58,0.55,0.52,0.53,0.5,0.51,0.49,0.23,0.49,0.35,0.36,0.37,0.35,0.36,0.32,0.32,0.32,0.3,0.32,0.3,0.34,0.18,0.27,0.28,0.27,0.25,0.17,0.23,0.23,0.18,0.18,0.14,0.14,0.0,9.32,2.3,1.57,0.22,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.09
09/28/2021,5.51,5.7,3.27,3.31,2.36,2.6,2.4,2.45,2.35,2.24,2.31,2.47,2.45,1.83,2.08,1.92,1.94,1.61,1.57,1.58,1.46,1.6,1.3,1.32,1.17,1.21,1.17,1.16,0.99,0.98,1.07,0.99,0.75,0.85,0.79,0.74,0.65,0.73,0.73,0.73,0.67,0.65,0.63,0.75,0.59,0.58,0.55,0.52,0.53,0.5,0.51,0.49,0.21,0.5,0.34,0.36,0.36,0.35,0.36,0.32,0.32,0.32,0.3,0.31,0.3,0.32,0.18,0.27,0.28,0.27,0.25,0.17,0.23,0.23,0.18,0.18,0.14,0.14,0.0,9.34,2.27,1.57,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.02
09/30/2021,5.43,5.69,3.46,3.31,2.32,2.63,2.41,2.44,2.35,2.24,2.31,2.45,2.45,1.83,2.08,1.92,1.95,1.67,1.59,1.58,1.45,1.6,1.31,1.32,1.17,1.21,1.17,1.16,0.99,0.98,1.06,0.98,0.74,0.87,0.79,0.74,0.66,0.73,0.72,0.72,0.67,0.66,0.63,0.74,0.59,0.58,0.55,0.53,0.54,0.51,0.51,0.51,0.22,0.49,0.33,0.37,0.36,0.34,0.36,0.32,0.32,0.32,0.29,0.31,0.3,0.32,0.17,0.26,0.28,0.27,0.25,0.17,0.23,0.23,0.18,0.18,0.14,0.14,0.0,9.13,2.34,1.57,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.03
10/01/2021,5.51,5.75,3.34,3.35,2.28,2.62,2.42,2.45,2.33,2.2,2.33,2.45,2.47,1.86,2.11,1.93,1.97,1.63,1.54,1.6,1.38,1.56,1.29,1.29,1.15,1.22,1.19,1.15,1.0,0.95,1.08,0.99,0.76,0.87,0.8,0.75,0.67,0.74,0.72,0.72,0.68,0.66,0.62,0.75,0.59,0.58,0.55,0.53,0.55,0.52,0.5,0.49,0.23,0.49,0.31,0.36,0.37,0.35,0.36,0.33,0.32,0.32,0.29,0.31,0.29,0.32,0.18,0.27,0.28,0.27,0.25,0.17,0.23,0.23,0.18,0.18,0.14,0.14,0.0,9.21,2.29,1.59,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.04
10/07/2021,5.68,5.74,3.12,3.36,2.26,2.57,2.33,2.34,2.36,2.18,2.31,2.45,2.45,1.94,2.1,1.97,1.95,1.61,1.53,1.63,1.41,1.65,1.27,1.28,1.11,1.25,1.16,1.14,1.04,0.95,1.04,0.99,0.76,0.9,0.83,0.78,0.66,0.72,0.72,0.72,0.67,0.66,0.63,0.76,0.59,0.56,0.55,0.52,0.57,0.53,0.51,0.49,0.26,0.5,0.32,0.35,0.38,0.35,0.35,0.32,0.32,0.32,0.28,0.31,0.29,0.32,0.19,0.27,0.27,0.26,0.25,0.17,0.23,0.23,0.17,0.17,0.14,0.14,0.0,9.4,2.3,1.53,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.03
10/08/2021,5.75,5.72,3.13,3.34,2.25,2.57,2.33,2.33,2.37,2.16,2.34,2.45,2.44,1.98,2.14,1.97,1.94,1.58,1.53,1.61,1.41,1.65,1.29,1.3,1.12,1.23,1.15,1.14,1.04,0.95,1.04,0.97,0.7,0.9,0.81,0.77,0.66,0.72,0.72,0.72,0.67,0.66,0.63,0.77,0.59,0.56,0.55,0.52,0.56,0.52,0.51,0.51,0.26,0.5,0.31,0.35,0.38,0.35,0.35,0.32,0.32,0.32,0.28,0.31,0.29,0.32,0.2,0.27,0.27,0.26,0.25,0.17,0.23,0.24,0.17,0.17,0.14,0.14,0.0,9.35,2.34,1.54,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.01
10/11/2021,5.91,5.79,3.07,3.28,2.23,2.55,2.32,2.33,2.39,2.13,2.32,2.5,2.44,2.09,2.16,1.98,1.95,1.55,1.49,1.62,1.41,1.65,1.28,1.29,1.12,1.22,1.15,1.14,1.07,0.94,1.03,0.96,0.74,0.83,0.8,0.77,0.67,0.71,0.72,0.73,0.67,0.66,0.62,0.76,0.58,0.55,0.55,0.52,0.55,0.52,0.52,0.49,0.26,0.5,0.31,0.34,0.38,0.35,0.35,0.32,0.31,0.32,0.28,0.31,0.29,0.32,0.2,0.27,0.27,0.25,0.25,0.17,0.23,0.24,0.17,0.17,0.14,0.14,0.0,9.41,2.28,1.51,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.0
10/14/2021,5.87,5.86,3.15,3.23,2.21,2.54,2.28,2.28,2.39,2.16,2.33,2.46,2.48,2.05,2.19,2.0,1.99,1.58,1.5,1.64,1.43,1.66,1.28,1.29,1.1,1.22,1.13,1.14,1.05,0.93,1.01,0.96,0.72,0.84,0.82,0.79,0.67,0.71,0.74,0.75,0.66,0.65,0.63,0.76,0.59,0.54,0.55,0.51,0.56,0.53,0.53,0.48,0.23,0.51,0.31,0.34,0.37,0.36,0.35,0.32,0.32,0.35,0.27,0.31,0.3,0.32,0.19,0.27,0.26,0.25,0.25,0.22,0.23,0.24,0.17,0.17,0.14,0.14,0.0,9.27,2.29,1.5,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.0
10/15/2021,5.84,5.92,3.12,3.19,2.21,2.53,2.26,2.24,2.36,2.15,2.31,2.5,2.48,2.05,2.18,2.01,2.01,1.59,1.5,1.65,1.46,1.65,1.29,1.3,1.11,1.21,1.13,1.13,1.06,0.93,1.01,0.97,0.72,0.82,0.83,0.79,0.68,0.7,0.73,0.75,0.65,0.65,0.63,0.76,0.59,0.54,0.55,0.5,0.57,0.54,0.53,0.49,0.23,0.5,0.31,0.34,0.38,0.36,0.34,0.31,0.32,0.35,0.27,0.31,0.29,0.32,0.19,0.27,0.26,0.26,0.25,0.22,0.23,0.24,0.17,0.17,0.14,0.14,0.0,9.37,2.31,1.49,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,100.04
10/18/2021,5.77,5.85,3.1,3.15,2.24,2.53,2.29,2.24,2.39,2.13,2.27,2.46,2.47,2.03,2.16,2.01,2.0,1.54,1.49,1.64,1.49,1.71,1.34,1.31,1.14,1.22,1.13,1.16,1.04,0.93,1.02,0.0,0.71,0.84,0.82,0.78,0.66,0.7,0.74,0.76,0.66,0.65,0.63,0.75,0.6,0.53,0.57,0.51,0.55,0.54,0.53,0.48,0.23,0.5,0.33,0.34,0.37,0.35,0.34,0.31,0.32,0.35,0.27,0.31,0.3,0.33,0.19,0.27,0.26,0.25,0.24,0.22,0.24,0.24,0.17,0.17,0.14,0.14,0.0,9.55,2.28,1.48,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.98,0.0,0.0,100.06
10/19/2021,5.79,5.85,3.12,3.16,2.24,2.54,2.3,2.26,2.4,2.17,2.27,2.46,2.48,2.03,2.13,2.01,1.99,1.54,1.5,1.63,1.5,1.71,1.29,1.31,1.12,1.2,1.12,1.16,1.06,0.93,1.03,0.0,0.69,0.83,0.81,0.77,0.65,0.7,0.74,0.76,0.65,0.65,0.63,0.74,0.6,0.54,0.57,0.5,0.55,0.54,0.52,0.49,0.23,0.5,0.32,0.34,0.38,0.35,0.34,0.31,0.32,0.35,0.28,0.31,0.3,0.33,0.19,0.27,0.26,0.25,0.24,0.22,0.24,0.24,0.17,0.17,0.14,0.14,0.0,9.52,2.33,1.47,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.97,0.0,0.0,100.04
