,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,JPM,JNJ,V,UNH,BRK.B,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,INTC,VZ,CRM,PFE,ABT,KO,CSCO,T,PEP,NKE,WMT,TMO,ABBV,LLY,ACN,MRK,CVX,AVGO,WFC,COST,DHR,TXN,MCD,MDT,QCOM,UPS,PM,LIN,HON,BMY,UNP,NEE,ORCL,LOW,AMGN,C,BA,SBUX,INTU,MS,RTX,BLK,GS,AMAT,IBM,AMT,TGT,CAT,MMM,AMD,GE,ISRG,NOW,SCHW,CVS,AXP,DE,SPGI,ANTM,SQ,FIS,MU,PLD,CHTR,LMT,BKNG,ZTS,CCI,SYK,ADP,MDLZ,GILD,LRCX,MO,ZM,TMUS,PNC,CI,MRNA,COP,USB,DUK,GM,SNAP,TJX,MELI,TFC,EQIX,CME,BDX,ATVI,CSX,MMC,FDX,NSC,EL,CL,COF,ILMN,ADSK,EW,ITW,APD,UBER,SHW,CB,ICE,SO,FISV,BX,BSX,MCO,D,REGN,ETN,TWLO,ADI,WM,F,EMR,SNOW,GPN,PGR,IDXX,HUM,HCA,NOC,FCX,DG,DOCU,ECL,AON,TWTR,BIIB,VRTX,JCI,EOG,NEM,ROP,ROKU,CRWD,KLAC,ROST,EBAY,KMB,A,EXC,TEL,LULU,MSCI,TT,GD,DOW,TROW,LHX,VEEV,ALGN,IQV,PSA,SLB,SRE,MET,PINS,APH,INFO,PPG,CMG,CNC,CARR,SPG,APTV,WDAY,BAX,AIG,DD,AEP,ORLY,EA,MTCH,DXCM,DLR,SNPS,PH,BK,GIS,FTNT,USD,1164.HK,MRVL,CDNS,GE.,PRU,RMD,SUM
07/23/2021,6.48,5.49,4.06,2.16,1.98,1.96,1.35,1.17,1.19,1.17,1.08,1.03,0.94,0.92,0.92,0.91,0.86,0.85,0.76,0.77,0.69,0.62,0.61,0.6,0.59,0.56,0.61,0.55,0.57,0.55,0.53,0.57,0.53,0.54,0.54,0.53,0.53,0.52,0.5,0.48,0.49,0.48,0.49,0.47,0.46,0.46,0.45,0.42,0.41,0.39,0.4,0.42,0.39,0.38,0.4,0.41,0.37,0.38,0.37,0.33,0.36,0.36,0.36,0.34,0.33,0.32,0.32,0.33,0.33,0.33,0.3,0.31,0.28,0.29,0.3,0.29,0.27,0.28,0.27,0.26,0.26,0.25,0.25,0.24,0.22,0.25,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.24,0.23,0.23,0.23,0.2,0.22,0.2,0.21,0.28,0.19,0.2,0.21,0.19,0.18,0.2,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.17,0.18,0.18,0.19,0.19,0.17,0.17,0.17,0.17,0.15,0.18,0.17,0.18,0.18,0.17,0.19,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.15,0.15,0.15,0.16,0.17,0.14,0.13,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.14,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,81.47
07/26/2021,6.44,5.56,4.09,2.2,2.0,1.98,1.31,1.22,1.19,1.17,1.08,1.02,0.94,0.92,0.93,0.88,0.87,0.83,0.75,0.78,0.69,0.63,0.58,0.6,0.58,0.6,0.61,0.54,0.57,0.56,0.52,0.56,0.54,0.53,0.54,0.53,0.53,0.52,0.5,0.49,0.49,0.48,0.48,0.48,0.44,0.47,0.45,0.42,0.4,0.4,0.4,0.42,0.39,0.38,0.39,0.41,0.37,0.37,0.36,0.34,0.38,0.36,0.37,0.34,0.32,0.33,0.33,0.33,0.33,0.33,0.3,0.3,0.29,0.29,0.3,0.3,0.26,0.28,0.27,0.26,0.26,0.25,0.26,0.24,0.22,0.24,0.24,0.24,0.23,0.25,0.22,0.22,0.23,0.23,0.23,0.24,0.23,0.2,0.22,0.2,0.21,0.29,0.2,0.2,0.21,0.19,0.18,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.19,0.19,0.18,0.17,0.17,0.17,0.16,0.18,0.17,0.18,0.17,0.17,0.19,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.14,0.15,0.16,0.15,0.14,0.15,0.16,0.17,0.14,0.13,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,81.66
07/27/2021,6.45,5.58,4.07,2.29,2.05,2.02,1.28,1.2,1.17,1.17,1.09,1.02,0.93,0.93,0.93,0.89,0.89,0.83,0.74,0.77,0.69,0.62,0.58,0.56,0.58,0.6,0.61,0.55,0.57,0.56,0.52,0.56,0.54,0.53,0.54,0.53,0.54,0.52,0.5,0.48,0.49,0.47,0.48,0.48,0.45,0.47,0.45,0.43,0.4,0.4,0.4,0.41,0.39,0.38,0.39,0.39,0.37,0.37,0.36,0.33,0.38,0.36,0.36,0.34,0.32,0.32,0.33,0.33,0.33,0.34,0.3,0.3,0.29,0.29,0.3,0.3,0.26,0.28,0.27,0.26,0.26,0.24,0.26,0.24,0.22,0.24,0.24,0.23,0.23,0.25,0.22,0.22,0.23,0.23,0.22,0.24,0.23,0.19,0.22,0.2,0.21,0.31,0.19,0.2,0.21,0.18,0.22,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.19,0.19,0.18,0.17,0.17,0.17,0.16,0.18,0.17,0.17,0.17,0.17,0.19,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.14,0.15,0.16,0.15,0.14,0.15,0.16,0.17,0.13,0.13,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.14,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,81.62
07/28/2021,6.45,5.58,4.07,2.29,2.05,2.02,1.28,1.2,1.17,1.17,1.09,1.02,0.93,0.93,0.93,0.89,0.89,0.83,0.74,0.77,0.69,0.62,0.58,0.56,0.58,0.6,0.61,0.55,0.57,0.56,0.52,0.56,0.54,0.53,0.54,0.53,0.54,0.52,0.5,0.48,0.49,0.47,0.48,0.48,0.45,0.47,0.45,0.43,0.4,0.4,0.4,0.41,0.39,0.38,0.39,0.39,0.37,0.37,0.36,0.33,0.38,0.36,0.36,0.34,0.32,0.32,0.33,0.33,0.33,0.34,0.3,0.3,0.29,0.29,0.3,0.3,0.26,0.28,0.27,0.26,0.26,0.24,0.26,0.24,0.22,0.24,0.24,0.23,0.23,0.25,0.22,0.22,0.23,0.23,0.22,0.24,0.23,0.19,0.22,0.2,0.21,0.31,0.19,0.2,0.21,0.18,0.22,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.19,0.19,0.18,0.17,0.17,0.17,0.16,0.18,0.17,0.17,0.17,0.17,0.19,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.14,0.15,0.16,0.15,0.14,0.15,0.16,0.17,0.13,0.13,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.14,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,81.62
07/29/2021,6.45,5.55,4.11,2.3,2.06,2.04,1.31,1.18,1.18,1.17,1.09,1.0,0.93,0.92,0.93,0.89,0.88,0.84,0.75,0.76,0.69,0.64,0.58,0.57,0.58,0.59,0.61,0.54,0.57,0.56,0.52,0.56,0.54,0.53,0.54,0.53,0.53,0.52,0.5,0.49,0.49,0.47,0.48,0.47,0.45,0.47,0.45,0.42,0.39,0.4,0.4,0.41,0.38,0.38,0.39,0.39,0.37,0.36,0.36,0.34,0.38,0.36,0.37,0.34,0.32,0.33,0.33,0.33,0.33,0.33,0.3,0.3,0.29,0.29,0.29,0.3,0.26,0.28,0.27,0.26,0.26,0.24,0.26,0.24,0.22,0.24,0.24,0.23,0.23,0.25,0.21,0.22,0.23,0.23,0.22,0.24,0.23,0.2,0.22,0.2,0.2,0.29,0.2,0.2,0.21,0.19,0.22,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.19,0.18,0.18,0.17,0.17,0.16,0.15,0.18,0.17,0.17,0.17,0.17,0.2,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.16,0.17,0.13,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.14,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,81.69000000000001
07/30/2021,6.39,5.53,4.05,2.28,2.04,2.01,1.29,1.19,1.18,1.18,1.1,1.01,0.94,0.91,0.91,0.9,0.88,0.85,0.75,0.76,0.69,0.63,0.59,0.57,0.58,0.59,0.62,0.55,0.58,0.56,0.52,0.56,0.54,0.53,0.54,0.53,0.54,0.53,0.51,0.49,0.48,0.48,0.49,0.48,0.44,0.48,0.46,0.42,0.37,0.4,0.4,0.42,0.39,0.38,0.4,0.4,0.36,0.37,0.37,0.34,0.38,0.36,0.37,0.35,0.32,0.33,0.32,0.33,0.33,0.33,0.3,0.3,0.29,0.3,0.3,0.3,0.26,0.28,0.27,0.26,0.26,0.24,0.25,0.24,0.22,0.25,0.24,0.23,0.24,0.25,0.22,0.23,0.23,0.24,0.22,0.23,0.23,0.2,0.22,0.2,0.21,0.29,0.2,0.2,0.21,0.19,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.17,0.19,0.19,0.18,0.17,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.15,0.18,0.17,0.17,0.18,0.17,0.2,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.15,0.15,0.15,0.16,0.17,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,81.75000000000001
08/02/2021,6.31,5.51,4.0,2.22,2.09,2.0,1.35,1.21,1.19,1.17,1.08,1.0,0.93,0.91,0.86,0.88,0.88,0.84,0.76,0.77,0.68,0.64,0.58,0.57,0.58,0.58,0.62,0.55,0.57,0.55,0.52,0.56,0.54,0.53,0.54,0.53,0.54,0.52,0.5,0.5,0.49,0.49,0.49,0.49,0.45,0.47,0.45,0.44,0.36,0.4,0.4,0.42,0.39,0.37,0.4,0.39,0.36,0.36,0.37,0.35,0.37,0.36,0.37,0.34,0.32,0.33,0.32,0.33,0.32,0.34,0.3,0.3,0.32,0.3,0.3,0.3,0.27,0.28,0.27,0.26,0.26,0.24,0.26,0.24,0.22,0.24,0.23,0.23,0.23,0.25,0.21,0.23,0.23,0.23,0.23,0.23,0.23,0.21,0.22,0.2,0.21,0.3,0.2,0.2,0.21,0.19,0.21,0.2,0.2,0.19,0.18,0.2,0.19,0.17,0.19,0.19,0.18,0.17,0.18,0.18,0.19,0.19,0.18,0.18,0.17,0.17,0.15,0.18,0.17,0.17,0.18,0.17,0.2,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.17,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,81.48000000000002
08/03/2021,6.31,5.51,4.0,2.22,2.09,2.0,1.35,1.21,1.19,1.17,1.08,1.0,0.93,0.91,0.86,0.88,0.88,0.84,0.76,0.77,0.68,0.64,0.58,0.57,0.58,0.58,0.62,0.55,0.57,0.55,0.52,0.56,0.54,0.53,0.54,0.53,0.54,0.52,0.5,0.5,0.49,0.49,0.49,0.49,0.45,0.47,0.45,0.44,0.36,0.4,0.4,0.42,0.39,0.37,0.4,0.39,0.36,0.36,0.37,0.35,0.37,0.36,0.37,0.34,0.32,0.33,0.32,0.33,0.32,0.34,0.3,0.3,0.32,0.3,0.3,0.3,0.27,0.28,0.27,0.26,0.26,0.24,0.26,0.24,0.22,0.24,0.23,0.23,0.23,0.25,0.21,0.23,0.23,0.23,0.23,0.23,0.23,0.21,0.22,0.2,0.21,0.3,0.2,0.2,0.21,0.19,0.21,0.2,0.2,0.19,0.18,0.2,0.19,0.17,0.19,0.19,0.18,0.17,0.18,0.18,0.19,0.19,0.18,0.18,0.17,0.17,0.15,0.18,0.17,0.17,0.18,0.17,0.2,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.17,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,81.48000000000002
08/04/2021,6.36,5.51,3.72,2.22,2.08,1.99,1.38,1.21,1.19,1.18,1.08,1.01,0.93,0.92,0.84,0.91,0.87,0.83,0.76,0.77,0.69,0.63,0.59,0.57,0.58,0.58,0.63,0.55,0.57,0.56,0.52,0.56,0.55,0.53,0.55,0.53,0.54,0.52,0.5,0.5,0.5,0.49,0.49,0.49,0.46,0.47,0.46,0.44,0.36,0.4,0.42,0.42,0.39,0.38,0.4,0.39,0.36,0.36,0.37,0.34,0.37,0.37,0.37,0.34,0.32,0.33,0.33,0.33,0.33,0.34,0.29,0.3,0.33,0.29,0.3,0.3,0.27,0.28,0.27,0.26,0.27,0.24,0.25,0.24,0.23,0.25,0.24,0.23,0.23,0.25,0.22,0.23,0.23,0.23,0.22,0.24,0.23,0.2,0.22,0.2,0.21,0.31,0.2,0.2,0.21,0.19,0.21,0.2,0.19,0.19,0.19,0.2,0.19,0.17,0.19,0.19,0.18,0.17,0.19,0.17,0.19,0.19,0.18,0.18,0.17,0.17,0.14,0.18,0.17,0.17,0.18,0.17,0.2,0.17,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.14,0.16,0.16,0.15,0.14,0.15,0.14,0.17,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.13,0.14,0.13,0.11,0.13,0.13,0.12,0.13,0.14,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.11,0.0,0.11,0.0,0.0,0.22,0.0,0.11,0.11,0.0,0.0,0.0,81.47000000000001
08/05/2021,6.37,5.53,3.74,2.2,2.09,2.01,1.43,1.23,1.19,1.18,1.06,1.02,0.94,0.92,0.83,0.91,0.85,0.83,0.75,0.77,0.69,0.64,0.59,0.57,0.58,0.58,0.65,0.56,0.57,0.56,0.52,0.56,0.55,0.54,0.55,0.52,0.55,0.52,0.5,0.5,0.5,0.49,0.49,0.49,0.46,0.47,0.46,0.44,0.36,0.41,0.41,0.42,0.39,0.38,0.4,0.4,0.36,0.36,0.37,0.34,0.37,0.37,0.37,0.34,0.32,0.33,0.34,0.33,0.33,0.33,0.29,0.3,0.34,0.0,0.3,0.3,0.27,0.28,0.27,0.26,0.27,0.25,0.28,0.22,0.23,0.25,0.25,0.23,0.23,0.25,0.22,0.23,0.23,0.23,0.22,0.24,0.23,0.21,0.22,0.2,0.21,0.31,0.2,0.19,0.21,0.19,0.21,0.2,0.2,0.19,0.19,0.2,0.19,0.17,0.19,0.19,0.18,0.17,0.18,0.18,0.19,0.19,0.18,0.18,0.17,0.17,0.14,0.18,0.17,0.17,0.18,0.17,0.2,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.14,0.16,0.16,0.13,0.14,0.15,0.14,0.17,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.13,0.14,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.0,0.11,0.0,0.0,0.22,0.0,0.11,0.11,0.0,0.0,0.0,81.47000000000001
08/06/2021,6.39,5.52,3.74,2.17,2.08,1.99,1.41,1.22,1.19,1.19,1.03,1.02,0.94,0.92,0.83,0.91,0.83,0.81,0.76,0.77,0.68,0.64,0.57,0.57,0.57,0.58,0.66,0.55,0.57,0.57,0.52,0.56,0.56,0.54,0.54,0.52,0.56,0.52,0.49,0.5,0.49,0.49,0.5,0.49,0.45,0.46,0.46,0.43,0.36,0.4,0.41,0.42,0.39,0.38,0.4,0.4,0.36,0.36,0.37,0.35,0.36,0.36,0.37,0.34,0.32,0.33,0.33,0.33,0.33,0.34,0.29,0.3,0.35,0.0,0.3,0.3,0.26,0.28,0.26,0.27,0.27,0.25,0.27,0.21,0.23,0.25,0.25,0.23,0.23,0.25,0.22,0.23,0.24,0.23,0.23,0.24,0.23,0.2,0.22,0.2,0.21,0.34,0.2,0.2,0.21,0.19,0.21,0.2,0.19,0.19,0.19,0.19,0.19,0.16,0.19,0.2,0.18,0.17,0.18,0.17,0.19,0.19,0.19,0.18,0.17,0.17,0.14,0.18,0.17,0.17,0.18,0.16,0.2,0.17,0.16,0.16,0.16,0.17,0.15,0.16,0.16,0.14,0.16,0.17,0.13,0.15,0.15,0.14,0.17,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.13,0.14,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.13,0.0,0.13,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.13,0.11,0.11,0.0,0.11,0.0,0.11,0.22,0.0,0.11,0.11,0.29,0.0,0.0,81.49000000000001
08/10/2021,6.28,5.54,3.73,2.23,2.08,1.96,1.4,1.25,1.22,1.17,1.05,1.01,0.95,0.9,0.85,0.89,0.84,0.83,0.78,0.77,0.69,0.63,0.59,0.56,0.57,0.6,0.65,0.56,0.56,0.56,0.51,0.55,0.56,0.54,0.54,0.51,0.58,0.53,0.49,0.5,0.49,0.52,0.5,0.5,0.46,0.45,0.45,0.43,0.36,0.4,0.41,0.41,0.39,0.38,0.41,0.38,0.35,0.34,0.38,0.35,0.36,0.37,0.38,0.34,0.33,0.35,0.33,0.33,0.33,0.33,0.29,0.3,0.34,0.29,0.31,0.3,0.28,0.27,0.27,0.27,0.27,0.24,0.28,0.21,0.24,0.25,0.24,0.22,0.23,0.25,0.22,0.22,0.23,0.22,0.22,0.24,0.23,0.2,0.21,0.21,0.18,0.37,0.2,0.2,0.21,0.19,0.22,0.2,0.22,0.2,0.19,0.19,0.18,0.16,0.19,0.19,0.17,0.17,0.18,0.17,0.19,0.19,0.19,0.18,0.17,0.17,0.15,0.18,0.17,0.17,0.18,0.17,0.2,0.16,0.16,0.16,0.16,0.17,0.15,0.16,0.16,0.14,0.16,0.19,0.13,0.15,0.15,0.14,0.17,0.13,0.14,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.13,0.0,0.13,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.11,0.0,0.0,0.13,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.13,0.11,0.0,0.0,0.0,81.44
08/11/2021,6.28,5.54,3.73,2.23,2.08,1.96,1.39,1.25,1.22,1.17,1.05,1.0,0.95,0.9,0.85,0.88,0.84,0.83,0.78,0.77,0.69,0.63,0.59,0.56,0.57,0.6,0.65,0.55,0.56,0.56,0.51,0.55,0.56,0.54,0.54,0.51,0.58,0.53,0.49,0.5,0.49,0.52,0.5,0.5,0.46,0.45,0.44,0.42,0.36,0.4,0.41,0.41,0.39,0.38,0.41,0.38,0.35,0.34,0.38,0.35,0.36,0.37,0.38,0.34,0.33,0.35,0.33,0.33,0.33,0.33,0.29,0.3,0.34,0.0,0.31,0.3,0.28,0.27,0.27,0.27,0.27,0.24,0.28,0.21,0.24,0.25,0.24,0.22,0.23,0.25,0.22,0.22,0.23,0.22,0.22,0.24,0.23,0.2,0.21,0.21,0.18,0.36,0.2,0.2,0.21,0.19,0.22,0.2,0.22,0.2,0.19,0.19,0.18,0.16,0.19,0.19,0.17,0.16,0.18,0.17,0.19,0.19,0.19,0.18,0.17,0.17,0.15,0.18,0.17,0.17,0.18,0.17,0.2,0.16,0.16,0.16,0.16,0.17,0.15,0.16,0.16,0.14,0.16,0.19,0.13,0.15,0.15,0.14,0.17,0.13,0.14,0.14,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.11,0.12,0.13,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.13,0.0,0.13,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.13,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.0,0.13,0.11,0.29,0.11,0.0,81.35000000000001
08/13/2021,6.26,5.48,3.7,2.22,2.09,1.97,1.42,1.23,1.23,1.18,1.03,1.0,0.96,0.91,0.83,0.89,0.82,0.83,0.8,0.76,0.69,0.63,0.58,0.56,0.57,0.58,0.69,0.56,0.57,0.56,0.52,0.55,0.56,0.56,0.55,0.51,0.59,0.52,0.49,0.5,0.49,0.53,0.5,0.5,0.45,0.45,0.43,0.42,0.36,0.4,0.4,0.41,0.38,0.38,0.41,0.38,0.34,0.34,0.39,0.35,0.35,0.36,0.39,0.34,0.33,0.36,0.32,0.33,0.32,0.34,0.3,0.3,0.33,0.0,0.3,0.29,0.29,0.28,0.26,0.27,0.27,0.24,0.27,0.21,0.22,0.25,0.24,0.22,0.23,0.24,0.21,0.21,0.24,0.22,0.22,0.23,0.23,0.19,0.22,0.21,0.19,0.4,0.2,0.2,0.21,0.18,0.22,0.21,0.23,0.2,0.18,0.19,0.18,0.16,0.19,0.19,0.17,0.17,0.18,0.17,0.2,0.19,0.19,0.18,0.17,0.16,0.14,0.18,0.18,0.17,0.18,0.17,0.2,0.16,0.16,0.16,0.16,0.17,0.15,0.16,0.16,0.14,0.16,0.18,0.13,0.14,0.15,0.14,0.16,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.0,0.12,0.13,0.11,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.13,0.0,0.13,0.11,0.12,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.13,0.0,0.13,0.11,0.3,0.11,0.0,81.26000000000002
