,3702.TW,2356.TW,INFY.NS,TCS.NS,2324.TW,NPN.JO,2002.TW,1044.HK,151.HK,PIDILITIND.NS,RAIL3.SA,3328.HK,2777.HK,DRREDDY.NS,2388.HK,3988.HK,939.HK,D7C.,3383.HK,6158.HK,SUNPHARMA.NS,1359.HK,3360.HK,BAJAJ-AUTO.NS,BATAINDIA.NS,1288.HK,1088.HK,PSSA3.SA,1988.HK,1398.HK,AMXL.MX,586.HK,ASIANPAINT.NS,BRAP4.SA,2318.HK,ITSA4.SA,Itau Unibanco Holding SA Participating Preferred,MRF.NS,VALE3.SA,KIO.JO,SULA11.SA,BERGEPAINT.NS,LT.NS,ACC.NS,BBSE3.SA,ULTRACEMCO.NS,B3SA3.SA,1101.TW,1102.TW,KLBN11.SA,ARI.JO,2633.TW,SUZB3.SA,TLEVISACPO.MX,AMS.JO,GMEXICOB.MX,SM.PM,656.HK,2881.TW,152.HK,2883.TW,ELEKTRA.MX,2885.TW,GFNORTEO.MX,2887.TW,2882.TW,HYPE3.SA,TATN.ME,AQE.,BBCA.JK,3045.TW,BMRI.JK,OTP.BD,2890.TW,2412.TW,4904.TW,2888.TW,ALI.PM,2886.TW,2891.TW,2892.TW,BBRI.JK,SMPH.PM,5880.TW,2884.TW,2880.TW,WALMEX.MX,PTTEP/F.BK,MARICO.NS,BBNI.JK,GODREJCP.NS,TATACONSUM.NS,1216.TW,UBL.NS,PTT/F.BK,ABEV3.SA,2912.TW,836.HK,392.HK,371.HK,DABUR.NS,POWERGRID.NS,COLPAL.NS,LDHOF,NESTLEIND.NS,PETRONET.NS,HINDUNILVR.NS,JBSS3.SA,RADL3.SA,CPI.JO,BRITANNIA.NS,PFBCOLO.BC,270.HK,TISCO/F.BK,ALRS.ME,SCC/F.BK,HMPRO/F.BK,BBL/F.BK,ITC.NS,REM.JO,CRFB3.SA,SCB/F.BK,BTS/F.BK,KTB/F.BK,ABG.JO,OSP/F.BK,TBIG.JK,ALFAA.MX,GMKN.ME,FSR.JO,SLM.JO,BEM/F.BK,SBK.JO,CHMF.ME,ASII.JK,PLZL.ME,BAP,PEO.WA,VOD.JO,AC.MX,MAGN.ME,BJC/F.BK,INDF.JK,DSY.JO,NLMK.ME,CEMEXCPO.MX,Y92.SI,FEMSAUBD.MX,CIMB.KL,CPF/F.BK,MCG.JO,HLBANK.KL,CPALL/F.BK,RHBBANK.KL,PKO.WA,BIMBOA.MX,KGH.WA,MTSS.ME,KIMBERA.MX,MAYBANK.KL,PBBANK.KL,ASURB.MX,BDO.PM,GAPB.MX,PZU.WA,ORBIA.MX,MBT.PM,CDR.WA,TOWR.JK,BDMS/F.BK,GRUMAB.MX,PMETAL.KL,GULF/F.BK,CHILE.SN,FALABELLA.SN,EGCO/F.BK,BGRIM/F.BK,TCPI.JK,BSANTANDER.SN,FIVE.L,BH/F.BK,CEZ.PR,TLKM.JK,MGNT.ME,TENAGA.KL,SQM/B.SN,MOL.BD,TM.KL,COPEC.SN,PKN.WA,Hong Kong Dollar,CENCOSUD.SN,UNTR.JK,BID.JO,APN.JO,DNP.WA,CLS.JO,PGN.WA,SHNUF,WHL.JO,US Dollar,"Bank of Communications Co., Ltd. (Class H)",Bank of China Ltd.,China CITIC Bank Corporation Limited (Class H),Agricultural Bank of China Limited (Class H),China Construction Bank Corporation (Class H),China Shenhua Energy Company Limited (Class H),"China Minsheng Banking Corp., Ltd. (Class H)",Industrial and Commercial Bank of China Limited (Class H),Itausa-Investimentos Itau SA (Preference Shares),"Ping An Insurance (Group) Company of China, Ltd. (Class H)",ACC Limited,ITUB4.SA,African Rainbow Minerals Ltd.,B3 SA - Brasil Bolsa Balcao,Klabin SA (Unit),Shenzhen International Holdings Limited,"Taishin Financial Holding Co., Ltd.",Anhui Conch Cement Company Limited (Class H),Tatneft PAO,"CTBC Financial Holding Co., Ltd.","First Financial Holding Co., Ltd.","Mega Financial Holding Co., Ltd.",PTT Exploration and Production Pcl (Foreign),PTT Pcl (Foreign),Dabur India Limited,Colgate-Palmolive (India) Limited,Land & Houses Pcl (Foreign),Bancolombia S.A. (Preference),TISCO Financial Group Pcl (Foreign),The Siam Cement Pcl (Foreign),Absa Group Ltd,Bangkok Bank Pcl (Foreign),Home Product Center Pcl (Foreign),Krung Thai Bank Pcl (Foreign),The Siam Commercial Bank Pcl (Foreign),Severstal PAO,BTS Group Holdings Pcl (Foreign),Osotspa Pcl (Foreign),MMC Norilsk Nickel PJSC,Magnitogorsk Iron & Steel Works OJSC,Bangkok Expressway and Metro Pcl (Foreign),NLMK PJSC,Berli Jucker Pcl (Foreign),Charoen Pokphand Foods Pcl (Foreign),RHB Bank Bhd,CP ALL Pcl (Foreign),Bangkok Dusit Medical Services Pcl (Foreign),CD Projekt S.A.,Orbia Advance Corp SAB de CV,Gulf Energy Development Pcl (Foreign),Electricity Generating Pcl (Foreign),Magnit PJSC,Bumrungrad Hospital Pcl (Foreign),B.Grimm Power Pcl (Foreign),Sociedad Quimica y Minera de Chile S.A. (Class B),Clicks Group Limited,MOL Hungarian Oil and Gas Plc,RICHTER.BD,Intouch Holdings Pcl (Foreign),MRP.JO,CQE.AX,Us Dollars,SHP.JO,TBS.JO,Shoprite Holdings Ltd,NEOE3.SA,n/a,SUM
07/09/2021,3.23,2.97,2.76,2.52,2.48,2.42,2.36,1.73,1.59,1.37,1.11,1.07,1.0,0.99,0.97,0.95,0.95,0.94,0.93,0.92,0.92,0.91,0.91,0.89,0.88,0.88,0.85,0.84,0.83,0.83,0.82,0.81,0.81,0.81,0.8,0.8,0.79,0.77,0.75,0.74,0.73,0.72,0.72,0.71,0.7,0.68,0.66,0.65,0.64,0.63,0.62,0.57,0.56,0.53,0.52,0.52,0.52,0.51,0.45,0.44,0.44,0.42,0.41,0.4,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.33,0.33,0.33,0.33,0.32,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.21
07/12/2021,3.41,3.06,2.77,2.44,2.49,2.25,2.31,1.71,1.55,1.44,1.08,0.0,0.96,0.98,0.94,0.0,0.0,0.0,0.9,0.92,0.9,0.92,0.88,0.86,0.88,0.0,0.0,0.79,0.0,0.0,0.82,0.79,0.82,0.79,0.0,0.0,0.0,0.76,0.73,0.77,0.67,0.76,0.73,0.0,0.66,0.7,0.0,0.67,0.67,0.0,0.0,0.58,0.56,0.5,0.53,0.5,0.5,0.5,0.46,0.0,0.46,0.42,0.4,0.39,0.0,0.39,0.37,0.0,0.0,0.38,0.38,0.37,0.37,0.38,0.37,0.37,0.37,0.34,0.0,0.0,0.0,0.34,0.34,0.36,0.35,0.35,0.33,0.0,0.34,0.32,0.35,0.31,0.31,0.3,0.0,0.28,0.29,0.29,0.27,0.29,0.0,0.29,0.0,0.0,0.27,0.27,0.26,0.24,0.26,0.25,0.25,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.24,0.24,0.22,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.24,0.22,0.0,0.23,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.2,0.21,0.0,0.2,0.2,0.19,0.19,0.0,0.18,0.19,0.0,0.0,0.18,0.19,0.18,0.16,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.0,0.16,0.0,0.18,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.0,0.14,0.14,0.14,0.0,0.14,0.14,0.0,0.13,0.0,0.0,0.12,0.11,0.12,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.0,1.14,0.95,0.94,0.93,0.87,0.87,0.85,0.84,0.82,0.77,0.76,0.74,0.74,0.64,0.63,0.61,0.43,0.42,0.37,0.37,0.36,0.36,0.36,0.32,0.29,0.29,0.29,0.27,0.26,0.25,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.19,0.18,0.18,0.17,0.17,0.17,0.16,0.15,0.14,0.14,0.14,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.36
07/13/2021,3.41,3.06,2.77,2.44,2.49,2.25,2.31,1.71,1.55,1.44,1.08,0.0,0.96,0.98,0.94,0.0,0.0,0.0,0.9,0.92,0.9,0.92,0.88,0.86,0.88,0.0,0.0,0.79,0.0,0.0,0.82,0.79,0.82,0.79,0.0,0.0,0.0,0.76,0.73,0.77,0.67,0.76,0.73,0.0,0.66,0.7,0.0,0.67,0.67,0.0,0.0,0.58,0.56,0.5,0.53,0.5,0.5,0.5,0.46,0.0,0.46,0.42,0.4,0.39,0.0,0.39,0.37,0.0,0.0,0.38,0.38,0.37,0.37,0.38,0.37,0.37,0.37,0.34,0.0,0.0,0.0,0.34,0.34,0.36,0.35,0.35,0.33,0.0,0.34,0.32,0.35,0.31,0.31,0.3,0.0,0.28,0.29,0.29,0.27,0.29,0.0,0.29,0.0,0.0,0.27,0.27,0.26,0.24,0.26,0.25,0.25,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.24,0.24,0.22,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.24,0.22,0.0,0.23,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.2,0.21,0.0,0.2,0.2,0.19,0.19,0.0,0.18,0.19,0.0,0.0,0.18,0.19,0.18,0.16,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.0,0.16,0.0,0.18,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.0,0.14,0.14,0.14,0.0,0.14,0.14,0.0,0.13,0.0,0.0,0.12,0.11,0.12,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.0,1.14,0.95,0.94,0.93,0.87,0.87,0.85,0.84,0.82,0.77,0.76,0.74,0.74,0.64,0.63,0.61,0.43,0.42,0.37,0.37,0.36,0.36,0.36,0.32,0.29,0.29,0.29,0.27,0.26,0.25,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.19,0.18,0.18,0.17,0.17,0.17,0.16,0.15,0.14,0.14,0.14,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.36
07/14/2021,3.44,3.09,2.79,2.46,2.51,2.27,2.34,1.73,1.56,1.45,1.1,0.96,0.97,0.99,0.95,0.96,0.88,0.94,0.9,0.93,0.91,0.93,0.88,0.86,0.89,0.88,0.86,0.8,0.84,0.83,0.82,0.8,0.82,0.8,0.77,0.78,0.0,0.77,0.76,0.77,0.68,0.76,0.73,0.74,0.67,0.71,0.64,0.68,0.68,0.62,0.65,0.58,0.57,0.5,0.53,0.51,0.5,0.51,0.46,0.43,0.46,0.42,0.4,0.39,0.42,0.4,0.37,0.37,0.37,0.38,0.38,0.37,0.38,0.38,0.37,0.37,0.37,0.35,0.36,0.36,0.36,0.34,0.34,0.36,0.35,0.35,0.33,0.32,0.34,0.32,0.35,0.32,0.31,0.3,0.29,0.29,0.29,0.29,0.27,0.29,0.29,0.29,0.29,0.27,0.27,0.27,0.27,0.25,0.26,0.25,0.25,0.26,0.25,0.25,0.26,0.24,0.23,0.23,0.24,0.24,0.23,0.22,0.22,0.23,0.24,0.23,0.24,0.23,0.22,0.24,0.22,0.22,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.16,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.16,0.17,0.18,0.17,0.17,0.17,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.76,0.22,0.0,0.0,0.0,0.0,0.0,95.18
07/15/2021,3.41,3.04,2.75,2.45,2.5,2.27,2.31,1.72,1.55,1.45,1.11,0.97,0.98,0.99,0.95,0.95,0.87,0.94,0.91,0.93,0.91,0.94,0.9,0.85,0.88,0.87,0.84,0.82,0.83,0.82,0.82,0.8,0.82,0.82,0.77,0.8,0.0,0.77,0.75,0.76,0.7,0.76,0.73,0.75,0.69,0.73,0.67,0.68,0.67,0.63,0.64,0.58,0.57,0.51,0.53,0.5,0.51,0.51,0.47,0.43,0.47,0.42,0.4,0.39,0.43,0.41,0.38,0.37,0.38,0.39,0.38,0.37,0.37,0.38,0.37,0.37,0.37,0.35,0.36,0.36,0.36,0.33,0.34,0.36,0.35,0.36,0.33,0.32,0.34,0.32,0.35,0.32,0.31,0.3,0.29,0.29,0.29,0.29,0.27,0.29,0.29,0.29,0.29,0.27,0.27,0.27,0.26,0.25,0.26,0.24,0.25,0.26,0.24,0.25,0.26,0.24,0.23,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.24,0.22,0.24,0.23,0.22,0.24,0.22,0.21,0.23,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.12,0.12,0.11,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.77,0.22,0.11,0.0,0.0,0.0,0.0,95.17
07/16/2021,3.37,3.04,2.75,2.45,2.52,2.25,2.23,1.73,1.57,1.44,1.13,0.96,0.98,0.98,0.96,0.96,0.87,0.95,0.92,0.93,0.93,0.94,0.91,0.86,0.88,0.88,0.86,0.82,0.85,0.82,0.82,0.82,0.82,0.84,0.78,0.8,0.0,0.8,0.76,0.76,0.72,0.76,0.74,0.76,0.68,0.73,0.67,0.68,0.67,0.63,0.65,0.58,0.56,0.49,0.53,0.5,0.5,0.53,0.47,0.43,0.46,0.41,0.4,0.38,0.43,0.41,0.4,0.37,0.37,0.38,0.38,0.37,0.36,0.39,0.37,0.37,0.37,0.34,0.36,0.36,0.36,0.34,0.33,0.36,0.35,0.36,0.33,0.32,0.34,0.32,0.34,0.32,0.31,0.3,0.29,0.3,0.3,0.29,0.28,0.29,0.29,0.29,0.29,0.28,0.27,0.27,0.26,0.25,0.27,0.23,0.25,0.26,0.25,0.26,0.27,0.25,0.23,0.23,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.23,0.24,0.22,0.23,0.22,0.21,0.22,0.21,0.23,0.22,0.22,0.21,0.2,0.21,0.21,0.22,0.21,0.21,0.19,0.21,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.18,0.18,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.12,0.12,0.11,0.12,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.77,0.3,0.0,0.0,0.0,0.0,0.0,95.32
07/19/2021,3.37,2.7,2.81,2.45,2.52,2.36,2.27,1.66,1.58,1.43,1.15,0.96,0.97,0.97,0.96,0.96,0.88,0.95,0.92,0.94,0.93,0.91,0.91,0.85,0.88,0.88,0.87,0.82,0.85,0.82,0.87,0.8,0.81,0.85,0.79,0.8,0.0,0.78,0.76,0.79,0.71,0.76,0.78,0.77,0.69,0.74,0.68,0.67,0.66,0.62,0.66,0.58,0.54,0.49,0.54,0.52,0.5,0.52,0.49,0.43,0.48,0.41,0.4,0.39,0.43,0.43,0.39,0.36,0.38,0.39,0.38,0.37,0.36,0.39,0.38,0.37,0.38,0.34,0.36,0.36,0.36,0.34,0.33,0.36,0.36,0.36,0.35,0.31,0.34,0.32,0.34,0.32,0.31,0.3,0.29,0.3,0.3,0.29,0.28,0.29,0.28,0.29,0.3,0.28,0.27,0.27,0.26,0.25,0.27,0.23,0.25,0.26,0.26,0.25,0.26,0.24,0.23,0.23,0.25,0.23,0.23,0.23,0.23,0.23,0.22,0.23,0.24,0.23,0.23,0.22,0.21,0.22,0.21,0.23,0.21,0.22,0.21,0.2,0.21,0.22,0.22,0.21,0.21,0.19,0.21,0.19,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.17,0.17,0.18,0.18,0.17,0.16,0.18,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.16,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.77,0.3,0.0,0.11,0.0,0.0,0.0,95.29999999999998
07/20/2021,3.38,2.68,2.77,2.45,2.51,2.41,2.22,1.61,1.58,1.43,1.15,0.97,0.98,0.98,0.95,0.96,0.88,0.95,0.93,0.94,0.94,0.93,0.91,0.85,0.91,0.88,0.87,0.81,0.85,0.82,0.88,0.79,0.82,0.82,0.79,0.79,0.0,0.79,0.75,0.78,0.69,0.76,0.79,0.77,0.68,0.75,0.67,0.67,0.66,0.61,0.65,0.58,0.53,0.49,0.52,0.51,0.48,0.54,0.51,0.43,0.49,0.42,0.41,0.39,0.44,0.44,0.39,0.36,0.38,0.39,0.38,0.37,0.37,0.39,0.38,0.37,0.39,0.34,0.36,0.37,0.36,0.34,0.33,0.36,0.36,0.36,0.35,0.31,0.34,0.33,0.34,0.31,0.31,0.31,0.29,0.29,0.3,0.3,0.27,0.29,0.28,0.29,0.29,0.28,0.27,0.27,0.26,0.25,0.28,0.24,0.25,0.26,0.25,0.25,0.26,0.25,0.23,0.23,0.25,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.22,0.23,0.22,0.22,0.22,0.21,0.23,0.21,0.21,0.21,0.21,0.21,0.22,0.22,0.2,0.21,0.2,0.21,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.17,0.17,0.17,0.18,0.18,0.18,0.16,0.18,0.17,0.17,0.16,0.17,0.19,0.17,0.17,0.16,0.16,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.76,0.31,0.11,0.0,0.0,0.0,0.0,95.28
07/21/2021,3.38,2.68,2.77,2.45,2.51,2.41,2.22,1.61,1.58,1.43,1.15,0.97,0.98,0.98,0.95,0.96,0.88,0.95,0.93,0.94,0.94,0.93,0.91,0.85,0.91,0.88,0.87,0.81,0.85,0.82,0.88,0.79,0.82,0.82,0.79,0.79,0.0,0.79,0.75,0.78,0.69,0.76,0.79,0.77,0.68,0.75,0.67,0.67,0.66,0.61,0.65,0.58,0.53,0.49,0.52,0.51,0.48,0.54,0.51,0.43,0.49,0.42,0.41,0.39,0.44,0.44,0.39,0.36,0.38,0.39,0.38,0.37,0.37,0.39,0.38,0.37,0.39,0.34,0.36,0.37,0.36,0.34,0.33,0.36,0.36,0.36,0.35,0.31,0.34,0.33,0.34,0.31,0.31,0.31,0.29,0.29,0.3,0.3,0.27,0.29,0.28,0.29,0.29,0.28,0.27,0.27,0.26,0.25,0.28,0.24,0.25,0.26,0.25,0.25,0.26,0.25,0.23,0.23,0.25,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.22,0.23,0.22,0.22,0.22,0.21,0.23,0.21,0.21,0.21,0.21,0.21,0.22,0.22,0.2,0.21,0.2,0.21,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.17,0.17,0.17,0.18,0.18,0.18,0.16,0.18,0.17,0.17,0.16,0.17,0.19,0.17,0.17,0.16,0.16,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.76,0.31,0.11,0.0,0.0,0.0,0.0,95.28
07/22/2021,3.43,2.65,2.74,2.44,2.51,2.36,2.24,1.56,1.57,1.44,1.14,0.0,0.96,0.98,0.95,0.0,0.0,0.0,0.9,0.93,0.94,0.89,0.91,0.84,0.9,0.0,0.0,0.8,0.0,0.0,0.87,0.78,0.81,0.79,0.0,0.0,0.0,0.79,0.73,0.76,0.67,0.76,0.78,0.0,0.65,0.75,0.0,0.68,0.67,0.0,0.0,0.59,0.52,0.48,0.5,0.5,0.48,0.53,0.52,0.0,0.49,0.42,0.4,0.38,0.0,0.44,0.38,0.0,0.0,0.38,0.38,0.37,0.37,0.4,0.38,0.37,0.39,0.33,0.0,0.0,0.0,0.34,0.32,0.36,0.36,0.36,0.34,0.0,0.34,0.33,0.34,0.32,0.31,0.3,0.0,0.28,0.3,0.3,0.27,0.29,0.0,0.29,0.0,0.0,0.27,0.27,0.26,0.24,0.27,0.23,0.25,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.25,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.23,0.22,0.0,0.22,0.21,0.0,0.2,0.0,0.21,0.21,0.21,0.2,0.21,0.21,0.0,0.0,0.21,0.19,0.0,0.19,0.2,0.19,0.19,0.0,0.18,0.18,0.0,0.0,0.18,0.19,0.17,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.0,0.16,0.0,0.19,0.0,0.16,0.16,0.0,0.15,0.15,0.0,0.0,0.14,0.14,0.13,0.0,0.14,0.14,0.0,0.13,0.0,0.0,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.0,1.34,0.96,0.95,0.94,0.88,0.87,0.88,0.84,0.82,0.77,0.78,0.78,0.74,0.64,0.65,0.59,0.42,0.44,0.37,0.35,0.37,0.37,0.37,0.31,0.28,0.29,0.3,0.28,0.25,0.25,0.25,0.22,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.21,0.2,0.2,0.19,0.18,0.18,0.16,0.16,0.17,0.16,0.15,0.13,0.14,0.14,0.13,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,95.44
