,3702.TW,2356.TW,INFY.NS,TCS.NS,2324.TW,NPN.JO,2002.TW,1044.HK,151.HK,PIDILITIND.NS,RAIL3.SA,3328.HK,2777.HK,DRREDDY.NS,2388.HK,3988.HK,939.HK,D7C.,3383.HK,6158.HK,SUNPHARMA.NS,1359.HK,3360.HK,BAJAJ-AUTO.NS,BATAINDIA.NS,1288.HK,1088.HK,PSSA3.SA,1988.HK,1398.HK,AMXL.MX,586.HK,ASIANPAINT.NS,BRAP4.SA,2318.HK,ITSA4.SA,Itau Unibanco Holding SA Participating Preferred,MRF.NS,VALE3.SA,KIO.JO,SULA11.SA,BERGEPAINT.NS,LT.NS,ACC.NS,BBSE3.SA,ULTRACEMCO.NS,B3SA3.SA,1101.TW,1102.TW,KLBN11.SA,ARI.JO,2633.TW,SUZB3.SA,TLEVISACPO.MX,AMS.JO,GMEXICOB.MX,SM.PM,656.HK,2881.TW,152.HK,2883.TW,ELEKTRA.MX,2885.TW,GFNORTEO.MX,2887.TW,2882.TW,HYPE3.SA,TATN.ME,AQE.,BBCA.JK,3045.TW,BMRI.JK,OTP.BD,2890.TW,2412.TW,4904.TW,2888.TW,ALI.PM,2886.TW,2891.TW,2892.TW,BBRI.JK,SMPH.PM,5880.TW,2884.TW,2880.TW,WALMEX.MX,PTTEP/F.BK,MARICO.NS,BBNI.JK,GODREJCP.NS,TATACONSUM.NS,1216.TW,UBL.NS,PTT/F.BK,ABEV3.SA,2912.TW,836.HK,392.HK,371.HK,DABUR.NS,POWERGRID.NS,COLPAL.NS,LDHOF,NESTLEIND.NS,PETRONET.NS,HINDUNILVR.NS,JBSS3.SA,RADL3.SA,CPI.JO,BRITANNIA.NS,PFBCOLO.BC,270.HK,TISCO/F.BK,ALRS.ME,SCC/F.BK,HMPRO/F.BK,BBL/F.BK,ITC.NS,REM.JO,CRFB3.SA,SCB/F.BK,BTS/F.BK,KTB/F.BK,ABG.JO,OSP/F.BK,TBIG.JK,ALFAA.MX,GMKN.ME,FSR.JO,SLM.JO,BEM/F.BK,SBK.JO,CHMF.ME,ASII.JK,PLZL.ME,BAP,PEO.WA,VOD.JO,AC.MX,MAGN.ME,BJC/F.BK,INDF.JK,DSY.JO,NLMK.ME,CEMEXCPO.MX,Y92.SI,FEMSAUBD.MX,CIMB.KL,CPF/F.BK,MCG.JO,HLBANK.KL,CPALL/F.BK,RHBBANK.KL,PKO.WA,BIMBOA.MX,KGH.WA,MTSS.ME,KIMBERA.MX,MAYBANK.KL,PBBANK.KL,ASURB.MX,BDO.PM,GAPB.MX,PZU.WA,ORBIA.MX,MBT.PM,CDR.WA,TOWR.JK,BDMS/F.BK,GRUMAB.MX,PMETAL.KL,GULF/F.BK,CHILE.SN,FALABELLA.SN,EGCO/F.BK,BGRIM/F.BK,TCPI.JK,BSANTANDER.SN,FIVE.L,BH/F.BK,CEZ.PR,TLKM.JK,MGNT.ME,TENAGA.KL,SQM/B.SN,MOL.BD,TM.KL,COPEC.SN,PKN.WA,Hong Kong Dollar,CENCOSUD.SN,UNTR.JK,BID.JO,APN.JO,DNP.WA,CLS.JO,PGN.WA,SHNUF,WHL.JO,US Dollar,"Bank of Communications Co., Ltd. (Class H)",Bank of China Ltd.,China CITIC Bank Corporation Limited (Class H),Agricultural Bank of China Limited (Class H),China Construction Bank Corporation (Class H),China Shenhua Energy Company Limited (Class H),"China Minsheng Banking Corp., Ltd. (Class H)",Industrial and Commercial Bank of China Limited (Class H),Itausa-Investimentos Itau SA (Preference Shares),"Ping An Insurance (Group) Company of China, Ltd. (Class H)",ACC Limited,ITUB4.SA,African Rainbow Minerals Ltd.,B3 SA - Brasil Bolsa Balcao,Klabin SA (Unit),Shenzhen International Holdings Limited,"Taishin Financial Holding Co., Ltd.",Anhui Conch Cement Company Limited (Class H),Tatneft PAO,"CTBC Financial Holding Co., Ltd.","First Financial Holding Co., Ltd.","Mega Financial Holding Co., Ltd.",PTT Exploration and Production Pcl (Foreign),PTT Pcl (Foreign),Dabur India Limited,Colgate-Palmolive (India) Limited,Land & Houses Pcl (Foreign),Bancolombia S.A. (Preference),TISCO Financial Group Pcl (Foreign),The Siam Cement Pcl (Foreign),Absa Group Ltd,Bangkok Bank Pcl (Foreign),Home Product Center Pcl (Foreign),Krung Thai Bank Pcl (Foreign),The Siam Commercial Bank Pcl (Foreign),Severstal PAO,BTS Group Holdings Pcl (Foreign),Osotspa Pcl (Foreign),MMC Norilsk Nickel PJSC,Magnitogorsk Iron & Steel Works OJSC,Bangkok Expressway and Metro Pcl (Foreign),NLMK PJSC,Berli Jucker Pcl (Foreign),Charoen Pokphand Foods Pcl (Foreign),RHB Bank Bhd,CP ALL Pcl (Foreign),Bangkok Dusit Medical Services Pcl (Foreign),CD Projekt S.A.,Orbia Advance Corp SAB de CV,Gulf Energy Development Pcl (Foreign),Electricity Generating Pcl (Foreign),Magnit PJSC,Bumrungrad Hospital Pcl (Foreign),B.Grimm Power Pcl (Foreign),Sociedad Quimica y Minera de Chile S.A. (Class B),Clicks Group Limited,MOL Hungarian Oil and Gas Plc,RICHTER.BD,Intouch Holdings Pcl (Foreign),MRP.JO,CQE.AX,Us Dollars,SHP.JO,TBS.JO,Shoprite Holdings Ltd,NEOE3.SA,n/a,SUM
07/23/2021,3.47,2.67,2.76,2.46,2.53,2.37,2.26,1.58,1.59,1.46,1.16,0.97,0.97,0.99,0.96,0.96,0.88,0.95,0.91,0.94,0.95,0.9,0.92,0.84,0.91,0.88,0.88,0.81,0.85,0.83,0.87,0.79,0.82,0.8,0.79,0.78,0.0,0.8,0.73,0.76,0.68,0.76,0.79,0.79,0.66,0.76,0.65,0.69,0.68,0.6,0.64,0.59,0.52,0.49,0.51,0.5,0.48,0.53,0.52,0.43,0.49,0.42,0.41,0.38,0.45,0.44,0.39,0.35,0.37,0.38,0.39,0.37,0.37,0.4,0.38,0.38,0.39,0.33,0.37,0.37,0.37,0.34,0.32,0.37,0.36,0.37,0.34,0.31,0.34,0.33,0.34,0.32,0.31,0.3,0.28,0.28,0.3,0.3,0.28,0.3,0.29,0.3,0.3,0.28,0.28,0.27,0.26,0.25,0.27,0.23,0.25,0.25,0.26,0.25,0.26,0.25,0.23,0.23,0.25,0.23,0.22,0.23,0.23,0.23,0.22,0.23,0.24,0.22,0.23,0.22,0.21,0.22,0.2,0.23,0.21,0.21,0.21,0.2,0.21,0.22,0.22,0.2,0.21,0.19,0.21,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.17,0.16,0.17,0.18,0.18,0.17,0.16,0.18,0.17,0.17,0.16,0.17,0.19,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.11,0.12,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.75,0.31,0.11,0.0,0.0,0.0,0.0,95.27
07/26/2021,3.4,2.68,2.84,2.48,2.5,2.42,2.16,1.59,1.58,1.48,1.18,0.95,0.94,0.98,0.95,0.95,0.87,0.94,0.91,0.94,0.94,0.88,0.9,0.83,0.89,0.86,0.86,0.79,0.81,0.82,0.87,0.79,0.85,0.82,0.78,0.78,0.0,0.79,0.75,0.77,0.67,0.78,0.8,0.84,0.65,0.77,0.65,0.68,0.67,0.6,0.65,0.59,0.53,0.51,0.52,0.51,0.48,0.54,0.52,0.43,0.48,0.42,0.4,0.39,0.45,0.44,0.39,0.35,0.38,0.39,0.39,0.39,0.36,0.39,0.38,0.37,0.38,0.33,0.37,0.37,0.37,0.35,0.32,0.37,0.36,0.37,0.34,0.3,0.34,0.35,0.35,0.32,0.31,0.3,0.28,0.28,0.3,0.32,0.27,0.29,0.29,0.29,0.3,0.28,0.28,0.27,0.26,0.26,0.27,0.24,0.25,0.25,0.26,0.24,0.26,0.24,0.23,0.22,0.25,0.22,0.22,0.23,0.23,0.23,0.22,0.22,0.23,0.23,0.23,0.22,0.21,0.22,0.21,0.24,0.22,0.21,0.22,0.2,0.21,0.22,0.23,0.2,0.21,0.19,0.22,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.17,0.16,0.17,0.18,0.18,0.17,0.16,0.18,0.17,0.17,0.15,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.12,0.12,0.11,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.75,0.35,0.0,0.0,0.0,0.0,0.0,95.21
07/27/2021,3.43,2.66,2.85,2.48,2.49,2.36,2.23,1.6,1.57,1.48,1.18,0.95,0.94,0.99,0.95,0.94,0.86,0.94,0.91,0.94,0.95,0.88,0.92,0.83,0.91,0.87,0.87,0.8,0.8,0.82,0.87,0.8,0.85,0.81,0.77,0.78,0.0,0.79,0.75,0.76,0.67,0.78,0.79,0.86,0.66,0.77,0.65,0.69,0.68,0.59,0.65,0.6,0.53,0.52,0.52,0.52,0.49,0.54,0.53,0.43,0.49,0.41,0.4,0.39,0.45,0.45,0.4,0.35,0.38,0.38,0.39,0.38,0.36,0.39,0.38,0.35,0.38,0.32,0.37,0.37,0.37,0.35,0.31,0.37,0.36,0.37,0.34,0.3,0.34,0.35,0.36,0.32,0.31,0.31,0.28,0.28,0.3,0.32,0.27,0.29,0.29,0.3,0.31,0.27,0.28,0.27,0.26,0.26,0.27,0.24,0.25,0.25,0.26,0.24,0.26,0.24,0.23,0.22,0.26,0.22,0.22,0.23,0.22,0.23,0.22,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.24,0.22,0.21,0.21,0.2,0.21,0.22,0.23,0.2,0.21,0.19,0.22,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.16,0.17,0.18,0.18,0.17,0.16,0.18,0.17,0.17,0.15,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.75,0.35,0.0,0.0,0.0,0.0,0.0,95.29
07/28/2021,3.43,2.66,2.85,2.48,2.49,2.36,2.23,1.6,1.57,1.48,1.18,0.95,0.94,0.99,0.95,0.94,0.86,0.94,0.91,0.94,0.95,0.88,0.92,0.83,0.91,0.87,0.87,0.8,0.8,0.82,0.87,0.8,0.85,0.81,0.77,0.78,0.0,0.79,0.75,0.76,0.67,0.78,0.79,0.86,0.66,0.77,0.65,0.69,0.68,0.59,0.65,0.6,0.53,0.52,0.52,0.52,0.49,0.54,0.53,0.43,0.49,0.41,0.4,0.39,0.45,0.45,0.4,0.35,0.38,0.38,0.39,0.38,0.36,0.39,0.38,0.35,0.38,0.32,0.37,0.37,0.37,0.35,0.31,0.37,0.36,0.37,0.34,0.3,0.34,0.35,0.36,0.32,0.31,0.31,0.28,0.28,0.3,0.32,0.27,0.29,0.29,0.3,0.31,0.27,0.28,0.27,0.26,0.26,0.27,0.24,0.25,0.25,0.26,0.24,0.26,0.24,0.23,0.22,0.26,0.22,0.22,0.23,0.22,0.23,0.22,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.24,0.22,0.21,0.21,0.2,0.21,0.22,0.23,0.2,0.21,0.19,0.22,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.16,0.17,0.18,0.18,0.17,0.16,0.18,0.17,0.17,0.15,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.75,0.35,0.0,0.0,0.0,0.0,0.0,95.29
07/29/2021,3.42,2.71,2.89,2.48,2.49,2.2,2.2,1.58,1.56,1.5,1.19,0.94,0.9,0.99,0.94,0.95,0.86,0.92,0.88,0.93,0.97,0.87,0.93,0.84,0.9,0.87,0.85,0.8,0.77,0.81,0.9,0.78,0.84,0.85,0.74,0.79,0.0,0.79,0.77,0.79,0.68,0.78,0.79,0.87,0.66,0.79,0.66,0.7,0.68,0.61,0.67,0.6,0.53,0.53,0.57,0.54,0.48,0.51,0.49,0.42,0.48,0.42,0.4,0.4,0.46,0.42,0.41,0.35,0.37,0.38,0.39,0.37,0.36,0.39,0.38,0.35,0.38,0.31,0.37,0.37,0.37,0.34,0.31,0.37,0.36,0.37,0.35,0.3,0.35,0.35,0.36,0.32,0.31,0.31,0.28,0.29,0.3,0.32,0.27,0.29,0.29,0.3,0.31,0.28,0.28,0.27,0.26,0.27,0.27,0.24,0.26,0.25,0.25,0.24,0.26,0.24,0.23,0.22,0.26,0.22,0.22,0.23,0.22,0.23,0.22,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.2,0.24,0.21,0.21,0.21,0.2,0.21,0.22,0.24,0.2,0.21,0.19,0.22,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.18,0.18,0.18,0.15,0.18,0.17,0.17,0.15,0.16,0.22,0.16,0.16,0.17,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.0,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.77,0.37,0.0,0.0,0.0,0.1,0.0,95.3
07/30/2021,3.45,2.72,2.91,2.49,2.52,2.06,2.18,1.56,1.54,1.5,1.17,0.95,0.85,0.89,0.96,0.96,0.88,0.91,0.84,0.93,0.96,0.85,0.92,0.84,0.91,0.87,0.84,0.8,0.75,0.83,0.92,0.73,0.84,0.84,0.71,0.8,0.0,0.78,0.76,0.8,0.67,0.78,0.8,0.88,0.66,0.79,0.65,0.7,0.69,0.6,0.68,0.59,0.53,0.53,0.56,0.55,0.49,0.5,0.48,0.42,0.48,0.43,0.4,0.41,0.45,0.41,0.4,0.36,0.36,0.39,0.39,0.38,0.36,0.39,0.38,0.35,0.38,0.33,0.37,0.37,0.37,0.34,0.32,0.37,0.36,0.37,0.35,0.3,0.35,0.35,0.37,0.32,0.31,0.31,0.28,0.29,0.31,0.33,0.26,0.28,0.29,0.3,0.31,0.28,0.29,0.27,0.26,0.27,0.27,0.24,0.26,0.25,0.25,0.25,0.27,0.24,0.22,0.22,0.26,0.23,0.22,0.23,0.22,0.24,0.23,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.25,0.21,0.21,0.22,0.2,0.21,0.22,0.24,0.21,0.21,0.19,0.23,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.17,0.17,0.18,0.18,0.17,0.16,0.19,0.17,0.18,0.16,0.16,0.21,0.16,0.17,0.17,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.13,0.14,0.14,0.15,0.14,0.13,0.13,0.12,0.12,0.0,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.79,0.37,0.0,0.0,0.0,0.0,0.0,95.18
08/02/2021,3.41,2.66,2.9,2.47,2.48,2.32,2.23,1.54,1.54,1.48,1.18,0.94,0.83,0.85,0.94,0.94,0.85,0.92,0.83,0.95,0.97,0.84,0.92,0.82,0.91,0.86,0.85,0.82,0.73,0.8,0.93,0.73,0.82,0.85,0.73,0.82,0.0,0.77,0.77,0.85,0.67,0.77,0.78,0.87,0.66,0.8,0.64,0.69,0.67,0.6,0.72,0.59,0.53,0.51,0.6,0.54,0.48,0.48,0.47,0.43,0.48,0.42,0.4,0.41,0.45,0.41,0.41,0.36,0.35,0.38,0.39,0.37,0.38,0.39,0.38,0.35,0.36,0.34,0.37,0.37,0.37,0.34,0.31,0.37,0.36,0.37,0.35,0.3,0.34,0.34,0.36,0.31,0.31,0.3,0.28,0.29,0.31,0.34,0.26,0.27,0.29,0.28,0.29,0.27,0.28,0.26,0.25,0.28,0.27,0.24,0.25,0.25,0.25,0.24,0.27,0.24,0.22,0.22,0.25,0.23,0.22,0.23,0.22,0.23,0.23,0.21,0.23,0.22,0.23,0.22,0.21,0.21,0.21,0.25,0.2,0.22,0.21,0.21,0.21,0.22,0.24,0.21,0.2,0.19,0.23,0.21,0.2,0.21,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.2,0.19,0.17,0.17,0.18,0.17,0.18,0.16,0.19,0.17,0.18,0.15,0.16,0.21,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.81,0.42,0.0,0.0,0.0,0.0,0.0,95.02
08/03/2021,3.41,2.65,2.89,2.45,2.47,2.28,2.24,1.54,1.52,1.47,1.14,0.0,0.79,0.86,0.94,0.0,0.0,0.0,0.8,0.93,1.06,0.84,0.91,0.83,0.92,0.0,0.0,0.8,0.0,0.0,0.93,0.73,0.81,0.79,0.0,0.0,0.0,0.77,0.71,0.85,0.64,0.77,0.79,0.0,0.64,0.79,0.0,0.69,0.67,0.0,0.0,0.59,0.51,0.51,0.59,0.51,0.46,0.48,0.47,0.0,0.48,0.42,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.38,0.39,0.37,0.38,0.39,0.38,0.35,0.36,0.32,0.0,0.0,0.0,0.33,0.3,0.37,0.36,0.37,0.35,0.0,0.35,0.33,0.36,0.31,0.31,0.31,0.0,0.28,0.32,0.37,0.26,0.28,0.0,0.29,0.0,0.0,0.28,0.27,0.25,0.27,0.26,0.25,0.25,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.25,0.23,0.21,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.23,0.21,0.0,0.21,0.0,0.21,0.22,0.18,0.21,0.21,0.22,0.0,0.0,0.19,0.19,0.0,0.2,0.19,0.21,0.19,0.0,0.19,0.18,0.0,0.0,0.18,0.19,0.19,0.17,0.17,0.18,0.17,0.18,0.15,0.19,0.17,0.0,0.15,0.0,0.2,0.0,0.16,0.16,0.0,0.15,0.14,0.0,0.0,0.15,0.15,0.14,0.0,0.14,0.15,0.0,0.13,0.0,0.0,0.12,0.11,0.12,0.0,0.11,0.11,0.12,0.13,0.12,0.0,0.0,0.0,0.0,1.42,0.94,0.94,0.91,0.86,0.86,0.85,0.72,0.8,0.78,0.74,0.88,0.79,0.71,0.61,0.57,0.42,0.45,0.36,0.36,0.37,0.36,0.37,0.29,0.27,0.29,0.29,0.27,0.25,0.24,0.24,0.23,0.22,0.22,0.22,0.23,0.25,0.21,0.21,0.23,0.24,0.21,0.23,0.21,0.19,0.17,0.18,0.16,0.17,0.18,0.16,0.15,0.14,0.13,0.14,0.13,0.12,0.13,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.35
08/04/2021,3.41,2.65,2.89,2.45,2.47,2.28,2.24,1.54,1.52,1.47,1.14,0.0,0.79,0.86,0.94,0.0,0.0,0.0,0.8,0.93,1.06,0.84,0.91,0.83,0.92,0.0,0.0,0.8,0.0,0.0,0.93,0.73,0.81,0.79,0.0,0.0,0.0,0.77,0.71,0.85,0.64,0.77,0.79,0.0,0.64,0.79,0.0,0.69,0.67,0.0,0.0,0.59,0.51,0.51,0.59,0.51,0.46,0.48,0.47,0.0,0.48,0.42,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.38,0.39,0.37,0.38,0.39,0.38,0.35,0.36,0.32,0.0,0.0,0.0,0.33,0.3,0.37,0.36,0.37,0.35,0.0,0.35,0.33,0.36,0.31,0.31,0.31,0.0,0.28,0.32,0.37,0.26,0.28,0.0,0.29,0.0,0.0,0.28,0.27,0.25,0.27,0.26,0.25,0.25,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.25,0.23,0.21,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.23,0.21,0.0,0.21,0.0,0.21,0.22,0.18,0.21,0.21,0.22,0.0,0.0,0.19,0.19,0.0,0.2,0.19,0.21,0.19,0.0,0.19,0.18,0.0,0.0,0.18,0.19,0.19,0.17,0.17,0.18,0.17,0.18,0.15,0.19,0.17,0.0,0.15,0.0,0.2,0.0,0.16,0.16,0.0,0.15,0.14,0.0,0.0,0.15,0.15,0.14,0.0,0.14,0.15,0.0,0.13,0.0,0.0,0.12,0.11,0.12,0.0,0.11,0.11,0.12,0.13,0.12,0.0,0.0,0.0,0.0,1.42,0.94,0.94,0.91,0.86,0.86,0.85,0.72,0.8,0.78,0.74,0.88,0.79,0.71,0.61,0.57,0.42,0.45,0.36,0.36,0.37,0.36,0.37,0.29,0.27,0.29,0.29,0.27,0.25,0.24,0.24,0.23,0.22,0.22,0.22,0.23,0.25,0.21,0.21,0.23,0.24,0.21,0.23,0.21,0.19,0.17,0.18,0.16,0.17,0.18,0.16,0.15,0.14,0.13,0.14,0.13,0.12,0.13,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.35
08/05/2021,3.41,2.65,2.89,2.45,2.47,2.28,2.24,1.54,1.52,1.47,1.14,0.0,0.79,0.86,0.94,0.0,0.0,0.0,0.8,0.93,1.06,0.84,0.91,0.83,0.92,0.0,0.0,0.8,0.0,0.0,0.93,0.73,0.81,0.79,0.0,0.0,0.0,0.77,0.71,0.85,0.64,0.77,0.79,0.0,0.64,0.79,0.0,0.69,0.67,0.0,0.0,0.59,0.51,0.51,0.59,0.51,0.46,0.48,0.47,0.0,0.48,0.42,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.38,0.39,0.37,0.38,0.39,0.38,0.35,0.36,0.32,0.0,0.0,0.0,0.33,0.3,0.37,0.36,0.37,0.35,0.0,0.35,0.33,0.36,0.31,0.31,0.31,0.0,0.28,0.32,0.37,0.26,0.28,0.0,0.29,0.0,0.0,0.28,0.27,0.25,0.27,0.26,0.25,0.25,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.25,0.23,0.21,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.23,0.21,0.0,0.21,0.0,0.21,0.22,0.18,0.21,0.21,0.22,0.0,0.0,0.19,0.19,0.0,0.2,0.19,0.21,0.19,0.0,0.19,0.18,0.0,0.0,0.18,0.19,0.19,0.17,0.17,0.18,0.17,0.18,0.15,0.19,0.17,0.0,0.15,0.0,0.2,0.0,0.16,0.16,0.0,0.15,0.14,0.0,0.0,0.15,0.15,0.14,0.0,0.14,0.15,0.0,0.13,0.0,0.0,0.12,0.11,0.12,0.0,0.11,0.11,0.12,0.13,0.12,0.0,0.0,0.0,0.0,1.42,0.94,0.94,0.91,0.86,0.86,0.85,0.72,0.8,0.78,0.74,0.88,0.79,0.71,0.61,0.57,0.42,0.45,0.36,0.36,0.37,0.36,0.37,0.29,0.27,0.29,0.29,0.27,0.25,0.24,0.24,0.23,0.22,0.22,0.22,0.23,0.25,0.21,0.21,0.23,0.24,0.21,0.23,0.21,0.19,0.17,0.18,0.16,0.17,0.18,0.16,0.15,0.14,0.13,0.14,0.13,0.12,0.13,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.35
