,SPXL,ProShares UltraPro S&P500,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,JPM,JNJ,V,HD,UNH,BRK.B,PYPL,PG,DIS,MA,BAC,ADBE,XOM,CMCSA,INTC,VZ,NFLX,PFE,CRM,CSCO,KO,T,PEP,ABT,MRK,ABBV,CVX,TMO,WMT,NKE,LLY,ACN,AVGO,WFC,MCD,TXN,COST,Us Dollars,MDT,DHR,ORCL,QCOM,PM,HON,UNP,C,BMY,NEE,UPS,LOW,AMGN,SBUX,RTX,BA,IBM,CHTR,AMAT,TGT,GS,INTU,AMT,CAT,GE,MMM,AMD,MS,DE,CVS,AXP,NOW,ISRG,SPGI,ANTM,BLK,MO,ZTS,GILD,PLD,MDLZ,MU,LMT,LRCX,FIS,SCHW,CI,USB,SYK,CCI,SQ,ADP,BKNG,TFC,CSX,PNC,TJX,CME,DUK,GM,COF,FDX,MMC,CL,ATVI,NSC,ILMN,SNAP,COP,BDX,SHW,BX,SO,ADSK,EW,ITW,APD,ICE,EQIX,EL,CB,ETN,D,ADI,FISV,BSX,WM,EMR,DD,F,UBER,MCO,TMUS,PGR,BIIB,HUM,GPN,HCA,DG,ECL,NOC,EBAY,TWTR,JCI,VRTX,EOG,IDXX,NEM,DOW,GD,LHX,ROP,SLB,KLAC,TT,TEL,TROW,KMB,A,HPQ,ZM,PSA,EXC,ROST,REGN,IQV,MET,DOCU,AEP,BK,INFO,SPG,ORLY,ALL,PRU,BAX,CNC,ALXN,MSCI,CMG,EA,AIG,SNPS,MPC,PPG,APH,VEEV,SYY,SRE,WDAY,PH,DLR,TRV,OTIS,MSI,WELL,PANW,CDNS,MRVL,FTNT,YUM,CTSH,DXCM,UPRO,WBA,n/a,RMD,MAR,AZO,XLNX,PAYX,HLT,GIS,MCHP,AFL,MCK,ADM,PSX,CERN,STT,WMB,PPL,BF.B,DTM,AVB,RSG,SWKS,CAG,MTD,XEL,CTVA,GLW,BLL,VRSK,CTAS,CHD,FE,VFC,CMS,MTCH,RNG,CTXS,KMI,PEG,PCAR,AME,WEC,SBAC,AWK,CPRT,WTW,O,ZBH,DTE,ETR,CSGP,AKAM,LVS,BMRN,AZN,OGN,VLO,SUM
11/15/2021,9.66,0.0,6.1,6.35,4.24,1.99,2.23,2.12,2.07,1.91,1.32,0.94,0.77,0.99,0.93,0.84,0.51,0.79,0.65,0.67,0.82,0.66,0.6,0.54,0.47,0.48,0.62,0.6,0.57,0.49,0.48,0.39,0.49,0.48,0.46,0.43,0.46,0.53,0.45,0.44,0.48,0.5,0.47,0.43,0.41,0.38,0.48,0.0,0.34,0.4,0.41,0.4,0.33,0.34,0.35,0.32,0.29,0.37,0.32,0.37,0.27,0.28,0.3,0.27,0.23,0.26,0.3,0.28,0.28,0.32,0.26,0.25,0.25,0.23,0.37,0.26,0.24,0.26,0.24,0.26,0.25,0.23,0.23,0.2,0.19,0.22,0.19,0.24,0.19,0.18,0.16,0.18,0.16,0.21,0.17,0.19,0.17,0.16,0.16,0.2,0.16,0.19,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.13,0.18,0.15,0.11,0.15,0.12,0.11,0.17,0.14,0.17,0.2,0.14,0.15,0.15,0.14,0.15,0.15,0.12,0.15,0.16,0.15,0.13,0.14,0.12,0.13,0.15,0.13,0.13,0.17,0.1,0.13,0.1,0.12,0.09,0.12,0.0,0.14,0.12,0.13,0.11,0.12,0.09,0.13,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.13,0.1,0.12,0.1,0.1,0.1,0.1,0.0,0.1,0.12,0.09,0.1,0.1,0.1,0.0,0.09,0.11,0.1,0.12,0.1,0.0,0.09,0.09,0.09,0.0,0.1,0.1,0.09,0.11,0.1,0.09,0.0,0.1,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.1,0.1,0.1,0.0,0.09,0.1,9.69,0.0,0.0,0.0,0.09,0.09,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.14
11/16/2021,9.66,0.0,6.1,6.35,4.24,1.99,2.23,2.12,2.07,1.91,1.32,0.94,0.77,0.99,0.93,0.84,0.51,0.79,0.65,0.67,0.82,0.66,0.6,0.54,0.47,0.48,0.62,0.6,0.57,0.49,0.48,0.39,0.49,0.48,0.46,0.43,0.46,0.53,0.45,0.44,0.48,0.5,0.47,0.43,0.41,0.38,0.48,0.0,0.34,0.4,0.41,0.4,0.33,0.34,0.35,0.32,0.29,0.37,0.32,0.37,0.27,0.28,0.3,0.27,0.23,0.26,0.3,0.28,0.28,0.32,0.26,0.25,0.25,0.23,0.37,0.26,0.24,0.26,0.24,0.26,0.25,0.23,0.23,0.2,0.19,0.22,0.19,0.24,0.19,0.18,0.16,0.18,0.16,0.21,0.17,0.19,0.17,0.16,0.16,0.2,0.16,0.19,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.13,0.18,0.15,0.11,0.15,0.12,0.11,0.17,0.14,0.17,0.2,0.14,0.15,0.15,0.14,0.15,0.15,0.12,0.15,0.16,0.15,0.13,0.14,0.12,0.13,0.15,0.13,0.13,0.17,0.1,0.13,0.1,0.12,0.09,0.12,0.0,0.14,0.12,0.13,0.11,0.12,0.09,0.13,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.13,0.1,0.12,0.1,0.1,0.1,0.1,0.0,0.1,0.12,0.09,0.1,0.1,0.1,0.0,0.09,0.11,0.1,0.12,0.1,0.0,0.09,0.09,0.09,0.0,0.1,0.1,0.09,0.11,0.1,0.09,0.0,0.1,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.1,0.1,0.1,0.0,0.09,0.1,9.69,0.0,0.0,0.0,0.09,0.09,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.14
11/17/2021,9.78,0.0,6.12,6.37,4.26,2.04,2.25,2.14,1.99,1.89,1.3,0.94,0.77,0.99,0.93,0.83,0.53,0.78,0.64,0.68,0.8,0.67,0.59,0.53,0.46,0.47,0.64,0.59,0.57,0.49,0.47,0.39,0.49,0.47,0.46,0.43,0.46,0.52,0.44,0.44,0.46,0.5,0.47,0.43,0.41,0.38,0.48,0.0,0.34,0.4,0.41,0.4,0.32,0.34,0.35,0.32,0.29,0.37,0.32,0.37,0.26,0.28,0.29,0.27,0.23,0.25,0.3,0.28,0.28,0.32,0.26,0.24,0.25,0.23,0.37,0.26,0.24,0.26,0.24,0.27,0.25,0.23,0.23,0.2,0.19,0.21,0.19,0.23,0.19,0.18,0.16,0.18,0.15,0.21,0.17,0.19,0.17,0.16,0.16,0.2,0.16,0.18,0.18,0.17,0.16,0.17,0.16,0.17,0.15,0.13,0.18,0.14,0.11,0.15,0.11,0.11,0.17,0.14,0.17,0.2,0.14,0.15,0.15,0.14,0.14,0.15,0.12,0.15,0.16,0.15,0.13,0.14,0.12,0.12,0.15,0.13,0.13,0.16,0.11,0.13,0.1,0.12,0.09,0.11,0.0,0.14,0.12,0.13,0.11,0.12,0.0,0.13,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.12,0.1,0.12,0.1,0.09,0.1,0.1,0.0,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.09,0.11,0.1,0.11,0.1,0.0,0.09,0.0,0.09,0.0,0.1,0.1,0.09,0.1,0.1,0.09,0.0,0.1,0.0,0.0,0.0,0.1,0.09,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.1,0.1,0.0,0.09,0.1,9.81,0.0,0.0,0.0,0.09,0.09,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.12
11/18/2021,9.78,0.0,6.12,6.35,4.28,2.08,2.24,2.14,1.95,1.87,1.3,0.93,0.77,0.99,0.91,0.83,0.54,0.78,0.63,0.68,0.8,0.67,0.59,0.53,0.46,0.47,0.63,0.59,0.56,0.49,0.47,0.38,0.49,0.48,0.45,0.43,0.47,0.52,0.44,0.44,0.46,0.5,0.47,0.43,0.41,0.37,0.48,0.0,0.33,0.39,0.41,0.41,0.33,0.34,0.35,0.32,0.29,0.37,0.31,0.37,0.26,0.28,0.3,0.28,0.23,0.25,0.3,0.28,0.28,0.32,0.24,0.24,0.25,0.23,0.37,0.26,0.24,0.26,0.24,0.26,0.24,0.23,0.23,0.2,0.19,0.21,0.19,0.24,0.19,0.18,0.17,0.18,0.15,0.21,0.16,0.19,0.17,0.16,0.17,0.2,0.16,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.15,0.13,0.18,0.14,0.11,0.15,0.11,0.12,0.17,0.14,0.17,0.2,0.14,0.15,0.15,0.14,0.14,0.15,0.13,0.15,0.16,0.15,0.13,0.14,0.12,0.12,0.15,0.12,0.12,0.17,0.1,0.13,0.1,0.11,0.09,0.11,0.0,0.13,0.12,0.13,0.11,0.12,0.09,0.13,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.11,0.09,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.11,0.1,0.0,0.09,0.09,0.09,0.0,0.1,0.1,0.0,0.1,0.1,0.09,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.1,0.1,0.0,0.09,0.1,9.8,0.0,0.0,0.0,0.09,0.09,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.99
11/19/2021,9.84,0.0,6.12,6.38,4.25,2.04,2.22,2.12,2.02,1.87,1.28,0.92,0.78,1.04,0.9,0.82,0.54,0.78,0.63,0.69,0.8,0.68,0.6,0.52,0.46,0.47,0.64,0.59,0.56,0.48,0.47,0.38,0.49,0.48,0.45,0.43,0.47,0.53,0.43,0.45,0.46,0.5,0.47,0.43,0.41,0.37,0.48,0.0,0.33,0.4,0.41,0.44,0.32,0.34,0.35,0.31,0.28,0.37,0.31,0.39,0.25,0.28,0.29,0.27,0.23,0.25,0.3,0.28,0.28,0.33,0.24,0.24,0.24,0.23,0.38,0.26,0.24,0.26,0.23,0.26,0.25,0.24,0.22,0.2,0.18,0.22,0.18,0.23,0.19,0.18,0.16,0.18,0.15,0.21,0.16,0.18,0.17,0.16,0.17,0.2,0.15,0.19,0.17,0.17,0.16,0.17,0.16,0.17,0.15,0.13,0.18,0.14,0.11,0.15,0.11,0.12,0.17,0.14,0.17,0.2,0.14,0.15,0.15,0.14,0.14,0.15,0.13,0.15,0.16,0.15,0.13,0.14,0.12,0.12,0.15,0.12,0.12,0.16,0.11,0.13,0.1,0.11,0.09,0.11,0.0,0.13,0.12,0.13,0.11,0.12,0.08,0.13,0.1,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.13,0.1,0.11,0.1,0.09,0.1,0.1,0.0,0.1,0.11,0.08,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.11,0.1,0.0,0.09,0.08,0.09,0.0,0.1,0.1,0.0,0.1,0.1,0.09,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.1,0.1,0.0,0.09,0.1,9.86,0.0,0.0,0.0,0.08,0.09,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.02
11/22/2021,9.84,0.0,6.12,6.38,4.25,2.04,2.22,2.12,2.02,1.87,1.28,0.92,0.78,1.04,0.9,0.82,0.54,0.78,0.63,0.69,0.8,0.68,0.6,0.52,0.46,0.47,0.64,0.59,0.56,0.48,0.47,0.38,0.49,0.48,0.45,0.43,0.47,0.53,0.43,0.45,0.46,0.5,0.47,0.43,0.41,0.37,0.48,0.0,0.33,0.4,0.41,0.44,0.32,0.34,0.35,0.31,0.28,0.37,0.31,0.39,0.25,0.28,0.29,0.27,0.23,0.25,0.3,0.28,0.28,0.33,0.24,0.24,0.24,0.23,0.38,0.26,0.24,0.26,0.23,0.26,0.25,0.24,0.22,0.2,0.18,0.22,0.18,0.23,0.19,0.18,0.16,0.18,0.15,0.21,0.16,0.18,0.17,0.16,0.17,0.2,0.15,0.19,0.17,0.17,0.16,0.17,0.16,0.17,0.15,0.13,0.18,0.14,0.11,0.15,0.11,0.12,0.17,0.14,0.17,0.2,0.14,0.15,0.15,0.14,0.14,0.15,0.13,0.15,0.16,0.15,0.13,0.14,0.12,0.12,0.15,0.12,0.12,0.16,0.11,0.13,0.1,0.11,0.09,0.11,0.0,0.13,0.12,0.13,0.11,0.12,0.08,0.13,0.1,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.13,0.1,0.11,0.1,0.09,0.1,0.1,0.0,0.1,0.11,0.08,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.11,0.1,0.0,0.09,0.08,0.09,0.0,0.1,0.1,0.0,0.1,0.1,0.09,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.1,0.1,0.0,0.09,0.1,9.86,0.0,0.0,0.0,0.08,0.09,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.02
11/23/2021,9.84,0.0,6.12,6.38,4.25,2.04,2.22,2.12,2.02,1.87,1.28,0.92,0.78,1.04,0.9,0.82,0.54,0.78,0.63,0.69,0.8,0.68,0.6,0.52,0.46,0.47,0.64,0.59,0.56,0.48,0.47,0.38,0.49,0.48,0.45,0.43,0.47,0.53,0.43,0.45,0.46,0.5,0.47,0.43,0.41,0.37,0.48,0.0,0.33,0.4,0.41,0.44,0.32,0.34,0.35,0.31,0.28,0.37,0.31,0.39,0.25,0.28,0.29,0.27,0.23,0.25,0.3,0.28,0.28,0.33,0.24,0.24,0.24,0.23,0.38,0.26,0.24,0.26,0.23,0.26,0.25,0.24,0.22,0.2,0.18,0.22,0.18,0.23,0.19,0.18,0.16,0.18,0.15,0.21,0.16,0.18,0.17,0.16,0.17,0.2,0.15,0.19,0.17,0.17,0.16,0.17,0.16,0.17,0.15,0.13,0.18,0.14,0.11,0.15,0.11,0.12,0.17,0.14,0.17,0.2,0.14,0.15,0.15,0.14,0.14,0.15,0.13,0.15,0.16,0.15,0.13,0.14,0.12,0.12,0.15,0.12,0.12,0.16,0.11,0.13,0.1,0.11,0.09,0.11,0.0,0.13,0.12,0.13,0.11,0.12,0.08,0.13,0.1,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.13,0.1,0.11,0.1,0.09,0.1,0.1,0.0,0.1,0.11,0.08,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.11,0.1,0.0,0.09,0.08,0.09,0.0,0.1,0.1,0.0,0.1,0.1,0.09,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.1,0.1,0.0,0.09,0.1,9.86,0.0,0.0,0.0,0.08,0.09,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.02
11/24/2021,9.8,0.0,6.5,6.44,4.4,2.05,2.23,2.13,2.17,2.04,1.24,0.92,0.73,1.08,0.88,0.81,0.48,0.78,0.61,0.63,0.77,0.69,0.56,0.51,0.45,0.45,0.63,0.6,0.55,0.45,0.46,0.37,0.49,0.46,0.43,0.43,0.44,0.52,0.42,0.46,0.46,0.5,0.47,0.41,0.41,0.38,0.49,0.0,0.33,0.41,0.41,0.45,0.31,0.33,0.35,0.31,0.28,0.37,0.31,0.39,0.25,0.28,0.28,0.25,0.22,0.25,0.29,0.27,0.27,0.35,0.24,0.23,0.23,0.22,0.39,0.25,0.22,0.26,0.22,0.26,0.24,0.23,0.21,0.19,0.18,0.22,0.19,0.23,0.18,0.19,0.16,0.19,0.14,0.2,0.16,0.18,0.17,0.16,0.16,0.2,0.15,0.18,0.18,0.17,0.17,0.16,0.15,0.16,0.15,0.12,0.18,0.14,0.1,0.15,0.11,0.11,0.16,0.14,0.17,0.21,0.14,0.15,0.15,0.14,0.14,0.15,0.12,0.15,0.16,0.15,0.13,0.14,0.12,0.12,0.15,0.12,0.13,0.16,0.1,0.13,0.1,0.11,0.09,0.11,0.0,0.13,0.12,0.13,0.1,0.12,0.0,0.13,0.1,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.13,0.1,0.11,0.1,0.09,0.11,0.1,0.0,0.1,0.11,0.08,0.1,0.1,0.09,0.08,0.09,0.1,0.1,0.11,0.09,0.0,0.09,0.08,0.09,0.0,0.1,0.09,0.0,0.1,0.11,0.08,0.0,0.1,0.0,0.0,0.0,0.1,0.08,0.09,0.0,0.0,0.09,0.0,0.1,0.11,0.1,0.1,0.0,0.09,0.1,9.82,0.0,0.0,0.0,0.09,0.09,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.17000000000004
11/25/2021,9.77,0.0,6.55,6.41,4.3,2.04,2.21,2.1,2.23,1.98,1.28,0.91,0.71,1.08,0.88,0.83,0.48,0.79,0.61,0.6,0.79,0.68,0.57,0.51,0.46,0.46,0.61,0.61,0.55,0.47,0.46,0.38,0.49,0.46,0.44,0.43,0.46,0.52,0.43,0.46,0.46,0.49,0.46,0.43,0.41,0.38,0.5,0.0,0.33,0.41,0.41,0.44,0.31,0.33,0.35,0.31,0.28,0.37,0.31,0.4,0.25,0.28,0.29,0.25,0.22,0.24,0.28,0.26,0.28,0.34,0.24,0.24,0.24,0.22,0.39,0.26,0.23,0.26,0.22,0.25,0.23,0.23,0.22,0.19,0.18,0.22,0.19,0.24,0.19,0.2,0.17,0.19,0.14,0.21,0.16,0.18,0.17,0.16,0.15,0.2,0.15,0.18,0.18,0.17,0.17,0.17,0.16,0.17,0.15,0.13,0.18,0.14,0.1,0.15,0.11,0.1,0.17,0.14,0.17,0.21,0.14,0.14,0.15,0.15,0.14,0.15,0.12,0.15,0.16,0.15,0.13,0.14,0.11,0.12,0.15,0.12,0.12,0.17,0.1,0.13,0.09,0.11,0.09,0.11,0.0,0.13,0.12,0.13,0.11,0.12,0.0,0.13,0.1,0.11,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.12,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.11,0.0,0.1,0.1,0.1,0.0,0.09,0.1,0.1,0.12,0.09,0.0,0.09,0.08,0.09,0.0,0.1,0.09,0.0,0.1,0.1,0.09,0.0,0.1,0.0,0.08,0.0,0.09,0.08,0.09,0.08,0.0,0.09,0.0,0.1,0.1,0.1,0.1,0.0,0.09,0.1,9.79,0.0,0.0,0.0,0.09,0.09,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.15
11/26/2021,9.8,0.0,6.56,6.36,4.3,2.01,2.2,2.09,2.13,1.97,1.3,0.91,0.72,1.08,0.9,0.84,0.47,0.79,0.6,0.62,0.81,0.67,0.58,0.51,0.45,0.46,0.61,0.6,0.54,0.47,0.47,0.38,0.49,0.46,0.45,0.44,0.46,0.52,0.44,0.45,0.47,0.49,0.46,0.43,0.41,0.38,0.5,0.0,0.32,0.41,0.4,0.44,0.31,0.33,0.36,0.31,0.28,0.37,0.31,0.4,0.25,0.29,0.29,0.25,0.22,0.25,0.29,0.27,0.28,0.34,0.24,0.24,0.24,0.22,0.38,0.27,0.23,0.26,0.22,0.24,0.23,0.23,0.22,0.19,0.18,0.22,0.19,0.24,0.19,0.2,0.17,0.19,0.14,0.21,0.16,0.18,0.17,0.16,0.15,0.2,0.15,0.18,0.18,0.17,0.17,0.17,0.16,0.17,0.15,0.12,0.18,0.14,0.1,0.15,0.11,0.11,0.17,0.14,0.17,0.21,0.14,0.14,0.14,0.15,0.14,0.15,0.12,0.15,0.16,0.15,0.13,0.14,0.11,0.12,0.15,0.12,0.13,0.17,0.1,0.13,0.1,0.11,0.09,0.11,0.0,0.13,0.12,0.13,0.11,0.12,0.0,0.13,0.1,0.11,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.12,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.11,0.09,0.1,0.1,0.1,0.0,0.09,0.1,0.1,0.12,0.1,0.0,0.09,0.08,0.09,0.0,0.1,0.09,0.0,0.11,0.1,0.09,0.0,0.1,0.0,0.08,0.0,0.09,0.0,0.09,0.08,0.0,0.09,0.0,0.1,0.1,0.1,0.09,0.0,0.09,0.09,9.82,0.0,0.0,0.0,0.09,0.09,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.14
11/29/2021,9.83,0.0,6.56,6.34,4.29,2.03,2.19,2.08,2.14,2.02,1.29,0.91,0.73,1.09,0.9,0.83,0.47,0.79,0.6,0.63,0.81,0.67,0.58,0.51,0.46,0.46,0.61,0.6,0.53,0.47,0.46,0.38,0.49,0.46,0.44,0.43,0.47,0.52,0.44,0.45,0.47,0.49,0.46,0.43,0.41,0.38,0.5,0.0,0.32,0.41,0.4,0.44,0.31,0.32,0.35,0.31,0.27,0.37,0.31,0.4,0.25,0.29,0.29,0.25,0.22,0.24,0.29,0.27,0.28,0.35,0.25,0.24,0.24,0.22,0.4,0.26,0.24,0.25,0.22,0.25,0.23,0.23,0.22,0.19,0.18,0.22,0.19,0.24,0.19,0.2,0.16,0.19,0.14,0.21,0.16,0.18,0.17,0.16,0.15,0.2,0.15,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.12,0.18,0.14,0.1,0.15,0.11,0.1,0.17,0.14,0.17,0.21,0.14,0.12,0.15,0.14,0.14,0.15,0.12,0.15,0.16,0.15,0.13,0.14,0.12,0.12,0.15,0.12,0.12,0.17,0.1,0.13,0.09,0.12,0.08,0.11,0.0,0.13,0.12,0.13,0.11,0.12,0.0,0.13,0.1,0.12,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.12,0.1,0.11,0.1,0.1,0.1,0.11,0.0,0.1,0.11,0.08,0.1,0.1,0.09,0.0,0.09,0.1,0.1,0.12,0.09,0.0,0.09,0.08,0.09,0.0,0.1,0.09,0.0,0.1,0.1,0.09,0.0,0.1,0.0,0.08,0.0,0.09,0.0,0.09,0.08,0.0,0.09,0.0,0.11,0.1,0.1,0.1,0.0,0.09,0.1,9.85,0.0,0.0,0.0,0.09,0.09,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.18
