,PRGO,RL,ROL,IPGP,UNM,HBI,GPS,COG,OGN,LEG,NOV,NRG,PVH,DVA,VNO,AOS,PBCT,FRT,ALK,SEE,RHI,DISH,JNPR,ZION,HII,CPB,KIM,AIZ,RE,PNR,APA,BIO,NLSN,PNW,NI,n/a,FFIV,DXC,HSIC,WU,CMA,GL,WRB,BEN,MHK,REG,JKHY,MPWR,CBOE,NWL,HAS,MRO,AAP,ABMD,UHS,ALLE,TPR,IPG,PWR,CF,PKI,LB,L,MOS,LNC,IVZ,LKQ,JBHT,UDR,BWA,HOLX,ATO,TAP,FBHS,PKG,WAB,LYV,SNA,IRM,XRAY,PHM,LDOS,HST,PAYC,HRL,PTC,EVRG,WHR,BF.B,LNT,MAS,TYL,CHRW,HWM,DGX,DPZ,CRL,PENN,LW,UA,TXT,ENPH,CNP,SJM,MKTX,NCLH,IEX,POOL,COO,RJF,INCY,KMX,ALB,K,CTLT,NVR,UAA,PFG,CAH,DRI,CMS,WYNN,FMC,AAL,ABC,BR,IR,IT,MAA,PEAK,CTXS,WAT,WRK,GNRC,STE,FANG,DRE,TRMB,LUMN,NDAQ,BXP,TFX,ULTA,CINF,GPC,TDY,AVY,J,AES,CE,EMN,ETSY,NLOK,NWS,AKAM,ANET,NTAP,XYL,EXR,DOV,ESS,DVN,CAG,URI,GRMN,AMCR,QRVO,MGM,CHD,GWW,OMC,WST,EXPD,MLM,STX,RSG,TSCO,VTRS,VTR,FE,TER,CDW,CLX,ODFL,CPRT,HBAN,UAL,VMC,AEE,LH,LEN,VRSN,HPE,AZO,MTB,BHGE,TTWO,RF,CFG,RCL,FOX,DISCA,CTRA,NWSA,DISCK,FOXA,BRO,HAL,CDAY,BBWI WI,HES,LVS,KEY,OXY,DLTR,EXPE,CCL,OKE,TECH,EIX,WDC,CZR,HIG,TSN,VLO,CERN,FLT,NTRS,SUM
11/17/2021,0.77,0.76,0.76,0.71,0.71,0.67,0.65,0.65,0.64,0.6,0.6,0.59,0.56,0.56,0.54,0.54,0.53,0.53,0.53,0.53,0.52,0.51,0.51,0.51,0.51,0.49,0.49,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5
11/18/2021,0.77,0.76,0.76,0.71,0.71,0.67,0.65,0.65,0.64,0.6,0.6,0.59,0.56,0.56,0.54,0.54,0.53,0.53,0.53,0.53,0.52,0.51,0.51,0.51,0.51,0.49,0.49,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5
11/19/2021,0.77,0.76,0.76,0.71,0.71,0.67,0.65,0.65,0.64,0.6,0.6,0.59,0.56,0.56,0.54,0.54,0.53,0.53,0.53,0.53,0.52,0.51,0.51,0.51,0.51,0.49,0.49,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5
11/22/2021,0.77,0.76,0.76,0.71,0.71,0.67,0.65,0.65,0.64,0.6,0.6,0.59,0.56,0.56,0.54,0.54,0.53,0.53,0.53,0.53,0.52,0.51,0.51,0.51,0.51,0.49,0.49,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5
11/23/2021,0.77,0.76,0.76,0.71,0.71,0.67,0.65,0.65,0.64,0.6,0.6,0.59,0.56,0.56,0.54,0.54,0.53,0.53,0.53,0.53,0.52,0.51,0.51,0.51,0.51,0.49,0.49,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5
11/24/2021,0.0,0.92,0.44,0.67,0.0,0.63,0.79,0.0,0.52,0.72,0.0,0.36,0.55,0.41,0.7,0.48,0.7,0.52,0.6,0.48,0.43,0.37,0.51,0.54,0.56,0.48,0.35,0.43,0.46,0.33,0.84,0.25,0.61,0.44,0.46,0.4,0.39,0.46,0.4,0.44,0.55,0.5,0.47,0.56,0.39,0.44,0.33,0.22,0.36,0.42,0.33,0.72,0.39,0.25,0.3,0.31,0.38,0.3,0.29,0.57,0.0,0.0,0.39,0.52,0.42,0.56,0.36,0.32,0.3,0.47,0.2,0.34,0.5,0.35,0.28,0.27,0.42,0.34,0.3,0.31,0.3,0.33,0.41,0.21,0.38,0.31,0.27,0.31,0.35,0.28,0.32,0.25,0.41,0.36,0.22,0.22,0.0,0.31,0.45,1.01,0.29,0.27,0.3,0.35,0.23,0.53,0.27,0.24,0.0,0.28,0.29,0.24,0.0,0.28,0.0,0.26,0.99,0.28,0.26,0.23,0.23,0.37,0.36,0.36,0.24,0.24,0.22,0.0,0.2,0.23,0.32,0.0,0.3,0.0,0.23,0.52,0.23,0.0,0.37,0.21,0.28,0.22,0.21,0.25,0.28,0.22,0.23,0.26,0.28,0.28,0.28,0.0,0.26,1.78,0.23,0.25,0.22,0.0,0.0,0.0,0.21,0.35,0.27,0.2,0.0,0.22,0.21,0.3,0.23,0.26,0.27,0.0,0.22,0.2,0.25,0.0,0.21,0.23,0.21,0.21,0.26,0.0,0.21,0.0,0.0,0.21,0.31,0.2,0.0,0.0,0.0,0.21,0.22,0.0,0.28,0.26,0.28,0.29,0.27,0.27,0.99,0.82,0.76,0.54,0.48,0.42,0.35,0.32,0.31,0.28,0.28,0.28,0.27,0.26,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,72.53999999999999
11/25/2021,0.0,0.92,0.44,0.67,0.0,0.63,0.79,0.0,0.52,0.72,0.0,0.36,0.55,0.41,0.7,0.48,0.7,0.52,0.6,0.48,0.43,0.37,0.51,0.54,0.56,0.48,0.35,0.43,0.46,0.33,0.84,0.25,0.61,0.44,0.46,0.4,0.39,0.46,0.4,0.44,0.55,0.5,0.47,0.56,0.39,0.44,0.33,0.22,0.36,0.42,0.33,0.72,0.39,0.25,0.3,0.31,0.38,0.3,0.29,0.57,0.0,0.0,0.39,0.52,0.42,0.56,0.36,0.32,0.3,0.47,0.2,0.34,0.5,0.35,0.28,0.27,0.42,0.34,0.3,0.31,0.3,0.33,0.41,0.21,0.38,0.31,0.27,0.31,0.35,0.28,0.32,0.25,0.41,0.36,0.22,0.22,0.0,0.31,0.45,1.01,0.29,0.27,0.3,0.35,0.23,0.53,0.27,0.24,0.0,0.28,0.29,0.24,0.0,0.28,0.0,0.26,0.99,0.28,0.26,0.23,0.23,0.37,0.36,0.36,0.24,0.24,0.22,0.0,0.2,0.23,0.32,0.0,0.3,0.0,0.23,0.52,0.23,0.0,0.37,0.21,0.28,0.22,0.21,0.25,0.28,0.22,0.23,0.26,0.28,0.28,0.28,0.0,0.26,1.78,0.23,0.25,0.22,0.0,0.0,0.0,0.21,0.35,0.27,0.2,0.0,0.22,0.21,0.3,0.23,0.26,0.27,0.0,0.22,0.2,0.25,0.0,0.21,0.23,0.21,0.21,0.26,0.0,0.21,0.0,0.0,0.21,0.31,0.2,0.0,0.0,0.0,0.21,0.22,0.0,0.28,0.26,0.28,0.29,0.27,0.27,0.99,0.82,0.76,0.54,0.48,0.42,0.35,0.32,0.31,0.28,0.28,0.28,0.27,0.26,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,72.53999999999999
11/26/2021,0.0,0.92,0.44,0.67,0.0,0.63,0.79,0.0,0.52,0.72,0.0,0.36,0.55,0.41,0.7,0.48,0.7,0.52,0.6,0.48,0.43,0.37,0.51,0.54,0.56,0.48,0.35,0.43,0.46,0.33,0.84,0.25,0.61,0.44,0.46,0.4,0.39,0.46,0.4,0.44,0.55,0.5,0.47,0.56,0.39,0.44,0.33,0.22,0.36,0.42,0.33,0.72,0.39,0.25,0.3,0.31,0.38,0.3,0.29,0.57,0.0,0.0,0.39,0.52,0.42,0.56,0.36,0.32,0.3,0.47,0.2,0.34,0.5,0.35,0.28,0.27,0.42,0.34,0.3,0.31,0.3,0.33,0.41,0.21,0.38,0.31,0.27,0.31,0.35,0.28,0.32,0.25,0.41,0.36,0.22,0.22,0.0,0.31,0.45,1.01,0.29,0.27,0.3,0.35,0.23,0.53,0.27,0.24,0.0,0.28,0.29,0.24,0.0,0.28,0.0,0.26,0.99,0.28,0.26,0.23,0.23,0.37,0.36,0.36,0.24,0.24,0.22,0.0,0.2,0.23,0.32,0.0,0.3,0.0,0.23,0.52,0.23,0.0,0.37,0.21,0.28,0.22,0.21,0.25,0.28,0.22,0.23,0.26,0.28,0.28,0.28,0.0,0.26,1.78,0.23,0.25,0.22,0.0,0.0,0.0,0.21,0.35,0.27,0.2,0.0,0.22,0.21,0.3,0.23,0.26,0.27,0.0,0.22,0.2,0.25,0.0,0.21,0.23,0.21,0.21,0.26,0.0,0.21,0.0,0.0,0.21,0.31,0.2,0.0,0.0,0.0,0.21,0.22,0.0,0.28,0.26,0.28,0.29,0.27,0.27,0.99,0.82,0.76,0.54,0.48,0.42,0.35,0.32,0.31,0.28,0.28,0.28,0.27,0.26,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,72.53999999999999
11/29/2021,0.0,0.92,0.44,0.67,0.0,0.63,0.79,0.0,0.52,0.72,0.0,0.36,0.55,0.41,0.7,0.48,0.7,0.52,0.6,0.48,0.43,0.37,0.51,0.54,0.56,0.48,0.35,0.43,0.46,0.33,0.84,0.25,0.61,0.44,0.46,0.4,0.39,0.46,0.4,0.44,0.55,0.5,0.47,0.56,0.39,0.44,0.33,0.22,0.36,0.42,0.33,0.72,0.39,0.25,0.3,0.31,0.38,0.3,0.29,0.57,0.0,0.0,0.39,0.52,0.42,0.56,0.36,0.32,0.3,0.47,0.2,0.34,0.5,0.35,0.28,0.27,0.42,0.34,0.3,0.31,0.3,0.33,0.41,0.21,0.38,0.31,0.27,0.31,0.35,0.28,0.32,0.25,0.41,0.36,0.22,0.22,0.0,0.31,0.45,1.01,0.29,0.27,0.3,0.35,0.23,0.53,0.27,0.24,0.0,0.28,0.29,0.24,0.0,0.28,0.0,0.26,0.99,0.28,0.26,0.23,0.23,0.37,0.36,0.36,0.24,0.24,0.22,0.0,0.2,0.23,0.32,0.0,0.3,0.0,0.23,0.52,0.23,0.0,0.37,0.21,0.28,0.22,0.21,0.25,0.28,0.22,0.23,0.26,0.28,0.28,0.28,0.0,0.26,1.78,0.23,0.25,0.22,0.0,0.0,0.0,0.21,0.35,0.27,0.2,0.0,0.22,0.21,0.3,0.23,0.26,0.27,0.0,0.22,0.2,0.25,0.0,0.21,0.23,0.21,0.21,0.26,0.0,0.21,0.0,0.0,0.21,0.31,0.2,0.0,0.0,0.0,0.21,0.22,0.0,0.28,0.26,0.28,0.29,0.27,0.27,0.99,0.82,0.76,0.54,0.48,0.42,0.35,0.32,0.31,0.28,0.28,0.28,0.27,0.26,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,72.53999999999999
11/30/2021,0.0,0.92,0.44,0.67,0.0,0.63,0.79,0.0,0.52,0.72,0.0,0.36,0.55,0.41,0.7,0.48,0.7,0.52,0.6,0.48,0.43,0.37,0.51,0.54,0.56,0.48,0.35,0.43,0.46,0.33,0.84,0.25,0.61,0.44,0.46,0.4,0.39,0.46,0.4,0.44,0.55,0.5,0.47,0.56,0.39,0.44,0.33,0.22,0.36,0.42,0.33,0.72,0.39,0.25,0.3,0.31,0.38,0.3,0.29,0.57,0.0,0.0,0.39,0.52,0.42,0.56,0.36,0.32,0.3,0.47,0.2,0.34,0.5,0.35,0.28,0.27,0.42,0.34,0.3,0.31,0.3,0.33,0.41,0.21,0.38,0.31,0.27,0.31,0.35,0.28,0.32,0.25,0.41,0.36,0.22,0.22,0.0,0.31,0.45,1.01,0.29,0.27,0.3,0.35,0.23,0.53,0.27,0.24,0.0,0.28,0.29,0.24,0.0,0.28,0.0,0.26,0.99,0.28,0.26,0.23,0.23,0.37,0.36,0.36,0.24,0.24,0.22,0.0,0.2,0.23,0.32,0.0,0.3,0.0,0.23,0.52,0.23,0.0,0.37,0.21,0.28,0.22,0.21,0.25,0.28,0.22,0.23,0.26,0.28,0.28,0.28,0.0,0.26,1.78,0.23,0.25,0.22,0.0,0.0,0.0,0.21,0.35,0.27,0.2,0.0,0.22,0.21,0.3,0.23,0.26,0.27,0.0,0.22,0.2,0.25,0.0,0.21,0.23,0.21,0.21,0.26,0.0,0.21,0.0,0.0,0.21,0.31,0.2,0.0,0.0,0.0,0.21,0.22,0.0,0.28,0.26,0.28,0.29,0.27,0.27,0.99,0.82,0.76,0.54,0.48,0.42,0.35,0.32,0.31,0.28,0.28,0.28,0.27,0.26,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,72.53999999999999
12/01/2021,0.0,0.92,0.44,0.67,0.0,0.63,0.79,0.0,0.52,0.72,0.0,0.36,0.55,0.41,0.7,0.48,0.7,0.52,0.6,0.48,0.43,0.37,0.51,0.54,0.56,0.48,0.35,0.43,0.46,0.33,0.84,0.25,0.61,0.44,0.46,0.4,0.39,0.46,0.4,0.44,0.55,0.5,0.47,0.56,0.39,0.44,0.33,0.22,0.36,0.42,0.33,0.72,0.39,0.25,0.3,0.31,0.38,0.3,0.29,0.57,0.0,0.0,0.39,0.52,0.42,0.56,0.36,0.32,0.3,0.47,0.2,0.34,0.5,0.35,0.28,0.27,0.42,0.34,0.3,0.31,0.3,0.33,0.41,0.21,0.38,0.31,0.27,0.31,0.35,0.28,0.32,0.25,0.41,0.36,0.22,0.22,0.0,0.31,0.45,1.01,0.29,0.27,0.3,0.35,0.23,0.53,0.27,0.24,0.0,0.28,0.29,0.24,0.0,0.28,0.0,0.26,0.99,0.28,0.26,0.23,0.23,0.37,0.36,0.36,0.24,0.24,0.22,0.0,0.2,0.23,0.32,0.0,0.3,0.0,0.23,0.52,0.23,0.0,0.37,0.21,0.28,0.22,0.21,0.25,0.28,0.22,0.23,0.26,0.28,0.28,0.28,0.0,0.26,1.78,0.23,0.25,0.22,0.0,0.0,0.0,0.21,0.35,0.27,0.2,0.0,0.22,0.21,0.3,0.23,0.26,0.27,0.0,0.22,0.2,0.25,0.0,0.21,0.23,0.21,0.21,0.26,0.0,0.21,0.0,0.0,0.21,0.31,0.2,0.0,0.0,0.0,0.21,0.22,0.0,0.28,0.26,0.28,0.29,0.27,0.27,0.99,0.82,0.76,0.54,0.48,0.42,0.35,0.32,0.31,0.28,0.28,0.28,0.27,0.26,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,72.53999999999999
12/02/2021,0.0,0.92,0.44,0.67,0.0,0.63,0.79,0.0,0.52,0.72,0.0,0.36,0.55,0.41,0.7,0.48,0.7,0.52,0.6,0.48,0.43,0.37,0.51,0.54,0.56,0.48,0.35,0.43,0.46,0.33,0.84,0.25,0.61,0.44,0.46,0.4,0.39,0.46,0.4,0.44,0.55,0.5,0.47,0.56,0.39,0.44,0.33,0.22,0.36,0.42,0.33,0.72,0.39,0.25,0.3,0.31,0.38,0.3,0.29,0.57,0.0,0.0,0.39,0.52,0.42,0.56,0.36,0.32,0.3,0.47,0.2,0.34,0.5,0.35,0.28,0.27,0.42,0.34,0.3,0.31,0.3,0.33,0.41,0.21,0.38,0.31,0.27,0.31,0.35,0.28,0.32,0.25,0.41,0.36,0.22,0.22,0.0,0.31,0.45,1.01,0.29,0.27,0.3,0.35,0.23,0.53,0.27,0.24,0.0,0.28,0.29,0.24,0.0,0.28,0.0,0.26,0.99,0.28,0.26,0.23,0.23,0.37,0.36,0.36,0.24,0.24,0.22,0.0,0.2,0.23,0.32,0.0,0.3,0.0,0.23,0.52,0.23,0.0,0.37,0.21,0.28,0.22,0.21,0.25,0.28,0.22,0.23,0.26,0.28,0.28,0.28,0.0,0.26,1.78,0.23,0.25,0.22,0.0,0.0,0.0,0.21,0.35,0.27,0.2,0.0,0.22,0.21,0.3,0.23,0.26,0.27,0.0,0.22,0.2,0.25,0.0,0.21,0.23,0.21,0.21,0.26,0.0,0.21,0.0,0.0,0.21,0.31,0.2,0.0,0.0,0.0,0.21,0.22,0.0,0.28,0.26,0.28,0.29,0.27,0.27,0.99,0.82,0.76,0.54,0.48,0.42,0.35,0.32,0.31,0.28,0.28,0.28,0.27,0.26,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,72.53999999999999
12/06/2021,0.0,0.92,0.44,0.67,0.0,0.63,0.79,0.0,0.52,0.72,0.0,0.36,0.55,0.41,0.7,0.48,0.7,0.52,0.6,0.48,0.43,0.37,0.51,0.54,0.56,0.48,0.35,0.43,0.46,0.33,0.84,0.25,0.61,0.44,0.46,0.4,0.39,0.46,0.4,0.44,0.55,0.5,0.47,0.56,0.39,0.44,0.33,0.22,0.36,0.42,0.33,0.72,0.39,0.25,0.3,0.31,0.38,0.3,0.29,0.57,0.0,0.0,0.39,0.52,0.42,0.56,0.36,0.32,0.3,0.47,0.2,0.34,0.5,0.35,0.28,0.27,0.42,0.34,0.3,0.31,0.3,0.33,0.41,0.21,0.38,0.31,0.27,0.31,0.35,0.28,0.32,0.25,0.41,0.36,0.22,0.22,0.0,0.31,0.45,1.01,0.29,0.27,0.3,0.35,0.23,0.53,0.27,0.24,0.0,0.28,0.29,0.24,0.0,0.28,0.0,0.26,0.99,0.28,0.26,0.23,0.23,0.37,0.36,0.36,0.24,0.24,0.22,0.0,0.2,0.23,0.32,0.0,0.3,0.0,0.23,0.52,0.23,0.0,0.37,0.21,0.28,0.22,0.21,0.25,0.28,0.22,0.23,0.26,0.28,0.28,0.28,0.0,0.26,1.78,0.23,0.25,0.22,0.0,0.0,0.0,0.21,0.35,0.27,0.2,0.0,0.22,0.21,0.3,0.23,0.26,0.27,0.0,0.22,0.2,0.25,0.0,0.21,0.23,0.21,0.21,0.26,0.0,0.21,0.0,0.0,0.21,0.31,0.2,0.0,0.0,0.0,0.21,0.22,0.0,0.28,0.26,0.28,0.29,0.27,0.27,0.99,0.82,0.76,0.54,0.48,0.42,0.35,0.32,0.31,0.28,0.28,0.28,0.27,0.26,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,72.53999999999999
12/07/2021,0.0,0.92,0.44,0.67,0.0,0.63,0.79,0.0,0.52,0.72,0.0,0.36,0.55,0.41,0.7,0.48,0.7,0.52,0.6,0.48,0.43,0.37,0.51,0.54,0.56,0.48,0.35,0.43,0.46,0.33,0.84,0.25,0.61,0.44,0.46,0.4,0.39,0.46,0.4,0.44,0.55,0.5,0.47,0.56,0.39,0.44,0.33,0.22,0.36,0.42,0.33,0.72,0.39,0.25,0.3,0.31,0.38,0.3,0.29,0.57,0.0,0.0,0.39,0.52,0.42,0.56,0.36,0.32,0.3,0.47,0.2,0.34,0.5,0.35,0.28,0.27,0.42,0.34,0.3,0.31,0.3,0.33,0.41,0.21,0.38,0.31,0.27,0.31,0.35,0.28,0.32,0.25,0.41,0.36,0.22,0.22,0.0,0.31,0.45,1.01,0.29,0.27,0.3,0.35,0.23,0.53,0.27,0.24,0.0,0.28,0.29,0.24,0.0,0.28,0.0,0.26,0.99,0.28,0.26,0.23,0.23,0.37,0.36,0.36,0.24,0.24,0.22,0.0,0.2,0.23,0.32,0.0,0.3,0.0,0.23,0.52,0.23,0.0,0.37,0.21,0.28,0.22,0.21,0.25,0.28,0.22,0.23,0.26,0.28,0.28,0.28,0.0,0.26,1.78,0.23,0.25,0.22,0.0,0.0,0.0,0.21,0.35,0.27,0.2,0.0,0.22,0.21,0.3,0.23,0.26,0.27,0.0,0.22,0.2,0.25,0.0,0.21,0.23,0.21,0.21,0.26,0.0,0.21,0.0,0.0,0.21,0.31,0.2,0.0,0.0,0.0,0.21,0.22,0.0,0.28,0.26,0.28,0.29,0.27,0.27,0.99,0.82,0.76,0.54,0.48,0.42,0.35,0.32,0.31,0.28,0.28,0.28,0.27,0.26,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,72.53999999999999
