,DOX,PFE,KR,VZ,AGNC,NLOK,MMC,RSG,GRMN,WM,AJG,TYL,MCD,WMT,LMT,JNJ,PINC,CHRW,FLO,JKHY,FIS,QGEN,HE,CHTR,KO,T,CTXS,RGLD,HBAN,MRK,DGX,COP,PEP,BKR,NUE,DKS,CC,STLD,SLG,CNC,WMB,XOM,PAYX,KMI,OKE,RTX,PRGO,JNPR,IP,HRB,VLO,CERN,CVS,IPG,VIAC,BK,BIO,QRTEA,ORI,ABBV,STWD,CSCO,STX,PRU,STT,NVT,OZK,UHS,EMN,JEF,LUMN,MAN,WFC,IBM,GD,CVX,ADM,DISH,KNX,CFG,KEY,CMA,FITB,AFL,HII,IVZ,INGR,C,PFG,MO,PACW,NYCB,NXST,SJM,ZION,UNM,VLY,LNC,KHC,MET,TFC,PBCT,FOXA,FHN,RF,DOW,BXMT,UBSI,MTG,BG,CI,DUK,SNV,LYB,WHR,CAH,CTVA,INTC,MOS,TSN,RDN,HPE,WBA,AL,RGA,NEM,CASH,ZM,SUI,FTDR,NLY,TMUS,DHR,NEE,ATR,COST,PG,LLY,YUM,EXR,CUBE,BKI,ACN,PSA,AZO,MSI,LBRDK,DG,NFG,MORN,WSO,MDT,MDLZ,AEP,CABO,NOC,HSY,LNT,ES,ADP,CHD,BJ,AON,PGR,CHE,CMS,ED,ZNGA,SO,LHX,EA,VTRS,APD,ERIE,BRK.B,ARE,AKAM,SON,FCN,ELS,AEE,ESS,EQR,WRB,SBUX,UHAL,CLX,COR,DLR,HRL,DIS,BMY,OGN,Cash,PNM,DTM WI,CIT,UMPQ,KBH,HFC,HPQ,OMC,NRZ,TGNA,MTB,HUN,CBRL,FL,NWL,ADS,SMG,ORCL,WAT,DPZ,CHNG,BAX,GILD,n/a,DTM,SLVM-W,SLVM,FYBR,DD,NDAQ,LSI,ICE,AFG,CACI,CPT,PPD,MAA,ORLY,ALL,CGNX,DISCA,X,KSS,MPC,EBAY,LEN,RE,LSTR,PCAR,COO,FNF,KD WI,KD,LYLT,LYLTV,SUM
08/10/2021,1.94,1.64,1.56,1.97,1.92,1.4,1.58,1.54,1.61,1.53,1.47,1.52,1.5,1.54,1.39,1.52,1.84,0.13,1.26,1.32,1.11,1.33,0.08,1.26,1.06,1.99,0.96,0.97,0.51,0.77,0.7,0.0,0.62,0.51,0.0,0.53,0.0,0.52,0.46,0.46,0.49,0.0,0.08,0.47,0.49,0.0,0.52,0.52,0.5,0.52,0.0,1.53,0.48,0.52,0.5,0.0,0.57,0.48,0.51,0.49,0.5,0.53,0.53,0.51,0.0,0.55,0.52,0.49,0.0,0.52,0.45,0.0,0.0,0.51,0.52,0.0,0.49,0.5,0.52,0.48,0.51,0.5,0.49,0.51,0.48,0.47,0.0,0.5,0.5,0.49,0.5,0.54,0.52,0.49,0.51,0.44,0.5,0.53,0.47,0.5,0.0,0.5,0.51,0.49,0.5,0.51,0.52,0.49,0.51,0.49,0.44,0.5,0.5,0.49,0.51,0.43,0.49,0.48,0.5,0.49,0.51,0.51,0.5,0.0,0.54,0.0,0.0,0.0,0.25,0.19,0.68,0.18,0.22,0.0,0.16,0.19,0.18,0.19,0.21,0.17,0.17,0.16,0.16,1.09,0.16,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.0,0.08,0.07,0.08,0.09,0.07,0.08,0.09,0.09,0.09,0.09,0.0,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.48,0.0,1.36,0.53,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.49,0.47,0.46,0.46,0.46,0.44,0.16,0.08,0.08,0.07,0.07,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/11/2021,1.94,1.63,1.54,1.95,1.93,1.39,1.56,1.53,1.62,1.51,1.46,1.51,1.49,1.53,1.39,1.51,1.87,0.13,1.25,1.32,1.14,1.31,0.08,1.25,1.06,1.98,0.96,0.96,0.52,0.77,0.69,0.0,0.61,0.51,0.0,0.52,0.0,0.52,0.46,0.45,0.49,0.0,0.08,0.47,0.49,0.0,0.53,0.52,0.5,0.52,0.0,1.53,0.48,0.52,0.5,0.0,0.56,0.46,0.51,0.48,0.5,0.52,0.54,0.52,0.0,0.55,0.53,0.49,0.0,0.53,0.45,0.0,0.0,0.51,0.53,0.0,0.5,0.5,0.52,0.49,0.52,0.51,0.5,0.52,0.48,0.48,0.0,0.5,0.51,0.49,0.52,0.54,0.52,0.49,0.53,0.46,0.51,0.54,0.47,0.5,0.0,0.51,0.5,0.5,0.51,0.51,0.51,0.5,0.52,0.5,0.44,0.49,0.51,0.51,0.5,0.43,0.52,0.47,0.51,0.49,0.51,0.52,0.5,0.0,0.54,0.0,0.0,0.0,0.25,0.19,0.68,0.18,0.22,0.0,0.16,0.19,0.18,0.19,0.21,0.17,0.17,0.15,0.16,1.07,0.16,0.15,0.15,0.15,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.09,0.1,0.09,0.09,0.09,0.06,0.09,0.1,0.08,0.0,0.08,0.07,0.08,0.09,0.07,0.07,0.09,0.09,0.09,0.09,0.0,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.48,0.0,1.35,0.52,0.54,0.54,0.5,0.5,0.51,0.5,0.5,0.5,0.51,0.49,0.47,0.46,0.46,0.47,0.44,0.16,0.08,0.08,0.07,0.07,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/13/2021,1.93,1.73,1.57,1.95,1.93,1.39,1.56,1.51,1.61,1.5,1.47,1.45,1.46,1.55,1.38,1.51,1.87,0.13,1.24,1.3,1.12,1.29,0.08,1.24,1.06,1.98,0.95,0.93,0.52,0.76,0.7,0.0,0.61,0.52,0.0,0.53,0.0,0.56,0.45,0.44,0.49,0.0,0.08,0.47,0.48,0.0,0.52,0.51,0.51,0.51,0.0,1.5,0.49,0.52,0.49,0.0,0.57,0.46,0.52,0.48,0.5,0.52,0.54,0.53,0.0,0.55,0.53,0.47,0.0,0.53,0.45,0.0,0.0,0.5,0.52,0.0,0.51,0.51,0.51,0.49,0.52,0.52,0.5,0.52,0.48,0.48,0.0,0.51,0.51,0.49,0.52,0.54,0.51,0.49,0.52,0.46,0.51,0.55,0.47,0.51,0.0,0.51,0.5,0.5,0.52,0.52,0.51,0.5,0.52,0.51,0.44,0.49,0.51,0.52,0.5,0.43,0.53,0.47,0.54,0.55,0.51,0.51,0.51,0.0,0.53,0.0,0.0,0.0,0.24,0.19,0.68,0.18,0.22,0.0,0.16,0.19,0.18,0.19,0.21,0.17,0.17,0.15,0.16,1.08,0.16,0.15,0.15,0.15,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.06,0.09,0.1,0.08,0.0,0.07,0.07,0.08,0.09,0.07,0.08,0.08,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.49,0.0,1.34,0.5,0.54,0.54,0.51,0.5,0.51,0.5,0.5,0.5,0.52,0.5,0.47,0.47,0.46,0.46,0.43,0.16,0.08,0.08,0.07,0.07,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/16/2021,1.92,1.68,1.55,1.94,1.94,1.49,1.55,1.53,1.6,1.51,1.47,1.44,1.47,1.54,1.36,1.51,1.87,0.13,1.23,1.3,1.12,1.26,0.08,1.24,1.05,1.96,0.95,0.93,0.53,0.76,0.69,0.0,0.61,0.51,0.0,0.53,0.0,0.6,0.45,0.42,0.48,0.0,0.08,0.47,0.49,0.0,0.44,0.51,0.51,0.52,0.0,1.5,0.5,0.53,0.47,0.0,0.56,0.45,0.52,0.48,0.49,0.52,0.52,0.53,0.0,0.55,0.53,0.47,0.0,0.53,0.45,0.0,0.0,0.5,0.52,0.0,0.51,0.51,0.52,0.5,0.52,0.53,0.5,0.52,0.48,0.48,0.0,0.52,0.52,0.49,0.52,0.55,0.5,0.49,0.53,0.47,0.5,0.56,0.46,0.52,0.0,0.51,0.5,0.51,0.53,0.52,0.51,0.5,0.53,0.51,0.44,0.48,0.51,0.53,0.52,0.43,0.53,0.46,0.54,0.55,0.53,0.52,0.51,0.0,0.52,0.0,0.0,0.0,0.25,0.19,0.68,0.18,0.22,0.0,0.17,0.19,0.18,0.19,0.21,0.16,0.17,0.15,0.16,1.09,0.15,0.15,0.15,0.15,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.06,0.09,0.09,0.09,0.0,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.08,0.54,0.0,1.34,0.5,0.55,0.55,0.52,0.51,0.52,0.5,0.5,0.49,0.52,0.49,0.47,0.47,0.46,0.45,0.42,0.16,0.08,0.08,0.07,0.07,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
08/17/2021,1.91,1.68,1.55,1.93,1.93,1.48,1.54,1.52,1.59,1.51,1.46,1.43,1.46,1.54,1.35,1.5,1.86,0.13,1.23,1.3,1.12,1.26,0.08,1.24,1.04,1.95,0.95,0.92,0.53,0.76,0.69,0.0,0.61,0.51,0.0,0.52,0.0,0.59,0.45,0.42,0.48,0.0,0.08,0.47,0.48,0.0,0.43,0.51,0.51,0.52,0.0,1.49,0.5,0.52,0.47,0.0,0.56,0.45,0.52,0.48,0.49,0.52,0.52,0.53,0.0,0.55,0.53,0.47,0.0,0.53,0.45,0.0,0.0,0.5,0.52,0.0,0.51,0.51,0.51,0.5,0.52,0.52,0.5,0.52,0.48,0.47,0.0,0.51,0.51,0.49,0.52,0.55,0.49,0.49,0.53,0.46,0.5,0.56,0.46,0.51,0.0,0.51,0.5,0.5,0.52,0.52,0.5,0.5,0.53,0.51,0.44,0.47,0.51,0.52,0.51,0.43,0.53,0.46,0.54,0.54,0.53,0.52,0.51,0.0,0.52,0.0,0.0,0.0,0.24,0.19,0.68,0.18,0.22,0.0,0.17,0.19,0.18,0.19,0.2,0.16,0.17,0.15,0.16,1.08,0.15,0.15,0.15,0.15,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.06,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.08,0.53,0.0,1.33,0.5,0.55,0.54,0.51,0.51,0.52,0.5,0.5,0.48,0.52,0.49,0.47,0.47,0.45,0.45,0.42,0.15,0.08,0.08,0.07,0.07,0.07,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95999999999998
08/18/2021,1.96,1.73,1.56,1.94,1.94,1.5,1.55,1.53,1.61,1.52,1.45,1.44,1.48,1.55,1.35,1.51,1.86,0.13,1.31,1.32,1.12,1.26,0.08,1.24,1.05,1.97,0.95,0.94,0.52,0.77,0.69,0.0,0.61,0.52,0.0,0.52,0.0,0.6,0.46,0.42,0.48,0.0,0.08,0.47,0.48,0.0,0.43,0.52,0.51,0.52,0.0,1.5,0.49,0.52,0.46,0.0,0.57,0.44,0.52,0.48,0.49,0.52,0.52,0.53,0.0,0.54,0.52,0.47,0.0,0.52,0.45,0.0,0.0,0.5,0.52,0.0,0.51,0.5,0.52,0.49,0.52,0.52,0.5,0.52,0.48,0.47,0.0,0.51,0.51,0.49,0.51,0.55,0.49,0.5,0.52,0.46,0.5,0.56,0.47,0.51,0.0,0.5,0.5,0.5,0.52,0.52,0.51,0.5,0.53,0.51,0.44,0.48,0.5,0.53,0.52,0.43,0.53,0.46,0.54,0.56,0.53,0.51,0.51,0.0,0.52,0.0,0.0,0.0,0.25,0.18,0.68,0.18,0.22,0.0,0.17,0.19,0.18,0.19,0.21,0.17,0.17,0.15,0.16,1.08,0.15,0.15,0.15,0.15,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.06,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.55,0.0,1.34,0.49,0.53,0.54,0.52,0.51,0.49,0.5,0.5,0.48,0.51,0.48,0.47,0.46,0.46,0.45,0.42,0.16,0.08,0.08,0.07,0.07,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/19/2021,1.97,1.74,1.58,1.94,1.92,1.47,1.57,1.54,1.62,1.53,1.48,1.43,1.49,1.56,1.36,1.52,1.85,0.13,1.32,1.32,1.11,1.28,0.08,1.25,1.06,1.96,0.95,0.93,0.52,0.78,0.7,0.0,0.62,0.51,0.0,0.53,0.0,0.59,0.45,0.43,0.47,0.0,0.08,0.46,0.47,0.0,0.43,0.51,0.51,0.52,0.0,1.5,0.5,0.52,0.45,0.0,0.57,0.43,0.53,0.49,0.49,0.52,0.52,0.53,0.0,0.54,0.52,0.48,0.0,0.52,0.45,0.0,0.0,0.5,0.52,0.0,0.51,0.51,0.52,0.49,0.51,0.52,0.49,0.52,0.48,0.48,0.0,0.5,0.51,0.49,0.5,0.55,0.49,0.5,0.52,0.45,0.49,0.54,0.47,0.51,0.0,0.5,0.5,0.5,0.51,0.51,0.51,0.5,0.53,0.51,0.44,0.48,0.5,0.52,0.52,0.43,0.52,0.46,0.52,0.55,0.52,0.51,0.51,0.0,0.52,0.0,0.0,0.0,0.25,0.18,0.68,0.18,0.23,0.0,0.17,0.19,0.18,0.19,0.21,0.16,0.17,0.15,0.16,1.09,0.15,0.15,0.15,0.15,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.06,0.09,0.1,0.09,0.0,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.55,0.0,1.35,0.49,0.53,0.54,0.51,0.5,0.5,0.5,0.49,0.48,0.51,0.48,0.47,0.46,0.46,0.44,0.41,0.16,0.08,0.08,0.07,0.07,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/20/2021,1.94,1.8,1.66,1.96,1.93,1.48,1.59,1.54,1.61,1.53,1.47,1.42,1.49,1.56,1.37,1.54,1.89,0.13,1.35,1.33,1.13,1.29,0.08,1.26,1.05,1.97,0.95,0.92,0.51,0.79,0.71,0.0,0.62,0.51,0.0,0.51,0.0,0.56,0.45,0.44,0.47,0.0,0.08,0.46,0.47,0.0,0.44,0.51,0.5,0.52,0.0,1.52,0.51,0.52,0.46,0.0,0.57,0.43,0.53,0.5,0.49,0.52,0.52,0.53,0.0,0.54,0.51,0.48,0.0,0.52,0.45,0.0,0.0,0.5,0.52,0.0,0.51,0.51,0.52,0.48,0.51,0.51,0.49,0.52,0.48,0.47,0.0,0.5,0.51,0.49,0.49,0.55,0.49,0.51,0.51,0.45,0.49,0.53,0.47,0.51,0.0,0.49,0.5,0.49,0.5,0.51,0.5,0.5,0.53,0.5,0.44,0.48,0.49,0.51,0.5,0.44,0.52,0.46,0.5,0.55,0.52,0.51,0.51,0.0,0.51,0.0,0.0,0.0,0.25,0.18,0.68,0.18,0.23,0.0,0.17,0.19,0.18,0.19,0.21,0.17,0.17,0.15,0.16,1.1,0.15,0.15,0.15,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.06,0.09,0.1,0.09,0.0,0.07,0.07,0.08,0.09,0.07,0.08,0.08,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.56,0.0,1.35,0.49,0.53,0.53,0.49,0.5,0.49,0.49,0.49,0.48,0.5,0.47,0.46,0.45,0.45,0.44,0.4,0.16,0.08,0.08,0.07,0.07,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/23/2021,1.97,1.76,1.7,1.96,1.91,1.49,1.6,1.56,1.63,1.55,1.49,1.44,1.49,1.58,1.36,1.56,1.97,0.13,1.35,1.34,1.1,1.32,0.08,1.28,1.06,1.95,0.97,0.9,0.51,0.8,0.72,0.0,0.63,0.49,0.0,0.51,0.0,0.56,0.45,0.43,0.47,0.0,0.08,0.44,0.45,0.0,0.43,0.53,0.5,0.52,0.0,1.52,0.5,0.51,0.48,0.0,0.58,0.43,0.53,0.5,0.48,0.54,0.51,0.52,0.0,0.54,0.51,0.48,0.0,0.51,0.43,0.0,0.0,0.49,0.52,0.0,0.5,0.5,0.51,0.47,0.5,0.5,0.49,0.51,0.47,0.45,0.0,0.49,0.5,0.5,0.49,0.53,0.48,0.5,0.51,0.44,0.49,0.53,0.46,0.5,0.0,0.49,0.49,0.49,0.5,0.5,0.5,0.5,0.53,0.48,0.44,0.49,0.49,0.49,0.5,0.43,0.5,0.46,0.48,0.55,0.52,0.5,0.5,0.0,0.53,0.0,0.0,0.0,0.25,0.18,0.68,0.18,0.23,0.0,0.17,0.2,0.18,0.19,0.21,0.17,0.17,0.15,0.17,1.13,0.16,0.15,0.15,0.15,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.06,0.1,0.1,0.09,0.0,0.07,0.07,0.08,0.09,0.07,0.08,0.09,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.55,0.0,1.37,0.5,0.52,0.52,0.49,0.48,0.48,0.48,0.48,0.48,0.5,0.47,0.46,0.46,0.44,0.45,0.42,0.16,0.08,0.08,0.07,0.07,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/24/2021,1.97,1.76,1.7,1.96,1.91,1.49,1.6,1.56,1.63,1.55,1.49,1.44,1.49,1.58,1.36,1.56,1.97,0.13,1.35,1.34,1.1,1.32,0.08,1.28,1.06,1.95,0.97,0.9,0.51,0.8,0.72,0.0,0.63,0.49,0.0,0.51,0.0,0.56,0.45,0.43,0.47,0.0,0.08,0.44,0.45,0.0,0.43,0.53,0.5,0.52,0.0,1.52,0.5,0.51,0.48,0.0,0.58,0.43,0.53,0.5,0.48,0.54,0.51,0.52,0.0,0.54,0.51,0.48,0.0,0.51,0.43,0.0,0.0,0.49,0.52,0.0,0.5,0.5,0.51,0.47,0.5,0.5,0.49,0.51,0.47,0.45,0.0,0.49,0.5,0.5,0.49,0.53,0.48,0.5,0.51,0.44,0.49,0.53,0.46,0.5,0.0,0.49,0.49,0.49,0.5,0.5,0.5,0.5,0.53,0.48,0.44,0.49,0.49,0.49,0.5,0.43,0.5,0.46,0.48,0.55,0.52,0.5,0.5,0.0,0.53,0.0,0.0,0.0,0.25,0.18,0.68,0.18,0.23,0.0,0.17,0.2,0.18,0.19,0.21,0.17,0.17,0.15,0.17,1.13,0.16,0.15,0.15,0.15,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.06,0.1,0.1,0.09,0.0,0.07,0.07,0.08,0.09,0.07,0.08,0.09,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.55,0.0,1.37,0.0,0.52,0.52,0.49,0.48,0.48,0.48,0.48,0.48,0.5,0.47,0.46,0.46,0.44,0.45,0.42,0.16,0.08,0.08,0.07,0.07,0.08,0.12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/25/2021,1.96,1.75,1.72,1.94,1.92,1.48,1.6,1.56,1.65,1.55,1.49,1.43,1.49,1.58,1.36,1.54,1.95,0.13,1.33,1.33,1.1,1.33,0.08,1.28,1.05,1.94,0.97,0.89,0.51,0.79,0.71,0.0,0.62,0.49,0.0,0.53,0.0,0.55,0.44,0.43,0.47,0.0,0.08,0.44,0.46,0.0,0.44,0.52,0.51,0.52,0.0,1.49,0.5,0.51,0.47,0.0,0.58,0.43,0.54,0.5,0.49,0.54,0.52,0.51,0.0,0.54,0.51,0.49,0.0,0.52,0.45,0.0,0.0,0.49,0.52,0.0,0.49,0.51,0.52,0.47,0.5,0.5,0.49,0.51,0.47,0.46,0.0,0.49,0.5,0.5,0.5,0.54,0.48,0.5,0.51,0.44,0.49,0.52,0.45,0.5,0.0,0.49,0.5,0.49,0.51,0.5,0.5,0.5,0.54,0.47,0.43,0.49,0.49,0.5,0.5,0.43,0.49,0.45,0.49,0.55,0.52,0.5,0.51,0.0,0.52,0.0,0.0,0.0,0.25,0.18,0.68,0.18,0.23,0.0,0.17,0.2,0.18,0.19,0.21,0.17,0.17,0.15,0.17,1.12,0.16,0.15,0.16,0.15,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.1,0.09,0.09,0.09,0.07,0.1,0.1,0.09,0.0,0.07,0.07,0.08,0.09,0.07,0.08,0.08,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.53,0.0,1.37,0.0,0.53,0.53,0.5,0.49,0.48,0.48,0.49,0.48,0.5,0.46,0.47,0.49,0.44,0.45,0.42,0.15,0.08,0.08,0.07,0.07,0.08,0.13,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/26/2021,1.95,1.78,1.7,1.93,1.93,1.48,1.6,1.55,1.65,1.53,1.49,1.43,1.49,1.56,1.35,1.53,1.95,0.13,1.31,1.32,1.09,1.33,0.08,1.28,1.04,1.92,0.95,0.91,0.52,0.79,0.7,0.0,0.62,0.52,0.0,0.54,0.0,0.57,0.45,0.43,0.47,0.0,0.08,0.44,0.47,0.0,0.44,0.52,0.5,0.52,0.0,1.47,0.5,0.52,0.48,0.0,0.58,0.44,0.54,0.5,0.49,0.54,0.53,0.52,0.0,0.54,0.51,0.49,0.0,0.53,0.45,0.0,0.0,0.49,0.52,0.0,0.49,0.51,0.52,0.47,0.51,0.51,0.49,0.51,0.48,0.46,0.0,0.49,0.51,0.49,0.5,0.54,0.49,0.49,0.52,0.44,0.5,0.54,0.45,0.51,0.0,0.49,0.5,0.49,0.52,0.51,0.5,0.5,0.53,0.48,0.43,0.48,0.5,0.5,0.49,0.43,0.48,0.46,0.5,0.54,0.52,0.5,0.51,0.0,0.52,0.0,0.0,0.0,0.25,0.18,0.68,0.18,0.23,0.0,0.17,0.19,0.18,0.19,0.21,0.17,0.17,0.15,0.17,1.11,0.15,0.15,0.15,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.0,0.12,0.1,0.0,0.1,0.09,0.09,0.09,0.09,0.07,0.09,0.1,0.09,0.0,0.07,0.07,0.08,0.09,0.07,0.08,0.08,0.09,0.09,0.08,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.53,0.0,1.36,0.0,0.54,0.53,0.49,0.51,0.49,0.48,0.5,0.48,0.5,0.47,0.47,0.49,0.44,0.44,0.42,0.15,0.08,0.08,0.07,0.07,0.08,0.13,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
