,119.HK,United States Treasury Notes 2.75%,United States Treasury Notes 0.375%,United States Treasury Notes 2.875%,Federal National Mortgage Association 3%,Bpce Sa 0%,United States Treasury Notes 2%,Federal National Mortgage Association 3%,United States Treasury Bonds 2.875%,United States Treasury Notes 0.625%,Federal National Mortgage Association 3%,United States Treasury Notes 0.5%,Federal National Mortgage Association 2%,United States Treasury Notes 1.375%,119.HK,Federal National Mortgage Association 2.5%,Federal National Mortgage Association 2%,Federal National Mortgage Association 1.5%,119.HK,United States Treasury Notes 0.5%,Federal National Mortgage Association 2%,Total Capital Canada Ltd 0%,Government National Mortgage Association 3%,United States Treasury Bonds 3%,United States Treasury Bonds 1.125%,Skandinaviska Enskilda Banken Ab (Publ) 0%,119.HK,Archer-Daniels-Midland Company 3.25%,Government National Mortgage Association 3%,United States Treasury Bills 0%,Lloyds Bank Plc 0%,119.HK,"Banco Santander, S.A. 0%",United States Treasury Bonds 2.5%,119.HK,Government National Mortgage Association 2%,Federal National Mortgage Association 1.5%,Federal National Mortgage Association 2%,Federal National Mortgage Association 1.5%,Federal National Mortgage Association 2%,"Prologis, L.P. 3.25%",Schlumberger Investment SA 2.65%,Pepsico Inc 3%,United Health Group Incorporated 3.45%,Brookfield Finance Inc. 3.9%,"Steel Dynamics, Inc. 3.25%",Hewlett Packard Enterprise Company 6.2%,Ipalco Enterprises Inc. 4.25%,PPL Electric Utilities Corporation 6.25%,B 0 08/05/21,Boston Properties Limited Partnership 3.25%,Sanofi 3.625%,John Deere Capital Corporation 3.05%,Walmart Inc 3.7%,United States Treasury Notes 2.625%,CI 3.2 03/15/40,Marvell Technology Inc 2.95%,The Western Union Company 6.2%,Air Lease Corporation 3.625%,United States Treasury Bonds 4.75%,HCA Inc. 4.125%,American Homes 4 Rent L P 4.25%,Apple Inc. 3.25%,Federal National Mortgage Association 2.5%,Government National Mortgage Association 2.5%,Federal National Mortgage Association 2.5%,AbbVie Inc. 4.5%,Fifth Third Bancorp 3.65%,The Mosaic Company 5.45%,Intel Corporation 4.6%,B 0 07/13/21,"The Home Depot, Inc. 2.95%",American Honda Finance Corporation 2.35%,"Ameriprise Financial, Inc. 2.875%",Zimmer Biomet Holdings Inc 3.55%,VMware Inc 4.7%,Oracle Corporation 3.25%,Puget Energy Inc 4.1%,Franklin Resources 1.6%,General Dynamics Corporation 3.625%,"Amazon.com, Inc. 5.2%",MetLife Inc. 3.6%,Lockheed Martin Corporation 3.55%,QUALCOMM Incorporated 3.25%,American Tower Corporation 3.6%,Lazard Group LLC 4.375%,Canadian Natural Resources Limited 2.95%,Flex Limited 4.875%,Inter-American Development Bank 2.375%,Eastman Chemical Company 3.8%,Keurig Dr Pepper Inc 3.2%,Phillips 66 3.9%,Duke Energy Ohio 2.125%,Molson Coors Beverage Company 3%,Newmont Corporation 3.7%,Government National Mortgage Association 3%,"Quanta Services, Inc. 2.9%",Jabil Inc 3%,Citizens Financial Group Inc 2.5%,Wells Fargo & Company 3.55%,Novartis Capital Corporation 3.1%,"PPG Industries, Inc. 1.2%",HP Inc 3.4%,Shell International Finance B.V. 2.5%,Royalty Pharma plc 2.2%,Federal National Mortgage Association 1.5%,Federal National Mortgage Association 1.875%,AT&T Inc 6.15%,PNC Financial Services Group Inc 3.15%,BorgWarner Inc. 2.65%,Precision Castparts Corp. 3.25%,Westpac Banking Corporation 3.4%,International Business Machines Corporation 1.95%,CVS Health Corp 1.875%,Enbridge Incorporation 3.125%,RPM International Inc. 4.55%,U.S. Bancorp 3.95%,Santander Holdings Usa Inc 4.4%,"The Interpublic Group of Companies, Inc. 4.75%",Brighthouse Financial Inc. 3.7%,Hasbro Inc 3.5%,Brixmor Operating Partnership LP 3.65%,Mylan Inc 4.55%,Corporate Office Properties LP 2.25%,Landwirtschaftliche Rentenbank 2%,NXP BV/NXP Funding LLC 5.55%,Valero Energy Corporation 6.625%,Leidos Inc 4.375%,Bristol-Myers Squibb Company 1.45%,Exxon Mobil Corporation 2.61%,National Rural Utilities Cooperative Finance Corporation 3.7%,General Motors Company 4.2%,"Digital Realty Trust, L.P. 3.6%","AutoNation, Inc. 4.75%",United States Treasury Notes 1.375%,Nvidia Corp 2.85%,"Kinder Morgan, Inc. 5.3%",Nutrien Ltd 2.95%,Microsoft Corporation 2.875%,Inter-American Development Bank 2%,Expedia Group Inc 3.25%,Cimarex Energy Corporation 3.9%,TotalEnergies Capital International S.A. 2.434%,Chubb INA Holdings Inc 1.375%,Broadcom Inc 4.11%,Wisconsin Power and Light Company 3%,Caterpillar Financial Services Corporation 3.65%,Asian Infrastructure Investment Bank 0.25%,The Toronto-Dominion Bank 0.75%,Exxon Mobil Corporation 2.44%,ViacomCBS Inc 4.95%,Federal National Mortgage Association 5.625%,Bristol-Myers Squibb Company 3.25%,Anheuser-Busch InBev Worldwide Inc. 4%,Shell International Finance B.V. 3.25%,Norfolk Southern Corporation 3.15%,Chevron USA Inc 3.85%,Tennessee Valley Authority 5.88%,Berkshire Hathaway Energy Company 4.05%,Comcast Corporation 2.65%,Ventas Realty L.P./Ventas Capital Corp. 4.75%,Westlake Chemical Corporation 3.6%,Synchrony Financial 5.15%,Bunge Limited Finance Corp. 3.25%,Novartis Capital Corporation 2.2%,Eli Lilly and Company 3.375%,The Boeing Company 2.95%,Duke Energy Carolinas LLC 6%,TD AMERITRADE Holding Corporation 2.75%,Asian Infrastructure Investment Bank 0.5%,"BP Capital Markets America, Inc. 3.633%",DXC Technology Company 4.75%,Chevron Corporation 1.554%,"Air Products & Chemicals, Inc. 1.5%",Broadcom Inc 2.6%,"American Campus Communities Operating Partnership, L.P. 3.875%",Kennametal Inc 4.625%,Oshkosh Corporation 4.6%,International Bank for Reconstruction and Development 0.75%,"T-Mobile USA, Inc. 3.75%","Cheniere Corpus Christi Holdings, LLC 5.125%",ABB Finance (USA) Inc. 3.8%,Bank of Nova Scotia 3.4%,Trimble Inc 4.9%,Textron Inc. 2.45%,Union Electric Company 2.95%,Southwest Airlines Co. 5.125%,Campbell Soup Company 4.15%,"The Home Depot, Inc. 2.8%",The Boeing Company 5.15%,Roper Technologies Inc 1.4%,Santander Holdings Usa Inc 3.45%,Parker-Hannifin Corporation 4.2%,Highwoods Realty Limited Partnership 4.125%,Comcast Corporation 4.25%,Federal Express Corporation 1.875%,DTE Electric Company 2.625%,Equitable Holdings Inc 4.35%,Southwestern Electric Power Company 4.1%,"Entergy Louisiana, LLC 3.05%",SUM
07/09/2021,11.16,4.07,3.91,3.39,2.29,1.98,1.84,1.84,1.83,1.69,1.65,1.64,1.6,1.5,1.41,1.27,1.27,1.25,1.1,1.09,1.0,0.97,0.92,0.9,0.89,0.88,0.85,0.83,0.83,0.71,0.71,0.7,0.7,0.68,0.65,0.63,0.62,0.62,0.62,0.62,0.58,0.57,0.57,0.57,0.56,0.55,0.55,0.53,0.53,0.53,0.52,0.52,0.52,0.51,0.51,0.5,0.5,0.5,0.5,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,116.57
