,WFC,MSFT,BAC,JNJ,INTC,CSCO,PFE,C,VZ,GS,PG,DIS,GM,MRK,ORCL,F,HD,PEP,JPM,KO,GILD,COF,MMM,AMGN,PNC,ABBV,TGT,T,UNH,MS,LIN,QCOM,TXN,AXP,MCD,ANTM,AMAT,PRU,V,LOW,BK,USB,MDLZ,ACN,EXC,DD,JCI,UPS,ADM,ABT,ALL,SBUX,MCK,NKE,LYB,TRV,HPQ,FDX,EMR,M,ITW,AFL,SYF,IP,WBA,KSS,AMP,KR,MA,CB,BMY,MU,TJX,MET,AIG,EBAY,FCX,FITB,CL,LLY,LUMN,WM,CCL,CMCSA,WDC,BBY,HIG,AMZN,LRCX,CAH,KHC,GPS,GIS,APD,BG,BIIB,CTSH,NUE,LNC,ED,ADP,RF,STX,BAX,HST,KEY,688012.SS,WELL,YUM,MAN,PYPL,VTR,SPGI,PFG,ECL,KMB,BBBY,NLSN,EMN,CE,OMC,GLW,ES,VFC,GT,TAP,NLOK,DG,LB,CMA,SPG,NTRS,EL,GWW,MMC,SHW,HUM,JBLU,JWN,PVH,CBRE,ROK,ADI,XRX,AVT,CCEP,NEM,SWK,MAR,DHR,A,AAL,HLT,EIX,CF,MCO,CI,EQIX,JNPR,TMO,LBTYK,TFC,VOYA,K,NWSA,VTRS,HBAN,PEAK,SJM,BWA,ROST,DOW,IRM,FL,RL,DGX,HSY,FLEX,AWK,ORLY,NVDA,EQR,NWL,MXIM,DVA,RSG,GPC,ADS,WU,ALK,FIS,SYY,JLL,UAL,WHR,DOX,ADBE,BDX,IQV,PH,FIXED INC CLEARING CORP REPO (FICC),AAPL,WY,INTU,HPE,BLK,PLD,CMI,CLX,ETN,BKNG,XLNX,DXC,n/a,BBWI WI,DOV,LH,BIDI11.SA,LBEUR,INGR,OGN,STT,EA,NTAP,SYK,PPG,MOS,URI,ABC,MSI,CDW,DELL,EW,OC,CTXS,CAG,AAP,DLR,ON,SUM
09/17/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
09/20/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
09/21/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
09/22/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
09/23/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
09/24/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
09/27/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
09/28/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
09/29/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
09/30/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
10/01/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
10/04/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
10/05/2021,4.26,5.2,2.98,3.0,2.72,2.75,1.78,1.54,2.04,1.65,1.92,1.18,1.29,1.68,1.63,1.22,1.21,1.25,0.84,1.13,1.25,0.79,0.97,1.0,0.87,1.08,0.95,1.74,1.39,0.92,0.89,0.91,0.79,0.77,0.57,0.79,0.66,0.68,0.74,0.71,0.69,0.61,0.46,0.72,0.51,0.34,0.55,0.45,0.48,0.63,0.49,0.58,0.54,0.43,0.31,0.35,0.45,0.2,0.33,0.39,0.38,0.36,0.3,0.32,0.41,0.32,0.35,0.31,0.39,0.29,0.25,0.47,0.25,0.29,0.0,0.47,0.17,0.21,0.32,0.61,0.25,0.34,0.25,0.58,0.27,0.28,0.27,0.31,0.25,0.28,0.21,0.11,0.25,0.24,0.16,0.38,0.19,0.19,0.22,0.19,0.27,0.16,0.22,0.23,0.22,0.14,0.0,0.26,0.17,0.19,0.32,0.19,0.25,0.18,0.22,0.22,0.1,0.13,0.16,0.13,0.14,0.14,0.16,0.16,0.12,0.14,0.16,0.12,0.0,0.11,0.17,0.12,0.17,0.14,0.12,0.15,0.2,0.09,0.09,0.11,0.16,0.17,0.24,0.13,0.12,0.12,0.07,0.12,0.14,0.08,0.16,0.18,0.13,0.09,0.1,0.14,0.22,0.15,0.15,0.0,0.12,0.11,0.08,0.12,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.18,0.11,0.0,0.07,0.13,0.1,0.1,0.12,0.1,0.28,0.13,0.07,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.08,0.22,0.16,0.08,0.0,0.0,1.46,0.12,0.13,0.12,0.12,0.12,0.1,0.08,0.1,0.09,0.09,0.0,0.36,0.08,0.08,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47
