,AMT,PLD,CCI,EQIX,PSA,SPG,DLR,SBAC,WELL,AVB,CBRE,EQR,WY,ARE,O,EXR,VTR,ESS,MAA,PEAK,DRE,BXP,UDR,IRM,HST,REG,KIM,FRT,VNO,SSIXX,n/a,SUM
08/31/2021,13.1,9.43,8.99,7.67,4.88,4.57,4.52,3.72,3.7,3.11,3.07,2.83,2.75,2.66,2.66,2.34,2.28,2.08,2.06,1.91,1.89,1.74,1.55,1.3,1.29,1.08,0.96,0.88,0.78,0.02,0.0,99.82
