,AMZN,HD,WMT,AAPL,COST,NKE,TGT,LOW,PG,MCD,TJX,SBUX,DG,ROST,LULU,EL,ORLY,BKNG,XTSLA,VFC,MELI,YUM,AZO,KR,CMG,DLTR,BURL,HLT,ULTA,TSCO,FDX,PINS,BBY,WBA,UBER,LB,YUMC,DPZ,DRI,MAR,W,PYPL,V,EBAY,KMX,RH,TPR,FIVE,AAP,WSM,GPS,CVNA,CTAS,CCL,MA,DECK,KSS,FND,LVS,ETSY,GWW,SYY,FAST,CZR,PVH,MGM,POOL,AEO,DKS,MTN,SKX,CASY,GPC,FL,CROX,PLNT,LYV,OLLI,CRI,CPRI,KMB,RL,TXRH,WH,M,HBI,RCL,BJ,EXPE,WYNN,ARMK,TPX,SQ,JWN,SIG,BBBY,NCLH,NWL,INTU,PENN,LAD,TNL,YETI,HST,MAS,HAS,SHOO,ANF,UAA,CBRL,AN,USFD,URBN,WEN,BIG,GO,CHH,BOOT,MAN,SBH,IPG,UA,COLM,WING,CHWY,CHDN,STZ,TOL,SMG,PFGC,RCII,MAT,MTCH,SITE,ALK,PRG,ROL,MUSA,SFM,FRPT,EAT,TMX,BLMN,H,EYE,HLF,SHAK,SNBR,VVV,HRB,LKQ,GRUB,EEFT,VAC,FCFS,OXM,MNRO,HOME,FLO,CAKE,OSTK,PSMT,JBLU,RRR,BYND,BYD,PZZA,JACK,HELE,CL,LOPE,PLAY,SGMS,TTWO,MSGS,HGV,UNF,SFIX,BKE,MSM,GIII,LEVI,PII,WWW,CORE,PK,RHP,APLE,BFAM,LZB,CNK,USD,SIX,QRTEA,MAC,RUTH,BJRI,CNNE,TMHC,IPAR,Just Eat Takeaway.com NV ADR,127.HK,COTY,BBWI WI,VSCO WI,n/a,VSCO,AMWD,BISXX,LBEUR,RMAX,SUM
09/03/2021,16.64,7.41,5.47,5.31,5.1,4.34,3.52,2.87,2.81,2.67,2.3,1.88,1.51,1.21,1.35,1.32,1.03,1.01,0.93,0.76,0.98,0.84,0.74,0.88,0.83,0.6,0.59,0.6,0.64,0.58,0.48,0.36,0.54,0.54,0.39,0.0,0.46,0.47,0.44,0.42,0.38,0.4,0.37,0.41,0.33,0.34,0.32,0.36,0.32,0.37,0.24,0.3,0.31,0.27,0.25,0.29,0.28,0.29,0.22,0.27,0.23,0.24,0.23,0.22,0.19,0.2,0.2,0.15,0.26,0.17,0.18,0.19,0.16,0.16,0.21,0.18,0.17,0.13,0.16,0.16,0.16,0.15,0.15,0.15,0.18,0.15,0.14,0.17,0.11,0.11,0.12,0.13,0.13,0.1,0.12,0.1,0.1,0.1,0.12,0.12,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.08,0.1,0.09,0.1,0.08,0.07,0.08,0.07,0.06,0.08,0.08,0.08,0.07,0.09,0.09,0.08,0.09,0.09,0.09,0.06,0.07,0.05,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.08,0.08,0.07,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.12,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.02,0.46,0.0,0.0,0.15,0.0,0.0,0.0,0.0,99.94
09/06/2021,16.57,7.43,5.47,5.37,5.16,4.31,3.5,2.9,2.84,2.69,2.27,1.87,1.52,1.19,1.31,1.33,1.0,1.01,0.97,0.76,1.01,0.84,0.72,0.9,0.83,0.61,0.59,0.6,0.63,0.58,0.49,0.36,0.53,0.55,0.41,0.0,0.46,0.47,0.44,0.42,0.37,0.39,0.36,0.41,0.33,0.33,0.33,0.32,0.31,0.36,0.23,0.3,0.31,0.27,0.25,0.28,0.28,0.3,0.22,0.27,0.23,0.24,0.23,0.22,0.22,0.2,0.2,0.14,0.27,0.17,0.18,0.19,0.16,0.16,0.2,0.18,0.17,0.13,0.15,0.16,0.16,0.15,0.15,0.15,0.18,0.15,0.14,0.18,0.11,0.11,0.12,0.13,0.13,0.1,0.13,0.1,0.1,0.1,0.12,0.12,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.08,0.1,0.09,0.1,0.08,0.07,0.08,0.06,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.09,0.08,0.09,0.06,0.07,0.06,0.08,0.08,0.07,0.06,0.08,0.07,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.0,0.02,0.03,0.03,0.03,0.03,0.02,0.13,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.0,0.15,0.0,0.0,0.0,0.0,99.95
09/07/2021,16.57,7.43,5.47,5.37,5.16,4.31,3.5,2.9,2.84,2.69,2.27,1.87,1.52,1.19,1.31,1.33,1.0,1.01,0.97,0.76,1.01,0.84,0.72,0.9,0.83,0.61,0.59,0.6,0.63,0.58,0.49,0.36,0.53,0.55,0.41,0.0,0.46,0.47,0.44,0.42,0.37,0.39,0.36,0.41,0.33,0.33,0.33,0.32,0.31,0.36,0.23,0.3,0.31,0.27,0.25,0.28,0.28,0.3,0.22,0.27,0.23,0.24,0.23,0.22,0.22,0.2,0.2,0.14,0.27,0.17,0.18,0.19,0.16,0.16,0.2,0.18,0.17,0.13,0.15,0.16,0.16,0.15,0.15,0.15,0.18,0.15,0.14,0.18,0.11,0.11,0.12,0.13,0.13,0.1,0.13,0.1,0.1,0.1,0.12,0.12,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.08,0.1,0.09,0.1,0.08,0.07,0.08,0.06,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.09,0.08,0.09,0.06,0.07,0.06,0.08,0.08,0.07,0.06,0.08,0.07,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.0,0.02,0.03,0.03,0.03,0.03,0.02,0.13,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.0,0.15,0.0,0.0,0.0,0.0,99.95
09/08/2021,16.65,7.49,5.5,5.39,5.18,4.3,3.48,2.9,2.84,2.68,2.25,1.87,1.5,1.18,1.31,1.32,1.01,1.01,0.97,0.76,1.02,0.84,0.73,0.89,0.84,0.61,0.58,0.59,0.63,0.59,0.48,0.36,0.52,0.54,0.4,0.0,0.46,0.46,0.43,0.41,0.37,0.4,0.37,0.41,0.33,0.33,0.32,0.33,0.31,0.35,0.23,0.3,0.31,0.26,0.25,0.29,0.28,0.3,0.21,0.28,0.22,0.23,0.23,0.22,0.21,0.2,0.2,0.14,0.27,0.16,0.18,0.19,0.16,0.16,0.21,0.17,0.17,0.13,0.15,0.16,0.16,0.15,0.15,0.15,0.17,0.15,0.13,0.18,0.11,0.11,0.12,0.13,0.13,0.09,0.13,0.1,0.1,0.11,0.12,0.12,0.1,0.1,0.11,0.09,0.11,0.1,0.1,0.08,0.1,0.09,0.1,0.08,0.07,0.08,0.06,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.09,0.08,0.09,0.06,0.07,0.06,0.08,0.08,0.07,0.06,0.08,0.06,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.06,0.04,0.05,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.0,0.02,0.03,0.03,0.03,0.03,0.02,0.14,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.0,0.15,0.0,0.0,0.0,0.0,99.92000000000002
09/09/2021,16.65,7.49,5.5,5.39,5.18,4.3,3.48,2.9,2.84,2.68,2.25,1.87,1.5,1.18,1.31,1.32,1.01,1.01,0.97,0.76,1.02,0.84,0.73,0.89,0.84,0.61,0.58,0.59,0.63,0.59,0.48,0.36,0.52,0.54,0.4,0.0,0.46,0.46,0.43,0.41,0.37,0.4,0.37,0.41,0.33,0.33,0.32,0.33,0.31,0.35,0.23,0.3,0.31,0.26,0.25,0.29,0.28,0.3,0.21,0.28,0.22,0.23,0.23,0.22,0.21,0.2,0.2,0.14,0.27,0.16,0.18,0.19,0.16,0.16,0.21,0.17,0.17,0.13,0.15,0.16,0.16,0.15,0.15,0.15,0.17,0.15,0.13,0.18,0.11,0.11,0.12,0.13,0.13,0.09,0.13,0.1,0.1,0.11,0.12,0.12,0.1,0.1,0.11,0.09,0.11,0.1,0.1,0.08,0.1,0.09,0.1,0.08,0.07,0.08,0.06,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.09,0.08,0.09,0.06,0.07,0.06,0.08,0.08,0.07,0.06,0.08,0.06,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.06,0.04,0.05,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.0,0.02,0.03,0.03,0.03,0.03,0.02,0.14,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.0,0.15,0.0,0.0,0.0,0.0,99.92000000000002
09/10/2021,16.86,7.48,5.45,5.49,5.16,4.3,3.47,2.9,2.84,2.66,2.22,1.85,1.5,1.17,1.31,1.31,1.01,1.03,0.98,0.72,1.03,0.83,0.73,0.88,0.83,0.61,0.58,0.59,0.63,0.59,0.48,0.36,0.51,0.54,0.41,0.0,0.47,0.46,0.43,0.42,0.36,0.4,0.37,0.4,0.33,0.32,0.33,0.31,0.31,0.34,0.23,0.31,0.31,0.27,0.25,0.29,0.27,0.3,0.22,0.27,0.22,0.23,0.22,0.23,0.21,0.21,0.2,0.13,0.26,0.17,0.17,0.18,0.16,0.15,0.2,0.18,0.17,0.13,0.15,0.16,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.18,0.12,0.12,0.12,0.13,0.13,0.09,0.12,0.09,0.1,0.11,0.12,0.12,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.08,0.1,0.09,0.09,0.08,0.07,0.08,0.06,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.09,0.07,0.1,0.06,0.07,0.05,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.06,0.04,0.06,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.0,0.02,0.03,0.03,0.03,0.03,0.02,0.14,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.44,0.0,0.0,0.15,0.0,0.0,0.0,0.0,99.95
09/13/2021,16.72,7.54,5.41,5.4,5.23,4.31,3.5,2.86,2.85,2.69,2.2,1.9,1.49,1.17,1.42,1.31,1.03,1.02,0.98,0.72,0.99,0.83,0.74,0.88,0.84,0.6,0.58,0.6,0.63,0.6,0.47,0.35,0.52,0.54,0.4,0.0,0.46,0.47,0.43,0.42,0.36,0.39,0.37,0.39,0.35,0.35,0.33,0.31,0.31,0.36,0.22,0.31,0.31,0.26,0.26,0.28,0.27,0.3,0.21,0.27,0.22,0.24,0.22,0.23,0.2,0.21,0.2,0.14,0.25,0.17,0.17,0.18,0.16,0.15,0.21,0.18,0.17,0.13,0.15,0.16,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.18,0.12,0.11,0.12,0.14,0.12,0.09,0.12,0.09,0.1,0.11,0.12,0.12,0.1,0.09,0.11,0.09,0.11,0.1,0.1,0.08,0.1,0.08,0.1,0.08,0.07,0.08,0.06,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.09,0.08,0.09,0.06,0.07,0.05,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.08,0.08,0.06,0.06,0.06,0.07,0.05,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.0,0.02,0.03,0.03,0.03,0.03,0.02,0.15,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.44,0.0,0.0,0.14,0.0,0.0,0.0,0.0,100.01000000000002
09/14/2021,16.75,7.59,5.42,5.25,5.25,4.34,3.51,2.9,2.87,2.71,2.2,1.92,1.49,1.16,1.45,1.31,1.03,1.02,1.03,0.71,0.98,0.84,0.74,0.82,0.84,0.6,0.57,0.62,0.63,0.62,0.47,0.35,0.52,0.53,0.4,0.0,0.46,0.46,0.43,0.42,0.36,0.39,0.37,0.39,0.35,0.34,0.33,0.32,0.31,0.36,0.22,0.31,0.32,0.26,0.26,0.29,0.26,0.31,0.21,0.27,0.22,0.23,0.22,0.23,0.2,0.2,0.2,0.14,0.25,0.17,0.17,0.17,0.16,0.15,0.21,0.18,0.17,0.13,0.16,0.16,0.16,0.15,0.14,0.15,0.16,0.15,0.14,0.18,0.12,0.11,0.11,0.14,0.12,0.09,0.12,0.09,0.1,0.1,0.12,0.12,0.1,0.1,0.11,0.09,0.11,0.1,0.1,0.08,0.1,0.08,0.1,0.08,0.07,0.08,0.06,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.1,0.07,0.09,0.06,0.07,0.05,0.07,0.08,0.07,0.07,0.08,0.06,0.07,0.08,0.08,0.06,0.06,0.06,0.07,0.05,0.05,0.06,0.06,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.03,0.04,0.04,0.04,0.05,0.0,0.02,0.03,0.03,0.03,0.03,0.02,0.11,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.44,0.0,0.0,0.14,0.0,0.0,0.0,0.0,99.98
09/15/2021,16.75,7.59,5.42,5.25,5.25,4.34,3.51,2.9,2.87,2.71,2.2,1.92,1.49,1.16,1.45,1.31,1.03,1.02,1.03,0.71,0.98,0.84,0.74,0.82,0.84,0.6,0.57,0.62,0.63,0.62,0.47,0.35,0.52,0.53,0.4,0.0,0.46,0.46,0.43,0.42,0.36,0.39,0.37,0.39,0.35,0.34,0.33,0.32,0.31,0.36,0.22,0.31,0.32,0.26,0.26,0.29,0.26,0.31,0.21,0.27,0.22,0.23,0.22,0.23,0.2,0.2,0.2,0.14,0.25,0.17,0.17,0.17,0.16,0.15,0.21,0.18,0.17,0.13,0.16,0.16,0.16,0.15,0.14,0.15,0.16,0.15,0.14,0.18,0.12,0.11,0.11,0.14,0.12,0.09,0.12,0.09,0.1,0.1,0.12,0.12,0.1,0.1,0.11,0.09,0.11,0.1,0.1,0.08,0.1,0.08,0.1,0.08,0.07,0.08,0.06,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.1,0.07,0.09,0.06,0.07,0.05,0.07,0.08,0.07,0.07,0.08,0.06,0.07,0.08,0.08,0.06,0.06,0.06,0.07,0.05,0.05,0.06,0.06,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.03,0.04,0.04,0.04,0.05,0.0,0.02,0.03,0.03,0.03,0.03,0.02,0.11,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.44,0.0,0.0,0.14,0.0,0.0,0.0,0.0,99.98
09/16/2021,16.7,7.67,5.39,5.27,5.19,4.24,3.49,2.92,2.9,2.73,2.19,1.92,1.48,1.17,1.45,1.3,1.02,1.02,1.03,0.72,0.98,0.83,0.75,0.83,0.82,0.59,0.57,0.63,0.62,0.61,0.48,0.36,0.52,0.53,0.4,0.0,0.46,0.46,0.44,0.44,0.36,0.39,0.37,0.39,0.35,0.34,0.33,0.32,0.31,0.35,0.22,0.3,0.32,0.27,0.26,0.29,0.26,0.3,0.21,0.27,0.22,0.23,0.22,0.23,0.21,0.21,0.2,0.14,0.25,0.17,0.17,0.18,0.16,0.14,0.2,0.18,0.18,0.12,0.16,0.16,0.16,0.15,0.14,0.15,0.17,0.15,0.14,0.18,0.12,0.11,0.12,0.14,0.12,0.09,0.12,0.09,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.08,0.1,0.08,0.1,0.08,0.07,0.08,0.06,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.09,0.07,0.09,0.06,0.07,0.05,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.07,0.08,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.07,0.05,0.05,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.11,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.44,0.0,0.0,0.14,0.0,0.0,0.0,0.0,99.93
09/17/2021,16.74,7.66,5.39,5.25,5.2,4.24,3.5,2.91,2.91,2.75,2.23,1.92,1.48,1.16,1.44,1.3,1.03,1.03,1.03,0.71,0.99,0.84,0.75,0.81,0.82,0.59,0.58,0.64,0.63,0.62,0.47,0.35,0.51,0.52,0.39,0.0,0.46,0.46,0.44,0.45,0.36,0.39,0.37,0.39,0.36,0.34,0.33,0.32,0.32,0.36,0.22,0.31,0.31,0.26,0.26,0.31,0.26,0.31,0.19,0.27,0.22,0.23,0.22,0.22,0.2,0.2,0.2,0.13,0.25,0.17,0.17,0.18,0.16,0.14,0.22,0.18,0.18,0.12,0.15,0.15,0.16,0.15,0.14,0.15,0.17,0.15,0.14,0.18,0.12,0.1,0.11,0.14,0.12,0.09,0.12,0.09,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.08,0.09,0.08,0.1,0.08,0.07,0.08,0.06,0.06,0.08,0.08,0.08,0.06,0.09,0.08,0.08,0.09,0.07,0.1,0.06,0.07,0.05,0.07,0.08,0.07,0.07,0.08,0.06,0.07,0.07,0.08,0.06,0.06,0.06,0.07,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.06,0.04,0.05,0.07,0.05,0.05,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.11,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.0,0.0,0.01,0.44,0.0,0.0,0.14,0.0,0.0,0.0,0.0,99.94
09/20/2021,16.79,7.67,5.37,5.23,5.21,4.17,3.53,2.95,2.86,2.75,2.24,1.84,1.5,1.16,1.45,1.26,1.05,1.03,1.02,0.69,0.99,0.82,0.77,0.79,0.84,0.59,0.58,0.64,0.64,0.63,0.47,0.35,0.51,0.53,0.39,0.0,0.42,0.46,0.44,0.45,0.38,0.39,0.37,0.4,0.37,0.33,0.33,0.32,0.33,0.37,0.22,0.32,0.31,0.26,0.25,0.31,0.26,0.31,0.18,0.28,0.21,0.23,0.22,0.23,0.2,0.2,0.19,0.14,0.25,0.17,0.16,0.18,0.17,0.14,0.23,0.18,0.17,0.12,0.15,0.15,0.15,0.15,0.14,0.15,0.17,0.15,0.14,0.18,0.12,0.09,0.11,0.14,0.13,0.09,0.13,0.09,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.09,0.08,0.09,0.08,0.11,0.08,0.07,0.08,0.06,0.06,0.09,0.08,0.08,0.06,0.09,0.08,0.08,0.1,0.07,0.1,0.06,0.07,0.05,0.07,0.08,0.07,0.07,0.08,0.06,0.06,0.07,0.08,0.06,0.06,0.06,0.06,0.05,0.05,0.07,0.04,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.07,0.05,0.05,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.02,0.11,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.45,0.0,0.0,0.14,0.0,0.0,0.0,0.0,99.86
09/21/2021,16.74,7.69,5.39,5.15,5.19,4.16,3.55,2.97,2.87,2.75,2.25,1.83,1.51,1.18,1.45,1.25,1.05,1.03,1.07,0.7,0.99,0.82,0.77,0.79,0.84,0.59,0.59,0.64,0.63,0.62,0.47,0.35,0.51,0.53,0.4,0.0,0.41,0.46,0.44,0.45,0.39,0.38,0.36,0.4,0.37,0.33,0.33,0.33,0.32,0.37,0.22,0.31,0.31,0.27,0.25,0.31,0.27,0.31,0.19,0.29,0.21,0.23,0.22,0.23,0.2,0.2,0.19,0.14,0.25,0.18,0.17,0.18,0.17,0.14,0.23,0.18,0.17,0.12,0.15,0.15,0.15,0.15,0.14,0.15,0.17,0.15,0.14,0.18,0.12,0.09,0.11,0.14,0.13,0.1,0.13,0.09,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.09,0.08,0.11,0.08,0.07,0.08,0.06,0.06,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.1,0.08,0.1,0.06,0.07,0.05,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.07,0.05,0.05,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.45,0.0,0.0,0.14,0.0,0.0,0.0,0.0,99.93
09/22/2021,16.74,7.69,5.39,5.15,5.19,4.16,3.55,2.97,2.87,2.75,2.25,1.83,1.51,1.18,1.45,1.25,1.05,1.03,1.07,0.7,0.99,0.82,0.77,0.79,0.84,0.59,0.59,0.64,0.63,0.62,0.47,0.35,0.51,0.53,0.4,0.0,0.41,0.46,0.44,0.45,0.39,0.38,0.36,0.4,0.37,0.33,0.33,0.33,0.32,0.37,0.22,0.31,0.31,0.27,0.25,0.31,0.27,0.31,0.19,0.29,0.21,0.23,0.22,0.23,0.2,0.2,0.19,0.14,0.25,0.18,0.17,0.18,0.17,0.14,0.23,0.18,0.17,0.12,0.15,0.15,0.15,0.15,0.14,0.15,0.17,0.15,0.14,0.18,0.12,0.09,0.11,0.14,0.13,0.1,0.13,0.09,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.09,0.08,0.11,0.08,0.07,0.08,0.06,0.06,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.1,0.08,0.1,0.06,0.07,0.05,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.07,0.05,0.05,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.45,0.0,0.0,0.14,0.0,0.0,0.0,0.0,99.93
09/23/2021,16.51,7.72,5.41,5.13,5.19,4.17,3.54,2.97,2.9,2.76,2.25,1.83,1.54,1.18,1.45,1.23,1.06,1.05,1.09,0.69,0.98,0.83,0.78,0.79,0.85,0.59,0.59,0.64,0.63,0.63,0.47,0.35,0.5,0.53,0.4,0.0,0.41,0.46,0.44,0.45,0.39,0.38,0.37,0.4,0.37,0.33,0.31,0.33,0.33,0.37,0.22,0.31,0.32,0.27,0.26,0.31,0.27,0.31,0.19,0.28,0.22,0.24,0.22,0.23,0.2,0.2,0.2,0.14,0.25,0.18,0.17,0.17,0.17,0.14,0.23,0.18,0.17,0.12,0.15,0.15,0.16,0.15,0.15,0.15,0.17,0.15,0.14,0.18,0.12,0.09,0.12,0.14,0.13,0.1,0.13,0.09,0.1,0.1,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.08,0.07,0.08,0.07,0.06,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.1,0.08,0.1,0.06,0.07,0.05,0.08,0.08,0.07,0.06,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.07,0.05,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.07,0.05,0.05,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.02,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.45,0.0,0.0,0.14,0.0,0.0,0.0,0.0,99.94
