,AAPL,MSFT,FB,GOOGL,GOOG,TSLA,NVDA,JNJ,HD,PG,ADBE,CRM,INTC,CSCO,PFE,KO,ABT,CVX,PEP,NKE,TMO,MRK,LLY,TXN,MCD,DHR,MDT,QCOM,UPS,LIN,UNP,AMGN,LOW,INTU,SBUX,AMAT,AMT,MMM,AMD,ISRG,NOW,LRCX,BKNG,MU,PLD,MDLZ,SYK,TJX,EL,CSX,BDX,EQIX,CL,ILMN,NSC,SHW,EW,ADSK,ITW,APD,ADI,BSX,ETN,REGN,EMR,NXPI,WM,IDXX,TWTR,VRTX,BIIB,ECL,NEM,EOG,JCI,ROP,KLAC,SLB,PSA,EBAY,TEL,KMB,A,ROST,TT,ALGN,APTV,SNPS,DD,DXCM,BAX,ALXN,PPG,ORLY,PXD,CDNS,MSI,CTSH,HPQ,RMD,CMI,ZBH,MNST,CTAS,SWK,OTIS,ROK,FTNT,CTVA,AZO,MTD,DHI,ANSS,FAST,AVB,NUE,ZBRA,CPRT,MXIM,VFC,EQR,WST,GNRC,KSU,WY,HSY,ETSY,ENPH,CDW,ODFL,FTV,CERN,DLTR,VMC,VRSN,CLX,MLM,GRMN,DOV,MKC,TSCO,IT,WAT,TER,XYL,EXPD,CHD,TRMB,STE,ANET,ALB,COO,ULTA,GWW,AKAM,TFX,TYL,CRL,POOL,GPC,PAYC,DRE,NVR,DGX,AVY,HOLX,PKI,IEX,NLOK,MPWR,INCY,PTC,MAS,PHM,CTXS,ABMD,XRAY,LKQ,JBHT,FMC,FBHS,BIO,AAP,PKG,CHRW,ALLE,TPR,LW,MHK,FFIV,PNR,HSIC,RHI,AOS,JNPR,OGN,ROL,IPGP,COG,UAA,GLW,LH,RSG,XOM,MRNA,GPS,AVGO,CCI,TECH,CDAY,CTRA,CARR,MCHP,MAA,CTLT,PEAK,WAB,COP,WBA,IR,NTAP,BKR,CP.TO,SUM
09/02/2021,11.26,10.9,4.31,4.18,3.97,2.65,2.72,2.2,1.66,1.68,1.52,1.24,1.05,1.2,1.26,1.04,1.07,0.92,1.03,1.03,1.04,0.93,1.0,0.85,0.0,0.98,0.87,0.79,0.68,0.79,0.71,0.62,0.7,0.75,0.66,0.61,0.0,0.55,0.65,0.59,0.6,0.42,0.46,0.4,0.47,0.42,0.43,0.43,0.38,0.37,0.35,0.36,0.32,0.33,0.32,0.35,0.35,0.34,0.32,0.29,0.43,0.31,0.33,0.34,0.3,0.3,0.29,0.28,0.24,0.25,0.25,0.27,0.23,0.2,0.26,0.24,0.25,0.0,0.23,0.24,0.24,0.22,0.25,0.2,0.23,0.24,0.2,0.24,0.19,0.24,0.18,0.0,0.18,0.2,0.17,0.22,0.2,0.2,0.17,0.2,0.17,0.15,0.17,0.17,0.15,0.18,0.18,0.21,0.16,0.16,0.18,0.15,0.15,0.15,0.15,0.17,0.15,0.14,0.0,0.12,0.14,0.16,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.11,0.1,0.12,0.1,0.1,0.11,0.13,0.12,0.1,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.12,0.1,0.1,0.13,0.11,0.1,0.09,0.09,0.09,0.09,0.11,0.09,0.09,0.11,0.09,0.08,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.08,0.07,0.07,0.07,0.06,0.07,0.08,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.13,1.14,0.56,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/03/2021,11.26,10.9,4.31,4.18,3.97,2.65,2.72,2.2,1.66,1.68,1.52,1.24,1.05,1.2,1.26,1.04,1.07,0.92,1.03,1.03,1.04,0.93,1.0,0.85,0.0,0.98,0.87,0.79,0.68,0.79,0.71,0.62,0.7,0.75,0.66,0.61,0.0,0.55,0.65,0.59,0.6,0.42,0.46,0.4,0.47,0.42,0.43,0.43,0.38,0.37,0.35,0.36,0.32,0.33,0.32,0.35,0.35,0.34,0.32,0.29,0.43,0.31,0.33,0.34,0.3,0.3,0.29,0.28,0.24,0.25,0.25,0.27,0.23,0.2,0.26,0.24,0.25,0.0,0.23,0.24,0.24,0.22,0.25,0.2,0.23,0.24,0.2,0.24,0.19,0.24,0.18,0.0,0.18,0.2,0.17,0.22,0.2,0.2,0.17,0.2,0.17,0.15,0.17,0.17,0.15,0.18,0.18,0.21,0.16,0.16,0.18,0.15,0.15,0.15,0.15,0.17,0.15,0.14,0.0,0.12,0.14,0.16,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.11,0.1,0.12,0.1,0.1,0.11,0.13,0.12,0.1,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.12,0.1,0.1,0.13,0.11,0.1,0.09,0.09,0.09,0.09,0.11,0.09,0.09,0.11,0.09,0.08,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.08,0.07,0.07,0.07,0.06,0.07,0.08,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.13,1.14,0.56,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/06/2021,11.48,10.91,4.39,4.19,3.98,2.71,2.68,2.2,1.65,1.69,1.53,1.24,1.04,1.19,1.24,1.06,1.09,0.89,1.05,1.01,1.06,0.93,0.98,0.83,0.0,1.0,0.87,0.79,0.68,0.78,0.69,0.62,0.69,0.74,0.66,0.59,0.0,0.54,0.64,0.6,0.62,0.41,0.45,0.4,0.49,0.42,0.44,0.42,0.38,0.35,0.35,0.37,0.32,0.32,0.3,0.35,0.36,0.32,0.32,0.29,0.42,0.31,0.32,0.34,0.3,0.28,0.29,0.28,0.25,0.24,0.24,0.27,0.22,0.19,0.26,0.24,0.25,0.0,0.24,0.24,0.24,0.23,0.26,0.2,0.23,0.25,0.2,0.24,0.19,0.25,0.19,0.0,0.18,0.2,0.16,0.22,0.2,0.19,0.17,0.2,0.16,0.15,0.17,0.17,0.15,0.18,0.18,0.2,0.16,0.15,0.17,0.15,0.15,0.15,0.16,0.17,0.15,0.14,0.0,0.12,0.14,0.16,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.11,0.1,0.12,0.1,0.1,0.11,0.13,0.12,0.1,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.09,0.13,0.11,0.1,0.09,0.09,0.09,0.09,0.11,0.09,0.09,0.11,0.1,0.08,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.07,0.07,0.06,0.08,0.06,0.07,0.07,0.06,0.07,0.08,0.06,0.07,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.13,1.09,0.57,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/07/2021,11.55,10.87,4.31,4.13,3.93,2.7,2.67,2.21,1.67,1.69,1.52,1.22,1.04,1.2,1.26,1.06,1.09,0.9,1.04,1.0,1.06,0.94,0.99,0.84,0.0,1.01,0.87,0.78,0.69,0.79,0.69,0.62,0.7,0.73,0.66,0.59,0.0,0.54,0.64,0.61,0.62,0.41,0.45,0.4,0.49,0.42,0.44,0.42,0.38,0.35,0.35,0.37,0.32,0.33,0.3,0.35,0.36,0.3,0.32,0.29,0.42,0.31,0.32,0.34,0.3,0.28,0.29,0.28,0.25,0.25,0.24,0.27,0.23,0.19,0.26,0.24,0.25,0.0,0.24,0.24,0.24,0.23,0.26,0.2,0.23,0.25,0.2,0.25,0.19,0.25,0.2,0.0,0.18,0.19,0.17,0.22,0.2,0.19,0.17,0.2,0.16,0.15,0.17,0.17,0.15,0.18,0.18,0.2,0.16,0.15,0.17,0.15,0.15,0.15,0.16,0.17,0.15,0.14,0.0,0.12,0.14,0.16,0.14,0.13,0.13,0.12,0.13,0.11,0.14,0.14,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.14,0.1,0.1,0.09,0.09,0.09,0.09,0.11,0.09,0.08,0.12,0.1,0.08,0.1,0.09,0.1,0.1,0.08,0.08,0.1,0.07,0.07,0.08,0.07,0.06,0.08,0.07,0.07,0.07,0.06,0.07,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.13,1.12,0.58,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/08/2021,11.55,10.87,4.31,4.13,3.93,2.7,2.67,2.21,1.67,1.69,1.52,1.22,1.04,1.2,1.26,1.06,1.09,0.9,1.04,1.0,1.06,0.94,0.99,0.84,0.0,1.01,0.87,0.78,0.69,0.79,0.69,0.62,0.7,0.73,0.66,0.59,0.0,0.54,0.64,0.61,0.62,0.41,0.45,0.4,0.49,0.42,0.44,0.42,0.38,0.35,0.35,0.37,0.32,0.33,0.3,0.35,0.36,0.3,0.32,0.29,0.42,0.31,0.32,0.34,0.3,0.28,0.29,0.28,0.25,0.25,0.24,0.27,0.23,0.19,0.26,0.24,0.25,0.0,0.24,0.24,0.24,0.23,0.26,0.2,0.23,0.25,0.2,0.25,0.19,0.25,0.2,0.0,0.18,0.19,0.17,0.22,0.2,0.19,0.17,0.2,0.16,0.15,0.17,0.17,0.15,0.18,0.18,0.2,0.16,0.15,0.17,0.15,0.15,0.15,0.16,0.17,0.15,0.14,0.0,0.12,0.14,0.16,0.14,0.13,0.13,0.12,0.13,0.11,0.14,0.14,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.14,0.1,0.1,0.09,0.09,0.09,0.09,0.11,0.09,0.08,0.12,0.1,0.08,0.1,0.09,0.1,0.1,0.08,0.08,0.1,0.07,0.07,0.08,0.07,0.06,0.08,0.07,0.07,0.07,0.06,0.07,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.13,1.12,0.58,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/09/2021,11.58,10.85,4.31,4.13,3.94,2.7,2.72,2.2,1.68,1.69,1.52,1.23,1.03,1.2,1.25,1.05,1.1,0.9,1.04,1.0,1.07,0.94,0.99,0.84,0.0,1.01,0.87,0.78,0.68,0.78,0.68,0.62,0.7,0.74,0.66,0.6,0.0,0.54,0.64,0.61,0.64,0.42,0.45,0.4,0.49,0.41,0.43,0.41,0.38,0.35,0.36,0.38,0.32,0.33,0.3,0.35,0.36,0.3,0.31,0.28,0.42,0.31,0.32,0.34,0.3,0.28,0.29,0.28,0.25,0.24,0.24,0.27,0.23,0.19,0.26,0.24,0.25,0.0,0.24,0.24,0.24,0.23,0.26,0.2,0.23,0.25,0.19,0.24,0.18,0.25,0.2,0.0,0.18,0.19,0.17,0.22,0.2,0.19,0.17,0.2,0.17,0.15,0.17,0.17,0.15,0.18,0.18,0.21,0.16,0.15,0.17,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.0,0.12,0.14,0.16,0.14,0.13,0.13,0.12,0.13,0.11,0.14,0.14,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.13,0.12,0.1,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.11,0.1,0.09,0.09,0.09,0.09,0.11,0.09,0.08,0.11,0.1,0.08,0.1,0.09,0.1,0.1,0.08,0.08,0.1,0.07,0.07,0.07,0.07,0.06,0.08,0.07,0.07,0.07,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.13,1.11,0.61,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/10/2021,11.78,10.83,4.39,4.16,3.96,2.78,2.71,2.17,1.68,1.68,1.51,1.23,1.04,1.19,1.25,1.04,1.09,0.9,1.02,0.99,1.07,0.92,0.97,0.84,0.0,1.0,0.87,0.78,0.68,0.79,0.68,0.61,0.69,0.73,0.65,0.6,0.0,0.52,0.64,0.61,0.62,0.4,0.45,0.4,0.49,0.4,0.44,0.4,0.37,0.34,0.36,0.38,0.31,0.32,0.3,0.35,0.36,0.3,0.3,0.28,0.42,0.31,0.31,0.33,0.3,0.28,0.28,0.28,0.25,0.24,0.24,0.27,0.22,0.19,0.25,0.24,0.25,0.0,0.24,0.23,0.24,0.23,0.26,0.2,0.22,0.25,0.2,0.24,0.18,0.25,0.2,0.0,0.17,0.19,0.16,0.22,0.2,0.19,0.16,0.21,0.16,0.15,0.17,0.16,0.14,0.17,0.18,0.2,0.16,0.15,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.0,0.11,0.14,0.16,0.13,0.12,0.13,0.12,0.13,0.11,0.13,0.14,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.09,0.13,0.1,0.1,0.09,0.09,0.09,0.09,0.11,0.09,0.08,0.11,0.1,0.08,0.1,0.09,0.1,0.1,0.08,0.08,0.1,0.07,0.06,0.07,0.07,0.06,0.08,0.06,0.07,0.07,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.12,1.11,0.64,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91
09/13/2021,11.69,10.86,4.35,4.15,3.96,2.79,2.67,2.17,1.69,1.7,1.52,1.22,1.04,1.19,1.25,1.05,1.1,0.89,1.04,0.98,1.08,0.92,0.97,0.84,0.0,1.01,0.87,0.77,0.68,0.78,0.69,0.61,0.69,0.74,0.67,0.59,0.0,0.52,0.62,0.61,0.62,0.4,0.45,0.39,0.49,0.41,0.44,0.4,0.37,0.35,0.37,0.38,0.32,0.32,0.3,0.34,0.37,0.31,0.31,0.28,0.42,0.31,0.31,0.33,0.3,0.28,0.29,0.28,0.24,0.24,0.23,0.27,0.22,0.19,0.26,0.24,0.25,0.0,0.24,0.23,0.23,0.23,0.26,0.2,0.22,0.25,0.19,0.25,0.18,0.25,0.2,0.0,0.17,0.2,0.16,0.22,0.2,0.19,0.16,0.21,0.16,0.15,0.17,0.17,0.15,0.18,0.18,0.2,0.16,0.16,0.17,0.14,0.16,0.15,0.15,0.16,0.15,0.14,0.0,0.11,0.14,0.16,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.14,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.13,0.13,0.09,0.12,0.1,0.1,0.11,0.1,0.09,0.13,0.11,0.1,0.09,0.09,0.09,0.09,0.11,0.09,0.08,0.11,0.1,0.08,0.1,0.09,0.1,0.1,0.08,0.08,0.1,0.07,0.07,0.07,0.06,0.06,0.08,0.07,0.07,0.07,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.0,0.14,0.14,0.13,1.1,0.62,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
09/14/2021,11.68,10.82,4.38,4.17,3.98,2.81,2.67,2.14,1.7,1.7,1.53,1.22,1.04,1.19,1.24,1.05,1.1,0.9,1.04,1.01,1.08,0.9,0.92,0.84,0.0,1.01,0.87,0.77,0.66,0.79,0.67,0.6,0.69,0.75,0.68,0.6,0.0,0.52,0.62,0.61,0.62,0.41,0.45,0.39,0.48,0.41,0.44,0.4,0.38,0.34,0.36,0.37,0.32,0.32,0.3,0.34,0.37,0.31,0.3,0.29,0.44,0.31,0.31,0.32,0.29,0.28,0.29,0.28,0.24,0.23,0.22,0.27,0.22,0.19,0.26,0.24,0.26,0.0,0.24,0.23,0.23,0.22,0.26,0.2,0.22,0.25,0.19,0.24,0.18,0.26,0.2,0.0,0.18,0.2,0.17,0.22,0.2,0.19,0.16,0.21,0.16,0.14,0.17,0.17,0.15,0.18,0.18,0.2,0.16,0.16,0.17,0.14,0.16,0.15,0.15,0.16,0.15,0.14,0.0,0.11,0.14,0.16,0.14,0.12,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.13,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.14,0.11,0.1,0.09,0.09,0.08,0.09,0.11,0.09,0.08,0.11,0.09,0.08,0.1,0.09,0.1,0.1,0.08,0.08,0.1,0.06,0.06,0.07,0.06,0.06,0.08,0.07,0.07,0.07,0.06,0.06,0.08,0.06,0.07,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.14,0.14,0.13,1.11,0.67,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
09/15/2021,11.38,10.85,4.42,4.13,3.93,2.76,2.73,2.14,1.72,1.72,1.53,1.21,1.06,1.19,1.24,1.05,1.11,0.9,1.05,1.02,1.09,0.91,0.93,0.86,0.0,1.02,0.86,0.78,0.68,0.79,0.67,0.6,0.7,0.75,0.68,0.61,0.0,0.52,0.62,0.59,0.62,0.41,0.46,0.4,0.48,0.41,0.44,0.4,0.38,0.34,0.37,0.37,0.32,0.33,0.3,0.35,0.37,0.3,0.31,0.29,0.45,0.31,0.31,0.33,0.29,0.28,0.29,0.28,0.24,0.24,0.22,0.27,0.22,0.19,0.26,0.24,0.26,0.0,0.24,0.23,0.23,0.22,0.26,0.2,0.22,0.25,0.19,0.25,0.18,0.26,0.2,0.0,0.18,0.2,0.17,0.23,0.2,0.2,0.16,0.21,0.16,0.14,0.17,0.17,0.15,0.18,0.18,0.2,0.16,0.16,0.18,0.14,0.16,0.15,0.15,0.16,0.15,0.14,0.0,0.11,0.14,0.16,0.14,0.12,0.13,0.12,0.13,0.1,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.13,0.1,0.12,0.1,0.1,0.11,0.1,0.09,0.14,0.11,0.1,0.09,0.09,0.08,0.09,0.11,0.09,0.08,0.11,0.09,0.08,0.1,0.09,0.1,0.1,0.08,0.08,0.1,0.06,0.06,0.07,0.06,0.06,0.08,0.06,0.07,0.07,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.15,0.14,0.13,1.11,0.67,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.89
09/16/2021,11.38,10.85,4.42,4.13,3.93,2.76,2.73,2.14,1.72,1.72,1.53,1.21,1.06,1.19,1.24,1.05,1.11,0.9,1.05,1.02,1.09,0.91,0.93,0.86,0.0,1.02,0.86,0.78,0.68,0.79,0.67,0.6,0.7,0.75,0.68,0.61,0.0,0.52,0.62,0.59,0.62,0.41,0.46,0.4,0.48,0.41,0.44,0.4,0.38,0.34,0.37,0.37,0.32,0.33,0.3,0.35,0.37,0.3,0.31,0.29,0.45,0.31,0.31,0.33,0.29,0.28,0.29,0.28,0.24,0.24,0.22,0.27,0.22,0.19,0.26,0.24,0.26,0.0,0.24,0.23,0.23,0.22,0.26,0.2,0.22,0.25,0.19,0.25,0.18,0.26,0.2,0.0,0.18,0.2,0.17,0.23,0.2,0.2,0.16,0.21,0.16,0.14,0.17,0.17,0.15,0.18,0.18,0.2,0.16,0.16,0.18,0.14,0.16,0.15,0.15,0.16,0.15,0.14,0.0,0.11,0.14,0.16,0.14,0.12,0.13,0.12,0.13,0.1,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.13,0.1,0.12,0.1,0.1,0.11,0.1,0.09,0.14,0.11,0.1,0.09,0.09,0.08,0.09,0.11,0.09,0.08,0.11,0.09,0.08,0.1,0.09,0.1,0.1,0.08,0.08,0.1,0.06,0.06,0.07,0.06,0.06,0.08,0.06,0.07,0.07,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.15,0.14,0.13,1.11,0.67,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.89
09/17/2021,11.43,10.9,4.4,4.17,3.97,2.79,2.69,2.13,1.74,1.74,1.5,1.2,1.08,1.19,1.22,1.06,1.1,0.92,1.05,0.99,1.07,0.9,0.92,0.87,0.0,0.99,0.85,0.79,0.68,0.79,0.67,0.61,0.71,0.74,0.68,0.62,0.0,0.52,0.62,0.59,0.61,0.42,0.46,0.41,0.48,0.42,0.43,0.4,0.38,0.34,0.37,0.37,0.32,0.32,0.3,0.35,0.36,0.3,0.31,0.29,0.45,0.31,0.31,0.32,0.29,0.29,0.29,0.27,0.23,0.24,0.22,0.27,0.22,0.2,0.26,0.24,0.26,0.0,0.24,0.23,0.24,0.23,0.25,0.2,0.22,0.25,0.2,0.25,0.18,0.25,0.2,0.0,0.17,0.2,0.17,0.22,0.2,0.2,0.17,0.2,0.17,0.14,0.17,0.17,0.15,0.18,0.18,0.2,0.15,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.15,0.14,0.0,0.11,0.14,0.16,0.13,0.12,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.11,0.09,0.08,0.1,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.06,0.07,0.06,0.06,0.08,0.07,0.07,0.07,0.06,0.07,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.04,0.0,0.15,0.14,0.13,1.14,0.62,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91
09/20/2021,11.34,11.13,4.34,4.21,3.99,2.82,2.7,2.11,1.72,1.72,1.53,1.2,1.08,1.18,1.21,1.05,1.1,0.92,1.04,0.98,1.07,0.89,0.9,0.88,0.0,1.0,0.86,0.76,0.68,0.79,0.66,0.61,0.7,0.76,0.65,0.63,0.0,0.52,0.62,0.6,0.62,0.42,0.46,0.4,0.48,0.41,0.44,0.41,0.37,0.34,0.37,0.36,0.32,0.32,0.3,0.34,0.36,0.31,0.31,0.29,0.46,0.31,0.31,0.33,0.29,0.28,0.29,0.27,0.24,0.24,0.22,0.27,0.22,0.21,0.26,0.24,0.27,0.0,0.23,0.23,0.23,0.22,0.26,0.2,0.22,0.24,0.2,0.25,0.18,0.25,0.2,0.0,0.17,0.2,0.18,0.23,0.2,0.19,0.16,0.2,0.16,0.15,0.17,0.17,0.15,0.18,0.18,0.2,0.15,0.16,0.16,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.0,0.11,0.14,0.16,0.13,0.12,0.13,0.12,0.13,0.1,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.11,0.09,0.07,0.1,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.04,0.04,0.04,0.03,0.04,0.0,0.14,0.14,0.13,1.16,0.64,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/21/2021,11.33,11.16,4.34,4.19,3.98,2.83,2.69,2.11,1.74,1.71,1.54,1.22,1.08,1.17,1.21,1.04,1.1,0.91,1.04,0.98,1.07,0.88,0.89,0.88,0.0,1.0,0.85,0.76,0.68,0.79,0.66,0.61,0.72,0.76,0.66,0.64,0.0,0.51,0.63,0.59,0.63,0.42,0.46,0.41,0.48,0.41,0.44,0.41,0.36,0.34,0.37,0.37,0.31,0.32,0.3,0.34,0.36,0.31,0.3,0.29,0.45,0.31,0.31,0.33,0.29,0.28,0.29,0.27,0.24,0.23,0.22,0.27,0.22,0.21,0.26,0.24,0.27,0.0,0.23,0.23,0.23,0.22,0.25,0.2,0.21,0.25,0.2,0.25,0.18,0.26,0.2,0.0,0.17,0.2,0.18,0.23,0.2,0.2,0.16,0.2,0.16,0.15,0.17,0.17,0.15,0.17,0.18,0.2,0.15,0.16,0.16,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.0,0.11,0.14,0.16,0.13,0.12,0.13,0.12,0.14,0.1,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.11,0.1,0.12,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.11,0.09,0.08,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.07,0.06,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.04,0.04,0.04,0.04,0.03,0.04,0.0,0.15,0.14,0.13,1.15,0.65,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
