,AMZN,FB,GOOG,AAPL,MSFT,V,PYPL,NFLX,BABA,MA,NOW,INTU,GPN,UNH,CRM,SE,ISRG,SYK,CI,NVDA,GS,SNAP,GOOGL,FISV,BKNG,DHR,MTCH,DG,State Street Instl US Govt MMkt Premier,NKE,SNPS,TMO,CMG,SPGI,AMD,HCA,VRTX,ROST,LULU,MRVL,FIS,SPOT,ANTM,CSGP,SCHW,ZTS,TXN,SHOP,ROP,SPLK,CNC,CVNA,ZM,ICE,WDAY,WIX,LIN,ETSY,DIS,HUM,GE,YUM,MXIM,CTAS,VEEV,INCY,NSC,PINS,FTV,TEL,CB,TEAM,COUP,SBUX,DOCU,AMAT,PDD,XRAY,UNP,AVY,FTNT,JD,TWLO,PAYC,TMUS,CRWD,TJX,MCHP,APTV,LLY,AZN,MPWR,ALGN,ABT,ROKU,CPNG,PPD,EFX,MSCI,SHW,VFC,MS,QCOM,ADP,ASML,ABBV,MMC,KSU,SQ,DASH,HON,WLTW,SNOW,GNRC,HLT,IACEUR,MCD,EXAS,LYV,CHTR,MAR,DLTR,ABNB,TSM,EL,MDB,BDX,PH,A,UAL,STT,CLVT,CPRT,CHG.BK,GVMXX,IAC/InterActiveCorp Ordinary Shares - New,SDA.AX,002810.KS,IAC,DDOG,TRU,VMEO,RBLX,EXPE,W,ZEN,Cash,603121.SS,n/a,AFRM,BILL,TFX,TOST,SUM
10/05/2021,11.01,7.6,8.14,4.53,7.55,3.2,2.68,1.74,0.78,2.05,2.12,2.77,1.72,1.88,1.83,1.94,1.53,1.17,1.0,1.59,1.07,1.88,1.49,0.79,0.67,1.03,1.05,0.68,0.0,0.55,0.87,0.46,0.71,0.79,0.79,0.73,0.03,0.79,0.72,0.59,0.52,0.44,0.58,0.43,0.45,0.52,0.44,0.59,0.47,0.26,0.33,0.46,0.89,0.02,0.22,0.01,0.27,0.23,0.13,0.12,0.31,0.19,0.12,0.13,0.27,0.18,0.01,0.89,0.0,0.17,0.04,0.28,0.2,0.1,0.54,0.02,0.02,0.24,0.03,0.19,0.43,0.05,0.2,0.06,0.23,0.12,0.15,0.19,0.11,0.03,0.22,0.05,0.09,0.04,0.21,0.03,0.03,0.12,0.1,0.06,0.01,0.09,0.0,0.03,0.8,0.02,0.14,0.0,0.08,0.44,0.0,0.0,0.03,0.21,0.12,0.0,0.04,0.03,0.2,0.0,0.03,0.0,0.0,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.44,0.0,0.0,0.0,0.14,0.14,0.13,0.07,0.04,0.04,0.01,0.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,100.01
10/06/2021,11.01,7.6,8.14,4.53,7.55,3.2,2.68,1.74,0.78,2.05,2.12,2.77,1.72,1.88,1.83,1.94,1.53,1.17,1.0,1.59,1.07,1.88,1.49,0.79,0.67,1.03,1.05,0.68,0.0,0.55,0.87,0.46,0.71,0.79,0.79,0.73,0.03,0.79,0.72,0.59,0.52,0.44,0.58,0.43,0.45,0.52,0.44,0.59,0.47,0.26,0.33,0.46,0.89,0.02,0.22,0.01,0.27,0.23,0.13,0.12,0.31,0.19,0.12,0.13,0.27,0.18,0.01,0.89,0.0,0.17,0.04,0.28,0.2,0.1,0.54,0.02,0.02,0.24,0.03,0.19,0.43,0.05,0.2,0.06,0.23,0.12,0.15,0.19,0.11,0.03,0.22,0.05,0.09,0.04,0.21,0.03,0.03,0.12,0.1,0.06,0.01,0.09,0.0,0.03,0.8,0.02,0.14,0.0,0.08,0.44,0.0,0.0,0.03,0.21,0.12,0.0,0.04,0.03,0.2,0.0,0.03,0.0,0.0,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.44,0.0,0.0,0.0,0.14,0.14,0.13,0.07,0.04,0.04,0.01,0.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,100.01
10/07/2021,11.01,7.6,8.14,4.53,7.55,3.2,2.68,1.74,0.78,2.05,2.12,2.77,1.72,1.88,1.83,1.94,1.53,1.17,1.0,1.59,1.07,1.88,1.49,0.79,0.67,1.03,1.05,0.68,0.0,0.55,0.87,0.46,0.71,0.79,0.79,0.73,0.03,0.79,0.72,0.59,0.52,0.44,0.58,0.43,0.45,0.52,0.44,0.59,0.47,0.26,0.33,0.46,0.89,0.02,0.22,0.01,0.27,0.23,0.13,0.12,0.31,0.19,0.12,0.13,0.27,0.18,0.01,0.89,0.0,0.17,0.04,0.28,0.2,0.1,0.54,0.02,0.02,0.24,0.03,0.19,0.43,0.05,0.2,0.06,0.23,0.12,0.15,0.19,0.11,0.03,0.22,0.05,0.09,0.04,0.21,0.03,0.03,0.12,0.1,0.06,0.01,0.09,0.0,0.03,0.8,0.02,0.14,0.0,0.08,0.44,0.0,0.0,0.03,0.21,0.12,0.0,0.04,0.03,0.2,0.0,0.03,0.0,0.0,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.44,0.0,0.0,0.0,0.14,0.14,0.13,0.07,0.04,0.04,0.01,0.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,100.01
10/08/2021,11.01,7.6,8.14,4.53,7.55,3.2,2.68,1.74,0.78,2.05,2.12,2.77,1.72,1.88,1.83,1.94,1.53,1.17,1.0,1.59,1.07,1.88,1.49,0.79,0.67,1.03,1.05,0.68,0.0,0.55,0.87,0.46,0.71,0.79,0.79,0.73,0.03,0.79,0.72,0.59,0.52,0.44,0.58,0.43,0.45,0.52,0.44,0.59,0.47,0.26,0.33,0.46,0.89,0.02,0.22,0.01,0.27,0.23,0.13,0.12,0.31,0.19,0.12,0.13,0.27,0.18,0.01,0.89,0.0,0.17,0.04,0.28,0.2,0.1,0.54,0.02,0.02,0.24,0.03,0.19,0.43,0.05,0.2,0.06,0.23,0.12,0.15,0.19,0.11,0.03,0.22,0.05,0.09,0.04,0.21,0.03,0.03,0.12,0.1,0.06,0.01,0.09,0.0,0.03,0.8,0.02,0.14,0.0,0.08,0.44,0.0,0.0,0.03,0.21,0.12,0.0,0.04,0.03,0.2,0.0,0.03,0.0,0.0,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.44,0.0,0.0,0.0,0.14,0.14,0.13,0.07,0.04,0.04,0.01,0.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,100.01
10/11/2021,11.01,7.6,8.14,4.53,7.55,3.2,2.68,1.74,0.78,2.05,2.12,2.77,1.72,1.88,1.83,1.94,1.53,1.17,1.0,1.59,1.07,1.88,1.49,0.79,0.67,1.03,1.05,0.68,0.0,0.55,0.87,0.46,0.71,0.79,0.79,0.73,0.03,0.79,0.72,0.59,0.52,0.44,0.58,0.43,0.45,0.52,0.44,0.59,0.47,0.26,0.33,0.46,0.89,0.02,0.22,0.01,0.27,0.23,0.13,0.12,0.31,0.19,0.12,0.13,0.27,0.18,0.01,0.89,0.0,0.17,0.04,0.28,0.2,0.1,0.54,0.02,0.02,0.24,0.03,0.19,0.43,0.05,0.2,0.06,0.23,0.12,0.15,0.19,0.11,0.03,0.22,0.05,0.09,0.04,0.21,0.03,0.03,0.12,0.1,0.06,0.01,0.09,0.0,0.03,0.8,0.02,0.14,0.0,0.08,0.44,0.0,0.0,0.03,0.21,0.12,0.0,0.04,0.03,0.2,0.0,0.03,0.0,0.0,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.44,0.0,0.0,0.0,0.14,0.14,0.13,0.07,0.04,0.04,0.01,0.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,100.01
10/12/2021,11.01,7.6,8.14,4.53,7.55,3.2,2.68,1.74,0.78,2.05,2.12,2.77,1.72,1.88,1.83,1.94,1.53,1.17,1.0,1.59,1.07,1.88,1.49,0.79,0.67,1.03,1.05,0.68,0.0,0.55,0.87,0.46,0.71,0.79,0.79,0.73,0.03,0.79,0.72,0.59,0.52,0.44,0.58,0.43,0.45,0.52,0.44,0.59,0.47,0.26,0.33,0.46,0.89,0.02,0.22,0.01,0.27,0.23,0.13,0.12,0.31,0.19,0.12,0.13,0.27,0.18,0.01,0.89,0.0,0.17,0.04,0.28,0.2,0.1,0.54,0.02,0.02,0.24,0.03,0.19,0.43,0.05,0.2,0.06,0.23,0.12,0.15,0.19,0.11,0.03,0.22,0.05,0.09,0.04,0.21,0.03,0.03,0.12,0.1,0.06,0.01,0.09,0.0,0.03,0.8,0.02,0.14,0.0,0.08,0.44,0.0,0.0,0.03,0.21,0.12,0.0,0.04,0.03,0.2,0.0,0.03,0.0,0.0,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.44,0.0,0.0,0.0,0.14,0.14,0.13,0.07,0.04,0.04,0.01,0.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,100.01
10/13/2021,11.01,7.6,8.14,4.53,7.55,3.2,2.68,1.74,0.78,2.05,2.12,2.77,1.72,1.88,1.83,1.94,1.53,1.17,1.0,1.59,1.07,1.88,1.49,0.79,0.67,1.03,1.05,0.68,0.0,0.55,0.87,0.46,0.71,0.79,0.79,0.73,0.03,0.79,0.72,0.59,0.52,0.44,0.58,0.43,0.45,0.52,0.44,0.59,0.47,0.26,0.33,0.46,0.89,0.02,0.22,0.01,0.27,0.23,0.13,0.12,0.31,0.19,0.12,0.13,0.27,0.18,0.01,0.89,0.0,0.17,0.04,0.28,0.2,0.1,0.54,0.02,0.02,0.24,0.03,0.19,0.43,0.05,0.2,0.06,0.23,0.12,0.15,0.19,0.11,0.03,0.22,0.05,0.09,0.04,0.21,0.03,0.03,0.12,0.1,0.06,0.01,0.09,0.0,0.03,0.8,0.02,0.14,0.0,0.08,0.44,0.0,0.0,0.03,0.21,0.12,0.0,0.04,0.03,0.2,0.0,0.03,0.0,0.0,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.44,0.0,0.0,0.0,0.14,0.14,0.13,0.07,0.04,0.04,0.01,0.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,100.01
10/14/2021,11.01,7.6,8.14,4.53,7.55,3.2,2.68,1.74,0.78,2.05,2.12,2.77,1.72,1.88,1.83,1.94,1.53,1.17,1.0,1.59,1.07,1.88,1.49,0.79,0.67,1.03,1.05,0.68,0.0,0.55,0.87,0.46,0.71,0.79,0.79,0.73,0.03,0.79,0.72,0.59,0.52,0.44,0.58,0.43,0.45,0.52,0.44,0.59,0.47,0.26,0.33,0.46,0.89,0.02,0.22,0.01,0.27,0.23,0.13,0.12,0.31,0.19,0.12,0.13,0.27,0.18,0.01,0.89,0.0,0.17,0.04,0.28,0.2,0.1,0.54,0.02,0.02,0.24,0.03,0.19,0.43,0.05,0.2,0.06,0.23,0.12,0.15,0.19,0.11,0.03,0.22,0.05,0.09,0.04,0.21,0.03,0.03,0.12,0.1,0.06,0.01,0.09,0.0,0.03,0.8,0.02,0.14,0.0,0.08,0.44,0.0,0.0,0.03,0.21,0.12,0.0,0.04,0.03,0.2,0.0,0.03,0.0,0.0,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.44,0.0,0.0,0.0,0.14,0.14,0.13,0.07,0.04,0.04,0.01,0.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,100.01
10/15/2021,11.01,7.6,8.14,4.53,7.55,3.2,2.68,1.74,0.78,2.05,2.12,2.77,1.72,1.88,1.83,1.94,1.53,1.17,1.0,1.59,1.07,1.88,1.49,0.79,0.67,1.03,1.05,0.68,0.0,0.55,0.87,0.46,0.71,0.79,0.79,0.73,0.03,0.79,0.72,0.59,0.52,0.44,0.58,0.43,0.45,0.52,0.44,0.59,0.47,0.26,0.33,0.46,0.89,0.02,0.22,0.01,0.27,0.23,0.13,0.12,0.31,0.19,0.12,0.13,0.27,0.18,0.01,0.89,0.0,0.17,0.04,0.28,0.2,0.1,0.54,0.02,0.02,0.24,0.03,0.19,0.43,0.05,0.2,0.06,0.23,0.12,0.15,0.19,0.11,0.03,0.22,0.05,0.09,0.04,0.21,0.03,0.03,0.12,0.1,0.06,0.01,0.09,0.0,0.03,0.8,0.02,0.14,0.0,0.08,0.44,0.0,0.0,0.03,0.21,0.12,0.0,0.04,0.03,0.2,0.0,0.03,0.0,0.0,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.44,0.0,0.0,0.0,0.14,0.14,0.13,0.07,0.04,0.04,0.01,0.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,100.01
10/18/2021,11.01,7.6,8.14,4.53,7.55,3.2,2.68,1.74,0.78,2.05,2.12,2.77,1.72,1.88,1.83,1.94,1.53,1.17,1.0,1.59,1.07,1.88,1.49,0.79,0.67,1.03,1.05,0.68,0.0,0.55,0.87,0.46,0.71,0.79,0.79,0.73,0.03,0.79,0.72,0.59,0.52,0.44,0.58,0.43,0.45,0.52,0.44,0.59,0.47,0.26,0.33,0.46,0.89,0.02,0.22,0.01,0.27,0.23,0.13,0.12,0.31,0.19,0.12,0.13,0.27,0.18,0.01,0.89,0.0,0.17,0.04,0.28,0.2,0.1,0.54,0.02,0.02,0.24,0.03,0.19,0.43,0.05,0.2,0.06,0.23,0.12,0.15,0.19,0.11,0.03,0.22,0.05,0.09,0.04,0.21,0.03,0.03,0.12,0.1,0.06,0.01,0.09,0.0,0.03,0.8,0.02,0.14,0.0,0.08,0.44,0.0,0.0,0.03,0.21,0.12,0.0,0.04,0.03,0.2,0.0,0.03,0.0,0.0,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.44,0.0,0.0,0.0,0.14,0.14,0.13,0.07,0.04,0.04,0.01,0.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,100.01
10/19/2021,11.01,7.6,8.14,4.53,7.55,3.2,2.68,1.74,0.78,2.05,2.12,2.77,1.72,1.88,1.83,1.94,1.53,1.17,1.0,1.59,1.07,1.88,1.49,0.79,0.67,1.03,1.05,0.68,0.0,0.55,0.87,0.46,0.71,0.79,0.79,0.73,0.03,0.79,0.72,0.59,0.52,0.44,0.58,0.43,0.45,0.52,0.44,0.59,0.47,0.26,0.33,0.46,0.89,0.02,0.22,0.01,0.27,0.23,0.13,0.12,0.31,0.19,0.12,0.13,0.27,0.18,0.01,0.89,0.0,0.17,0.04,0.28,0.2,0.1,0.54,0.02,0.02,0.24,0.03,0.19,0.43,0.05,0.2,0.06,0.23,0.12,0.15,0.19,0.11,0.03,0.22,0.05,0.09,0.04,0.21,0.03,0.03,0.12,0.1,0.06,0.01,0.09,0.0,0.03,0.8,0.02,0.14,0.0,0.08,0.44,0.0,0.0,0.03,0.21,0.12,0.0,0.04,0.03,0.2,0.0,0.03,0.0,0.0,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.44,0.0,0.0,0.0,0.14,0.14,0.13,0.07,0.04,0.04,0.01,0.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,100.01
10/20/2021,11.01,7.6,8.14,4.53,7.55,3.2,2.68,1.74,0.78,2.05,2.12,2.77,1.72,1.88,1.83,1.94,1.53,1.17,1.0,1.59,1.07,1.88,1.49,0.79,0.67,1.03,1.05,0.68,0.0,0.55,0.87,0.46,0.71,0.79,0.79,0.73,0.03,0.79,0.72,0.59,0.52,0.44,0.58,0.43,0.45,0.52,0.44,0.59,0.47,0.26,0.33,0.46,0.89,0.02,0.22,0.01,0.27,0.23,0.13,0.12,0.31,0.19,0.12,0.13,0.27,0.18,0.01,0.89,0.0,0.17,0.04,0.28,0.2,0.1,0.54,0.02,0.02,0.24,0.03,0.19,0.43,0.05,0.2,0.06,0.23,0.12,0.15,0.19,0.11,0.03,0.22,0.05,0.09,0.04,0.21,0.03,0.03,0.12,0.1,0.06,0.01,0.09,0.0,0.03,0.8,0.02,0.14,0.0,0.08,0.44,0.0,0.0,0.03,0.21,0.12,0.0,0.04,0.03,0.2,0.0,0.03,0.0,0.0,0.01,0.02,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.44,0.0,0.0,0.0,0.14,0.14,0.13,0.07,0.04,0.04,0.01,0.01,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,100.01
10/21/2021,10.63,7.47,8.75,4.69,8.65,3.0,2.22,1.98,0.46,1.95,2.38,2.09,0.84,1.67,0.37,2.45,1.68,0.83,0.08,1.62,1.06,2.1,1.67,0.8,0.48,1.18,0.05,0.65,0.0,0.73,0.93,0.61,0.88,0.67,0.95,0.83,0.0,0.74,0.83,0.39,0.22,0.35,0.07,0.45,0.45,0.56,0.51,0.72,0.46,0.05,0.05,1.27,0.73,0.0,0.03,0.0,0.26,0.05,0.46,0.28,0.32,0.03,0.0,0.15,0.33,0.02,0.0,0.69,0.0,0.17,0.27,0.48,0.2,0.21,0.54,0.0,0.0,0.21,0.0,0.03,0.59,0.02,0.18,0.06,0.21,0.12,0.17,0.04,0.03,0.95,0.22,0.31,0.17,0.0,0.15,0.14,0.0,0.14,0.12,0.05,0.0,0.02,0.0,0.0,0.87,0.0,0.17,0.0,0.89,1.08,0.0,0.0,0.15,0.03,0.03,0.0,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.3,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.3,0.0,0.0,0.0,0.03,0.23,0.16,0.0,0.01,0.02,0.0,0.0,0.0,0.0,-0.04,0.58,0.37,0.25,0.02,100.07
10/22/2021,10.63,7.47,8.75,4.69,8.65,3.0,2.22,1.98,0.46,1.95,2.38,2.09,0.84,1.67,0.37,2.45,1.68,0.83,0.08,1.62,1.06,2.1,1.67,0.8,0.48,1.18,0.05,0.65,0.0,0.73,0.93,0.61,0.88,0.67,0.95,0.83,0.0,0.74,0.83,0.39,0.22,0.35,0.07,0.45,0.45,0.56,0.51,0.72,0.46,0.05,0.05,1.27,0.73,0.0,0.03,0.0,0.26,0.05,0.46,0.28,0.32,0.03,0.0,0.15,0.33,0.02,0.0,0.69,0.0,0.17,0.27,0.48,0.2,0.21,0.54,0.0,0.0,0.21,0.0,0.03,0.59,0.02,0.18,0.06,0.21,0.12,0.17,0.04,0.03,0.95,0.22,0.31,0.17,0.0,0.15,0.14,0.0,0.14,0.12,0.05,0.0,0.02,0.0,0.0,0.87,0.0,0.17,0.0,0.89,1.08,0.0,0.0,0.15,0.03,0.03,0.0,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.3,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.3,0.0,0.0,0.0,0.03,0.23,0.16,0.0,0.01,0.02,0.0,0.0,0.0,0.0,-0.04,0.58,0.37,0.25,0.02,100.07
10/25/2021,10.63,7.47,8.75,4.69,8.65,3.0,2.22,1.98,0.46,1.95,2.38,2.09,0.84,1.67,0.37,2.45,1.68,0.83,0.08,1.62,1.06,2.1,1.67,0.8,0.48,1.18,0.05,0.65,0.0,0.73,0.93,0.61,0.88,0.67,0.95,0.83,0.0,0.74,0.83,0.39,0.22,0.35,0.07,0.45,0.45,0.56,0.51,0.72,0.46,0.05,0.05,1.27,0.73,0.0,0.03,0.0,0.26,0.05,0.46,0.28,0.32,0.03,0.0,0.15,0.33,0.02,0.0,0.69,0.0,0.17,0.27,0.48,0.2,0.21,0.54,0.0,0.0,0.21,0.0,0.03,0.59,0.02,0.18,0.06,0.21,0.12,0.17,0.04,0.03,0.95,0.22,0.31,0.17,0.0,0.15,0.14,0.0,0.14,0.12,0.05,0.0,0.02,0.0,0.0,0.87,0.0,0.17,0.0,0.89,1.08,0.0,0.0,0.15,0.03,0.03,0.0,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.3,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.3,0.0,0.0,0.0,0.03,0.23,0.16,0.0,0.01,0.02,0.0,0.0,0.0,0.0,-0.04,0.58,0.37,0.25,0.02,100.07
10/26/2021,10.63,7.47,8.75,4.69,8.65,3.0,2.22,1.98,0.46,1.95,2.38,2.09,0.84,1.67,0.37,2.45,1.68,0.83,0.08,1.62,1.06,2.1,1.67,0.8,0.48,1.18,0.05,0.65,0.0,0.73,0.93,0.61,0.88,0.67,0.95,0.83,0.0,0.74,0.83,0.39,0.22,0.35,0.07,0.45,0.45,0.56,0.51,0.72,0.46,0.05,0.05,1.27,0.73,0.0,0.03,0.0,0.26,0.05,0.46,0.28,0.32,0.03,0.0,0.15,0.33,0.02,0.0,0.69,0.0,0.17,0.27,0.48,0.2,0.21,0.54,0.0,0.0,0.21,0.0,0.03,0.59,0.02,0.18,0.06,0.21,0.12,0.17,0.04,0.03,0.95,0.22,0.31,0.17,0.0,0.15,0.14,0.0,0.14,0.12,0.05,0.0,0.02,0.0,0.0,0.87,0.0,0.17,0.0,0.89,1.08,0.0,0.0,0.15,0.03,0.03,0.0,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.3,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.3,0.0,0.0,0.0,0.03,0.23,0.16,0.0,0.01,0.02,0.0,0.0,0.0,0.0,-0.04,0.58,0.37,0.25,0.02,100.07
10/27/2021,10.63,7.47,8.75,4.69,8.65,3.0,2.22,1.98,0.46,1.95,2.38,2.09,0.84,1.67,0.37,2.45,1.68,0.83,0.08,1.62,1.06,2.1,1.67,0.8,0.48,1.18,0.05,0.65,0.0,0.73,0.93,0.61,0.88,0.67,0.95,0.83,0.0,0.74,0.83,0.39,0.22,0.35,0.07,0.45,0.45,0.56,0.51,0.72,0.46,0.05,0.05,1.27,0.73,0.0,0.03,0.0,0.26,0.05,0.46,0.28,0.32,0.03,0.0,0.15,0.33,0.02,0.0,0.69,0.0,0.17,0.27,0.48,0.2,0.21,0.54,0.0,0.0,0.21,0.0,0.03,0.59,0.02,0.18,0.06,0.21,0.12,0.17,0.04,0.03,0.95,0.22,0.31,0.17,0.0,0.15,0.14,0.0,0.14,0.12,0.05,0.0,0.02,0.0,0.0,0.87,0.0,0.17,0.0,0.89,1.08,0.0,0.0,0.15,0.03,0.03,0.0,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.3,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.3,0.0,0.0,0.0,0.03,0.23,0.16,0.0,0.01,0.02,0.0,0.0,0.0,0.0,-0.04,0.58,0.37,0.25,0.02,100.07
10/28/2021,10.63,7.47,8.75,4.69,8.65,3.0,2.22,1.98,0.46,1.95,2.38,2.09,0.84,1.67,0.37,2.45,1.68,0.83,0.08,1.62,1.06,2.1,1.67,0.8,0.48,1.18,0.05,0.65,0.0,0.73,0.93,0.61,0.88,0.67,0.95,0.83,0.0,0.74,0.83,0.39,0.22,0.35,0.07,0.45,0.45,0.56,0.51,0.72,0.46,0.05,0.05,1.27,0.73,0.0,0.03,0.0,0.26,0.05,0.46,0.28,0.32,0.03,0.0,0.15,0.33,0.02,0.0,0.69,0.0,0.17,0.27,0.48,0.2,0.21,0.54,0.0,0.0,0.21,0.0,0.03,0.59,0.02,0.18,0.06,0.21,0.12,0.17,0.04,0.03,0.95,0.22,0.31,0.17,0.0,0.15,0.14,0.0,0.14,0.12,0.05,0.0,0.02,0.0,0.0,0.87,0.0,0.17,0.0,0.89,1.08,0.0,0.0,0.15,0.03,0.03,0.0,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.3,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.3,0.0,0.0,0.0,0.03,0.23,0.16,0.0,0.01,0.02,0.0,0.0,0.0,0.0,-0.04,0.58,0.37,0.25,0.02,100.07
10/29/2021,10.63,7.47,8.75,4.69,8.65,3.0,2.22,1.98,0.46,1.95,2.38,2.09,0.84,1.67,0.37,2.45,1.68,0.83,0.08,1.62,1.06,2.1,1.67,0.8,0.48,1.18,0.05,0.65,0.0,0.73,0.93,0.61,0.88,0.67,0.95,0.83,0.0,0.74,0.83,0.39,0.22,0.35,0.07,0.45,0.45,0.56,0.51,0.72,0.46,0.05,0.05,1.27,0.73,0.0,0.03,0.0,0.26,0.05,0.46,0.28,0.32,0.03,0.0,0.15,0.33,0.02,0.0,0.69,0.0,0.17,0.27,0.48,0.2,0.21,0.54,0.0,0.0,0.21,0.0,0.03,0.59,0.02,0.18,0.06,0.21,0.12,0.17,0.04,0.03,0.95,0.22,0.31,0.17,0.0,0.15,0.14,0.0,0.14,0.12,0.05,0.0,0.02,0.0,0.0,0.87,0.0,0.17,0.0,0.89,1.08,0.0,0.0,0.15,0.03,0.03,0.0,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.3,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.3,0.0,0.0,0.0,0.03,0.23,0.16,0.0,0.01,0.02,0.0,0.0,0.0,0.0,-0.04,0.58,0.37,0.25,0.02,100.07
11/01/2021,10.63,7.47,8.75,4.69,8.65,3.0,2.22,1.98,0.46,1.95,2.38,2.09,0.84,1.67,0.37,2.45,1.68,0.83,0.08,1.62,1.06,2.1,1.67,0.8,0.48,1.18,0.05,0.65,0.0,0.73,0.93,0.61,0.88,0.67,0.95,0.83,0.0,0.74,0.83,0.39,0.22,0.35,0.07,0.45,0.45,0.56,0.51,0.72,0.46,0.05,0.05,1.27,0.73,0.0,0.03,0.0,0.26,0.05,0.46,0.28,0.32,0.03,0.0,0.15,0.33,0.02,0.0,0.69,0.0,0.17,0.27,0.48,0.2,0.21,0.54,0.0,0.0,0.21,0.0,0.03,0.59,0.02,0.18,0.06,0.21,0.12,0.17,0.04,0.03,0.95,0.22,0.31,0.17,0.0,0.15,0.14,0.0,0.14,0.12,0.05,0.0,0.02,0.0,0.0,0.87,0.0,0.17,0.0,0.89,1.08,0.0,0.0,0.15,0.03,0.03,0.0,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.3,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.3,0.0,0.0,0.0,0.03,0.23,0.16,0.0,0.01,0.02,0.0,0.0,0.0,0.0,-0.04,0.58,0.37,0.25,0.02,100.07
11/02/2021,10.63,7.47,8.75,4.69,8.65,3.0,2.22,1.98,0.46,1.95,2.38,2.09,0.84,1.67,0.37,2.45,1.68,0.83,0.08,1.62,1.06,2.1,1.67,0.8,0.48,1.18,0.05,0.65,0.0,0.73,0.93,0.61,0.88,0.67,0.95,0.83,0.0,0.74,0.83,0.39,0.22,0.35,0.07,0.45,0.45,0.56,0.51,0.72,0.46,0.05,0.05,1.27,0.73,0.0,0.03,0.0,0.26,0.05,0.46,0.28,0.32,0.03,0.0,0.15,0.33,0.02,0.0,0.69,0.0,0.17,0.27,0.48,0.2,0.21,0.54,0.0,0.0,0.21,0.0,0.03,0.59,0.02,0.18,0.06,0.21,0.12,0.17,0.04,0.03,0.95,0.22,0.31,0.17,0.0,0.15,0.14,0.0,0.14,0.12,0.05,0.0,0.02,0.0,0.0,0.87,0.0,0.17,0.0,0.89,1.08,0.0,0.0,0.15,0.03,0.03,0.0,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.3,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.3,0.0,0.0,0.0,0.03,0.23,0.16,0.0,0.01,0.02,0.0,0.0,0.0,0.0,-0.04,0.58,0.37,0.25,0.02,100.07000000000001
