,ISHARES MSCI MEXICO CAPPED SWAP,ISHARES MSCI MEXICO CAPPED SWAP,ISHARES MSCI MEXICO CAPPED SWAP,DREYFUS GOVT CASH MGMT,EWW,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INST 506,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INS,GOLDMAN FS GOVT INST,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FS GOVT INST,SUM
07/09/2021,25.46,25.05,22.08,8.64,7.4,5.3,3.97,2.0,0.09,0.0,0.0,0.0,99.99000000000001
