,AMZN,TSLA,HD,MCD,NKE,LOW,SBUX,TGT,BKNG,TJX,GM,MELI,F,DG,ROST,EBAY,APTV,MAR,LULU,ORLY,CMG,YUM,HLT,DHI,AZO,LEN,BBY,VFC,EXPE,DLTR,PTON,BURL,TSCO,RCL,CCL,GRMN,MGM,CZR,ETSY,W,LVS,GPC,KMX,DRI,ULTA,POOL,NVR,LB,CVNA,DPZ,PHM,LKQ,WHR,WYNN,GME,MTN,WSM,AAP,MHK,BWA,TPR,HAS,PENN,NWL,LEA,NCLH,LAD,FIVE,RH,DECK,CHGG,SCI,ALV,KSS,GNTX,ARMK,CPRI,PVH,FND,BFAM,BC,TOL,PII,GPS,HOG,MAT,LEG,TPX,VAC,WH,CROX,CHDN,HBI,TXRH,THO,DKS,FOXF,SKX,YETI,FL,TMX,PLNT,BLD,RL,AN,M,TNL,AEO,BYD,GRUB,QRTEA,HELE,CHWY,HRB,GT,OLLI,SGMS,ADNT,CRI,FTDR,WEN,CHH,MTH,UAA,DAN,WING,LOPE,LGIH,EYE,KBH,ABG,HGV,LCII,UA,TMHC,MUSA,ELY,JWN,STAY,RRR,CBRL,BBBY,SIX,MDC,SHOO,SONO,SIG,VC,KTB,OSTK,RCII,TPH,CTB,COLM,H,WWW,SNBR,SHAK,STMP,SEAS,ANF,PAG,GPI,DORM,SKY,VSTO,GHC,IBP,CCS,URBN,EAT,PZZA,CAKE,SBH,SFIX,IRBT,JACK,BOOT,WGO,THRM,MHO,BLMN,WW,BIG,ODP,HOME,EVRI,CORE,VNE,GOLF,MNRO,BALY,LZB,CWH,CVCO,OXM,ATGE,PLAY,SSTK,HIBB,Cooper Tire & Rubber Co,SWBI,DDS,RVLV,TEN,RGR,BKE,LEVI,n/a,LBEUR,BBWI WI,MBUU,HMHC,GDEN,VSCO,LAUR,LRN,SUM
09/01/2021,22.78,9.39,6.31,3.18,3.54,2.66,2.43,2.26,1.67,1.51,1.43,1.3,1.1,1.02,0.84,0.92,0.81,0.72,0.85,0.79,0.77,0.66,0.64,0.6,0.67,0.53,0.51,0.52,0.44,0.45,0.47,0.42,0.43,0.38,0.36,0.41,0.4,0.38,0.49,0.4,0.35,0.36,0.42,0.38,0.37,0.37,0.35,0.0,0.38,0.36,0.3,0.29,0.28,0.26,0.26,0.26,0.25,0.28,0.24,0.24,0.25,0.25,0.23,0.23,0.21,0.21,0.21,0.22,0.22,0.23,0.21,0.19,0.17,0.18,0.17,0.18,0.18,0.17,0.19,0.18,0.17,0.15,0.17,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.18,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.12,0.14,0.12,0.14,0.12,0.0,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.09,0.1,0.09,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.08,0.09,0.08,0.09,0.08,0.1,0.0,0.08,0.08,0.1,0.08,0.08,0.09,0.08,0.11,0.08,0.07,0.09,0.07,0.07,0.0,0.08,0.08,0.07,0.08,0.09,0.08,0.07,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.06,0.08,0.07,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.05,0.06,0.06,0.07,0.07,0.0,0.08,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.06,0.06,0.0,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.43
09/02/2021,21.95,9.45,6.47,3.32,3.83,2.63,2.63,2.43,1.66,1.54,1.37,1.31,1.03,1.09,0.83,0.89,0.85,0.76,0.93,0.84,0.93,0.75,0.69,0.64,0.72,0.56,0.5,0.51,0.43,0.45,0.45,0.44,0.41,0.34,0.3,0.44,0.35,0.32,0.44,0.31,0.28,0.36,0.43,0.38,0.35,0.38,0.36,0.0,0.42,0.4,0.3,0.3,0.28,0.2,0.2,0.25,0.24,0.29,0.24,0.25,0.24,0.26,0.21,0.21,0.21,0.17,0.23,0.22,0.22,0.24,0.22,0.23,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.16,0.14,0.17,0.13,0.15,0.21,0.14,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.13,0.13,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.13,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.09,0.05,0.06,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.05,0.06,0.07,0.0,0.07,0.06,0.08,0.06,0.06,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.07,0.07,0.06,0.0,0.0,0.05,0.0,0.0,0.42,0.06,0.06,0.05,0.0,0.0,0.0,97.58
09/03/2021,21.95,9.45,6.47,3.32,3.83,2.63,2.63,2.43,1.66,1.54,1.37,1.31,1.03,1.09,0.83,0.89,0.85,0.76,0.93,0.84,0.93,0.75,0.69,0.64,0.72,0.56,0.5,0.51,0.43,0.45,0.45,0.44,0.41,0.34,0.3,0.44,0.35,0.32,0.44,0.31,0.28,0.36,0.43,0.38,0.35,0.38,0.36,0.0,0.42,0.4,0.3,0.3,0.28,0.2,0.2,0.25,0.24,0.29,0.24,0.25,0.24,0.26,0.21,0.21,0.21,0.17,0.23,0.22,0.22,0.24,0.22,0.23,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.16,0.14,0.17,0.13,0.15,0.21,0.14,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.13,0.13,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.13,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.09,0.05,0.06,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.05,0.06,0.07,0.0,0.07,0.06,0.08,0.06,0.06,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.07,0.07,0.06,0.0,0.0,0.05,0.0,0.0,0.42,0.06,0.06,0.05,0.0,0.0,0.0,97.58
09/06/2021,21.95,9.45,6.47,3.32,3.83,2.63,2.63,2.43,1.66,1.54,1.37,1.31,1.03,1.09,0.83,0.89,0.85,0.76,0.93,0.84,0.93,0.75,0.69,0.64,0.72,0.56,0.5,0.51,0.43,0.45,0.45,0.44,0.41,0.34,0.3,0.44,0.35,0.32,0.44,0.31,0.28,0.36,0.43,0.38,0.35,0.38,0.36,0.0,0.42,0.4,0.3,0.3,0.28,0.2,0.2,0.25,0.24,0.29,0.24,0.25,0.24,0.26,0.21,0.21,0.21,0.17,0.23,0.22,0.22,0.24,0.22,0.23,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.16,0.14,0.17,0.13,0.15,0.21,0.14,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.13,0.13,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.13,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.09,0.05,0.06,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.05,0.06,0.07,0.0,0.07,0.06,0.08,0.06,0.06,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.07,0.07,0.06,0.0,0.0,0.05,0.0,0.0,0.42,0.06,0.06,0.05,0.0,0.0,0.0,97.58
09/07/2021,21.95,9.45,6.47,3.32,3.83,2.63,2.63,2.43,1.66,1.54,1.37,1.31,1.03,1.09,0.83,0.89,0.85,0.76,0.93,0.84,0.93,0.75,0.69,0.64,0.72,0.56,0.5,0.51,0.43,0.45,0.45,0.44,0.41,0.34,0.3,0.44,0.35,0.32,0.44,0.31,0.28,0.36,0.43,0.38,0.35,0.38,0.36,0.0,0.42,0.4,0.3,0.3,0.28,0.2,0.2,0.25,0.24,0.29,0.24,0.25,0.24,0.26,0.21,0.21,0.21,0.17,0.23,0.22,0.22,0.24,0.22,0.23,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.16,0.14,0.17,0.13,0.15,0.21,0.14,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.13,0.13,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.13,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.09,0.05,0.06,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.05,0.06,0.07,0.0,0.07,0.06,0.08,0.06,0.06,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.07,0.07,0.06,0.0,0.0,0.05,0.0,0.0,0.42,0.06,0.06,0.05,0.0,0.0,0.0,97.58
09/08/2021,21.95,9.45,6.47,3.32,3.83,2.63,2.63,2.43,1.66,1.54,1.37,1.31,1.03,1.09,0.83,0.89,0.85,0.76,0.93,0.84,0.93,0.75,0.69,0.64,0.72,0.56,0.5,0.51,0.43,0.45,0.45,0.44,0.41,0.34,0.3,0.44,0.35,0.32,0.44,0.31,0.28,0.36,0.43,0.38,0.35,0.38,0.36,0.0,0.42,0.4,0.3,0.3,0.28,0.2,0.2,0.25,0.24,0.29,0.24,0.25,0.24,0.26,0.21,0.21,0.21,0.17,0.23,0.22,0.22,0.24,0.22,0.23,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.16,0.14,0.17,0.13,0.15,0.21,0.14,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.13,0.13,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.13,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.09,0.05,0.06,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.05,0.06,0.07,0.0,0.07,0.06,0.08,0.06,0.06,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.07,0.07,0.06,0.0,0.0,0.05,0.0,0.0,0.42,0.06,0.06,0.05,0.0,0.0,0.0,97.58
09/09/2021,21.95,9.45,6.47,3.32,3.83,2.63,2.63,2.43,1.66,1.54,1.37,1.31,1.03,1.09,0.83,0.89,0.85,0.76,0.93,0.84,0.93,0.75,0.69,0.64,0.72,0.56,0.5,0.51,0.43,0.45,0.45,0.44,0.41,0.34,0.3,0.44,0.35,0.32,0.44,0.31,0.28,0.36,0.43,0.38,0.35,0.38,0.36,0.0,0.42,0.4,0.3,0.3,0.28,0.2,0.2,0.25,0.24,0.29,0.24,0.25,0.24,0.26,0.21,0.21,0.21,0.17,0.23,0.22,0.22,0.24,0.22,0.23,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.16,0.14,0.17,0.13,0.15,0.21,0.14,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.13,0.13,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.13,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.09,0.05,0.06,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.05,0.06,0.07,0.0,0.07,0.06,0.08,0.06,0.06,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.07,0.07,0.06,0.0,0.0,0.05,0.0,0.0,0.42,0.06,0.06,0.05,0.0,0.0,0.0,97.58
09/10/2021,21.95,9.45,6.47,3.32,3.83,2.63,2.63,2.43,1.66,1.54,1.37,1.31,1.03,1.09,0.83,0.89,0.85,0.76,0.93,0.84,0.93,0.75,0.69,0.64,0.72,0.56,0.5,0.51,0.43,0.45,0.45,0.44,0.41,0.34,0.3,0.44,0.35,0.32,0.44,0.31,0.28,0.36,0.43,0.38,0.35,0.38,0.36,0.0,0.42,0.4,0.3,0.3,0.28,0.2,0.2,0.25,0.24,0.29,0.24,0.25,0.24,0.26,0.21,0.21,0.21,0.17,0.23,0.22,0.22,0.24,0.22,0.23,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.16,0.14,0.17,0.13,0.15,0.21,0.14,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.13,0.13,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.13,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.09,0.05,0.06,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.05,0.06,0.07,0.0,0.07,0.06,0.08,0.06,0.06,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.07,0.07,0.06,0.0,0.0,0.05,0.0,0.0,0.42,0.06,0.06,0.05,0.0,0.0,0.0,97.58
09/13/2021,21.95,9.45,6.47,3.32,3.83,2.63,2.63,2.43,1.66,1.54,1.37,1.31,1.03,1.09,0.83,0.89,0.85,0.76,0.93,0.84,0.93,0.75,0.69,0.64,0.72,0.56,0.5,0.51,0.43,0.45,0.45,0.44,0.41,0.34,0.3,0.44,0.35,0.32,0.44,0.31,0.28,0.36,0.43,0.38,0.35,0.38,0.36,0.0,0.42,0.4,0.3,0.3,0.28,0.2,0.2,0.25,0.24,0.29,0.24,0.25,0.24,0.26,0.21,0.21,0.21,0.17,0.23,0.22,0.22,0.24,0.22,0.23,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.16,0.14,0.17,0.13,0.15,0.21,0.14,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.13,0.13,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.13,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.09,0.05,0.06,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.05,0.06,0.07,0.0,0.07,0.06,0.08,0.06,0.06,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.07,0.07,0.06,0.0,0.0,0.05,0.0,0.0,0.42,0.06,0.06,0.05,0.0,0.0,0.0,97.58
09/14/2021,21.95,9.45,6.47,3.32,3.83,2.63,2.63,2.43,1.66,1.54,1.37,1.31,1.03,1.09,0.83,0.89,0.85,0.76,0.93,0.84,0.93,0.75,0.69,0.64,0.72,0.56,0.5,0.51,0.43,0.45,0.45,0.44,0.41,0.34,0.3,0.44,0.35,0.32,0.44,0.31,0.28,0.36,0.43,0.38,0.35,0.38,0.36,0.0,0.42,0.4,0.3,0.3,0.28,0.2,0.2,0.25,0.24,0.29,0.24,0.25,0.24,0.26,0.21,0.21,0.21,0.17,0.23,0.22,0.22,0.24,0.22,0.23,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.16,0.14,0.17,0.13,0.15,0.21,0.14,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.13,0.13,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.13,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.09,0.05,0.06,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.05,0.06,0.07,0.0,0.07,0.06,0.08,0.06,0.06,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.07,0.07,0.06,0.0,0.0,0.05,0.0,0.0,0.42,0.06,0.06,0.05,0.0,0.0,0.0,97.58
09/15/2021,21.95,9.45,6.47,3.32,3.83,2.63,2.63,2.43,1.66,1.54,1.37,1.31,1.03,1.09,0.83,0.89,0.85,0.76,0.93,0.84,0.93,0.75,0.69,0.64,0.72,0.56,0.5,0.51,0.43,0.45,0.45,0.44,0.41,0.34,0.3,0.44,0.35,0.32,0.44,0.31,0.28,0.36,0.43,0.38,0.35,0.38,0.36,0.0,0.42,0.4,0.3,0.3,0.28,0.2,0.2,0.25,0.24,0.29,0.24,0.25,0.24,0.26,0.21,0.21,0.21,0.17,0.23,0.22,0.22,0.24,0.22,0.23,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.16,0.14,0.17,0.13,0.15,0.21,0.14,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.13,0.13,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.13,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.09,0.05,0.06,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.05,0.06,0.07,0.0,0.07,0.06,0.08,0.06,0.06,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.07,0.07,0.06,0.0,0.0,0.05,0.0,0.0,0.42,0.06,0.06,0.05,0.0,0.0,0.0,97.58
09/16/2021,21.95,9.45,6.47,3.32,3.83,2.63,2.63,2.43,1.66,1.54,1.37,1.31,1.03,1.09,0.83,0.89,0.85,0.76,0.93,0.84,0.93,0.75,0.69,0.64,0.72,0.56,0.5,0.51,0.43,0.45,0.45,0.44,0.41,0.34,0.3,0.44,0.35,0.32,0.44,0.31,0.28,0.36,0.43,0.38,0.35,0.38,0.36,0.0,0.42,0.4,0.3,0.3,0.28,0.2,0.2,0.25,0.24,0.29,0.24,0.25,0.24,0.26,0.21,0.21,0.21,0.17,0.23,0.22,0.22,0.24,0.22,0.23,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.16,0.14,0.17,0.13,0.15,0.21,0.14,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.13,0.13,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.13,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.09,0.05,0.06,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.05,0.06,0.07,0.0,0.07,0.06,0.08,0.06,0.06,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.07,0.07,0.06,0.0,0.0,0.05,0.0,0.0,0.42,0.06,0.06,0.05,0.0,0.0,0.0,97.58
09/17/2021,21.95,9.45,6.47,3.32,3.83,2.63,2.63,2.43,1.66,1.54,1.37,1.31,1.03,1.09,0.83,0.89,0.85,0.76,0.93,0.84,0.93,0.75,0.69,0.64,0.72,0.56,0.5,0.51,0.43,0.45,0.45,0.44,0.41,0.34,0.3,0.44,0.35,0.32,0.44,0.31,0.28,0.36,0.43,0.38,0.35,0.38,0.36,0.0,0.42,0.4,0.3,0.3,0.28,0.2,0.2,0.25,0.24,0.29,0.24,0.25,0.24,0.26,0.21,0.21,0.21,0.17,0.23,0.22,0.22,0.24,0.22,0.23,0.18,0.17,0.17,0.17,0.17,0.16,0.21,0.19,0.18,0.16,0.16,0.14,0.13,0.16,0.14,0.17,0.13,0.15,0.21,0.14,0.14,0.13,0.14,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.16,0.12,0.1,0.12,0.11,0.0,0.1,0.13,0.13,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.0,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.13,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.09,0.05,0.06,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.05,0.06,0.07,0.0,0.07,0.06,0.08,0.06,0.06,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.07,0.07,0.06,0.0,0.0,0.05,0.0,0.0,0.42,0.06,0.06,0.05,0.0,0.0,0.0,97.58
09/20/2021,23.47,10.01,6.17,3.17,3.7,2.58,2.48,2.19,1.71,1.58,1.16,1.52,0.94,0.96,0.78,0.96,0.76,0.69,0.91,0.76,0.93,0.72,0.65,0.61,0.62,0.55,0.5,0.48,0.38,0.4,0.38,0.38,0.43,0.36,0.32,0.48,0.33,0.37,0.51,0.35,0.29,0.34,0.39,0.38,0.39,0.38,0.35,0.0,0.4,0.38,0.28,0.3,0.27,0.21,0.26,0.24,0.29,0.26,0.24,0.21,0.22,0.26,0.24,0.2,0.19,0.18,0.2,0.24,0.22,0.24,0.21,0.22,0.15,0.19,0.16,0.16,0.17,0.16,0.21,0.18,0.16,0.16,0.15,0.13,0.13,0.16,0.14,0.18,0.13,0.15,0.2,0.16,0.14,0.14,0.13,0.2,0.14,0.15,0.16,0.12,0.12,0.14,0.15,0.12,0.13,0.15,0.11,0.11,0.12,0.0,0.1,0.13,0.14,0.11,0.11,0.09,0.11,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.11,0.09,0.08,0.11,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.07,0.0,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.07,0.07,0.07,0.08,0.08,0.0,0.08,0.07,0.07,0.06,0.07,0.13,0.07,0.06,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.06,0.06,0.06,0.1,0.06,0.06,0.05,0.06,0.06,0.08,0.06,0.08,0.06,0.06,0.0,0.05,0.07,0.0,0.07,0.0,0.09,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.06,0.0,0.07,0.06,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.35,0.0,0.06,0.0,0.11,0.05,0.05,97.71
