,IVV,S&P 500 INDEX SWAP,S&P 500 INDEX SWAP,S&P 500 INDEX SWAP,S&P 500 INDEX SWAP,S&P 500 INDEX SWAP,S&P 500 INDEX SWAP,DREYFUS GOVT CASH MGMT,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FS GOVT INST,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FINL SQ TRSRY INS,SUM
07/09/2021,20.58,16.99,16.96,11.75,10.5,8.41,5.52,3.38,2.19,1.46,0.79,0.76,0.37,0.35,0.0,0.0,100.00999999999999
