,Cash & Cash Equivalents,URUGUA 5.1 06/18/50,URUGUA 4.375 01/23/31,731011AU6,UA77213001,168863CF3,ID28094001,718286AY3,ID29785001,QATAR 9.75 06/15/30 144A,KZ76250001,74727PAL5,698299BM5,URUGUA 4.975 04/20/55,455780CS3,UA77215001,698299AW4,SA81309001,QATAR 5.103 04/23/48 REGS,195325CU7,731011AT9,Government of Ecuador 0.50 07/31/2035,GH114116001,RUSSIA 5.25 06/23/47 REGS,GH76996001,SA90987001,PY55066001,DO42270001,UA94321001,RU114198001,AE86442001,455780CH7,105756BX7,SA81311001,DO77871001,SA112322001,AE143329001,QA113505001,PY78581001,CN94159001,AM75243001,718286CG0,HR40376001,MA34260001,455780CF1,BH77310001,RU90740001,000A0ZYYP,KUWIB 3.5 03/20/27 REGS,EG82468001,OM216632001,168863CE6,KE90340001,KE43383001,91087BAA8,AE86441001,718286CB1,EG113081001,AZ41228001,105756BZ2,NA77095001,JO81403001,AE71067001,UZ113013001,195325DL6,JM76323001,TT40552001,SN84235001,OM119400001,JM76328001,OM82922001,MN34225001,BH33260001,715638BM3,OMAN 5.625 01/17/28 REGS,EG113082001,OM79424001,836205AU8,PA118807001,KSA 2.75 02/03/32 REGS,CR34139001,836205AX2,GH91395001,CL264865001,DO73877001,GH138705001,195325BR5,OM89655001,900123CK4,SA238409001,900123AL4,BH71072001,BY154515001,195325BM6,BR150945001,AR198527001,698299BF0,445545AF3,ZA91437001,Government of Ecuador 0.50 07/31/2030,CR74388001,105756BK5,715638AP7,RO91727001,DO203451001,AR198526001,QA30718001,CI31043001,ZM76321001,PA28171001,LK117509001,85227SAZ9,91086QBB3,ELSALV 7.65 06/15/35 REGS,DO92918001,PE220610001,ID40675001,GT115959001,718286BZ9,Government of Argentina 0.125 01/09/2038,RO40724001,903724AS1,UA77212001,698299BE3,718286CC9,445545AH9,91086QBF4,445545AJ5,CR129453001,105756CA6,UY26603001,BO39001001,RO159197001,PERU 2.783 01/23/31,DO138135001,Government of Ecuador 0.50 07/31/2040,105756BW9,900123AY6,283875AN2,AR198529001,77586RAC4,900123CJ7,91086QAV0,RO159198001,715638BU5,900123CP3,91087BAD2,PE256680001,91086QAG3,900123CF5,MX26581001,LK91016001,SRILAN 6.85 03/14/24 REGS,105756BB5,PERU 7.35 07/21/25,GT115960001,900123AW0,SV82784001,715638AU6,HN82305001,105756BY5,91087BAG5,900123BB5,BR150946001,BB134106001,91086QBE7,91086QAZ1,760942AS1,ECUA 0.5 07/31/35 REGS,SV71089001,ECUA 0 07/31/30 REGS,ARGENT 1 07/09/29,ARGENT 0.125 07/09/46,BELIZE 4.9375 02/20/34 REGS,EC196748001,LW2969266,PANAMA 6.7 01/26/36,SA137885001,BELRUS 5.875 02/24/26 REGS,PERU 2.78 12/01/60,PERU 4.125 08/25/27,AR198531001,Government of Argentina 0.125 07/09/2046,917288BK7,74727PAE1,SV27638001,SUM
07/09/2021,1.69,1.56,1.54,1.09,1.08,1.08,1.06,1.04,1.0,0.96,0.96,0.96,0.94,0.92,0.92,0.91,0.9,0.89,0.87,0.87,0.86,0.84,0.83,0.83,0.83,0.83,0.82,0.8,0.78,0.78,0.78,0.77,0.77,0.77,0.76,0.76,0.76,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.74,0.74,0.74,0.73,0.73,0.73,0.73,0.73,0.72,0.72,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.7,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.62,0.61,0.58,0.58,0.55,0.54,0.54,0.54,0.53,0.52,0.52,0.52,0.51,0.51,0.49,0.48,0.45,0.41,0.41,0.4,0.4,0.39,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.31,0.31,0.31,0.28,0.27,0.27,0.25,0.24,0.24,0.23,0.23,0.21,0.21,0.2,0.2,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.13,0.12,0.09,0.08,0.06,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/12/2021,1.75,1.56,1.54,1.09,1.08,1.07,1.06,1.04,1.0,0.96,0.97,0.96,0.94,0.92,0.91,0.9,0.0,0.89,0.87,0.87,0.85,0.84,0.83,0.83,0.83,0.82,0.82,0.8,0.78,0.78,0.78,0.77,0.77,0.77,0.76,0.76,0.76,0.75,0.75,0.75,0.75,0.74,0.74,0.75,0.74,0.74,0.74,0.74,0.73,0.73,0.73,0.73,0.72,0.72,0.72,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.7,0.7,0.69,0.69,0.7,0.69,0.69,0.68,0.68,0.69,0.69,0.69,0.68,0.68,0.68,0.0,0.67,0.67,0.66,0.66,0.66,0.64,0.65,0.65,0.64,0.64,0.64,0.62,0.0,0.58,0.58,0.55,0.54,0.54,0.54,0.53,0.52,0.52,0.52,0.51,0.51,0.49,0.48,0.45,0.41,0.41,0.42,0.42,0.39,0.38,0.37,0.0,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.31,0.31,0.31,0.0,0.27,0.27,0.25,0.24,0.24,0.23,0.24,0.22,0.2,0.2,0.2,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.13,0.12,0.09,0.0,0.0,0.04,0.01,0.01,0.9,0.67,0.61,0.37,0.28,0.08,0.06,0.0,0.0,0.0,100.01
07/13/2021,1.75,1.56,1.54,1.09,1.08,1.07,1.06,1.04,1.0,0.96,0.97,0.96,0.94,0.92,0.91,0.9,0.0,0.89,0.87,0.87,0.85,0.84,0.83,0.83,0.83,0.82,0.82,0.8,0.78,0.78,0.78,0.77,0.77,0.77,0.76,0.76,0.76,0.75,0.75,0.75,0.75,0.74,0.74,0.75,0.74,0.74,0.74,0.74,0.73,0.73,0.73,0.73,0.72,0.72,0.72,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.7,0.7,0.69,0.69,0.7,0.69,0.69,0.68,0.68,0.69,0.69,0.69,0.68,0.68,0.68,0.0,0.67,0.67,0.66,0.66,0.66,0.64,0.65,0.65,0.64,0.64,0.64,0.62,0.0,0.58,0.58,0.55,0.54,0.54,0.54,0.53,0.52,0.52,0.52,0.51,0.51,0.49,0.48,0.45,0.41,0.41,0.42,0.42,0.39,0.38,0.37,0.0,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.31,0.31,0.31,0.0,0.27,0.27,0.25,0.24,0.24,0.23,0.24,0.22,0.2,0.2,0.2,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.13,0.12,0.09,0.0,0.0,0.04,0.01,0.01,0.9,0.67,0.61,0.37,0.28,0.08,0.06,0.0,0.0,0.0,100.01
07/15/2021,1.76,1.56,0.0,1.09,1.08,1.07,1.06,1.04,1.0,0.0,0.97,0.96,0.94,0.92,0.92,0.9,0.0,0.89,0.87,0.86,0.86,0.84,0.83,0.83,0.83,0.82,0.82,0.8,0.78,0.78,0.78,0.77,0.77,0.77,0.76,0.76,0.76,0.75,0.75,0.75,0.75,0.74,0.74,0.75,0.74,0.74,0.74,0.74,0.73,0.73,0.73,0.72,0.72,0.72,0.72,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.69,0.7,0.69,0.69,0.7,0.69,0.69,0.68,0.68,0.69,0.69,0.69,0.68,0.68,0.68,0.0,0.67,0.67,0.66,0.66,0.65,0.64,0.64,0.66,0.64,0.64,0.63,0.62,0.61,0.58,0.58,0.55,0.54,0.54,0.54,0.53,0.52,0.52,0.52,0.51,0.51,0.49,0.48,0.45,0.41,0.41,0.42,0.42,0.38,0.0,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.33,0.32,0.31,0.31,0.31,0.28,0.27,0.26,0.25,0.24,0.24,0.23,0.24,0.22,0.2,0.2,0.2,0.2,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.13,0.11,0.09,0.08,0.0,0.04,0.01,0.01,0.9,0.67,0.0,0.0,0.0,0.0,0.06,1.53,0.96,0.37,99.94
