,BABA,FB,TCEHY,SPOT,NFLX,BRK.B,JD,TSLX,NOW,AMZN,Warrant on Airbnb Inc Ordinary Shares - Class A,WDAY,ETSY,SBUX,GOOGL,ADYEY,FGXXX,The Howard Hughes Corp,AAPL,ACGL,CUZ,PINS,PYPL,TEAM,RBLX,ALGN,Tencent Holdings Ltd ADR,SAR.AX,HHC,ABNB,Adyen NV ADR,n/a,V,601319.SS,MSFT,DDOG,DLO,ADBE,MA,DBX,SUM
07/27/2021,14.67,13.92,10.73,7.17,4.63,4.48,4.69,4.36,4.27,3.84,0.0,3.38,3.2,2.92,2.81,0.0,1.34,0.0,2.06,1.22,1.03,0.58,0.58,0.53,0.44,0.46,0.0,0.65,0.73,2.49,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/28/2021,14.23,14.74,10.19,6.98,4.61,4.42,4.47,4.31,4.37,3.88,0.0,3.39,3.39,3.06,2.91,0.0,1.33,0.0,2.09,1.21,1.01,0.61,0.59,0.53,0.45,0.47,0.0,0.64,0.72,2.46,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/29/2021,13.53,15.2,0.0,7.06,4.73,4.53,4.18,4.43,4.46,4.02,0.0,3.45,3.42,3.13,3.0,3.0,1.36,0.0,2.15,1.25,1.03,0.62,0.6,0.54,0.44,0.48,9.38,0.67,0.73,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
07/30/2021,13.53,15.2,9.38,7.06,4.73,4.53,4.18,4.43,4.46,4.02,0.0,3.45,3.42,3.13,3.0,0.0,1.36,0.0,2.15,1.25,1.03,0.62,0.6,0.54,0.44,0.48,0.0,0.67,0.73,2.58,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/02/2021,13.81,15.22,9.62,6.55,4.75,4.52,4.44,4.45,4.45,3.94,0.0,3.38,3.37,3.04,3.05,0.0,1.36,0.0,2.09,1.23,1.03,0.62,0.59,0.54,0.45,0.47,0.0,0.67,0.73,2.6,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/03/2021,13.81,15.22,0.0,6.55,4.75,4.52,4.44,4.45,4.45,3.94,0.0,3.38,3.37,3.04,3.05,3.04,1.36,0.0,2.09,1.23,1.03,0.62,0.59,0.54,0.45,0.47,9.62,0.67,0.73,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,13.81,15.22,0.0,6.55,4.75,4.52,4.44,4.45,4.45,3.94,0.0,3.38,3.37,3.04,3.05,3.04,1.36,0.0,2.09,1.23,1.03,0.62,0.59,0.54,0.45,0.47,9.62,0.67,0.73,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/05/2021,13.81,15.22,0.0,6.55,4.75,4.52,4.44,4.45,4.45,3.94,0.0,3.38,3.37,3.04,3.05,3.04,1.36,0.0,2.09,1.23,1.03,0.62,0.59,0.54,0.45,0.47,9.62,0.67,0.73,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/06/2021,14.23,14.65,0.0,6.54,4.78,4.68,4.54,4.51,4.56,3.74,0.0,3.48,3.23,3.03,3.11,3.12,1.39,0.0,2.17,1.3,1.04,0.5,0.54,0.67,0.45,0.55,9.05,0.37,0.74,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/09/2021,16.84,15.12,0.0,6.63,4.91,4.65,7.02,4.42,4.64,4.51,0.0,3.48,3.57,0.0,4.12,3.16,1.34,0.0,2.16,1.32,0.0,0.0,0.56,0.7,0.46,1.04,0.0,0.39,0.0,3.13,0.0,4.31,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/10/2021,16.84,15.12,0.0,6.63,4.91,4.65,7.02,4.42,4.64,4.51,0.0,3.48,3.57,0.0,4.12,3.16,1.34,0.0,2.16,1.32,0.0,0.0,0.56,0.7,0.46,1.04,0.0,0.39,0.0,3.13,0.0,4.31,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/11/2021,16.84,15.12,0.0,6.63,4.91,4.65,7.02,4.42,4.64,4.51,0.0,3.48,3.57,0.0,4.12,3.16,1.34,0.0,2.16,1.32,0.0,0.0,0.56,0.7,0.46,1.04,0.0,0.39,0.0,3.13,0.0,4.31,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/12/2021,16.34,14.92,0.0,6.67,4.82,4.72,7.05,4.43,4.54,4.42,0.0,3.42,3.55,0.0,4.1,3.1,2.26,0.0,2.13,1.32,0.0,0.0,0.55,0.68,0.49,1.02,0.0,0.38,0.0,3.08,0.0,4.51,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/13/2021,16.42,14.94,0.0,6.41,4.79,4.76,7.07,4.5,4.46,4.4,0.0,3.38,3.66,0.0,4.11,3.11,2.27,0.0,2.13,1.33,0.0,0.0,0.54,0.67,0.49,1.02,0.0,0.38,0.0,3.06,0.0,4.62,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/16/2021,16.1,15.03,0.0,6.41,4.75,4.79,6.96,4.54,4.51,4.39,0.0,3.45,3.76,0.0,4.12,3.09,2.27,0.0,2.18,1.36,0.0,0.0,0.54,0.69,0.47,1.05,0.0,0.39,0.0,3.13,0.0,4.56,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/17/2021,16.1,15.03,4.56,6.41,4.75,4.79,6.96,4.54,4.51,4.39,0.0,3.45,3.76,0.0,4.12,0.0,2.27,0.0,2.18,1.36,0.0,0.0,0.54,0.69,0.47,1.05,0.0,0.39,0.0,3.13,0.0,3.09,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/18/2021,15.9,15.1,0.0,6.32,4.81,4.77,6.92,4.55,4.57,4.39,0.0,3.48,3.75,0.0,4.15,3.13,2.28,0.0,2.19,1.37,0.0,0.0,0.55,0.69,0.48,1.03,0.0,0.39,0.0,3.17,0.0,4.52,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/19/2021,15.9,15.1,0.0,6.32,4.81,4.77,6.92,4.55,4.57,4.39,0.0,3.48,3.75,0.0,4.15,3.13,2.28,0.0,2.19,1.37,0.0,0.0,0.55,0.69,0.48,1.03,0.0,0.0,0.0,3.17,0.0,4.52,1.47,0.39,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/20/2021,15.58,15.42,0.0,6.32,4.89,4.85,6.68,4.58,4.57,4.45,0.0,3.46,3.76,0.0,4.22,3.17,2.31,0.0,2.24,1.39,0.0,0.0,0.56,0.69,0.46,1.04,0.0,0.39,0.0,3.12,0.0,4.36,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/23/2021,14.19,15.47,0.0,6.43,5.32,4.95,6.46,4.52,4.79,4.45,0.0,3.58,3.93,0.0,4.29,3.48,2.39,0.0,2.26,1.43,0.0,0.0,0.56,0.72,0.49,1.06,0.0,0.38,0.0,3.1,0.0,4.22,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/24/2021,14.19,15.47,0.0,6.43,5.32,4.95,6.46,4.52,4.79,4.45,0.0,3.58,3.93,0.0,4.29,3.48,2.39,0.0,2.26,1.43,0.0,0.0,0.56,0.72,0.49,1.06,0.0,0.38,0.0,3.1,0.0,4.22,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/25/2021,13.76,15.44,0.0,6.7,5.27,4.88,6.51,4.52,4.83,4.41,0.0,3.59,4.02,0.0,4.28,3.58,2.36,0.0,2.25,1.43,0.0,0.0,0.56,0.73,0.49,1.05,0.0,0.38,0.0,3.08,0.0,4.34,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/26/2021,15.93,15.07,0.0,6.61,4.69,3.91,8.26,3.25,4.81,4.34,0.0,3.56,3.83,0.0,4.21,3.59,2.27,0.0,2.19,1.02,0.0,0.0,0.55,0.72,0.98,1.04,0.0,0.38,0.0,3.04,0.0,4.27,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/27/2021,16.68,14.89,4.59,6.59,4.6,3.85,9.28,3.21,4.74,4.32,0.0,3.54,3.85,0.0,4.17,0.0,0.5,0.0,2.15,1.0,0.0,0.0,0.54,0.71,1.01,1.04,0.0,0.34,0.0,3.35,0.0,3.61,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/30/2021,16.2,14.98,0.0,6.64,4.62,3.87,9.59,3.24,4.8,4.37,0.0,3.59,4.1,0.0,4.22,3.47,0.5,0.0,2.14,1.0,0.0,0.0,0.54,0.71,0.98,1.03,0.0,0.32,0.0,3.2,0.0,4.45,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,16.2,14.98,0.0,6.64,4.62,3.87,9.59,3.24,4.8,4.37,0.0,3.59,4.1,0.0,4.22,3.47,0.5,0.0,2.14,1.0,0.0,0.0,0.54,0.71,0.98,1.03,0.0,0.32,0.0,3.2,0.0,4.45,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/01/2021,15.56,15.25,0.0,6.65,4.67,3.87,9.47,3.25,4.84,4.39,0.0,3.9,4.04,0.0,4.27,3.57,0.5,0.0,2.15,1.0,0.0,0.0,0.54,0.72,0.97,1.03,0.0,0.32,0.0,3.22,0.0,4.35,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/02/2021,15.56,15.25,0.0,6.65,4.67,3.87,9.47,3.25,4.84,4.39,0.0,3.9,4.04,0.0,4.27,3.57,0.5,0.0,2.15,1.0,0.0,0.0,0.54,0.72,0.97,1.03,0.0,0.32,0.0,3.22,0.0,4.35,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/03/2021,15.61,15.36,0.0,6.76,4.66,3.81,9.37,3.16,4.85,4.5,0.0,3.88,4.13,0.0,4.24,3.53,0.54,0.0,2.18,0.98,0.0,0.0,0.56,0.73,0.91,1.02,0.0,0.35,0.0,3.21,0.0,4.24,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/06/2021,16.2,14.82,0.0,7.22,4.75,3.72,9.59,3.1,4.88,4.46,0.0,3.79,3.96,0.0,4.11,3.4,0.32,0.0,2.14,0.92,0.0,0.0,0.54,0.74,0.92,1.03,0.0,0.35,0.0,3.17,0.0,4.51,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/07/2021,16.2,14.82,4.51,7.22,4.75,3.72,9.59,3.1,4.88,4.46,0.0,3.79,3.96,0.0,4.11,3.4,0.32,0.0,2.14,0.92,0.0,0.0,0.54,0.74,0.92,1.03,0.0,0.0,0.0,3.17,0.0,0.35,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/08/2021,16.2,14.82,4.51,7.22,4.75,3.72,9.59,3.1,4.88,4.46,0.0,3.79,3.96,0.0,4.11,3.4,0.32,0.0,2.14,0.92,0.0,0.0,0.54,0.74,0.92,1.03,0.0,0.0,0.0,3.17,0.0,0.35,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/09/2021,16.03,14.85,4.49,7.07,4.76,3.68,9.54,3.11,5.02,4.48,0.0,3.88,4.09,0.0,4.12,3.39,0.32,0.0,2.15,0.91,0.0,0.0,0.55,0.75,0.91,1.02,0.0,0.0,0.0,3.18,0.0,0.35,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/10/2021,16.24,14.86,4.7,7.12,4.82,3.58,9.8,3.0,4.81,4.45,0.0,3.78,3.95,0.0,4.08,3.29,0.32,0.0,2.15,0.89,0.0,0.0,0.55,0.74,0.91,1.0,0.0,0.0,0.0,3.27,0.0,0.36,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/13/2021,16.02,14.86,4.62,7.07,4.87,3.63,9.74,3.03,4.82,4.52,0.0,3.79,3.97,0.0,4.11,3.33,0.27,0.0,2.15,0.92,0.0,0.0,0.54,0.74,0.91,1.03,0.0,0.0,0.0,3.29,0.0,0.36,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/14/2021,15.83,15.0,4.53,7.02,4.84,3.65,9.64,3.07,4.83,4.51,0.0,3.79,4.04,0.0,4.14,3.38,0.27,0.0,2.16,0.92,0.0,0.0,0.55,0.75,0.95,1.04,0.0,0.0,0.0,3.36,0.0,0.37,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/15/2021,15.93,15.05,4.47,7.08,4.86,3.65,9.7,3.05,4.82,4.49,0.0,3.76,4.05,0.0,4.07,3.39,0.27,0.0,2.09,0.91,0.0,0.0,0.54,0.75,0.97,1.03,0.0,0.0,0.0,3.35,0.0,0.37,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/16/2021,15.93,15.05,4.47,7.08,4.86,3.65,9.7,3.05,4.82,4.49,0.0,3.76,4.05,0.0,4.07,3.39,0.27,0.0,2.09,0.91,0.0,0.0,0.54,0.75,0.97,1.03,0.0,0.0,0.0,3.35,0.0,0.37,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/17/2021,15.82,15.1,4.44,7.05,4.83,3.71,9.73,3.07,4.8,4.52,0.0,3.8,4.01,0.0,4.15,3.37,0.27,0.0,2.12,0.94,0.0,0.0,0.54,0.75,0.94,1.02,0.0,0.0,0.0,3.28,0.0,0.36,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/20/2021,15.27,15.17,4.26,7.09,4.83,3.73,9.41,3.07,4.95,4.6,0.0,3.88,4.14,0.0,4.26,3.51,0.27,0.0,2.13,0.94,0.0,0.0,0.55,0.79,0.92,1.03,0.0,0.0,0.0,3.44,0.0,0.38,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/21/2021,15.09,15.11,4.26,7.05,4.85,3.71,9.46,3.03,4.98,4.61,0.0,3.89,4.26,0.0,4.23,3.56,0.27,0.0,2.13,0.93,0.0,0.0,0.55,0.81,0.91,1.06,0.0,0.0,0.0,3.71,0.0,0.15,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/22/2021,15.09,15.11,4.26,7.05,4.85,3.71,9.46,3.03,4.98,4.61,0.0,3.89,4.26,0.0,4.23,3.56,0.27,0.0,2.13,0.93,0.0,0.0,0.55,0.81,0.91,1.06,0.0,0.0,0.0,3.71,0.0,0.15,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/23/2021,15.09,15.11,4.26,7.05,4.85,3.71,9.46,3.03,4.98,4.61,0.0,3.89,4.26,0.0,4.23,3.56,0.27,0.0,2.13,0.93,0.0,0.0,0.55,0.81,0.91,1.06,0.0,0.0,0.0,3.71,0.0,0.15,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/24/2021,15.17,15.15,9.76,3.8,3.54,3.83,4.43,2.62,4.81,4.62,0.0,1.05,4.39,0.0,8.02,2.31,0.29,0.0,2.14,0.0,0.0,0.0,1.73,0.85,1.44,1.08,0.0,0.0,0.0,1.44,0.0,0.15,3.77,0.0,2.56,1.06,0.0,0.0,0.0,0.0,100.01
09/27/2021,15.28,14.48,9.85,3.79,3.63,3.82,4.56,2.64,4.85,4.65,0.0,1.05,4.35,0.0,8.06,2.32,0.29,0.0,2.17,0.0,0.0,0.0,1.74,0.85,1.47,1.09,0.0,0.0,0.0,1.44,0.0,0.15,3.8,0.0,2.58,1.08,0.0,0.0,0.0,0.0,99.99
09/28/2021,14.83,14.23,9.75,3.69,3.56,3.78,4.46,2.6,4.74,4.58,0.0,1.02,4.32,0.0,7.91,2.31,2.03,0.0,2.13,0.0,0.0,0.0,1.74,0.84,1.45,1.07,0.0,0.0,0.0,1.44,0.0,0.15,3.8,0.0,2.52,1.04,0.0,0.0,0.0,0.0,99.99
09/29/2021,14.33,14.62,9.57,3.64,3.58,3.8,4.36,2.61,4.79,4.63,0.0,1.02,4.34,0.0,8.02,2.25,2.04,0.0,2.15,0.0,0.0,0.0,1.74,0.85,1.48,1.08,0.0,0.0,0.0,1.46,0.0,0.16,3.88,0.0,2.54,1.05,0.0,0.0,0.0,0.0,99.99
09/30/2021,14.33,14.62,9.57,3.64,3.58,3.8,4.36,2.61,4.79,4.63,0.0,1.02,4.34,0.0,8.02,2.25,2.04,0.0,2.15,0.0,0.0,0.0,1.74,0.85,1.48,1.08,0.0,0.0,0.0,1.46,0.0,0.16,3.88,0.0,2.54,1.05,0.0,0.0,0.0,0.0,99.99
10/01/2021,15.33,14.37,9.87,3.66,3.59,3.86,4.53,2.66,4.49,4.56,0.0,0.98,4.21,0.0,7.8,2.14,2.08,0.0,2.11,0.0,0.0,0.0,1.67,0.8,1.4,1.03,0.0,0.0,0.0,1.42,0.0,0.15,3.85,0.0,2.45,0.99,0.0,0.0,0.0,0.0,100.0
10/04/2021,15.01,14.49,9.86,3.59,3.73,3.91,4.35,2.7,4.58,4.59,0.0,0.98,4.11,0.0,7.8,2.14,2.1,0.0,2.15,0.0,0.0,0.0,1.67,0.82,1.4,1.03,0.0,0.0,0.0,1.44,0.0,0.15,3.91,0.0,2.48,1.01,0.0,0.0,0.0,0.0,100.0
10/05/2021,15.02,14.44,10.08,3.66,3.79,3.84,4.38,2.68,4.6,4.56,0.0,0.97,4.16,0.0,7.74,2.07,2.1,0.0,2.12,0.0,0.0,0.0,1.68,0.83,1.38,1.02,0.0,0.0,0.0,1.43,0.0,0.15,3.83,0.0,2.45,1.03,0.0,0.0,0.0,0.0,100.01
10/06/2021,14.61,14.57,9.91,3.72,3.8,3.87,4.24,2.71,4.67,4.55,0.0,0.99,4.08,0.0,7.9,2.09,2.1,0.0,2.14,0.0,0.0,0.0,1.7,0.83,1.38,1.01,0.0,0.0,0.0,1.47,0.0,0.16,3.96,0.0,2.51,1.05,0.0,0.0,0.0,0.0,100.01999999999998
10/07/2021,14.52,14.23,10.0,3.7,3.84,3.94,4.31,2.8,4.68,4.54,0.0,1.0,4.07,0.0,7.94,2.07,2.15,0.0,2.14,0.0,0.0,0.0,1.68,0.83,1.46,1.0,0.0,0.0,0.0,1.44,0.0,0.15,3.96,0.0,2.53,1.03,0.0,0.0,0.0,0.0,100.01
10/08/2021,14.52,14.23,10.0,3.7,3.84,3.94,4.31,2.8,4.68,4.54,0.0,1.0,4.07,0.0,7.94,2.07,2.15,0.0,2.14,0.0,0.0,0.0,1.68,0.83,1.46,1.0,0.0,0.0,0.0,1.44,0.0,0.15,3.96,0.0,2.53,1.03,0.0,0.0,0.0,0.0,100.01
10/11/2021,14.62,14.2,9.81,3.77,3.97,3.94,4.35,2.72,4.65,4.53,0.0,1.0,4.19,0.0,7.97,2.1,2.1,0.0,2.13,0.0,0.0,0.0,1.7,0.83,1.35,0.99,0.0,0.0,0.0,1.43,0.0,0.15,3.9,0.0,2.55,1.05,0.0,0.0,0.0,0.0,100.0
10/12/2021,14.62,14.2,9.81,3.77,3.97,3.94,4.35,2.72,4.65,4.53,0.0,1.0,4.19,0.0,7.97,2.1,2.1,0.0,2.13,0.0,0.0,0.0,1.7,0.83,1.35,0.99,0.0,0.0,0.0,1.43,0.0,0.15,3.9,0.0,2.55,1.05,0.0,0.0,0.0,0.0,100.0
10/13/2021,14.62,14.2,9.81,3.77,3.97,3.94,4.35,2.72,4.65,4.53,0.0,1.0,4.19,0.0,7.97,2.1,2.1,0.0,2.13,0.0,0.0,0.0,1.7,0.83,1.35,0.99,0.0,0.0,0.0,1.43,0.0,0.15,3.9,0.0,2.55,1.05,0.0,0.0,0.0,0.0,100.0
10/14/2021,15.92,13.64,10.36,3.68,3.81,3.88,4.63,2.65,4.43,4.43,0.0,0.97,4.12,0.0,7.87,2.0,1.99,0.0,2.08,0.0,0.0,0.0,1.63,0.8,1.25,0.96,0.0,0.0,0.0,1.56,0.0,0.0,3.85,0.0,2.49,1.0,0.0,0.0,0.0,0.0,100.0
10/15/2021,16.18,13.48,10.11,3.74,3.79,3.83,4.65,2.73,4.55,4.41,0.0,0.98,4.17,0.0,7.73,2.02,2.01,0.0,2.08,0.0,0.0,0.0,1.61,0.82,1.29,0.94,0.0,0.0,0.0,1.59,0.0,0.0,3.77,0.0,2.49,1.04,0.0,0.0,0.0,0.0,100.01
10/18/2021,7.73,14.86,11.63,3.85,3.76,2.81,4.7,2.69,4.87,6.82,0.0,1.01,4.13,0.0,7.79,3.24,1.87,0.0,2.07,0.0,0.0,0.0,1.64,0.82,1.82,0.87,0.0,0.0,0.0,1.54,0.0,0.0,3.71,0.0,2.52,1.07,1.16,1.03,0.0,0.0,100.01000000000002
10/19/2021,7.73,14.86,11.63,3.85,3.76,2.81,4.7,2.69,4.87,6.82,0.0,1.01,4.13,0.0,7.79,3.24,1.87,0.0,2.07,0.0,0.0,0.0,1.64,0.82,1.82,0.87,0.0,0.0,0.0,1.54,0.0,0.0,3.71,0.0,2.52,1.07,1.16,1.03,0.0,0.0,100.01000000000002
10/20/2021,7.7,14.53,11.71,3.8,3.68,2.8,4.67,2.65,4.89,6.97,0.0,1.0,4.18,0.0,7.72,3.22,2.24,0.0,2.06,0.0,0.0,0.0,1.63,0.81,1.85,0.85,0.0,0.0,0.0,1.51,0.0,0.0,3.76,0.0,2.51,1.07,1.17,1.02,0.0,0.0,100.0
10/21/2021,7.57,14.85,11.6,3.79,3.7,2.76,4.68,2.65,4.86,6.98,0.0,0.99,4.27,0.0,7.71,3.18,2.22,0.0,2.06,0.0,0.0,0.0,1.63,0.82,1.86,0.85,0.0,0.0,0.0,1.52,0.0,0.0,3.71,0.0,2.51,1.08,1.15,1.03,0.0,0.0,100.02999999999996
10/22/2021,7.57,14.85,11.6,3.79,3.7,2.76,4.68,2.65,4.86,6.98,0.0,0.99,4.27,0.0,7.71,3.18,2.22,0.0,2.06,0.0,0.0,0.0,1.63,0.82,1.86,0.85,0.0,0.0,0.0,1.52,0.0,0.0,3.71,0.0,2.51,1.08,1.15,1.03,0.0,0.0,100.02999999999996
10/25/2021,7.94,14.91,11.68,3.78,3.58,2.77,4.79,2.64,4.91,6.83,0.0,1.0,4.31,0.0,7.57,3.24,2.19,0.0,2.07,0.0,0.0,0.0,1.54,0.8,1.86,0.86,0.0,0.0,0.0,1.48,0.0,0.0,3.68,0.0,2.48,1.07,0.99,1.03,0.0,0.0,100.0
10/26/2021,7.93,14.91,11.6,3.82,3.73,2.75,4.69,2.64,4.93,6.85,0.0,1.01,4.35,0.0,7.55,3.21,2.18,0.0,2.07,0.0,0.0,0.0,1.44,0.81,1.96,0.84,0.0,0.0,0.0,1.48,0.0,0.0,3.65,0.0,2.5,1.08,0.95,1.04,0.0,0.0,99.97
