,AAPL,MSFT,AMZN,FB,JNJ,JPM,GOOG,GOOGL,BRK.B,CMCSA,INTC,UNH,V,VZ,MA,BAC,PG,CSCO,QCOM,NVDA,PFE,PEP,ORCL,WMT,UNP,TGT,KO,T,DIS,HD,TXN,LLY,ACN,MS,MRK,AXP,CHTR,ABBV,LOW,ADBE,AVGO,XOM,CVX,LRCX,NKE,CAT,AMAT,IBM,WFC,TMO,COST,AMGN,GNRC,MSCI,CSX,C,MMM,UPS,DHR,MU,BBY,ANTM,HON,GS,SCHW,DE,COP,RTX,ODFL,GM,CVS,ABT,PYPL,CI,SPGI,NSC,TSLA,GILD,TROW,BMY,ALGN,NFLX,MCD,MDT,APTV,F,USB,FDX,AMP,ZTS,COF,TMUS,ZBRA,BKNG,MO,CRL,URI,TJX,HUM,IDXX,KR,INTU,TEL,SIVB,FCX,ADP,LMT,DFS,PNC,SHW,ETN,PPG,KLAC,HZNP,NUE,SYF,CPRT,WST,ALL,PH,ON,AON,DHI,SWKS,MRVL,LBRDK,JCI,ADI,SBUX,LIN,EMR,CNC,BLK,PAYC,EL,LPLA,CMI,CTAS,EBAY,ITW,TRV,RSG,CBRE,DOW,CTLT,ORLY,KEYS,WM,MOH,NDAQ,TT,DG,MPC,BLL,CB,BK,AVY,IQV,LYB,MCO,ALLY,TFC,BIIB,ENTG,ICE,DVA,TER,MMC,ALB,CARR,CDW,NOC,SEDG,QRVO,CDNS,FTNT,JBL,LUV,KSU,STLD,CMG,WSM,HBAN,DECK,LEN,PAYX,GPN,ROK,MTD,PGR,ATVI,XLNX,LH,LULU,FIS,WBA,MDLZ,MET,PCAR,GLW,ADM,MCHP,GD,SNPS,RMD,TSCO,SLB,DOV,PWR,A,HIG,PXD,MAR,KMX,COG,EOG,VLO,CTRA,ULTA,BLDR,CTSH,CAR,ANET,CRM,POOL,EPAM,AMD,TREX,DLTR,ENPH,DDS,NEE,MCK,CERN,STX,DVN,FITB,OXY,TSN,CSL,FLT,WMB,CCK,APD,RS,WHR,PKG,CL,JBHT,IT,PKI,REGN,SWK,GXO,HPQ,AN,OKE,AJG,CIEN,UHAL,DRI,GPC,OMC,FISV,KEY,STT,GWW,PRU,NTRS,LHX,AFL,PHM,ABC,CE,PM,MORN,TDY,HLT,FICO,ROST,HES,WBD,DAR,CTVA,SYY,NEM,BX,GIS,SUM
01/06/2022,5.34,4.24,2.55,0.98,0.98,0.97,0.88,0.91,0.75,0.57,0.63,0.82,0.61,0.52,0.54,0.53,0.63,0.54,0.51,0.58,0.48,0.43,0.36,0.37,0.42,0.33,0.37,0.31,0.3,0.49,0.34,0.36,0.43,0.31,0.33,0.31,0.26,0.36,0.38,0.29,0.41,0.3,0.32,0.33,0.27,0.25,0.31,0.24,0.24,0.31,0.32,0.25,0.19,0.22,0.24,0.18,0.2,0.24,0.23,0.28,0.18,0.26,0.19,0.2,0.23,0.18,0.25,0.19,0.26,0.21,0.24,0.23,0.14,0.21,0.2,0.2,0.27,0.18,0.16,0.17,0.15,0.2,0.19,0.13,0.16,0.23,0.15,0.15,0.18,0.2,0.13,0.12,0.16,0.16,0.15,0.14,0.14,0.16,0.17,0.14,0.16,0.17,0.15,0.17,0.16,0.17,0.14,0.13,0.14,0.16,0.14,0.14,0.17,0.13,0.12,0.12,0.14,0.14,0.12,0.14,0.2,0.14,0.15,0.11,0.18,0.11,0.14,0.19,0.12,0.15,0.11,0.16,0.13,0.1,0.14,0.13,0.11,0.14,0.11,0.13,0.12,0.14,0.13,0.11,0.12,0.13,0.15,0.12,0.14,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.1,0.11,0.0,0.11,0.0,0.13,0.12,0.0,0.14,0.12,0.1,0.1,0.11,0.11,0.1,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.1,0.0,0.13,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1,0.11,0.12,0.0,0.1,0.0,0.0,0.11,0.12,0.0,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.49000000000001
01/07/2022,5.32,4.21,2.52,0.96,0.97,0.97,0.87,0.9,0.75,0.57,0.62,0.82,0.61,0.52,0.54,0.53,0.64,0.53,0.51,0.58,0.49,0.44,0.36,0.37,0.42,0.33,0.37,0.31,0.3,0.5,0.34,0.36,0.43,0.31,0.32,0.31,0.25,0.35,0.39,0.29,0.41,0.3,0.32,0.33,0.27,0.25,0.31,0.23,0.24,0.31,0.33,0.25,0.19,0.22,0.24,0.18,0.2,0.24,0.23,0.28,0.18,0.26,0.19,0.2,0.23,0.19,0.25,0.2,0.26,0.21,0.24,0.23,0.14,0.21,0.2,0.2,0.26,0.18,0.15,0.17,0.15,0.2,0.19,0.13,0.16,0.24,0.15,0.15,0.18,0.19,0.13,0.12,0.16,0.16,0.15,0.14,0.14,0.16,0.17,0.14,0.16,0.18,0.15,0.17,0.16,0.17,0.14,0.13,0.14,0.16,0.14,0.14,0.18,0.13,0.12,0.12,0.15,0.14,0.12,0.15,0.2,0.14,0.15,0.11,0.18,0.11,0.14,0.19,0.12,0.15,0.11,0.16,0.13,0.1,0.14,0.13,0.11,0.14,0.11,0.13,0.12,0.14,0.13,0.11,0.12,0.14,0.15,0.13,0.14,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.1,0.11,0.0,0.11,0.0,0.13,0.12,0.0,0.14,0.12,0.1,0.1,0.11,0.11,0.1,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.1,0.0,0.13,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,0.11,0.12,0.0,0.1,0.0,0.0,0.11,0.12,0.0,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.43000000000001
01/10/2022,5.3,4.0,2.52,0.93,0.99,1.01,0.84,0.87,0.79,0.57,0.66,0.81,0.63,0.55,0.57,0.57,0.65,0.51,0.53,0.55,0.47,0.44,0.36,0.38,0.43,0.33,0.38,0.33,0.3,0.5,0.34,0.34,0.41,0.33,0.34,0.33,0.25,0.36,0.38,0.26,0.41,0.34,0.33,0.32,0.27,0.27,0.31,0.25,0.27,0.29,0.32,0.25,0.17,0.2,0.24,0.19,0.2,0.25,0.22,0.28,0.19,0.26,0.19,0.21,0.25,0.2,0.27,0.21,0.25,0.23,0.25,0.22,0.14,0.21,0.19,0.2,0.28,0.18,0.15,0.17,0.13,0.19,0.19,0.14,0.16,0.27,0.16,0.15,0.19,0.18,0.13,0.12,0.15,0.17,0.15,0.12,0.14,0.16,0.17,0.13,0.17,0.16,0.15,0.17,0.16,0.17,0.15,0.13,0.15,0.16,0.14,0.15,0.17,0.13,0.13,0.12,0.14,0.13,0.12,0.15,0.2,0.14,0.14,0.11,0.18,0.11,0.14,0.19,0.12,0.15,0.11,0.16,0.13,0.0,0.13,0.14,0.11,0.13,0.11,0.13,0.13,0.13,0.13,0.11,0.11,0.13,0.14,0.12,0.14,0.12,0.11,0.11,0.13,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.0,0.12,0.12,0.0,0.14,0.12,0.1,0.1,0.11,0.11,0.0,0.0,0.11,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.11,0.0,0.11,0.11,0.1,0.0,0.13,0.0,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.1,0.12,0.0,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.38000000000001
01/11/2022,5.22,3.99,2.5,0.96,1.01,1.04,0.84,0.87,0.82,0.57,0.66,0.76,0.62,0.55,0.56,0.6,0.64,0.52,0.51,0.54,0.47,0.45,0.37,0.38,0.43,0.34,0.38,0.33,0.31,0.48,0.33,0.34,0.39,0.34,0.35,0.34,0.24,0.36,0.38,0.26,0.39,0.35,0.34,0.31,0.26,0.27,0.3,0.24,0.28,0.29,0.32,0.25,0.17,0.2,0.24,0.2,0.21,0.25,0.21,0.29,0.19,0.25,0.2,0.21,0.25,0.21,0.28,0.21,0.24,0.23,0.25,0.22,0.14,0.21,0.19,0.2,0.26,0.18,0.15,0.17,0.13,0.18,0.19,0.14,0.16,0.28,0.17,0.15,0.19,0.17,0.14,0.12,0.14,0.17,0.16,0.12,0.14,0.16,0.13,0.12,0.17,0.16,0.15,0.19,0.16,0.16,0.15,0.14,0.16,0.15,0.14,0.14,0.17,0.12,0.12,0.13,0.13,0.12,0.13,0.15,0.19,0.14,0.13,0.11,0.18,0.1,0.14,0.18,0.11,0.15,0.11,0.15,0.13,0.0,0.13,0.15,0.12,0.13,0.11,0.13,0.13,0.14,0.13,0.12,0.11,0.13,0.14,0.12,0.13,0.12,0.11,0.11,0.14,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.12,0.0,0.12,0.12,0.0,0.14,0.12,0.1,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.11,0.1,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.23
01/12/2022,5.22,3.99,2.5,0.96,1.01,1.04,0.84,0.87,0.82,0.57,0.66,0.76,0.62,0.55,0.56,0.6,0.64,0.52,0.51,0.54,0.47,0.45,0.37,0.38,0.43,0.34,0.38,0.33,0.31,0.48,0.33,0.34,0.39,0.34,0.35,0.34,0.24,0.36,0.38,0.26,0.39,0.35,0.34,0.31,0.26,0.27,0.3,0.24,0.28,0.29,0.32,0.25,0.17,0.2,0.24,0.2,0.21,0.25,0.21,0.29,0.19,0.25,0.2,0.21,0.25,0.21,0.28,0.21,0.24,0.23,0.25,0.22,0.14,0.21,0.19,0.2,0.26,0.18,0.15,0.17,0.13,0.18,0.19,0.14,0.16,0.28,0.17,0.15,0.19,0.17,0.14,0.12,0.14,0.17,0.16,0.12,0.14,0.16,0.13,0.12,0.17,0.16,0.15,0.19,0.16,0.16,0.15,0.14,0.16,0.15,0.14,0.14,0.17,0.12,0.12,0.13,0.13,0.12,0.13,0.15,0.19,0.14,0.13,0.11,0.18,0.1,0.14,0.18,0.11,0.15,0.11,0.15,0.13,0.0,0.13,0.15,0.12,0.13,0.11,0.13,0.13,0.14,0.13,0.12,0.11,0.13,0.14,0.12,0.13,0.12,0.11,0.11,0.14,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.12,0.0,0.12,0.12,0.0,0.14,0.12,0.1,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.11,0.1,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.23
01/13/2022,5.22,3.99,2.5,0.96,1.01,1.04,0.84,0.87,0.82,0.57,0.66,0.76,0.62,0.55,0.56,0.6,0.64,0.52,0.51,0.54,0.47,0.45,0.37,0.38,0.43,0.34,0.38,0.33,0.31,0.48,0.33,0.34,0.39,0.34,0.35,0.34,0.24,0.36,0.38,0.26,0.39,0.35,0.34,0.31,0.26,0.27,0.3,0.24,0.28,0.29,0.32,0.25,0.17,0.2,0.24,0.2,0.21,0.25,0.21,0.29,0.19,0.25,0.2,0.21,0.25,0.21,0.28,0.21,0.24,0.23,0.25,0.22,0.14,0.21,0.19,0.2,0.26,0.18,0.15,0.17,0.13,0.18,0.19,0.14,0.16,0.28,0.17,0.15,0.19,0.17,0.14,0.12,0.14,0.17,0.16,0.12,0.14,0.16,0.13,0.12,0.17,0.16,0.15,0.19,0.16,0.16,0.15,0.14,0.16,0.15,0.14,0.14,0.17,0.12,0.12,0.13,0.13,0.12,0.13,0.15,0.19,0.14,0.13,0.11,0.18,0.1,0.14,0.18,0.11,0.15,0.11,0.15,0.13,0.0,0.13,0.15,0.12,0.13,0.11,0.13,0.13,0.14,0.13,0.12,0.11,0.13,0.14,0.12,0.13,0.12,0.11,0.11,0.14,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.12,0.0,0.12,0.12,0.0,0.14,0.12,0.1,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.11,0.1,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.23
01/14/2022,5.26,3.98,2.53,0.96,0.98,1.03,0.85,0.88,0.81,0.58,0.68,0.77,0.61,0.54,0.55,0.59,0.62,0.53,0.52,0.55,0.47,0.44,0.37,0.38,0.42,0.33,0.38,0.33,0.31,0.47,0.34,0.34,0.39,0.34,0.35,0.34,0.24,0.36,0.38,0.27,0.39,0.36,0.35,0.31,0.24,0.27,0.3,0.23,0.29,0.29,0.31,0.26,0.18,0.2,0.23,0.2,0.2,0.24,0.22,0.28,0.19,0.26,0.2,0.21,0.26,0.21,0.29,0.21,0.24,0.23,0.25,0.22,0.14,0.22,0.19,0.19,0.27,0.18,0.15,0.18,0.13,0.18,0.18,0.14,0.15,0.28,0.17,0.15,0.19,0.17,0.14,0.12,0.14,0.17,0.15,0.13,0.14,0.16,0.14,0.12,0.17,0.16,0.15,0.18,0.16,0.16,0.15,0.14,0.16,0.15,0.14,0.14,0.17,0.12,0.12,0.13,0.13,0.12,0.12,0.15,0.2,0.14,0.14,0.11,0.18,0.1,0.14,0.19,0.11,0.15,0.11,0.16,0.13,0.0,0.13,0.15,0.11,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.11,0.13,0.14,0.12,0.13,0.12,0.11,0.11,0.14,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.12,0.0,0.12,0.12,0.0,0.14,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.13,0.0,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.13,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.31
01/17/2022,5.27,4.01,2.52,0.96,0.98,1.04,0.86,0.89,0.81,0.58,0.68,0.78,0.61,0.54,0.56,0.59,0.63,0.53,0.53,0.55,0.47,0.44,0.37,0.37,0.42,0.33,0.38,0.33,0.31,0.47,0.34,0.34,0.39,0.33,0.35,0.33,0.24,0.36,0.38,0.27,0.39,0.36,0.35,0.32,0.25,0.27,0.32,0.24,0.29,0.29,0.31,0.26,0.17,0.2,0.24,0.2,0.2,0.24,0.22,0.28,0.19,0.25,0.2,0.2,0.26,0.21,0.3,0.21,0.24,0.22,0.25,0.22,0.14,0.21,0.19,0.19,0.28,0.18,0.14,0.18,0.12,0.18,0.18,0.14,0.15,0.28,0.17,0.15,0.2,0.17,0.14,0.12,0.14,0.17,0.15,0.13,0.14,0.15,0.14,0.12,0.17,0.16,0.15,0.19,0.17,0.16,0.15,0.14,0.16,0.15,0.14,0.14,0.18,0.12,0.12,0.13,0.14,0.12,0.12,0.15,0.2,0.14,0.14,0.11,0.18,0.1,0.14,0.19,0.11,0.15,0.11,0.16,0.13,0.0,0.13,0.15,0.11,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.11,0.13,0.14,0.12,0.13,0.12,0.11,0.11,0.14,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.1,0.12,0.0,0.12,0.12,0.0,0.14,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.11,0.1,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.13,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.41
01/18/2022,5.21,3.88,2.48,0.95,0.98,1.05,0.85,0.88,0.82,0.59,0.68,0.77,0.62,0.55,0.56,0.59,0.63,0.53,0.52,0.53,0.47,0.45,0.37,0.38,0.42,0.33,0.39,0.34,0.31,0.47,0.34,0.33,0.38,0.33,0.35,0.33,0.24,0.36,0.38,0.26,0.38,0.36,0.35,0.32,0.25,0.28,0.32,0.24,0.29,0.28,0.31,0.26,0.17,0.19,0.24,0.21,0.21,0.25,0.21,0.29,0.19,0.25,0.2,0.21,0.26,0.21,0.29,0.21,0.23,0.23,0.25,0.21,0.14,0.22,0.19,0.2,0.26,0.18,0.14,0.18,0.12,0.18,0.19,0.14,0.15,0.29,0.17,0.15,0.2,0.17,0.14,0.12,0.14,0.17,0.16,0.13,0.14,0.15,0.14,0.12,0.18,0.15,0.15,0.18,0.17,0.16,0.15,0.15,0.16,0.15,0.14,0.14,0.17,0.11,0.12,0.13,0.14,0.12,0.12,0.16,0.2,0.14,0.14,0.11,0.17,0.1,0.13,0.19,0.11,0.15,0.11,0.16,0.13,0.0,0.12,0.15,0.12,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.1,0.13,0.14,0.12,0.13,0.12,0.11,0.11,0.14,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.1,0.12,0.0,0.12,0.12,0.0,0.14,0.12,0.1,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.11,0.1,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.12,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.13,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.150000000000006
01/19/2022,5.23,3.95,2.5,0.96,0.97,0.98,0.86,0.88,0.83,0.59,0.68,0.78,0.62,0.54,0.57,0.58,0.63,0.53,0.54,0.54,0.46,0.45,0.37,0.38,0.42,0.32,0.39,0.34,0.3,0.46,0.35,0.32,0.37,0.32,0.35,0.32,0.24,0.36,0.37,0.27,0.38,0.37,0.35,0.34,0.24,0.28,0.34,0.24,0.3,0.28,0.3,0.26,0.17,0.19,0.24,0.2,0.21,0.24,0.21,0.29,0.18,0.26,0.2,0.2,0.26,0.21,0.31,0.21,0.23,0.23,0.26,0.21,0.14,0.22,0.19,0.2,0.27,0.18,0.14,0.18,0.12,0.18,0.18,0.14,0.15,0.29,0.17,0.15,0.2,0.17,0.14,0.12,0.14,0.17,0.16,0.13,0.14,0.15,0.14,0.12,0.18,0.15,0.15,0.18,0.17,0.16,0.15,0.14,0.16,0.15,0.14,0.14,0.18,0.11,0.12,0.13,0.13,0.12,0.12,0.15,0.2,0.13,0.14,0.11,0.17,0.1,0.13,0.19,0.11,0.15,0.12,0.16,0.12,0.0,0.12,0.15,0.12,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.1,0.13,0.14,0.12,0.13,0.11,0.1,0.1,0.15,0.11,0.12,0.13,0.11,0.11,0.11,0.1,0.1,0.12,0.0,0.12,0.11,0.0,0.15,0.12,0.1,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.13,0.0,0.0,0.0,0.11,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.13,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.18
01/20/2022,5.23,3.95,2.5,0.96,0.97,0.98,0.86,0.88,0.83,0.59,0.68,0.78,0.62,0.54,0.57,0.58,0.63,0.53,0.54,0.54,0.46,0.45,0.37,0.38,0.42,0.32,0.39,0.34,0.3,0.46,0.35,0.32,0.37,0.32,0.35,0.32,0.24,0.36,0.37,0.27,0.38,0.37,0.35,0.34,0.24,0.28,0.34,0.24,0.3,0.28,0.3,0.26,0.17,0.19,0.24,0.2,0.21,0.24,0.21,0.29,0.18,0.26,0.2,0.2,0.26,0.21,0.31,0.21,0.23,0.23,0.26,0.21,0.14,0.22,0.19,0.2,0.27,0.18,0.14,0.18,0.12,0.18,0.18,0.14,0.15,0.29,0.17,0.15,0.2,0.17,0.14,0.12,0.14,0.17,0.16,0.13,0.14,0.15,0.14,0.12,0.18,0.15,0.15,0.18,0.17,0.16,0.15,0.14,0.16,0.15,0.14,0.14,0.18,0.11,0.12,0.13,0.13,0.12,0.12,0.15,0.2,0.13,0.14,0.11,0.17,0.1,0.13,0.19,0.11,0.15,0.12,0.16,0.12,0.0,0.12,0.15,0.12,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.1,0.13,0.14,0.12,0.13,0.11,0.1,0.1,0.15,0.11,0.12,0.13,0.11,0.11,0.11,0.1,0.1,0.12,0.0,0.12,0.11,0.0,0.15,0.12,0.1,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.13,0.0,0.0,0.0,0.11,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.13,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.18
