,MSFT,NVDA,ADBE,BRK.B,PG,HD,COST,V,CSCO,TSLA,BAC,UNH,PYPL,PEP,NFLX,TMUS,MA,ACN,XOM,NEE,INTC,DHR,PFE,MRK,ABBV,TXN,ABT,LLY,CVX,NOW,INTU,TMO,MCD,CHTR,C,QCOM,HON,LIN,AMD,MDT,AVGO,BMY,BKNG,ORCL,MS,UNP,AMGN,LOW,UPS,TGT,PNC,RTX,PM,IBM,SCHW,ADSK,USB,CAT,ATVI,ZBRA,BA,AMAT,AMT,MDLZ,GE,ISRG,ANET,CVS,VEEV,SPGI,ADP,CI,DE,GILD,ZTS,TFC,PLD,LMT,LRCX,EQIX,FIS,CB,SYK,AXP,CDNS,CME,OMC,MU,MO,CCI,LUMN,DG,DUK,VRTX,TJX,MET,GRMN,ICE,ANTM,CSX,PRU,NSC,ILMN,MCO,F,REGN,SO,MMC,STZ,FDX,JCI,APD,BIIB,BDX,EMR,DD,MNST,CL,SHW,IPG,ETN,FISV,D,BSX,EL,ADM,WM,COF,ADI,CMG,PSA,ECL,EW,ALXN,NOC,BK,INFO,ROP,TROW,SNPS,VRSN,EXC,TEL,DOW,COP,GPN,IAC,ITW,AIG,EXPE,VIAC,LHX,HUM,HCA,APTV,ROST,WBA,SLB,ALGN,MPC,CMI,ZM,FCX,TRV,AON,NEM,DISH,ALL,CTSH,PSX,FRC,EA,ORLY,SYY,MAR,HPQ,SIVB,APH,AEP,PAYX,AFL,FITB,SRE,LUV,YUM,DLR,EBAY,PPG,CBRE,AMP,HLT,STT,NWSA,KR,IQV,BAX,MCK,FTNT,KLAC,EOG,KMB,GD,TT,VRSK,AZN,DXCM,GE.,MSI,WFC,MTCH,MMM,FOXA,SPOT,ETSY,IT,FOX,MGM,AAL,NWS,LYV,NET,XLNX,SUM
09/02/2021,7.0,2.34,2.44,2.31,1.78,1.77,1.73,1.47,1.76,1.63,0.0,1.25,1.17,1.15,1.28,0.99,1.13,1.09,0.77,0.93,0.71,0.88,0.87,0.69,0.74,0.7,0.74,0.78,0.62,0.73,0.75,0.71,0.65,1.02,0.65,0.62,0.63,0.64,0.67,0.59,0.59,0.55,0.57,0.57,0.78,0.48,0.42,0.0,0.41,0.45,0.43,0.41,0.42,0.41,0.59,0.41,0.4,0.39,0.33,0.42,0.36,0.41,0.38,0.36,0.36,0.4,0.36,0.36,0.27,0.52,0.36,0.3,0.37,0.35,0.35,0.34,0.35,0.3,0.3,0.31,0.26,0.34,0.3,0.0,0.33,0.26,0.29,0.25,0.28,0.26,0.0,0.27,0.28,0.26,0.33,0.27,0.3,0.24,0.23,0.24,0.25,0.22,0.23,0.27,0.2,0.26,0.24,0.24,0.2,0.2,0.24,0.2,0.21,0.21,0.23,0.2,0.22,0.2,0.22,0.32,0.23,0.22,0.21,0.2,0.21,0.19,0.21,0.22,0.2,0.24,0.19,0.19,0.2,0.0,0.18,0.2,0.19,0.18,0.19,0.2,0.27,0.18,0.19,0.17,0.15,0.14,0.17,0.17,0.19,0.24,0.23,0.17,0.14,0.18,0.15,0.15,0.15,0.13,0.17,0.15,0.15,0.13,0.21,0.16,0.17,0.13,0.21,0.15,0.16,0.0,0.15,0.14,0.15,0.14,0.32,0.16,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.0,0.15,0.14,0.15,0.0,0.14,0.14,0.12,0.14,0.13,0.14,0.13,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.66,0.23,0.18,0.15,0.15,0.15,0.15,0.13,0.13,0.13,0.0,0.0,0.0,0.0,88.76
09/03/2021,7.08,2.34,2.47,2.29,1.78,1.78,1.75,1.46,1.76,1.67,0.0,1.25,1.21,1.16,1.29,0.99,1.12,1.09,0.76,0.93,0.71,0.9,0.88,0.69,0.74,0.7,0.75,0.78,0.62,0.74,0.75,0.72,0.65,1.03,0.63,0.62,0.63,0.64,0.67,0.59,0.6,0.55,0.57,0.57,0.76,0.47,0.42,0.0,0.41,0.45,0.42,0.41,0.42,0.41,0.57,0.41,0.39,0.38,0.32,0.41,0.35,0.41,0.39,0.36,0.35,0.4,0.36,0.36,0.28,0.53,0.36,0.3,0.37,0.35,0.35,0.33,0.35,0.3,0.3,0.32,0.26,0.33,0.3,0.0,0.34,0.26,0.28,0.25,0.28,0.26,0.0,0.27,0.28,0.26,0.32,0.26,0.3,0.24,0.23,0.24,0.24,0.22,0.22,0.27,0.2,0.26,0.24,0.24,0.2,0.19,0.24,0.2,0.21,0.21,0.23,0.2,0.22,0.2,0.22,0.31,0.23,0.21,0.21,0.2,0.21,0.19,0.21,0.2,0.2,0.24,0.19,0.19,0.2,0.0,0.18,0.19,0.19,0.18,0.19,0.21,0.27,0.18,0.19,0.17,0.15,0.14,0.17,0.17,0.18,0.23,0.23,0.17,0.14,0.18,0.15,0.15,0.15,0.13,0.17,0.14,0.15,0.13,0.21,0.15,0.17,0.13,0.21,0.15,0.16,0.0,0.15,0.14,0.15,0.14,0.31,0.17,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.14,0.0,0.13,0.13,0.14,0.13,0.0,0.12,0.15,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.64,0.23,0.18,0.15,0.15,0.15,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.0,88.72999999999999
09/06/2021,7.06,2.32,2.47,2.3,1.8,1.77,1.76,1.46,1.76,1.68,0.0,1.25,1.2,1.17,1.33,0.99,1.11,1.09,0.74,0.95,0.71,0.9,0.86,0.69,0.69,0.69,0.76,0.77,0.6,0.75,0.75,0.73,0.65,1.04,0.63,0.63,0.63,0.64,0.67,0.59,0.59,0.54,0.57,0.58,0.77,0.47,0.43,0.0,0.42,0.44,0.42,0.41,0.43,0.41,0.57,0.4,0.39,0.38,0.33,0.41,0.36,0.4,0.4,0.36,0.35,0.4,0.35,0.36,0.28,0.54,0.35,0.3,0.37,0.35,0.35,0.33,0.37,0.3,0.29,0.33,0.26,0.33,0.3,0.0,0.34,0.26,0.29,0.25,0.29,0.27,0.0,0.27,0.28,0.26,0.32,0.26,0.3,0.25,0.23,0.24,0.24,0.22,0.23,0.27,0.2,0.26,0.24,0.25,0.21,0.19,0.24,0.2,0.21,0.22,0.23,0.2,0.22,0.2,0.23,0.32,0.22,0.22,0.21,0.2,0.21,0.19,0.21,0.2,0.19,0.24,0.2,0.19,0.2,0.0,0.18,0.19,0.19,0.18,0.19,0.21,0.27,0.19,0.18,0.17,0.15,0.14,0.17,0.17,0.18,0.24,0.24,0.17,0.14,0.18,0.15,0.14,0.16,0.13,0.18,0.14,0.14,0.0,0.21,0.16,0.18,0.13,0.21,0.15,0.16,0.0,0.15,0.14,0.15,0.14,0.31,0.16,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.0,0.15,0.14,0.15,0.0,0.14,0.14,0.0,0.13,0.14,0.14,0.13,0.0,0.12,0.15,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.57,0.23,0.18,0.15,0.16,0.15,0.15,0.13,0.13,0.12,0.0,0.0,0.0,0.0,88.83999999999999
09/07/2021,7.02,2.36,2.47,2.26,1.8,1.8,1.78,1.42,1.76,1.67,0.0,1.26,1.21,1.16,1.35,0.97,1.08,1.11,0.76,0.95,0.7,0.91,0.88,0.7,0.69,0.7,0.77,0.77,0.61,0.78,0.75,0.74,0.65,1.03,0.63,0.62,0.62,0.64,0.66,0.59,0.59,0.54,0.57,0.58,0.76,0.46,0.43,0.0,0.42,0.44,0.42,0.4,0.44,0.41,0.56,0.38,0.39,0.38,0.32,0.42,0.36,0.41,0.4,0.36,0.35,0.41,0.35,0.37,0.26,0.54,0.35,0.31,0.38,0.35,0.36,0.33,0.37,0.3,0.3,0.33,0.26,0.33,0.3,0.0,0.34,0.26,0.29,0.25,0.29,0.27,0.0,0.27,0.28,0.26,0.31,0.26,0.3,0.25,0.23,0.23,0.24,0.21,0.23,0.27,0.19,0.26,0.24,0.25,0.2,0.19,0.24,0.2,0.2,0.22,0.23,0.19,0.22,0.2,0.23,0.32,0.22,0.21,0.21,0.2,0.21,0.19,0.21,0.19,0.2,0.24,0.2,0.19,0.21,0.0,0.18,0.19,0.19,0.18,0.19,0.21,0.27,0.19,0.18,0.16,0.15,0.14,0.17,0.17,0.19,0.23,0.24,0.17,0.15,0.18,0.15,0.14,0.16,0.13,0.18,0.14,0.15,0.0,0.21,0.15,0.18,0.14,0.22,0.15,0.16,0.0,0.15,0.14,0.14,0.13,0.31,0.17,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.14,0.0,0.13,0.13,0.15,0.13,0.0,0.13,0.15,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.12,0.58,0.24,0.18,0.15,0.17,0.16,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.0,88.84
09/08/2021,7.02,2.36,2.47,2.26,1.8,1.8,1.78,1.42,1.76,1.67,0.0,1.26,1.21,1.16,1.35,0.97,1.08,1.11,0.76,0.95,0.7,0.91,0.88,0.7,0.69,0.7,0.77,0.77,0.61,0.78,0.75,0.74,0.65,1.03,0.63,0.62,0.62,0.64,0.66,0.59,0.59,0.54,0.57,0.58,0.76,0.46,0.43,0.0,0.42,0.44,0.42,0.4,0.44,0.41,0.56,0.38,0.39,0.38,0.32,0.42,0.36,0.41,0.4,0.36,0.35,0.41,0.35,0.37,0.26,0.54,0.35,0.31,0.38,0.35,0.36,0.33,0.37,0.3,0.3,0.33,0.26,0.33,0.3,0.0,0.34,0.26,0.29,0.25,0.29,0.27,0.0,0.27,0.28,0.26,0.31,0.26,0.3,0.25,0.23,0.23,0.24,0.21,0.23,0.27,0.19,0.26,0.24,0.25,0.2,0.19,0.24,0.2,0.2,0.22,0.23,0.19,0.22,0.2,0.23,0.32,0.22,0.21,0.21,0.2,0.21,0.19,0.21,0.19,0.2,0.24,0.2,0.19,0.21,0.0,0.18,0.19,0.19,0.18,0.19,0.21,0.27,0.19,0.18,0.16,0.15,0.14,0.17,0.17,0.19,0.23,0.24,0.17,0.15,0.18,0.15,0.14,0.16,0.13,0.18,0.14,0.15,0.0,0.21,0.15,0.18,0.14,0.22,0.15,0.16,0.0,0.15,0.14,0.14,0.13,0.31,0.17,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.14,0.0,0.13,0.13,0.15,0.13,0.0,0.13,0.15,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.12,0.58,0.24,0.18,0.15,0.17,0.16,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.0,88.84
09/09/2021,7.02,2.36,2.47,2.26,1.8,1.8,1.78,1.42,1.76,1.67,0.0,1.26,1.21,1.16,1.35,0.97,1.08,1.11,0.76,0.95,0.7,0.91,0.88,0.7,0.69,0.7,0.77,0.77,0.61,0.78,0.75,0.74,0.65,1.03,0.63,0.62,0.62,0.64,0.66,0.59,0.59,0.54,0.57,0.58,0.76,0.46,0.43,0.0,0.42,0.44,0.42,0.4,0.44,0.41,0.56,0.38,0.39,0.38,0.32,0.42,0.36,0.41,0.4,0.36,0.35,0.41,0.35,0.37,0.26,0.54,0.35,0.31,0.38,0.35,0.36,0.33,0.37,0.3,0.3,0.33,0.26,0.33,0.3,0.0,0.34,0.26,0.29,0.25,0.29,0.27,0.0,0.27,0.28,0.26,0.31,0.26,0.3,0.25,0.23,0.23,0.24,0.21,0.23,0.27,0.19,0.26,0.24,0.25,0.2,0.19,0.24,0.2,0.2,0.22,0.23,0.19,0.22,0.2,0.23,0.32,0.22,0.21,0.21,0.2,0.21,0.19,0.21,0.19,0.2,0.24,0.2,0.19,0.21,0.0,0.18,0.19,0.19,0.18,0.19,0.21,0.27,0.19,0.18,0.16,0.15,0.14,0.17,0.17,0.19,0.23,0.24,0.17,0.15,0.18,0.15,0.14,0.16,0.13,0.18,0.14,0.15,0.0,0.21,0.15,0.18,0.14,0.22,0.15,0.16,0.0,0.15,0.14,0.14,0.13,0.31,0.17,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.14,0.0,0.13,0.13,0.15,0.13,0.0,0.13,0.15,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.12,0.58,0.24,0.18,0.15,0.17,0.16,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.0,88.84
09/10/2021,7.02,2.36,2.47,2.26,1.8,1.8,1.78,1.42,1.76,1.67,0.0,1.26,1.21,1.16,1.35,0.97,1.08,1.11,0.76,0.95,0.7,0.91,0.88,0.7,0.69,0.7,0.77,0.77,0.61,0.78,0.75,0.74,0.65,1.03,0.63,0.62,0.62,0.64,0.66,0.59,0.59,0.54,0.57,0.58,0.76,0.46,0.43,0.0,0.42,0.44,0.42,0.4,0.44,0.41,0.56,0.38,0.39,0.38,0.32,0.42,0.36,0.41,0.4,0.36,0.35,0.41,0.35,0.37,0.26,0.54,0.35,0.31,0.38,0.35,0.36,0.33,0.37,0.3,0.3,0.33,0.26,0.33,0.3,0.0,0.34,0.26,0.29,0.25,0.29,0.27,0.0,0.27,0.28,0.26,0.31,0.26,0.3,0.25,0.23,0.23,0.24,0.21,0.23,0.27,0.19,0.26,0.24,0.25,0.2,0.19,0.24,0.2,0.2,0.22,0.23,0.19,0.22,0.2,0.23,0.32,0.22,0.21,0.21,0.2,0.21,0.19,0.21,0.19,0.2,0.24,0.2,0.19,0.21,0.0,0.18,0.19,0.19,0.18,0.19,0.21,0.27,0.19,0.18,0.16,0.15,0.14,0.17,0.17,0.19,0.23,0.24,0.17,0.15,0.18,0.15,0.14,0.16,0.13,0.18,0.14,0.15,0.0,0.21,0.15,0.18,0.14,0.22,0.15,0.16,0.0,0.15,0.14,0.14,0.13,0.31,0.17,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.14,0.0,0.13,0.13,0.15,0.13,0.0,0.13,0.15,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.12,0.58,0.24,0.18,0.15,0.17,0.16,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.0,88.84
09/13/2021,7.05,2.32,2.47,2.26,1.81,1.82,1.8,1.46,1.75,1.73,0.0,1.25,1.2,1.17,1.39,0.96,1.12,1.11,0.75,0.96,0.71,0.91,0.88,0.69,0.68,0.7,0.77,0.77,0.61,0.76,0.76,0.75,0.66,1.02,0.62,0.61,0.62,0.64,0.64,0.6,0.59,0.53,0.58,0.58,0.76,0.46,0.42,0.0,0.42,0.44,0.43,0.4,0.43,0.41,0.56,0.38,0.38,0.38,0.32,0.41,0.35,0.41,0.41,0.35,0.35,0.41,0.35,0.37,0.26,0.54,0.35,0.31,0.36,0.35,0.36,0.32,0.37,0.29,0.29,0.34,0.27,0.33,0.31,0.0,0.34,0.26,0.29,0.25,0.29,0.27,0.0,0.27,0.28,0.25,0.31,0.26,0.29,0.25,0.23,0.23,0.24,0.21,0.23,0.27,0.2,0.26,0.24,0.25,0.21,0.19,0.24,0.2,0.2,0.23,0.22,0.19,0.22,0.2,0.22,0.32,0.22,0.21,0.21,0.2,0.21,0.19,0.21,0.19,0.2,0.24,0.2,0.2,0.21,0.0,0.18,0.19,0.19,0.18,0.19,0.21,0.28,0.19,0.18,0.16,0.15,0.15,0.17,0.16,0.19,0.24,0.24,0.17,0.15,0.19,0.14,0.14,0.16,0.0,0.18,0.14,0.14,0.0,0.2,0.16,0.18,0.13,0.22,0.15,0.16,0.0,0.15,0.14,0.15,0.13,0.31,0.16,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.14,0.0,0.13,0.13,0.15,0.13,0.0,0.13,0.15,0.13,0.0,0.0,0.12,0.0,0.13,0.0,0.14,0.0,0.12,0.58,0.26,0.17,0.15,0.17,0.15,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.0,88.94
09/14/2021,7.01,2.31,2.48,2.26,1.81,1.83,1.81,1.46,1.76,1.74,0.0,1.25,1.21,1.17,1.38,0.95,1.12,1.11,0.75,0.96,0.71,0.91,0.87,0.67,0.67,0.7,0.77,0.72,0.61,0.76,0.76,0.75,0.66,1.01,0.63,0.61,0.62,0.65,0.65,0.59,0.6,0.53,0.58,0.58,0.77,0.46,0.41,0.0,0.41,0.44,0.43,0.41,0.43,0.41,0.56,0.38,0.39,0.38,0.31,0.41,0.35,0.41,0.4,0.35,0.35,0.41,0.35,0.37,0.26,0.54,0.35,0.31,0.36,0.34,0.35,0.33,0.36,0.29,0.29,0.33,0.26,0.33,0.3,0.0,0.34,0.26,0.28,0.25,0.29,0.26,0.0,0.27,0.28,0.25,0.31,0.26,0.29,0.25,0.23,0.23,0.24,0.21,0.23,0.27,0.19,0.25,0.25,0.25,0.21,0.19,0.24,0.2,0.19,0.22,0.22,0.19,0.22,0.2,0.22,0.32,0.22,0.21,0.21,0.2,0.21,0.19,0.21,0.19,0.21,0.24,0.2,0.2,0.21,0.0,0.18,0.19,0.19,0.18,0.19,0.21,0.28,0.19,0.18,0.16,0.15,0.15,0.17,0.16,0.19,0.24,0.23,0.17,0.15,0.19,0.15,0.14,0.16,0.0,0.18,0.14,0.14,0.0,0.2,0.16,0.18,0.13,0.21,0.15,0.16,0.0,0.15,0.14,0.15,0.14,0.32,0.16,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.14,0.0,0.13,0.13,0.15,0.13,0.0,0.13,0.15,0.13,0.0,0.0,0.12,0.0,0.13,0.0,0.14,0.0,0.0,0.59,0.26,0.17,0.15,0.17,0.15,0.15,0.13,0.13,0.13,0.0,0.0,0.0,0.0,88.78999999999999
09/15/2021,7.01,2.31,2.48,2.26,1.81,1.83,1.81,1.46,1.76,1.74,0.0,1.25,1.21,1.17,1.38,0.95,1.12,1.11,0.75,0.96,0.71,0.91,0.87,0.67,0.67,0.7,0.77,0.72,0.61,0.76,0.76,0.75,0.66,1.01,0.63,0.61,0.62,0.65,0.65,0.59,0.6,0.53,0.58,0.58,0.77,0.46,0.41,0.0,0.41,0.44,0.43,0.41,0.43,0.41,0.56,0.38,0.39,0.38,0.31,0.41,0.35,0.41,0.4,0.35,0.35,0.41,0.35,0.37,0.26,0.54,0.35,0.31,0.36,0.34,0.35,0.33,0.36,0.29,0.29,0.33,0.26,0.33,0.3,0.0,0.34,0.26,0.28,0.25,0.29,0.26,0.0,0.27,0.28,0.25,0.31,0.26,0.29,0.25,0.23,0.23,0.24,0.21,0.23,0.27,0.19,0.25,0.25,0.25,0.21,0.19,0.24,0.2,0.19,0.22,0.22,0.19,0.22,0.2,0.22,0.32,0.22,0.21,0.21,0.2,0.21,0.19,0.21,0.19,0.21,0.24,0.2,0.2,0.21,0.0,0.18,0.19,0.19,0.18,0.19,0.21,0.28,0.19,0.18,0.16,0.15,0.15,0.17,0.16,0.19,0.24,0.23,0.17,0.15,0.19,0.15,0.14,0.16,0.0,0.18,0.14,0.14,0.0,0.2,0.16,0.18,0.13,0.21,0.15,0.16,0.0,0.15,0.14,0.15,0.14,0.32,0.16,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.14,0.0,0.13,0.13,0.15,0.13,0.0,0.13,0.15,0.13,0.0,0.0,0.12,0.0,0.13,0.0,0.14,0.0,0.0,0.59,0.26,0.17,0.15,0.17,0.15,0.15,0.13,0.13,0.13,0.0,0.0,0.0,0.0,88.78999999999999
09/16/2021,7.01,2.36,2.48,2.27,1.83,1.84,1.82,1.45,1.75,1.71,0.0,1.23,1.21,1.17,1.39,0.95,1.12,1.12,0.76,0.96,0.72,0.92,0.87,0.67,0.67,0.71,0.78,0.73,0.61,0.76,0.77,0.76,0.66,1.01,0.63,0.62,0.62,0.64,0.65,0.58,0.6,0.53,0.58,0.58,0.77,0.45,0.41,0.0,0.42,0.44,0.43,0.41,0.43,0.41,0.56,0.38,0.39,0.38,0.32,0.42,0.35,0.42,0.4,0.35,0.35,0.39,0.34,0.36,0.26,0.54,0.35,0.3,0.36,0.35,0.36,0.32,0.36,0.29,0.3,0.32,0.26,0.33,0.3,0.0,0.35,0.25,0.28,0.25,0.29,0.26,0.0,0.27,0.28,0.25,0.31,0.26,0.29,0.25,0.22,0.23,0.24,0.21,0.23,0.27,0.19,0.25,0.24,0.25,0.21,0.19,0.24,0.2,0.19,0.22,0.22,0.19,0.22,0.2,0.22,0.32,0.22,0.21,0.21,0.2,0.21,0.19,0.21,0.19,0.21,0.24,0.2,0.2,0.21,0.0,0.18,0.19,0.19,0.18,0.19,0.21,0.28,0.19,0.18,0.16,0.15,0.15,0.18,0.16,0.19,0.24,0.23,0.17,0.15,0.19,0.14,0.14,0.16,0.12,0.18,0.14,0.14,0.0,0.21,0.15,0.18,0.13,0.21,0.15,0.16,0.0,0.15,0.14,0.15,0.13,0.32,0.16,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.0,0.15,0.13,0.15,0.0,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.0,0.13,0.15,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.59,0.27,0.17,0.15,0.17,0.16,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.0,88.88
09/17/2021,7.03,2.32,2.42,2.28,1.84,1.85,1.79,1.44,1.75,1.72,0.0,1.26,1.19,1.17,1.36,0.94,1.12,1.11,0.77,0.95,0.73,0.9,0.85,0.67,0.67,0.72,0.77,0.72,0.62,0.75,0.75,0.74,0.67,1.02,0.63,0.62,0.62,0.65,0.64,0.58,0.6,0.52,0.58,0.58,0.78,0.45,0.42,0.0,0.42,0.44,0.44,0.41,0.43,0.41,0.56,0.37,0.4,0.38,0.32,0.42,0.35,0.43,0.4,0.36,0.36,0.4,0.35,0.36,0.25,0.54,0.35,0.3,0.35,0.35,0.35,0.33,0.36,0.29,0.3,0.32,0.26,0.34,0.3,0.0,0.34,0.25,0.29,0.25,0.29,0.26,0.0,0.27,0.28,0.26,0.31,0.26,0.29,0.25,0.23,0.23,0.24,0.21,0.22,0.27,0.2,0.25,0.24,0.25,0.21,0.19,0.24,0.2,0.19,0.22,0.22,0.19,0.22,0.2,0.23,0.32,0.21,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.21,0.23,0.2,0.2,0.21,0.0,0.18,0.19,0.2,0.18,0.19,0.21,0.28,0.19,0.18,0.16,0.16,0.14,0.17,0.16,0.19,0.24,0.23,0.17,0.15,0.19,0.15,0.14,0.16,0.13,0.18,0.14,0.15,0.0,0.21,0.16,0.18,0.13,0.22,0.15,0.16,0.0,0.15,0.14,0.15,0.13,0.33,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.0,0.14,0.13,0.15,0.0,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.61,0.27,0.17,0.15,0.17,0.15,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.0,88.85
09/20/2021,7.19,2.33,2.48,2.26,1.83,1.83,1.79,1.43,1.73,1.74,0.0,1.26,1.2,1.17,1.34,0.92,1.1,1.12,0.79,0.95,0.73,0.9,0.85,0.67,0.67,0.73,0.77,0.71,0.62,0.76,0.77,0.74,0.67,0.98,0.63,0.6,0.61,0.65,0.64,0.58,0.62,0.51,0.59,0.57,0.76,0.44,0.42,0.0,0.42,0.44,0.42,0.41,0.43,0.4,0.55,0.38,0.4,0.38,0.31,0.42,0.35,0.43,0.4,0.35,0.35,0.4,0.35,0.37,0.25,0.54,0.34,0.3,0.35,0.35,0.35,0.32,0.36,0.29,0.3,0.32,0.26,0.33,0.3,0.0,0.35,0.25,0.29,0.25,0.28,0.26,0.0,0.27,0.27,0.25,0.31,0.26,0.29,0.25,0.23,0.23,0.24,0.21,0.22,0.27,0.2,0.25,0.24,0.25,0.21,0.19,0.24,0.2,0.18,0.23,0.22,0.19,0.22,0.2,0.22,0.33,0.22,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.21,0.23,0.2,0.19,0.21,0.0,0.18,0.18,0.2,0.18,0.19,0.21,0.28,0.19,0.18,0.16,0.16,0.14,0.18,0.16,0.19,0.25,0.23,0.17,0.14,0.19,0.15,0.14,0.16,0.14,0.18,0.15,0.14,0.0,0.22,0.15,0.18,0.13,0.21,0.14,0.16,0.0,0.15,0.13,0.15,0.13,0.34,0.16,0.15,0.15,0.14,0.13,0.13,0.14,0.13,0.0,0.14,0.13,0.15,0.0,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.62,0.26,0.17,0.15,0.16,0.16,0.15,0.13,0.12,0.0,0.0,0.0,0.0,0.0,88.78999999999999
09/21/2021,7.14,2.3,2.47,2.27,1.84,1.86,1.8,1.43,1.72,1.77,0.0,1.28,1.18,1.17,1.37,0.93,1.11,1.1,0.78,0.92,0.73,0.91,0.84,0.66,0.68,0.74,0.77,0.7,0.62,0.77,0.76,0.79,0.68,0.99,0.63,0.58,0.61,0.64,0.64,0.58,0.62,0.51,0.59,0.56,0.76,0.44,0.43,0.0,0.41,0.45,0.43,0.41,0.43,0.4,0.55,0.39,0.4,0.37,0.32,0.41,0.35,0.43,0.4,0.36,0.35,0.4,0.35,0.37,0.26,0.54,0.34,0.3,0.34,0.35,0.34,0.33,0.35,0.29,0.3,0.34,0.26,0.33,0.3,0.0,0.34,0.25,0.29,0.26,0.28,0.26,0.0,0.27,0.27,0.25,0.32,0.27,0.29,0.25,0.24,0.22,0.24,0.21,0.22,0.27,0.21,0.25,0.24,0.25,0.21,0.19,0.24,0.2,0.19,0.23,0.21,0.19,0.22,0.2,0.22,0.32,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.21,0.24,0.19,0.19,0.21,0.0,0.18,0.18,0.2,0.18,0.19,0.2,0.28,0.19,0.18,0.16,0.16,0.14,0.18,0.16,0.18,0.25,0.23,0.16,0.15,0.19,0.14,0.14,0.16,0.13,0.18,0.15,0.14,0.0,0.2,0.15,0.18,0.13,0.21,0.15,0.16,0.0,0.15,0.13,0.15,0.13,0.34,0.16,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.0,0.14,0.14,0.15,0.0,0.14,0.14,0.13,0.0,0.13,0.13,0.13,0.0,0.13,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.0,0.0,0.62,0.26,0.17,0.16,0.17,0.16,0.15,0.14,0.13,0.13,0.0,0.0,0.0,0.0,88.83999999999999
