,CAPITALONEACM,CAPITALONE22ACM,"HUMANA INC 0%, due 04/28/2021",CONAGRA BRANDS INC,ENABLE MIDSTREAM PARTNERS LP 0% CP 05/11/2021,FGXXX,GENERAL MTRS FINL CO INC,JABIL INC DISC COML PAPER,GLENCORE FDG LLC,"CNPC FINANCE HK LTD 0%, due 04/12/2021",CNPC FIN HONG KONG LTD DISC CO,MECHANICSBKACM,FGTXX,S N1 COMDTY,S X1 COMDTY,S X2 COMDTY,SUM
07/09/2021,16.52,11.0,8.25,8.25,8.25,8.23,5.5,5.5,2.75,2.75,2.75,0.17,0.0,0.0,0.0,0.0,79.92
