,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,NKE,ABBV,PEP,T,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,ORCL,UPS,PM,HON,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,BA,RTX,AMAT,IBM,AMT,BLK,GS,TGT,CAT,AMD,MMM,GE,ISRG,NOW,AXP,DE,CVS,SCHW,SQ,CHTR,SPGI,ANTM,LMT,ZTS,XTSLA,BKNG,MU,PLD,FIS,LRCX,MDLZ,MO,ZM,ADP,GILD,TMUS,CCI,SYK,PNC,TJX,COP,CI,DUK,USB,UBER,CME,EL,BDX,COF,MRNA,FDX,MMC,CB,GM,TFC,EQIX,CSX,ATVI,CL,ILMN,NSC,BX,ICE,EW,SHW,ADSK,SO,REGN,BSX,D,ADI,FISV,APD,TWLO,SNAP,ITW,F,DOCU,HCA,GPN,PGR,EMR,HUM,MCO,ETN,CRWD,DG,ECL,VRTX,FCX,BIIB,AON,WM,IDXX,TWTR,NXPI,NOC,JCI,KLAC,IQV,MRVL,EOG,ROP,NEM,ROKU,SNPS,SLB,MET,MTCH,ALGN,DXCM,INFO,CNC,DLR,GD,APTV,CMG,PINS,TROW,EXC,A,PSA,DOW,TT,KMB,MSCI,LHX,WDAY,ROST,TEL,EBAY,LULU,VEEV,STZ,CARR,ALL,PH,BK,AEP,AIG,MCHP,PRU,SYY,TRV,PPG,ALXN,CDNS,ORLY,SRE,EA,BAX,SPG,DD,GIS,PANW,USD,APH,Usd Cash,RMD,YUM,CTSH,GE.,DFS,KKR,MSI,IFF,SBAC,XLNX,SNOW,ABNB,PLTR,FTNT,MAR,MPC,SIVB,PXD,n/a,NET,DDOG,SUM
07/23/2021,5.15,4.73,3.44,1.85,1.71,1.68,1.18,1.04,1.14,1.02,1.0,0.92,0.88,0.79,0.78,0.77,0.74,0.72,0.64,0.66,0.59,0.53,0.53,0.52,0.5,0.5,0.51,0.52,0.47,0.49,0.46,0.46,0.48,0.45,0.46,0.42,0.43,0.45,0.43,0.44,0.42,0.42,0.41,0.39,0.41,0.39,0.38,0.35,0.36,0.35,0.33,0.36,0.34,0.34,0.32,0.34,0.31,0.32,0.31,0.31,0.31,0.31,0.27,0.29,0.27,0.28,0.29,0.28,0.28,0.28,0.26,0.24,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.22,0.22,0.23,0.22,0.21,0.21,0.14,0.2,0.19,0.21,0.2,0.2,0.2,0.2,0.17,0.19,0.2,0.19,0.2,0.19,0.17,0.18,0.16,0.18,0.18,0.17,0.15,0.17,0.17,0.16,0.16,0.21,0.16,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.15,0.12,0.13,0.15,0.13,0.12,0.13,0.13,0.14,0.14,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.1,0.11,0.1,0.0,0.12,0.11,0.11,0.1,0.09,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.09,0.1,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.0,0.09,0.09,0.0,0.1,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.74
07/26/2021,5.09,4.73,3.43,1.85,1.71,1.69,1.18,1.08,1.13,1.03,1.0,0.92,0.87,0.79,0.77,0.76,0.74,0.72,0.65,0.65,0.59,0.54,0.51,0.52,0.52,0.51,0.51,0.51,0.47,0.49,0.46,0.46,0.48,0.44,0.45,0.43,0.43,0.44,0.44,0.43,0.42,0.42,0.4,0.4,0.41,0.39,0.38,0.36,0.36,0.34,0.33,0.36,0.34,0.33,0.32,0.33,0.31,0.31,0.31,0.31,0.31,0.32,0.27,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.26,0.24,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.13,0.2,0.19,0.21,0.2,0.2,0.2,0.19,0.17,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.18,0.18,0.16,0.17,0.17,0.16,0.16,0.22,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.15,0.14,0.14,0.13,0.15,0.12,0.13,0.15,0.13,0.12,0.13,0.13,0.14,0.14,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.12,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.57000000000001
07/27/2021,5.14,4.81,3.48,1.88,1.72,1.69,1.17,1.09,1.12,1.02,1.0,0.92,0.88,0.79,0.77,0.75,0.75,0.71,0.64,0.66,0.59,0.54,0.51,0.52,0.53,0.5,0.52,0.52,0.47,0.49,0.47,0.46,0.48,0.45,0.46,0.43,0.43,0.44,0.43,0.43,0.42,0.41,0.41,0.38,0.41,0.4,0.38,0.36,0.37,0.34,0.34,0.36,0.34,0.34,0.32,0.33,0.31,0.31,0.31,0.32,0.32,0.32,0.27,0.29,0.28,0.28,0.29,0.27,0.28,0.28,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.24,0.24,0.23,0.23,0.22,0.23,0.21,0.21,0.21,0.18,0.2,0.19,0.21,0.2,0.2,0.2,0.19,0.17,0.19,0.19,0.19,0.19,0.19,0.17,0.18,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.16,0.22,0.16,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.15,0.14,0.15,0.13,0.15,0.12,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.14,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.12,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.97
07/28/2021,5.15,4.82,3.46,1.96,1.77,1.73,1.17,1.08,1.09,1.01,1.0,0.93,0.87,0.8,0.78,0.76,0.76,0.71,0.63,0.66,0.59,0.53,0.5,0.51,0.53,0.47,0.52,0.52,0.47,0.49,0.47,0.46,0.48,0.44,0.46,0.42,0.43,0.45,0.43,0.43,0.43,0.41,0.41,0.38,0.41,0.4,0.38,0.36,0.35,0.34,0.34,0.35,0.34,0.34,0.32,0.33,0.3,0.31,0.31,0.32,0.33,0.31,0.27,0.29,0.28,0.28,0.29,0.27,0.28,0.28,0.25,0.25,0.26,0.25,0.25,0.26,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.21,0.2,0.2,0.2,0.19,0.17,0.19,0.19,0.19,0.19,0.19,0.17,0.18,0.16,0.18,0.18,0.17,0.15,0.17,0.17,0.16,0.16,0.24,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.15,0.14,0.15,0.16,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.09,0.12,0.11,0.12,0.1,0.0,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.11,0.09,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.04
07/29/2021,5.15,4.8,3.49,1.97,1.78,1.75,1.16,1.06,1.12,1.01,1.0,0.93,0.86,0.79,0.77,0.76,0.76,0.71,0.63,0.65,0.59,0.54,0.5,0.51,0.53,0.48,0.52,0.52,0.47,0.49,0.46,0.46,0.48,0.44,0.46,0.43,0.43,0.45,0.43,0.43,0.43,0.41,0.41,0.38,0.41,0.4,0.38,0.36,0.35,0.33,0.34,0.35,0.34,0.33,0.32,0.33,0.31,0.31,0.31,0.32,0.33,0.32,0.27,0.29,0.28,0.28,0.29,0.27,0.28,0.28,0.26,0.25,0.26,0.25,0.25,0.26,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.2,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.2,0.2,0.19,0.17,0.19,0.19,0.19,0.18,0.19,0.17,0.18,0.17,0.17,0.18,0.17,0.15,0.17,0.17,0.16,0.16,0.23,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.13,0.13,0.15,0.14,0.14,0.16,0.14,0.12,0.13,0.14,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.11,0.0,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.09,0.09,0.0,0.1,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.1,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.99
07/30/2021,5.1,4.78,3.44,1.95,1.76,1.73,1.18,1.06,1.1,1.02,1.01,0.94,0.87,0.78,0.77,0.77,0.76,0.72,0.63,0.65,0.59,0.54,0.51,0.52,0.52,0.48,0.52,0.52,0.47,0.49,0.46,0.46,0.48,0.45,0.46,0.43,0.44,0.45,0.43,0.43,0.43,0.41,0.41,0.38,0.41,0.41,0.39,0.35,0.35,0.31,0.34,0.35,0.34,0.33,0.32,0.34,0.31,0.31,0.3,0.32,0.33,0.32,0.27,0.3,0.27,0.28,0.29,0.27,0.28,0.28,0.26,0.25,0.26,0.25,0.26,0.26,0.25,0.24,0.24,0.22,0.22,0.22,0.22,0.21,0.2,0.21,0.21,0.21,0.18,0.21,0.21,0.2,0.2,0.19,0.17,0.2,0.19,0.19,0.19,0.2,0.17,0.18,0.17,0.17,0.18,0.17,0.15,0.17,0.17,0.16,0.16,0.22,0.15,0.17,0.17,0.15,0.16,0.17,0.16,0.14,0.16,0.16,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.14,0.13,0.15,0.14,0.14,0.15,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.11,0.12,0.12,0.12,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.1,0.1,0.11,0.0,0.12,0.11,0.12,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.0,0.09,0.09,0.0,0.1,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.92
08/02/2021,5.03,4.75,3.4,1.89,1.8,1.71,1.17,1.08,1.15,1.02,1.0,0.92,0.86,0.73,0.77,0.75,0.75,0.71,0.64,0.65,0.59,0.55,0.5,0.51,0.52,0.48,0.52,0.53,0.47,0.49,0.47,0.46,0.48,0.44,0.46,0.44,0.43,0.44,0.43,0.43,0.43,0.42,0.42,0.39,0.41,0.4,0.39,0.37,0.35,0.31,0.34,0.36,0.34,0.33,0.32,0.34,0.31,0.31,0.3,0.32,0.32,0.32,0.28,0.29,0.28,0.28,0.28,0.27,0.28,0.28,0.26,0.28,0.25,0.26,0.26,0.26,0.25,0.25,0.24,0.23,0.22,0.22,0.23,0.21,0.2,0.21,0.22,0.2,0.19,0.21,0.2,0.2,0.2,0.2,0.18,0.2,0.19,0.19,0.18,0.19,0.17,0.18,0.17,0.17,0.18,0.17,0.14,0.17,0.17,0.16,0.16,0.23,0.15,0.16,0.17,0.16,0.16,0.16,0.16,0.14,0.16,0.16,0.14,0.18,0.15,0.15,0.15,0.16,0.15,0.13,0.14,0.13,0.13,0.15,0.14,0.14,0.15,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.12,0.11,0.12,0.11,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.09,0.09,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.75
08/03/2021,5.07,4.75,3.16,1.89,1.79,1.71,1.17,1.08,1.17,1.02,1.01,0.92,0.86,0.72,0.77,0.77,0.75,0.71,0.64,0.66,0.6,0.54,0.51,0.51,0.52,0.48,0.52,0.53,0.48,0.49,0.47,0.45,0.48,0.44,0.47,0.43,0.43,0.45,0.44,0.43,0.43,0.42,0.42,0.39,0.42,0.4,0.39,0.37,0.35,0.31,0.34,0.36,0.35,0.34,0.32,0.34,0.31,0.31,0.3,0.32,0.32,0.32,0.28,0.29,0.28,0.28,0.28,0.27,0.28,0.29,0.25,0.29,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.23,0.21,0.23,0.23,0.21,0.2,0.21,0.23,0.2,0.19,0.21,0.21,0.2,0.2,0.2,0.18,0.2,0.19,0.19,0.19,0.2,0.17,0.18,0.17,0.17,0.18,0.17,0.14,0.17,0.17,0.16,0.16,0.24,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.14,0.17,0.15,0.15,0.15,0.16,0.15,0.13,0.14,0.13,0.14,0.15,0.14,0.13,0.15,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.12,0.12,0.12,0.11,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.0,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.78
08/04/2021,5.07,4.75,3.16,1.89,1.79,1.71,1.17,1.08,1.17,1.02,1.01,0.92,0.86,0.72,0.77,0.77,0.75,0.71,0.64,0.66,0.6,0.54,0.51,0.51,0.52,0.48,0.52,0.53,0.48,0.49,0.47,0.45,0.48,0.44,0.47,0.43,0.43,0.45,0.44,0.43,0.43,0.42,0.42,0.39,0.42,0.4,0.39,0.37,0.35,0.31,0.34,0.36,0.35,0.34,0.32,0.34,0.31,0.31,0.3,0.32,0.32,0.32,0.28,0.29,0.28,0.28,0.28,0.27,0.28,0.29,0.25,0.29,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.23,0.21,0.23,0.23,0.21,0.2,0.21,0.23,0.2,0.19,0.21,0.21,0.2,0.2,0.2,0.18,0.2,0.19,0.19,0.19,0.2,0.17,0.18,0.17,0.17,0.18,0.17,0.14,0.17,0.17,0.16,0.16,0.24,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.14,0.17,0.15,0.15,0.15,0.16,0.15,0.13,0.14,0.13,0.14,0.15,0.14,0.13,0.15,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.12,0.12,0.12,0.11,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.0,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.78
08/05/2021,5.07,4.75,3.16,1.89,1.79,1.71,1.17,1.08,1.17,1.02,1.01,0.92,0.86,0.72,0.77,0.77,0.75,0.71,0.64,0.66,0.6,0.54,0.51,0.51,0.52,0.48,0.52,0.53,0.48,0.49,0.47,0.45,0.48,0.44,0.47,0.43,0.43,0.45,0.44,0.43,0.43,0.42,0.42,0.39,0.42,0.4,0.39,0.37,0.35,0.31,0.34,0.36,0.35,0.34,0.32,0.34,0.31,0.31,0.3,0.32,0.32,0.32,0.28,0.29,0.28,0.28,0.28,0.27,0.28,0.29,0.25,0.29,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.23,0.21,0.23,0.23,0.21,0.2,0.21,0.23,0.2,0.19,0.21,0.21,0.2,0.2,0.2,0.18,0.2,0.19,0.19,0.19,0.2,0.17,0.18,0.17,0.17,0.18,0.17,0.14,0.17,0.17,0.16,0.16,0.24,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.14,0.17,0.15,0.15,0.15,0.16,0.15,0.13,0.14,0.13,0.14,0.15,0.14,0.13,0.15,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.12,0.12,0.12,0.11,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.0,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.78
08/06/2021,5.09,4.76,3.18,1.85,1.8,1.71,1.18,1.09,1.2,1.02,1.01,0.88,0.88,0.71,0.78,0.78,0.71,0.69,0.64,0.65,0.59,0.54,0.5,0.51,0.51,0.48,0.53,0.56,0.48,0.49,0.48,0.45,0.48,0.44,0.46,0.44,0.43,0.45,0.44,0.44,0.45,0.43,0.42,0.38,0.42,0.39,0.39,0.37,0.36,0.31,0.34,0.35,0.35,0.34,0.32,0.34,0.31,0.31,0.3,0.32,0.31,0.32,0.28,0.29,0.29,0.28,0.28,0.27,0.28,0.29,0.25,0.3,0.26,0.0,0.26,0.26,0.24,0.25,0.24,0.22,0.23,0.23,0.23,0.21,0.2,0.21,0.22,0.19,0.2,0.21,0.18,0.2,0.2,0.19,0.18,0.2,0.19,0.19,0.19,0.19,0.17,0.18,0.17,0.18,0.18,0.17,0.14,0.16,0.17,0.16,0.16,0.26,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.14,0.17,0.15,0.16,0.16,0.16,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.15,0.15,0.12,0.13,0.15,0.11,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.12,0.11,0.12,0.11,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.09,0.0,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.09,0.09,0.09,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.77
08/09/2021,5.07,4.79,3.18,1.91,1.8,1.71,1.17,1.13,1.21,1.02,1.01,0.89,0.85,0.72,0.78,0.77,0.71,0.7,0.65,0.66,0.59,0.53,0.51,0.51,0.53,0.48,0.52,0.55,0.48,0.48,0.49,0.45,0.47,0.44,0.47,0.43,0.42,0.45,0.44,0.44,0.46,0.43,0.43,0.39,0.43,0.39,0.38,0.36,0.36,0.3,0.34,0.35,0.35,0.34,0.32,0.35,0.32,0.29,0.3,0.32,0.31,0.32,0.28,0.29,0.29,0.28,0.28,0.28,0.29,0.28,0.25,0.3,0.25,0.0,0.26,0.26,0.24,0.25,0.23,0.23,0.24,0.23,0.23,0.2,0.19,0.21,0.23,0.2,0.2,0.21,0.18,0.2,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.19,0.17,0.18,0.16,0.16,0.18,0.17,0.14,0.16,0.17,0.16,0.16,0.28,0.15,0.17,0.17,0.15,0.16,0.16,0.16,0.14,0.15,0.16,0.14,0.17,0.15,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.16,0.14,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.09,0.1,0.0,0.11,0.11,0.1,0.09,0.1,0.1,0.0,0.12,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.09,0.0,0.09,0.0,0.1,0.0,0.0,0.09,0.0,0.25,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.89
08/10/2021,5.03,4.78,3.15,1.91,1.79,1.71,1.19,1.11,1.18,1.05,1.0,0.9,0.86,0.72,0.77,0.76,0.72,0.71,0.66,0.66,0.59,0.54,0.51,0.5,0.53,0.48,0.52,0.55,0.48,0.48,0.48,0.44,0.47,0.44,0.46,0.43,0.42,0.45,0.43,0.44,0.46,0.44,0.43,0.39,0.43,0.39,0.38,0.36,0.36,0.31,0.34,0.35,0.35,0.33,0.32,0.35,0.32,0.29,0.29,0.32,0.31,0.33,0.28,0.29,0.29,0.28,0.28,0.28,0.3,0.28,0.25,0.29,0.25,0.0,0.27,0.26,0.24,0.25,0.23,0.24,0.24,0.23,0.23,0.2,0.19,0.21,0.23,0.2,0.2,0.21,0.18,0.2,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.19,0.18,0.18,0.17,0.16,0.18,0.17,0.14,0.17,0.17,0.15,0.16,0.28,0.15,0.17,0.17,0.15,0.17,0.16,0.16,0.14,0.15,0.16,0.14,0.17,0.15,0.16,0.16,0.16,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.16,0.14,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.14,0.14,0.11,0.12,0.12,0.11,0.12,0.11,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.1,0.1,0.1,0.09,0.1,0.0,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.12,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.0,0.11,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.80000000000001
