,VCSH,FGXXX,9933.TW,9933.TW.1,9933.TW.2,9933.TW.3,First American Government Obligs X,Cboe S&P Put Opt 7/21 4165,Cboe S&P Put Opt 7/21 4190,Cboe S&P Put Opt 7/21 4320,Cboe S&P Put Opt 7/21 4290,Cboe S&P Put Opt 7/21 4200,Cboe S&P Put Opt 7/21 4330,Cboe S&P Put Opt 7/21 4205,Cboe S&P Put Opt 7/21 4335,S&P Dow Opt07/214180.0 Put,Cboe S&P Put Opt 7/21 4310,SUM
07/09/2021,99.96,0.07,0.0,0.0,-0.01,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/12/2021,99.39,0.0,0.0,0.0,0.0,0.0,0.66,0.01,0.0,-0.02,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/13/2021,99.39,0.0,0.0,0.0,0.0,0.0,0.66,0.01,0.0,-0.02,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/14/2021,100.09,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.0,-0.08,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/15/2021,99.97,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,-0.01,0.01,-0.04,0.0,0.0,0.0,0.0,99.99
07/16/2021,99.97,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,-0.01,0.01,-0.04,0.0,0.0,0.0,0.0,99.99
07/19/2021,100.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,-0.02,0.01,-0.07,0.0,0.0,99.99000000000002
07/20/2021,100.11,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,-0.03,0.02,-0.1,0.02,-0.09,100.0
