,2412.TW,2883.TW,4904.TW,MTSS.ME,1101.TW,2890.TW,CEZ.PR,2633.TW,1102.TW,INTUCH.BK,FEES.ME,AC.MX,ADVANC.BK,CHMF.ME,RTKM.ME,3328.HK,HYDR.ME,VOD.JO,2324.TW,1402.TW,BRDT3.SA,3988.HK,ALRS.ME,MAYBANK.KL,EGIE3.SA,KOMB.PR,VALE3.SA,BAJAJ-AUTO.NS,939.HK,KIMBERA.MX,INDF.JK,MGNT.ME,TENAGA.KL,2301.TW,CCU.SN,1088.HK,857.HK,AMBUJACEM.NS,GMKN.ME,TEL.PM,LH.BK,IRAO.ME,GLO.PM,FIVE.L,TATN.ME,D7C.,1288.HK,SIME.KL,ITC.NS,ENELAM.SN,MER.PM,CCRO3.SA,2328.HK,HINDPETRO.NS,POWERGRID.NS,CHG.BK,ENKAI.IS,HYPE3.SA,NTPC.NS,1398.HK,CIMB.KL,ORBIA.MX,WHL.JO,4938.TW,1988.HK,MCG.JO,MTN.JO,SBSP3.SA,1339.HK,1359.HK,3231.TW,902.HK,RECLTD.NS,ELET3.SA,COLBUN.SN,2007.HK,ABG.JO,EXX.JO,PTTEP.BK,3380.HK,FSR.JO,PFC.NS,NED.JO,BPCL.NS,GAPB.MX,SNPMF,3969.HK,SBK.JO,KTB.BK,ARI.JO,CHL.,1313.HK,TLKM.JK,1776.HK,CHG.BK.1,6818.HK,UNTR.JK,INTP.JK,1336.HK,INDUSTOWER.NS,CHG.BK.2,CHG.BK.3,2474.TW,ENKAI.E.IS,TTB.BK,MMEU21,3045.TW,2886.TW,SCC.BK,BBSE3.SA,MOEX.ME,SLM.JO,MISC.KL,2611.HK,MOL.BD,2382.TW,PLZL.ME,2885.TW,JBSS3.SA,PKN.WA,TIMS3.SA,6881.HK,TCELL.E.IS,2357.TW,AQE.,NLMK.ME,MAGN.ME,BBAS3.SA,6099.HK,CPFE3.SA,ISA.BC,1658.HK,B3SA3.SA,BAP,2377.TW,2601.HK,EREGL.E.IS,n/a,GMEXICOB.MX,VEDL.NS,2454.TW,1918.HK,PETR4.SA,AMS.JO,KIO.JO,1157.HK,SSW.JO,HARTA.KL,IMP.JO,CSNA3.SA,FRGXX,TOPGLOV.KL,MPFXX,CJPXX,TMPXX,FPOXX,MMEZ21,SUM
07/09/2021,2.7,2.26,2.16,1.92,1.85,1.79,1.71,1.63,1.59,1.52,1.41,1.38,1.37,1.36,1.35,1.32,1.3,1.27,1.26,1.23,1.21,1.2,1.17,1.12,1.1,1.05,1.05,1.05,1.05,1.05,1.04,1.03,1.02,1.01,1.0,1.0,0.99,0.99,0.99,0.96,0.96,0.96,0.95,0.95,0.94,0.93,0.92,0.92,0.92,0.91,0.9,0.89,0.89,0.89,0.88,0.86,0.86,0.85,0.85,0.85,0.84,0.84,0.83,0.82,0.82,0.82,0.81,0.81,0.8,0.8,0.79,0.79,0.75,0.75,0.75,0.74,0.73,0.73,0.72,0.72,0.72,0.71,0.7,0.69,0.69,0.68,0.67,0.65,0.65,0.63,0.62,0.61,0.61,0.58,0.56,0.56,0.53,0.53,0.52,0.48,0.35,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/31/2021,2.68,2.25,2.14,1.86,1.86,1.8,1.81,1.62,1.58,1.5,1.39,1.34,1.35,1.35,1.32,1.31,1.29,1.26,1.27,1.21,1.1,1.19,1.23,1.11,1.1,1.01,1.05,1.03,1.04,1.04,0.97,1.04,1.02,1.02,0.94,1.0,0.97,0.99,0.97,0.94,0.95,0.95,0.92,0.94,0.92,0.92,0.91,0.91,0.91,0.89,0.89,0.9,0.87,0.87,0.89,0.0,0.0,0.86,0.84,0.84,0.83,0.8,0.82,0.83,0.81,0.8,0.79,0.81,0.79,0.8,0.75,0.8,0.77,0.75,0.72,0.73,0.74,0.72,0.71,0.75,0.72,0.75,0.7,0.7,0.67,0.68,0.68,0.65,0.65,0.62,0.61,0.62,0.62,0.58,0.0,0.6,0.52,0.51,0.52,0.48,0.0,0.0,0.86,0.86,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.81
09/01/2021,2.68,2.25,2.14,1.86,1.86,1.8,1.81,1.62,1.58,1.5,1.39,1.34,1.35,1.35,1.32,1.31,1.29,1.26,1.27,1.21,1.1,1.19,1.23,1.11,1.1,1.01,1.05,1.03,1.04,1.04,0.97,1.04,1.02,1.02,0.94,1.0,0.97,0.99,0.97,0.94,0.95,0.95,0.92,0.94,0.92,0.92,0.91,0.91,0.91,0.89,0.89,0.9,0.87,0.87,0.89,0.0,0.0,0.86,0.84,0.84,0.83,0.8,0.82,0.83,0.81,0.8,0.79,0.81,0.79,0.8,0.75,0.8,0.77,0.75,0.72,0.73,0.74,0.72,0.71,0.75,0.72,0.75,0.7,0.7,0.67,0.68,0.68,0.65,0.65,0.62,0.61,0.62,0.62,0.58,0.0,0.6,0.52,0.51,0.52,0.48,0.0,0.0,0.86,0.86,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.81
09/02/2021,2.68,2.25,2.14,1.86,1.86,1.8,1.81,1.62,1.58,1.5,1.39,1.34,1.35,1.35,1.32,1.31,1.29,1.26,1.27,1.21,1.1,1.19,1.23,1.11,1.1,1.01,1.05,1.03,1.04,1.04,0.97,1.04,1.02,1.02,0.94,1.0,0.97,0.99,0.97,0.94,0.95,0.95,0.92,0.94,0.92,0.92,0.91,0.91,0.91,0.89,0.89,0.9,0.87,0.87,0.89,0.0,0.0,0.86,0.84,0.84,0.83,0.8,0.82,0.83,0.81,0.8,0.79,0.81,0.79,0.8,0.75,0.8,0.77,0.75,0.72,0.73,0.74,0.72,0.71,0.75,0.72,0.75,0.7,0.7,0.67,0.68,0.68,0.65,0.65,0.62,0.61,0.62,0.62,0.58,0.0,0.6,0.52,0.51,0.52,0.48,0.0,0.0,0.86,0.86,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.81
11/30/2021,0.0,0.0,2.19,1.99,1.19,1.4,0.0,0.0,1.27,0.0,0.0,1.3,0.0,0.88,1.58,1.3,1.46,1.23,1.04,1.02,0.0,1.54,0.0,0.0,1.15,0.0,0.6,1.03,1.22,1.09,1.05,1.47,1.41,0.95,0.0,0.89,0.8,0.85,0.84,1.0,0.0,1.55,0.86,1.07,1.14,1.15,1.2,0.97,1.26,0.0,1.2,0.0,0.0,0.99,0.94,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,1.13,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.67,1.05,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.87,0.0,0.0,0.5,0.0,0.94,0.93,0.0,0.0,0.96,0.0,0.0,0.9,1.11,0.0,0.0,1.11,0.0,0.0,0.0,2.05,1.72,1.19,1.18,1.18,1.15,1.13,1.08,1.08,1.08,1.07,1.04,1.01,0.99,0.96,0.96,0.92,0.9,0.88,0.83,0.83,0.8,0.8,0.79,0.78,0.72,0.7,0.7,0.66,0.63,0.62,0.61,0.58,0.58,0.58,0.56,0.54,0.49,0.48,0.47,0.46,0.46,0.45,0.42,0.4,0.39,0.24,0.05,0.01,0.01,-0.03,99.38000000000001
