,GOOG,ADI,KEYS,NVDA,EW,DHR,TW,AXNX,INTU,ASML,AMD,TSLA,ZBRA,ADBE,IDXX,DXCM,LLY,ARWR,PANW,ISRG,ZI,ZEN,UBER,MTCH,n/a,SNOW,MASI,DOCN,ETSY,SUM
07/06/2022,6.91,6.18,5.2,5.15,5.06,5.03,4.95,4.53,4.44,4.25,4.0,3.66,3.3,3.16,3.13,3.08,2.94,2.9,2.71,2.66,2.58,2.54,2.48,2.21,1.91,1.55,1.39,1.14,0.94,99.98
