,MRNA,FTNT,HUBS,GNRC,SNAP,CRL,NET,LNG,NDAQ,NVAX,OXY,CZR,EBAY,DELL,IT,SIVB,ZBRA,AZO,EL,PINS,SQ,TRMB,ROKU,QRVO,GME,PTC,TSCO,ENTG,LRCX,SWKS,TER,IQV,HZNP,EPAM,UI,AMAT,LOW,AVTR,GOOGL,ETSY,KKR,PYPL,W,TECH,TROW,KLAC,BLK,A,DE,ENPH,TWLO,APTV,ORLY,FRC,NTAP,GRMN,TWTR,ACN,ABBV,CTLT,KEYS,TXG,CRWD,ODFL,MLM,HD,TSLA,LYFT,POOL,BX,MCHP,HOLX,EXK.,LLY,FISV,WAT,Z,CVNA,PANW,PENN,PKI,ORCL,AMZN,MSI,FB,MRVL,ALGN,DVA,TMO,ZEN,CMG,GH,PTON,ADI,MPWR,ADP,BMY,NVDA,ROK,AME,APH,FAST,TXN,KDP,CGNX,CSCO,CDNS,ATVI,ABT,NVCR,WDAY,EFX,DIS,UBER,IDXX,PLUG,WST,ZS,ANET,DHR,MTD,OTIS,BIO,CHTR,MMC,MSFT,TTD,ESS,AAPL,PAYX,PM,SNPS,SHW,TDG,BR,DG,YUM,VMW,SSNC,QCOM,NEM,IEX,ICE,AON,AMGN,MNST,GPN,CTXS,DOCU,ESTC,INTU,MDB,ZM,DPZ,DDOG,AMD,ALNY,ILMN,INVH,MCO,NKE,CRM,VEEV,PLD,NOW,SPGI,CTAS,OKTA,GDDY,HEI,ADSK,FICO,PODD,STE,COO,PG,WMT,UNP,PAYC,TFX,NFLX,ABMD,CHD,KMB,TTWO,CPB,US Dollar,MSCI,REGN,PSA,ADBE,LBRDK,ZTS,DRE,TRU,ISRG,EW,DLR,DXCM,CPRT,RMD,AKAM,SUI,SBAC,ROP,AMT,CL,CCI,EQIX,AVLR,SGEN,EXAS,MISXX,018000.KQ,Morgan Stanley Instl Lqudty Trs Instl,n/a,688101.SS,688001.SS,FTOXX,OKE,BILL,CG,ALB,DT,BBWI WI,NUE,HCA,U,SNOW,FCX,DFS,GS,IR,RF,MS,URI,LH,ON,MGM,JCI,CPT,AVY,MAA,WY,TGT,CDW,EXPD,HES,HLT,WMB,CDAY,SCHW,SPG,ELS,EXR,GE,AWK,AVB,MASI,NXPI,BURL,LYV,EXPE,EQR,VRSK,MCD,DAL,AVGO,SBUX,NLOK,AMC,XRAY,PLTR,SUM
07/23/2021,1.17,0.99,0.88,0.94,0.82,0.93,0.91,0.86,0.92,0.87,0.73,0.79,0.71,0.86,0.94,0.9,0.7,0.77,0.36,0.65,0.72,0.51,0.81,0.69,0.8,0.53,0.88,0.68,0.83,0.71,0.66,0.91,0.72,0.95,0.17,0.83,0.72,0.93,0.92,0.49,0.88,0.73,0.84,0.74,0.74,0.49,0.72,0.72,0.71,0.33,0.52,0.7,0.77,0.74,0.68,0.54,0.52,0.55,0.37,0.37,0.53,0.49,0.9,0.52,0.51,0.73,0.35,0.15,0.88,0.96,0.0,0.18,0.0,0.73,0.0,0.96,0.0,0.77,0.56,0.16,0.9,0.59,0.54,0.72,0.7,0.51,0.53,0.52,0.74,0.34,0.36,0.0,0.53,0.33,0.38,0.37,0.52,0.83,0.37,0.18,0.36,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.18,0.76,0.0,0.96,0.0,0.0,0.76,0.0,0.93,0.76,0.72,0.76,0.74,0.75,0.54,0.71,0.53,0.37,0.34,0.19,0.56,0.37,0.5,0.36,0.54,0.17,0.55,0.37,0.18,0.35,0.18,0.35,0.17,0.18,0.17,0.34,0.0,0.0,0.0,0.0,0.96,0.51,0.93,0.49,0.66,0.73,0.37,0.66,0.56,0.37,0.39,0.54,0.54,0.35,0.54,0.56,0.18,0.36,0.36,0.18,0.35,0.17,0.0,0.0,0.17,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.55,0.55,0.54,0.54,0.53,0.38,0.39,0.38,0.37,0.37,0.37,0.37,0.39,0.37,0.36,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/26/2021,1.21,1.0,0.89,0.94,0.81,0.94,0.95,0.86,0.93,0.87,0.76,0.78,0.72,0.85,0.93,0.9,0.71,0.75,0.36,0.65,0.75,0.52,0.81,0.69,0.74,0.54,0.86,0.68,0.86,0.7,0.67,0.89,0.75,0.95,0.17,0.85,0.71,0.92,0.93,0.5,0.9,0.73,0.8,0.73,0.73,0.5,0.7,0.72,0.7,0.34,0.53,0.69,0.76,0.73,0.66,0.54,0.52,0.55,0.37,0.38,0.53,0.49,0.92,0.52,0.51,0.72,0.34,0.16,0.86,1.0,0.0,0.18,0.0,0.73,0.0,0.96,0.0,0.78,0.55,0.16,0.91,0.6,0.54,0.71,0.71,0.51,0.53,0.51,0.73,0.35,0.41,0.0,0.5,0.33,0.38,0.36,0.52,0.86,0.37,0.18,0.36,0.18,0.16,0.17,0.17,0.18,0.18,0.16,0.17,0.75,0.0,0.92,0.0,0.0,0.76,0.0,0.92,0.77,0.73,0.76,0.74,0.75,0.54,0.7,0.53,0.37,0.34,0.19,0.55,0.36,0.5,0.36,0.53,0.17,0.54,0.37,0.18,0.35,0.18,0.35,0.16,0.18,0.17,0.34,0.0,0.0,0.0,0.0,0.97,0.51,0.94,0.5,0.66,0.81,0.37,0.68,0.55,0.36,0.38,0.54,0.54,0.36,0.54,0.55,0.18,0.36,0.36,0.17,0.35,0.17,0.0,0.0,0.17,0.18,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.55,0.54,0.53,0.55,0.52,0.38,0.38,0.37,0.37,0.36,0.36,0.37,0.39,0.37,0.35,0.19,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.16,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/27/2021,1.29,1.0,0.86,0.94,0.99,0.93,0.96,0.84,0.93,0.83,0.74,0.75,0.73,0.84,0.93,0.89,0.72,0.76,0.36,0.68,0.75,0.52,0.89,0.68,0.73,0.55,0.87,0.68,0.85,0.7,0.67,0.89,0.75,0.95,0.17,0.84,0.72,0.91,0.94,0.51,0.9,0.73,0.78,0.73,0.73,0.5,0.69,0.71,0.7,0.34,0.53,0.69,0.76,0.73,0.66,0.54,0.53,0.55,0.36,0.37,0.52,0.47,0.93,0.52,0.51,0.72,0.33,0.15,0.87,0.99,0.0,0.18,0.0,0.74,0.0,0.96,0.0,0.78,0.55,0.16,0.92,0.57,0.54,0.71,0.74,0.51,0.53,0.51,0.73,0.35,0.41,0.0,0.5,0.33,0.38,0.36,0.52,0.85,0.36,0.17,0.36,0.18,0.16,0.17,0.17,0.18,0.18,0.16,0.18,0.74,0.0,0.92,0.0,0.0,0.76,0.0,0.92,0.77,0.73,0.75,0.74,0.75,0.54,0.7,0.53,0.37,0.36,0.19,0.55,0.36,0.5,0.36,0.53,0.17,0.54,0.37,0.18,0.34,0.18,0.35,0.16,0.17,0.17,0.34,0.0,0.0,0.0,0.0,0.96,0.52,0.93,0.51,0.64,0.78,0.37,0.68,0.54,0.36,0.38,0.53,0.55,0.35,0.54,0.54,0.18,0.35,0.36,0.18,0.34,0.16,0.0,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.55,0.53,0.53,0.54,0.52,0.38,0.38,0.37,0.37,0.37,0.36,0.37,0.39,0.37,0.36,0.19,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.16,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
07/28/2021,1.29,1.0,0.86,0.94,0.99,0.93,0.96,0.84,0.93,0.83,0.74,0.75,0.73,0.84,0.93,0.89,0.72,0.76,0.36,0.68,0.75,0.52,0.89,0.68,0.73,0.55,0.87,0.68,0.85,0.7,0.67,0.89,0.75,0.95,0.17,0.84,0.72,0.91,0.94,0.51,0.9,0.73,0.78,0.73,0.73,0.5,0.69,0.71,0.7,0.34,0.53,0.69,0.76,0.73,0.66,0.54,0.53,0.55,0.36,0.37,0.52,0.47,0.93,0.52,0.51,0.72,0.33,0.15,0.87,0.99,0.0,0.18,0.0,0.74,0.0,0.96,0.0,0.78,0.55,0.16,0.92,0.57,0.54,0.71,0.74,0.51,0.53,0.51,0.73,0.35,0.41,0.0,0.5,0.33,0.38,0.36,0.52,0.85,0.36,0.17,0.36,0.18,0.16,0.17,0.17,0.18,0.18,0.16,0.18,0.74,0.0,0.92,0.0,0.0,0.76,0.0,0.92,0.77,0.73,0.75,0.74,0.75,0.54,0.7,0.53,0.37,0.36,0.19,0.55,0.36,0.5,0.36,0.53,0.17,0.54,0.37,0.18,0.34,0.18,0.35,0.16,0.17,0.17,0.34,0.0,0.0,0.0,0.0,0.96,0.52,0.93,0.51,0.64,0.78,0.37,0.68,0.54,0.36,0.38,0.53,0.55,0.35,0.54,0.54,0.18,0.35,0.36,0.18,0.34,0.16,0.0,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.55,0.53,0.53,0.54,0.52,0.38,0.38,0.37,0.37,0.37,0.36,0.37,0.39,0.37,0.36,0.19,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.16,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
07/29/2021,1.24,0.99,0.89,0.93,0.97,0.92,0.96,0.86,0.92,0.79,0.75,0.78,0.73,0.84,0.94,0.88,0.72,0.76,0.36,0.67,0.75,0.52,0.91,0.68,0.75,0.54,0.88,0.67,0.86,0.7,0.66,0.89,0.74,0.94,0.17,0.85,0.71,0.9,0.95,0.51,0.91,0.73,0.78,0.73,0.72,0.5,0.69,0.71,0.7,0.33,0.51,0.71,0.76,0.73,0.67,0.54,0.51,0.55,0.36,0.36,0.53,0.47,0.92,0.52,0.51,0.72,0.34,0.15,0.89,1.01,0.0,0.18,0.0,0.74,0.0,0.96,0.0,0.78,0.55,0.16,0.97,0.57,0.55,0.71,0.75,0.51,0.53,0.51,0.73,0.36,0.41,0.0,0.5,0.33,0.38,0.36,0.51,0.84,0.36,0.17,0.36,0.18,0.17,0.17,0.17,0.18,0.18,0.16,0.17,0.72,0.0,0.93,0.0,0.0,0.76,0.0,0.91,0.75,0.72,0.75,0.74,0.76,0.54,0.7,0.53,0.37,0.37,0.19,0.55,0.37,0.51,0.36,0.53,0.17,0.54,0.37,0.18,0.34,0.18,0.35,0.16,0.17,0.17,0.37,0.0,0.0,0.0,0.0,0.95,0.51,0.94,0.5,0.67,0.8,0.37,0.68,0.53,0.36,0.38,0.53,0.54,0.35,0.54,0.54,0.18,0.35,0.35,0.18,0.34,0.16,0.0,0.0,0.16,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.55,0.53,0.53,0.54,0.52,0.37,0.37,0.37,0.37,0.37,0.36,0.37,0.39,0.37,0.36,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.15,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/30/2021,1.23,1.0,0.88,0.93,0.95,0.93,0.96,0.86,0.93,0.74,0.74,0.78,0.72,0.85,0.96,0.87,0.72,0.76,0.36,0.66,0.72,0.52,0.88,0.67,0.73,0.52,0.87,0.66,0.84,0.69,0.65,0.88,0.75,0.95,0.17,0.83,0.7,0.91,0.95,0.5,0.92,0.72,0.76,0.74,0.72,0.49,0.69,0.71,0.7,0.33,0.5,0.71,0.76,0.73,0.67,0.54,0.51,0.56,0.37,0.37,0.53,0.47,0.9,0.52,0.51,0.72,0.33,0.15,0.9,1.03,0.0,0.18,0.0,0.74,0.0,0.96,0.0,0.78,0.55,0.16,0.97,0.58,0.54,0.72,0.74,0.51,0.52,0.51,0.74,0.36,0.41,0.0,0.5,0.33,0.38,0.37,0.52,0.84,0.36,0.18,0.36,0.18,0.16,0.17,0.17,0.18,0.18,0.15,0.18,0.71,0.0,0.95,0.0,0.0,0.76,0.0,0.92,0.76,0.73,0.76,0.75,0.76,0.56,0.71,0.53,0.37,0.37,0.19,0.55,0.37,0.52,0.36,0.54,0.17,0.54,0.37,0.19,0.34,0.18,0.35,0.17,0.18,0.17,0.38,0.0,0.0,0.0,0.0,0.95,0.51,0.93,0.51,0.67,0.81,0.37,0.68,0.53,0.36,0.38,0.54,0.55,0.35,0.54,0.55,0.18,0.35,0.36,0.17,0.34,0.17,0.0,0.0,0.17,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.56,0.53,0.53,0.54,0.52,0.38,0.38,0.38,0.37,0.37,0.36,0.37,0.39,0.38,0.36,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.16,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/02/2021,1.28,1.0,0.87,0.88,0.95,0.95,0.99,0.87,0.92,0.75,0.74,0.75,0.73,0.84,0.94,0.88,0.72,0.76,0.36,0.63,0.73,0.53,0.85,0.69,0.67,0.48,0.84,0.68,0.83,0.71,0.65,0.89,0.76,0.94,0.17,0.84,0.69,0.91,0.96,0.49,0.93,0.67,0.72,0.74,0.71,0.5,0.69,0.72,0.71,0.34,0.5,0.74,0.73,0.74,0.67,0.55,0.52,0.55,0.37,0.38,0.53,0.48,0.9,0.53,0.53,0.71,0.35,0.16,0.9,1.04,0.0,0.19,0.0,0.74,0.0,0.98,0.0,0.78,0.54,0.15,1.01,0.57,0.53,0.72,0.71,0.52,0.56,0.5,0.73,0.36,0.41,0.0,0.48,0.34,0.41,0.36,0.52,0.85,0.37,0.18,0.36,0.18,0.17,0.17,0.18,0.18,0.18,0.15,0.18,0.64,0.0,0.94,0.0,0.0,0.77,0.0,0.98,0.76,0.73,0.77,0.76,0.75,0.56,0.69,0.53,0.37,0.38,0.19,0.54,0.37,0.51,0.36,0.54,0.17,0.54,0.37,0.19,0.34,0.18,0.37,0.17,0.17,0.17,0.38,0.0,0.0,0.0,0.0,0.93,0.51,0.93,0.51,0.69,0.78,0.37,0.76,0.54,0.36,0.38,0.53,0.55,0.35,0.54,0.54,0.18,0.36,0.36,0.17,0.34,0.17,0.0,0.0,0.17,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.57,0.53,0.53,0.54,0.51,0.38,0.37,0.38,0.37,0.37,0.35,0.37,0.39,0.38,0.36,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.16,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07999999999998
08/03/2021,1.31,1.0,0.89,0.88,0.95,0.96,0.98,0.85,0.92,0.74,0.73,0.73,0.68,0.84,0.95,0.86,0.73,0.76,0.37,0.52,0.71,0.53,0.81,0.67,0.66,0.49,0.85,0.68,0.85,0.67,0.66,0.89,0.74,0.95,0.17,0.86,0.69,0.92,0.96,0.45,0.94,0.66,0.67,0.75,0.72,0.55,0.69,0.72,0.71,0.36,0.48,0.74,0.74,0.73,0.68,0.55,0.52,0.55,0.36,0.39,0.54,0.48,0.88,0.54,0.53,0.72,0.35,0.16,0.91,1.03,0.0,0.19,0.15,0.74,0.0,0.98,0.0,0.78,0.55,0.15,1.03,0.57,0.49,0.72,0.71,0.53,0.58,0.51,0.75,0.31,0.42,0.0,0.48,0.34,0.42,0.37,0.52,0.85,0.37,0.18,0.37,0.18,0.17,0.17,0.18,0.18,0.18,0.15,0.18,0.6,0.0,0.95,0.0,0.0,0.75,0.0,1.0,0.76,0.73,0.77,0.74,0.76,0.58,0.72,0.53,0.37,0.37,0.19,0.54,0.37,0.51,0.36,0.54,0.17,0.55,0.37,0.19,0.33,0.18,0.36,0.17,0.17,0.17,0.38,0.0,0.0,0.0,0.0,0.93,0.52,0.94,0.5,0.68,0.78,0.37,0.79,0.54,0.36,0.38,0.53,0.55,0.34,0.54,0.54,0.18,0.36,0.36,0.17,0.34,0.16,0.0,0.0,0.17,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.08,0.57,0.52,0.53,0.54,0.52,0.38,0.37,0.38,0.38,0.38,0.36,0.42,0.39,0.38,0.36,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,1.31,1.0,0.89,0.88,0.95,0.96,0.98,0.85,0.92,0.74,0.73,0.73,0.68,0.84,0.95,0.86,0.73,0.76,0.37,0.52,0.71,0.53,0.81,0.67,0.66,0.49,0.85,0.68,0.85,0.67,0.66,0.89,0.74,0.95,0.17,0.86,0.69,0.92,0.96,0.45,0.94,0.66,0.67,0.75,0.72,0.55,0.69,0.72,0.71,0.36,0.48,0.74,0.74,0.73,0.68,0.55,0.52,0.55,0.36,0.39,0.54,0.48,0.88,0.54,0.53,0.72,0.35,0.16,0.91,1.03,0.0,0.19,0.15,0.74,0.0,0.98,0.0,0.78,0.55,0.15,1.03,0.57,0.49,0.72,0.71,0.53,0.58,0.51,0.75,0.31,0.42,0.0,0.48,0.34,0.42,0.37,0.52,0.85,0.37,0.18,0.37,0.18,0.17,0.17,0.18,0.18,0.18,0.15,0.18,0.6,0.0,0.95,0.0,0.0,0.75,0.0,1.0,0.76,0.73,0.77,0.74,0.76,0.58,0.72,0.53,0.37,0.37,0.19,0.54,0.37,0.51,0.36,0.54,0.17,0.55,0.37,0.19,0.33,0.18,0.36,0.17,0.17,0.17,0.38,0.0,0.0,0.0,0.0,0.93,0.52,0.94,0.5,0.68,0.78,0.37,0.79,0.54,0.36,0.38,0.53,0.55,0.34,0.54,0.54,0.18,0.36,0.36,0.17,0.34,0.16,0.0,0.0,0.17,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.08,0.57,0.52,0.53,0.54,0.52,0.38,0.37,0.38,0.38,0.38,0.36,0.42,0.39,0.38,0.36,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/05/2021,1.28,1.04,0.89,0.84,0.94,0.95,0.98,0.85,0.93,0.75,0.72,0.73,0.68,0.84,0.95,0.85,0.72,0.76,0.36,0.5,0.78,0.53,0.8,0.68,0.64,0.47,0.85,0.69,0.86,0.68,0.66,0.89,0.74,0.95,0.17,0.87,0.69,0.92,0.96,0.47,0.93,0.65,0.67,0.75,0.73,0.54,0.69,0.72,0.7,0.35,0.49,0.74,0.74,0.72,0.68,0.55,0.51,0.55,0.36,0.39,0.54,0.46,0.88,0.53,0.52,0.71,0.36,0.16,0.9,1.03,0.0,0.19,0.15,0.75,0.0,0.98,0.0,0.77,0.55,0.15,1.04,0.57,0.49,0.72,0.7,0.53,0.58,0.51,0.74,0.31,0.42,0.0,0.49,0.34,0.42,0.37,0.52,0.86,0.37,0.18,0.37,0.18,0.17,0.17,0.18,0.18,0.18,0.15,0.18,0.59,0.0,0.94,0.0,0.0,0.75,0.0,1.01,0.77,0.72,0.77,0.74,0.77,0.58,0.72,0.53,0.37,0.37,0.19,0.54,0.37,0.51,0.36,0.54,0.17,0.55,0.37,0.2,0.34,0.18,0.36,0.17,0.17,0.17,0.38,0.0,0.0,0.0,0.0,0.92,0.51,0.94,0.5,0.68,0.79,0.37,0.81,0.53,0.36,0.38,0.53,0.56,0.34,0.54,0.55,0.18,0.37,0.35,0.17,0.34,0.16,0.0,0.0,0.17,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.08,0.58,0.53,0.53,0.54,0.52,0.38,0.37,0.38,0.38,0.38,0.36,0.42,0.39,0.38,0.36,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/06/2021,1.42,1.08,0.86,0.83,0.93,0.96,0.97,0.86,0.92,0.76,0.73,0.72,0.67,0.85,1.04,0.85,0.71,0.77,0.35,0.52,0.76,0.53,0.78,0.69,0.61,0.47,0.86,0.69,0.85,0.68,0.65,0.89,0.73,0.96,0.17,0.86,0.69,0.92,0.96,0.47,0.94,0.65,0.68,0.74,0.73,0.54,0.69,0.72,0.71,0.36,0.47,0.74,0.75,0.72,0.69,0.56,0.5,0.54,0.36,0.39,0.54,0.46,0.87,0.54,0.52,0.72,0.36,0.15,0.9,1.02,0.0,0.19,0.0,0.77,0.0,0.98,0.0,0.76,0.54,0.15,1.03,0.58,0.49,0.71,0.7,0.53,0.58,0.51,0.73,0.3,0.42,0.0,0.48,0.34,0.42,0.37,0.52,0.85,0.37,0.17,0.37,0.18,0.17,0.17,0.18,0.18,0.18,0.14,0.18,0.58,0.0,0.93,0.0,0.0,0.76,0.0,1.01,0.78,0.72,0.78,0.74,0.77,0.58,0.74,0.54,0.37,0.37,0.18,0.54,0.37,0.51,0.36,0.55,0.16,0.55,0.37,0.19,0.34,0.18,0.36,0.17,0.17,0.17,0.38,0.0,0.0,0.0,0.0,0.9,0.5,0.93,0.5,0.67,0.8,0.38,0.83,0.53,0.36,0.37,0.53,0.56,0.34,0.55,0.55,0.18,0.37,0.35,0.17,0.33,0.16,0.0,0.0,0.17,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.58,0.53,0.52,0.53,0.52,0.38,0.37,0.38,0.37,0.38,0.36,0.42,0.39,0.38,0.35,0.19,0.18,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
