,MRNA,FTNT,HUBS,GNRC,SNAP,CRL,NET,LNG,NDAQ,NVAX,OXY,CZR,EBAY,DELL,IT,SIVB,ZBRA,AZO,EL,PINS,SQ,TRMB,ROKU,QRVO,GME,PTC,TSCO,ENTG,LRCX,SWKS,TER,IQV,HZNP,EPAM,UI,AMAT,LOW,AVTR,GOOGL,ETSY,KKR,PYPL,W,TECH,TROW,KLAC,BLK,A,DE,ENPH,TWLO,APTV,ORLY,FRC,NTAP,GRMN,TWTR,ACN,ABBV,CTLT,KEYS,TXG,CRWD,ODFL,MLM,HD,TSLA,LYFT,POOL,BX,MCHP,HOLX,EXK.,LLY,FISV,WAT,Z,CVNA,PANW,PENN,PKI,ORCL,AMZN,MSI,FB,MRVL,ALGN,DVA,TMO,ZEN,CMG,GH,PTON,ADI,MPWR,ADP,BMY,NVDA,ROK,AME,APH,FAST,TXN,KDP,CGNX,CSCO,CDNS,ATVI,ABT,NVCR,WDAY,EFX,DIS,UBER,IDXX,PLUG,WST,ZS,ANET,DHR,MTD,OTIS,BIO,CHTR,MMC,MSFT,TTD,ESS,AAPL,PAYX,PM,SNPS,SHW,TDG,BR,DG,YUM,VMW,SSNC,QCOM,NEM,IEX,ICE,AON,AMGN,MNST,GPN,CTXS,DOCU,ESTC,INTU,MDB,ZM,DPZ,DDOG,AMD,ALNY,ILMN,INVH,MCO,NKE,CRM,VEEV,PLD,NOW,SPGI,CTAS,OKTA,GDDY,HEI,ADSK,FICO,PODD,STE,COO,PG,WMT,UNP,PAYC,TFX,NFLX,ABMD,CHD,KMB,TTWO,CPB,US Dollar,MSCI,REGN,PSA,ADBE,LBRDK,ZTS,DRE,TRU,ISRG,EW,DLR,DXCM,CPRT,RMD,AKAM,SUI,SBAC,ROP,AMT,CL,CCI,EQIX,AVLR,SGEN,EXAS,MISXX,018000.KQ,Morgan Stanley Instl Lqudty Trs Instl,n/a,688101.SS,688001.SS,FTOXX,OKE,BILL,CG,ALB,DT,BBWI WI,NUE,HCA,U,SNOW,FCX,DFS,GS,IR,RF,MS,URI,LH,ON,MGM,JCI,CPT,AVY,MAA,WY,TGT,CDW,EXPD,HES,HLT,WMB,CDAY,SCHW,SPG,ELS,EXR,GE,AWK,AVB,MASI,NXPI,BURL,LYV,EXPE,EQR,VRSK,MCD,DAL,AVGO,SBUX,NLOK,AMC,XRAY,PLTR,SUM
07/09/2021,1.43,1.1,1.07,1.06,1.06,1.05,1.0,0.98,0.96,0.96,0.92,0.91,0.91,0.9,0.9,0.9,0.9,0.88,0.88,0.87,0.87,0.86,0.86,0.86,0.85,0.85,0.85,0.85,0.84,0.84,0.84,0.84,0.84,0.84,0.83,0.82,0.82,0.81,0.79,0.79,0.79,0.78,0.78,0.77,0.76,0.76,0.76,0.75,0.75,0.75,0.75,0.74,0.74,0.73,0.73,0.72,0.71,0.71,0.69,0.69,0.69,0.68,0.68,0.68,0.67,0.67,0.64,0.63,0.63,0.62,0.61,0.6,0.6,0.59,0.59,0.59,0.59,0.57,0.57,0.57,0.57,0.56,0.56,0.56,0.56,0.55,0.53,0.53,0.53,0.53,0.52,0.52,0.52,0.51,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.4,0.4,0.4,0.39,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.32,0.32,0.31,0.27,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/12/2021,0.88,0.96,0.92,0.93,0.86,0.92,0.91,0.9,0.89,0.79,0.86,0.83,0.7,0.89,0.94,0.92,0.74,0.75,0.36,0.69,0.71,0.53,0.84,0.7,0.79,0.53,0.89,0.68,0.84,0.7,0.67,0.92,0.72,0.92,0.17,0.84,0.72,0.9,0.91,0.49,0.89,0.73,0.86,0.73,0.74,0.49,0.73,0.72,0.7,0.36,0.52,0.7,0.74,0.74,0.72,0.53,0.52,0.55,0.37,0.37,0.52,0.5,0.94,0.53,0.53,0.72,0.34,0.17,0.92,0.91,0.0,0.18,0.17,0.73,0.0,0.95,0.0,0.76,0.55,0.17,0.89,0.59,0.56,0.74,0.72,0.51,0.53,0.53,0.73,0.35,0.36,0.0,0.49,0.34,0.36,0.36,0.52,0.89,0.36,0.18,0.37,0.18,0.17,0.17,0.18,0.18,0.18,0.17,0.18,0.78,0.0,0.92,0.0,0.0,0.75,0.0,0.93,0.75,0.74,0.74,0.74,0.73,0.54,0.73,0.53,0.36,0.36,0.18,0.55,0.37,0.52,0.36,0.53,0.18,0.54,0.36,0.18,0.35,0.18,0.35,0.17,0.18,0.17,0.35,0.0,0.0,0.0,0.0,0.92,0.54,0.91,0.51,0.71,0.73,0.37,0.69,0.54,0.36,0.38,0.54,0.54,0.36,0.54,0.54,0.18,0.36,0.36,0.18,0.36,0.18,0.0,0.0,0.18,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.06,0.55,0.54,0.54,0.54,0.53,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/13/2021,0.88,0.96,0.92,0.93,0.86,0.92,0.91,0.9,0.89,0.79,0.86,0.83,0.7,0.89,0.94,0.92,0.74,0.75,0.36,0.69,0.71,0.53,0.84,0.7,0.79,0.53,0.89,0.68,0.84,0.7,0.67,0.92,0.72,0.92,0.17,0.84,0.72,0.9,0.91,0.49,0.89,0.73,0.86,0.73,0.74,0.49,0.73,0.72,0.7,0.36,0.52,0.7,0.74,0.74,0.72,0.53,0.52,0.55,0.37,0.37,0.52,0.5,0.94,0.53,0.53,0.72,0.34,0.17,0.92,0.91,0.0,0.18,0.17,0.73,0.0,0.95,0.0,0.76,0.55,0.17,0.89,0.59,0.56,0.74,0.72,0.51,0.53,0.53,0.73,0.35,0.36,0.0,0.49,0.34,0.36,0.36,0.52,0.89,0.36,0.18,0.37,0.18,0.17,0.17,0.18,0.18,0.18,0.17,0.18,0.78,0.0,0.92,0.0,0.0,0.75,0.0,0.93,0.75,0.74,0.74,0.74,0.73,0.54,0.73,0.53,0.36,0.36,0.18,0.55,0.37,0.52,0.36,0.53,0.18,0.54,0.36,0.18,0.35,0.18,0.35,0.17,0.18,0.17,0.35,0.0,0.0,0.0,0.0,0.92,0.54,0.91,0.51,0.71,0.73,0.37,0.69,0.54,0.36,0.38,0.54,0.54,0.36,0.54,0.54,0.18,0.36,0.36,0.18,0.36,0.18,0.0,0.0,0.18,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.06,0.55,0.54,0.54,0.54,0.53,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/14/2021,0.88,0.96,0.92,0.93,0.86,0.92,0.92,0.9,0.89,0.79,0.86,0.83,0.7,0.89,0.94,0.92,0.74,0.75,0.36,0.69,0.71,0.53,0.84,0.7,0.79,0.53,0.89,0.68,0.84,0.7,0.67,0.92,0.72,0.92,0.17,0.84,0.72,0.9,0.91,0.49,0.89,0.73,0.86,0.73,0.74,0.49,0.73,0.72,0.7,0.36,0.52,0.7,0.74,0.74,0.72,0.53,0.52,0.55,0.37,0.37,0.52,0.5,0.94,0.53,0.53,0.72,0.34,0.17,0.92,0.91,0.0,0.18,0.0,0.73,0.0,0.95,0.0,0.76,0.55,0.17,0.89,0.59,0.56,0.74,0.72,0.51,0.53,0.53,0.73,0.35,0.37,0.0,0.49,0.34,0.36,0.36,0.52,0.89,0.36,0.18,0.37,0.18,0.17,0.17,0.18,0.18,0.18,0.17,0.18,0.78,0.0,0.92,0.0,0.0,0.75,0.0,0.93,0.75,0.74,0.74,0.74,0.73,0.54,0.73,0.53,0.36,0.36,0.18,0.55,0.37,0.52,0.36,0.53,0.18,0.54,0.36,0.18,0.35,0.18,0.35,0.17,0.18,0.17,0.35,0.0,0.0,0.0,0.0,0.92,0.54,0.91,0.51,0.71,0.73,0.37,0.69,0.54,0.36,0.38,0.54,0.54,0.36,0.54,0.54,0.18,0.36,0.36,0.18,0.36,0.18,0.0,0.0,0.18,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.55,0.54,0.54,0.54,0.53,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
07/15/2021,0.9,0.95,0.9,0.96,0.84,0.92,0.9,0.89,0.91,0.79,0.85,0.84,0.7,0.87,0.94,0.95,0.74,0.75,0.36,0.66,0.71,0.53,0.84,0.7,0.79,0.52,0.89,0.69,0.85,0.71,0.67,0.91,0.73,0.93,0.17,0.85,0.72,0.91,0.92,0.49,0.91,0.74,0.85,0.71,0.76,0.5,0.74,0.72,0.71,0.36,0.52,0.72,0.74,0.75,0.71,0.54,0.53,0.55,0.37,0.37,0.53,0.49,0.93,0.53,0.52,0.72,0.36,0.17,0.92,0.93,0.0,0.18,0.0,0.73,0.0,0.95,0.0,0.76,0.54,0.17,0.89,0.58,0.56,0.73,0.72,0.51,0.55,0.53,0.73,0.35,0.37,0.0,0.5,0.35,0.37,0.36,0.52,0.91,0.36,0.18,0.37,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.18,0.77,0.0,0.92,0.0,0.0,0.74,0.0,0.93,0.75,0.73,0.74,0.74,0.73,0.54,0.71,0.52,0.36,0.36,0.19,0.55,0.37,0.52,0.36,0.53,0.17,0.54,0.36,0.18,0.34,0.18,0.35,0.17,0.18,0.17,0.35,0.0,0.0,0.0,0.0,0.92,0.53,0.92,0.5,0.7,0.73,0.37,0.69,0.54,0.36,0.38,0.54,0.54,0.35,0.54,0.55,0.18,0.36,0.36,0.17,0.35,0.17,0.0,0.0,0.17,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.55,0.53,0.54,0.53,0.52,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.38,0.36,0.35,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/16/2021,0.9,0.97,0.89,0.96,0.84,0.93,0.9,0.87,0.91,0.78,0.86,0.83,0.7,0.84,0.94,0.93,0.72,0.75,0.36,0.65,0.71,0.53,0.83,0.71,0.75,0.53,0.9,0.69,0.86,0.71,0.68,0.92,0.73,0.94,0.17,0.86,0.72,0.91,0.93,0.48,0.9,0.74,0.82,0.72,0.74,0.5,0.74,0.72,0.71,0.36,0.52,0.72,0.75,0.75,0.7,0.54,0.53,0.55,0.37,0.38,0.53,0.48,0.93,0.53,0.52,0.71,0.35,0.16,0.92,0.92,0.0,0.18,0.0,0.73,0.0,0.95,0.0,0.77,0.55,0.16,0.89,0.58,0.56,0.73,0.73,0.51,0.55,0.53,0.73,0.34,0.37,0.0,0.51,0.35,0.37,0.37,0.53,0.91,0.36,0.18,0.37,0.18,0.17,0.17,0.18,0.18,0.18,0.17,0.18,0.76,0.0,0.92,0.0,0.0,0.75,0.0,0.93,0.75,0.73,0.74,0.75,0.73,0.54,0.71,0.52,0.37,0.35,0.19,0.56,0.37,0.52,0.36,0.53,0.17,0.54,0.36,0.18,0.34,0.18,0.35,0.17,0.18,0.17,0.35,0.0,0.0,0.0,0.0,0.91,0.53,0.93,0.51,0.7,0.75,0.37,0.69,0.54,0.37,0.38,0.54,0.55,0.36,0.54,0.55,0.18,0.36,0.36,0.18,0.35,0.17,0.0,0.0,0.17,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.55,0.54,0.54,0.54,0.52,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.38,0.36,0.35,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
07/19/2021,1.0,0.97,0.86,0.94,0.8,0.93,0.88,0.87,0.92,0.76,0.79,0.82,0.7,0.85,0.95,0.94,0.71,0.77,0.37,0.64,0.7,0.52,0.8,0.71,0.7,0.53,0.92,0.68,0.85,0.72,0.67,0.92,0.73,0.95,0.17,0.85,0.73,0.93,0.94,0.47,0.9,0.74,0.82,0.72,0.75,0.5,0.73,0.73,0.71,0.33,0.49,0.71,0.76,0.77,0.7,0.54,0.52,0.56,0.38,0.37,0.54,0.46,0.9,0.54,0.54,0.73,0.35,0.16,0.91,0.95,0.0,0.18,0.0,0.73,0.0,0.97,0.0,0.75,0.55,0.16,0.9,0.59,0.56,0.74,0.72,0.5,0.54,0.53,0.74,0.34,0.37,0.0,0.47,0.34,0.37,0.38,0.53,0.86,0.37,0.18,0.37,0.18,0.17,0.18,0.18,0.18,0.18,0.17,0.18,0.74,0.0,0.95,0.0,0.0,0.75,0.0,0.94,0.73,0.74,0.76,0.75,0.75,0.55,0.71,0.53,0.38,0.34,0.19,0.57,0.38,0.53,0.36,0.54,0.17,0.56,0.37,0.18,0.34,0.18,0.36,0.18,0.18,0.18,0.35,0.0,0.0,0.0,0.0,0.9,0.5,0.93,0.49,0.67,0.75,0.36,0.67,0.54,0.35,0.39,0.55,0.55,0.35,0.53,0.56,0.18,0.36,0.35,0.17,0.35,0.17,0.0,0.0,0.17,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.56,0.56,0.55,0.55,0.52,0.39,0.38,0.38,0.38,0.37,0.38,0.37,0.38,0.37,0.36,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/20/2021,1.11,0.98,0.87,0.94,0.79,0.94,0.88,0.87,0.92,0.8,0.75,0.79,0.7,0.84,0.95,0.92,0.71,0.78,0.37,0.63,0.71,0.51,0.79,0.7,0.72,0.53,0.92,0.66,0.82,0.71,0.65,0.93,0.72,0.94,0.17,0.82,0.73,0.93,0.94,0.47,0.89,0.73,0.8,0.74,0.75,0.48,0.73,0.73,0.7,0.32,0.5,0.69,0.77,0.76,0.69,0.55,0.51,0.56,0.38,0.37,0.53,0.46,0.9,0.53,0.53,0.73,0.34,0.16,0.91,0.95,0.0,0.18,0.0,0.73,0.0,0.97,0.0,0.75,0.55,0.15,0.91,0.6,0.55,0.74,0.71,0.49,0.53,0.53,0.75,0.34,0.36,0.0,0.47,0.34,0.37,0.38,0.53,0.82,0.37,0.18,0.36,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.18,0.75,0.0,0.96,0.0,0.0,0.77,0.0,0.94,0.74,0.73,0.77,0.76,0.75,0.55,0.71,0.53,0.38,0.33,0.19,0.57,0.38,0.53,0.36,0.55,0.17,0.56,0.37,0.18,0.34,0.18,0.35,0.17,0.18,0.18,0.35,0.0,0.0,0.0,0.0,0.91,0.51,0.93,0.49,0.68,0.75,0.36,0.66,0.55,0.36,0.39,0.55,0.55,0.35,0.54,0.56,0.18,0.37,0.37,0.17,0.35,0.17,0.0,0.0,0.17,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.56,0.55,0.55,0.55,0.53,0.39,0.39,0.38,0.37,0.37,0.38,0.38,0.39,0.37,0.36,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92000000000002
07/21/2021,1.11,0.98,0.87,0.94,0.79,0.94,0.88,0.87,0.92,0.8,0.75,0.79,0.7,0.84,0.95,0.92,0.71,0.78,0.37,0.63,0.71,0.51,0.79,0.7,0.72,0.53,0.92,0.66,0.82,0.71,0.65,0.93,0.72,0.94,0.17,0.82,0.73,0.93,0.94,0.47,0.89,0.73,0.8,0.74,0.75,0.48,0.73,0.73,0.7,0.32,0.5,0.69,0.77,0.76,0.69,0.55,0.51,0.56,0.38,0.37,0.53,0.46,0.9,0.53,0.53,0.73,0.34,0.16,0.91,0.95,0.0,0.18,0.0,0.73,0.0,0.97,0.0,0.75,0.55,0.15,0.91,0.6,0.55,0.74,0.71,0.49,0.53,0.53,0.75,0.34,0.36,0.0,0.47,0.34,0.37,0.38,0.53,0.82,0.37,0.18,0.36,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.18,0.75,0.0,0.96,0.0,0.0,0.77,0.0,0.94,0.74,0.73,0.77,0.76,0.75,0.55,0.71,0.53,0.38,0.33,0.19,0.57,0.38,0.53,0.36,0.55,0.17,0.56,0.37,0.18,0.34,0.18,0.35,0.17,0.18,0.18,0.35,0.0,0.0,0.0,0.0,0.91,0.51,0.93,0.49,0.68,0.75,0.36,0.66,0.55,0.36,0.39,0.55,0.55,0.35,0.54,0.56,0.18,0.37,0.37,0.17,0.35,0.17,0.0,0.0,0.17,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.56,0.55,0.55,0.55,0.53,0.39,0.39,0.38,0.37,0.37,0.38,0.38,0.39,0.37,0.36,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92000000000002
07/22/2021,1.22,0.98,0.87,0.95,0.8,0.93,0.91,0.85,0.92,0.9,0.72,0.77,0.71,0.85,0.95,0.88,0.7,0.77,0.36,0.66,0.7,0.51,0.81,0.7,0.74,0.51,0.89,0.67,0.83,0.71,0.65,0.91,0.72,0.95,0.17,0.82,0.72,0.93,0.93,0.49,0.88,0.74,0.83,0.74,0.73,0.48,0.7,0.73,0.69,0.33,0.51,0.68,0.76,0.73,0.69,0.54,0.51,0.56,0.37,0.37,0.53,0.47,0.91,0.52,0.51,0.73,0.35,0.15,0.9,0.93,0.0,0.19,0.16,0.74,0.0,0.96,0.0,0.75,0.56,0.15,0.91,0.59,0.55,0.73,0.71,0.5,0.52,0.52,0.75,0.34,0.36,0.0,0.51,0.34,0.37,0.37,0.53,0.86,0.37,0.18,0.36,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.18,0.75,0.0,0.95,0.0,0.0,0.77,0.0,0.94,0.75,0.73,0.77,0.76,0.75,0.56,0.72,0.53,0.37,0.33,0.19,0.55,0.37,0.53,0.36,0.55,0.17,0.55,0.38,0.17,0.34,0.18,0.35,0.17,0.18,0.18,0.35,0.0,0.0,0.0,0.0,0.94,0.51,0.93,0.5,0.67,0.75,0.37,0.67,0.55,0.36,0.38,0.55,0.54,0.35,0.54,0.56,0.18,0.36,0.36,0.17,0.35,0.17,0.0,0.0,0.17,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.07,0.56,0.56,0.55,0.55,0.53,0.39,0.39,0.37,0.37,0.36,0.38,0.37,0.39,0.37,0.37,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
