,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,JNJ,JPM,TSLA,BRK.B,NVDA,UNH,PG,V,MA,VZ,HD,INTC,CMCSA,BAC,ADBE,DIS,T,CSCO,XOM,PEP,PYPL,ABBV,PFE,MRK,AVGO,ACN,LLY,WMT,TXN,CVX,KO,NFLX,TMO,ABT,IBM,ORCL,COST,UNP,QCOM,AMGN,MCD,WFC,UPS,CRM,NKE,TGT,LOW,CAT,PM,DHR,HON,AMAT,MMM,BMY,LIN,MDT,RTX,C,GS,NEE,CVS,INTU,AXP,ANTM,SBUX,SCHW,CHTR,MS,BLK,BA,DE,LMT,COP,SPGI,GE,ADP,LRCX,MO,ZTS,BIIB,MU,TMUS,COF,GM,SYK,CI,ISRG,FIS,MDLZ,AMD,CSX,GILD,USB,EL,F,SHW,BKNG,GD,TJX,ADSK,PNC,CME,EBAY,ITW,SLB,WM,MRNA,FDX,EMR,NSC,NOC,NOW,MCO,ATVI,DUK,EOG,ETN,MET,IQV,DOW,KLAC,TFC,CB,ROP,BK,LULU,APD,ADI,ALL,TROW,PGR,MMC,BDX,DG,TRV,CL,JCI,FCX,APH,IDXX,BAX,ICE,CNC,WBA,BX,FISV,PH,AIG,HUM,PAYX,SO,TT,TEL,REGN,D,FTNT,LYB,VRTX,SYY,GPN,ORLY,LBRDK,OXY,HCA,CTSH,APTV,LHX,EA,PPG,NEM,CMI,GIS,EXC,KR,KHC,SNPS,ECL,MAR,DHI,KMI,ZBH,HPQ,SWK,PRU,IFF,MCHP,TWTR,MNST,KMB,MSCI,A,ROST,PSX,STZ,RSG,CTAS,CMG,CARR,AZO,AFL,FRC,RMD,TWLO,CDNS,OTIS,ILMN,EW,ROK,AMP,GE.,NUE,MSI,MTD,SRE,KEYS,AON,MCK,SUM
09/02/2021,5.52,4.6,2.98,1.72,1.76,1.73,1.04,1.06,0.99,0.98,0.93,0.85,0.83,0.74,0.69,0.66,0.68,0.61,0.61,0.61,0.62,0.54,0.47,0.54,0.43,0.5,0.46,0.49,0.55,0.42,0.48,0.49,0.48,0.52,0.42,0.39,0.44,0.41,0.42,0.4,0.37,0.39,0.4,0.34,0.38,0.3,0.34,0.36,0.29,0.37,0.34,0.31,0.32,0.29,0.31,0.35,0.31,0.29,0.28,0.29,0.3,0.29,0.27,0.29,0.3,0.3,0.26,0.28,0.25,0.23,0.25,0.24,0.26,0.27,0.24,0.22,0.26,0.21,0.19,0.22,0.21,0.21,0.19,0.2,0.2,0.18,0.18,0.18,0.2,0.16,0.18,0.16,0.19,0.15,0.17,0.21,0.17,0.17,0.16,0.16,0.13,0.17,0.15,0.15,0.17,0.15,0.15,0.14,0.15,0.15,0.12,0.15,0.22,0.13,0.15,0.14,0.14,0.16,0.14,0.12,0.15,0.11,0.15,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.14,0.13,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.1,0.12,0.13,0.13,0.12,0.13,0.1,0.12,0.13,0.12,0.12,0.13,0.12,0.14,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.13,0.12,0.1,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.1,0.1,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.1,0.0,0.1,0.1,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,67.02
09/03/2021,5.67,4.65,3.04,1.75,1.77,1.73,1.04,1.05,1.01,0.97,0.93,0.85,0.83,0.73,0.69,0.66,0.68,0.61,0.61,0.6,0.62,0.54,0.47,0.54,0.43,0.5,0.48,0.5,0.55,0.42,0.48,0.49,0.48,0.53,0.43,0.39,0.45,0.42,0.42,0.4,0.37,0.39,0.41,0.34,0.38,0.3,0.33,0.35,0.29,0.37,0.34,0.31,0.32,0.29,0.31,0.36,0.31,0.29,0.28,0.29,0.3,0.29,0.26,0.29,0.29,0.3,0.26,0.28,0.24,0.22,0.25,0.23,0.26,0.27,0.24,0.21,0.26,0.21,0.19,0.23,0.2,0.21,0.19,0.21,0.21,0.18,0.18,0.18,0.19,0.15,0.18,0.16,0.2,0.15,0.17,0.21,0.17,0.17,0.16,0.16,0.13,0.17,0.15,0.15,0.16,0.15,0.14,0.14,0.15,0.15,0.12,0.15,0.21,0.13,0.15,0.13,0.14,0.16,0.14,0.12,0.15,0.11,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.0,0.12,0.13,0.13,0.12,0.13,0.1,0.12,0.13,0.12,0.12,0.13,0.12,0.14,0.11,0.11,0.11,0.0,0.11,0.12,0.0,0.13,0.12,0.1,0.11,0.11,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.1,0.1,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.1,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.0,67.3
09/06/2021,5.66,4.63,3.1,1.76,1.77,1.74,1.05,1.04,1.02,0.97,0.92,0.84,0.83,0.73,0.68,0.67,0.68,0.61,0.62,0.59,0.62,0.55,0.47,0.54,0.42,0.51,0.48,0.46,0.54,0.42,0.48,0.49,0.47,0.53,0.42,0.38,0.45,0.43,0.43,0.41,0.37,0.39,0.41,0.34,0.38,0.3,0.34,0.31,0.3,0.37,0.34,0.31,0.32,0.28,0.31,0.36,0.31,0.28,0.28,0.29,0.3,0.29,0.26,0.29,0.29,0.31,0.27,0.28,0.24,0.22,0.25,0.23,0.26,0.27,0.24,0.22,0.25,0.2,0.18,0.23,0.2,0.21,0.19,0.21,0.21,0.17,0.18,0.18,0.19,0.15,0.19,0.16,0.2,0.16,0.17,0.2,0.17,0.17,0.16,0.17,0.13,0.17,0.15,0.15,0.16,0.15,0.14,0.14,0.15,0.15,0.12,0.15,0.22,0.13,0.15,0.13,0.14,0.16,0.14,0.12,0.15,0.1,0.15,0.13,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.13,0.0,0.12,0.13,0.13,0.11,0.13,0.1,0.12,0.13,0.12,0.12,0.14,0.12,0.13,0.11,0.11,0.11,0.0,0.11,0.12,0.0,0.13,0.12,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.11,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.1,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.1,0.0,0.11,0.11,0.11,0.0,0.1,0.11,0.0,0.1,0.0,0.0,0.0,67.21000000000001
09/07/2021,5.7,4.6,3.08,1.73,1.75,1.72,1.05,1.04,1.01,0.96,0.93,0.85,0.83,0.71,0.66,0.67,0.69,0.6,0.63,0.59,0.62,0.54,0.47,0.54,0.43,0.51,0.48,0.46,0.55,0.42,0.48,0.5,0.47,0.53,0.42,0.38,0.45,0.43,0.43,0.41,0.37,0.39,0.41,0.33,0.38,0.3,0.34,0.32,0.3,0.37,0.33,0.3,0.32,0.29,0.32,0.37,0.3,0.29,0.28,0.29,0.3,0.29,0.26,0.28,0.29,0.31,0.27,0.28,0.23,0.23,0.25,0.22,0.26,0.27,0.24,0.21,0.26,0.2,0.19,0.23,0.2,0.21,0.19,0.21,0.21,0.17,0.18,0.18,0.18,0.15,0.18,0.16,0.2,0.15,0.17,0.2,0.16,0.17,0.16,0.16,0.13,0.17,0.15,0.15,0.16,0.14,0.14,0.13,0.15,0.15,0.12,0.15,0.23,0.13,0.15,0.13,0.14,0.17,0.14,0.12,0.15,0.11,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.1,0.13,0.13,0.12,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.14,0.1,0.11,0.11,0.0,0.11,0.12,0.0,0.13,0.12,0.0,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.1,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.1,0.0,0.11,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,67.08000000000001
09/08/2021,5.7,4.6,3.08,1.73,1.75,1.72,1.05,1.04,1.01,0.96,0.93,0.85,0.83,0.71,0.66,0.67,0.69,0.6,0.63,0.59,0.62,0.54,0.47,0.54,0.43,0.51,0.48,0.46,0.55,0.42,0.48,0.5,0.47,0.53,0.42,0.38,0.45,0.43,0.43,0.41,0.37,0.39,0.41,0.33,0.38,0.3,0.34,0.32,0.3,0.37,0.33,0.3,0.32,0.29,0.32,0.37,0.3,0.29,0.28,0.29,0.3,0.29,0.26,0.28,0.29,0.31,0.27,0.28,0.23,0.23,0.25,0.22,0.26,0.27,0.24,0.21,0.26,0.2,0.19,0.23,0.2,0.21,0.19,0.21,0.21,0.17,0.18,0.18,0.18,0.15,0.18,0.16,0.2,0.15,0.17,0.2,0.16,0.17,0.16,0.16,0.13,0.17,0.15,0.15,0.16,0.14,0.14,0.13,0.15,0.15,0.12,0.15,0.23,0.13,0.15,0.13,0.14,0.17,0.14,0.12,0.15,0.11,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.1,0.13,0.13,0.12,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.14,0.1,0.11,0.11,0.0,0.11,0.12,0.0,0.13,0.12,0.0,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.1,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.1,0.0,0.11,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,67.08000000000001
09/09/2021,5.7,4.6,3.08,1.73,1.75,1.72,1.05,1.04,1.01,0.96,0.93,0.85,0.83,0.71,0.66,0.67,0.69,0.6,0.63,0.59,0.62,0.54,0.47,0.54,0.43,0.51,0.48,0.46,0.55,0.42,0.48,0.5,0.47,0.53,0.42,0.38,0.45,0.43,0.43,0.41,0.37,0.39,0.41,0.33,0.38,0.3,0.34,0.32,0.3,0.37,0.33,0.3,0.32,0.29,0.32,0.37,0.3,0.29,0.28,0.29,0.3,0.29,0.26,0.28,0.29,0.31,0.27,0.28,0.23,0.23,0.25,0.22,0.26,0.27,0.24,0.21,0.26,0.2,0.19,0.23,0.2,0.21,0.19,0.21,0.21,0.17,0.18,0.18,0.18,0.15,0.18,0.16,0.2,0.15,0.17,0.2,0.16,0.17,0.16,0.16,0.13,0.17,0.15,0.15,0.16,0.14,0.14,0.13,0.15,0.15,0.12,0.15,0.23,0.13,0.15,0.13,0.14,0.17,0.14,0.12,0.15,0.11,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.1,0.13,0.13,0.12,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.14,0.1,0.11,0.11,0.0,0.11,0.12,0.0,0.13,0.12,0.0,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.1,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.1,0.0,0.11,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,67.08000000000001
09/10/2021,5.82,4.61,3.13,1.77,1.77,1.74,1.04,1.04,1.05,0.95,0.93,0.85,0.83,0.72,0.67,0.67,0.69,0.61,0.62,0.59,0.62,0.55,0.47,0.54,0.43,0.5,0.49,0.45,0.55,0.42,0.48,0.5,0.47,0.53,0.42,0.38,0.45,0.45,0.44,0.41,0.37,0.39,0.41,0.33,0.37,0.3,0.34,0.32,0.3,0.37,0.33,0.3,0.32,0.28,0.32,0.37,0.3,0.29,0.27,0.29,0.3,0.29,0.26,0.28,0.29,0.31,0.27,0.28,0.24,0.23,0.25,0.22,0.25,0.27,0.24,0.21,0.25,0.2,0.19,0.23,0.2,0.21,0.19,0.21,0.21,0.17,0.18,0.18,0.18,0.15,0.19,0.16,0.2,0.15,0.17,0.2,0.16,0.17,0.16,0.16,0.13,0.17,0.15,0.15,0.16,0.14,0.15,0.13,0.14,0.14,0.12,0.15,0.25,0.13,0.14,0.13,0.14,0.16,0.14,0.12,0.15,0.11,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.1,0.13,0.13,0.12,0.11,0.13,0.11,0.12,0.13,0.11,0.12,0.13,0.12,0.13,0.1,0.11,0.11,0.0,0.11,0.12,0.0,0.13,0.12,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.11,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.1,0.11,0.13,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.0,0.1,0.0,0.0,67.33
09/13/2021,5.78,4.62,3.15,1.75,1.77,1.73,1.04,1.04,1.05,0.95,0.92,0.84,0.84,0.73,0.69,0.67,0.7,0.61,0.62,0.59,0.62,0.55,0.48,0.54,0.42,0.51,0.47,0.46,0.55,0.41,0.48,0.5,0.47,0.53,0.42,0.38,0.45,0.45,0.44,0.41,0.37,0.39,0.42,0.34,0.37,0.3,0.34,0.32,0.3,0.37,0.33,0.31,0.32,0.28,0.31,0.37,0.3,0.28,0.27,0.29,0.3,0.29,0.26,0.28,0.29,0.31,0.27,0.28,0.24,0.22,0.25,0.22,0.26,0.27,0.24,0.21,0.25,0.2,0.19,0.23,0.2,0.21,0.19,0.21,0.21,0.17,0.18,0.18,0.18,0.15,0.19,0.16,0.2,0.16,0.17,0.2,0.16,0.17,0.16,0.16,0.13,0.17,0.15,0.16,0.16,0.14,0.15,0.13,0.14,0.14,0.11,0.15,0.24,0.13,0.14,0.13,0.14,0.16,0.14,0.12,0.15,0.11,0.15,0.13,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.12,0.1,0.13,0.13,0.13,0.11,0.13,0.11,0.12,0.13,0.11,0.12,0.13,0.12,0.13,0.1,0.11,0.11,0.0,0.11,0.12,0.0,0.13,0.12,0.0,0.11,0.11,0.0,0.0,0.1,0.11,0.12,0.13,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.1,0.11,0.13,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.11,0.1,0.1,0.1,0.0,0.0,67.34
09/14/2021,5.61,4.61,3.13,1.77,1.75,1.72,1.02,1.04,1.04,0.96,0.94,0.83,0.85,0.72,0.69,0.67,0.7,0.62,0.61,0.59,0.62,0.56,0.48,0.54,0.43,0.51,0.48,0.45,0.54,0.4,0.49,0.51,0.44,0.53,0.43,0.39,0.45,0.45,0.44,0.42,0.37,0.4,0.42,0.33,0.38,0.29,0.34,0.32,0.3,0.36,0.34,0.31,0.32,0.28,0.31,0.37,0.3,0.29,0.27,0.28,0.3,0.29,0.26,0.28,0.29,0.31,0.26,0.29,0.24,0.22,0.26,0.23,0.25,0.27,0.24,0.21,0.25,0.2,0.19,0.23,0.2,0.21,0.19,0.21,0.21,0.16,0.18,0.18,0.18,0.16,0.19,0.16,0.19,0.15,0.17,0.2,0.16,0.17,0.16,0.16,0.13,0.17,0.15,0.16,0.16,0.14,0.15,0.13,0.14,0.14,0.11,0.16,0.26,0.13,0.14,0.13,0.14,0.16,0.15,0.12,0.15,0.11,0.14,0.13,0.14,0.13,0.15,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.15,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.0,0.12,0.14,0.12,0.11,0.13,0.11,0.12,0.13,0.11,0.12,0.13,0.12,0.13,0.1,0.11,0.11,0.0,0.11,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.12,0.0,0.12,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.1,0.1,0.13,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.11,0.1,0.1,0.1,0.0,0.0,67.2
09/15/2021,5.61,4.61,3.13,1.77,1.75,1.72,1.02,1.04,1.04,0.96,0.94,0.83,0.85,0.72,0.69,0.67,0.7,0.62,0.61,0.59,0.62,0.56,0.48,0.54,0.43,0.51,0.48,0.45,0.54,0.4,0.49,0.51,0.44,0.53,0.43,0.39,0.45,0.45,0.44,0.42,0.37,0.4,0.42,0.33,0.38,0.29,0.34,0.32,0.3,0.36,0.34,0.31,0.32,0.28,0.31,0.37,0.3,0.29,0.27,0.28,0.3,0.29,0.26,0.28,0.29,0.31,0.26,0.29,0.24,0.22,0.26,0.23,0.25,0.27,0.24,0.21,0.25,0.2,0.19,0.23,0.2,0.21,0.19,0.21,0.21,0.16,0.18,0.18,0.18,0.16,0.19,0.16,0.19,0.15,0.17,0.2,0.16,0.17,0.16,0.16,0.13,0.17,0.15,0.16,0.16,0.14,0.15,0.13,0.14,0.14,0.11,0.16,0.26,0.13,0.14,0.13,0.14,0.16,0.15,0.12,0.15,0.11,0.14,0.13,0.14,0.13,0.15,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.15,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.0,0.12,0.14,0.12,0.11,0.13,0.11,0.12,0.13,0.11,0.12,0.13,0.12,0.13,0.1,0.11,0.11,0.0,0.11,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.12,0.0,0.12,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.1,0.1,0.13,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.11,0.1,0.1,0.1,0.0,0.0,67.2
09/16/2021,5.61,4.61,3.13,1.77,1.75,1.72,1.02,1.04,1.04,0.96,0.94,0.83,0.85,0.72,0.69,0.67,0.7,0.62,0.61,0.59,0.62,0.56,0.48,0.54,0.43,0.51,0.48,0.45,0.54,0.4,0.49,0.51,0.44,0.53,0.43,0.39,0.45,0.45,0.44,0.42,0.37,0.4,0.42,0.33,0.38,0.29,0.34,0.32,0.3,0.36,0.34,0.31,0.32,0.28,0.31,0.37,0.3,0.29,0.27,0.28,0.3,0.29,0.26,0.28,0.29,0.31,0.26,0.29,0.24,0.22,0.26,0.23,0.25,0.27,0.24,0.21,0.25,0.2,0.19,0.23,0.2,0.21,0.19,0.21,0.21,0.16,0.18,0.18,0.18,0.16,0.19,0.16,0.19,0.15,0.17,0.2,0.16,0.17,0.16,0.16,0.13,0.17,0.15,0.16,0.16,0.14,0.15,0.13,0.14,0.14,0.11,0.16,0.26,0.13,0.14,0.13,0.14,0.16,0.15,0.12,0.15,0.11,0.14,0.13,0.14,0.13,0.15,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.15,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.0,0.12,0.14,0.12,0.11,0.13,0.11,0.12,0.13,0.11,0.12,0.13,0.12,0.13,0.1,0.11,0.11,0.0,0.11,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.12,0.0,0.12,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.1,0.1,0.13,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.1,0.0,0.11,0.0,0.12,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.11,0.1,0.1,0.1,0.0,0.0,67.2
09/17/2021,5.61,4.61,3.11,1.76,1.76,1.73,1.01,1.05,1.04,0.96,0.92,0.85,0.85,0.72,0.69,0.67,0.71,0.63,0.62,0.59,0.61,0.56,0.48,0.54,0.44,0.51,0.47,0.45,0.53,0.4,0.49,0.5,0.44,0.52,0.44,0.39,0.45,0.44,0.43,0.41,0.37,0.39,0.42,0.33,0.38,0.29,0.35,0.33,0.3,0.36,0.33,0.31,0.33,0.28,0.31,0.36,0.3,0.3,0.27,0.28,0.3,0.29,0.26,0.29,0.29,0.31,0.26,0.28,0.24,0.22,0.26,0.23,0.26,0.27,0.24,0.21,0.25,0.2,0.19,0.23,0.2,0.21,0.2,0.21,0.21,0.16,0.18,0.17,0.18,0.16,0.18,0.16,0.19,0.15,0.17,0.2,0.16,0.17,0.16,0.16,0.13,0.17,0.16,0.15,0.16,0.14,0.15,0.13,0.14,0.14,0.12,0.16,0.24,0.13,0.14,0.13,0.14,0.16,0.14,0.12,0.15,0.11,0.14,0.13,0.14,0.13,0.15,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.1,0.12,0.13,0.12,0.11,0.13,0.11,0.12,0.13,0.11,0.12,0.13,0.12,0.13,0.1,0.11,0.11,0.0,0.11,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.12,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.1,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.12,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,67.10000000000001
09/20/2021,5.58,4.72,3.12,1.74,1.78,1.76,1.01,1.04,1.06,0.96,0.93,0.85,0.85,0.72,0.68,0.67,0.71,0.63,0.58,0.58,0.62,0.55,0.48,0.54,0.44,0.51,0.47,0.45,0.53,0.39,0.5,0.51,0.43,0.52,0.44,0.39,0.45,0.44,0.43,0.41,0.37,0.39,0.42,0.32,0.36,0.29,0.35,0.34,0.3,0.36,0.33,0.31,0.32,0.28,0.31,0.36,0.3,0.3,0.27,0.28,0.3,0.29,0.26,0.29,0.29,0.31,0.27,0.29,0.24,0.23,0.25,0.22,0.25,0.27,0.23,0.21,0.25,0.2,0.2,0.23,0.2,0.21,0.2,0.21,0.21,0.15,0.18,0.17,0.18,0.16,0.19,0.16,0.2,0.15,0.17,0.2,0.16,0.17,0.16,0.16,0.13,0.17,0.16,0.15,0.16,0.14,0.15,0.13,0.14,0.14,0.12,0.16,0.25,0.13,0.14,0.13,0.14,0.16,0.14,0.12,0.15,0.12,0.14,0.13,0.14,0.13,0.16,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.0,0.12,0.14,0.12,0.11,0.13,0.1,0.12,0.13,0.11,0.12,0.13,0.12,0.13,0.1,0.11,0.11,0.0,0.12,0.11,0.0,0.13,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.1,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.1,0.1,0.0,0.11,0.0,0.12,0.1,0.0,0.11,0.11,0.1,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.1,67.22
09/21/2021,5.54,4.7,3.15,1.72,1.75,1.73,1.01,1.04,1.08,0.96,0.92,0.87,0.85,0.72,0.68,0.67,0.72,0.62,0.59,0.59,0.62,0.56,0.48,0.53,0.44,0.51,0.47,0.46,0.53,0.39,0.5,0.5,0.43,0.53,0.45,0.39,0.44,0.45,0.47,0.41,0.37,0.38,0.42,0.32,0.36,0.3,0.35,0.34,0.3,0.37,0.33,0.32,0.33,0.28,0.31,0.37,0.3,0.3,0.27,0.28,0.3,0.29,0.26,0.29,0.28,0.3,0.27,0.28,0.25,0.23,0.25,0.22,0.25,0.27,0.23,0.22,0.24,0.2,0.2,0.23,0.19,0.21,0.2,0.21,0.2,0.16,0.18,0.17,0.19,0.16,0.19,0.16,0.2,0.15,0.17,0.2,0.16,0.17,0.16,0.16,0.12,0.17,0.16,0.14,0.16,0.14,0.15,0.13,0.14,0.14,0.12,0.15,0.25,0.13,0.14,0.13,0.14,0.16,0.14,0.12,0.15,0.12,0.14,0.13,0.14,0.12,0.16,0.14,0.15,0.13,0.12,0.14,0.11,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.13,0.13,0.0,0.12,0.14,0.12,0.11,0.13,0.11,0.12,0.13,0.11,0.11,0.13,0.12,0.13,0.1,0.11,0.11,0.0,0.12,0.1,0.0,0.13,0.12,0.1,0.11,0.1,0.0,0.0,0.1,0.11,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.1,0.13,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.11,0.0,0.12,0.0,0.0,0.11,0.1,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.1,67.2
