,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,JNJ,JPM,TSLA,BRK.B,NVDA,UNH,PG,V,MA,VZ,HD,INTC,CMCSA,BAC,ADBE,DIS,T,CSCO,XOM,PEP,PYPL,ABBV,PFE,MRK,AVGO,ACN,LLY,WMT,TXN,CVX,KO,NFLX,TMO,ABT,IBM,ORCL,COST,UNP,QCOM,AMGN,MCD,WFC,UPS,CRM,NKE,TGT,LOW,CAT,PM,DHR,HON,AMAT,MMM,BMY,LIN,MDT,RTX,C,GS,NEE,CVS,INTU,AXP,ANTM,SBUX,SCHW,CHTR,MS,BLK,BA,DE,LMT,COP,SPGI,GE,ADP,LRCX,MO,ZTS,BIIB,MU,TMUS,COF,GM,SYK,CI,ISRG,FIS,MDLZ,AMD,CSX,GILD,USB,EL,F,SHW,BKNG,GD,TJX,ADSK,PNC,CME,EBAY,ITW,SLB,WM,MRNA,FDX,EMR,NSC,NOC,NOW,MCO,ATVI,DUK,EOG,ETN,MET,IQV,DOW,KLAC,TFC,CB,ROP,BK,LULU,APD,ADI,ALL,TROW,PGR,MMC,BDX,DG,TRV,CL,JCI,FCX,APH,IDXX,BAX,ICE,CNC,WBA,BX,FISV,PH,AIG,HUM,PAYX,SO,TT,TEL,REGN,D,FTNT,LYB,VRTX,SYY,GPN,ORLY,LBRDK,OXY,HCA,CTSH,APTV,LHX,EA,PPG,NEM,CMI,GIS,EXC,KR,KHC,SNPS,ECL,MAR,DHI,KMI,ZBH,HPQ,SWK,PRU,IFF,MCHP,TWTR,MNST,KMB,MSCI,A,ROST,PSX,STZ,RSG,CTAS,CMG,CARR,AZO,AFL,FRC,RMD,TWLO,CDNS,OTIS,ILMN,EW,ROK,AMP,GE.,NUE,MSI,MTD,SRE,KEYS,AON,MCK,SUM
07/23/2021,5.62,4.52,3.36,1.65,1.67,1.54,1.07,1.02,0.95,0.98,0.81,0.88,0.84,0.81,0.76,0.72,0.7,0.66,0.62,0.56,0.6,0.55,0.52,0.52,0.46,0.54,0.52,0.51,0.51,0.47,0.48,0.48,0.46,0.47,0.44,0.41,0.47,0.41,0.42,0.4,0.39,0.41,0.39,0.35,0.36,0.35,0.34,0.33,0.34,0.33,0.33,0.34,0.32,0.3,0.31,0.33,0.31,0.29,0.3,0.31,0.29,0.28,0.27,0.27,0.27,0.29,0.27,0.27,0.25,0.25,0.26,0.22,0.24,0.24,0.23,0.21,0.23,0.23,0.19,0.22,0.2,0.22,0.2,0.21,0.21,0.18,0.19,0.2,0.19,0.18,0.18,0.18,0.19,0.18,0.19,0.17,0.17,0.17,0.16,0.16,0.14,0.17,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.12,0.15,0.19,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.16,0.12,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.11,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.33
07/26/2021,5.6,4.49,3.31,1.66,1.68,1.54,1.06,1.04,0.94,0.99,0.82,0.87,0.81,0.8,0.77,0.7,0.7,0.66,0.61,0.57,0.6,0.55,0.51,0.52,0.47,0.52,0.52,0.5,0.5,0.45,0.48,0.48,0.45,0.46,0.45,0.41,0.47,0.39,0.4,0.39,0.39,0.41,0.38,0.35,0.36,0.34,0.34,0.34,0.33,0.33,0.33,0.34,0.32,0.3,0.3,0.32,0.32,0.3,0.3,0.3,0.29,0.29,0.28,0.27,0.27,0.28,0.27,0.27,0.26,0.24,0.26,0.23,0.24,0.25,0.23,0.22,0.24,0.23,0.2,0.22,0.21,0.22,0.21,0.2,0.21,0.18,0.19,0.2,0.2,0.19,0.18,0.18,0.18,0.18,0.19,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.12,0.15,0.19,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.15,0.12,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.13,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.0,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.22
07/27/2021,5.65,4.56,3.34,1.75,1.72,1.64,1.06,1.01,0.92,0.97,0.82,0.87,0.83,0.81,0.79,0.69,0.71,0.62,0.61,0.55,0.6,0.54,0.5,0.52,0.46,0.52,0.52,0.5,0.51,0.45,0.48,0.48,0.46,0.52,0.43,0.4,0.46,0.39,0.41,0.39,0.38,0.4,0.39,0.35,0.39,0.34,0.35,0.33,0.33,0.35,0.34,0.34,0.32,0.3,0.3,0.33,0.31,0.3,0.3,0.31,0.29,0.29,0.27,0.27,0.27,0.28,0.27,0.27,0.26,0.24,0.27,0.22,0.24,0.25,0.23,0.22,0.24,0.22,0.19,0.22,0.2,0.21,0.21,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.18,0.19,0.17,0.17,0.17,0.16,0.17,0.14,0.16,0.15,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.12,0.15,0.21,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.12,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.52
07/28/2021,5.65,4.56,3.34,1.75,1.72,1.64,1.06,1.01,0.92,0.97,0.82,0.87,0.83,0.81,0.79,0.69,0.71,0.62,0.61,0.55,0.6,0.54,0.5,0.52,0.46,0.52,0.52,0.5,0.51,0.45,0.48,0.48,0.46,0.52,0.43,0.4,0.46,0.39,0.41,0.39,0.38,0.4,0.39,0.35,0.39,0.34,0.35,0.33,0.33,0.35,0.34,0.34,0.32,0.3,0.3,0.33,0.31,0.3,0.3,0.31,0.29,0.29,0.27,0.27,0.27,0.28,0.27,0.27,0.26,0.24,0.27,0.22,0.24,0.25,0.23,0.22,0.24,0.22,0.19,0.22,0.2,0.21,0.21,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.18,0.19,0.17,0.17,0.17,0.16,0.17,0.14,0.16,0.15,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.12,0.15,0.21,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.12,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.52
07/29/2021,5.65,4.54,3.37,1.76,1.74,1.65,1.06,1.01,0.93,0.97,0.8,0.86,0.83,0.81,0.79,0.69,0.7,0.63,0.61,0.56,0.6,0.54,0.5,0.52,0.47,0.52,0.52,0.5,0.51,0.45,0.48,0.48,0.46,0.52,0.43,0.41,0.46,0.39,0.41,0.39,0.39,0.4,0.38,0.35,0.38,0.33,0.35,0.33,0.33,0.35,0.34,0.34,0.32,0.3,0.3,0.33,0.31,0.3,0.3,0.3,0.29,0.28,0.27,0.28,0.27,0.28,0.26,0.27,0.26,0.24,0.27,0.22,0.24,0.25,0.23,0.22,0.24,0.22,0.2,0.22,0.21,0.21,0.21,0.2,0.21,0.18,0.19,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.17,0.15,0.16,0.15,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.13,0.15,0.2,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.12,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.1,0.1,0.1,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.51
07/30/2021,5.65,4.54,3.37,1.76,1.74,1.65,1.06,1.01,0.93,0.97,0.8,0.86,0.83,0.81,0.79,0.69,0.7,0.63,0.61,0.56,0.6,0.54,0.5,0.52,0.47,0.52,0.52,0.5,0.51,0.45,0.48,0.48,0.46,0.52,0.43,0.41,0.46,0.39,0.41,0.39,0.39,0.4,0.38,0.35,0.38,0.33,0.35,0.33,0.33,0.35,0.34,0.34,0.32,0.3,0.3,0.33,0.31,0.3,0.3,0.3,0.29,0.28,0.27,0.28,0.27,0.28,0.26,0.27,0.26,0.24,0.27,0.22,0.24,0.25,0.23,0.22,0.24,0.22,0.2,0.22,0.21,0.21,0.21,0.2,0.21,0.18,0.19,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.17,0.15,0.16,0.15,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.13,0.15,0.2,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.12,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.1,0.1,0.1,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.51
08/02/2021,5.53,4.52,3.32,1.77,1.71,1.68,1.07,1.02,0.92,0.97,0.82,0.85,0.83,0.8,0.77,0.69,0.69,0.62,0.61,0.56,0.6,0.55,0.5,0.52,0.47,0.52,0.51,0.5,0.53,0.46,0.47,0.47,0.46,0.52,0.43,0.41,0.46,0.39,0.41,0.39,0.38,0.39,0.39,0.34,0.38,0.34,0.35,0.34,0.3,0.35,0.34,0.34,0.31,0.3,0.3,0.33,0.32,0.3,0.3,0.31,0.29,0.29,0.28,0.28,0.27,0.29,0.27,0.27,0.26,0.24,0.27,0.22,0.24,0.25,0.23,0.23,0.24,0.22,0.2,0.21,0.21,0.22,0.21,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.14,0.17,0.15,0.16,0.16,0.16,0.14,0.15,0.15,0.15,0.13,0.15,0.21,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.15,0.12,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.11,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.43
08/03/2021,5.53,4.52,3.32,1.77,1.71,1.68,1.07,1.02,0.92,0.97,0.82,0.85,0.83,0.8,0.77,0.69,0.69,0.62,0.61,0.56,0.6,0.55,0.5,0.52,0.47,0.52,0.51,0.5,0.53,0.46,0.47,0.47,0.46,0.52,0.43,0.41,0.46,0.39,0.41,0.39,0.38,0.39,0.39,0.34,0.38,0.34,0.35,0.34,0.3,0.35,0.34,0.34,0.31,0.3,0.3,0.33,0.32,0.3,0.3,0.31,0.29,0.29,0.28,0.28,0.27,0.29,0.27,0.27,0.26,0.24,0.27,0.22,0.24,0.25,0.23,0.23,0.24,0.22,0.2,0.21,0.21,0.22,0.21,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.14,0.17,0.15,0.16,0.16,0.16,0.14,0.15,0.15,0.15,0.13,0.15,0.21,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.15,0.12,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.11,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.43
08/04/2021,5.53,4.52,3.32,1.77,1.71,1.68,1.07,1.02,0.92,0.97,0.82,0.85,0.83,0.8,0.77,0.69,0.69,0.62,0.61,0.56,0.6,0.55,0.5,0.52,0.47,0.52,0.51,0.5,0.53,0.46,0.47,0.47,0.46,0.52,0.43,0.41,0.46,0.39,0.41,0.39,0.38,0.39,0.39,0.34,0.38,0.34,0.35,0.34,0.3,0.35,0.34,0.34,0.31,0.3,0.3,0.33,0.32,0.3,0.3,0.31,0.29,0.29,0.28,0.28,0.27,0.29,0.27,0.27,0.26,0.24,0.27,0.22,0.24,0.25,0.23,0.23,0.24,0.22,0.2,0.21,0.21,0.22,0.21,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.14,0.17,0.15,0.16,0.16,0.16,0.14,0.15,0.15,0.15,0.13,0.15,0.21,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.15,0.12,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.11,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.43
08/05/2021,5.53,4.52,3.32,1.77,1.71,1.68,1.07,1.02,0.92,0.97,0.82,0.85,0.83,0.8,0.77,0.69,0.69,0.62,0.61,0.56,0.6,0.55,0.5,0.52,0.47,0.52,0.51,0.5,0.53,0.46,0.47,0.47,0.46,0.52,0.43,0.41,0.46,0.39,0.41,0.39,0.38,0.39,0.39,0.34,0.38,0.34,0.35,0.34,0.3,0.35,0.34,0.34,0.31,0.3,0.3,0.33,0.32,0.3,0.3,0.31,0.29,0.29,0.28,0.28,0.27,0.29,0.27,0.27,0.26,0.24,0.27,0.22,0.24,0.25,0.23,0.23,0.24,0.22,0.2,0.21,0.21,0.22,0.21,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.14,0.17,0.15,0.16,0.16,0.16,0.14,0.15,0.15,0.15,0.13,0.15,0.21,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.15,0.12,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.11,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.0,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.43
08/06/2021,5.56,4.5,3.05,1.67,1.7,1.67,1.07,1.01,1.01,0.97,0.83,0.86,0.85,0.78,0.75,0.7,0.7,0.63,0.61,0.56,0.6,0.54,0.5,0.53,0.46,0.52,0.46,0.49,0.53,0.44,0.48,0.47,0.46,0.52,0.44,0.42,0.46,0.39,0.42,0.4,0.38,0.4,0.39,0.35,0.4,0.33,0.35,0.34,0.3,0.34,0.35,0.34,0.31,0.29,0.31,0.34,0.32,0.31,0.29,0.31,0.29,0.29,0.28,0.28,0.28,0.29,0.26,0.27,0.25,0.24,0.26,0.22,0.25,0.25,0.23,0.23,0.24,0.22,0.19,0.23,0.2,0.22,0.21,0.2,0.21,0.18,0.19,0.2,0.19,0.18,0.19,0.18,0.19,0.17,0.18,0.2,0.17,0.17,0.16,0.16,0.14,0.17,0.15,0.16,0.16,0.16,0.14,0.15,0.14,0.15,0.12,0.15,0.21,0.14,0.15,0.14,0.14,0.15,0.15,0.13,0.15,0.12,0.15,0.13,0.14,0.13,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.0,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.16
08/09/2021,5.57,4.54,3.07,1.71,1.7,1.67,1.07,1.02,1.01,0.97,0.86,0.85,0.84,0.78,0.74,0.68,0.71,0.62,0.61,0.57,0.61,0.54,0.5,0.52,0.45,0.51,0.48,0.49,0.54,0.44,0.48,0.48,0.49,0.53,0.44,0.41,0.46,0.39,0.42,0.4,0.38,0.4,0.4,0.35,0.39,0.32,0.34,0.35,0.29,0.35,0.35,0.34,0.3,0.29,0.3,0.35,0.31,0.31,0.29,0.3,0.3,0.28,0.28,0.28,0.28,0.29,0.25,0.28,0.25,0.23,0.26,0.22,0.25,0.25,0.23,0.23,0.25,0.21,0.19,0.23,0.2,0.22,0.21,0.2,0.21,0.18,0.2,0.19,0.19,0.17,0.18,0.16,0.19,0.16,0.18,0.21,0.17,0.17,0.16,0.16,0.14,0.17,0.15,0.16,0.16,0.16,0.14,0.14,0.14,0.15,0.12,0.15,0.25,0.14,0.15,0.14,0.14,0.15,0.15,0.12,0.16,0.11,0.15,0.13,0.14,0.13,0.16,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.14,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.14,0.11,0.12,0.11,0.0,0.12,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.30000000000001
08/10/2021,5.52,4.52,3.03,1.71,1.7,1.66,1.06,1.05,0.99,0.99,0.85,0.85,0.84,0.78,0.75,0.68,0.7,0.62,0.61,0.59,0.6,0.54,0.5,0.52,0.46,0.51,0.47,0.48,0.54,0.44,0.48,0.48,0.49,0.53,0.44,0.41,0.46,0.39,0.42,0.4,0.39,0.4,0.4,0.35,0.39,0.31,0.34,0.36,0.3,0.35,0.35,0.34,0.3,0.29,0.3,0.34,0.31,0.31,0.29,0.3,0.3,0.28,0.28,0.29,0.29,0.29,0.26,0.27,0.26,0.24,0.26,0.23,0.25,0.26,0.23,0.23,0.25,0.21,0.19,0.23,0.21,0.22,0.21,0.2,0.21,0.18,0.2,0.19,0.2,0.18,0.18,0.16,0.19,0.16,0.17,0.2,0.17,0.17,0.16,0.16,0.14,0.17,0.15,0.16,0.16,0.17,0.15,0.15,0.13,0.15,0.12,0.15,0.24,0.14,0.15,0.14,0.14,0.15,0.15,0.12,0.15,0.11,0.15,0.14,0.14,0.13,0.16,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.11,0.11,0.11,0.0,0.12,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.27000000000001
08/11/2021,5.52,4.52,3.03,1.71,1.7,1.66,1.06,1.05,0.99,0.99,0.85,0.85,0.84,0.78,0.75,0.68,0.7,0.62,0.61,0.59,0.6,0.54,0.5,0.52,0.46,0.51,0.47,0.48,0.54,0.44,0.48,0.48,0.49,0.53,0.44,0.41,0.46,0.39,0.42,0.4,0.39,0.4,0.4,0.35,0.39,0.31,0.34,0.36,0.3,0.35,0.35,0.34,0.3,0.29,0.3,0.34,0.31,0.31,0.29,0.3,0.3,0.28,0.28,0.29,0.29,0.29,0.26,0.27,0.26,0.24,0.26,0.23,0.25,0.26,0.23,0.23,0.25,0.21,0.19,0.23,0.21,0.22,0.21,0.2,0.21,0.18,0.2,0.19,0.2,0.18,0.18,0.16,0.19,0.16,0.17,0.2,0.17,0.17,0.16,0.16,0.14,0.17,0.15,0.16,0.16,0.17,0.15,0.15,0.13,0.15,0.12,0.15,0.24,0.14,0.15,0.14,0.14,0.15,0.15,0.12,0.15,0.11,0.15,0.14,0.14,0.13,0.16,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.11,0.11,0.11,0.0,0.12,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.27000000000001
