,FGTXX,KAZAKS 5.125 07.21.25 REGS,ANGOL 9.125 11.26.49 REGS,QATAR 5.103 04.23.48 REGS,PERU 2.783 01.23.31,MEX 7.5 04.08.33 MTNA,URUGUA 7.875 01.15.33,OMAN 5.625 01.17.28 REGS,IRAQ 5.8 01.15.28 REGS,NGERIA 6.5 11.28.27 REGS,QATAR 9.75 06.15.30 REGS,INDON 4.2 10.15.50,PANAMA 3.87 07.23.60,BHRAIN 7.375 05.14.30 REGS,BRAZIL 8.875 04.15.24,ECUA 1 07.31.35 REGS,JAMAN 7.875 07.28.45,INDON 8.5 10.12.35 REGS,QATAR 4.625 06.02.46 REGS,INDON 7.75 01.17.38 REGS,URUGUA 4.375 01.23.31,OMAN 6 08.01.29 REGS,ANGOL 8.25 05.09.28 REGS,JAMAN 8 03.15.39,BHRAIN 6.75 09.20.29 REGS,ROMANI 4.375 08.22.23 REGS,PERU 5.625 11.18.50,PANAMA 7.125 01.29.26,KSA 4.625 10.04.47 REGS,PHILIP 10.625 03.16.25,QATAR 4.817 03.14.49 REGS,JORDAN 5.75 01.31.27 REGS,BHRAIN 7 01.26.26 REGS,URUGUA 5.1 06.18.50,SOAF 4.85 09.30.29,ESKOM 4.314 07.23.27,PANAMA 3.16 01.23.30,CROATI 6 01.26.24 REGS,KSA 5 04.17.49 REGS,URUGUA 4.125 11.20.45,SOAF 5.875 09.16.25,OMAN 6.25 01.25.31 REGS,SOAF 5.875 06.22.30,ARAMCO 3.5 04.16.29 REGS,TURKEY 4.75 01.26.26,PARGUY 5 04.15.26 REGS,QATAR 3.75 04.16.30 REGS,KSA 4 04.17.25 REGS,KUWIB 3.5 03.20.27 REGS,POLAND 4 01.22.24,BRAZIL 4.25 01.07.25,TURKEY 7.375 02.05.25,KENINT 6.875 06.24.24 REGS,KSA 4.5 10.26.46 REGS,KSA 2.25 02.02.33 REGS,PSALM 7.39 12.02.24 REGS,VIETNM 4.8 11.19.24 REGS,PERTIJ 1.4 02.09.26 REGS,OMAN 6.75 01.17.48 REGS,INDON 4.125 01.15.25 REGS,KENINT 7 05.22.27 REGS,PHILIP 6.375 10.23.34,INDON 2.85 02.14.30,SOAF 4.85 09.27.27,ROMANI 4.875 01.22.24 REGS,PANAMA 2.252 09.29.32,PARGUY 6.1 08.11.44 REGS,KSA 3.625 03.04.28 REGS,GUATEM 4.375 06.05.27 REGS,SOAF 4.3 10.12.28,TURKEY 6.35 08.10.24,MEX 4.5 04.22.29,BCONAL 2.5 08.11.30 REGS,JORDAN 5.85 07.07.30 REGS,PERU 1.862 12.01.32,TURKEY 5.6 11.14.24,BNDES 5.75 09.26.23 REGS,UAE 2 10.19.31 REGS,UAE 3.25 10.19.61 REGS,URUGUA 4.975 04.20.55,GUATEM 4.65 10.07.41 REGS,PHILIP 9.5 02.02.30,QPETRO 3.125 07.12.41 REGS,OMAN 6.5 03.08.47 REGS,TURKEY 4.25 03.13.25,DOMREP 4.875 09.23.32 REGS,KENINT 8 05.22.32 REGS,COLOM 8.125 05.21.24,GHANA 8.125 01.18.26 REGS,INRCIN 2.8 02.10.31 REGS,PERTIJ 3.1 08.27.30 REGS,SOAF 5.75 09.30.49,ARAMCO 2.875 04.16.24 REGS,PANAMA 6.7 01.26.36,ECUA 5 07.31.30 REGS,BRAZIL 8.75 02.04.25,ARAMCO 4.375 04.16.49 REGS,TURKEY 4.875 10.09.26,PKSTAN 6.875 12.05.27 REGS,PEMEX 5.625 01.23.46,PEMEX 5.5 06.27.44,COLOM 3.875 04.25.27,COLOM 4.125 05.15.51,OMAN 5.375 03.08.27 REGS,AZERBJ 4.75 03.18.24 REGS,EXIMBK 3.875 03.12.24 GMTN,BHRAIN 6 09.19.44 REGS,PERU 8.75 11.21.33,COLOM 5 06.15.45,COLOM 6.125 01.18.41,ROMANI 6.125 01.22.44 REGS,KAZAKS 6.5 07.21.45 REGS,BHRAIN 5.45 09.16.32 REGS,PHILIP 3.2 07.06.46,PERTIJ 6 05.03.42 REGS,COLOM 5.2 05.15.49,PHILIP 3.95 01.20.40,DOMREP 5.95 01.25.27 REGS,GHANA 6.375 02.11.27 REGS,TRITOB 4.375 01.16.24 REGS,MOROC 4 12.15.50 REGS,NGERIA 7.143 02.23.30 REGS,QPETRO 1.375 09.12.26 REGS,QPETRO 3.3 07.12.51 REGS,COSTAR 6.125 02.19.31 REGS,NGERIA 7.875 02.16.32 REGS,BRAZIL 4.625 01.13.28,SGCAZE 6.875 03.24.26 REGS,TURKEY 11.875 01.15.30,DOMREP 5.875 01.30.60 REGS,KSA 4.5 04.17.30 REGS,PANAMA 4.5 04.01.56,KSA 4.375 04.16.29 REGS,COLOM 5.625 02.26.44,SOAF 5.375 07.24.44,DOMREP 6 07.19.28 REGS,EXIMBK 3.25 01.15.30 REGS,INDON 3.05 03.12.51,IVYCST 5.75 12.31.32 REGs,NGERIA 6.125 09.28.28 144A,PKSTAN 7.375 04.08.31 REGS,PHILIP 7.75 01.14.31,PHILIP 2.65 12.10.45,BRAZIL 4.75 01.14.50,PANAMA 4.5 04.16.50,COLOM 7.375 09.18.37,TURKEY 6.875 03.17.36,DOMREP 6.85 01.27.45 REGS,GHANA 8.125 03.26.32 REGS,PHILIP 6.375 01.15.32,SENEGL 6.75 03.13.48 REGS,TURKEY 4.875 04.16.43,EXIMBK 2.25 01.13.31 REGS,PARGUY 5.4 03.30.50 REGS,PERU 3.55 03.10.51,COLOM 3.125 04.15.31,POLAND 3.25 04.06.26,OMAN 4.75 06.15.26 REGS,OMAN 4.875 02.01.25 REGS,CFELEC 5.15 07.13.47 EMTN,DOMREP 4.5 01.30.30 REGS,COLOM 3.25 04.22.32,COSTAR 7.158 03.12.45 REGS,GUATEM 6.125 06.01.50 REGS,TURKEY 6.75 05.30.40,MEX 8.3 08.15.31 MTN,ECUA 0.5 07.31.40 REGS,PANAMA 9.375 04.01.29,PERU 2.392 01.23.26,BRAZIL 5 01.27.45,PANAMA 8.875 09.30.27,COLOM 3 01.30.30,BRAZIL 5.625 01.07.41,DOMREP 6.4 06.05.49 REGS,DOMREP 6.5 02.15.48 REGS,DOMREP 7.45 04.30.44 REGS,PHILIP 3.7 03.01.41,GHANA 7.75 04.07.29 REGS,GHANA 8.95 03.26.51 REGS,PANAMA 4.3 04.29.53,PERU 2.78 12.01.60,PERU 3 01.15.34,ROMANI 5.125 06.15.48 REGS,NGERIA 7.696 02.23.38 REGS,BRAZIL 7.125 01.20.37,BRAZIL 10.125 05.15.27,MEX 6.05 01.11.40,ROMANI 3 02.14.31 REGS,PERU 6.55 03.14.37,TURKEY 8 02.14.34,MEX 5.55 01.21.45,PEMEX 7.69 01.23.50,TURKEY 7.25 03.05.38,MEX 4.75 03.08.44 MTN,PERU 3.3 03.11.41,BRAZIL 8.25 01.20.34,PERU 3.6 01.15.72,PERU 7.35 07.21.25,PETBRA 5.999 01.27.28,PEMEX 6.875 10.16.25,SUM
04/28/2022,1.71,1.25,1.19,1.16,1.0,0.95,0.92,0.88,0.85,0.85,0.83,0.83,0.79,0.76,0.73,0.72,0.72,0.72,0.7,0.69,0.68,0.68,0.67,0.67,0.67,0.67,0.65,0.64,0.64,0.64,0.63,0.63,0.62,0.62,0.62,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.57,0.57,0.56,0.56,0.55,0.54,0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.43,0.43,0.43,0.43,0.43,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.25,0.24,0.24,0.24,0.23,0.22,0.22,0.2,0.2,0.18,0.18,0.17,0.17,96.81
05/02/2022,1.85,1.26,1.13,1.14,1.01,0.97,0.92,0.88,0.85,0.83,0.84,0.82,0.82,0.75,0.73,0.72,0.72,0.72,0.7,0.69,0.69,0.68,0.65,0.67,0.67,0.67,0.65,0.65,0.65,0.64,0.63,0.63,0.62,0.62,0.61,0.61,0.61,0.6,0.6,0.61,0.6,0.6,0.58,0.6,0.6,0.58,0.58,0.58,0.58,0.59,0.59,0.58,0.57,0.56,0.58,0.57,0.57,0.56,0.56,0.55,0.53,0.52,0.54,0.53,0.54,0.54,0.53,0.53,0.53,0.53,0.53,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.51,0.52,0.51,0.5,0.5,0.5,0.5,0.49,0.48,0.49,0.45,0.48,0.48,0.46,0.49,0.47,0.47,0.48,0.47,0.47,0.48,0.46,0.47,0.45,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.43,0.43,0.43,0.42,0.43,0.43,0.41,0.42,0.4,0.42,0.41,0.39,0.41,0.42,0.41,0.39,0.41,0.4,0.4,0.38,0.39,0.39,0.39,0.38,0.37,0.37,0.37,0.36,0.36,0.35,0.38,0.36,0.36,0.35,0.36,0.35,0.36,0.34,0.3,0.34,0.33,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.32,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.26,0.26,0.28,0.27,0.28,0.28,0.25,0.27,0.27,0.26,0.24,0.24,0.24,0.25,0.23,0.22,0.22,0.2,0.2,0.18,0.18,0.17,0.17,96.8
05/03/2022,1.87,1.26,1.11,1.14,1.01,0.97,0.92,0.88,0.85,0.81,0.83,0.83,0.81,0.74,0.74,0.73,0.72,0.72,0.7,0.68,0.69,0.68,0.64,0.67,0.68,0.67,0.64,0.64,0.65,0.64,0.62,0.63,0.62,0.62,0.62,0.6,0.61,0.61,0.61,0.6,0.6,0.6,0.58,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.56,0.56,0.58,0.57,0.57,0.57,0.55,0.55,0.52,0.53,0.54,0.54,0.54,0.54,0.53,0.54,0.53,0.54,0.53,0.54,0.53,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.5,0.5,0.5,0.51,0.49,0.47,0.49,0.45,0.48,0.49,0.47,0.49,0.47,0.47,0.47,0.47,0.48,0.48,0.46,0.46,0.46,0.45,0.46,0.46,0.46,0.45,0.44,0.44,0.45,0.43,0.43,0.44,0.42,0.42,0.41,0.41,0.42,0.4,0.42,0.41,0.39,0.41,0.41,0.41,0.39,0.41,0.4,0.4,0.38,0.39,0.39,0.39,0.38,0.37,0.37,0.37,0.37,0.36,0.36,0.38,0.36,0.36,0.35,0.36,0.35,0.36,0.34,0.31,0.34,0.33,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.28,0.29,0.28,0.29,0.27,0.27,0.28,0.27,0.28,0.27,0.25,0.27,0.26,0.26,0.24,0.24,0.24,0.25,0.23,0.22,0.22,0.2,0.2,0.19,0.18,0.17,0.17,96.88
05/05/2022,1.87,1.27,1.14,1.15,1.0,0.96,0.91,0.89,0.85,0.83,0.84,0.83,0.79,0.76,0.74,0.72,0.72,0.72,0.71,0.69,0.68,0.68,0.66,0.67,0.68,0.68,0.63,0.65,0.65,0.65,0.63,0.63,0.63,0.61,0.61,0.61,0.6,0.61,0.6,0.6,0.6,0.6,0.58,0.6,0.6,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.57,0.56,0.58,0.58,0.58,0.57,0.55,0.56,0.53,0.53,0.54,0.53,0.55,0.53,0.52,0.54,0.53,0.53,0.53,0.53,0.52,0.52,0.51,0.53,0.52,0.52,0.51,0.5,0.5,0.51,0.5,0.5,0.51,0.48,0.48,0.5,0.46,0.48,0.48,0.46,0.49,0.47,0.47,0.48,0.47,0.48,0.49,0.46,0.46,0.45,0.45,0.46,0.46,0.46,0.44,0.45,0.43,0.44,0.43,0.43,0.44,0.43,0.43,0.41,0.42,0.42,0.4,0.42,0.41,0.39,0.41,0.42,0.41,0.39,0.41,0.4,0.4,0.38,0.39,0.38,0.39,0.37,0.37,0.37,0.37,0.37,0.37,0.35,0.38,0.37,0.37,0.35,0.35,0.34,0.36,0.34,0.31,0.34,0.33,0.34,0.34,0.33,0.32,0.32,0.33,0.33,0.34,0.32,0.32,0.31,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.28,0.28,0.28,0.29,0.26,0.27,0.27,0.27,0.28,0.28,0.25,0.27,0.27,0.26,0.24,0.24,0.25,0.24,0.23,0.22,0.22,0.19,0.19,0.18,0.18,0.17,0.17,96.85
