,Cash,Cboe Vix Future Jul21,Cboe Vix Future Aug21,Cboe Vix Future Aug21 - Cash Offset,Cboe Vix Future Jul21 - Cash Offset,SUM
07/09/2021,100.0,51.68,48.26,-48.26,-51.68,100.0
