,ABT,TMO,MDT,DHR,ISRG,EW,SYK,BDX,BSX,IDXX,DXCM,BAX,RMD,ZBH,WAT,STE,TFX,PODD,HOLX,NVCR,ABMD,BIO,MASI,PEN,BRKR,HRC,NVST,STAA,TNDM,GMED,SWAV,NVRO,IART,CNMD,LIVN,GKOS,ATRC,NUVA,ITGR,NSTG,CYRX,HSKA,AXNX,IRTC,CSII,OCDX,MLAB,INGN,XTSLA,TCMD,LMAT,ANGO,VREX,CRY,OM,NTUS,TMDX,SRDX,AXGN,OFIX,VRAY,NARI,USD,XENT,SPNE,VAPO,EAR,WFFUT,IXTU1,IXCU1,IXTZ1,BFLY,IXCZ1,SUM
09/20/2021,12.83,12.48,9.98,11.17,4.76,4.66,4.22,4.17,3.96,3.51,3.39,2.6,2.59,1.89,1.53,1.31,1.12,1.18,1.23,0.68,1.01,1.05,0.86,0.61,0.52,0.62,0.43,0.42,0.48,0.39,0.46,0.27,0.3,0.24,0.27,0.15,0.21,0.19,0.19,0.15,0.19,0.16,0.15,0.11,0.09,0.09,0.09,0.06,0.09,0.05,0.06,0.06,0.07,0.06,0.07,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.02,0.06,0.03,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/21/2021,12.54,13.1,8.18,11.51,4.37,4.43,4.44,4.54,3.98,3.55,3.43,2.63,2.62,1.93,1.53,1.35,1.14,1.27,1.24,0.74,1.02,1.07,0.88,0.62,0.53,0.62,0.43,0.43,0.49,0.4,0.5,0.28,0.32,0.24,0.28,0.16,0.22,0.19,0.19,0.17,0.19,0.18,0.21,0.12,0.09,0.1,0.1,0.06,0.1,0.06,0.07,0.06,0.07,0.06,0.14,0.05,0.06,0.05,0.04,0.05,0.06,0.16,0.07,0.06,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.1,0.0,99.98000000000002
09/22/2021,12.54,13.1,8.18,11.51,4.37,4.43,4.44,4.54,3.98,3.55,3.43,2.63,2.62,1.93,1.53,1.35,1.14,1.27,1.24,0.74,1.02,1.07,0.88,0.62,0.53,0.62,0.43,0.43,0.49,0.4,0.5,0.28,0.32,0.24,0.28,0.16,0.22,0.19,0.19,0.17,0.19,0.18,0.21,0.12,0.09,0.1,0.1,0.06,0.1,0.06,0.07,0.06,0.07,0.06,0.14,0.05,0.06,0.05,0.04,0.05,0.06,0.16,0.07,0.06,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.1,0.0,99.98000000000002
09/23/2021,12.51,13.12,8.22,11.64,4.32,4.44,4.42,4.55,3.97,3.58,3.44,2.63,2.64,1.92,1.55,1.35,1.13,1.27,1.24,0.72,1.01,1.07,0.88,0.61,0.53,0.63,0.43,0.42,0.49,0.4,0.48,0.28,0.32,0.24,0.27,0.15,0.21,0.2,0.18,0.16,0.19,0.17,0.2,0.12,0.09,0.1,0.11,0.06,0.1,0.06,0.07,0.06,0.07,0.06,0.14,0.05,0.05,0.05,0.04,0.05,0.06,0.15,0.06,0.06,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.09,0.0,99.99000000000002
09/24/2021,12.51,13.25,8.15,11.64,4.32,4.45,4.41,4.54,3.93,3.61,3.41,2.61,2.67,1.9,1.53,1.35,1.13,1.29,1.23,0.73,1.0,1.08,0.89,0.62,0.53,0.63,0.42,0.43,0.5,0.39,0.48,0.28,0.32,0.24,0.28,0.15,0.21,0.2,0.18,0.16,0.19,0.17,0.2,0.12,0.09,0.11,0.1,0.06,0.09,0.06,0.07,0.06,0.07,0.06,0.14,0.05,0.05,0.05,0.04,0.05,0.06,0.16,0.07,0.06,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.09,0.0,100.03000000000002
09/27/2021,12.34,13.3,8.2,11.48,4.38,4.47,4.48,4.38,4.02,3.64,3.48,2.53,2.58,1.97,1.55,1.38,1.14,1.26,1.23,0.73,1.0,1.08,0.91,0.61,0.54,0.62,0.43,0.44,0.5,0.4,0.5,0.27,0.33,0.24,0.27,0.15,0.21,0.2,0.19,0.15,0.2,0.18,0.2,0.11,0.09,0.11,0.11,0.06,0.14,0.06,0.07,0.06,0.07,0.06,0.13,0.05,0.05,0.05,0.04,0.05,0.06,0.16,0.05,0.06,0.03,0.04,0.01,0.01,0.0,0.0,0.0,0.1,0.0,99.99000000000002
09/28/2021,12.31,13.4,8.2,11.51,4.4,4.46,4.51,4.39,4.01,3.65,3.42,2.55,2.57,1.99,1.52,1.39,1.15,1.26,1.22,0.72,1.0,1.09,0.91,0.6,0.54,0.62,0.44,0.43,0.49,0.4,0.49,0.26,0.33,0.24,0.27,0.15,0.21,0.21,0.19,0.14,0.2,0.17,0.2,0.11,0.08,0.13,0.1,0.06,0.15,0.06,0.07,0.06,0.07,0.06,0.13,0.05,0.05,0.05,0.04,0.05,0.07,0.17,0.0,0.06,0.03,0.04,0.01,0.01,0.0,0.0,0.0,0.09,0.0,100.01
09/29/2021,12.31,13.4,8.2,11.51,4.4,4.46,4.51,4.39,4.01,3.65,3.42,2.55,2.57,1.99,1.52,1.39,1.15,1.26,1.22,0.72,1.0,1.09,0.91,0.6,0.54,0.62,0.44,0.43,0.49,0.4,0.49,0.26,0.33,0.24,0.27,0.15,0.21,0.21,0.19,0.14,0.2,0.17,0.2,0.11,0.08,0.13,0.1,0.06,0.15,0.06,0.07,0.06,0.07,0.06,0.13,0.05,0.05,0.05,0.04,0.05,0.07,0.17,0.0,0.06,0.03,0.04,0.01,0.01,0.0,0.0,0.0,0.09,0.0,100.01
09/30/2021,12.19,13.34,8.3,11.45,4.36,4.44,4.55,4.46,4.08,3.56,3.42,2.59,2.54,2.04,1.5,1.38,1.17,1.27,1.21,0.72,0.99,1.06,0.9,0.6,0.52,0.63,0.44,0.42,0.49,0.41,0.5,0.27,0.34,0.25,0.29,0.15,0.21,0.21,0.19,0.14,0.21,0.17,0.2,0.11,0.09,0.14,0.11,0.06,0.15,0.06,0.07,0.06,0.07,0.06,0.14,0.05,0.06,0.05,0.04,0.05,0.07,0.17,0.0,0.06,0.03,0.04,0.01,0.01,0.0,0.0,0.0,0.1,0.0,100.02000000000002
10/01/2021,12.29,13.24,8.31,11.28,4.37,4.42,4.56,4.53,4.1,3.52,3.43,2.66,2.54,2.08,1.48,1.39,1.2,1.26,1.22,0.7,0.99,1.07,0.91,0.59,0.53,0.65,0.46,0.4,0.49,0.41,0.48,0.27,0.34,0.25,0.28,0.15,0.21,0.21,0.19,0.14,0.2,0.18,0.2,0.11,0.09,0.14,0.1,0.06,0.16,0.06,0.07,0.06,0.07,0.06,0.13,0.06,0.06,0.05,0.04,0.05,0.07,0.17,0.0,0.06,0.03,0.04,0.01,0.01,0.0,0.0,0.0,0.09,0.0,100.03000000000004
10/20/2021,12.21,13.43,8.46,11.22,4.4,4.37,4.55,4.39,4.09,3.58,3.49,2.64,2.46,2.02,1.4,1.49,1.13,1.37,1.17,0.66,1.06,1.03,0.96,0.61,0.52,0.66,0.41,0.36,0.52,0.4,0.45,0.27,0.33,0.27,0.3,0.14,0.22,0.19,0.19,0.13,0.21,0.18,0.19,0.14,0.09,0.15,0.11,0.05,0.08,0.05,0.07,0.07,0.07,0.06,0.13,0.06,0.05,0.05,0.04,0.05,0.06,0.18,0.1,0.06,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.09,0.0,100.02000000000002
10/21/2021,12.22,13.65,8.05,11.41,4.44,4.36,4.51,4.37,4.06,3.62,3.49,2.6,2.49,2.02,1.42,1.48,1.12,1.34,1.18,0.66,1.06,1.04,0.94,0.61,0.52,0.66,0.41,0.37,0.52,0.4,0.47,0.27,0.33,0.28,0.29,0.14,0.22,0.19,0.19,0.14,0.22,0.18,0.2,0.14,0.09,0.15,0.1,0.06,0.08,0.04,0.07,0.07,0.07,0.05,0.13,0.06,0.05,0.05,0.04,0.05,0.06,0.18,0.09,0.06,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.09,0.0,100.0
10/22/2021,12.28,13.52,8.01,11.37,4.42,4.44,4.58,4.38,4.12,3.57,3.49,2.61,2.48,2.04,1.41,1.48,1.13,1.35,1.18,0.69,1.04,1.03,0.93,0.61,0.52,0.65,0.41,0.39,0.52,0.4,0.46,0.27,0.33,0.28,0.29,0.14,0.22,0.2,0.2,0.14,0.22,0.17,0.2,0.14,0.09,0.15,0.11,0.06,0.12,0.05,0.07,0.07,0.07,0.05,0.13,0.05,0.05,0.05,0.04,0.05,0.06,0.18,0.05,0.06,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.09,0.0,100.04000000000003
10/25/2021,12.62,13.63,7.83,11.24,4.38,4.38,4.59,4.36,4.11,3.53,3.53,2.62,2.46,2.03,1.42,1.49,1.14,1.34,1.2,0.7,1.02,1.05,0.92,0.62,0.51,0.65,0.4,0.38,0.52,0.39,0.48,0.27,0.33,0.27,0.28,0.14,0.21,0.19,0.19,0.14,0.22,0.16,0.2,0.13,0.09,0.14,0.1,0.05,0.12,0.04,0.07,0.07,0.07,0.05,0.14,0.05,0.05,0.05,0.04,0.05,0.06,0.18,0.05,0.06,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.09,0.0,99.98000000000002
10/26/2021,12.72,13.63,7.87,11.27,4.38,4.39,4.55,4.35,4.08,3.55,3.5,2.63,2.49,2.01,1.43,1.5,1.13,1.34,1.19,0.69,1.02,1.04,0.92,0.61,0.51,0.65,0.4,0.37,0.51,0.4,0.48,0.27,0.33,0.27,0.28,0.13,0.21,0.19,0.19,0.14,0.23,0.16,0.2,0.13,0.09,0.14,0.1,0.05,0.13,0.04,0.07,0.07,0.07,0.05,0.13,0.05,0.05,0.05,0.04,0.05,0.06,0.18,0.05,0.06,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.09,0.0,100.04000000000002
10/27/2021,12.72,13.63,7.87,11.27,4.38,4.39,4.55,4.35,4.08,3.55,3.5,2.63,2.49,2.01,1.43,1.5,1.13,1.34,1.19,0.69,1.02,1.04,0.92,0.61,0.51,0.65,0.4,0.37,0.51,0.4,0.48,0.27,0.33,0.27,0.28,0.13,0.21,0.19,0.19,0.14,0.23,0.16,0.2,0.13,0.09,0.14,0.1,0.05,0.13,0.04,0.07,0.07,0.07,0.05,0.13,0.05,0.05,0.05,0.04,0.05,0.06,0.18,0.05,0.06,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.09,0.0,100.04000000000002
