,BRK.B,JPM,JNJ,UNH,PG,BAC,DIS,CMCSA,XOM,VZ,INTC,CSCO,PFE,T,CVX,WMT,MRK,CRM,TMO,WFC,MDT,DHR,PM,BMY,NEE,MCD,C,RTX,BLK,BA,MS,IBM,HON,GS,GE,SCHW,CVS,GOOGL,ABT,GOOG,MMM,ANTM,PLD,FIS,MDLZ,TMUS,GILD,PNC,CI,COP,GM,MU,DUK,USB,CME,CSX,TFC,ATVI,CB,BDX,COF,TGT,NSC,TXN,ICE,SO,MMC,APD,BSX,KO,D,FISV,ETN,HUM,PGR,F,GPN,EMR,UNP,SYK,ADI,REGN,BIIB,WM,ROP,NOC,NEM,TWTR,JCI,GD,MRVL,TWLO,LHX,EXC,MET,SLB,INFO,SRE,CNC,LLY,AEP,EOG,DLR,DOW,AIG,DD,PRU,BK,ALL,AXP,BAX,ALXN,FDX,EA,MPC,NXPI,MO,ACN,TRV,FCX,OTIS,WELL,AFL,KMI,XEL,CTSH,IFF,PSX,MSI,STZ,GIS,ZBH,SWK,FRC,WBA,CMI,APTV,PEP,ADM,KKR,PH,CTVA,CL,WMB,YUM,SPGI,SBAC,WLTW,PCAR,DG,AVB,VLO,AME,TROW,SIVB,LUV,VRTX,PEG,ORLY,LEN,ARE,LH,NUE,ES,STT,KR,AJG,WEC,XTSLA,AWK,EQR,MCK,O,YUMC,WY,FITB,AZO,LBRDK,CBRE,KHC,CERN,LYB,PPG,RSG,IP,TDOC,NTRS,IQV,KDP,HPQ,AMGN,VIAC,ED,OKE,TDG,MLM,DTE,PPL,VTR,DOV,USD,TT,EIX,AON,HIG,QRVO,ANSGR.IS,FTV,DLTR,VMC,HES,WDC,MKC,BBY,AEE,KMB,CARR,INVH,VRSN,SYF,ESS,EQIX,GRMN,FE,NDAQ,ALB,MAA,SUI,GE.,HBAN,TRMB,TSN,ETR,COO,EXR,BLL,IR,KMX,CCL,DVN,OXY,RF,n/a,PKI,DRE,SUM
08/31/2021,2.6,2.37,2.2,1.77,1.67,1.55,1.5,1.31,1.14,1.1,1.05,1.21,1.26,0.94,0.92,1.02,0.93,0.96,0.95,1.0,0.87,0.93,0.77,0.72,0.79,0.7,0.73,0.63,0.66,0.57,0.71,0.6,0.61,0.63,0.56,0.58,0.53,0.58,0.52,0.55,0.47,0.44,0.47,0.39,0.42,0.39,0.43,0.4,0.35,0.37,0.33,0.35,0.39,0.38,0.35,0.37,0.38,0.31,0.4,0.35,0.38,0.33,0.31,0.32,0.32,0.34,0.34,0.29,0.31,0.31,0.3,0.32,0.33,0.25,0.28,0.25,0.23,0.3,0.26,0.26,0.26,0.29,0.25,0.26,0.24,0.24,0.23,0.21,0.26,0.24,0.24,0.2,0.23,0.23,0.23,0.2,0.22,0.2,0.18,0.22,0.22,0.17,0.22,0.22,0.23,0.19,0.21,0.22,0.2,0.19,0.18,0.0,0.18,0.2,0.19,0.21,0.2,0.2,0.2,0.18,0.19,0.17,0.18,0.16,0.18,0.2,0.18,0.15,0.19,0.17,0.17,0.15,0.15,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.17,0.15,0.15,0.14,0.14,0.15,0.15,0.13,0.15,0.16,0.16,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.17,0.15,0.16,0.16,0.14,0.14,0.12,0.16,0.15,0.13,0.13,0.0,0.13,0.13,0.13,0.14,0.15,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.13,0.12,0.11,0.12,0.0,0.11,0.0,0.12,0.15,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.72999999999999
09/01/2021,2.6,2.37,2.2,1.77,1.67,1.55,1.5,1.31,1.14,1.1,1.05,1.21,1.26,0.94,0.92,1.02,0.93,0.96,0.95,1.0,0.87,0.93,0.77,0.72,0.79,0.7,0.73,0.63,0.66,0.57,0.71,0.6,0.61,0.63,0.56,0.58,0.53,0.58,0.52,0.55,0.47,0.44,0.47,0.39,0.42,0.39,0.43,0.4,0.35,0.37,0.33,0.35,0.39,0.38,0.35,0.37,0.38,0.31,0.4,0.35,0.38,0.33,0.31,0.32,0.32,0.34,0.34,0.29,0.31,0.31,0.3,0.32,0.33,0.25,0.28,0.25,0.23,0.3,0.26,0.26,0.26,0.29,0.25,0.26,0.24,0.24,0.23,0.21,0.26,0.24,0.24,0.2,0.23,0.23,0.23,0.2,0.22,0.2,0.18,0.22,0.22,0.17,0.22,0.22,0.23,0.19,0.21,0.22,0.2,0.19,0.18,0.0,0.18,0.2,0.19,0.21,0.2,0.2,0.2,0.18,0.19,0.17,0.18,0.16,0.18,0.2,0.18,0.15,0.19,0.17,0.17,0.15,0.15,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.17,0.15,0.15,0.14,0.14,0.15,0.15,0.13,0.15,0.16,0.16,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.17,0.15,0.16,0.16,0.14,0.14,0.12,0.16,0.15,0.13,0.13,0.0,0.13,0.13,0.13,0.14,0.15,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.13,0.12,0.11,0.12,0.0,0.11,0.0,0.12,0.15,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.72999999999999
09/02/2021,2.6,2.34,2.22,1.78,1.69,1.52,1.5,1.32,1.13,1.1,1.06,1.21,1.27,0.94,0.92,1.03,0.94,0.96,0.97,0.97,0.87,0.95,0.78,0.73,0.8,0.7,0.72,0.62,0.66,0.57,0.7,0.6,0.61,0.63,0.56,0.56,0.54,0.59,0.53,0.56,0.47,0.44,0.48,0.38,0.42,0.39,0.44,0.39,0.34,0.37,0.33,0.34,0.39,0.37,0.35,0.36,0.37,0.3,0.4,0.35,0.36,0.33,0.31,0.33,0.32,0.34,0.34,0.29,0.31,0.31,0.31,0.32,0.33,0.25,0.27,0.25,0.23,0.3,0.26,0.27,0.26,0.29,0.25,0.27,0.25,0.25,0.22,0.22,0.26,0.24,0.24,0.21,0.23,0.23,0.22,0.19,0.22,0.2,0.18,0.23,0.22,0.17,0.22,0.22,0.22,0.19,0.2,0.21,0.2,0.19,0.19,0.0,0.18,0.2,0.19,0.21,0.2,0.2,0.19,0.18,0.19,0.17,0.18,0.15,0.18,0.2,0.18,0.15,0.2,0.17,0.17,0.15,0.15,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.17,0.15,0.16,0.13,0.14,0.15,0.15,0.13,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.18,0.15,0.16,0.17,0.14,0.15,0.12,0.16,0.15,0.13,0.13,0.0,0.13,0.13,0.13,0.14,0.15,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.13,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.16,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.13,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.74000000000001
09/03/2021,2.6,2.33,2.21,1.77,1.68,1.53,1.52,1.34,1.12,1.11,1.06,1.21,1.25,0.95,0.91,1.03,0.94,0.96,0.96,0.92,0.87,0.94,0.78,0.72,0.8,0.71,0.72,0.62,0.65,0.57,0.7,0.61,0.61,0.63,0.56,0.55,0.55,0.59,0.53,0.56,0.47,0.45,0.48,0.38,0.42,0.39,0.44,0.39,0.35,0.36,0.33,0.34,0.39,0.37,0.35,0.36,0.37,0.31,0.4,0.35,0.36,0.33,0.31,0.32,0.32,0.34,0.34,0.29,0.31,0.31,0.3,0.32,0.32,0.25,0.27,0.25,0.23,0.31,0.26,0.27,0.26,0.29,0.25,0.27,0.25,0.25,0.23,0.22,0.26,0.24,0.24,0.2,0.23,0.23,0.22,0.19,0.22,0.2,0.18,0.22,0.22,0.17,0.22,0.21,0.23,0.19,0.2,0.22,0.2,0.19,0.19,0.0,0.18,0.2,0.19,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.15,0.18,0.19,0.18,0.15,0.2,0.17,0.17,0.15,0.15,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.15,0.15,0.13,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.17,0.15,0.16,0.17,0.14,0.14,0.12,0.16,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.15,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.17,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.67999999999999
09/06/2021,2.58,2.33,2.22,1.79,1.69,1.49,1.51,1.36,1.12,1.1,1.05,1.21,1.26,0.95,0.91,1.03,0.94,0.95,0.97,0.89,0.87,0.96,0.79,0.71,0.82,0.71,0.71,0.62,0.65,0.57,0.7,0.6,0.61,0.62,0.56,0.55,0.55,0.58,0.54,0.55,0.46,0.45,0.49,0.38,0.42,0.39,0.44,0.39,0.36,0.37,0.32,0.34,0.4,0.37,0.34,0.36,0.37,0.3,0.4,0.35,0.35,0.32,0.31,0.32,0.32,0.34,0.34,0.29,0.31,0.31,0.31,0.31,0.32,0.26,0.27,0.25,0.22,0.3,0.26,0.27,0.25,0.29,0.24,0.27,0.25,0.25,0.23,0.22,0.26,0.25,0.24,0.2,0.23,0.24,0.22,0.19,0.22,0.2,0.18,0.22,0.22,0.17,0.23,0.21,0.23,0.19,0.2,0.21,0.19,0.19,0.2,0.0,0.18,0.2,0.18,0.19,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.15,0.18,0.2,0.18,0.15,0.2,0.17,0.17,0.15,0.15,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.15,0.16,0.13,0.15,0.16,0.16,0.14,0.15,0.16,0.13,0.14,0.15,0.15,0.17,0.15,0.16,0.17,0.14,0.15,0.15,0.16,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.15,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.64
09/07/2021,2.56,2.32,2.23,1.79,1.7,1.5,1.51,1.36,1.12,1.11,1.05,1.21,1.26,0.95,0.91,1.04,0.95,0.96,0.98,0.88,0.87,0.97,0.8,0.71,0.81,0.71,0.71,0.61,0.65,0.57,0.7,0.6,0.6,0.62,0.55,0.55,0.56,0.58,0.54,0.55,0.46,0.45,0.5,0.38,0.42,0.39,0.44,0.39,0.36,0.37,0.32,0.34,0.39,0.37,0.34,0.35,0.37,0.3,0.4,0.36,0.34,0.32,0.3,0.32,0.33,0.34,0.35,0.29,0.31,0.31,0.31,0.31,0.32,0.26,0.27,0.24,0.22,0.3,0.25,0.27,0.25,0.29,0.24,0.27,0.25,0.24,0.23,0.22,0.26,0.25,0.24,0.21,0.23,0.24,0.22,0.19,0.22,0.2,0.18,0.22,0.22,0.17,0.23,0.21,0.23,0.19,0.2,0.21,0.19,0.18,0.2,0.0,0.18,0.2,0.18,0.2,0.2,0.21,0.19,0.18,0.19,0.17,0.18,0.15,0.18,0.19,0.18,0.15,0.2,0.17,0.17,0.15,0.15,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.15,0.16,0.13,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.17,0.15,0.16,0.17,0.14,0.15,0.16,0.16,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.63999999999999
09/08/2021,2.56,2.32,2.23,1.79,1.7,1.5,1.51,1.36,1.12,1.11,1.05,1.21,1.26,0.95,0.91,1.04,0.95,0.96,0.98,0.88,0.87,0.97,0.8,0.71,0.81,0.71,0.71,0.61,0.65,0.57,0.7,0.6,0.6,0.62,0.55,0.55,0.56,0.58,0.54,0.55,0.46,0.45,0.5,0.38,0.42,0.39,0.44,0.39,0.36,0.37,0.32,0.34,0.39,0.37,0.34,0.35,0.37,0.3,0.4,0.36,0.34,0.32,0.3,0.32,0.33,0.34,0.35,0.29,0.31,0.31,0.31,0.31,0.32,0.26,0.27,0.24,0.22,0.3,0.25,0.27,0.25,0.29,0.24,0.27,0.25,0.24,0.23,0.22,0.26,0.25,0.24,0.21,0.23,0.24,0.22,0.19,0.22,0.2,0.18,0.22,0.22,0.17,0.23,0.21,0.23,0.19,0.2,0.21,0.19,0.18,0.2,0.0,0.18,0.2,0.18,0.2,0.2,0.21,0.19,0.18,0.19,0.17,0.18,0.15,0.18,0.19,0.18,0.15,0.2,0.17,0.17,0.15,0.15,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.15,0.16,0.13,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.17,0.15,0.16,0.17,0.14,0.15,0.16,0.16,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.63999999999999
09/09/2021,2.56,2.32,2.23,1.79,1.7,1.5,1.51,1.36,1.12,1.11,1.05,1.21,1.26,0.95,0.91,1.04,0.95,0.96,0.98,0.88,0.87,0.97,0.8,0.71,0.81,0.71,0.71,0.61,0.65,0.57,0.7,0.6,0.6,0.62,0.55,0.55,0.56,0.58,0.54,0.55,0.46,0.45,0.5,0.38,0.42,0.39,0.44,0.39,0.36,0.37,0.32,0.34,0.39,0.37,0.34,0.35,0.37,0.3,0.4,0.36,0.34,0.32,0.3,0.32,0.33,0.34,0.35,0.29,0.31,0.31,0.31,0.31,0.32,0.26,0.27,0.24,0.22,0.3,0.25,0.27,0.25,0.29,0.24,0.27,0.25,0.24,0.23,0.22,0.26,0.25,0.24,0.21,0.23,0.24,0.22,0.19,0.22,0.2,0.18,0.22,0.22,0.17,0.23,0.21,0.23,0.19,0.2,0.21,0.19,0.18,0.2,0.0,0.18,0.2,0.18,0.2,0.2,0.21,0.19,0.18,0.19,0.17,0.18,0.15,0.18,0.19,0.18,0.15,0.2,0.17,0.17,0.15,0.15,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.15,0.16,0.13,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.17,0.15,0.16,0.17,0.14,0.15,0.16,0.16,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.63999999999999
09/10/2021,2.55,2.34,2.21,1.8,1.7,1.52,1.55,1.34,1.13,1.11,1.06,1.21,1.27,0.96,0.92,1.03,0.94,0.97,0.99,0.89,0.88,0.97,0.81,0.71,0.81,0.71,0.71,0.61,0.64,0.56,0.71,0.6,0.59,0.62,0.55,0.55,0.56,0.59,0.54,0.56,0.45,0.45,0.5,0.38,0.41,0.39,0.44,0.4,0.36,0.37,0.33,0.35,0.39,0.37,0.34,0.35,0.37,0.3,0.4,0.36,0.34,0.32,0.3,0.32,0.32,0.34,0.35,0.29,0.31,0.31,0.3,0.31,0.32,0.26,0.27,0.25,0.23,0.3,0.25,0.27,0.26,0.29,0.24,0.27,0.24,0.24,0.23,0.22,0.26,0.25,0.24,0.2,0.23,0.24,0.22,0.19,0.22,0.2,0.18,0.22,0.22,0.17,0.23,0.21,0.23,0.19,0.2,0.21,0.19,0.18,0.2,0.0,0.18,0.2,0.19,0.2,0.2,0.21,0.19,0.18,0.19,0.17,0.18,0.15,0.18,0.2,0.18,0.15,0.2,0.16,0.17,0.15,0.14,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.15,0.15,0.13,0.15,0.16,0.17,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.17,0.15,0.15,0.17,0.14,0.14,0.19,0.16,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.15,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.11,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.71000000000001
09/13/2021,2.56,2.35,2.17,1.78,1.72,1.51,1.57,1.33,1.12,1.11,1.06,1.22,1.26,0.96,0.91,1.03,0.92,0.96,1.0,0.9,0.88,0.97,0.78,0.7,0.83,0.72,0.71,0.62,0.65,0.56,0.71,0.6,0.6,0.62,0.55,0.56,0.55,0.59,0.55,0.56,0.45,0.45,0.49,0.39,0.41,0.38,0.44,0.4,0.36,0.37,0.33,0.35,0.4,0.37,0.34,0.35,0.37,0.3,0.4,0.37,0.34,0.33,0.3,0.32,0.33,0.35,0.35,0.29,0.32,0.31,0.31,0.31,0.32,0.26,0.27,0.24,0.25,0.29,0.25,0.27,0.27,0.28,0.22,0.27,0.25,0.24,0.23,0.21,0.27,0.25,0.24,0.2,0.23,0.24,0.22,0.18,0.22,0.21,0.18,0.21,0.22,0.17,0.22,0.21,0.23,0.18,0.2,0.21,0.19,0.19,0.2,0.0,0.18,0.2,0.18,0.2,0.2,0.21,0.2,0.18,0.19,0.18,0.18,0.15,0.18,0.2,0.18,0.14,0.2,0.17,0.18,0.15,0.15,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.15,0.14,0.17,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.15,0.16,0.17,0.14,0.14,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.15,0.17,0.14,0.15,0.18,0.17,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.15,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.0,0.11,0.12,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.11,0.0,0.11,0.13,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.75
09/14/2021,2.57,2.34,2.18,1.75,1.74,1.5,1.57,1.34,1.13,1.11,1.08,1.21,1.26,0.96,0.92,1.03,0.92,0.95,1.01,0.91,0.87,0.98,0.8,0.7,0.82,0.73,0.71,0.62,0.65,0.56,0.71,0.6,0.6,0.62,0.55,0.55,0.54,0.58,0.55,0.55,0.45,0.43,0.49,0.38,0.42,0.38,0.44,0.4,0.35,0.37,0.34,0.35,0.39,0.37,0.34,0.35,0.37,0.3,0.4,0.37,0.34,0.33,0.3,0.33,0.33,0.35,0.36,0.29,0.31,0.31,0.31,0.31,0.32,0.26,0.27,0.24,0.24,0.29,0.25,0.27,0.27,0.29,0.22,0.27,0.25,0.24,0.23,0.21,0.27,0.25,0.24,0.2,0.23,0.24,0.22,0.19,0.22,0.21,0.17,0.21,0.22,0.17,0.22,0.21,0.23,0.19,0.2,0.21,0.19,0.19,0.2,0.0,0.18,0.21,0.18,0.2,0.21,0.21,0.19,0.18,0.19,0.18,0.18,0.15,0.18,0.2,0.18,0.14,0.2,0.17,0.18,0.14,0.15,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.15,0.15,0.17,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.15,0.16,0.17,0.14,0.14,0.15,0.14,0.13,0.14,0.15,0.17,0.15,0.15,0.16,0.14,0.15,0.0,0.17,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.15,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.11,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.13,0.0,0.11,0.0,0.0,0.11,0.13,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.67
09/15/2021,2.57,2.34,2.18,1.75,1.74,1.5,1.57,1.34,1.13,1.11,1.08,1.21,1.26,0.96,0.92,1.03,0.92,0.95,1.01,0.91,0.87,0.98,0.8,0.7,0.82,0.73,0.71,0.62,0.65,0.56,0.71,0.6,0.6,0.62,0.55,0.55,0.54,0.58,0.55,0.55,0.45,0.43,0.49,0.38,0.42,0.38,0.44,0.4,0.35,0.37,0.34,0.35,0.39,0.37,0.34,0.35,0.37,0.3,0.4,0.37,0.34,0.33,0.3,0.33,0.33,0.35,0.36,0.29,0.31,0.31,0.31,0.31,0.32,0.26,0.27,0.24,0.24,0.29,0.25,0.27,0.27,0.29,0.22,0.27,0.25,0.24,0.23,0.21,0.27,0.25,0.24,0.2,0.23,0.24,0.22,0.19,0.22,0.21,0.17,0.21,0.22,0.17,0.22,0.21,0.23,0.19,0.2,0.21,0.19,0.19,0.2,0.0,0.18,0.21,0.18,0.2,0.21,0.21,0.19,0.18,0.19,0.18,0.18,0.15,0.18,0.2,0.18,0.14,0.2,0.17,0.18,0.14,0.15,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.15,0.16,0.15,0.15,0.17,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.15,0.16,0.17,0.14,0.14,0.15,0.14,0.13,0.14,0.15,0.17,0.15,0.15,0.16,0.14,0.15,0.0,0.17,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.15,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.11,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.13,0.0,0.11,0.0,0.0,0.11,0.13,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.67
09/16/2021,2.58,2.36,2.15,1.78,1.74,1.52,1.57,1.34,1.15,1.11,1.09,1.21,1.22,0.97,0.93,1.02,0.91,0.93,0.98,0.93,0.86,0.95,0.79,0.69,0.82,0.73,0.72,0.62,0.64,0.56,0.71,0.61,0.6,0.63,0.56,0.55,0.55,0.58,0.54,0.56,0.45,0.44,0.48,0.38,0.42,0.38,0.44,0.41,0.35,0.38,0.34,0.35,0.39,0.37,0.33,0.34,0.37,0.3,0.4,0.37,0.35,0.33,0.3,0.34,0.32,0.35,0.35,0.29,0.31,0.31,0.3,0.3,0.31,0.26,0.27,0.25,0.24,0.29,0.25,0.27,0.27,0.28,0.22,0.27,0.24,0.24,0.22,0.2,0.26,0.25,0.25,0.19,0.23,0.24,0.23,0.19,0.23,0.21,0.18,0.21,0.22,0.18,0.21,0.21,0.23,0.19,0.2,0.21,0.2,0.19,0.2,0.0,0.18,0.2,0.19,0.2,0.2,0.21,0.2,0.18,0.19,0.18,0.18,0.15,0.18,0.2,0.18,0.15,0.2,0.17,0.18,0.14,0.15,0.17,0.17,0.17,0.16,0.18,0.17,0.17,0.15,0.16,0.15,0.15,0.17,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.15,0.16,0.17,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.16,0.15,0.15,0.16,0.14,0.14,0.11,0.16,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.15,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.11,0.0,0.0,0.11,0.13,0.0,0.0,0.13,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.61
