,CM.TO,FTS.TO,6.HK,BCE.TO,EMA.TO,SCMN.SW,H.TO,2.HK,T.TO,POW.TO,BNS.TO,AD.AS,NOVN.SW,DTE.DE,GWO.TO,CHG.BK,U11.SI,TLS.AX,TEL.OL,D05.SI,SAN.PA,RCI.B.TO,ELISA.HE,033780.KS,TRN.MI,12.HK,GSK.L,ENB.TO,9434.T,COL.AX,2914.T,YAR.OL,ADM.L,NG.L,AQN.TO,1038.HK,TSCO.L,SRG.MI,ZURN.SW,Z74.SI,9433.T,ULVR.L,HOLN.SW,ELE.MC,CHG.BK.1,8058.T,1928.T,4502.T,TRP.TO,1113.HK,8725.T,017670.KS,11.HK,BN.PA,BATS.L,8306.T,FORTUM.HE,PST.MI,16.HK,UPM.HE,EVK.DE,8411.T,QSR,8316.T,83.HK,PHNX.L,NN.AS,BT.A.L,SSE.L,1.HK,IMB.L,ORA.PA,ALV.DE,ENEL.MI,055550.KS,DNB.OL,EDP.LS,BA.L,UBSG.SW,17.HK,KPN.AS,RIO.AX,MFC.TO,AKRBP.OL,RIO.L,1925.T,VOD.L,8766.T,288.HK,BHP.L,086790.KS,EN.PA,OMV.VI,POLY.L,PSN.L,EVR.L,LGEN.L,TEF.MC,FMG.AX,BBVA.MC,ACS.MC,CHG.BK.2,CHG.BK.3,FRGXX,MPFXX,EOAN.DE,CJPXX,TMPXX,FPOXX,ACSDE,MFSU21,9432.T,SLHN.SW,CS.PA,BAS.DE,TTE.PA,TRYG.CO,SREN.SW,PUB.PA,AV.L,SUN.AX,5020.T,RDSA.AS,SK3.IR,REP.MC,ACA.PA,7974.T,8031.T,BP.L,CNQ.TO,8002.T,105560.KS,8604.T,CNP.PA,SU.TO,015760.KS,BHP.AX,005490.KS,AAL.L,1308.HK,868.HK,MFSZ21,SUM
07/09/2021,1.87,1.71,1.7,1.63,1.59,1.57,1.53,1.53,1.46,1.39,1.32,1.3,1.29,1.29,1.26,1.26,1.23,1.19,1.19,1.13,1.12,1.11,1.11,1.11,1.1,1.1,1.09,1.09,1.08,1.07,1.07,1.07,1.07,1.07,1.07,1.06,1.06,1.06,1.03,1.03,1.02,1.02,1.02,1.02,1.0,1.0,0.98,0.98,0.98,0.98,0.97,0.97,0.95,0.93,0.92,0.92,0.92,0.91,0.9,0.9,0.88,0.88,0.87,0.86,0.86,0.86,0.86,0.86,0.86,0.84,0.84,0.84,0.84,0.83,0.82,0.81,0.81,0.8,0.8,0.78,0.77,0.76,0.75,0.74,0.73,0.72,0.72,0.71,0.7,0.69,0.69,0.67,0.66,0.64,0.64,0.63,0.59,0.57,0.53,0.49,0.39,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/31/2021,1.87,1.71,1.7,1.62,1.59,1.57,1.53,1.53,1.45,1.39,1.31,1.3,1.28,1.28,1.26,0.0,1.24,1.18,1.17,1.13,1.13,1.1,1.11,1.12,1.1,1.11,1.08,1.07,1.09,1.1,1.06,1.05,1.08,1.07,1.06,1.06,1.06,1.05,1.04,1.04,1.03,1.01,1.02,1.0,0.0,1.0,0.98,0.98,0.97,0.98,0.94,0.98,0.95,0.92,0.92,0.91,0.92,0.91,0.91,0.89,0.89,0.87,0.86,0.86,0.85,0.86,0.85,0.86,0.85,0.85,0.84,0.84,0.83,0.83,0.84,0.82,0.79,0.8,0.8,0.79,0.78,0.77,0.74,0.72,0.74,0.72,0.72,0.7,0.71,0.69,0.71,0.67,0.65,0.62,0.63,0.61,0.58,0.57,0.53,0.49,0.38,0.0,0.0,3.62,2.39,1.24,0.53,0.13,0.07,0.02,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.41
09/01/2021,1.87,1.71,1.7,1.62,1.59,1.57,1.53,1.53,1.45,1.39,1.31,1.3,1.28,1.28,1.26,0.0,1.24,1.18,1.17,1.13,1.13,1.1,1.11,1.12,1.1,1.11,1.08,1.07,1.09,1.1,1.06,1.05,1.08,1.07,1.06,1.06,1.06,1.05,1.04,1.04,1.03,1.01,1.02,1.0,0.0,1.0,0.98,0.98,0.97,0.98,0.94,0.98,0.95,0.92,0.92,0.91,0.92,0.91,0.91,0.89,0.89,0.87,0.86,0.86,0.85,0.86,0.85,0.86,0.85,0.85,0.84,0.84,0.83,0.83,0.84,0.82,0.79,0.8,0.8,0.79,0.78,0.77,0.74,0.72,0.74,0.72,0.72,0.7,0.71,0.69,0.71,0.67,0.65,0.62,0.63,0.61,0.58,0.57,0.53,0.49,0.38,0.0,0.0,3.62,2.39,1.24,0.53,0.13,0.07,0.02,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.41
09/02/2021,1.87,1.71,1.7,1.62,1.59,1.57,1.53,1.53,1.45,1.39,1.31,1.3,1.28,1.28,1.26,0.0,1.24,1.18,1.17,1.13,1.13,1.1,1.11,1.12,1.1,1.11,1.08,1.07,1.09,1.1,1.06,1.05,1.08,1.07,1.06,1.06,1.06,1.05,1.04,1.04,1.03,1.01,1.02,1.0,0.0,1.0,0.98,0.98,0.97,0.98,0.94,0.98,0.95,0.92,0.92,0.91,0.92,0.91,0.91,0.89,0.89,0.87,0.86,0.86,0.85,0.86,0.85,0.86,0.85,0.85,0.84,0.84,0.83,0.83,0.84,0.82,0.79,0.8,0.8,0.79,0.78,0.77,0.74,0.72,0.74,0.72,0.72,0.7,0.71,0.69,0.71,0.67,0.65,0.62,0.63,0.61,0.58,0.57,0.53,0.49,0.38,0.0,0.0,3.62,2.39,1.24,0.53,0.13,0.07,0.02,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.41
09/03/2021,1.87,1.71,1.7,1.62,1.59,1.57,1.53,1.53,1.45,1.39,1.31,1.3,1.28,1.28,1.26,0.0,1.24,1.18,1.17,1.13,1.13,1.1,1.11,1.12,1.1,1.11,1.08,1.07,1.09,1.1,1.06,1.05,1.08,1.07,1.06,1.06,1.06,1.05,1.04,1.04,1.03,1.01,1.02,1.0,0.0,1.0,0.98,0.98,0.97,0.98,0.94,0.98,0.95,0.92,0.92,0.91,0.92,0.91,0.91,0.89,0.89,0.87,0.86,0.86,0.85,0.86,0.85,0.86,0.85,0.85,0.84,0.84,0.83,0.83,0.84,0.82,0.79,0.8,0.8,0.79,0.78,0.77,0.74,0.72,0.74,0.72,0.72,0.7,0.71,0.69,0.71,0.67,0.65,0.62,0.63,0.61,0.58,0.57,0.53,0.49,0.38,0.0,0.0,3.62,2.39,1.24,0.53,0.13,0.07,0.02,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.41
11/30/2021,0.0,2.11,1.23,1.83,2.13,1.38,0.0,1.6,1.71,0.0,1.7,0.0,1.26,0.0,1.74,0.0,0.0,1.22,1.37,0.0,1.21,0.0,0.0,0.0,1.07,0.9,1.11,1.32,1.54,0.0,1.17,1.0,0.9,1.15,0.0,0.99,1.09,1.27,1.15,0.0,1.16,1.08,0.91,0.81,0.0,1.01,0.98,1.08,1.11,0.78,0.0,0.75,0.0,0.0,0.91,0.0,1.02,1.0,0.91,0.87,1.17,1.04,0.0,0.93,0.0,0.0,1.1,0.0,0.83,0.82,0.9,1.21,0.97,0.81,0.85,1.08,0.79,1.08,0.0,0.85,0.94,0.61,1.15,0.0,0.58,0.0,0.0,1.05,0.0,0.57,0.0,1.03,0.83,0.0,0.64,0.61,0.77,0.74,0.39,0.0,0.0,0.0,0.0,0.9,0.55,1.12,0.12,0.03,0.02,0.0,0.0,1.15,1.09,1.03,1.0,1.0,0.99,0.97,0.94,0.92,0.92,0.91,0.83,0.82,0.79,0.79,0.77,0.74,0.72,0.71,0.71,0.7,0.7,0.69,0.67,0.67,0.59,0.56,0.43,0.34,0.28,-0.03,100.01
12/01/2021,0.0,2.11,1.23,1.83,2.13,1.38,0.0,1.6,1.71,0.0,1.7,0.0,1.26,0.0,1.74,0.0,0.0,1.22,1.37,0.0,1.21,0.0,0.0,0.0,1.07,0.9,1.11,1.32,1.54,0.0,1.17,1.0,0.9,1.15,0.0,0.99,1.09,1.27,1.15,0.0,1.16,1.08,0.91,0.81,0.0,1.01,0.98,1.08,1.11,0.78,0.0,0.75,0.0,0.0,0.91,0.0,1.02,1.0,0.91,0.87,1.17,1.04,0.0,0.93,0.0,0.0,1.1,0.0,0.83,0.82,0.9,1.21,0.97,0.81,0.85,1.08,0.79,1.08,0.0,0.85,0.94,0.61,1.15,0.0,0.58,0.0,0.0,1.05,0.0,0.57,0.0,1.03,0.83,0.0,0.64,0.61,0.77,0.74,0.39,0.0,0.0,0.0,0.0,0.9,0.55,1.12,0.12,0.03,0.02,0.0,0.0,1.15,1.09,1.03,1.0,1.0,0.99,0.97,0.94,0.92,0.92,0.91,0.83,0.82,0.79,0.79,0.77,0.74,0.72,0.71,0.71,0.7,0.7,0.69,0.67,0.67,0.59,0.56,0.43,0.34,0.28,-0.03,100.00999999999999
